county,precinct,precinct_name,office,district,party,candidate,votes,election_day,early_voting
Schleicher,2,Memorial Bldg-Election Rm,"Judge, Court of Criminal Appeals Place 8",,LIB,Mark Ash,23,8,15
Schleicher,2,Memorial Bldg-Election Rm,"Judge, Court of Criminal Appeals Place 8",,REP,Michelle  Slaughter,199,70,129
Schleicher,3,OLG-ROOM B,"Judge, Court of Criminal Appeals Place 8",,LIB,Mark Ash,21,13,8
Schleicher,3,OLG-ROOM B,"Judge, Court of Criminal Appeals Place 8",,REP,Michelle  Slaughter,57,15,42
Schleicher,4,OLG-ROOM A,"Judge, Court of Criminal Appeals Place 8",,LIB,Mark Ash,24,11,13
Schleicher,4,OLG-ROOM A,"Judge, Court of Criminal Appeals Place 8",,REP,Michelle  Slaughter,277,76,201
Schleicher,1,Methodist Church-Edu Room,State Representative,53,REP,Andrew S.  Murr,225,65,160
Schleicher,1,Methodist Church-Edu Room,State Representative,53,DEM,Stephanie Lochte  Ertel,59,27,32
Schleicher,2,Memorial Bldg-Election Rm,State Representative,53,REP,Andrew S.  Murr,196,69,127
Schleicher,2,Memorial Bldg-Election Rm,State Representative,53,DEM,Stephanie Lochte  Ertel,41,17,24
Schleicher,3,OLG-ROOM B,State Representative,53,REP,Andrew S.  Murr,52,11,41
Schleicher,3,OLG-ROOM B,State Representative,53,DEM,Stephanie Lochte  Ertel,36,19,17
Schleicher,4,OLG-ROOM A,State Representative,53,REP,Andrew S.  Murr,281,76,205
Schleicher,4,OLG-ROOM A,State Representative,53,DEM,Stephanie Lochte  Ertel,42,18,24
Schleicher,1,Methodist Church-Edu Room,U. S. Senator,,DEM,Beto  O'Rourke,70,30,40
Schleicher,1,Methodist Church-Edu Room,U. S. Senator,,LIB,Neal M.  Dikeman,3,1,2
Schleicher,1,Methodist Church-Edu Room,U. S. Senator,,REP,Ted  Cruz,218,62,156
Schleicher,2,Memorial Bldg-Election Rm,U. S. Senator,,DEM,Beto  O'Rourke,53,23,30
Schleicher,2,Memorial Bldg-Election Rm,U. S. Senator,,LIB,Neal M.  Dikeman,2,1,1
Schleicher,2,Memorial Bldg-Election Rm,U. S. Senator,,REP,Ted  Cruz,186,63,123
Schleicher,3,OLG-ROOM B,U. S. Senator,,DEM,Beto  O'Rourke,39,21,18
Schleicher,3,OLG-ROOM B,U. S. Senator,,LIB,Neal M.  Dikeman,1,0,1
Schleicher,3,OLG-ROOM B,U. S. Senator,,REP,Ted  Cruz,51,11,40
Schleicher,4,OLG-ROOM A,U. S. Senator,,DEM,Beto  O'Rourke,47,21,26
Schleicher,4,OLG-ROOM A,U. S. Senator,,LIB,Neal M.  Dikeman,2,1,1
Schleicher,4,OLG-ROOM A,U. S. Senator,,REP,Ted  Cruz,280,75,205
Schleicher,1,Methodist Church-Edu Room,Governor,,REP,Greg  Abbott,222,65,157
Schleicher,1,Methodist Church-Edu Room,Governor,,DEM,Lupe  Valdez,65,28,37
Schleicher,1,Methodist Church-Edu Room,Governor,,LIB,Mark Jay Tippetts,4,1,3
Schleicher,2,Memorial Bldg-Election Rm,Governor,,REP,Greg  Abbott,195,70,125
Schleicher,2,Memorial Bldg-Election Rm,Governor,,DEM,Lupe  Valdez,45,17,28
Schleicher,2,Memorial Bldg-Election Rm,Governor,,LIB,Mark Jay Tippetts,5,0,5
Schleicher,3,OLG-ROOM B,Governor,,REP,Greg  Abbott,57,15,42
Schleicher,3,OLG-ROOM B,Governor,,DEM,Lupe  Valdez,34,18,16
Schleicher,3,OLG-ROOM B,Governor,,LIB,Mark Jay Tippetts,1,0,1
Schleicher,4,OLG-ROOM A,Governor,,REP,Greg  Abbott,284,75,209
Schleicher,4,OLG-ROOM A,Governor,,DEM,Lupe  Valdez,43,20,23
Schleicher,4,OLG-ROOM A,Governor,,LIB,Mark Jay Tippetts,2,1,1
Schleicher,1,Methodist Church-Edu Room,Railroad Commissioner,,REP,Christi  Craddick,203,59,144
Schleicher,1,Methodist Church-Edu Room,Railroad Commissioner,,LIB,Mike Wright,10,3,7
Schleicher,1,Methodist Church-Edu Room,Railroad Commissioner,,DEM,Roman  McAllen,63,27,36
Schleicher,2,Memorial Bldg-Election Rm,Railroad Commissioner,,REP,Christi  Craddick,184,63,121
Schleicher,2,Memorial Bldg-Election Rm,Railroad Commissioner,,LIB,Mike Wright,6,3,3
Schleicher,2,Memorial Bldg-Election Rm,Railroad Commissioner,,DEM,Roman  McAllen,48,20,28
Schleicher,3,OLG-ROOM B,Railroad Commissioner,,REP,Christi  Craddick,49,10,39
Schleicher,3,OLG-ROOM B,Railroad Commissioner,,LIB,Mike Wright,3,2,1
Schleicher,3,OLG-ROOM B,Railroad Commissioner,,DEM,Roman  McAllen,36,18,18
Schleicher,4,OLG-ROOM A,Railroad Commissioner,,REP,Christi  Craddick,273,72,201
Schleicher,4,OLG-ROOM A,Railroad Commissioner,,LIB,Mike Wright,4,2,2
Schleicher,4,OLG-ROOM A,Railroad Commissioner,,DEM,Roman  McAllen,45,20,25
Schleicher,1,Methodist Church-Edu Room,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,203,60,143
Schleicher,1,Methodist Church-Edu Room,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,73,30,43
Schleicher,2,Memorial Bldg-Election Rm,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,183,65,118
Schleicher,2,Memorial Bldg-Election Rm,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,56,20,36
Schleicher,3,OLG-ROOM B,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,48,9,39
Schleicher,3,OLG-ROOM B,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,40,21,19
Schleicher,4,OLG-ROOM A,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,275,74,201
Schleicher,4,OLG-ROOM A,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,45,20,25
Schleicher,1,Methodist Church-Edu Room,Attorney General,,DEM,Justin  Nelson,77,32,45
Schleicher,1,Methodist Church-Edu Room,Attorney General,,REP,Ken  Paxton,200,57,143
Schleicher,1,Methodist Church-Edu Room,Attorney General,,LIB,Michael Ray Harris,6,2,4
Schleicher,2,Memorial Bldg-Election Rm,Attorney General,,DEM,Justin  Nelson,58,22,36
Schleicher,2,Memorial Bldg-Election Rm,Attorney General,,REP,Ken  Paxton,175,63,112
Schleicher,2,Memorial Bldg-Election Rm,Attorney General,,LIB,Michael Ray Harris,7,2,5
Schleicher,3,OLG-ROOM B,Attorney General,,DEM,Justin  Nelson,37,19,18
Schleicher,3,OLG-ROOM B,Attorney General,,REP,Ken  Paxton,49,9,40
Schleicher,3,OLG-ROOM B,Attorney General,,LIB,Michael Ray Harris,3,2,1
Schleicher,4,OLG-ROOM A,Attorney General,,DEM,Justin  Nelson,50,21,29
Schleicher,4,OLG-ROOM A,Attorney General,,REP,Ken  Paxton,267,72,195
Schleicher,4,OLG-ROOM A,Attorney General,,LIB,Michael Ray Harris,4,1,3
Schleicher,1,Methodist Church-Edu Room,Commissioner of Agriculture,,DEM,Kim  Olson,74,31,43
Schleicher,1,Methodist Church-Edu Room,Commissioner of Agriculture,,LIB,Richard Carpenter,3,2,1
Schleicher,1,Methodist Church-Edu Room,Commissioner of Agriculture,,REP,Sid  Miller,203,55,148
Schleicher,2,Memorial Bldg-Election Rm,Commissioner of Agriculture,,DEM,Kim  Olson,48,20,28
Schleicher,2,Memorial Bldg-Election Rm,Commissioner of Agriculture,,LIB,Richard Carpenter,11,2,9
Schleicher,2,Memorial Bldg-Election Rm,Commissioner of Agriculture,,REP,Sid  Miller,179,64,115
Schleicher,3,OLG-ROOM B,Commissioner of Agriculture,,DEM,Kim  Olson,38,19,19
Schleicher,3,OLG-ROOM B,Commissioner of Agriculture,,LIB,Richard Carpenter,3,2,1
Schleicher,3,OLG-ROOM B,Commissioner of Agriculture,,REP,Sid  Miller,46,8,38
Schleicher,4,OLG-ROOM A,Commissioner of Agriculture,,DEM,Kim  Olson,48,20,28
Schleicher,4,OLG-ROOM A,Commissioner of Agriculture,,LIB,Richard Carpenter,5,3,2
Schleicher,4,OLG-ROOM A,Commissioner of Agriculture,,REP,Sid  Miller,267,70,197
Schleicher,1,Methodist Church-Edu Room,"Justice, Supreme Court, Place 6",,REP,Jeff  Brown,200,57,143
Schleicher,1,Methodist Church-Edu Room,"Justice, Supreme Court, Place 6",,DEM,Kathy  Cheng,70,31,39
Schleicher,2,Memorial Bldg-Election Rm,"Justice, Supreme Court, Place 6",,REP,Jeff  Brown,186,66,120
Schleicher,2,Memorial Bldg-Election Rm,"Justice, Supreme Court, Place 6",,DEM,Kathy  Cheng,50,19,31
Schleicher,3,OLG-ROOM B,"Justice, Supreme Court, Place 6",,REP,Jeff  Brown,49,11,38
Schleicher,3,OLG-ROOM B,"Justice, Supreme Court, Place 6",,DEM,Kathy  Cheng,37,19,18
Schleicher,4,OLG-ROOM A,"Justice, Supreme Court, Place 6",,REP,Jeff  Brown,275,75,200
Schleicher,4,OLG-ROOM A,"Justice, Supreme Court, Place 6",,DEM,Kathy  Cheng,41,17,24
Schleicher,1,Methodist Church-Edu Room,"Justice, 3rd Court of Appeals District, Place 2",,REP,Cindy Olson  Bourland,204,59,145
Schleicher,1,Methodist Church-Edu Room,"Justice, 3rd Court of Appeals District, Place 2",,DEM,Edward  Smith,71,30,41
Schleicher,2,Memorial Bldg-Election Rm,"Justice, 3rd Court of Appeals District, Place 2",,REP,Cindy Olson  Bourland,183,62,121
Schleicher,2,Memorial Bldg-Election Rm,"Justice, 3rd Court of Appeals District, Place 2",,DEM,Edward  Smith,51,22,29
Schleicher,3,OLG-ROOM B,"Justice, 3rd Court of Appeals District, Place 2",,REP,Cindy Olson  Bourland,46,9,37
Schleicher,3,OLG-ROOM B,"Justice, 3rd Court of Appeals District, Place 2",,DEM,Edward  Smith,41,21,20
Schleicher,4,OLG-ROOM A,"Justice, 3rd Court of Appeals District, Place 2",,REP,Cindy Olson  Bourland,271,76,195
Schleicher,4,OLG-ROOM A,"Justice, 3rd Court of Appeals District, Place 2",,DEM,Edward  Smith,46,18,28
Schleicher,1,Methodist Church-Edu Room,"Justice, 3rd Court of Appeals District, Place 3",,DEM,Chari  Kelly,71,30,41
Schleicher,1,Methodist Church-Edu Room,"Justice, 3rd Court of Appeals District, Place 3",,REP,Scott  Field,206,60,146
Schleicher,2,Memorial Bldg-Election Rm,"Justice, 3rd Court of Appeals District, Place 3",,DEM,Chari  Kelly,54,21,33
Schleicher,2,Memorial Bldg-Election Rm,"Justice, 3rd Court of Appeals District, Place 3",,REP,Scott  Field,178,63,115
Schleicher,3,OLG-ROOM B,"Justice, 3rd Court of Appeals District, Place 3",,DEM,Chari  Kelly,37,19,18
Schleicher,3,OLG-ROOM B,"Justice, 3rd Court of Appeals District, Place 3",,REP,Scott  Field,49,10,39
Schleicher,4,OLG-ROOM A,"Justice, 3rd Court of Appeals District, Place 3",,DEM,Chari  Kelly,43,20,23
Schleicher,4,OLG-ROOM A,"Justice, 3rd Court of Appeals District, Place 3",,REP,Scott  Field,275,74,201
Schleicher,1,Methodist Church-Edu Room,"Justice, 3rd Court of Appeals District, Place 5",,REP,David  Puryear,204,59,145
Schleicher,1,Methodist Church-Edu Room,"Justice, 3rd Court of Appeals District, Place 5",,DEM,Thomas J.  Baker,71,32,39
Schleicher,2,Memorial Bldg-Election Rm,"Justice, 3rd Court of Appeals District, Place 5",,REP,David  Puryear,180,62,118
Schleicher,2,Memorial Bldg-Election Rm,"Justice, 3rd Court of Appeals District, Place 5",,DEM,Thomas J.  Baker,52,22,30
Schleicher,3,OLG-ROOM B,"Justice, 3rd Court of Appeals District, Place 5",,REP,David  Puryear,47,8,39
Schleicher,3,OLG-ROOM B,"Justice, 3rd Court of Appeals District, Place 5",,DEM,Thomas J.  Baker,40,22,18
Schleicher,4,OLG-ROOM A,"Justice, 3rd Court of Appeals District, Place 5",,REP,David  Puryear,273,74,199
Schleicher,4,OLG-ROOM A,"Justice, 3rd Court of Appeals District, Place 5",,DEM,Thomas J.  Baker,46,20,26
Schleicher,1,Methodist Church-Edu Room,Lieutenant Governor,,REP,Dan  Patrick,183,51,132
Schleicher,1,Methodist Church-Edu Room,Lieutenant Governor,,LIB,Kerry Douglas McKennon,3,0,3
Schleicher,1,Methodist Church-Edu Room,Lieutenant Governor,,DEM,Mike  Collier,96,39,57
Schleicher,2,Memorial Bldg-Election Rm,Lieutenant Governor,,REP,Dan  Patrick,175,63,112
Schleicher,2,Memorial Bldg-Election Rm,Lieutenant Governor,,LIB,Kerry Douglas McKennon,5,0,5
Schleicher,2,Memorial Bldg-Election Rm,Lieutenant Governor,,DEM,Mike  Collier,63,24,39
Schleicher,3,OLG-ROOM B,Lieutenant Governor,,REP,Dan  Patrick,51,12,39
Schleicher,3,OLG-ROOM B,Lieutenant Governor,,LIB,Kerry Douglas McKennon,1,1,0
Schleicher,3,OLG-ROOM B,Lieutenant Governor,,DEM,Mike  Collier,36,18,18
Schleicher,4,OLG-ROOM A,Lieutenant Governor,,REP,Dan  Patrick,258,69,189
Schleicher,4,OLG-ROOM A,Lieutenant Governor,,LIB,Kerry Douglas McKennon,3,0,3
Schleicher,4,OLG-ROOM A,Lieutenant Governor,,DEM,Mike  Collier,57,24,33
Schleicher,1,Methodist Church-Edu Room,Commissioner of the General Land Office,,REP,George P.  Bush,202,61,141
Schleicher,1,Methodist Church-Edu Room,Commissioner of the General Land Office,,LIB,Matt Pina,13,7,6
Schleicher,1,Methodist Church-Edu Room,Commissioner of the General Land Office,,DEM,Miguel  Suazo,65,24,41
Schleicher,2,Memorial Bldg-Election Rm,Commissioner of the General Land Office,,REP,George P.  Bush,180,65,115
Schleicher,2,Memorial Bldg-Election Rm,Commissioner of the General Land Office,,LIB,Matt Pina,16,3,13
Schleicher,2,Memorial Bldg-Election Rm,Commissioner of the General Land Office,,DEM,Miguel  Suazo,44,18,26
Schleicher,3,OLG-ROOM B,Commissioner of the General Land Office,,REP,George P.  Bush,52,14,38
Schleicher,3,OLG-ROOM B,Commissioner of the General Land Office,,LIB,Matt Pina,1,0,1
Schleicher,3,OLG-ROOM B,Commissioner of the General Land Office,,DEM,Miguel  Suazo,32,16,16
Schleicher,4,OLG-ROOM A,Commissioner of the General Land Office,,REP,George P.  Bush,265,71,194
Schleicher,4,OLG-ROOM A,Commissioner of the General Land Office,,LIB,Matt Pina,12,6,6
Schleicher,4,OLG-ROOM A,Commissioner of the General Land Office,,DEM,Miguel  Suazo,44,17,27
Schleicher,1,Methodist Church-Edu Room,"Justice, Supreme Court, Place 4",,REP,John  Devine,202,60,142
Schleicher,1,Methodist Church-Edu Room,"Justice, Supreme Court, Place 4",,DEM,R.K.  Sandill,70,30,40
Schleicher,2,Memorial Bldg-Election Rm,"Justice, Supreme Court, Place 4",,REP,John  Devine,181,65,116
Schleicher,2,Memorial Bldg-Election Rm,"Justice, Supreme Court, Place 4",,DEM,R.K.  Sandill,51,19,32
Schleicher,3,OLG-ROOM B,"Justice, Supreme Court, Place 4",,REP,John  Devine,48,10,38
Schleicher,3,OLG-ROOM B,"Justice, Supreme Court, Place 4",,DEM,R.K.  Sandill,38,20,18
Schleicher,4,OLG-ROOM A,"Justice, Supreme Court, Place 4",,REP,John  Devine,270,72,198
Schleicher,4,OLG-ROOM A,"Justice, Supreme Court, Place 4",,DEM,R.K.  Sandill,46,20,26
Schleicher,1,Methodist Church-Edu Room,"Justice, 3rd Court of Appeals District, Place 6",,DEM,Gisela D.  Triana,68,30,38
Schleicher,1,Methodist Church-Edu Room,"Justice, 3rd Court of Appeals District, Place 6",,ONA,Kerry O'Brien,1,1,0
Schleicher,1,Methodist Church-Edu Room,"Justice, 3rd Court of Appeals District, Place 6",,REP,"Michael ""Mike"" Toth",208,59,149
Schleicher,2,Memorial Bldg-Election Rm,"Justice, 3rd Court of Appeals District, Place 6",,DEM,Gisela D.  Triana,58,22,36
Schleicher,2,Memorial Bldg-Election Rm,"Justice, 3rd Court of Appeals District, Place 6",,ONA,Kerry O'Brien,0,0,0
Schleicher,2,Memorial Bldg-Election Rm,"Justice, 3rd Court of Appeals District, Place 6",,REP,"Michael ""Mike"" Toth",176,63,113
Schleicher,3,OLG-ROOM B,"Justice, 3rd Court of Appeals District, Place 6",,DEM,Gisela D.  Triana,36,18,18
Schleicher,3,OLG-ROOM B,"Justice, 3rd Court of Appeals District, Place 6",,ONA,Kerry O'Brien,0,0,0
Schleicher,3,OLG-ROOM B,"Justice, 3rd Court of Appeals District, Place 6",,REP,"Michael ""Mike"" Toth",51,12,39
Schleicher,4,OLG-ROOM A,"Justice, 3rd Court of Appeals District, Place 6",,DEM,Gisela D.  Triana,45,20,25
Schleicher,4,OLG-ROOM A,"Justice, 3rd Court of Appeals District, Place 6",,ONA,Kerry O'Brien,0,0,0
Schleicher,4,OLG-ROOM A,"Justice, 3rd Court of Appeals District, Place 6",,REP,"Michael ""Mike"" Toth",273,74,199
Schleicher,1,Methodist Church-Edu Room,County Judge,,REP,Charles (Charlie) Bradley,250,79,171
Schleicher,1,Methodist Church-Edu Room,County Judge,,IND,Rey Lucio,30,14,16
Schleicher,2,Memorial Bldg-Election Rm,County Judge,,REP,Charles (Charlie) Bradley,206,75,131
Schleicher,2,Memorial Bldg-Election Rm,County Judge,,IND,Rey Lucio,26,11,15
Schleicher,3,OLG-ROOM B,County Judge,,REP,Charles (Charlie) Bradley,70,23,47
Schleicher,3,OLG-ROOM B,County Judge,,IND,Rey Lucio,17,9,8
Schleicher,4,OLG-ROOM A,County Judge,,REP,Charles (Charlie) Bradley,285,75,210
Schleicher,4,OLG-ROOM A,County Judge,,IND,Rey Lucio,31,16,15
Schleicher,1,Methodist Church-Edu Room,District and County Clerk,,DEM,Mary Ann Gonzalez,217,81,136
Schleicher,2,Memorial Bldg-Election Rm,District and County Clerk,,DEM,Mary Ann Gonzalez,160,60,100
Schleicher,3,OLG-ROOM B,District and County Clerk,,DEM,Mary Ann Gonzalez,64,27,37
Schleicher,4,OLG-ROOM A,District and County Clerk,,DEM,Mary Ann Gonzalez,225,63,162
Schleicher,1,Methodist Church-Edu Room,County Treasurer,,REP,Jennifer L Henderson,261,88,173
Schleicher,2,Memorial Bldg-Election Rm,County Treasurer,,REP,Jennifer L Henderson,217,78,139
Schleicher,3,OLG-ROOM B,County Treasurer,,REP,Jennifer L Henderson,77,27,50
Schleicher,4,OLG-ROOM A,County Treasurer,,REP,Jennifer L Henderson,295,87,208
Schleicher,1,Methodist Church-Edu Room,Justice of the Peace,,REP,Phil Edmiston,261,88,173
Schleicher,2,Memorial Bldg-Election Rm,Justice of the Peace,,REP,Phil Edmiston,215,78,137
Schleicher,3,OLG-ROOM B,Justice of the Peace,,REP,Phil Edmiston,77,27,50
Schleicher,4,OLG-ROOM A,Justice of the Peace,,REP,Phil Edmiston,291,85,206
Schleicher,2,Memorial Bldg-Election Rm,"County Commissioner, Precinct No. 2",,REP,Steve D Nelson,223,77,146
Schleicher,4,OLG-ROOM A,"County Commissioner, Precinct No. 4",,REP,Chris E. Meador,295,85,210
