county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Robertson,1-Calvert,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1192,0,0,0
Robertson,2-Hearne,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1571,0,0,0
Robertson,3-Wheelock,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,561,0,0,0
Robertson,4-Bald Prairie,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,484,0,0,0
Robertson,5-Bremond,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1517,0,0,0
Robertson,6-Franklin,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1553,0,0,0
Robertson,7-Mumford,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,86,0,0,0
Robertson,8-Seale,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,227,0,0,0
Robertson,11-Benchley,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1116,0,0,0
Robertson,13-Elliott,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,187,0,0,0
Robertson,16-Easterly,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,154,0,0,0
Robertson,18-Ridge,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,96,0,0,0
Robertson,19-New Baden,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,525,0,0,0
Robertson,22-Teal Center,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1360,0,0,0
Robertson,23-Christian Faith Ctr.,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,803,0,0,0
Robertson,1-Calvert,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,435,193,218,24
Robertson,2-Hearne,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,414,153,236,25
Robertson,3-Wheelock,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,212,108,92,12
Robertson,4-Bald Prairie,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,220,53,156,11
Robertson,5-Bremond,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,527,254,232,41
Robertson,6-Franklin,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,507,179,303,25
Robertson,7-Mumford,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,13,9,2,2
Robertson,8-Seale,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,104,84,6,14
Robertson,11-Benchley,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,236,149,61,26
Robertson,13-Elliott,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,73,17,52,4
Robertson,16-Easterly,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,68,31,37,0
Robertson,18-Ridge,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,31,18,12,1
Robertson,19-New Baden,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,204,84,104,16
Robertson,22-Teal Center,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,291,101,156,34
Robertson,23-Christian Faith Ctr.,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,184,82,88,14
Robertson,1-Calvert,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,273,100,161,12
Robertson,2-Hearne,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,350,119,212,19
Robertson,3-Wheelock,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,202,100,91,11
Robertson,4-Bald Prairie,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,204,46,152,6
Robertson,5-Bremond,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,352,159,175,18
Robertson,6-Franklin,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,462,157,286,19
