county,precinct,office,district,Candidate,party,early_voting,election_day,votes
Dickens,1,U.S. Senate,,Geraldine Sam,REP,0,0,0
Dickens,2,U.S. Senate,,Geraldine Sam,REP,1,0,1
Dickens,3,U.S. Senate,,Geraldine Sam,REP,1,1,2
Dickens,4,U.S. Senate,,Geraldine Sam,REP,0,3,3
Dickens,5,U.S. Senate,,Geraldine Sam,REP,2,0,2
Dickens,6,U.S. Senate,,Geraldine Sam,REP,1,1,2
Dickens,Total,U.S. Senate,,Geraldine Sam,REP,5,5,10
Dickens,1,U.S. Senate,,Stefano de Stefano,REP,0,0,0
Dickens,2,U.S. Senate,,Stefano de Stefano,REP,2,3,5
Dickens,3,U.S. Senate,,Stefano de Stefano,REP,0,2,2
Dickens,4,U.S. Senate,,Stefano de Stefano,REP,0,0,0
Dickens,5,U.S. Senate,,Stefano de Stefano,REP,0,0,0
Dickens,6,U.S. Senate,,Stefano de Stefano,REP,0,2,2
Dickens,Total,U.S. Senate,,Stefano de Stefano,REP,2,7,9
Dickens,1,U.S. Senate,,Ted Cruz,REP,6,18,24
Dickens,2,U.S. Senate,,Ted Cruz,REP,17,26,43
Dickens,3,U.S. Senate,,Ted Cruz,REP,13,35,48
Dickens,4,U.S. Senate,,Ted Cruz,REP,24,24,48
Dickens,5,U.S. Senate,,Ted Cruz,REP,49,26,75
Dickens,6,U.S. Senate,,Ted Cruz,REP,22,30,52
Dickens,Total,U.S. Senate,,Ted Cruz,REP,131,159,290
Dickens,1,U.S. Senate,,"Bruce Jacobson, Jr.",REP,1,1,2
Dickens,2,U.S. Senate,,"Bruce Jacobson, Jr.",REP,2,1,3
Dickens,3,U.S. Senate,,"Bruce Jacobson, Jr.",REP,6,2,8
Dickens,4,U.S. Senate,,"Bruce Jacobson, Jr.",REP,0,3,3
Dickens,5,U.S. Senate,,"Bruce Jacobson, Jr.",REP,1,1,2
Dickens,6,U.S. Senate,,"Bruce Jacobson, Jr.",REP,0,0,0
Dickens,Total,U.S. Senate,,"Bruce Jacobson, Jr.",REP,10,8,18
Dickens,1,U.S. Senate,,Mary Miller,REP,0,1,1
Dickens,2,U.S. Senate,,Mary Miller,REP,3,2,5
Dickens,3,U.S. Senate,,Mary Miller,REP,0,2,2
Dickens,4,U.S. Senate,,Mary Miller,REP,0,1,1
Dickens,5,U.S. Senate,,Mary Miller,REP,1,2,3
Dickens,6,U.S. Senate,,Mary Miller,REP,0,1,1
Dickens,Total,U.S. Senate,,Mary Miller,REP,4,9,13
Dickens,1,U.S. Senate,,Over Votes,REP,0,0,0
Dickens,2,U.S. Senate,,Over Votes,REP,0,0,0
Dickens,3,U.S. Senate,,Over Votes,REP,0,0,0
Dickens,4,U.S. Senate,,Over Votes,REP,0,0,0
Dickens,5,U.S. Senate,,Over Votes,REP,0,0,0
Dickens,6,U.S. Senate,,Over Votes,REP,0,0,0
Dickens,Total,U.S. Senate,,Over Votes,REP,0,0,0
Dickens,1,U.S. Senate,,Under Votes,REP,0,2,2
Dickens,2,U.S. Senate,,Under Votes,REP,10,4,14
Dickens,3,U.S. Senate,,Under Votes,REP,4,2,6
Dickens,4,U.S. Senate,,Under Votes,REP,0,8,8
Dickens,5,U.S. Senate,,Under Votes,REP,9,6,15
Dickens,6,U.S. Senate,,Under Votes,REP,2,3,5
Dickens,Total,U.S. Senate,,Under Votes,REP,25,25,50
Dickens,1,U.S. House,13,Mac Thornberry,REP,6,20,26
Dickens,2,U.S. House,13,Mac Thornberry,REP,20,33,53
Dickens,3,U.S. House,13,Mac Thornberry,REP,17,39,56
Dickens,4,U.S. House,13,Mac Thornberry,REP,23,26,49
Dickens,5,U.S. House,13,Mac Thornberry,REP,45,24,69
Dickens,6,U.S. House,13,Mac Thornberry,REP,20,29,49
Dickens,Total,U.S. House,13,Mac Thornberry,REP,131,171,302
Dickens,1,U.S. House,13,Over Votes,REP,0,0,0
Dickens,2,U.S. House,13,Over Votes,REP,0,0,0
Dickens,3,U.S. House,13,Over Votes,REP,0,0,0
Dickens,4,U.S. House,13,Over Votes,REP,0,0,0
Dickens,5,U.S. House,13,Over Votes,REP,0,0,0
Dickens,6,U.S. House,13,Over Votes,REP,0,0,0
Dickens,Total,U.S. House,13,Over Votes,REP,0,0,0
Dickens,1,U.S. House,13,Under Votes,REP,0,2,2
Dickens,2,U.S. House,13,Under Votes,REP,15,3,18
Dickens,3,U.S. House,13,Under Votes,REP,2,5,7
Dickens,4,U.S. House,13,Under Votes,REP,0,13,13
Dickens,5,U.S. House,13,Under Votes,REP,14,11,25
Dickens,6,U.S. House,13,Under Votes,REP,5,8,13
Dickens,Total,U.S. House,13,Under Votes,REP,36,42,78
Dickens,1,Governor,,Greg Abbott,REP,6,20,26
