county,precinct,office,district,candidate,party,early_voting,election_day,mail,early_voting_paper,votes
El Paso,172-RIO VALLE WOMANS,JUDGE COUNTY COURT AT LAW 4,,ALEX GONZALEZ,DEM,694,354,3,59,1110
El Paso,172-RIO VALLE WOMANS,JUDGE COUNTY COURT AT LAW 5,,JESUS RODRIGUEZ,DEM,697,351,3,60,1111
El Paso,172-RIO VALLE WOMANS,JUDGE COUNTY COURT AT LAW 6,,M SUE KURITA,DEM,700,352,3,60,1115
El Paso,172-RIO VALLE WOMANS,JUDGE COUNTY COURT AT LAW 7,,RUBEN MORALES,DEM,697,352,3,60,1112
El Paso,172-RIO VALLE WOMANS,JUDGE COUNTY CRIMINAL COURT 1,,ALMA TREJO,DEM,720,363,3,62,1148
El Paso,172-RIO VALLE WOMANS,JUDGE COUNTY CRIMINAL COURT 2,,ROBERT S ANCHONDO,DEM,696,353,3,61,1113
El Paso,172-RIO VALLE WOMANS,JUDGE COUNTY PROBATE COURT 1,,PATRICIA B CHEW,DEM,696,348,3,60,1107
El Paso,172-RIO VALLE WOMANS,JUDGE COUNTY PROBATE COURT 2,,EDUARDO GAMBOA,DEM,694,350,3,60,1107
El Paso,172-RIO VALLE WOMANS,DISTRICT CLERK,,NORMA FAVELA BARCELE,DEM,696,350,3,60,1109
El Paso,172-RIO VALLE WOMANS,COUNTY CLERK,,DELIA BRIONES,DEM,701,352,3,60,1116
El Paso,172-RIO VALLE WOMANS,JUSTICE OF THE PEACE 6 PLACE 1,,RUBEN LUJAN,DEM,738,379,3,64,1184
El Paso,172-RIO VALLE WOMANS,JUSTICE OF THE PEACE 6 PLACE 2,,NINA SERNA,DEM,692,354,3,62,1111
El Paso,173-W E NEILL CTR,FABENS ISD BOARD PLACE I,,ROSAMARIA GALLO,NP,3,1,0,0,4
El Paso,173-W E NEILL CTR,FABENS ISD BOARD PLACE I,,L. ANTHONY VERNIUM,NP,21,3,0,0,24
El Paso,173-W E NEILL CTR,"FABENS BOARD, PLACE II",,BENJAMIN BEN MORALES,NP,21,1,0,0,22
El Paso,173-W E NEILL CTR,"FABENS BOARD, PLACE II",,VIOLA HERNANDEZ,NP,2,2,0,0,4
El Paso,173-W E NEILL CTR,"FABENS ISD BOARD, PLACE IV",,GREG SPENCE,NP,24,3,0,0,27
El Paso,173-W E NEILL CTR,FABENS ISD TAX PROPOSITION,,FOR,NP,12,3,0,0,15
El Paso,173-W E NEILL CTR,FABENS ISD TAX PROPOSITION,,AGAINST,NP,15,1,0,0,16
El Paso,173-W E NEILL CTR,"LOWER VALLEY WATER, PLACE 2",,DAVID T GARCIA,NP,10,2,0,0,12
El Paso,173-W E NEILL CTR,"LOWER VALLEY WATER, PLACE 2",,ALFONSO V GUTIERREZ,NP,4,1,0,0,5
El Paso,173-W E NEILL CTR,"LOWER VALLEY WATER, PLACE 2",,ROD CHAVEZ,NP,5,1,0,0,6
El Paso,173-W E NEILL CTR,Straight Party,,REPUBLICAN,REP,48,43,0,1,92
El Paso,173-W E NEILL CTR,Straight Party,,DEMOCRAT,DEM,158,150,1,12,321
El Paso,173-W E NEILL CTR,Straight Party,,LIBERTARIAN,LIB,2,2,0,0,4
El Paso,173-W E NEILL CTR,U.S. Senate,,TED CRUZ,REP,78,62,0,2,142
El Paso,173-W E NEILL CTR,U.S. Senate,,BETO OROURKE,DEM,212,181,1,13,407
El Paso,173-W E NEILL CTR,U.S. Senate,,NEAL M DIKEMAN,LIB,0,1,0,0,1
El Paso,173-W E NEILL CTR,U.S. House,23,WILL HURD,REP,87,58,0,1,146
El Paso,173-W E NEILL CTR,U.S. House,23,GINA ORTIZ JONES,DEM,197,174,1,14,386
El Paso,173-W E NEILL CTR,U.S. House,23,RUBEN CORVALAN,LIB,3,3,0,0,6
El Paso,173-W E NEILL CTR,GOVERNOR,,GREG ABBOTT,REP,89,71,0,1,161
El Paso,173-W E NEILL CTR,GOVERNOR,,LUPE VALDEZ,DEM,199,167,1,15,382
El Paso,173-W E NEILL CTR,GOVERNOR,,MARK JAY TIPPETTS,LIB,4,2,0,0,6
El Paso,173-W E NEILL CTR,Lieutenant Governor,,DAN PATRICK,REP,83,63,0,1,147
El Paso,173-W E NEILL CTR,Lieutenant Governor,,MIKE COLLIER,DEM,201,167,1,15,384
El Paso,173-W E NEILL CTR,Lieutenant Governor,,KERRY DOUGLAS MCKENN,LIB,5,3,0,0,8
El Paso,173-W E NEILL CTR,Attorney General,,KEN PAXTON,REP,81,58,0,1,140
El Paso,173-W E NEILL CTR,Attorney General,,JUSTIN NELSON,DEM,201,171,1,13,386
El Paso,173-W E NEILL CTR,Attorney General,,MICHAEL RAY HARRIS,LIB,7,6,0,0,13
El Paso,173-W E NEILL CTR,Comptroller	of Public Accounts,,GLENN HEGAR,REP,79,60,0,1,140
El Paso,173-W E NEILL CTR,Comptroller	of Public Accounts,,JOI CHEVALIER,DEM,192,167,1,14,374
El Paso,173-W E NEILL CTR,Comptroller	of Public Accounts,,BEN SANDERS,LIB,19,8,0,0,27
El Paso,173-W E NEILL CTR,Commissioner of the General Land Office,,GEORGE P BUSH,REP,88,62,0,1,151
El Paso,173-W E NEILL CTR,Commissioner of the General Land Office,,MIGUEL SUAZO,DEM,195,173,1,13,382
El Paso,173-W E NEILL CTR,Commissioner of the General Land Office,,MATT PINA,LIB,5,2,0,0,7
El Paso,173-W E NEILL CTR,COMMISSIONER OF AGRICULTURE,,SID MILLER,REP,82,57,0,1,140
El Paso,173-W E NEILL CTR,COMMISSIONER OF AGRICULTURE,,KIM OLSON,DEM,202,175,1,14,392
El Paso,173-W E NEILL CTR,COMMISSIONER OF AGRICULTURE,,RICHARD CARPENTER,LIB,4,4,0,0,8
El Paso,173-W E NEILL CTR,RAILROAD COMMISSIONER,,CHRISTI CRADDICK,REP,81,57,0,1,139
El Paso,173-W E NEILL CTR,RAILROAD COMMISSIONER,,ROMAN MCALLEN,DEM,198,173,1,14,386
El Paso,173-W E NEILL CTR,RAILROAD COMMISSIONER,,MIKE WRIGHT,LIB,9,5,0,0,14
El Paso,173-W E NEILL CTR,"JUSTICE, SUPREME COURT, PLACE 2",,JIMMY BLACKLOCK,REP,79,61,0,1,141
El Paso,173-W E NEILL CTR,"JUSTICE, SUPREME COURT, PLACE 2",,STEVE KIRKLAND,DEM,206,173,1,14,394
El Paso,173-W E NEILL CTR,"JUSTICE, SUPREME COURT, PLACE 4",,JOHN DEVINE,REP,84,61,0,1,146
El Paso,173-W E NEILL CTR,"JUSTICE, SUPREME COURT, PLACE 4",,R K SANDILL,DEM,204,174,1,14,393
El Paso,173-W E NEILL CTR,"JUSTICE, SUPREME COURT, PLACE 6",,JEFF BROWN,REP,84,59,0,1,144
El Paso,173-W E NEILL CTR,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,204,175,1,14,394
El Paso,173-W E NEILL CTR,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,SHARON KELLER,REP,82,58,0,1,141
El Paso,173-W E NEILL CTR,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,MARIA T TERRI JACKSO,DEM,198,174,1,14,387
El Paso,173-W E NEILL CTR,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,WILLIAM BRYAN STRANG,LIB,8,3,0,0,11
El Paso,173-W E NEILL CTR,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,BARBARA PARKER HERVE,REP,83,60,0,2,145
El Paso,173-W E NEILL CTR,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,RAMONA FRANKLIN,DEM,204,173,1,13,391
El Paso,173-W E NEILL CTR,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MICHELLE SLAUGHTER,REP,105,85,0,2,192
El Paso,173-W E NEILL CTR,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MARK ASH,LIB,66,38,1,4,109
El Paso,173-W E NEILL CTR,STATE REPRESENTATIVE,75,MARY E GONZALEZ,DEM,226,199,1,15,441
El Paso,173-W E NEILL CTR,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2",,YVONNE RODRIGUEZ,DEM,219,196,1,15,431
El Paso,173-W E NEILL CTR,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 3",,GINA M PALAFOX,DEM,211,190,1,15,417
El Paso,173-W E NEILL CTR,JUDGE 120TH JUDICIAL DISTRICT,,MARIA SALAS MENDOZA,DEM,212,185,1,15,413
El Paso,173-W E NEILL CTR,JUDGE 168TH JUDICIAL DISTRICT,,MARCOS LIZARRAGA,DEM,212,188,1,15,416
El Paso,173-W E NEILL CTR,JUDGE 171ST JUDICIAL DISTRICT,,BONNIE RANGEL,DEM,212,187,1,15,415
El Paso,173-W E NEILL CTR,JUDGE 205TH JUDICIAL DISTRICT,,FRANCISCO X DOMINGUE,DEM,210,189,1,15,415
El Paso,173-W E NEILL CTR,JUDGE 210TH JUDICIAL DISTRICT,,ALYSSA G PEREZ,DEM,208,188,1,15,412
El Paso,173-W E NEILL CTR,JUDGE 243RD JUDICIAL DISTRICT,,SELENA SOLIS,DEM,210,189,1,14,414
El Paso,173-W E NEILL CTR,JUDGE 327TH JUDICIAL DISTRICT,,LINDA YEE CHEW,DEM,208,185,1,14,408
El Paso,173-W E NEILL CTR,EL PASO COUNTY JUDGE,,RICARDO SAMANIEGO,DEM,214,191,1,15,421
El Paso,173-W E NEILL CTR,JUDGE COUNTY COURT AT LAW 1,,RUTH REYES,DEM,205,187,1,15,408
El Paso,173-W E NEILL CTR,JUDGE COUNTY COURT AT LAW 2,,JULIE GONZALEZ,DEM,204,185,1,15,405
El Paso,173-W E NEILL CTR,JUDGE COUNTY COURT AT LAW 3,,JAVIER ALVAREZ,DEM,205,186,1,15,407
El Paso,173-W E NEILL CTR,JUDGE COUNTY COURT AT LAW 4,,ALEX GONZALEZ,DEM,204,184,1,15,404
El Paso,173-W E NEILL CTR,JUDGE COUNTY COURT AT LAW 5,,JESUS RODRIGUEZ,DEM,205,189,1,15,410
El Paso,173-W E NEILL CTR,JUDGE COUNTY COURT AT LAW 6,,M SUE KURITA,DEM,207,183,1,14,405
El Paso,173-W E NEILL CTR,JUDGE COUNTY COURT AT LAW 7,,RUBEN MORALES,DEM,205,187,1,15,408
El Paso,173-W E NEILL CTR,JUDGE COUNTY CRIMINAL COURT 1,,ALMA TREJO,DEM,207,185,1,15,408
El Paso,173-W E NEILL CTR,JUDGE COUNTY CRIMINAL COURT 2,,ROBERT S ANCHONDO,DEM,206,187,1,15,409
El Paso,173-W E NEILL CTR,JUDGE COUNTY PROBATE COURT 1,,PATRICIA B CHEW,DEM,205,189,1,15,410
El Paso,173-W E NEILL CTR,JUDGE COUNTY PROBATE COURT 2,,EDUARDO GAMBOA,DEM,204,186,1,15,406
El Paso,173-W E NEILL CTR,DISTRICT CLERK,,NORMA FAVELA BARCELE,DEM,206,189,1,15,411
El Paso,173-W E NEILL CTR,COUNTY CLERK,,DELIA BRIONES,DEM,212,192,1,15,420
El Paso,173-W E NEILL CTR,JUSTICE OF THE PEACE 6 PLACE 1,,RUBEN LUJAN,DEM,216,192,1,15,424
El Paso,173-W E NEILL CTR,JUSTICE OF THE PEACE 6 PLACE 2,,NINA SERNA,DEM,208,188,1,15,412
El Paso,174-BONHAM ELEM,EPISD TAX PROP,,FOR,NP,1,1,0,0,2
El Paso,174-BONHAM ELEM,EPISD TAX PROP,,AGAINST,NP,1,0,0,0,1
El Paso,174-BONHAM ELEM,CITY OF EL PASO CHARTER PROP 1,,FOR,NP,1,1,0,0,2
El Paso,174-BONHAM ELEM,CITY OF EL PASO CHARTER PROP 1,,AGAINST,NP,1,0,0,0,1
El Paso,174-BONHAM ELEM,Straight Party,,REPUBLICAN,REP,1,0,0,0,1
El Paso,174-BONHAM ELEM,Straight Party,,DEMOCRAT,DEM,0,0,0,0,0
El Paso,174-BONHAM ELEM,Straight Party,,LIBERTARIAN,LIB,0,0,0,0,0
El Paso,174-BONHAM ELEM,U.S. Senate,,TED CRUZ,REP,1,0,0,0,1
El Paso,174-BONHAM ELEM,U.S. Senate,,BETO OROURKE,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,U.S. Senate,,NEAL M DIKEMAN,LIB,0,0,0,0,0
El Paso,174-BONHAM ELEM,U.S. House,16,RICK SEEBERGER,REP,1,0,0,0,1
El Paso,174-BONHAM ELEM,U.S. House,16,VERONICA ESCOBAR,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,U.S. House,16,BEN MENDOZA,IND,0,0,0,0,0
El Paso,174-BONHAM ELEM,U.S. House,16,Write-In,NP,0,0,0,0,0
El Paso,174-BONHAM ELEM,GOVERNOR,,GREG ABBOTT,REP,1,0,0,0,1
El Paso,174-BONHAM ELEM,GOVERNOR,,LUPE VALDEZ,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,GOVERNOR,,MARK JAY TIPPETTS,LIB,0,0,0,0,0
El Paso,174-BONHAM ELEM,Lieutenant Governor,,DAN PATRICK,REP,1,0,0,0,1
El Paso,174-BONHAM ELEM,Lieutenant Governor,,MIKE COLLIER,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,Lieutenant Governor,,KERRY DOUGLAS MCKENN,LIB,0,0,0,0,0
El Paso,174-BONHAM ELEM,Attorney General,,KEN PAXTON,REP,1,0,0,0,1
El Paso,174-BONHAM ELEM,Attorney General,,JUSTIN NELSON,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,Attorney General,,MICHAEL RAY HARRIS,LIB,0,0,0,0,0
El Paso,174-BONHAM ELEM,Comptroller	of Public Accounts,,GLENN HEGAR,REP,1,0,0,0,1
El Paso,174-BONHAM ELEM,Comptroller	of Public Accounts,,JOI CHEVALIER,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,Comptroller	of Public Accounts,,BEN SANDERS,LIB,0,0,0,0,0
El Paso,174-BONHAM ELEM,Commissioner of the General Land Office,,GEORGE P BUSH,REP,1,0,0,0,1
El Paso,174-BONHAM ELEM,Commissioner of the General Land Office,,MIGUEL SUAZO,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,Commissioner of the General Land Office,,MATT PINA,LIB,0,0,0,0,0
El Paso,174-BONHAM ELEM,COMMISSIONER OF AGRICULTURE,,SID MILLER,REP,1,0,0,0,1
El Paso,174-BONHAM ELEM,COMMISSIONER OF AGRICULTURE,,KIM OLSON,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,COMMISSIONER OF AGRICULTURE,,RICHARD CARPENTER,LIB,0,0,0,0,0
El Paso,174-BONHAM ELEM,RAILROAD COMMISSIONER,,CHRISTI CRADDICK,REP,1,0,0,0,1
El Paso,174-BONHAM ELEM,RAILROAD COMMISSIONER,,ROMAN MCALLEN,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,RAILROAD COMMISSIONER,,MIKE WRIGHT,LIB,0,0,0,0,0
El Paso,174-BONHAM ELEM,"JUSTICE, SUPREME COURT, PLACE 2",,JIMMY BLACKLOCK,REP,1,0,0,0,1
El Paso,174-BONHAM ELEM,"JUSTICE, SUPREME COURT, PLACE 2",,STEVE KIRKLAND,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,"JUSTICE, SUPREME COURT, PLACE 4",,JOHN DEVINE,REP,1,0,0,0,1
El Paso,174-BONHAM ELEM,"JUSTICE, SUPREME COURT, PLACE 4",,R K SANDILL,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,"JUSTICE, SUPREME COURT, PLACE 6",,JEFF BROWN,REP,1,0,0,0,1
El Paso,174-BONHAM ELEM,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,SHARON KELLER,REP,1,0,0,0,1
El Paso,174-BONHAM ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,MARIA T TERRI JACKSO,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,WILLIAM BRYAN STRANG,LIB,0,0,0,0,0
El Paso,174-BONHAM ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,BARBARA PARKER HERVE,REP,1,0,0,0,1
El Paso,174-BONHAM ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,RAMONA FRANKLIN,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MICHELLE SLAUGHTER,REP,1,0,0,0,1
El Paso,174-BONHAM ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MARK ASH,LIB,1,1,0,0,2
El Paso,174-BONHAM ELEM,STATE REPRESENTATIVE,79,JOE C PICKETT,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2",,YVONNE RODRIGUEZ,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 3",,GINA M PALAFOX,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,JUDGE 120TH JUDICIAL DISTRICT,,MARIA SALAS MENDOZA,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,JUDGE 168TH JUDICIAL DISTRICT,,MARCOS LIZARRAGA,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,JUDGE 171ST JUDICIAL DISTRICT,,BONNIE RANGEL,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,JUDGE 205TH JUDICIAL DISTRICT,,FRANCISCO X DOMINGUE,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,JUDGE 210TH JUDICIAL DISTRICT,,ALYSSA G PEREZ,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,JUDGE 243RD JUDICIAL DISTRICT,,SELENA SOLIS,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,JUDGE 327TH JUDICIAL DISTRICT,,LINDA YEE CHEW,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,EL PASO COUNTY JUDGE,,RICARDO SAMANIEGO,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,JUDGE COUNTY COURT AT LAW 1,,RUTH REYES,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,JUDGE COUNTY COURT AT LAW 2,,JULIE GONZALEZ,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,JUDGE COUNTY COURT AT LAW 3,,JAVIER ALVAREZ,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,JUDGE COUNTY COURT AT LAW 4,,ALEX GONZALEZ,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,JUDGE COUNTY COURT AT LAW 5,,JESUS RODRIGUEZ,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,JUDGE COUNTY COURT AT LAW 6,,M SUE KURITA,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,JUDGE COUNTY COURT AT LAW 7,,RUBEN MORALES,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,JUDGE COUNTY CRIMINAL COURT 1,,ALMA TREJO,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,JUDGE COUNTY CRIMINAL COURT 2,,ROBERT S ANCHONDO,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,JUDGE COUNTY PROBATE COURT 1,,PATRICIA B CHEW,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,JUDGE COUNTY PROBATE COURT 2,,EDUARDO GAMBOA,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,DISTRICT CLERK,,NORMA FAVELA BARCELE,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,COUNTY CLERK,,DELIA BRIONES,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,COUNTY COMMISSIONER 2,,DAVID STOUT,DEM,1,1,0,0,2
El Paso,174-BONHAM ELEM,JUSTICE OF THE PEACE 3,,JOSH HERRERA,DEM,1,1,0,0,2
El Paso,175-SCOTSDALE ELEM,CITY OF EL PASO CHARTER PROP 1,,FOR,NP,38,20,0,4,62
El Paso,175-SCOTSDALE ELEM,CITY OF EL PASO CHARTER PROP 1,,AGAINST,NP,28,22,0,2,52
El Paso,175-SCOTSDALE ELEM,Straight Party,,REPUBLICAN,REP,3,8,1,1,13
El Paso,175-SCOTSDALE ELEM,Straight Party,,DEMOCRAT,DEM,41,19,0,4,64
El Paso,175-SCOTSDALE ELEM,Straight Party,,LIBERTARIAN,LIB,0,1,0,0,1
El Paso,175-SCOTSDALE ELEM,U.S. Senate,,TED CRUZ,REP,5,13,1,1,20
El Paso,175-SCOTSDALE ELEM,U.S. Senate,,BETO OROURKE,DEM,66,32,0,5,103
El Paso,175-SCOTSDALE ELEM,U.S. Senate,,NEAL M DIKEMAN,LIB,0,1,0,0,1
El Paso,175-SCOTSDALE ELEM,U.S. House,16,RICK SEEBERGER,REP,5,15,1,1,22
El Paso,175-SCOTSDALE ELEM,U.S. House,16,VERONICA ESCOBAR,DEM,62,28,0,5,95
El Paso,175-SCOTSDALE ELEM,U.S. House,16,BEN MENDOZA,IND,5,1,0,0,6
El Paso,175-SCOTSDALE ELEM,U.S. House,16,Write-In,NP,0,0,0,0,0
El Paso,175-SCOTSDALE ELEM,GOVERNOR,,GREG ABBOTT,REP,12,17,1,1,31
El Paso,175-SCOTSDALE ELEM,GOVERNOR,,LUPE VALDEZ,DEM,61,26,0,5,92
El Paso,175-SCOTSDALE ELEM,GOVERNOR,,MARK JAY TIPPETTS,LIB,1,2,0,0,3
El Paso,175-SCOTSDALE ELEM,Lieutenant Governor,,DAN PATRICK,REP,7,14,1,1,23
El Paso,175-SCOTSDALE ELEM,Lieutenant Governor,,MIKE COLLIER,DEM,61,28,0,5,94
El Paso,175-SCOTSDALE ELEM,Lieutenant Governor,,KERRY DOUGLAS MCKENN,LIB,5,1,0,0,6
El Paso,175-SCOTSDALE ELEM,Attorney General,,KEN PAXTON,REP,6,12,1,1,20
El Paso,175-SCOTSDALE ELEM,Attorney General,,JUSTIN NELSON,DEM,64,28,0,5,97
El Paso,175-SCOTSDALE ELEM,Attorney General,,MICHAEL RAY HARRIS,LIB,2,3,0,0,5
El Paso,175-SCOTSDALE ELEM,Comptroller	of Public Accounts,,GLENN HEGAR,REP,6,15,1,1,23
El Paso,175-SCOTSDALE ELEM,Comptroller	of Public Accounts,,JOI CHEVALIER,DEM,59,25,0,4,88
El Paso,175-SCOTSDALE ELEM,Comptroller	of Public Accounts,,BEN SANDERS,LIB,1,3,0,1,5
El Paso,175-SCOTSDALE ELEM,Commissioner of the General Land Office,,GEORGE P BUSH,REP,10,16,1,1,28
El Paso,175-SCOTSDALE ELEM,Commissioner of the General Land Office,,MIGUEL SUAZO,DEM,58,24,0,5,87
El Paso,175-SCOTSDALE ELEM,Commissioner of the General Land Office,,MATT PINA,LIB,2,3,0,0,5
El Paso,175-SCOTSDALE ELEM,COMMISSIONER OF AGRICULTURE,,SID MILLER,REP,5,12,1,1,19
El Paso,175-SCOTSDALE ELEM,COMMISSIONER OF AGRICULTURE,,KIM OLSON,DEM,62,28,0,5,95
El Paso,175-SCOTSDALE ELEM,COMMISSIONER OF AGRICULTURE,,RICHARD CARPENTER,LIB,1,2,0,0,3
El Paso,175-SCOTSDALE ELEM,RAILROAD COMMISSIONER,,CHRISTI CRADDICK,REP,6,15,1,1,23
El Paso,175-SCOTSDALE ELEM,RAILROAD COMMISSIONER,,ROMAN MCALLEN,DEM,60,24,0,5,89
El Paso,175-SCOTSDALE ELEM,RAILROAD COMMISSIONER,,MIKE WRIGHT,LIB,1,4,0,0,5
El Paso,175-SCOTSDALE ELEM,"JUSTICE, SUPREME COURT, PLACE 2",,JIMMY BLACKLOCK,REP,7,13,1,1,22
El Paso,175-SCOTSDALE ELEM,"JUSTICE, SUPREME COURT, PLACE 2",,STEVE KIRKLAND,DEM,61,30,0,5,96
El Paso,175-SCOTSDALE ELEM,"JUSTICE, SUPREME COURT, PLACE 4",,JOHN DEVINE,REP,6,13,1,1,21
El Paso,175-SCOTSDALE ELEM,"JUSTICE, SUPREME COURT, PLACE 4",,R K SANDILL,DEM,60,30,0,5,95
El Paso,175-SCOTSDALE ELEM,"JUSTICE, SUPREME COURT, PLACE 6",,JEFF BROWN,REP,8,14,1,1,24
El Paso,175-SCOTSDALE ELEM,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,60,29,0,5,94
El Paso,175-SCOTSDALE ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,SHARON KELLER,REP,5,15,1,1,22
El Paso,175-SCOTSDALE ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,MARIA T TERRI JACKSO,DEM,61,25,0,5,91
El Paso,175-SCOTSDALE ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,WILLIAM BRYAN STRANG,LIB,1,3,0,0,4
El Paso,175-SCOTSDALE ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,BARBARA PARKER HERVE,REP,5,15,1,1,22
El Paso,175-SCOTSDALE ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,RAMONA FRANKLIN,DEM,61,27,0,5,93
El Paso,175-SCOTSDALE ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MICHELLE SLAUGHTER,REP,10,20,1,2,33
El Paso,175-SCOTSDALE ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MARK ASH,LIB,26,11,0,2,39
El Paso,175-SCOTSDALE ELEM,STATE REPRESENTATIVE,76,CESAR J BLANCO,DEM,64,31,0,5,100
El Paso,175-SCOTSDALE ELEM,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2",,YVONNE RODRIGUEZ,DEM,63,29,0,5,97
El Paso,175-SCOTSDALE ELEM,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 3",,GINA M PALAFOX,DEM,64,30,0,5,99
El Paso,175-SCOTSDALE ELEM,JUDGE 120TH JUDICIAL DISTRICT,,MARIA SALAS MENDOZA,DEM,62,30,0,5,97
El Paso,175-SCOTSDALE ELEM,JUDGE 168TH JUDICIAL DISTRICT,,MARCOS LIZARRAGA,DEM,63,30,0,5,98
El Paso,175-SCOTSDALE ELEM,JUDGE 171ST JUDICIAL DISTRICT,,BONNIE RANGEL,DEM,64,30,0,5,99
El Paso,175-SCOTSDALE ELEM,JUDGE 205TH JUDICIAL DISTRICT,,FRANCISCO X DOMINGUE,DEM,63,29,0,5,97
El Paso,175-SCOTSDALE ELEM,JUDGE 210TH JUDICIAL DISTRICT,,ALYSSA G PEREZ,DEM,63,30,0,5,98
El Paso,175-SCOTSDALE ELEM,JUDGE 243RD JUDICIAL DISTRICT,,SELENA SOLIS,DEM,63,29,0,5,97
El Paso,175-SCOTSDALE ELEM,JUDGE 327TH JUDICIAL DISTRICT,,LINDA YEE CHEW,DEM,64,28,0,5,97
El Paso,175-SCOTSDALE ELEM,EL PASO COUNTY JUDGE,,RICARDO SAMANIEGO,DEM,65,28,0,5,98
El Paso,175-SCOTSDALE ELEM,JUDGE COUNTY COURT AT LAW 1,,RUTH REYES,DEM,63,30,0,4,97
El Paso,175-SCOTSDALE ELEM,JUDGE COUNTY COURT AT LAW 2,,JULIE GONZALEZ,DEM,62,28,0,5,95
El Paso,175-SCOTSDALE ELEM,JUDGE COUNTY COURT AT LAW 3,,JAVIER ALVAREZ,DEM,63,29,0,5,97
