county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Runnels,1,Ballots Cast,,,,688,,,
Runnels,1,U.S. Senate,,REP,Ted Cruz,575,201,333,41
Runnels,1,U.S. Senate,,DEM,Beto O'Rourke,94,39,45,10
Runnels,1,U.S. Senate,,LIB,Neal M. Dikeman,4,3,1,0
Runnels,1,U.S. House,11,REP,Mike Conaway,586,205,339,42
Runnels,1,U.S. House,11,DEM,Jennie Lou Leeder,82,33,40,9
Runnels,1,U.S. House,11,LIB,Rhett Rosenquest Smith,5,5,0,0
Runnels,1,Governor,,REP,Greg Abbott,585,207,338,40
Runnels,1,Governor,,DEM,Lupe Valdez,90,35,44,11
Runnels,1,Governor,,LIB,Mark Jay Tippetts,5,4,1,0
Runnels,1,Lieutenant Governor,,REP,Dan Patrick,536,189,306,41
Runnels,1,Lieutenant Governor,,DEM,Mike Collier,120,48,62,10
Runnels,1,Lieutenant Governor,,LIB,Kerry Douglas McKennon,16,7,9,0
Runnels,1,Attorney General,,REP,Ken Paxton,563,197,324,42
Runnels,1,Attorney General,,DEM,Justin Nelson,96,41,46,9
Runnels,1,Attorney General,,LIB,Michael Ray Harris,13,4,9,0
Runnels,1,Comptroller of Public Accounts,,REP,Glenn Hegar,553,194,318,41
Runnels,1,Comptroller of Public Accounts,,DEM,Joi Chevalier,92,36,47,9
Runnels,1,Comptroller of Public Accounts,,LIB,Ben Sanders,21,11,9,1
Runnels,1,Commissioner of the General Land Office,,REP,George P. Bush,558,194,323,41
Runnels,1,Commissioner of the General Land Office,,DEM,Miguel Suazo,95,41,44,10
Runnels,1,Commissioner of the General Land Office,,LIB,Matt Pina,18,8,10,0
Runnels,1,Commissioner of Agriculture,,REP,Sid Miller,559,194,325,40
Runnels,1,Commissioner of Agriculture,,DEM,Kim Olson,102,93,48,11
Runnels,1,Commissioner of Agriculture,,LIB,Richard Carpenter,9,4,5,0
Runnels,1,Railroad Commissioner,,REP,Christi Craddick,567,198,328,41
Runnels,1,Railroad Commissioner,,DEM,Roman McAllen,87,37,40,10
Runnels,1,Railroad Commissioner,,LIB,Mike Wright,16,8,8,0
Runnels,1,State Representative,72,REP,Drew Dary,609,219,351,39
Runnels,2,Ballots Cast,,,,62,,,
Runnels,2,U.S. Senate,,REP,Ted Cruz,50,17,29,4
Runnels,2,U.S. Senate,,DEM,Beto O'Rourke,11,5,6,0
Runnels,2,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0,0
Runnels,2,U.S. House,11,REP,Mike Conaway,48,16,30,2
Runnels,2,U.S. House,11,DEM,Jennie Lou Leeder,10,4,6,0
Runnels,2,U.S. House,11,LIB,Rhett Rosenquest Smith,0,0,0,0
Runnels,2,Governor,,REP,Greg Abbott,50,17,29,4
Runnels,2,Governor,,DEM,Lupe Valdez,10,3,7,0
Runnels,2,Governor,,LIB,Mark Jay Tippetts,0,0,0,0
Runnels,2,Lieutenant Governor,,REP,Dan Patrick,47,14,29,4
Runnels,2,Lieutenant Governor,,DEM,Mike Collier,11,5,6,0
Runnels,2,Lieutenant Governor,,LIB,Kerry Douglas McKennon,1,0,1,0
Runnels,2,Attorney General,,REP,Ken Paxton,47,15,28,4
Runnels,2,Attorney General,,DEM,Justin Nelson,11,4,7,0
Runnels,2,Attorney General,,LIB,Michael Ray Harris,2,1,1,0
Runnels,2,Comptroller of Public Accounts,,REP,Glenn Hegar,46,15,27,4
Runnels,2,Comptroller of Public Accounts,,DEM,Joi Chevalier,9,3,6,0
Runnels,2,Comptroller of Public Accounts,,LIB,Ben Sanders,4,2,2,0
Runnels,2,Commissioner of the General Land Office,,REP,George P. Bush,47,16,29,2
Runnels,2,Commissioner of the General Land Office,,DEM,Miguel Suazo,9,4,5,0
Runnels,2,Commissioner of the General Land Office,,LIB,Matt Pina,2,1,1,0
Runnels,2,Commissioner of Agriculture,,REP,Sid Miller,43,14,26,3
Runnels,2,Commissioner of Agriculture,,DEM,Kim Olson,11,4,7,0
Runnels,2,Commissioner of Agriculture,,LIB,Richard Carpenter,4,2,2,0
Runnels,2,Railroad Commissioner,,REP,Christi Craddick,45,15,27,3
Runnels,2,Railroad Commissioner,,DEM,Roman McAllen,10,4,6,0
Runnels,2,Railroad Commissioner,,LIB,Mike Wright,2,1,1,0
Runnels,2,State Representative,72,REP,Drew Dary,51,19,30,2
Runnels,3,Ballots Cast,,,,658,,,
Runnels,3,U.S. Senate,,REP,Ted Cruz,558,302,207,49
Runnels,3,U.S. Senate,,DEM,Beto O'Rourke,79,39,28,12
Runnels,3,U.S. Senate,,LIB,Neal M. Dikeman,7,5,2,0
Runnels,3,U.S. House,11,REP,Mike Conaway,579,315,211,53
Runnels,3,U.S. House,11,DEM,Jennie Lou Leeder,61,34,24,3
Runnels,3,U.S. House,11,LIB,Rhett Rosenquest Smith,1,0,1,0
Runnels,3,Governor,,REP,Greg Abbott,568,305,210,53
Runnels,3,Governor,,DEM,Lupe Valdez,70,39,25,6
Runnels,3,Governor,,LIB,Mark Jay Tippetts,7,3,3,1
Runnels,3,Lieutenant Governor,,REP,Dan Patrick,487,258,180,49
Runnels,3,Lieutenant Governor,,DEM,Mike Collier,140,81,47,12
Runnels,3,Lieutenant Governor,,LIB,Kerry Douglas McKennon,21,11,9,1
Runnels,3,Attorney General,,REP,Ken Paxton,538,290,200,48
Runnels,3,Attorney General,,DEM,Justin Nelson,94,48,33,13
