county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Tom Green,106 BS1,STRAIGHT PARTY,,REP,,144,27,100,17
Tom Green,106 BS1,STRAIGHT PARTY,,DEM,,115,23,82,10
Tom Green,106 BS1,STRAIGHT PARTY,,LIB,,5,1,4,0
Tom Green,106 BS1,STRAIGHT PARTY,,,Over Votes,0,0,0,0
Tom Green,106 BS1,STRAIGHT PARTY,,,Under Votes,153,23,87,43
Tom Green,106 BS1,U.S. Senate,,REP,Ted Cruz,236,45,152,39
Tom Green,106 BS1,U.S. Senate,,DEM,Beto O'Rourke,173,27,117,29
Tom Green,106 BS1,U.S. Senate,,LIB,Neal M. Dikeman,3,2,0,1
Tom Green,106 BS1,U.S. Senate,,,Over Votes,0,0,0,0
Tom Green,106 BS1,U.S. Senate,,,Under Votes,5,0,4,1
Tom Green,106 BS1,U.S. House,11,REP,Mike Conaway,258,46,166,46
Tom Green,106 BS1,U.S. House,11,DEM,Jennie Lou Leeder,148,25,101,22
Tom Green,106 BS1,U.S. House,11,LIB,Rhett Rosenquest Smith,2,1,1,0
Tom Green,106 BS1,U.S. House,11,,Over Votes,0,0,0,0
Tom Green,106 BS1,U.S. House,11,,Under Votes,9,2,5,2
Tom Green,106 BS1,Governor,,REP,Greg Abbott,246,50,155,41
Tom Green,106 BS1,Governor,,DEM,Lupe Valdez,156,22,109,25
Tom Green,106 BS1,Governor,,LIB,Mark Jay Tippetts,9,1,6,2
Tom Green,106 BS1,Governor,,,Over Votes,0,0,0,0
Tom Green,106 BS1,Governor,,,Under Votes,6,1,3,2
Tom Green,106 BS1,Lieutenant Governor,,REP,Dan Patrick,226,42,148,36
Tom Green,106 BS1,Lieutenant Governor,,DEM,Mike Collier,172,27,117,28
Tom Green,106 BS1,Lieutenant Governor,,LIB,Kerry Douglas McKennon,9,2,4,3
Tom Green,106 BS1,Lieutenant Governor,,,Over Votes,0,0,0,0
Tom Green,106 BS1,Lieutenant Governor,,,Under Votes,10,3,4,3
Tom Green,106 BS1,Attorney General,,REP,Ken Paxton,217,40,143,34
Tom Green,106 BS1,Attorney General,,DEM,Justin Nelson,174,29,114,31
Tom Green,106 BS1,Attorney General,,LIB,Michael Ray Harris,16,3,12,1
Tom Green,106 BS1,Attorney General,,,Over Votes,0,0,0,0
Tom Green,106 BS1,Attorney General,,,Under Votes,10,2,4,4
Tom Green,106 BS1,Comptroller of Public Accounts,,REP,Glenn Hegar,226,40,148,38
Tom Green,106 BS1,Comptroller of Public Accounts,,DEM,Joi Chevalier,157,25,106,26
Tom Green,106 BS1,Comptroller of Public Accounts,,LIB,Ben Sanders,20,3,14,3
Tom Green,106 BS1,Comptroller of Public Accounts,,,Over Votes,0,0,0,0
Tom Green,106 BS1,Comptroller of Public Accounts,,,Under Votes,14,6,5,3
Tom Green,106 BS1,Commissioner of the General Land Office,,REP,George P. Bush,234,41,153,40
Tom Green,106 BS1,Commissioner of the General Land Office,,DEM,Miguel Suazo,158,28,105,25
Tom Green,106 BS1,Commissioner of the General Land Office,,LIB,Matt Pina,11,1,10,0
Tom Green,106 BS1,Commissioner of the General Land Office,,,Over Votes,0,0,0,0
Tom Green,106 BS1,Commissioner of the General Land Office,,,Under Votes,14,4,5,5
Tom Green,106 BS1,Commissioner of Agriculture,,REP,Sid Miller,228,39,152,37
Tom Green,106 BS1,Commissioner of Agriculture,,DEM,Kim Olson,164,27,106,31
Tom Green,106 BS1,Commissioner of Agriculture,,LIB,Richard Carpenter,15,3,12,0
Tom Green,106 BS1,Commissioner of Agriculture,,,Over Votes,0,0,0,0
Tom Green,106 BS1,Commissioner of Agriculture,,,Under Votes,10,5,3,2
Tom Green,106 BS1,Railroad Commissioner,,REP,Christi Craddick,236,40,155,41
Tom Green,106 BS1,Railroad Commissioner,,DEM,Roman McAllen,158,26,108,24
Tom Green,106 BS1,Railroad Commissioner,,LIB,Mike Wright,14,5,7,2
Tom Green,106 BS1,Railroad Commissioner,,,Over Votes,0,0,0,0
Tom Green,106 BS1,Railroad Commissioner,,,Under Votes,9,3,3,3
Tom Green,106 BS1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,233,44,150,39
