county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Gray,2,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,23,10,13,
Gray,2,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,1076,341,735,
Gray,2,"Judge, Court of Criminal Appeals, Place 7",,,Over Votes,0,0,0,
Gray,2,"Judge, Court of Criminal Appeals, Place 7",,,Under Votes,23,6,17,
Gray,2,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,116,45,71,
Gray,2,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,1079,345,734,
Gray,2,"Judge, Court of Criminal Appeals, Place 8",,,Over Votes,0,0,0,
Gray,2,"Judge, Court of Criminal Appeals, Place 8",,,Under Votes,79,26,53,
Gray,2,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,57,21,36,
Gray,2,State Senator,No. 31,REP,Kel Seliger,1083,340,743,
Gray,2,State Senator,No. 31,,Over Votes,0,0,0,
Gray,2,State Senator,No. 31,,Under Votes,20,6,14,
Gray,2,State Senator,No. 31,DEM,Jack B. Westbrook,112,46,66,
Gray,2,State Representative,No. 88,REP,Ken King,1072,336,736,
Gray,2,State Representative,No. 88,,Over Votes,0,0,0,
Gray,2,State Representative,No. 88,,Under Votes,25,8,17,
Gray,2,State Representative,No. 88,DEM,Ezekiel Barron,118,48,70,
Gray,2,"Justice, 7th Court of Appeals District, Place No. 2",,REP,Judy Parker,1098,354,744,
Gray,2,"Justice, 7th Court of Appeals District, Place No. 2",,,Over Votes,0,0,0,
Gray,2,"Justice, 7th Court of Appeals District, Place No. 2",,,Under Votes,117,38,79,
Gray,2,"Justice, 7th Court of Appeals District, Place No. 3",,REP,Pat Pirtle,1094,353,741,
Gray,2,"Justice, 7th Court of Appeals District, Place No. 3",,,Over Votes,0,0,0,
Gray,2,"Justice, 7th Court of Appeals District, Place No. 3",,,Under Votes,121,39,82,
Gray,2,"District Judge, 31st Judicial District",,REP,Steven R. Emmert,1101,355,746,
Gray,2,"District Judge, 31st Judicial District",,,Over Votes,0,0,0,
Gray,2,"District Judge, 31st Judicial District",,,Under Votes,114,37,77,
Gray,2,"District Judge, 223rd Judicial District",,REP,Phil N. Vanderpool,1101,356,745,
Gray,2,"District Judge, 223rd Judicial District",,,Over Votes,0,0,0,
Gray,2,"District Judge, 223rd Judicial District",,,Under Votes,114,36,78,
Gray,2,County Judge,,REP,Chris Porter,1094,353,741,
Gray,2,County Judge,,,Over Votes,0,0,0,
Gray,2,County Judge,,,Under Votes,121,39,82,
Gray,2,District Clerk,,REP,Jo Mays,1102,356,746,
Gray,2,District Clerk,,,Over Votes,0,0,0,
Gray,2,District Clerk,,,Under Votes,113,36,77,
Gray,2,County Clerk,,REP,Jeanne Horton,1102,358,744,
Gray,2,County Clerk,,,Over Votes,0,0,0,
Gray,2,County Clerk,,,Under Votes,113,34,79,
Gray,2,County Treasurer,,REP,Scott Hahn,1085,353,732,
Gray,2,County Treasurer,,,Over Votes,0,0,0,
Gray,2,County Treasurer,,,Under Votes,130,39,91,
Gray,2,"County Commissioner, Precinct No. 2",,REP,Lake Arrington,1084,352,732,
Gray,2,"County Commissioner, Precinct No. 2",,,Over Votes,0,0,0,
Gray,2,"County Commissioner, Precinct No. 2",,,Under Votes,131,40,91,
Gray,2,"Justice of the Peace, Precinct 2 and 4",,REP,Connie Ogle,1102,356,746,
Gray,2,"Justice of the Peace, Precinct 2 and 4",,,Over Votes,0,0,0,
Gray,2,"Justice of the Peace, Precinct 2 and 4",,,Under Votes,113,36,77,
Gray,3,Ballots Cast,,,,85,59,26,
Gray,3,Straight Party,,REP,Republican Party,42,26,16,
Gray,3,Straight Party,,,Over Votes,0,0,0,
Gray,3,Straight Party,,,Under Votes,43,33,10,
Gray,3,Straight Party,,DEM,Democratic Party,0,0,0,
Gray,3,Straight Party,,LIB,Libertarian Party,0,0,0,
Gray,3,U.S. Senate,,REP,Ted Cruz,83,57,26,
Gray,3,U.S. Senate,,,Over Votes,0,0,0,
Gray,3,U.S. Senate,,,Under Votes,0,0,0,
Gray,3,U.S. Senate,,DEM,Beto O'Rourke,2,2,0,
Gray,3,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0,
Gray,3,U.S. House,13,REP,Mac Thornberry,84,58,26,
Gray,3,U.S. House,13,,Over Votes,0,0,0,
Gray,3,U.S. House,13,,Under Votes,0,0,0,
Gray,3,U.S. House,13,DEM,Greg Sagan,1,1,0,
Gray,3,U.S. House,13,LIB,Calvin DeWeese,0,0,0,
Gray,3,Governor,,REP,Greg Abbott,83,57,26,
Gray,3,Governor,,,Over Votes,0,0,0,
Gray,3,Governor,,,Under Votes,0,0,0,
Gray,3,Governor,,DEM,Lupe Valdez,2,2,0,
Gray,3,Governor,,LIB,Mark Jay Tippetts,0,0,0,
Gray,3,Lieutenant Governor,,REP,Dan Patrick,74,50,24,
Gray,3,Lieutenant Governor,,,Over Votes,0,0,0,
Gray,3,Lieutenant Governor,,,Under Votes,1,1,0,
Gray,3,Lieutenant Governor,,DEM,Mike Collier,9,7,2,
Gray,3,Lieutenant Governor,,LIB,Kerry Douglas McKennon,1,1,0,
Gray,3,Attorney General,,REP,Ken Paxton,78,52,26,
Gray,3,Attorney General,,,Over Votes,0,0,0,
Gray,3,Attorney General,,,Under Votes,3,3,0,
Gray,3,Attorney General,,DEM,Justin Nelson,3,3,0,
Gray,3,Attorney General,,LIB,Michael Ray Harris,1,1,0,
Gray,3,Comptroller of Public Accounts,,REP,Glenn Hegar,77,51,26,
Gray,3,Comptroller of Public Accounts,,,Over Votes,0,0,0,
Gray,3,Comptroller of Public Accounts,,,Under Votes,5,5,0,
Gray,3,Comptroller of Public Accounts,,DEM,Joi Chevalier,3,3,0,
Gray,3,Comptroller of Public Accounts,,LIB,Ben Sanders,0,0,0,
Gray,3,Commissioner of the General Land Office,,REP,George P. Bush,79,54,25,
Gray,3,Commissioner of the General Land Office,,,Over Votes,0,0,0,
Gray,3,Commissioner of the General Land Office,,,Under Votes,3,3,0,
Gray,3,Commissioner of the General Land Office,,DEM,Miguel Suazo,3,2,1,
Gray,3,Commissioner of the General Land Office,,LIB,Matt Piña,0,0,0,
Gray,3,Commissioner of Agriculture,,REP,Sid Miller,80,55,25,
Gray,3,Commissioner of Agriculture,,,Over Votes,0,0,0,
Gray,3,Commissioner of Agriculture,,,Under Votes,3,3,0,
Gray,3,Commissioner of Agriculture,,DEM,Kim Olson,1,1,0,
Gray,3,Commissioner of Agriculture,,LIB,Richard Carpenter,1,0,1,
Gray,3,Railroad Commissioner,,REP,Christi Craddick,76,51,25,
Gray,3,Railroad Commissioner,,,Over Votes,0,0,0,
Gray,3,Railroad Commissioner,,,Under Votes,6,6,0,
Gray,3,Railroad Commissioner,,DEM,Roman McAllen,2,1,1,
Gray,3,Railroad Commissioner,,LIB,Mike Wright,1,1,0,
Gray,3,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,79,53,26,
Gray,3,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0,
Gray,3,"Justice, Supreme Court, Place 2",,,Under Votes,6,6,0,
Gray,3,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,0,0,0,
Gray,3,"Justice, Supreme Court, Place 4",,REP,John Devine,78,52,26,
Gray,3,"Justice, Supreme Court, Place 4",,,Over Votes,0,0,0,
Gray,3,"Justice, Supreme Court, Place 4",,,Under Votes,6,6,0,
Gray,3,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,1,1,0,
Gray,3,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,79,53,26,
Gray,3,"Justice, Supreme Court, Place 6",,,Over Votes,0,0,0,
Gray,3,"Justice, Supreme Court, Place 6",,,Under Votes,6,6,0,
Gray,3,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,0,0,0,
Gray,3,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,78,52,26,
Gray,3,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,
Gray,3,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,7,7,0,
Gray,3,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,0,0,0,
Gray,3,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,0,0,0,
Gray,3,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,77,52,25,
Gray,3,"Judge, Court of Criminal Appeals, Place 7",,,Over Votes,0,0,0,
Gray,3,"Judge, Court of Criminal Appeals, Place 7",,,Under Votes,7,7,0,
Gray,3,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,1,0,1,
Gray,3,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,77,51,26,
Gray,3,"Judge, Court of Criminal Appeals, Place 8",,,Over Votes,0,0,0,
Gray,3,"Judge, Court of Criminal Appeals, Place 8",,,Under Votes,7,7,0,
Gray,3,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,1,1,0,
Gray,3,State Senator,No. 31,REP,Kel Seliger,83,57,26,
Gray,3,State Senator,No. 31,,Over Votes,0,0,0,
Gray,3,State Senator,No. 31,,Under Votes,1,1,0,
Gray,3,State Senator,No. 31,DEM,Jack B. Westbrook,1,1,0,
Gray,3,State Representative,No. 88,REP,Ken King,82,56,26,
Gray,3,State Representative,No. 88,,Over Votes,0,0,0,
Gray,3,State Representative,No. 88,,Under Votes,2,2,0,
Gray,3,State Representative,No. 88,DEM,Ezekiel Barron,1,1,0,
Gray,3,"Justice, 7th Court of Appeals District, Place No. 2",,REP,Judy Parker,77,52,25,
Gray,3,"Justice, 7th Court of Appeals District, Place No. 2",,,Over Votes,0,0,0,
Gray,3,"Justice, 7th Court of Appeals District, Place No. 2",,,Under Votes,8,7,1,
Gray,3,"Justice, 7th Court of Appeals District, Place No. 3",,REP,Pat Pirtle,79,53,26,
Gray,3,"Justice, 7th Court of Appeals District, Place No. 3",,,Over Votes,0,0,0,
Gray,3,"Justice, 7th Court of Appeals District, Place No. 3",,,Under Votes,6,6,0,
Gray,3,"District Judge, 31st Judicial District",,REP,Steven R. Emmert,80,54,26,
Gray,3,"District Judge, 31st Judicial District",,,Over Votes,0,0,0,
Gray,3,"District Judge, 31st Judicial District",,,Under Votes,5,5,0,
Gray,3,"District Judge, 223rd Judicial District",,REP,Phil N. Vanderpool,82,56,26,
Gray,3,"District Judge, 223rd Judicial District",,,Over Votes,0,0,0,
Gray,3,"District Judge, 223rd Judicial District",,,Under Votes,3,3,0,
Gray,3,County Judge,,REP,Chris Porter,81,55,26,
Gray,3,County Judge,,,Over Votes,0,0,0,
Gray,3,County Judge,,,Under Votes,4,4,0,
Gray,3,District Clerk,,REP,Jo Mays,81,55,26,
Gray,3,District Clerk,,,Over Votes,0,0,0,
Gray,3,District Clerk,,,Under Votes,4,4,0,
Gray,3,County Clerk,,REP,Jeanne Horton,81,56,25,
Gray,3,County Clerk,,,Over Votes,0,0,0,
Gray,3,County Clerk,,,Under Votes,4,3,1,
Gray,3,County Treasurer,,REP,Scott Hahn,81,55,26,
Gray,3,County Treasurer,,,Over Votes,0,0,0,
Gray,3,County Treasurer,,,Under Votes,4,4,0,
Gray,3,"Justice of the Peace, Precinct 1 and  3",,REP,Joe Patrick Martinez,82,56,26,
Gray,3,"Justice of the Peace, Precinct 1 and  3",,,Over Votes,0,0,0,
Gray,3,"Justice of the Peace, Precinct 1 and  3",,,Under Votes,3,3,0,
Gray,4,Ballots Cast,,,,418,339,79,
Gray,4,Straight Party,,REP,Republican Party,232,192,40,
Gray,4,Straight Party,,,Over Votes,0,0,0,
Gray,4,Straight Party,,,Under Votes,162,134,28,
Gray,4,Straight Party,,DEM,Democratic Party,23,12,11,
Gray,4,Straight Party,,LIB,Libertarian Party,1,1,0,
Gray,4,U.S. Senate,,REP,Ted Cruz,367,308,59,
Gray,4,U.S. Senate,,,Over Votes,0,0,0,
Gray,4,U.S. Senate,,,Under Votes,9,6,3,
Gray,4,U.S. Senate,,DEM,Beto O'Rourke,41,24,17,
Gray,4,U.S. Senate,,LIB,Neal M. Dikeman,1,1,0,
Gray,4,U.S. House,13,REP,Mac Thornberry,381,322,59,
Gray,4,U.S. House,13,,Over Votes,0,0,0,
Gray,4,U.S. House,13,,Under Votes,5,2,3,
Gray,4,U.S. House,13,DEM,Greg Sagan,30,14,16,
Gray,4,U.S. House,13,LIB,Calvin DeWeese,2,1,1,
Gray,4,Governor,,REP,Greg Abbott,378,314,64,
Gray,4,Governor,,,Over Votes,0,0,0,
Gray,4,Governor,,,Under Votes,3,2,1,
Gray,4,Governor,,DEM,Lupe Valdez,36,22,14,
Gray,4,Governor,,LIB,Mark Jay Tippetts,1,1,0,
Gray,4,Lieutenant Governor,,REP,Dan Patrick,359,298,61,
Gray,4,Lieutenant Governor,,,Over Votes,0,0,0,
Gray,4,Lieutenant Governor,,,Under Votes,4,3,1,
Gray,4,Lieutenant Governor,,DEM,Mike Collier,53,36,17,
Gray,4,Lieutenant Governor,,LIB,Kerry Douglas McKennon,2,2,0,
Gray,4,Attorney General,,REP,Ken Paxton,371,310,61,
Gray,4,Attorney General,,,Over Votes,0,0,0,
Gray,4,Attorney General,,,Under Votes,4,3,1,
Gray,4,Attorney General,,DEM,Justin Nelson,41,24,17,
Gray,4,Attorney General,,LIB,Michael Ray Harris,2,2,0,
Gray,4,Comptroller of Public Accounts,,REP,Glenn Hegar,372,312,60,
Gray,4,Comptroller of Public Accounts,,,Over Votes,0,0,0,
Gray,4,Comptroller of Public Accounts,,,Under Votes,5,4,1,
Gray,4,Comptroller of Public Accounts,,DEM,Joi Chevalier,38,21,17,
Gray,4,Comptroller of Public Accounts,,LIB,Ben Sanders,3,2,1,
Gray,4,Commissioner of the General Land Office,,REP,George P. Bush,364,308,56,
Gray,4,Commissioner of the General Land Office,,,Over Votes,0,0,0,
Gray,4,Commissioner of the General Land Office,,,Under Votes,7,5,2,
Gray,4,Commissioner of the General Land Office,,DEM,Miguel Suazo,35,18,17,
Gray,4,Commissioner of the General Land Office,,LIB,Matt Piña,12,8,4,
Gray,4,Commissioner of Agriculture,,REP,Sid Miller,373,312,61,
Gray,4,Commissioner of Agriculture,,,Over Votes,0,0,0,
Gray,4,Commissioner of Agriculture,,,Under Votes,6,5,1,
Gray,4,Commissioner of Agriculture,,DEM,Kim Olson,37,21,16,
Gray,4,Commissioner of Agriculture,,LIB,Richard Carpenter,2,1,1,
Gray,4,Railroad Commissioner,,REP,Christi Craddick,369,310,59,
Gray,4,Railroad Commissioner,,,Over Votes,0,0,0,
Gray,4,Railroad Commissioner,,,Under Votes,5,4,1,
Gray,4,Railroad Commissioner,,DEM,Roman McAllen,39,21,18,
Gray,4,Railroad Commissioner,,LIB,Mike Wright,5,4,1,
Gray,4,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,367,308,59,
Gray,4,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0,
