county,precinct,office,district,candidate,party,votes,early_voting,early_voting_paper,election_day_machine,provisional
Williamson,0332,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,22,11,1,10,0
Williamson,0333,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,24,11,0,13,0
Williamson,0337,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,28,9,1,18,0
Williamson,0339,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,25,8,2,14,1
Williamson,0341,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,18,5,0,13,0
Williamson,0342,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,13,6,2,5,0
Williamson,0343,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,28,10,8,10,0
Williamson,0344,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,19,9,3,7,0
Williamson,0345,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,7,3,0,4,0
Williamson,0368,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,23,13,0,10,0
Williamson,0369,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,22,12,1,9,0
Williamson,0370,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,20,8,2,10,0
Williamson,0371,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,5,3,0,2,0
Williamson,0379,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,15,6,2,7,0
Williamson,0381,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,21,12,5,4,0
Williamson,0392,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,34,19,2,13,0
Williamson,0393,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,23,10,9,4,0
Williamson,0394,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,30,15,9,6,0
Williamson,0395,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,10,5,1,4,0
Williamson,0396,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,27,14,7,6,0
Williamson,0402,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,32,10,3,19,0
Williamson,0403,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,9,6,0,3,0
Williamson,0413,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,3,1,0,2,0
Williamson,0415,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,7,2,0,5,0
Williamson,0420,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,45,25,2,18,0
Williamson,0423,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,33,11,3,19,0
Williamson,0424,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,13,10,0,3,0
Williamson,0425,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,1,1,0,0,0
Williamson,0426,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,12,3,2,7,0
Williamson,0427,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,17,5,2,10,0
Williamson,0428,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,23,15,3,5,0
Williamson,0429,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,19,11,2,6,0
Williamson,0434,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,16,7,4,5,0
Williamson,0436,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,3,3,0,0,0
Williamson,0455,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,24,14,1,9,0
Williamson,0456,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,14,5,2,7,0
Williamson,0463,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,47,31,1,15,0
Williamson,0480,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,50,28,4,18,0
Williamson,0484,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,49,23,4,22,0
Williamson,0488,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,15,7,1,7,0
Williamson,0489,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,28,15,0,13,0
Williamson,0490,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,10,5,1,4,0
Williamson,0491,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,38,16,3,19,0
Williamson,Total,State Senate,5,"Glenn ""Grumpy"" Williams",DEM,2276,1033,168,1073,2
Williamson,0119,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0122,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0135,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0138,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0140,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0145,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0146,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0147,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0149,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0150,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0151,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0152,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0160,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0162,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0172,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0182,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0185,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0186,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0189,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0190,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0197,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0198,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0201,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0202,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0204,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0206,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0207,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0216,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0218,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0253,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0254,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0259,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0263,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0264,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0266,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0267,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0273,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0274,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0275,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0277,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0278,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0283,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0287,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0305,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0309,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0310,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0311,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0312,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0314,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0330,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0331,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0332,State Senate,5,Over Votes,DEM,1,0,1,0,0
Williamson,0333,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0337,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0339,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0341,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0342,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0343,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0344,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0345,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0368,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0369,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0370,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0371,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0379,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0381,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0392,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0393,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0394,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0395,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0396,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0402,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0403,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0413,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0415,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0420,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0423,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0424,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0425,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0426,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0427,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0428,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0429,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0434,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0436,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0455,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0456,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0463,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0480,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0484,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0488,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0489,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0490,State Senate,5,Over Votes,DEM,0,0,0,0,0
Williamson,0491,State Senate,5,Over Votes,DEM,1,0,1,0,0
Williamson,Total,State Senate,5,Over Votes,DEM,2,0,2,0,0
Williamson,0119,State Senate,5,Under Votes,DEM,35,21,2,12,0
Williamson,0122,State Senate,5,Under Votes,DEM,36,18,5,13,0
Williamson,0135,State Senate,5,Under Votes,DEM,30,13,2,15,0
Williamson,0138,State Senate,5,Under Votes,DEM,33,13,1,19,0
Williamson,0140,State Senate,5,Under Votes,DEM,23,12,0,11,0
Williamson,0145,State Senate,5,Under Votes,DEM,20,8,3,9,0
Williamson,0146,State Senate,5,Under Votes,DEM,82,22,3,57,0
Williamson,0147,State Senate,5,Under Votes,DEM,34,7,2,25,0
Williamson,0149,State Senate,5,Under Votes,DEM,20,7,2,11,0
Williamson,0150,State Senate,5,Under Votes,DEM,24,12,3,9,0
Williamson,0151,State Senate,5,Under Votes,DEM,31,11,0,20,0
Williamson,0152,State Senate,5,Under Votes,DEM,32,8,1,23,0
Williamson,0160,State Senate,5,Under Votes,DEM,32,14,1,16,1
Williamson,0162,State Senate,5,Under Votes,DEM,43,12,1,29,1
Williamson,0172,State Senate,5,Under Votes,DEM,19,8,4,7,0
Williamson,0182,State Senate,5,Under Votes,DEM,35,14,4,17,0
Williamson,0185,State Senate,5,Under Votes,DEM,39,10,0,29,0
Williamson,0186,State Senate,5,Under Votes,DEM,34,20,0,14,0
Williamson,0189,State Senate,5,Under Votes,DEM,50,26,2,22,0
Williamson,0190,State Senate,5,Under Votes,DEM,47,19,6,22,0
Williamson,0197,State Senate,5,Under Votes,DEM,30,10,0,20,0
Williamson,0198,State Senate,5,Under Votes,DEM,53,22,2,28,1
Williamson,0201,State Senate,5,Under Votes,DEM,66,37,3,26,0
Williamson,0202,State Senate,5,Under Votes,DEM,2,2,0,0,0
Williamson,0204,State Senate,5,Under Votes,DEM,54,26,1,27,0
Williamson,0206,State Senate,5,Under Votes,DEM,8,3,0,4,1
Williamson,0207,State Senate,5,Under Votes,DEM,19,3,1,15,0
Williamson,0216,State Senate,5,Under Votes,DEM,25,12,1,12,0
Williamson,0218,State Senate,5,Under Votes,DEM,45,18,4,23,0
Williamson,0253,State Senate,5,Under Votes,DEM,20,11,0,9,0
Williamson,0254,State Senate,5,Under Votes,DEM,31,17,0,14,0
Williamson,0259,State Senate,5,Under Votes,DEM,16,5,0,10,1
Williamson,0263,State Senate,5,Under Votes,DEM,18,8,0,10,0
Williamson,0264,State Senate,5,Under Votes,DEM,31,11,4,16,0
Williamson,0266,State Senate,5,Under Votes,DEM,38,15,3,20,0
Williamson,0267,State Senate,5,Under Votes,DEM,17,4,0,13,0
Williamson,0273,State Senate,5,Under Votes,DEM,42,18,0,22,2
Williamson,0274,State Senate,5,Under Votes,DEM,57,24,0,33,0
Williamson,0275,State Senate,5,Under Votes,DEM,45,18,6,21,0
Williamson,0277,State Senate,5,Under Votes,DEM,65,30,1,34,0
Williamson,0278,State Senate,5,Under Votes,DEM,81,38,1,40,2
Williamson,0283,State Senate,5,Under Votes,DEM,26,14,2,10,0
Williamson,0287,State Senate,5,Under Votes,DEM,41,17,1,23,0
Williamson,0305,State Senate,5,Under Votes,DEM,16,5,1,10,0
Williamson,0309,State Senate,5,Under Votes,DEM,4,0,1,3,0
Williamson,0310,State Senate,5,Under Votes,DEM,8,2,1,5,0
Williamson,0311,State Senate,5,Under Votes,DEM,6,1,1,4,0
Williamson,0312,State Senate,5,Under Votes,DEM,7,3,0,4,0
Williamson,0314,State Senate,5,Under Votes,DEM,34,15,3,16,0
Williamson,0330,State Senate,5,Under Votes,DEM,48,22,1,25,0
Williamson,0331,State Senate,5,Under Votes,DEM,37,12,2,23,0
Williamson,0332,State Senate,5,Under Votes,DEM,31,11,2,17,1
Williamson,0333,State Senate,5,Under Votes,DEM,27,9,0,18,0
Williamson,0337,State Senate,5,Under Votes,DEM,47,15,1,31,0
Williamson,0339,State Senate,5,Under Votes,DEM,24,9,3,12,0
Williamson,0341,State Senate,5,Under Votes,DEM,8,3,1,4,0
Williamson,0342,State Senate,5,Under Votes,DEM,7,4,0,3,0
Williamson,0343,State Senate,5,Under Votes,DEM,28,11,5,12,0
Williamson,0344,State Senate,5,Under Votes,DEM,19,8,3,8,0
Williamson,0345,State Senate,5,Under Votes,DEM,15,6,3,6,0
Williamson,0368,State Senate,5,Under Votes,DEM,35,16,0,19,0
Williamson,0369,State Senate,5,Under Votes,DEM,36,16,2,18,0
Williamson,0370,State Senate,5,Under Votes,DEM,37,19,0,18,0
Williamson,0371,State Senate,5,Under Votes,DEM,16,11,4,1,0
Williamson,0379,State Senate,5,Under Votes,DEM,20,8,3,9,0
Williamson,0381,State Senate,5,Under Votes,DEM,55,27,19,9,0
Williamson,0392,State Senate,5,Under Votes,DEM,43,16,13,14,0
Williamson,0393,State Senate,5,Under Votes,DEM,27,16,4,5,2
Williamson,0394,State Senate,5,Under Votes,DEM,45,29,6,9,1
Williamson,0395,State Senate,5,Under Votes,DEM,24,9,2,13,0
Williamson,0396,State Senate,5,Under Votes,DEM,64,26,20,18,0
Williamson,0402,State Senate,5,Under Votes,DEM,34,18,0,16,0
Williamson,0403,State Senate,5,Under Votes,DEM,10,4,1,5,0
Williamson,0413,State Senate,5,Under Votes,DEM,2,2,0,0,0
Williamson,0415,State Senate,5,Under Votes,DEM,9,4,0,5,0
Williamson,0420,State Senate,5,Under Votes,DEM,29,17,3,9,0
Williamson,0423,State Senate,5,Under Votes,DEM,35,13,3,19,0
Williamson,0424,State Senate,5,Under Votes,DEM,22,10,4,8,0
Williamson,0425,State Senate,5,Under Votes,DEM,2,0,0,2,0
Williamson,0426,State Senate,5,Under Votes,DEM,11,5,0,6,0
Williamson,0427,State Senate,5,Under Votes,DEM,14,8,2,4,0
Williamson,0428,State Senate,5,Under Votes,DEM,17,9,0,8,0
Williamson,0429,State Senate,5,Under Votes,DEM,14,7,1,6,0
Williamson,0434,State Senate,5,Under Votes,DEM,10,3,1,6,0
Williamson,0436,State Senate,5,Under Votes,DEM,0,0,0,0,0
Williamson,0455,State Senate,5,Under Votes,DEM,25,12,0,13,0
Williamson,0456,State Senate,5,Under Votes,DEM,7,4,0,3,0
Williamson,0463,State Senate,5,Under Votes,DEM,52,27,4,21,0
Williamson,0480,State Senate,5,Under Votes,DEM,64,39,3,22,0
Williamson,0484,State Senate,5,Under Votes,DEM,30,11,2,15,2
Williamson,0488,State Senate,5,Under Votes,DEM,28,17,1,10,0
Williamson,0489,State Senate,5,Under Votes,DEM,56,29,4,23,0
Williamson,0490,State Senate,5,Under Votes,DEM,18,9,2,7,0
Williamson,0491,State Senate,5,Under Votes,DEM,44,20,7,17,0
Williamson,Total,State Senate,5,Under Votes,DEM,2830,1235,211,1369,15
Williamson,0206,State Representative,20,Stephen M. Wyman,DEM,102,54,12,36,0
Williamson,0207,State Representative,20,Stephen M. Wyman,DEM,184,62,18,101,3
Williamson,0267,State Representative,20,Stephen M. Wyman,DEM,132,61,6,65,0
Williamson,0305,State Representative,20,Stephen M. Wyman,DEM,157,72,12,73,0
Williamson,0309,State Representative,20,Stephen M. Wyman,DEM,51,10,10,31,0
Williamson,0310,State Representative,20,Stephen M. Wyman,DEM,54,13,11,29,1
Williamson,0311,State Representative,20,Stephen M. Wyman,DEM,70,25,3,42,0
Williamson,0312,State Representative,20,Stephen M. Wyman,DEM,110,41,12,57,0
Williamson,0314,State Representative,20,Stephen M. Wyman,DEM,212,97,24,89,2
Williamson,0341,State Representative,20,Stephen M. Wyman,DEM,125,58,20,47,0
Williamson,0342,State Representative,20,Stephen M. Wyman,DEM,49,22,6,21,0
Williamson,0343,State Representative,20,Stephen M. Wyman,DEM,260,133,45,81,1
Williamson,0344,State Representative,20,Stephen M. Wyman,DEM,185,86,19,80,0
Williamson,0345,State Representative,20,Stephen M. Wyman,DEM,89,51,9,29,0
Williamson,0370,State Representative,20,Stephen M. Wyman,DEM,234,130,11,93,0
Williamson,0371,State Representative,20,Stephen M. Wyman,DEM,116,56,24,35,1
Williamson,0379,State Representative,20,Stephen M. Wyman,DEM,205,101,29,74,1
Williamson,0381,State Representative,20,Stephen M. Wyman,DEM,334,182,104,47,1
Williamson,0392,State Representative,20,Stephen M. Wyman,DEM,269,125,62,81,1
Williamson,0393,State Representative,20,Stephen M. Wyman,DEM,242,128,58,55,1
Williamson,0394,State Representative,20,Stephen M. Wyman,DEM,434,276,81,74,3
Williamson,0395,State Representative,20,Stephen M. Wyman,DEM,162,81,15,66,0
Williamson,0396,State Representative,20,Stephen M. Wyman,DEM,396,209,93,94,0
Williamson,0415,State Representative,20,Stephen M. Wyman,DEM,79,24,12,43,0
Williamson,0425,State Representative,20,Stephen M. Wyman,DEM,16,7,3,6,0
Williamson,0434,State Representative,20,Stephen M. Wyman,DEM,102,36,16,50,0
Williamson,0436,State Representative,20,Stephen M. Wyman,DEM,17,10,3,3,1
Williamson,Total,State Representative,20,Stephen M. Wyman,DEM,4386,2150,718,1502,16
Williamson,0206,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0207,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0267,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0305,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0309,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0310,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0311,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0312,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0314,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0341,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0342,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0343,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0344,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0345,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0370,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0371,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0379,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0381,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0392,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0393,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0394,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0395,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0396,State Representative,20,Over Votes,DEM,0,0,0,0,
Williamson,0415,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0425,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0434,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0436,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,Total,State Representative,20,Over Votes,DEM,0,0,0,0,0
Williamson,0206,State Representative,20,Under Votes,DEM,20,10,0,9,1
Williamson,0207,State Representative,20,Under Votes,DEM,33,9,1,23,0
Williamson,0267,State Representative,20,Under Votes,DEM,36,18,0,18,0
Williamson,0305,State Representative,20,Under Votes,DEM,33,8,3,22,0
Williamson,0309,State Representative,20,Under Votes,DEM,14,4,1,9,0
Williamson,0310,State Representative,20,Under Votes,DEM,17,2,3,12,0
Williamson,0311,State Representative,20,Under Votes,DEM,16,6,3,7,0
Williamson,0312,State Representative,20,Under Votes,DEM,25,11,2,12,0
Williamson,0314,State Representative,20,Under Votes,DEM,77,37,7,32,1
Williamson,0341,State Representative,20,Under Votes,DEM,25,12,4,9,0
Williamson,0342,State Representative,20,Under Votes,DEM,14,5,2,7,0
Williamson,0343,State Representative,20,Under Votes,DEM,61,27,9,25,0
Williamson,0344,State Representative,20,Under Votes,DEM,51,29,1,21,0
Williamson,0345,State Representative,20,Under Votes,DEM,22,12,3,7,0
Williamson,0370,State Representative,20,Under Votes,DEM,61,31,1,29,0
Williamson,0371,State Representative,20,Under Votes,DEM,38,24,8,6,0
Williamson,0379,State Representative,20,Under Votes,DEM,40,19,6,15,0
Williamson,0381,State Representative,20,Under Votes,DEM,97,53,32,12,0
Williamson,0392,State Representative,20,Under Votes,DEM,72,32,10,27,3
Williamson,0393,State Representative,20,Under Votes,DEM,58,32,9,15,2
Williamson,0394,State Representative,20,Under Votes,DEM,93,60,16,14,3
Williamson,0395,State Representative,20,Under Votes,DEM,39,15,5,19,0
Williamson,0396,State Representative,20,Under Votes,DEM,114,26,22,0,
Williamson,0415,State Representative,20,Under Votes,DEM,19,7,2,10,0
Williamson,0425,State Representative,20,Under Votes,DEM,3,0,0,3,0
Williamson,0434,State Representative,20,Under Votes,DEM,17,6,4,7,0
Williamson,0436,State Representative,20,Under Votes,DEM,2,1,0,1,0
Williamson,Total,State Representative,20,Under Votes,DEM,1097,496,154,371,10
Williamson,0119,State Representative,52,James Talarico,DEM,278,148,6,122,2
Williamson,0122,State Representative,52,James Talarico,DEM,215,116,17,81,1
Williamson,0135,State Representative,52,James Talarico,DEM,204,91,13,100,0
Williamson,0138,State Representative,52,James Talarico,DEM,300,144,20,136,0
Williamson,0145,State Representative,52,James Talarico,DEM,170,73,16,81,0
Williamson,0149,State Representative,52,James Talarico,DEM,152,85,15,52,0
Williamson,0150,State Representative,52,James Talarico,DEM,176,87,17,72,0
Williamson,0172,State Representative,52,James Talarico,DEM,172,85,20,67,0
Williamson,0182,State Representative,52,James Talarico,DEM,272,151,11,110,0
Williamson,0332,State Representative,52,James Talarico,DEM,236,103,21,110,2
Williamson,0333,State Representative,52,James Talarico,DEM,221,106,15,99,1
Williamson,0337,State Representative,52,James Talarico,DEM,269,107,19,143,0
Williamson,0339,State Representative,52,James Talarico,DEM,169,75,10,83,1
Williamson,0368,State Representative,52,James Talarico,DEM,257,140,8,108,1
Williamson,0369,State Representative,52,James Talarico,DEM,293,154,22,117,0
Williamson,0402,State Representative,52,James Talarico,DEM,271,98,19,154,0
Williamson,0403,State Representative,52,James Talarico,DEM,146,63,9,74,0
Williamson,0413,State Representative,52,James Talarico,DEM,30,8,6,16,0
Williamson,0420,State Representative,52,James Talarico,DEM,296,141,19,136,0
Williamson,0423,State Representative,52,James Talarico,DEM,238,118,15,104,1
Williamson,0424,State Representative,52,James Talarico,DEM,220,140,8,72,0
Williamson,0426,State Representative,52,James Talarico,DEM,103,45,8,50,0
Williamson,0427,State Representative,52,James Talarico,DEM,148,75,12,61,0
Williamson,0428,State Representative,52,James Talarico,DEM,168,83,23,61,1
Williamson,0429,State Representative,52,James Talarico,DEM,107,47,10,50,0
Williamson,0455,State Representative,52,James Talarico,DEM,209,114,16,78,1
Williamson,0456,State Representative,52,James Talarico,DEM,82,30,14,38,0
Williamson,0463,State Representative,52,James Talarico,DEM,376,221,24,129,2
Williamson,0480,State Representative,52,James Talarico,DEM,477,310,31,136,0
Williamson,0484,State Representative,52,James Talarico,DEM,310,164,24,122,0
Williamson,0488,State Representative,52,James Talarico,DEM,146,89,9,48,0
Williamson,0489,State Representative,52,James Talarico,DEM,343,219,8,115,1
Williamson,0490,State Representative,52,James Talarico,DEM,90,42,9,39,0
Williamson,0491,State Representative,52,James Talarico,DEM,355,167,29,159,0
Williamson,Total,State Representative,52,James Talarico,DEM,7499,3839,523,3123,14
Williamson,0119,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0122,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0135,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0138,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0145,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0149,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0150,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0172,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0182,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0332,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0333,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0337,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0339,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0368,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0369,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0402,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0403,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0413,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0420,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0423,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0424,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0426,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0427,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0428,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0429,State Representative,52,Over Votes,DEM,0,0,0,0,0
Williamson,0455,State Representative,52,Over Votes,DEM,0,0,0,0,0
