county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Roberts,1,Straight Party,,REP,Republican Party,58,25,33,
Roberts,1,Straight Party,,DEM,Democratic Party,1,1,0,
Roberts,1,Straight Party,,LIB,Libertarian Party,0,0,0,
Roberts,1,U.S. Senate,,REP,Ted Cruz,113,52,61,
Roberts,1,U.S. Senate,,DEM,Beto O'Rourke,2,2,0,
Roberts,1,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0,
Roberts,1,U.S. House,13,REP,Mac Thornberry,112,54,58,
Roberts,1,U.S. House,13,DEM,Greg Sagan,2,2,0,
Roberts,1,U.S. House,13,LIB,Calvin DeWeese,1,0,1,
Roberts,1,Governor,,REP,Greg Abbott,116,55,61,
Roberts,1,Governor,,DEM,Lupe Valdez,1,1,0,
Roberts,1,Governor,,LIB,Mark Jay Tippetts,2,1,1,
Roberts,1,Lieutenant Governor,,REP,Dan Patrick,102,50,52,
Roberts,1,Lieutenant Governor,,DEM,Mike Collier,12,7,5,
Roberts,1,Lieutenant Governor,,LIB,Kerry Douglas McKennon,2,0,2,
Roberts,1,Attorney General,,REP,Ken Paxton,114,54,60,
Roberts,1,Attorney General,,DEM,Justin Nelson,3,3,0,
Roberts,1,Attorney General,,LIB,Michael Ray Harris,1,0,1,
Roberts,1,Comptroller of Public Accounts,,REP,Glenn Hegar,111,52,59,
Roberts,1,Comptroller of Public Accounts,,DEM,Joi Chevalier,2,2,0,
Roberts,1,Comptroller of Public Accounts,,LIB,Ben Sanders,3,2,1,
Roberts,1,Commissioner of the General Land Office,,REP,George P. Bush,114,54,60,
Roberts,1,Commissioner of the General Land Office,,DEM,Miguel Suazo,2,2,0,
Roberts,1,Commissioner of the General Land Office,,LIB,Matt Piña,1,1,0,
Roberts,1,Commissioner of Agriculture,,REP,Sid Miller,110,52,58,
Roberts,1,Commissioner of Agriculture,,DEM,Kim Olson,5,4,1,
Roberts,1,Commissioner of Agriculture,,LIB,Richard Carpenter,2,1,1,
Roberts,1,Railroad Commissioner,,REP,Christi Craddick,112,55,57,
Roberts,1,Railroad Commissioner,,DEM,Roman McAllen,2,2,0,
Roberts,1,Railroad Commissioner,,LIB,Mike Wright,3,0,3,
Roberts,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,114,56,58,
Roberts,1,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,1,1,0,
Roberts,1,"Justice, Supreme Court, Place 4",,REP,John Devine,113,55,58,
Roberts,1,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,2,2,0,
Roberts,1,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,114,54,60,
Roberts,1,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,3,3,0,
Roberts,1,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,115,55,60,
Roberts,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,2,2,0,
Roberts,1,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,0,0,0,
