county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional
Victoria,1,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,610,0,0,0,0
Victoria,2,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,944,0,0,0,0
Victoria,3,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1190,0,0,0,0
Victoria,4,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1581,0,0,0,0
Victoria,5,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2622,0,0,0,0
Victoria,6,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,348,0,0,0,0
Victoria,7,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2156,0,0,0,0
Victoria,8,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2255,0,0,0,0
Victoria,9,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1217,0,0,0,0
Victoria,10,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1617,0,0,0,0
Victoria,11,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,399,0,0,0,0
Victoria,12,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,728,0,0,0,0
Victoria,13,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1907,0,0,0,0
Victoria,14,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1384,0,0,0,0
Victoria,15,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,127,0,0,0,0
Victoria,16,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,470,0,0,0,0
Victoria,17,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,679,0,0,0,0
Victoria,18,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,3950,0,0,0,0
Victoria,19,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2782,0,0,0,0
Victoria,20,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1375,0,0,0,0
Victoria,21,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,3771,0,0,0,0
Victoria,22,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1589,0,0,0,0
Victoria,23,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1580,0,0,0,0
Victoria,24,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1399,0,0,0,0
Victoria,25,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,4009,0,0,0,0
Victoria,26,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1078,0,0,0,0
Victoria,27,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1537,0,0,0,0
Victoria,28,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,509,0,0,0,0
Victoria,29,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2515,0,0,0,0
Victoria,30,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,523,0,0,0,0
Victoria,31,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,856,0,0,0,0
