county,precinct,office,district,party,candidate,votes,election_day,early_voting
Floyd,1,Straight Party,,REP,Republican Party    REP,372,83,289
Floyd,1,Straight Party,,DEM,Democratic Party   DEM,63,28,35
Floyd,1,Straight Party,,LIB,Libertarian Party    LIB,1,0,1
Floyd,1,U.S. Senate,,REP,Ted Cruz,527,112,415
Floyd,1,U.S. Senate,,DEM,Beto O'Rourke,118,40,78
Floyd,1,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0
Floyd,1,U.S. House,19,REP,Jodey Arrington,552,116,436
Floyd,1,U.S. House,19,DEM,Miguel Levario,93,33,60
Floyd,1,Governor,,REP,Greg Abbott,554,118,436
Floyd,1,Governor,,DEM,Lupe Valdez,88,31,57
Floyd,1,Governor,,LIB,Mark Jay Tippetts,6,3,3
Floyd,1,Lieutenant Governor,,REP,Dan Patrick,482,98,384
Floyd,1,Lieutenant Governor,,DEM,Mike Collier,140,48,92
Floyd,1,Lieutenant Governor,,LIB,Kerry Douglas McKennon,17,4,13
Floyd,1,Attorney General,,REP,Ken Paxton,508,111,397
Floyd,1,Attorney General,,DEM,Justin Nelson,121,39,82
Floyd,1,Attorney General,,LIB,Michael Ray Harris,11,1,10
Floyd,1,Comptroller of Public Accounts,,REP,Glenn Hegar,536,113,423
Floyd,1,Comptroller of Public Accounts,,DEM,Joi Chevalier,90,34,56
Floyd,1,Comptroller of Public Accounts,,LIB,Ben Sanders,10,3,7
Floyd,1,Commissioner of the General Land Office,,REP,George P. Bush,516,110,406
Floyd,1,Commissioner of the General Land Office,,DEM,Miguel Suazo,87,33,54
Floyd,1,Commissioner of the General Land Office,,LIB,Matt Pina,19,6,13
Floyd,1,Commissioner of Agriculture,,REP,Sid Miller,518,111,407
Floyd,1,Commissioner of Agriculture,,DEM,Kim Olson,109,37,72
Floyd,1,Commissioner of Agriculture,,LIB,Richard Carpenter,10,2,8
Floyd,1,Railroad Commissioner,,REP,Christi Craddick,533,110,423
Floyd,1,Railroad Commissioner,,DEM,Roman McAllen,93,36,57
Floyd,1,Railroad Commissioner,,LIB,Mike Wright,4,1,3
Floyd,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,526,111,415
Floyd,1,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,103,36,67
Floyd,1,"Justice, Supreme Court, Place 4",,REP,John Devine,520,110,410
Floyd,1,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,102,38,64
Floyd,1,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,533,118,415
Floyd,1,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,91,31,60
Floyd,1,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,519,109,410
Floyd,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,105,40,65
Floyd,1,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,5,0,5
Floyd,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,527,112,415
Floyd,1,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,100,37,63
Floyd,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,549,124,425
Floyd,1,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,47,14,33
Floyd,1,State Representative,68,REP,Drew Springer,588,134,454
Floyd,1,"Justice, 7th Court of Appeals District, Place 2",,REP,Judy Parker,574,131,443
Floyd,1,"Justice, 7th Court of Appeals District, Place No. 3",,REP,Pat Pirtle,570,130,440
Floyd,1,"District Judge, 110th Judicial District",,REP,William P. Smith,575,130,445
Floyd,1,County Judge,,REP,Marty C. Lucke,584,137,447
Floyd,1,District Clerk,,REP,Patty Davenport,594,136,458
Floyd,1,County Clerk,,REP,Ginger Morgan,591,134,457
Floyd,1,County Treasurer,,REP,Lori Morales,583,131,452
Floyd,1,"Justice of the Peace, Precinct No. 1 and 4",,REP,Tali Jackson,607,140,467
Floyd,1 - PISD,Straight Party,,REP,Republican Party    REP,6,2,4
Floyd,1 - PISD,Straight Party,,DEM,Democratic Party   DEM,0,0,0
Floyd,1 - PISD,Straight Party,,LIB,Libertarian Party    LIB,0,0,0
Floyd,1 - PISD,U.S. Senate,,REP,Ted Cruz,9,4,5
Floyd,1 - PISD,U.S. Senate,,DEM,Beto O'Rourke,1,0,1
Floyd,1 - PISD,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0
Floyd,1 - PISD,U.S. House,19,REP,Jodey Arrington,9,4,5
Floyd,1 - PISD,U.S. House,19,DEM,Miguel Levario,1,0,1
Floyd,1 - PISD,Governor,,REP,Greg Abbott,9,4,5
Floyd,1 - PISD,Governor,,DEM,Lupe Valdez,1,0,1
Floyd,1 - PISD,Governor,,LIB,Mark Jay Tippetts,0,0,0
Floyd,1 - PISD,Lieutenant Governor,,REP,Dan Patrick,7,3,4
Floyd,1 - PISD,Lieutenant Governor,,DEM,Mike Collier,3,1,2
Floyd,1 - PISD,Lieutenant Governor,,LIB,Kerry Douglas McKennon,0,0,0
Floyd,1 - PISD,Attorney General,,REP,Ken Paxton,8,3,5
Floyd,1 - PISD,Attorney General,,DEM,Justin Nelson,2,1,1
Floyd,1 - PISD,Attorney General,,LIB,Michael Ray Harris,0,0,0
Floyd,1 - PISD,Comptroller of Public Accounts,,REP,Glenn Hegar,9,4,5
Floyd,1 - PISD,Comptroller of Public Accounts,,DEM,Joi Chevalier,1,0,1
Floyd,1 - PISD,Comptroller of Public Accounts,,LIB,Ben Sanders,0,0,0
Floyd,1 - PISD,Commissioner of the General Land Office,,REP,George P. Bush,9,4,5
Floyd,1 - PISD,Commissioner of the General Land Office,,DEM,Miguel Suazo,1,0,1
Floyd,1 - PISD,Commissioner of the General Land Office,,LIB,Matt Pina,0,0,0
Floyd,1 - PISD,Commissioner of Agriculture,,REP,Sid Miller,9,4,5
Floyd,1 - PISD,Commissioner of Agriculture,,DEM,Kim Olson,1,0,1
