county,precinct,office,district,candidate,party,early_voting,election_day,votes
Coleman,1,U.S. Senate,,Ted Cruz,REP,564,146,710
Coleman,1,U.S. Senate,,Beto O'Rourke,DEM,47,21,68
Coleman,1,U.S. Senate,,Neal Dikeman,LIB,2,0,2
Coleman,1,U.S. House,11,Mike Conaway,REP,562,145,707
Coleman,1,U.S. House,11,Jennie Lou Leeder,DEM,45,22,67
Coleman,1,U.S. House,11,Rhett Rosenquest Smith,LIB,4,1,5
Coleman,1,Governor,,Gregg Abbott,REP,568,148,716
Coleman,1,Governor,,Lupe Valdez,DEM,45,19,64
Coleman,1,Governor,,Mark Jay Tippetts,LIB,1,2,3
Coleman,1,Lieutenant Governor,,Dan Patrick,REP,545,141,686
Coleman,1,Lieutenant Governor,,Mike Collier,DEM,63,24,87
Coleman,1,Lieutenant Governor,,Kerry Douglas McKennon,LIB,4,2,6
Coleman,1,Attorney General,,Ken Paxton,REP,552,141,693
Coleman,1,Attorney General,,Justin Nelson,DEM,57,24,81
Coleman,1,Attorney General,,Michael Ray Harris,LIB,6,3,9
Coleman,1,Comptroller of Public Accounts,,Glen Hegar,REP,566,145,711
Coleman,1,Comptroller of Public Accounts,,Joi Chevalier,DEM,45,19,64
Coleman,1,Comptroller of Public Accounts,,Ben Sanders,LIB,2,5,7
Coleman,1,Commissioner of the General Land Office,,George P. Bush,REP,531,141,672
Coleman,1,Commissioner of the General Land Office,,Miguel Suazo,DEM,50,22,72
Coleman,1,Commissioner of the General Land Office,,Matt Pina,LIB,26,5,31
Coleman,1,Commissioner of Agriculture,,Sid Miller,REP,551,146,697
Coleman,1,Commissioner of Agriculture,,Kim Olson,DEM,51,19,70
Coleman,1,Commissioner of Agriculture,,Richard Carpenter,LIB,9,4,13
Coleman,1,Railroad Commissioner,,Christi Craddick,REP,552,144,696
Coleman,1,Railroad Commissioner,,Roman McAllen,DEM,49,21,70
Coleman,1,Railroad Commissioner,,Mike Wright,LIB,11,4,15
Coleman,1,"Justice Supreme Court, Place 2 ",,Jimmy Blacklock,REP,559,148,707
Coleman,1,"Justice Supreme Court, Place 2 ",,Steven Kirkland,DEM,51,21,72
Coleman,1,"Justice Supreme Court, Place 4",,John Devine,REP,558,149,707
Coleman,1,"Justice Supreme Court, Place 4",,R.K. Sandill,DEM,49,20,69
Coleman,1,Justice Supreme Court Place 6,,Jeff Brown,REP,555,151,706
Coleman,1,Justice Supreme Court Place 6,,Kathy Cheng,DEM,50,18,68
Coleman,1,"Presiding Judge, Court of Criminal Appeals",,Sharon Kellar,REP,554,146,700
Coleman,1,"Presiding Judge, Court of Criminal Appeals",,Maria T. Jackson,DEM,45,21,66
