county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
San Jacinto,1,Attorney General,,REP,Ken Paxton,1125,217,835,73
San Jacinto,1,Attorney General,,DEM,Justin Nelson,337,84,225,28
San Jacinto,1,Attorney General,,LIB,Michael Ray Harris,28,9,18,1
San Jacinto,2,Attorney General,,REP,Ken Paxton,1270,355,853,62
San Jacinto,2,Attorney General,,DEM,Justin Nelson,341,124,186,31
San Jacinto,2,Attorney General,,LIB,Michael Ray Harris,22,10,12,0
San Jacinto,3,Attorney General,,REP,Ken Paxton,532,204,300,28
San Jacinto,3,Attorney General,,DEM,Justin Nelson,135,52,66,17
San Jacinto,3,Attorney General,,LIB,Michael Ray Harris,11,6,4,1
San Jacinto,4,Attorney General,,REP,Ken Paxton,381,88,271,22
San Jacinto,4,Attorney General,,DEM,Justin Nelson,26,5,18,3
San Jacinto,4,Attorney General,,LIB,Michael Ray Harris,12,2,10,0
San Jacinto,5,Attorney General,,REP,Ken Paxton,854,402,385,67
San Jacinto,5,Attorney General,,DEM,Justin Nelson,120,49,60,11
San Jacinto,5,Attorney General,,LIB,Michael Ray Harris,30,11,15,4
San Jacinto,6,Attorney General,,REP,Ken Paxton,951,201,652,98
San Jacinto,6,Attorney General,,DEM,Justin Nelson,230,77,130,23
San Jacinto,6,Attorney General,,LIB,Michael Ray Harris,14,2,11,1
San Jacinto,7,Attorney General,,REP,Ken Paxton,862,289,472,101
San Jacinto,7,Attorney General,,DEM,Justin Nelson,324,146,129,49
San Jacinto,7,Attorney General,,LIB,Michael Ray Harris,23,10,12,1
San Jacinto,8,Attorney General,,REP,Ken Paxton,432,245,139,48
San Jacinto,8,Attorney General,,DEM,Justin Nelson,142,77,44,21
San Jacinto,8,Attorney General,,LIB,Michael Ray Harris,13,7,4,2
San Jacinto,10,Attorney General,,REP,Ken Paxton,277,127,131,19
San Jacinto,10,Attorney General,,DEM,Justin Nelson,52,20,27,5
San Jacinto,10,Attorney General,,LIB,Michael Ray Harris,8,5,3,0
San Jacinto,13,Attorney General,,REP,Ken Paxton,296,132,141,23
San Jacinto,13,Attorney General,,DEM,Justin Nelson,65,26,38,1
San Jacinto,13,Attorney General,,LIB,Michael Ray Harris,3,2,1,0
San Jacinto,14,Attorney General,,REP,Ken Paxton,243,64,150,29
San Jacinto,14,Attorney General,,DEM,Justin Nelson,102,42,39,21
San Jacinto,14,Attorney General,,LIB,Michael Ray Harris,10,5,4,1
San Jacinto,1,Ballots Cast,,,,1508,,,
San Jacinto,2,Ballots Cast,,,,1651,,,
San Jacinto,3,Ballots Cast,,,,696,,,
San Jacinto,4,Ballots Cast,,,,433,,,
San Jacinto,5,Ballots Cast,,,,1013,,,
San Jacinto,6,Ballots Cast,,,,1212,,,
San Jacinto,7,Ballots Cast,,,,1221,,,
San Jacinto,8,Ballots Cast,,,,598,,,
San Jacinto,10,Ballots Cast,,,,344,,,
San Jacinto,13,Ballots Cast,,,,366,,,
San Jacinto,14,Ballots Cast,,,,360,,,
San Jacinto,1,Commissioner of Agriculture,,REP,Sid Miller,1129,215,845,69
San Jacinto,1,Commissioner of Agriculture,,DEM,Kim Olson,324,85,211,28
San Jacinto,1,Commissioner of Agriculture,,LIB,Richard Carpenter,28,9,18,1
San Jacinto,2,Commissioner of Agriculture,,REP,Sid Miller,1279,353,867,59
San Jacinto,2,Commissioner of Agriculture,,DEM,Kim Olson,323,127,165,31
San Jacinto,2,Commissioner of Agriculture,,LIB,Richard Carpenter,24,9,14,1
San Jacinto,3,Commissioner of Agriculture,,REP,Sid Miller,521,194,297,30
San Jacinto,3,Commissioner of Agriculture,,DEM,Kim Olson,134,54,66,14
San Jacinto,3,Commissioner of Agriculture,,LIB,Richard Carpenter,18,9,7,2
San Jacinto,4,Commissioner of Agriculture,,REP,Sid Miller,381,87,273,21
San Jacinto,4,Commissioner of Agriculture,,DEM,Kim Olson,28,4,21,3
San Jacinto,4,Commissioner of Agriculture,,LIB,Richard Carpenter,13,2,10,1
San Jacinto,5,Commissioner of Agriculture,,REP,Sid Miller,851,396,386,69
San Jacinto,5,Commissioner of Agriculture,,DEM,Kim Olson,130,56,61,13
San Jacinto,5,Commissioner of Agriculture,,LIB,Richard Carpenter,23,10,13,0
San Jacinto,6,Commissioner of Agriculture,,REP,Sid Miller,949,197,654,98
San Jacinto,6,Commissioner of Agriculture,,DEM,Kim Olson,224,77,124,23
San Jacinto,6,Commissioner of Agriculture,,LIB,Richard Carpenter,16,3,12,1
San Jacinto,7,Commissioner of Agriculture,,REP,Sid Miller,879,289,487,103
San Jacinto,7,Commissioner of Agriculture,,DEM,Kim Olson,306,145,116,45
San Jacinto,7,Commissioner of Agriculture,,LIB,Richard Carpenter,19,9,8,2
San Jacinto,8,Commissioner of Agriculture,,REP,Sid Miller,433,245,140,48
San Jacinto,8,Commissioner of Agriculture,,DEM,Kim Olson,136,71,43,22
San Jacinto,8,Commissioner of Agriculture,,LIB,Richard Carpenter,13,10,2,1
San Jacinto,10,Commissioner of Agriculture,,REP,Sid Miller,269,124,127,18
San Jacinto,10,Commissioner of Agriculture,,DEM,Kim Olson,56,21,29,6
San Jacinto,10,Commissioner of Agriculture,,LIB,Richard Carpenter,9,5,4,0
San Jacinto,13,Commissioner of Agriculture,,REP,Sid Miller,297,133,140,24
San Jacinto,13,Commissioner of Agriculture,,DEM,Kim Olson,62,25,37,0
San Jacinto,13,Commissioner of Agriculture,,LIB,Richard Carpenter,4,2,2,0
San Jacinto,14,Commissioner of Agriculture,,REP,Sid Miller,242,62,151,29
San Jacinto,14,Commissioner of Agriculture,,DEM,Kim Olson,99,42,36,21
San Jacinto,14,Commissioner of Agriculture,,LIB,Richard Carpenter,10,5,4,1
San Jacinto,1,Commissioner of the General Land Office,,REP,George P. Bush,1142,220,846,76
San Jacinto,1,Commissioner of the General Land Office,,DEM,Miguel Suazo,292,76,192,24
San Jacinto,1,Commissioner of the General Land Office,,LIB,Matt PiÒa,54,13,37,4
San Jacinto,2,Commissioner of the General Land Office,,REP,George P. Bush,1278,360,854,64
