county,precinct,office,district,party,candidate,votes,election_day,early_voting
McLennan,1,Registered Voters,,,,401,,
McLennan,1,Straight Party,,REP,,35,14,21
McLennan,1,Straight Party,,DEM,,58,20,38
McLennan,1,Straight Party,,LIB,,1,1,0
McLennan,1,Straight Party,,,Over Votes,0,0,0
McLennan,1,Straight Party,,,Under Votes,77,22,55
McLennan,1,U.S. Senate,,REP,Ted Cruz,55,21,34
McLennan,1,U.S. Senate,,DEM,Beto O'Rourke,113,34,79
McLennan,1,U.S. Senate,,LIB,Neal M. Dikeman,3,2,1
McLennan,1,U.S. Senate,,,Over Votes,0,0,0
McLennan,1,U.S. Senate,,,Under Votes,0,0,0
McLennan,1,U.S. House,17,REP,Bill Flores,63,26,37
McLennan,1,U.S. House,17,DEM,Rick Kennedy,96,28,68
McLennan,1,U.S. House,17,LIB,Peter Churchman,5,2,3
McLennan,1,U.S. House,17,,Over Votes,0,0,0
McLennan,1,U.S. House,17,,Under Votes,7,1,6
McLennan,1,Governor,,REP,Greg Abbott,65,26,39
McLennan,1,Governor,,DEM,Lupe Valdez,98,29,69
McLennan,1,Governor,,LIB,Mark Jay Tippetts,4,2,2
McLennan,1,Governor,,,Over Votes,0,0,0
McLennan,1,Governor,,,Under Votes,4,0,4
McLennan,1,Lieutenant Governor,,REP,Dan Patrick,58,25,33
McLennan,1,Lieutenant Governor,,DEM,Mike Collier,100,28,72
McLennan,1,Lieutenant Governor,,LIB,Kerry Douglas McKennon,6,3,3
McLennan,1,Lieutenant Governor,,,Over Votes,0,0,0
McLennan,1,Lieutenant Governor,,,Under Votes,7,1,6
McLennan,1,Attorney General,,REP,Ken Paxton,59,25,34
McLennan,1,Attorney General,,DEM,Justin Nelson,101,30,71
McLennan,1,Attorney General,,LIB,Michael Ray Harris,3,1,2
McLennan,1,Attorney General,,,Over Votes,0,0,0
McLennan,1,Attorney General,,,Under Votes,8,1,7
McLennan,1,Comptroller of Public Accounts,,REP,Glenn Hegar,65,28,37
McLennan,1,Comptroller of Public Accounts,,DEM,Joi Chevalier,91,27,64
McLennan,1,Comptroller of Public Accounts,,LIB,Ben Sanders,5,1,4
McLennan,1,Comptroller of Public Accounts,,,Over Votes,0,0,0
McLennan,1,Comptroller of Public Accounts,,,Under Votes,10,1,9
McLennan,1,Commissioner of the General Land Office,,REP,George P. Bush,62,26,36
McLennan,1,Commissioner of the General Land Office,,DEM,Miguel Suazo,94,29,65
McLennan,1,Commissioner of the General Land Office,,LIB,Matt Pina,7,2,5
McLennan,1,Commissioner of the General Land Office,,,Over Votes,0,0,0
McLennan,1,Commissioner of the General Land Office,,,Under Votes,8,0,8
McLennan,1,Commissioner of Agriculture,,REP,Sid Miller,63,25,38
McLennan,1,Commissioner of Agriculture,,DEM,Kim Olson,95,27,68
McLennan,1,Commissioner of Agriculture,,LIB,Richard Carpenter,6,4,2
McLennan,1,Commissioner of Agriculture,,,Over Votes,0,0,0
McLennan,1,Commissioner of Agriculture,,,Under Votes,7,1,6
McLennan,1,Railroad Commissioner,,REP,Christi Craddick,63,26,37
McLennan,1,Railroad Commissioner,,DEM,Roman McAllen,92,29,63
McLennan,1,Railroad Commissioner,,LIB,Mike Wright,6,1,5
McLennan,1,Railroad Commissioner,,,Over Votes,0,0,0
McLennan,1,Railroad Commissioner,,,Under Votes,10,1,9
McLennan,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,61,25,36
McLennan,1,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,99,30,69
McLennan,1,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0
McLennan,1,"Justice, Supreme Court, Place 2",,,Under Votes,11,2,9
McLennan,1,"Justice, Supreme Court, Place 4",,REP,John Devine,61,26,35
McLennan,1,"Justice, Supreme Court, Place 4",,DEM,R. K. Sandill,100,29,71
McLennan,1,"Justice, Supreme Court, Place 4",,,Over Votes,0,0,0
McLennan,1,"Justice, Supreme Court, Place 4",,,Under Votes,10,2,8
McLennan,1,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,61,26,35
McLennan,1,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,102,29,73
McLennan,1,"Justice, Supreme Court, Place 6",,,Over Votes,0,0,0
McLennan,1,"Justice, Supreme Court, Place 6",,,Under Votes,8,2,6
McLennan,1,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,61,26,35
McLennan,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,98,29,69
McLennan,1,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,4,1,3
McLennan,1,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0
McLennan,1,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,8,1,7
McLennan,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,59,24,35
McLennan,1,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,101,30,71
McLennan,1,"Judge, Court of Criminal Appeals, Place 7",,,Over Votes,0,0,0
McLennan,1,"Judge, Court of Criminal Appeals, Place 7",,,Under Votes,11,3,8
McLennan,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,71,28,43
McLennan,1,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,48,13,35
