county,precinct,office,district,party,candidate,votes,election_day,early_voting
Presidio,1,U.S. Senate,,REP,Ted Cruz,48,29,19
Presidio,2,U.S. Senate,,REP,Ted Cruz,51,20,31
Presidio,3,U.S. Senate,,REP,Ted Cruz,3,1,2
Presidio,4,U.S. Senate,,REP,Ted Cruz,41,22,19
Presidio,5,U.S. Senate,,REP,Ted Cruz,30,10,20
Presidio,6,U.S. Senate,,REP,Ted Cruz,11,2,9
Presidio,7,U.S. Senate,,REP,Ted Cruz,222,63,159
Presidio,1,U.S. Senate,,DEM,Beto O'Rourke,71,30,41
Presidio,2,U.S. Senate,,DEM,Beto O'Rourke,129,61,68
Presidio,3,U.S. Senate,,DEM,Beto O'Rourke,16,6,10
Presidio,4,U.S. Senate,,DEM,Beto O'Rourke,237,94,143
Presidio,5,U.S. Senate,,DEM,Beto O'Rourke,131,51,80
Presidio,6,U.S. Senate,,DEM,Beto O'Rourke,4,0,4
Presidio,7,U.S. Senate,,DEM,Beto O'Rourke,584,161,423
Presidio,1,U.S. Senate,,LIB,Neal M. Dikeman,1,0,1
Presidio,2,U.S. Senate,,LIB,Neal M. Dikeman,1,0,1
Presidio,3,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0
Presidio,4,U.S. Senate,,LIB,Neal M. Dikeman,3,2,1
Presidio,5,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0
Presidio,6,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0
Presidio,7,U.S. Senate,,LIB,Neal M. Dikeman,5,3,2
Presidio,1,U.S. House,23,REP,Will Hurd,74,27,47
Presidio,2,U.S. House,23,REP,Will Hurd,49,19,30
Presidio,3,U.S. House,23,REP,Will Hurd,4,1,3
Presidio,4,U.S. House,23,REP,Will Hurd,43,22,21
Presidio,5,U.S. House,23,REP,Will Hurd,34,16,18
Presidio,6,U.S. House,23,REP,Will Hurd,10,2,8
Presidio,7,U.S. House,23,REP,Will Hurd,217,64,153
Presidio,1,U.S. House,23,DEM,Gina Ortiz Jones,119,32,87
Presidio,2,U.S. House,23,DEM,Gina Ortiz Jones,124,57,67
Presidio,3,U.S. House,23,DEM,Gina Ortiz Jones,9,6,3
Presidio,4,U.S. House,23,DEM,Gina Ortiz Jones,225,87,138
Presidio,5,U.S. House,23,DEM,Gina Ortiz Jones,132,44,88
Presidio,6,U.S. House,23,DEM,Gina Ortiz Jones,4,0,4
Presidio,7,U.S. House,23,DEM,Gina Ortiz Jones,583,157,426
Presidio,1,U.S. House,23,LIB,Ruben Corvalan,3,0,3
Presidio,2,U.S. House,23,LIB,Ruben Corvalan,5,4,1
Presidio,3,U.S. House,23,LIB,Ruben Corvalan,0,0,0
Presidio,4,U.S. House,23,LIB,Ruben Corvalan,7,3,4
Presidio,5,U.S. House,23,LIB,Ruben Corvalan,1,1,0
Presidio,6,U.S. House,23,LIB,Ruben Corvalan,0,0,0
Presidio,7,U.S. House,23,LIB,Ruben Corvalan,10,8,2
Presidio,1,Governor,,REP,Greg Abbott,85,28,57
Presidio,2,Governor,,REP,Greg Abbott,51,20,31
Presidio,3,Governor,,REP,Greg Abbott,3,1,2
Presidio,4,Governor,,REP,Greg Abbott,40,24,16
Presidio,5,Governor,,REP,Greg Abbott,30,11,19
Presidio,6,Governor,,REP,Greg Abbott,11,2,9
Presidio,7,Governor,,REP,Greg Abbott,245,73,172
Presidio,1,Governor,,DEM,Lupe Valdez,109,31,78
Presidio,2,Governor,,DEM,Lupe Valdez,121,61,60
Presidio,3,Governor,,DEM,Lupe Valdez,15,6,9
Presidio,4,Governor,,DEM,Lupe Valdez,229,87,142
Presidio,5,Governor,,DEM,Lupe Valdez,128,48,80
Presidio,6,Governor,,DEM,Lupe Valdez,4,0,4
Presidio,7,Governor,,DEM,Lupe Valdez,543,146,397
Presidio,1,Governor,,LIB,Mark Jay Tippetts,3,0,3
Presidio,2,Governor,,LIB,Mark Jay Tippetts,0,0,0
Presidio,3,Governor,,LIB,Mark Jay Tippetts,1,0,1
Presidio,4,Governor,,LIB,Mark Jay Tippetts,3,2,1
Presidio,5,Governor,,LIB,Mark Jay Tippetts,3,1,2
Presidio,6,Governor,,LIB,Mark Jay Tippetts,0,0,0
Presidio,7,Governor,,LIB,Mark Jay Tippetts,20,11,9
Presidio,1,Lieutenant Governor,,REP,Dan Patrick,75,25,50
Presidio,2,Lieutenant Governor,,REP,Dan Patrick,49,19,30
Presidio,3,Lieutenant Governor,,REP,Dan Patrick,4,1,3
Presidio,4,Lieutenant Governor,,REP,Dan Patrick,40,23,17
Presidio,5,Lieutenant Governor,,REP,Dan Patrick,31,10,21
Presidio,6,Lieutenant Governor,,REP,Dan Patrick,10,2,8
Presidio,7,Lieutenant Governor,,REP,Dan Patrick,223,69,154
Presidio,1,Lieutenant Governor,,DEM,Mike Collier,105,28,77
Presidio,2,Lieutenant Governor,,DEM,Mike Collier,123,60,63
Presidio,3,Lieutenant Governor,,DEM,Mike Collier,15,6,9
Presidio,4,Lieutenant Governor,,DEM,Mike Collier,214,81,133
Presidio,5,Lieutenant Governor,,DEM,Mike Collier,125,49,76
Presidio,6,Lieutenant Governor,,DEM,Mike Collier,4,0,4
Presidio,7,Lieutenant Governor,,DEM,Mike Collier,546,144,402
Presidio,1,Lieutenant Governor,,LIB,Kerry Douglas McKennon,9,2,7
Presidio,2,Lieutenant Governor,,LIB,Kerry Douglas McKennon,4,0,4
Presidio,3,Lieutenant Governor,,LIB,Kerry Douglas McKennon,0,0,0
Presidio,4,Lieutenant Governor,,LIB,Kerry Douglas McKennon,3,2,1
Presidio,5,Lieutenant Governor,,LIB,Kerry Douglas McKennon,4,1,3
Presidio,6,Lieutenant Governor,,LIB,Kerry Douglas McKennon,1,0,1
Presidio,7,Lieutenant Governor,,LIB,Kerry Douglas McKennon,22,11,11
Presidio,1,Attorney General,,REP,Ken Paxton,77,26,51
Presidio,2,Attorney General,,REP,Ken Paxton,47,18,29
Presidio,3,Attorney General,,REP,Ken Paxton,4,1,3
Presidio,4,Attorney General,,REP,Ken Paxton,38,24,14
Presidio,5,Attorney General,,REP,Ken Paxton,26,9,17
Presidio,6,Attorney General,,REP,Ken Paxton,11,2,9
Presidio,7,Attorney General,,REP,Ken Paxton,213,64,149
Presidio,1,Attorney General,,DEM,Justin Nelson,104,26,78
Presidio,2,Attorney General,,DEM,Justin Nelson,119,58,61
Presidio,3,Attorney General,,DEM,Justin Nelson,15,6,9
Presidio,4,Attorney General,,DEM,Justin Nelson,210,83,127
Presidio,5,Attorney General,,DEM,Justin Nelson,127,48,79
Presidio,6,Attorney General,,DEM,Justin Nelson,4,0,4
Presidio,7,Attorney General,,DEM,Justin Nelson,552,148,404
Presidio,1,Attorney General,,LIB,Michael Ray Harris,9,3,6
Presidio,2,Attorney General,,LIB,Michael Ray Harris,6,3,3
Presidio,3,Attorney General,,LIB,Michael Ray Harris,12,0,12
Presidio,4,Attorney General,,LIB,Michael Ray Harris,8,2,6
Presidio,5,Attorney General,,LIB,Michael Ray Harris,6,2,4
Presidio,6,Attorney General,,LIB,Michael Ray Harris,2,2,0
Presidio,7,Attorney General,,LIB,Michael Ray Harris,25,12,13
Presidio,1,Comptroller of Public Accounts,,REP,Glenn Hegar,83,28,55
Presidio,2,Comptroller of Public Accounts,,REP,Glenn Hegar,43,17,26
Presidio,3,Comptroller of Public Accounts,,REP,Glenn Hegar,3,1,2
Presidio,4,Comptroller of Public Accounts,,REP,Glenn Hegar,40,24,16
Presidio,5,Comptroller of Public Accounts,,REP,Glenn Hegar,26,7,19
Presidio,6,Comptroller of Public Accounts,,REP,Glenn Hegar,11,2,9
Presidio,7,Comptroller of Public Accounts,,REP,Glenn Hegar,214,61,153
Presidio,1,Comptroller of Public Accounts,,DEM,Joi Chevalier,96,25,71
Presidio,2,Comptroller of Public Accounts,,DEM,Joi Chevalier,119,54,65
Presidio,3,Comptroller of Public Accounts,,DEM,Joi Chevalier,15,6,9
Presidio,4,Comptroller of Public Accounts,,DEM,Joi Chevalier,204,78,126
Presidio,5,Comptroller of Public Accounts,,DEM,Joi Chevalier,126,48,78
Presidio,6,Comptroller of Public Accounts,,DEM,Joi Chevalier,4,0,4
Presidio,7,Comptroller of Public Accounts,,DEM,Joi Chevalier,525,143,382
Presidio,1,Comptroller of Public Accounts,,LIB,Ben Sanders,7,3,4
