county,precinct,office,district,party,candidate,votes,election_day,early_voting,mail,provisional,limited
Kleberg,22.23,Comptroller of Public Accounts,,DEM,Tim Mahoney,82,54,23,5,0,0
Kleberg,24,Comptroller of Public Accounts,,DEM,Tim Mahoney,53,31,16,6,0,0
Kleberg,31,Comptroller of Public Accounts,,DEM,Tim Mahoney,52,29,20,3,0,0
Kleberg,32,Comptroller of Public Accounts,,DEM,Tim Mahoney,49,31,16,2,0,0
Kleberg,33.34,Comptroller of Public Accounts,,DEM,Tim Mahoney,60,43,14,3,0,0
Kleberg,35,Comptroller of Public Accounts,,DEM,Tim Mahoney,51,33,13,5,0,0
Kleberg,41.42,Comptroller of Public Accounts,,DEM,Tim Mahoney,106,42,41,23,0,0
Kleberg,43,Comptroller of Public Accounts,,DEM,Tim Mahoney,79,40,34,5,0,0
Kleberg,44,Comptroller of Public Accounts,,DEM,Tim Mahoney,24,1,13,0,0,0
Kleberg,45,Comptroller of Public Accounts,,DEM,Tim Mahoney,74,35,27,12,0,0
Kleberg,Total,Comptroller of Public Accounts,,DEM,Tim Mahoney,843,444,295,92,2,0
Kleberg,11,Comptroller of Public Accounts,,DEM,Joi Chevalier,41,25,12,4,0,0
Kleberg,12,Comptroller of Public Accounts,,DEM,Joi Chevalier,35,19,12,4,0,0
Kleberg,13.14,Comptroller of Public Accounts,,DEM,Joi Chevalier,76,36,30,10,0,0
Kleberg,21,Comptroller of Public Accounts,,DEM,Joi Chevalier,12,5,6,1,0,0
Kleberg,22.23,Comptroller of Public Accounts,,DEM,Joi Chevalier,79,39,33,7,0,0
Kleberg,24,Comptroller of Public Accounts,,DEM,Joi Chevalier,38,25,6,7,0,0
Kleberg,31,Comptroller of Public Accounts,,DEM,Joi Chevalier,35,15,17,3,0,0
Kleberg,32,Comptroller of Public Accounts,,DEM,Joi Chevalier,40,22,14,4,0,0
Kleberg,33.34,Comptroller of Public Accounts,,DEM,Joi Chevalier,42,27,11,4,0,0
Kleberg,35,Comptroller of Public Accounts,,DEM,Joi Chevalier,26,13,10,3,0,0
Kleberg,41.42,Comptroller of Public Accounts,,DEM,Joi Chevalier,49,25,17,7,0,0
Kleberg,43,Comptroller of Public Accounts,,DEM,Joi Chevalier,53,25,21,7,0,0
Kleberg,44,Comptroller of Public Accounts,,DEM,Joi Chevalier,18,8,0,0,0,0
Kleberg,45,Comptroller of Public Accounts,,DEM,Joi Chevalier,54,27,15,11,1,0
Kleberg,Total,Comptroller of Public Accounts,,DEM,Joi Chevalier,598,311,204,72,1,0
Kleberg,11,Commissioner of the General Land Office,,DEM,Tex Mergan .,22,11,6,3,0,2
Kleberg,12,Commissioner of the General Land Office,,DEM,Tex Mergan .,15,5,9,1,0,0
Kleberg,13.14,Commissioner of the General Land Office,,DEM,Tex Mergan .,24,12,9,3,0,0
Kleberg,21,Commissioner of the General Land Office,,DEM,Tex Mergan .,5,3,1,1,0,0
Kleberg,22.23,Commissioner of the General Land Office,,DEM,Tex Mergan .,22,12,7,3,0,0
Kleberg,24,Commissioner of the General Land Office,,DEM,Tex Mergan .,19,15,1,3,0,0
Kleberg,31,Commissioner of the General Land Office,,DEM,Tex Mergan .,12,8,4,0,0,0
Kleberg,32,Commissioner of the General Land Office,,DEM,Tex Mergan .,21,13,7,1,0,0
Kleberg,33.34,Commissioner of the General Land Office,,DEM,Tex Mergan .,29,18,9,2,0,0
Kleberg,35,Commissioner of the General Land Office,,DEM,Tex Mergan .,14,8,4,2,0,0
Kleberg,41.42,Commissioner of the General Land Office,,DEM,Tex Mergan .,17,8,4,5,0,0
Kleberg,43,Commissioner of the General Land Office,,DEM,Tex Mergan .,16,7,8,1,0,0
Kleberg,44,Commissioner of the General Land Office,,DEM,Tex Mergan .,11,5,0,0,0,0
Kleberg,45,Commissioner of the General Land Office,,DEM,Tex Mergan .,10,5,3,2,0,0
Kleberg,Total,Commissioner of the General Land Office,,DEM,Tex Mergan .,237,130,72,27,0,2
Kleberg,11,Commissioner of the General Land Office,,DEM,Miguel  Suazo,87,54,24,9,0,0
Kleberg,12,Commissioner of the General Land Office,,DEM,Miguel  Suazo,66,40,20,6,0,0
Kleberg,13.14,Commissioner of the General Land Office,,DEM,Miguel  Suazo,164,71,69,24,0,0
Kleberg,21,Commissioner of the General Land Office,,DEM,Miguel  Suazo,31,12,14,5,0,0
Kleberg,22.23,Commissioner of the General Land Office,,DEM,Miguel  Suazo,147,84,51,12,0,0
Kleberg,24,Commissioner of the General Land Office,,DEM,Miguel  Suazo,82,46,26,10,0,0
Kleberg,31,Commissioner of the General Land Office,,DEM,Miguel  Suazo,78,37,35,6,0,0
Kleberg,32,Commissioner of the General Land Office,,DEM,Miguel  Suazo,74,43,26,5,0,0
Kleberg,33.34,Commissioner of the General Land Office,,DEM,Miguel  Suazo,76,52,19,5,0,0
Kleberg,35,Commissioner of the General Land Office,,DEM,Miguel  Suazo,66,38,22,6,0,0
Kleberg,41.42,Commissioner of the General Land Office,,DEM,Miguel  Suazo,158,64,66,28,0,0
Kleberg,43,Commissioner of the General Land Office,,DEM,Miguel  Suazo,132,65,54,13,0,0
Kleberg,44,Commissioner of the General Land Office,,DEM,Miguel  Suazo,32,18,0,0,0,0
Kleberg,45,Commissioner of the General Land Office,,DEM,Miguel  Suazo,127,61,43,22,1,0
Kleberg,Total,Commissioner of the General Land Office,,DEM,Miguel  Suazo,1320,685,469,151,1,0
Kleberg,11,Commissioner of Agriculture,,DEM,Kim Olson,89,55,23,9,0,2
Kleberg,12,Commissioner of Agriculture,,DEM,Kim Olson,63,36,21,6,0,0
Kleberg,13.14,Commissioner of Agriculture,,DEM,Kim Olson,151,68,61,22,0,0
Kleberg,21,Commissioner of Agriculture,,DEM,Kim Olson,27,10,12,5,0,0
Kleberg,22.23,Commissioner of Agriculture,,DEM,Kim Olson,144,82,48,14,0,0
Kleberg,24,Commissioner of Agriculture,,DEM,Kim Olson,77,48,18,11,0,0
Kleberg,31,Commissioner of Agriculture,,DEM,Kim Olson,76,39,31,6,0,0
Kleberg,32,Commissioner of Agriculture,,DEM,Kim Olson,76,43,28,5,0,0
Kleberg,33.34,Commissioner of Agriculture,,DEM,Kim Olson,86,60,22,4,0,0
Kleberg,35,Commissioner of Agriculture,,DEM,Kim Olson,66,37,22,7,0,0
Kleberg,41.42,Commissioner of Agriculture,,DEM,Kim Olson,143,58,55,30,0,0
Kleberg,43,Commissioner of Agriculture,,DEM,Kim Olson,119,58,48,13,0,0
Kleberg,44,Commissioner of Agriculture,,DEM,Kim Olson,39,13,22,4,0,0
Kleberg,45,Commissioner of Agriculture,,DEM,Kim Olson,108,54,34,19,1,0
Kleberg,Total,Commissioner of Agriculture,,DEM,Kim Olson,1264,661,445,155,1,2
Kleberg,11,Railroad Commissioner,,DEM,Chris Spellmon,36,24,8,3,0,1
Kleberg,12,Railroad Commissioner,,DEM,Chris Spellmon,23,11,9,3,0,0
Kleberg,13.14,Railroad Commissioner,,DEM,Chris Spellmon,57,29,23,5,0,0
Kleberg,21,Railroad Commissioner,,DEM,Chris Spellmon,14,4,5,5,0,0
Kleberg,22.23,Railroad Commissioner,,DEM,Chris Spellmon,52,28,17,7,0,0
Kleberg,24,Railroad Commissioner,,DEM,Chris Spellmon,34,21,7,6,0,0
Kleberg,31,Railroad Commissioner,,DEM,Chris Spellmon,34,17,15,2,0,0
Kleberg,32,Railroad Commissioner,,DEM,Chris Spellmon,32,18,13,1,0,0
Kleberg,33.34,Railroad Commissioner,,DEM,Chris Spellmon,47,27,17,3,0,0
Kleberg,35,Railroad Commissioner,,DEM,Chris Spellmon,25,14,8,3,0,0
Kleberg,41.42,Railroad Commissioner,,DEM,Chris Spellmon,57,26,19,12,0,0
Kleberg,43,Railroad Commissioner,,DEM,Chris Spellmon,31,19,10,2,0,0
Kleberg,44,Railroad Commissioner,,DEM,Chris Spellmon,19,8,10,1,0,0
Kleberg,45,Railroad Commissioner,,DEM,Chris Spellmon,32,15,10,7,0,0
Kleberg,Total,Railroad Commissioner,,DEM,Chris Spellmon,493,261,171,60,0,1
Kleberg,11,Railroad Commissioner,,DEM,Roman McAllen,65,36,21,7,0,1
Kleberg,12,Railroad Commissioner,,DEM,Roman McAllen,50,29,17,4,0,0
Kleberg,13.14,Railroad Commissioner,,DEM,Roman McAllen,115,48,50,17,0,0
Kleberg,21,Railroad Commissioner,,DEM,Roman McAllen,21,11,9,1,0,0
Kleberg,22.23,Railroad Commissioner,,DEM,Roman McAllen,104,60,38,6,0,0
Kleberg,24,Railroad Commissioner,,DEM,Roman McAllen,60,37,16,7,0,0
Kleberg,31,Railroad Commissioner,,DEM,Roman McAllen,47,24,20,3,0,0
Kleberg,32,Railroad Commissioner,,DEM,Roman McAllen,56,34,17,5,0,0
Kleberg,33.34,Railroad Commissioner,,DEM,Roman McAllen,56,41,11,4,0,0
Kleberg,35,Railroad Commissioner,,DEM,Roman McAllen,52,30,17,5,0,0
Kleberg,41.42,Railroad Commissioner,,DEM,Roman McAllen,100,41,41,18,0,0
Kleberg,43,Railroad Commissioner,,DEM,Roman McAllen,102,46,47,9,0,0
Kleberg,44,Railroad Commissioner,,DEM,Roman McAllen,23,5,12,6,0,0
Kleberg,45,Railroad Commissioner,,DEM,Roman McAllen,95,46,33,15,1,0
Kleberg,Total,Railroad Commissioner,,DEM,Roman McAllen,946,488,349,107,1,1
Kleberg,11,State Representative,43,DEM,Dee Ann Torres Miller,84,53,23,8,0,0
Kleberg,12,State Representative,43,DEM,Dee Ann Torres Miller,59,33,20,6,0,0
Kleberg,13.14,State Representative,43,DEM,Dee Ann Torres Miller,153,70,59,24,0,0
Kleberg,21,State Representative,43,DEM,Dee Ann Torres Miller,26,12,9,5,0,0
Kleberg,22.23,State Representative,43,DEM,Dee Ann Torres Miller,139,79,47,13,0,0
Kleberg,24,State Representative,43,DEM,Dee Ann Torres Miller,81,46,24,11,0,0
Kleberg,31,State Representative,43,DEM,Dee Ann Torres Miller,74,36,32,6,0,0
Kleberg,32,State Representative,43,DEM,Dee Ann Torres Miller,73,42,25,6,0,0
Kleberg,33.34,State Representative,43,DEM,Dee Ann Torres Miller,82,54,22,6,0,0
Kleberg,35,State Representative,43,DEM,Dee Ann Torres Miller,65,36,21,8,0,0
Kleberg,41.42,State Representative,43,DEM,Dee Ann Torres Miller,135,53,54,28,0,0
Kleberg,43,State Representative,43,DEM,Dee Ann Torres Miller,110,51,48,11,0,0
Kleberg,44,State Representative,43,DEM,Dee Ann Torres Miller,36,13,21,2,0,0
Kleberg,45,State Representative,43,DEM,Dee Ann Torres Miller,108,55,32,21,0,0
Kleberg,Total,State Representative,43,DEM,Dee Ann Torres Miller,1225,633,437,155,0,0
