county,precinct,office,district,party,candidate,election_day,absentee,early_voting,votes
Young,5,U.S. Senate,,REP,Ted Cruz,260,88,310,658
Young,5,U.S. Senate,,REP,"Bruce Jacobson, Jr.",13,4,16,33
Young,5,U.S. Senate,,REP,Geraldine Sam,4,0,4,8
Young,5,U.S. Senate,,REP,Stefano de Stefano,1,0,2,3
Young,5,U.S. Senate,,REP,Mary Miller,6,4,22,32
Young,5,U.S. House,19,REP,Jodey Arrington,253,81,325,659
Young,5,Governor,,REP,Greg Abbott,262,95,304,661
Young,5,Governor,,REP,Barbara Krueger,16,1,38,55
Young,5,Governor,,REP,SECEDE Kilgore,1,0,1,2
Young,5,Lieutenant Governor,,REP,Scott Milder,75,17,129,221
Young,5,Lieutenant Governor,,REP,Dan Patrick,190,79,220,489
Young,5,Attorney General,,REP,Ken Paxton,250,83,308,641
Young,5,Comptroller of Public Accounts,,REP,Glenn Hegar,240,82,304,626
Young,5,Commissioner of the General Land Office,,REP,Rick Range,25,11,26,62
Young,5,Commissioner of the General Land Office,,REP,George P. Bush,176,50,211,437
Young,5,Commissioner of the General Land Office,,REP,Jerry Patterson,52,23,77,152
Young,5,Commissioner of the General Land Office,,REP,Davey Edwards,6,6,22,34
Young,5,Commissioner of Agriculture,,REP,Jim Hogan,79,23,100,202
Young,5,Commissioner of Agriculture,,REP,Sid Miller,123,37,159,319
Young,5,Commissioner of Agriculture,,REP,Trey Blocker,32,18,44,94
Young,5,Railroad Commissioner,,REP,Christi Craddick,183,69,242,494
Young,5,Railroad Commissioner,,REP,Weston Martinez,53,12,57,122
Young,5,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,231,76,289,596
Young,5,"Justice, Supreme Court, Place 4",,REP,John Devine,227,78,289,594
Young,5,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,228,75,290,593
Young,5,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,149,43,188,380
Young,5,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,72,29,108,209
Young,5,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,218,76,287,581
Young,5,"Judge, Court of Criminal Appeals, Place 8",,REP,Jay Brandon,100,34,137,271
Young,5,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,80,21,100,201
Young,5,"Judge, Court of Criminal Appeals, Place 8",,REP,Dib Waldrip,25,14,53,92
Young,5,State Senator,30,REP,Pat Fallon,165,66,237,468
Young,5,State Senator,30,REP,Craig Carter,38,12,47,97
Young,5,State Senator,30,REP,Craig Estes,69,18,66,153
Young,5,State Representative,68,REP,Drew Springer,250,82,317,649
Young,5,"Chief Justice, 2nd Court of Appeals District",,REP,Bonnie Sudderth,220,78,282,580
Young,5,"Justice, 2nd Court of Appeals District, Place No. 4",,REP,Wade Birdwell,222,77,285,584
Young,5,"Justice, 2nd Court of Appeals District, Place No. 5",,REP,Dabney Bassel,218,77,281,576
Young,5,"Justice, 2nd Court of Appeals District, Place No. 6",,REP,Mark Pittman,222,77,280,579
Young,5,County Judge,,REP,John C. Bullock,191,77,233,501
Young,5,County Judge,,REP,Paul M. Hemphill,97,19,126,242
Young,5,District Clerk,,REP,Jamie Freeze Land,248,88,311,647
Young,5,County Clerk,,REP,Kay Jennings Hardin,250,88,318,656
Young,5,County Treasurer,,REP,Ann B. Daily,246,86,312,644
Young,5,"County Commissioner, Precinct No. 2",,REP,Matt Pruitt,119,52,195,366
Young,5,"County Commissioner, Precinct No. 2",,REP,Larry Pratt,97,28,111,236
Young,5,"County Commissioner, Precinct No. 2",,REP,Les Remington,63,14,45,122
Young,5,"Justice of the Peace, Precinct No. 1",,REP,Jason Hearne,93,25,167,285
Young,5,"Justice of the Peace, Precinct No. 1",,REP,Randy Saylor,72,21,78,171
Young,5,"Justice of the Peace, Precinct No. 1",,REP,Norman B. Carpenter,54,19,60,133
Young,5,"Justice of the Peace, Precinct No. 1",,REP,Jabe Underwood,60,17,49,126
Young,5,County Chairman,,REP,Kyle Zohn Milam,245,84,326,655
Young,5,U.S. Senate,,DEM,Edward Kimbrough,6,4,3,13
Young,5,U.S. Senate,,DEM,Beto O'Rourke,7,4,11,22
Young,5,U.S. Senate,,DEM,Sema Hernandez,4,4,0,8
Young,5,U.S. House,19,DEM,Miguel Levario,16,12,13,41
Young,5,Governor,,DEM,"Cedric Davis, Sr.",4,0,0,4
Young,5,Governor,,DEM,Joe Mumbach,0,0,1,1
Young,5,Governor,,DEM,Jeffrey Payne,1,1,0,2
Young,5,Governor,,DEM,James Jolly Clark,0,1,2,3
Young,5,Governor,,DEM,Grady Yarbrough,3,1,0,4
Young,5,Governor,,DEM,Tom Wakely,0,0,0,0
Young,5,Governor,,DEM,Andrew White,3,2,4,9
Young,5,Governor,,DEM,Adrian Ocegueda,0,0,1,1
Young,5,Governor,,DEM,Lupe Valdez,5,7,6,18
Young,5,Lieutenant Governor,,DEM,Mike Collier,8,5,8,21
Young,5,Lieutenant Governor,,DEM,Michael Cooper,9,7,6,22
Young,5,Attorney General,,DEM,Justin Nelson,17,12,14,43
Young,5,Comptroller of Public Accounts,,DEM,Tim Mahoney,10,7,9,26
Young,5,Comptroller of Public Accounts,,DEM,Joi Chevalier,6,5,5,16
Young,5,Commissioner of the General Land Office,,DEM,Miguel Suazo,12,9,8,29
Young,5,Commissioner of the General Land Office,,DEM,Tex Morgan,3,3,6,12
Young,5,Commissioner of Agriculture,,DEM,Kim Olson,15,12,13,40
Young,5,Railroad Commissioner,,DEM,Roman McAllen,8,5,9,22
Young,5,Railroad Commissioner,,DEM,Chris Spellmon,8,7,4,19
Young,5,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,15,12,13,40
Young,5,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,15,11,14,40
Young,5,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,16,12,14,42
Young,5,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,17,12,14,43
Young,5,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,16,12,14,42
Young,5,State Senator,30,DEM,Kevin Lopez,16,12,14,42
Young,5,"Justice, 2nd Court of Appeals District, Place No. 5",,DEM,Delonia A. Watson,15,12,14,41
Young,5,County Chairman,,DEM,Fran Edens,16,12,13,41
Young,5,Proposition #1,,DEM,Yes,17,13,14,44
Young,5,Proposition #1,,DEM,No,1,0,2,3
Young,5,Proposition #2,,DEM,Yes,17,11,14,42
Young,5,Proposition #2,,DEM,No,1,2,1,4
Young,5,Proposition #3,,DEM,Yes,18,13,13,44
Young,5,Proposition #3,,DEM,No,0,0,3,3
Young,5,Proposition #4,,DEM,Yes,16,13,14,43
Young,5,Proposition #4,,DEM,No,2,0,2,4
Young,5,Proposition #5,,DEM,Yes,15,12,15,42
Young,5,Proposition #5,,DEM,No,2,1,1,4
Young,5,Proposition #6,,DEM,Yes,17,13,14,44
Young,5,Proposition #6,,DEM,No,0,0,1,1
Young,5,Proposition #7,,DEM,Yes,17,13,14,44
Young,5,Proposition #7,,DEM,No,1,0,1,2
Young,5,Proposition #8,,DEM,Yes,17,11,14,42
Young,5,Proposition #8,,DEM,No,1,2,2,5
Young,5,Proposition #9,,DEM,Yes,18,12,13,43
Young,5,Proposition #9,,DEM,No,0,1,2,3
Young,5,Proposition #10,,DEM,Yes,18,11,15,44
Young,5,Proposition #10,,DEM,No,0,2,1,3
Young,5,Proposition #11,,DEM,Yes,15,13,15,43
Young,5,Proposition #11,,DEM,No,2,0,1,3
Young,5,Proposition #12,,DEM,Yes,18,13,13,44
Young,5,Proposition #12,,DEM,No,0,0,2,2
Young,5,Proposition 1,,DEM,YES,192,60,225,477
Young,5,Proposition 1,,DEM,NO,71,28,113,212
Young,5,Proposition 2,,DEM,YES,246,84,322,652
Young,5,Proposition 2,,DEM,NO,36,8,30,74
Young,5,Proposition 3,,DEM,YES,243,90,303,636
Young,5,Proposition 3,,DEM,NO,24,3,45,72
Young,5,Proposition 4,,DEM,YES,252,90,307,649
Young,5,Proposition 4,,DEM,NO,23,4,37,64
Young,5,Proposition 5,,DEM,YES,221,77,243,541
Young,5,Proposition 5,,DEM,NO,58,15,110,183
Young,5,Proposition 6,,DEM,YES,266,91,335,692
Young,5,Proposition 6,,DEM,NO,12,3,22,37
Young,5,Proposition 7,,DEM,YES,204,67,247,518
Young,5,Proposition 7,,DEM,NO,68,22,107,197
Young,5,Proposition 8,,DEM,YES,273,90,348,711
Young,5,Proposition 8,,DEM,NO,6,4,11,21
Young,5,Proposition 9,,DEM,YES,259,89,315,663
Young,5,Proposition 9,,DEM,NO,22,4,42,68
Young,5,Proposition 10,,DEM,YES,266,93,328,687
Young,5,Proposition 10,,DEM,NO,9,1,15,25
Young,5,Proposition 11,,DEM,YES,246,92,308,646
