county,precinct,office,district,party,candidate,early_voting,election_day,votes
Glasscock,1,Registered Voters,,,,,,214
Glasscock,2,Registered Voters,,,,,,179
Glasscock,3,Registered Voters,,,,,,175
Glasscock,4,Registered Voters,,,,,,217
Glasscock,1,Ballots Cast,,,,90,82,172
Glasscock,2,Ballots Cast,,,,84,36,120
Glasscock,3,Ballots Cast,,,,72,45,117
Glasscock,4,Ballots Cast,,,,91,59,150
Glasscock,1,Straight Party,,REP,Republican,,,37
Glasscock,2,Straight Party,,REP,Republican,,,18
Glasscock,3,Straight Party,,REP,Republican,,,31
Glasscock,4,Straight Party,,REP,Republican,,,27
Glasscock,Early Votes,Straight Party,,REP,Republican,,,162
Glasscock,1,Straight Party,,DEM,Democratic,,,1
Glasscock,2,Straight Party,,DEM,Democratic,,,2
Glasscock,3,Straight Party,,DEM,Democratic,,,0
Glasscock,4,Straight Party,,DEM,Democratic,,,2
Glasscock,Early Votes,Straight Party,,DEM,Democratic,,,5
Glasscock,1,Straight Party,,LIB,Libertarian,,,0
Glasscock,2,Straight Party,,LIB,Libertarian,,,0
Glasscock,3,Straight Party,,LIB,Libertarian,,,0
Glasscock,4,Straight Party,,LIB,Libertarian,,,0
Glasscock,Early Votes,Straight Party,,LIB,Libertarian,,,0
Glasscock,1,U.S. Senate,,REP,Ted Cruz,,,73
Glasscock,2,U.S. Senate,,REP,Ted Cruz,,,31
Glasscock,3,U.S. Senate,,REP,Ted Cruz,,,44
Glasscock,4,U.S. Senate,,REP,Ted Cruz,,,55
Glasscock,Early Votes,U.S. Senate,,REP,Ted Cruz,,,310
Glasscock,1,U.S. Senate,,DEM,Beto O'Rourke,,,6
Glasscock,2,U.S. Senate,,DEM,Beto O'Rourke,,,4
Glasscock,3,U.S. Senate,,DEM,Beto O'Rourke,,,1
Glasscock,4,U.S. Senate,,DEM,Beto O'Rourke,,,3
Glasscock,Early Votes,U.S. Senate,,DEM,Beto O'Rourke,,,23
Glasscock,1,U.S. Senate,,LIB,Neal M. Dikeman,,,0
Glasscock,2,U.S. Senate,,LIB,Neal M. Dikeman,,,0
Glasscock,3,U.S. Senate,,LIB,Neal M. Dikeman,,,0
Glasscock,4,U.S. Senate,,LIB,Neal M. Dikeman,,,1
Glasscock,Early Votes,U.S. Senate,,LIB,Neal M. Dikeman,,,3
Glasscock,1,U.S. House,11,REP,Mike Conaway,,,78
Glasscock,2,U.S. House,11,REP,Mike Conaway,,,30
Glasscock,3,U.S. House,11,REP,Mike Conaway,,,44
Glasscock,4,U.S. House,11,REP,Mike Conaway,,,55
Glasscock,Early Votes,U.S. House,11,REP,Mike Conaway,,,317
Glasscock,1,U.S. House,11,DEM,Jennie Lou Leeder,,,2
Glasscock,2,U.S. House,11,DEM,Jennie Lou Leeder,,,5
Glasscock,3,U.S. House,11,DEM,Jennie Lou Leeder,,,1
Glasscock,4,U.S. House,11,DEM,Jennie Lou Leeder,,,4
Glasscock,Early Votes,U.S. House,11,DEM,Jennie Lou Leeder,,,16
Glasscock,1,U.S. House,11,LIB,Rhett Rosenquest Smith,,,1
Glasscock,2,U.S. House,11,LIB,Rhett Rosenquest Smith,,,0
Glasscock,3,U.S. House,11,LIB,Rhett Rosenquest Smith,,,0
