county,office,district,party,candidate,incumbent,votes,pct
COMAL,"Justice, 3rd Court of Appeals District, Place 6",,REP,Kristofer Monson,False,1122,7.73
COMAL,"Justice, 3rd Court of Appeals District, Place 6",,REP,"Michael (""Mike"") Toth",False,5752,39.61
COMAL,"Justice, 3rd Court of Appeals District, Place 6",,,Total,,14522,
COMAL,District Judge,207th Judicial District,REP,Jack Robison,True,14174,100.00
COMAL,District Judge,207th Judicial District,,Total,,14174,
COMAL,District Judge,274th Judicial District,REP,Gary L. Steel,True,14437,100.00
COMAL,District Judge,274th Judicial District,,Total,,14437,
COMAL,Criminal,Attorney Comal County,REP,Steven de Lemos,False,1074,6.33
COMAL,Criminal,Attorney Comal County,REP,"Joseph ""Joe"" Soane",False,3766,22.20
COMAL,Criminal,Attorney Comal County,REP,Jennifer Anne Owens Tharp,True,9194,54.19
COMAL,Criminal,Attorney Comal County,REP,Deborah Linnartz Wigington,False,2933,17.29
COMAL,Criminal,Attorney Comal County,,Total,,16967,
COMAL,Proposition 1  Texas should replace the property tax system with an appropriate consumption tax equivalent,,REP,IN FAVOR,False,10841,63.88
COMAL,Proposition 1  Texas should replace the property tax system with an appropriate consumption tax equivalent,,REP,AGAINST,False,6131,36.12
COMAL,Proposition 1  Texas should replace the property tax system with an appropriate consumption tax equivalent,,,Total,,16972,
COMAL,Proposition 2  No governmental entity should ever construct or fund construction of toll roads without voter,,REP,IN FAVOR,False,16088,91.07
COMAL,Proposition 2  No governmental entity should ever construct or fund construction of toll roads without voter,,REP,AGAINST,False,1577,8.93
COMAL,Proposition 2  No governmental entity should ever construct or fund construction of toll roads without voter,,,Total,,17665,
COMAL,Proposition 3  Republicans in the Texas House should select their Speaker nominee by secret ballot in a bind,,REP,IN FAVOR,False,14980,85.99
COMAL,Proposition 3  Republicans in the Texas House should select their Speaker nominee by secret ballot in a bind,,REP,AGAINST,False,2441,14.01
COMAL,Proposition 3  Republicans in the Texas House should select their Speaker nominee by secret ballot in a bind,,,Total,,17421,
COMAL,Proposition 4  Texas should require employers to screen new hires through the free EVerify system to protec,,REP,IN FAVOR,False,15984,90.79
COMAL,Proposition 4  Texas should require employers to screen new hires through the free EVerify system to protec,,REP,AGAINST,False,1622,9.21
COMAL,Proposition 4  Texas should require employers to screen new hires through the free EVerify system to protec,,,Total,,17606,
COMAL,"Proposition 5  Texas families should be empowered to choose from public, private, charter, or homeschool opt",,REP,IN FAVOR,False,14455,81.75
COMAL,"Proposition 5  Texas families should be empowered to choose from public, private, charter, or homeschool opt",,REP,AGAINST,False,3226,18.25
COMAL,"Proposition 5  Texas families should be empowered to choose from public, private, charter, or homeschool opt",,,Total,,17681,
COMAL,Proposition 6  Texas should protect the privacy and safety of women and children in spaces such as bathrooms,,REP,IN FAVOR,False,15776,89.21
COMAL,Proposition 6  Texas should protect the privacy and safety of women and children in spaces such as bathrooms,,REP,AGAINST,False,1908,10.79
COMAL,Proposition 6  Texas should protect the privacy and safety of women and children in spaces such as bathrooms,,,Total,,17684,
COMAL,Proposition 7  I believe abortion should be abolished in Texas,,REP,IN FAVOR,False,11422,65.49
COMAL,Proposition 7  I believe abortion should be abolished in Texas,,REP,AGAINST,False,6019,34.51
COMAL,Proposition 7  I believe abortion should be abolished in Texas,,,Total,,17441,
COMAL,Proposition 8  Vote fraud should be a felony in Texas to help ensure fair elections,,REP,IN FAVOR,False,16865,95.05
COMAL,Proposition 8  Vote fraud should be a felony in Texas to help ensure fair elections,,REP,AGAINST,False,879,4.95
COMAL,Proposition 8  Vote fraud should be a felony in Texas to help ensure fair elections,,,Total,,17744,
COMAL,Proposition 9  Texas demands that Congress completely repeal Obamacare,,REP,IN FAVOR,False,15624,88.32
COMAL,Proposition 9  Texas demands that Congress completely repeal Obamacare,,REP,AGAINST,False,2067,11.68
COMAL,Proposition 9  Texas demands that Congress completely repeal Obamacare,,,Total,,17691,
COMAL,"Proposition 10  To slow the growth of property taxes, yearly revenue increases should be capped at 4%, with",,REP,IN FAVOR,False,16501,94.12
COMAL,"Proposition 10  To slow the growth of property taxes, yearly revenue increases should be capped at 4%, with",,REP,AGAINST,False,1030,5.88
COMAL,"Proposition 10  To slow the growth of property taxes, yearly revenue increases should be capped at 4%, with",,,Total,,17531,
COMAL,Proposition 11  Tax dollars should not be used to fund the building of stadiums for professional or semipro,,REP,IN FAVOR,False,15671,88.77
COMAL,Proposition 11  Tax dollars should not be used to fund the building of stadiums for professional or semipro,,REP,AGAINST,False,1982,11.23
COMAL,Proposition 11  Tax dollars should not be used to fund the building of stadiums for professional or semipro,,,Total,,17653,
COMANCHE,U. S. Senator,,REP,Ted Cruz,True,1979,84.64
COMANCHE,U. S. Senator,,REP,Stefano de Stefano,False,54,2.31
COMANCHE,U. S. Senator,,REP,"Bruce Jacobson, Jr.",False,94,4.02
COMANCHE,U. S. Senator,,REP,Mary Miller,False,181,7.74
COMANCHE,U. S. Senator,,REP,Geraldine Sam,False,30,1.28
COMANCHE,U. S. Senator,,,Total,,2338,
COMANCHE,U. S. Representative,11,REP,Mike Conaway,True,1870,81.66
COMANCHE,U. S. Representative,11,REP,Paul Myers,False,420,18.34
COMANCHE,U. S. Representative,11,,Total,,2290,
COMANCHE,Governor,,REP,Greg Abbott,True,2080,88.47
COMANCHE,Governor,,REP,SECEDE Kilgore,False,43,1.83
COMANCHE,Governor,,REP,Barbara Krueger,False,228,9.70
COMANCHE,Governor,,,Total,,2351,
COMANCHE,Lieutenant Governor,,REP,Scott Milder,False,730,31.01
COMANCHE,Lieutenant Governor,,REP,Dan Patrick,True,1624,68.99
COMANCHE,Lieutenant Governor,,,Total,,2354,
COMANCHE,Attorney General,,REP,Ken Paxton,True,1912,100.00
COMANCHE,Attorney General,,,Total,,1912,
COMANCHE,Comptroller of Public Accounts,,REP,Glenn Hegar,True,1856,100.00
COMANCHE,Comptroller of Public Accounts,,,Total,,1856,
COMANCHE,Commissioner of the General Land Office,,REP,George P. Bush,True,1325,60.20
COMANCHE,Commissioner of the General Land Office,,REP,Davey Edwards,False,182,8.27
COMANCHE,Commissioner of the General Land Office,,REP,Jerry Patterson,False,459,20.85
COMANCHE,Commissioner of the General Land Office,,REP,Rick Range,False,235,10.68
COMANCHE,Commissioner of the General Land Office,,,Total,,2201,
COMANCHE,Commissioner of Agriculture,,REP,Trey Blocker,False,443,18.54
COMANCHE,Commissioner of Agriculture,,REP,Jim Hogan,False,284,11.89
COMANCHE,Commissioner of Agriculture,,REP,Sid Miller,True,1662,69.57
COMANCHE,Commissioner of Agriculture,,,Total,,2389,
COMANCHE,Railroad Commissioner,,REP,Christi Craddick,True,1399,68.34
COMANCHE,Railroad Commissioner,,REP,Weston Martinez,False,648,31.66
COMANCHE,Railroad Commissioner,,,Total,,2047,
COMANCHE,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,False,1784,100.00
COMANCHE,"Justice, Supreme Court, Place 2",,,Total,,1784,
COMANCHE,"Justice, Supreme Court, Place 4",,REP,John Devine,True,1777,100.00
COMANCHE,"Justice, Supreme Court, Place 4",,,Total,,1777,
COMANCHE,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,True,1771,100.00
COMANCHE,"Justice, Supreme Court, Place 6",,,Total,,1771,
COMANCHE,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,False,852,44.82
COMANCHE,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,True,1049,55.18
COMANCHE,"Presiding Judge, Court of Criminal Appeals",,,Total,,1901,
COMANCHE,Judge Court of Criminal Appeals,7,REP,Barbara Parker Hervey,True,1689,100.00
COMANCHE,Judge Court of Criminal Appeals,7,,Total,,1689,
COMANCHE,Judge Court of Criminal Appeals,8,REP,Jay Brandon,False,587,32.47
COMANCHE,Judge Court of Criminal Appeals,8,REP,Michelle Slaughter,False,937,51.83
COMANCHE,Judge Court of Criminal Appeals,8,REP,Dib Waldrip,False,284,15.71
COMANCHE,Judge Court of Criminal Appeals,8,,Total,,1808,
COMANCHE,State Representative,59,REP,Chris Evans,False,1053,43.49
COMANCHE,State Representative,59,REP,J.D. Sheffield,True,1368,56.51
COMANCHE,State Representative,59,,Total,,2421,
COMANCHE,"Chief Justice, 11th Court of Appeals District",,REP,John Bailey,False,1767,100.00
COMANCHE,"Chief Justice, 11th Court of Appeals District",,,Total,,1767,
COMANCHE,District Judge,220th Judicial District,REP,Shaun Carpenter,False,1775,100.00
COMANCHE,District Judge,220th Judicial District,,Total,,1775,
COMANCHE,Proposition 1  Texas should replace the property tax system with an appropriate consumption tax equivalent,,REP,IN FAVOR,False,1566,70.67
COMANCHE,Proposition 1  Texas should replace the property tax system with an appropriate consumption tax equivalent,,REP,AGAINST,False,650,29.33
COMANCHE,Proposition 1  Texas should replace the property tax system with an appropriate consumption tax equivalent,,,Total,,2216,
COMANCHE,Proposition 2  No governmental entity should ever construct or fund construction of toll roads without voter,,REP,IN FAVOR,False,2173,91.49
COMANCHE,Proposition 2  No governmental entity should ever construct or fund construction of toll roads without voter,,REP,AGAINST,False,202,8.51
COMANCHE,Proposition 2  No governmental entity should ever construct or fund construction of toll roads without voter,,,Total,,2375,
COMANCHE,Proposition 3  Republicans in the Texas House should select their Speaker nominee by secret ballot in a bind,,REP,IN FAVOR,False,1889,82.42
COMANCHE,Proposition 3  Republicans in the Texas House should select their Speaker nominee by secret ballot in a bind,,REP,AGAINST,False,403,17.58
COMANCHE,Proposition 3  Republicans in the Texas House should select their Speaker nominee by secret ballot in a bind,,,Total,,2292,
COMANCHE,Proposition 4  Texas should require employers to screen new hires through the free EVerify system to protec,,REP,IN FAVOR,False,2055,87.41
COMANCHE,Proposition 4  Texas should require employers to screen new hires through the free EVerify system to protec,,REP,AGAINST,False,296,12.59
COMANCHE,Proposition 4  Texas should require employers to screen new hires through the free EVerify system to protec,,,Total,,2351,
COMANCHE,"Proposition 5  Texas families should be empowered to choose from public, private, charter, or homeschool opt",,REP,IN FAVOR,False,1751,74.77
COMANCHE,"Proposition 5  Texas families should be empowered to choose from public, private, charter, or homeschool opt",,REP,AGAINST,False,591,25.23
COMANCHE,"Proposition 5  Texas families should be empowered to choose from public, private, charter, or homeschool opt",,,Total,,2342,
COMANCHE,Proposition 6  Texas should protect the privacy and safety of women and children in spaces such as bathrooms,,REP,IN FAVOR,False,2221,93.36
COMANCHE,Proposition 6  Texas should protect the privacy and safety of women and children in spaces such as bathrooms,,REP,AGAINST,False,158,6.64
COMANCHE,Proposition 6  Texas should protect the privacy and safety of women and children in spaces such as bathrooms,,,Total,,2379,
COMANCHE,Proposition 7  I believe abortion should be abolished in Texas,,REP,IN FAVOR,False,1565,67.63
COMANCHE,Proposition 7  I believe abortion should be abolished in Texas,,REP,AGAINST,False,749,32.37
COMANCHE,Proposition 7  I believe abortion should be abolished in Texas,,,Total,,2314,
COMANCHE,Proposition 8  Vote fraud should be a felony in Texas to help ensure fair elections,,REP,IN FAVOR,False,2268,94.78
COMANCHE,Proposition 8  Vote fraud should be a felony in Texas to help ensure fair elections,,REP,AGAINST,False,125,5.22
COMANCHE,Proposition 8  Vote fraud should be a felony in Texas to help ensure fair elections,,,Total,,2393,
COMANCHE,Proposition 9  Texas demands that Congress completely repeal Obamacare,,REP,IN FAVOR,False,2063,86.79
COMANCHE,Proposition 9  Texas demands that Congress completely repeal Obamacare,,REP,AGAINST,False,314,13.21
COMANCHE,Proposition 9  Texas demands that Congress completely repeal Obamacare,,,Total,,2377,
COMANCHE,"Proposition 10  To slow the growth of property taxes, yearly revenue increases should be capped at 4%, with",,REP,IN FAVOR,False,2177,93.51
COMANCHE,"Proposition 10  To slow the growth of property taxes, yearly revenue increases should be capped at 4%, with",,REP,AGAINST,False,151,6.49
COMANCHE,"Proposition 10  To slow the growth of property taxes, yearly revenue increases should be capped at 4%, with",,,Total,,2328,
COMANCHE,Proposition 11  Tax dollars should not be used to fund the building of stadiums for professional or semipro,,REP,IN FAVOR,False,2055,86.75
COMANCHE,Proposition 11  Tax dollars should not be used to fund the building of stadiums for professional or semipro,,REP,AGAINST,False,314,13.25
COMANCHE,Proposition 11  Tax dollars should not be used to fund the building of stadiums for professional or semipro,,,Total,,2369,
CONCHO,U. S. Senator,,REP,Ted Cruz,True,452,84.33
CONCHO,U. S. Senator,,REP,Stefano de Stefano,False,13,2.43
CONCHO,U. S. Senator,,REP,"Bruce Jacobson, Jr.",False,20,3.73
CONCHO,U. S. Senator,,REP,Mary Miller,False,44,8.21
CONCHO,U. S. Senator,,REP,Geraldine Sam,False,7,1.31
CONCHO,U. S. Senator,,,Total,,536,
CONCHO,U. S. Representative,11,REP,Mike Conaway,True,484,89.63
CONCHO,U. S. Representative,11,REP,Paul Myers,False,56,10.37
CONCHO,U. S. Representative,11,,Total,,540,
CONCHO,Governor,,REP,Greg Abbott,True,480,89.39
CONCHO,Governor,,REP,SECEDE Kilgore,False,1,0.19
CONCHO,Governor,,REP,Barbara Krueger,False,56,10.43
CONCHO,Governor,,,Total,,537,
CONCHO,Lieutenant Governor,,REP,Scott Milder,False,164,31.97
CONCHO,Lieutenant Governor,,REP,Dan Patrick,True,349,68.03
CONCHO,Lieutenant Governor,,,Total,,513,
CONCHO,Attorney General,,REP,Ken Paxton,True,451,100.00
CONCHO,Attorney General,,,Total,,451,
CONCHO,Comptroller of Public Accounts,,REP,Glenn Hegar,True,443,100.00
CONCHO,Comptroller of Public Accounts,,,Total,,443,
CONCHO,Commissioner of the General Land Office,,REP,George P. Bush,True,314,60.97
CONCHO,Commissioner of the General Land Office,,REP,Davey Edwards,False,26,5.05
CONCHO,Commissioner of the General Land Office,,REP,Jerry Patterson,False,131,25.44
CONCHO,Commissioner of the General Land Office,,REP,Rick Range,False,44,8.54
CONCHO,Commissioner of the General Land Office,,,Total,,515,
CONCHO,Commissioner of Agriculture,,REP,Trey Blocker,False,99,20.58
CONCHO,Commissioner of Agriculture,,REP,Jim Hogan,False,131,27.23
CONCHO,Commissioner of Agriculture,,REP,Sid Miller,True,251,52.18
CONCHO,Commissioner of Agriculture,,,Total,,481,
CONCHO,Railroad Commissioner,,REP,Christi Craddick,True,299,63.89
CONCHO,Railroad Commissioner,,REP,Weston Martinez,False,169,36.11
CONCHO,Railroad Commissioner,,,Total,,468,
CONCHO,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,False,422,100.00
CONCHO,"Justice, Supreme Court, Place 2",,,Total,,422,
CONCHO,"Justice, Supreme Court, Place 4",,REP,John Devine,True,419,100.00
CONCHO,"Justice, Supreme Court, Place 4",,,Total,,419,
CONCHO,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,True,423,100.00
CONCHO,"Justice, Supreme Court, Place 6",,,Total,,423,
CONCHO,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,False,281,64.75
CONCHO,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,True,153,35.25
CONCHO,"Presiding Judge, Court of Criminal Appeals",,,Total,,434,
CONCHO,Judge Court of Criminal Appeals,7,REP,Barbara Parker Hervey,True,403,100.00
CONCHO,Judge Court of Criminal Appeals,7,,Total,,403,
CONCHO,Judge Court of Criminal Appeals,8,REP,Jay Brandon,False,160,38.65
CONCHO,Judge Court of Criminal Appeals,8,REP,Michelle Slaughter,False,157,37.92
CONCHO,Judge Court of Criminal Appeals,8,REP,Dib Waldrip,False,97,23.43
CONCHO,Judge Court of Criminal Appeals,8,,Total,,414,
CONCHO,State Representative,72,REP,Drew Darby,True,467,100.00
CONCHO,State Representative,72,,Total,,467,
CONCHO,"Justice, 3rd Court of Appeals District, Place 2",,REP,Cindy Olson Bourland,True,413,100.00
CONCHO,"Justice, 3rd Court of Appeals District, Place 2",,,Total,,413,
CONCHO,"Justice, 3rd Court of Appeals District, Place 3",,REP,Scott Field,True,420,100.00
CONCHO,"Justice, 3rd Court of Appeals District, Place 3",,,Total,,420,
CONCHO,"Justice, 3rd Court of Appeals District, Place 5",,REP,David Puryear,True,417,100.00
CONCHO,"Justice, 3rd Court of Appeals District, Place 5",,,Total,,417,
CONCHO,"Justice, 3rd Court of Appeals District, Place 6",,REP,Donna Davidson,False,105,25.00
CONCHO,"Justice, 3rd Court of Appeals District, Place 6",,REP,Jennifer S. Freel,False,75,17.86
CONCHO,"Justice, 3rd Court of Appeals District, Place 6",,REP,Kristofer Monson,False,53,12.62
CONCHO,"Justice, 3rd Court of Appeals District, Place 6",,REP,"Michael (""Mike"") Toth",False,187,44.52
CONCHO,"Justice, 3rd Court of Appeals District, Place 6",,,Total,,420,
CONCHO,Proposition 1  Texas should replace the property tax system with an appropriate consumption tax equivalent,,REP,IN FAVOR,False,355,69.88
CONCHO,Proposition 1  Texas should replace the property tax system with an appropriate consumption tax equivalent,,REP,AGAINST,False,153,30.12
CONCHO,Proposition 1  Texas should replace the property tax system with an appropriate consumption tax equivalent,,,Total,,508,
CONCHO,Proposition 2  No governmental entity should ever construct or fund construction of toll roads without voter,,REP,IN FAVOR,False,480,90.23
CONCHO,Proposition 2  No governmental entity should ever construct or fund construction of toll roads without voter,,REP,AGAINST,False,52,9.77
CONCHO,Proposition 2  No governmental entity should ever construct or fund construction of toll roads without voter,,,Total,,532,
CONCHO,Proposition 3  Republicans in the Texas House should select their Speaker nominee by secret ballot in a bind,,REP,IN FAVOR,False,425,83.17
CONCHO,Proposition 3  Republicans in the Texas House should select their Speaker nominee by secret ballot in a bind,,REP,AGAINST,False,86,16.83
CONCHO,Proposition 3  Republicans in the Texas House should select their Speaker nominee by secret ballot in a bind,,,Total,,511,
CONCHO,Proposition 4  Texas should require employers to screen new hires through the free EVerify system to protec,,REP,IN FAVOR,False,472,89.73
CONCHO,Proposition 4  Texas should require employers to screen new hires through the free EVerify system to protec,,REP,AGAINST,False,54,10.27
CONCHO,Proposition 4  Texas should require employers to screen new hires through the free EVerify system to protec,,,Total,,526,
CONCHO,"Proposition 5  Texas families should be empowered to choose from public, private, charter, or homeschool opt",,REP,IN FAVOR,False,359,68.77
CONCHO,"Proposition 5  Texas families should be empowered to choose from public, private, charter, or homeschool opt",,REP,AGAINST,False,163,31.23
CONCHO,"Proposition 5  Texas families should be empowered to choose from public, private, charter, or homeschool opt",,,Total,,522,
CONCHO,Proposition 6  Texas should protect the privacy and safety of women and children in spaces such as bathrooms,,REP,IN FAVOR,False,500,93.98
CONCHO,Proposition 6  Texas should protect the privacy and safety of women and children in spaces such as bathrooms,,REP,AGAINST,False,32,6.02
CONCHO,Proposition 6  Texas should protect the privacy and safety of women and children in spaces such as bathrooms,,,Total,,532,
CONCHO,Proposition 7  I believe abortion should be abolished in Texas,,REP,IN FAVOR,False,347,66.35
CONCHO,Proposition 7  I believe abortion should be abolished in Texas,,REP,AGAINST,False,176,33.65
CONCHO,Proposition 7  I believe abortion should be abolished in Texas,,,Total,,523,
CONCHO,Proposition 8  Vote fraud should be a felony in Texas to help ensure fair elections,,REP,IN FAVOR,False,512,95.70
CONCHO,Proposition 8  Vote fraud should be a felony in Texas to help ensure fair elections,,REP,AGAINST,False,23,4.30
CONCHO,Proposition 8  Vote fraud should be a felony in Texas to help ensure fair elections,,,Total,,535,
CONCHO,Proposition 9  Texas demands that Congress completely repeal Obamacare,,REP,IN FAVOR,False,459,86.93
CONCHO,Proposition 9  Texas demands that Congress completely repeal Obamacare,,REP,AGAINST,False,69,13.07
CONCHO,Proposition 9  Texas demands that Congress completely repeal Obamacare,,,Total,,528,
CONCHO,"Proposition 10  To slow the growth of property taxes, yearly revenue increases should be capped at 4%, with",,REP,IN FAVOR,False,476,91.19
CONCHO,"Proposition 10  To slow the growth of property taxes, yearly revenue increases should be capped at 4%, with",,REP,AGAINST,False,46,8.81
CONCHO,"Proposition 10  To slow the growth of property taxes, yearly revenue increases should be capped at 4%, with",,,Total,,522,
CONCHO,Proposition 11  Tax dollars should not be used to fund the building of stadiums for professional or semipro,,REP,IN FAVOR,False,471,88.53
CONCHO,Proposition 11  Tax dollars should not be used to fund the building of stadiums for professional or semipro,,REP,AGAINST,False,61,11.47
CONCHO,Proposition 11  Tax dollars should not be used to fund the building of stadiums for professional or semipro,,,Total,,532,
COOKE,U. S. Senator,,REP,Ted Cruz,True,3927,87.71
COOKE,U. S. Senator,,REP,Stefano de Stefano,False,95,2.12
COOKE,U. S. Senator,,REP,"Bruce Jacobson, Jr.",False,208,4.65
COOKE,U. S. Senator,,REP,Mary Miller,False,203,4.53
COOKE,U. S. Senator,,REP,Geraldine Sam,False,44,0.98
COOKE,U. S. Senator,,,Total,,4477,
COOKE,U. S. Representative,13,REP,Mac Thornberry,True,3634,100.00
COOKE,U. S. Representative,13,,Total,,3634,
COOKE,Governor,,REP,Greg Abbott,True,4140,92.41
COOKE,Governor,,REP,SECEDE Kilgore,False,61,1.36
COOKE,Governor,,REP,Barbara Krueger,False,279,6.23
COOKE,Governor,,,Total,,4480,
COOKE,Lieutenant Governor,,REP,Scott Milder,False,1084,23.99
COOKE,Lieutenant Governor,,REP,Dan Patrick,True,3435,76.01
COOKE,Lieutenant Governor,,,Total,,4519,
COOKE,Attorney General,,REP,Ken Paxton,True,3698,100.00
COOKE,Attorney General,,,Total,,3698,
COOKE,Comptroller of Public Accounts,,REP,Glenn Hegar,True,3500,100.00
COOKE,Comptroller of Public Accounts,,,Total,,3500,
COOKE,Commissioner of the General Land Office,,REP,George P. Bush,True,2780,65.83
COOKE,Commissioner of the General Land Office,,REP,Davey Edwards,False,270,6.39
COOKE,Commissioner of the General Land Office,,REP,Jerry Patterson,False,922,21.83
COOKE,Commissioner of the General Land Office,,REP,Rick Range,False,251,5.94
COOKE,Commissioner of the General Land Office,,,Total,,4223,
COOKE,Commissioner of Agriculture,,REP,Trey Blocker,False,822,21.80
COOKE,Commissioner of Agriculture,,REP,Jim Hogan,False,932,24.72
COOKE,Commissioner of Agriculture,,REP,Sid Miller,True,2016,53.47
COOKE,Commissioner of Agriculture,,,Total,,3770,
COOKE,Railroad Commissioner,,REP,Christi Craddick,True,2736,73.14
COOKE,Railroad Commissioner,,REP,Weston Martinez,False,1005,26.86
COOKE,Railroad Commissioner,,,Total,,3741,
COOKE,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,False,3314,100.00
COOKE,"Justice, Supreme Court, Place 2",,,Total,,3314,
COOKE,"Justice, Supreme Court, Place 4",,REP,John Devine,True,3309,100.00
COOKE,"Justice, Supreme Court, Place 4",,,Total,,3309,
COOKE,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,True,3296,100.00
COOKE,"Justice, Supreme Court, Place 6",,,Total,,3296,
COOKE,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,False,2029,57.27
COOKE,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,True,1514,42.73
COOKE,"Presiding Judge, Court of Criminal Appeals",,,Total,,3543,
COOKE,Judge Court of Criminal Appeals,7,REP,Barbara Parker Hervey,True,3208,100.00
COOKE,Judge Court of Criminal Appeals,7,,Total,,3208,
COOKE,Judge Court of Criminal Appeals,8,REP,Jay Brandon,False,1395,41.02
COOKE,Judge Court of Criminal Appeals,8,REP,Michelle Slaughter,False,1449,42.61
COOKE,Judge Court of Criminal Appeals,8,REP,Dib Waldrip,False,557,16.38
COOKE,Judge Court of Criminal Appeals,8,,Total,,3401,
COOKE,State Senator,30,REP,Craig Carter,False,798,18.06
COOKE,State Senator,30,REP,Craig Estes,True,987,22.34
COOKE,State Senator,30,REP,Pat Fallon,False,2633,59.60
COOKE,State Senator,30,,Total,,4418,
COOKE,State Representative,68,REP,Drew Springer,True,3801,100.00
COOKE,State Representative,68,,Total,,3801,
COOKE,"Chief Justice, 2nd Court of Appeals District",,REP,Bonnie Sudderth,True,3267,100.00
COOKE,"Chief Justice, 2nd Court of Appeals District",,,Total,,3267,
COOKE,"Justice, 2nd Court of Appeals District, Place 4",,REP,Wade Birdwell,True,3241,100.00
COOKE,"Justice, 2nd Court of Appeals District, Place 4",,,Total,,3241,
COOKE,"Justice, 2nd Court of Appeals District, Place 5",,REP,Dabney Bassel,False,3256,100.00
COOKE,"Justice, 2nd Court of Appeals District, Place 5",,,Total,,3256,
COOKE,"Justice, 2nd Court of Appeals District, Place 6",,REP,Mark Pittman,True,3242,100.00
COOKE,"Justice, 2nd Court of Appeals District, Place 6",,,Total,,3242,
COOKE,Proposition 1  Texas should replace the property tax system with an appropriate consumption tax equivalent,,REP,IN FAVOR,False,2898,68.53
COOKE,Proposition 1  Texas should replace the property tax system with an appropriate consumption tax equivalent,,REP,AGAINST,False,1331,31.47
COOKE,Proposition 1  Texas should replace the property tax system with an appropriate consumption tax equivalent,,,Total,,4229,
COOKE,Proposition 2  No governmental entity should ever construct or fund construction of toll roads without voter,,REP,IN FAVOR,False,4019,90.52
COOKE,Proposition 2  No governmental entity should ever construct or fund construction of toll roads without voter,,REP,AGAINST,False,421,9.48
COOKE,Proposition 2  No governmental entity should ever construct or fund construction of toll roads without voter,,,Total,,4440,
COOKE,Proposition 3  Republicans in the Texas House should select their Speaker nominee by secret ballot in a bind,,REP,IN FAVOR,False,3879,88.46
COOKE,Proposition 3  Republicans in the Texas House should select their Speaker nominee by secret ballot in a bind,,REP,AGAINST,False,506,11.54
COOKE,Proposition 3  Republicans in the Texas House should select their Speaker nominee by secret ballot in a bind,,,Total,,4385,
COOKE,Proposition 4  Texas should require employers to screen new hires through the free EVerify system to protec,,REP,IN FAVOR,False,4072,92.04
COOKE,Proposition 4  Texas should require employers to screen new hires through the free EVerify system to protec,,REP,AGAINST,False,352,7.96
COOKE,Proposition 4  Texas should require employers to screen new hires through the free EVerify system to protec,,,Total,,4424,
COOKE,"Proposition 5  Texas families should be empowered to choose from public, private, charter, or homeschool opt",,REP,IN FAVOR,False,3411,76.55
COOKE,"Proposition 5  Texas families should be empowered to choose from public, private, charter, or homeschool opt",,REP,AGAINST,False,1045,23.45
COOKE,"Proposition 5  Texas families should be empowered to choose from public, private, charter, or homeschool opt",,,Total,,4456,
COOKE,Proposition 6  Texas should protect the privacy and safety of women and children in spaces such as bathrooms,,REP,IN FAVOR,False,4169,93.02
COOKE,Proposition 6  Texas should protect the privacy and safety of women and children in spaces such as bathrooms,,REP,AGAINST,False,313,6.98
COOKE,Proposition 6  Texas should protect the privacy and safety of women and children in spaces such as bathrooms,,,Total,,4482,
COOKE,Proposition 7  I believe abortion should be abolished in Texas,,REP,IN FAVOR,False,3398,76.79
COOKE,Proposition 7  I believe abortion should be abolished in Texas,,REP,AGAINST,False,1027,23.21
COOKE,Proposition 7  I believe abortion should be abolished in Texas,,,Total,,4425,
COOKE,Proposition 8  Vote fraud should be a felony in Texas to help ensure fair elections,,REP,IN FAVOR,False,4347,96.66
COOKE,Proposition 8  Vote fraud should be a felony in Texas to help ensure fair elections,,REP,AGAINST,False,150,3.34
COOKE,Proposition 8  Vote fraud should be a felony in Texas to help ensure fair elections,,,Total,,4497,
COOKE,Proposition 9  Texas demands that Congress completely repeal Obamacare,,REP,IN FAVOR,False,4057,90.92
COOKE,Proposition 9  Texas demands that Congress completely repeal Obamacare,,REP,AGAINST,False,405,9.08
COOKE,Proposition 9  Texas demands that Congress completely repeal Obamacare,,,Total,,4462,
COOKE,"Proposition 10  To slow the growth of property taxes, yearly revenue increases should be capped at 4%, with",,REP,IN FAVOR,False,4148,94.62
COOKE,"Proposition 10  To slow the growth of property taxes, yearly revenue increases should be capped at 4%, with",,REP,AGAINST,False,236,5.38
COOKE,"Proposition 10  To slow the growth of property taxes, yearly revenue increases should be capped at 4%, with",,,Total,,4384,
COOKE,Proposition 11  Tax dollars should not be used to fund the building of stadiums for professional or semipro,,REP,IN FAVOR,False,3983,89.07
COOKE,Proposition 11  Tax dollars should not be used to fund the building of stadiums for professional or semipro,,REP,AGAINST,False,489,10.93
