county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Randall,110,U.S. Senate,,REP,Stefano de Stefano,6,2,4,0
Randall,110,U.S. Senate,,REP,"Bruce Jacobson, Jr.",29,13,13,3
Randall,110,U.S. Senate,,REP,Mary Miller,55,22,30,3
Randall,110,U.S. Senate,,REP,Geraldine Sam,10,4,5,1
Randall,110,U.S. Senate,,REP,Ted Cruz,886,424,398,64
Randall,110,U.S. House,13,REP,Mac Thornberry,906,430,409,67
Randall,110,Governor,,REP,SECEDE Kilgore,12,6,6,0
Randall,110,Governor,,REP,Barbara Krueger,60,27,30,3
Randall,110,Governor,,REP,Greg Abbott,911,430,411,70
Randall,110,Lieutenant Governor,,REP,Dan Patrick,794,374,354,66
Randall,110,Lieutenant Governor,,REP,Scott Milder,172,79,88,5
Randall,110,Attorney General,,REP,Ken Paxton,899,422,407,70
Randall,110,Comptroller of Public Accounts,,REP,Glenn Hegar,877,413,397,67
Randall,110,Commissioner of the General Land Office,,REP,Rick Range,84,34,45,5
Randall,110,Commissioner of the General Land Office,,REP,Davey Edwards,56,21,32,3
Randall,110,Commissioner of the General Land Office,,REP,George P. Bush,577,286,252,39
Randall,110,Commissioner of the General Land Office,,REP,Jerry Patterson,213,94,99,20
Randall,110,Commissioner of Agriculture,,REP,Trey Blocker,195,85,97,13
Randall,110,Commissioner of Agriculture,,REP,Jim Hogan,180,90,76,14
Randall,110,Commissioner of Agriculture,,REP,Sid Miller,501,231,233,37
Randall,110,Railroad Commissioner,,REP,Weston Martinez,201,88,99,14
Randall,110,Railroad Commissioner,,REP,Christi Craddick,673,316,308,49
Randall,110,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,832,392,375,65
Randall,110,"Justice, Supreme Court, Place 4",,REP,John Devine,837,394,378,65
Randall,110,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,832,389,378,65
Randall,110,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,395,192,174,29
Randall,110,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,461,206,220,35
Randall,110,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,819,380,378,61
Randall,110,"Judge, Court of Criminal Appeals, Place 8",,REP,Dib Waldrip,149,78,61,10
Randall,110,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,352,156,175,21
Randall,110,"Judge, Court of Criminal Appeals, Place 8",,REP,Jay Brandon,296,134,134,28
Randall,110,State Senator,31,REP,Victor Leal,258,124,120,14
Randall,110,State Senator,31,REP,Mike Canon,190,90,94,6
Randall,110,State Senator,31,REP,Kel Seliger,548,256,241,51
Randall,110,State Representative,86,REP,John Smithee,910,428,416,66
Randall,110,"Justice, 7th Court of Appeals District, Place 2",,REP,Judy Parker,830,385,382,63
Randall,110,"Justice, 7th Court of Appeals District, Place 3",,REP,Pat Pirtle,833,386,385,62
Randall,110,"District Judge, 47th Judicial District",,REP,Dan L. Schaap,824,382,380,62
Randall,110,"District Judge, 181st Judicial District",,REP,John B. Board,825,383,380,62
Randall,110,"District Judge, 251st Judicial District",,REP,Ana Elizabeth Estevez,807,378,368,61
Randall,110,Criminal District Attorney,,REP,Robert Love,831,392,377,62
Randall,110,County Judge,,REP,Ernie Houdashell,860,407,392,61
Randall,110,"Judge, County Court at Law #1",,REP,James W. Anderson,822,383,376,63
Randall,110,"Judge, County Court at Law #2",,REP,James Abbott,347,163,154,30
Randall,110,"Judge, County Court at Law #2",,REP,Stewart R. Werner,163,75,82,6
Randall,110,"Judge, County Court at Law #2",,REP,Matt Martindale,420,196,196,28
Randall,110,District Clerk,,REP,Joel Forbis,810,373,375,62
Randall,110,County Clerk,,REP,Jami Love,183,88,75,20
Randall,110,County Clerk,,REP,Marie McNutt,221,90,115,16
Randall,110,County Clerk,,REP,Susan Allen,440,208,206,26
Randall,110,County Treasurer,,REP,Angie Parker,815,376,378,61
Randall,110,"Justice of the Peace, Precinct No. 4",,REP,Clay Houdashell,832,392,380,60
Randall,110,County Chairman,,REP,Terry Harman,478,209,227,42
Randall,110,County Chairman,,REP,Jinger White,332,154,159,19
Randall,110,Proposition 1,,REP,YES,543,249,265,29
Randall,110,Proposition 1,,REP,NO,400,181,180,39
Randall,110,Proposition 2,,REP,YES,900,414,418,68
Randall,110,Proposition 2,,REP,NO,65,32,30,3
Randall,110,Proposition 3,,REP,YES,844,378,402,64
Randall,110,Proposition 3,,REP,NO,112,61,44,7
Randall,110,Proposition 4,,REP,YES,884,400,412,72
Randall,110,Proposition 4,,REP,NO,82,46,35,1
Randall,110,Proposition 5,,REP,YES,771,363,348,60
Randall,110,Proposition 5,,REP,NO,193,81,100,12
Randall,110,Proposition 6,,REP,YES,935,427,435,73
Randall,110,Proposition 6,,REP,NO,39,24,15,0
Randall,110,Proposition 7,,REP,YES,708,329,322,57
Randall,110,Proposition 7,,REP,NO,250,111,125,14
Randall,110,Proposition 8,,REP,YES,947,439,437,71
Randall,110,Proposition 8,,REP,NO,35,18,17,0
Randall,110,Proposition 9,,REP,YES,896,414,415,67
Randall,110,Proposition 9,,REP,NO,69,35,30,4
Randall,110,Proposition 10,,REP,YES,902,410,428,64
Randall,110,Proposition 10,,REP,NO,47,25,17,5
Randall,110,Proposition 11,,REP,YES,813,367,383,63
Randall,110,Proposition 11,,REP,NO,150,80,62,8
Randall,111,U.S. Senate,,REP,Stefano de Stefano,8,5,3,0
Randall,111,U.S. Senate,,REP,"Bruce Jacobson, Jr.",24,9,11,4
Randall,111,U.S. Senate,,REP,Mary Miller,45,12,32,1
Randall,111,U.S. Senate,,REP,Geraldine Sam,6,4,2,0
Randall,111,U.S. Senate,,REP,Ted Cruz,468,175,251,42
Randall,111,U.S. House,13,REP,Mac Thornberry,514,191,276,47
Randall,111,Governor,,REP,SECEDE Kilgore,12,6,6,0
Randall,111,Governor,,REP,Barbara Krueger,41,18,22,1
Randall,111,Governor,,REP,Greg Abbott,496,186,261,49
Randall,111,Lieutenant Governor,,REP,Dan Patrick,445,163,235,47
Randall,111,Lieutenant Governor,,REP,Scott Milder,113,47,63,3
Randall,111,Attorney General,,REP,Ken Paxton,509,192,272,45
Randall,111,Comptroller of Public Accounts,,REP,Glenn Hegar,495,188,263,44
Randall,111,Commissioner of the General Land Office,,REP,Rick Range,29,9,16,4
Randall,111,Commissioner of the General Land Office,,REP,Davey Edwards,37,15,19,3
Randall,111,Commissioner of the General Land Office,,REP,George P. Bush,329,124,182,23
Randall,111,Commissioner of the General Land Office,,REP,Jerry Patterson,143,54,71,18
Randall,111,Commissioner of Agriculture,,REP,Trey Blocker,124,41,66,17
Randall,111,Commissioner of Agriculture,,REP,Jim Hogan,122,44,70,8
Randall,111,Commissioner of Agriculture,,REP,Sid Miller,261,97,142,22
Randall,111,Railroad Commissioner,,REP,Weston Martinez,150,67,71,12
Randall,111,Railroad Commissioner,,REP,Christi Craddick,357,118,204,35
Randall,111,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,477,172,262,43
Randall,111,"Justice, Supreme Court, Place 4",,REP,John Devine,475,170,261,44
Randall,111,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,471,171,257,43
Randall,111,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,246,89,132,25
Randall,111,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,251,93,136,22
Randall,111,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,471,169,258,44
Randall,111,"Judge, Court of Criminal Appeals, Place 8",,REP,Dib Waldrip,87,30,51,6
Randall,111,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,210,84,114,12
Randall,111,"Judge, Court of Criminal Appeals, Place 8",,REP,Jay Brandon,180,56,97,27
Randall,111,State Senator,31,REP,Victor Leal,180,77,96,7
Randall,111,State Senator,31,REP,Mike Canon,98,51,45,2
Randall,111,State Senator,31,REP,Kel Seliger,280,82,159,39
Randall,111,State Representative,86,REP,John Smithee,517,192,279,46
Randall,111,"Justice, 7th Court of Appeals District, Place 2",,REP,Judy Parker,478,175,259,44
Randall,111,"Justice, 7th Court of Appeals District, Place 3",,REP,Pat Pirtle,474,170,259,45
Randall,111,"District Judge, 47th Judicial District",,REP,Dan L. Schaap,470,168,259,43
Randall,111,"District Judge, 181st Judicial District",,REP,John B. Board,474,170,261,43
Randall,111,"District Judge, 251st Judicial District",,REP,Ana Elizabeth Estevez,472,175,252,45
Randall,111,Criminal District Attorney,,REP,Robert Love,470,168,258,44
Randall,111,County Judge,,REP,Ernie Houdashell,481,175,260,46
Randall,111,"Judge, County Court at Law #1",,REP,James W. Anderson,467,167,257,43
Randall,111,"Judge, County Court at Law #2",,REP,James Abbott,232,91,117,24
Randall,111,"Judge, County Court at Law #2",,REP,Stewart R. Werner,94,40,48,6
Randall,111,"Judge, County Court at Law #2",,REP,Matt Martindale,199,65,118,16
Randall,111,District Clerk,,REP,Joel Forbis,465,167,254,44
Randall,111,County Clerk,,REP,Jami Love,135,48,72,15
Randall,111,County Clerk,,REP,Marie McNutt,154,62,82,10
Randall,111,County Clerk,,REP,Susan Allen,210,66,122,22
Randall,111,County Treasurer,,REP,Angie Parker,468,165,258,45
Randall,111,"Justice of the Peace, Precinct No. 4",,REP,Clay Houdashell,476,172,259,45
Randall,111,County Chairman,,REP,Terry Harman,295,97,169,29
Randall,111,County Chairman,,REP,Jinger White,189,76,96,17
Randall,111,Proposition 1,,REP,YES,310,107,177,26
Randall,111,Proposition 1,,REP,NO,220,88,109,23
Randall,111,Proposition 2,,REP,YES,494,183,264,47
Randall,111,Proposition 2,,REP,NO,44,18,23,3
Randall,111,Proposition 3,,REP,YES,468,174,246,48
Randall,111,Proposition 3,,REP,NO,71,31,39,1
Randall,111,Proposition 4,,REP,YES,492,177,265,50
Randall,111,Proposition 4,,REP,NO,47,26,21,0
Randall,111,Proposition 5,,REP,YES,429,164,227,38
Randall,111,Proposition 5,,REP,NO,120,43,65,12
Randall,111,Proposition 6,,REP,YES,513,191,272,50
Randall,111,Proposition 6,,REP,NO,36,15,21,0
Randall,111,Proposition 7,,REP,YES,420,169,212,39
Randall,111,Proposition 7,,REP,NO,121,36,76,9
Randall,111,Proposition 8,,REP,YES,523,196,278,49
Randall,111,Proposition 8,,REP,NO,22,6,16,0
Randall,111,Proposition 9,,REP,YES,494,186,261,47
Randall,111,Proposition 9,,REP,NO,55,23,30,2
Randall,111,Proposition 10,,REP,YES,518,198,271,49
Randall,111,Proposition 10,,REP,NO,27,7,20,0
Randall,111,Proposition 11,,REP,YES,440,165,233,42
Randall,111,Proposition 11,,REP,NO,107,41,59,7
Randall,112,U.S. Senate,,REP,Stefano de Stefano,10,6,4,0
Randall,112,U.S. Senate,,REP,"Bruce Jacobson, Jr.",17,6,10,1
Randall,112,U.S. Senate,,REP,Mary Miller,27,12,13,2
Randall,112,U.S. Senate,,REP,Geraldine Sam,3,1,2,0
Randall,112,U.S. Senate,,REP,Ted Cruz,299,135,136,28
Randall,112,U.S. House,13,REP,Mac Thornberry,323,148,146,29
Randall,112,Governor,,REP,SECEDE Kilgore,9,5,4,0
Randall,112,Governor,,REP,Barbara Krueger,34,17,17,0
Randall,112,Governor,,REP,Greg Abbott,308,133,144,31
Randall,112,Lieutenant Governor,,REP,Dan Patrick,267,113,127,27
Randall,112,Lieutenant Governor,,REP,Scott Milder,79,42,34,3
Randall,112,Attorney General,,REP,Ken Paxton,321,144,150,27
Randall,112,Comptroller of Public Accounts,,REP,Glenn Hegar,309,136,146,27
Randall,112,Commissioner of the General Land Office,,REP,Rick Range,29,13,13,3
Randall,112,Commissioner of the General Land Office,,REP,Davey Edwards,34,16,15,3
Randall,112,Commissioner of the General Land Office,,REP,George P. Bush,211,95,100,16
Randall,112,Commissioner of the General Land Office,,REP,Jerry Patterson,66,30,30,6
Randall,112,Commissioner of Agriculture,,REP,Trey Blocker,84,44,33,7
Randall,112,Commissioner of Agriculture,,REP,Jim Hogan,91,37,44,10
Randall,112,Commissioner of Agriculture,,REP,Sid Miller,141,62,69,10
Randall,112,Railroad Commissioner,,REP,Weston Martinez,80,36,34,10
Randall,112,Railroad Commissioner,,REP,Christi Craddick,238,111,109,18
Randall,112,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,297,133,140,24
Randall,112,"Justice, Supreme Court, Place 4",,REP,John Devine,298,133,141,24
Randall,112,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,296,133,139,24
Randall,112,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,128,44,66,18
Randall,112,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,186,98,77,11
Randall,112,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,295,134,137,24
Randall,112,"Judge, Court of Criminal Appeals, Place 8",,REP,Dib Waldrip,52,28,22,2
Randall,112,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,145,74,61,10
Randall,112,"Judge, Court of Criminal Appeals, Place 8",,REP,Jay Brandon,111,38,57,16
Randall,112,State Senator,31,REP,Victor Leal,121,54,58,9
Randall,112,State Senator,31,REP,Mike Canon,59,25,31,3
Randall,112,State Senator,31,REP,Kel Seliger,179,82,78,19
Randall,112,State Representative,86,REP,John Smithee,311,139,146,26
Randall,112,"Justice, 7th Court of Appeals District, Place 2",,REP,Judy Parker,294,130,140,24
