office,district,candidate,incumbent,party,votes,pct
U. S. Representative,14,Total,,,44788,
U. S. Representative,15,Tim Westley,FALSE,REP,14794,100
U. S. Representative,15,Total,,,14794,
U. S. Representative,16,Alia GarciaUreste,FALSE,REP,3238,30.65
U. S. Representative,16,Rick Seeberger,FALSE,REP,7328,69.35
U. S. Representative,16,Total,,,10566,
U. S. Representative,17,Bill Flores,TRUE,REP,44388,100
U. S. Representative,17,Total,,,44388,
U. S. Representative,18,Ava Reynero Pate,FALSE,REP,7634,100
U. S. Representative,18,Total,,,7634,
U. S. Representative,19,Jodey Arrington,TRUE,REP,55433,100
U. S. Representative,19,Total,,,55433,
U. S. Representative,21,Ivan A. Andarza,FALSE,REP,96,0.13
U. S. Representative,21,Eric Burkhart,FALSE,REP,723,1.01
U. S. Representative,21,"Francisco ""Quico"" Canseco",FALSE,REP,2489,3.47
U. S. Representative,21,Mauro Garza,FALSE,REP,663,0.92
U. S. Representative,21,Foster Hagen,FALSE,REP,394,0.55
U. S. Representative,21,Jason Isaac,FALSE,REP,7208,10.04
U. S. Representative,21,Ryan Krause,FALSE,REP,2300,3.2
U. S. Representative,21,Matt McCall,FALSE,REP,12152,16.93
U. S. Representative,21,Susan Narvaiz,FALSE,REP,2720,3.79
U. S. Representative,21,William Negley,FALSE,REP,11163,15.55
U. S. Representative,21,Al M. Poteet,FALSE,REP,1300,1.81
U. S. Representative,21,Autry J. Pruitt,FALSE,REP,455,0.63
U. S. Representative,21,Chip Roy,FALSE,REP,19428,27.06
U. S. Representative,21,Jenifer Sarver,FALSE,REP,4027,5.61
U. S. Representative,21,Robert Stovall,FALSE,REP,3414,4.76
U. S. Representative,21,Samuel Temple,FALSE,REP,1020,1.42
U. S. Representative,21,Peggy Wardlaw,FALSE,REP,1285,1.79
U. S. Representative,21,Anthony J. White,FALSE,REP,952,1.33
U. S. Representative,21,Total,,,71789,
U. S. Representative,22,James Green,FALSE,REP,2531,5.53
U. S. Representative,22,Danny Nguyen,FALSE,REP,6181,13.49
U. S. Representative,22,Pete Olson,TRUE,REP,35918,78.41
U. S. Representative,22,Eric Zmrhal,FALSE,REP,1177,2.57
U. S. Representative,22,Total,,,45807,
U. S. Representative,23,Alma ArredondoLynch,FALSE,REP,6144,19.73
U. S. Representative,23,Will Hurd,TRUE,REP,25001,80.27
U. S. Representative,23,Total,,,31145,
U. S. Representative,24,Johnathan Kyle Davidson,FALSE,REP,10425,25.59
U. S. Representative,24,Kenny E Marchant,TRUE,REP,30310,74.41
U. S. Representative,24,Total,,,40735,
U. S. Representative,25,Roger Williams,TRUE,REP,51122,100
U. S. Representative,25,Total,,,51122,
U. S. Representative,26,Veronica Birkenstock,FALSE,REP,12720,23.01
U. S. Representative,26,Michael C. Burgess,TRUE,REP,42556,76.99
U. S. Representative,26,Total,,,55276,
U. S. Representative,27,Bech Bruun,FALSE,REP,15919,36.09
U. S. Representative,27,Michael Cloud,FALSE,REP,14920,33.83
U. S. Representative,27,Eddie Gassman,FALSE,REP,1237,2.8
U. S. Representative,27,John Grunwald,FALSE,REP,3027,6.86
U. S. Representative,27,Jerry Hall,FALSE,REP,3649,8.27
U. S. Representative,27,Christopher K. Mapp,FALSE,REP,5356,12.14
U. S. Representative,27,Total,,,44108,
U. S. Representative,29,Phillip Aronoff,FALSE,REP,2406,38.6
U. S. Representative,29,Jaimy Z. Blanco,FALSE,REP,1314,21.08
U. S. Representative,29,Carmen Maria Montiel,FALSE,REP,1470,23.58
U. S. Representative,29,Robert Schafranek,FALSE,REP,1043,16.73
U. S. Representative,29,Total,,,6233,
U. S. Representative,31,John Carter,TRUE,REP,34623,65.5
U. S. Representative,31,Mike Sweeney,FALSE,REP,18236,34.5
U. S. Representative,31,Total,,,52859,
U. S. Representative,32,Paul Brown,FALSE,REP,8599,20.71
U. S. Representative,32,Pete Sessions,TRUE,REP,32929,79.29
U. S. Representative,32,Total,,,41528,
U. S. Representative,33,Willie Billups,FALSE,REP,5254,100
U. S. Representative,33,Total,,,5254,
U. S. Representative,34,Rey Gonzalez,FALSE,REP,10227,100
U. S. Representative,34,Total,,,10227,
U. S. Representative,35,Sherrill Kenneth (SK) Alexander,FALSE,REP,6264,46.7
U. S. Representative,35,David Smalling,FALSE,REP,7148,53.3
U. S. Representative,35,Total,,,13412,
U. S. Representative,36,Brian Babin,TRUE,REP,50317,100
U. S. Representative,36,Total,,,50317,
Governor,,Greg Abbott,TRUE,REP,1400647,90.42
Governor,,SECEDE Kilgore,FALSE,REP,20501,1.32
Governor,,Barbara Krueger,FALSE,REP,127858,8.25
Governor,,Total,,,1549006,
Lieutenant Governor,,Scott Milder,FALSE,REP,368995,23.93
Lieutenant Governor,,Dan Patrick,TRUE,REP,1172830,76.07
Lieutenant Governor,,Total,,,1541825,
Attorney General,,Ken Paxton,TRUE,REP,1317169,100
Attorney General,,Total,,,1317169,
Comptroller of Public Accounts,,Glenn Hegar,TRUE,REP,1271222,100
Comptroller of Public Accounts,,Total,,,1271222,
Commissioner of the General Land Office,,George P. Bush,TRUE,REP,862512,58.22
Commissioner of the General Land Office,,Davey Edwards,FALSE,REP,101359,6.84
Commissioner of the General Land Office,,Jerry Patterson,FALSE,REP,439602,29.67
Commissioner of the General Land Office,,Rick Range,FALSE,REP,78124,5.27
Commissioner of the General Land Office,,Total,,,1481597,
Commissioner of Agriculture,,Trey Blocker,FALSE,REP,291583,21.48
Commissioner of Agriculture,,Jim Hogan,FALSE,REP,310431,22.87
Commissioner of Agriculture,,Sid Miller,TRUE,REP,755498,55.65
Commissioner of Agriculture,,Total,,,1357512,
Railroad Commissioner,,Christi Craddick,TRUE,REP,1042633,75.83
Railroad Commissioner,,Weston Martinez,FALSE,REP,332374,24.17
Railroad Commissioner,,Total,,,1375007,
"Justice, Supreme Court, Place 2",,Jimmy Blacklock,FALSE,REP,1215844,100
"Justice, Supreme Court, Place 2",,Total,,,1215844,
"Justice, Supreme Court, Place 4",,John Devine,TRUE,REP,1211769,100
"Justice, Supreme Court, Place 4",,Total,,,1211769,
"Justice, Supreme Court, Place 6",,Jeff Brown,TRUE,REP,1197450,100
"Justice, Supreme Court, Place 6",,Total,,,1197450,
"Presiding Judge, Court of Criminal Appeals",,David Bridges,FALSE,REP,618982,47.84
"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,TRUE,REP,674889,52.16
"Presiding Judge, Court of Criminal Appeals",,Total,,,1293871,
Judge Court of Criminal Appeals,7,Barbara Parker Hervey,TRUE,REP,1171978,100
Judge Court of Criminal Appeals,7,Total,,,1171978,
Judge Court of Criminal Appeals,8,Jay Brandon,FALSE,REP,389753,30.74
Judge Court of Criminal Appeals,8,Michelle Slaughter,FALSE,REP,669949,52.84
Judge Court of Criminal Appeals,8,Dib Waldrip,FALSE,REP,208179,16.42
Judge Court of Criminal Appeals,8,Total,,,1267881,
Member State Board of Education,2,Eric Garza,FALSE,REP,15558,32.87
Member State Board of Education,2,"Charles ""Tad"" Hasse",FALSE,REP,31768,67.13
Member State Board of Education,2,Total,,,47326,
Member State Board of Education,7,Matt Robinson,FALSE,REP,99875,100
Member State Board of Education,7,Total,,,99875,
Member State Board of Education,11,"Patricia ""Pat"" Hardy",TRUE,REP,58998,55.78
Member State Board of Education,11,Feyi Obamehinti,FALSE,REP,25656,24.26
Member State Board of Education,11,Cheryl Surber,FALSE,REP,21116,19.96
Member State Board of Education,11,Total,,,105770,
Member State Board of Education,12,Pam Little,FALSE,REP,82548,100
Member State Board of Education,12,Total,,,82548,
Member State Board of Education,13,A. Denise Russell,FALSE,REP,19826,100
Member State Board of Education,13,Total,,,19826,
State Senator,2,Cindy Burkett,FALSE,REP,31216,46.77
State Senator,2,Bob Hall,TRUE,REP,35530,53.23
State Senator,2,Total,,,66746,
State Senator,3,Robert Nichols,TRUE,REP,78434,100
State Senator,3,Total,,,78434,
State Senator,5,Harold Ramm,FALSE,REP,16648,24.88
State Senator,5,Charles Schwertner,TRUE,REP,50254,75.12
State Senator,5,Total,,,66902,
State Senator,7,Paul Bettencourt,TRUE,REP,44950,100
State Senator,7,Total,,,44950,
State Senator,8,Phillip Huffines,FALSE,REP,27545,45.68
State Senator,8,Angela Paxton,FALSE,REP,32756,54.32
State Senator,8,Total,,,60301,
State Senator,9,Kelly Hancock,TRUE,REP,31188,100
State Senator,9,Total,,,31188,
State Senator,10,Konni Burton,TRUE,REP,35758,100
State Senator,10,Total,,,35758,
State Senator,14,George W. Hindman,FALSE,REP,24168,100
State Senator,14,Total,,,24168,
State Senator,15,Randy Orr,FALSE,REP,17057,100
State Senator,15,Total,,,17057,
State Senator,16,Don Huffines,TRUE,REP,30311,100
State Senator,16,Total,,,30311,
State Senator,17,Joan Huffman,TRUE,REP,36830,72.67
State Senator,17,Kristin Tassin,FALSE,REP,13849,27.33
State Senator,17,Total,,,50679,
State Senator,25,Donna Campbell,TRUE,REP,59143,73.75
State Senator,25,Shannon K. McClendon,FALSE,REP,21055,26.25
State Senator,25,Total,,,80198,
State Senator,30,Craig Carter,FALSE,REP,13371,15.39
State Senator,30,Craig Estes,TRUE,REP,19641,22.6
State Senator,30,Pat Fallon,FALSE,REP,53881,62.01
State Senator,30,Total,,,86893,
State Senator,31,Mike Canon,FALSE,REP,25335,31.41
State Senator,31,Victor Leal,FALSE,REP,14671,18.19
State Senator,31,Kel Seliger,TRUE,REP,40664,50.41
State Senator,31,Total,,,80670,
State Representative,1,Gary VanDeaver(I),,,REP,0
State Representative,2,Dan Flynn,TRUE,REP,11696,51.71
State Representative,2,Bryan Slaton,FALSE,REP,10921,48.29
State Representative,2,Total,,,22617,
State Representative,3,Cecil Bell Jr,TRUE,REP,15028,100
State Representative,3,Total,,,15028,
State Representative,4,Keith Bell,FALSE,REP,5380,26.21
State Representative,4,Earl Brunner,FALSE,REP,474,2.31
State Representative,4,Ashley McKee,FALSE,REP,5278,25.71
State Representative,4,Stuart Spitzer,FALSE,REP,9398,45.78
State Representative,4,Total,,,20530,
State Representative,5,Cole Hefner,TRUE,REP,16008,100
State Representative,5,Total,,,16008,
State Representative,6,Ted Kamel,FALSE,REP,4402,26.72
State Representative,6,Matt Schaefer,TRUE,REP,12075,73.28
State Representative,6,Total,,,16477,
State Representative,7,Jay Dean,TRUE,REP,12984,100
State Representative,7,Total,,,12984,
State Representative,8,Cody Harris,FALSE,REP,8929,44.99
State Representative,8,Thomas McNutt,FALSE,REP,7817,39.39
State Representative,8,Linda Timmerman,FALSE,REP,3099,15.62
State Representative,8,Total,,,19845,
State Representative,9,Garrett Boersma,FALSE,REP,7620,36.08
State Representative,9,Chris Paddie,TRUE,REP,13501,63.92
State Representative,9,Total,,,21121,
State Representative,10,John Wray,TRUE,REP,14333,100
State Representative,10,Total,,,14333,
State Representative,11,Travis Clardy,TRUE,REP,12001,66.81
State Representative,11,Danny Ward,FALSE,REP,5961,33.19
State Representative,11,Total,,,17962,
State Representative,12,Kyle Kacal,TRUE,REP,12067,100
State Representative,12,Total,,,12067,
State Representative,13,Ben Leman,FALSE,REP,8424,36.28
State Representative,13,Daniel McCarthy,FALSE,REP,1410,6.07
State Representative,13,David K. Stall,FALSE,REP,3180,13.7
State Representative,13,Jill Wolfskill,FALSE,REP,8932,38.47
State Representative,13,Marc S. Young,FALSE,REP,1274,5.49
State Representative,13,Total,,,23220,
State Representative,14,Rick Davis,FALSE,REP,1456,17.02
State Representative,14,Sarah Laningham,FALSE,REP,2019,23.59
State Representative,14,John Raney,TRUE,REP,4936,57.68
State Representative,14,Jeston Texeira,FALSE,REP,146,1.71
State Representative,14,Total,,,8557,
State Representative,15,Steve Toth,FALSE,REP,13097,78.38
State Representative,15,Jackie Waters,FALSE,REP,3612,21.62
State Representative,15,Total,,,16709,
State Representative,16,Will Metcalf,TRUE,REP,16240,100
State Representative,16,Total,,,16240,
State Representative,17,John P. Cyrier,TRUE,REP,11613,100
State Representative,17,Total,,,11613,
State Representative,18,Ernest Bailes,TRUE,REP,11222,59.14
State Representative,18,Emily Kebodeaux Cook,FALSE,REP,7752,40.86
State Representative,18,Total,,,18974,
State Representative,19,James White,TRUE,REP,16244,100
State Representative,19,Total,,,16244,
State Representative,20,Terry M. Wilson,TRUE,REP,17812,100
State Representative,20,Total,,,17812,
State Representative,21,Dade Phelan,TRUE,REP,9940,100
State Representative,21,Total,,,9940,
State Representative,23,Wayne Faircloth,TRUE,REP,6024,42.87
State Representative,23,Mayes Middleton,FALSE,REP,8027,57.13
State Representative,23,Total,,,14051,
State Representative,24,Greg Bonnen,TRUE,REP,13665,100
State Representative,24,Total,,,13665,
State Representative,25,Dennis Bonnen,TRUE,REP,12147,76.8
State Representative,25,Damon Rambo,FALSE,REP,3669,23.2
State Representative,25,Total,,,15816,
State Representative,26,"D.F. ""Rick"" Miller",TRUE,REP,9908,100
State Representative,26,Total,,,9908,
State Representative,28,John Zerwas,TRUE,REP,9739,100
State Representative,28,Total,,,9739,
State Representative,29,Ed Thompson,TRUE,REP,10607,100
State Representative,29,Total,,,10607,
State Representative,30,Geanie W. Morrison,TRUE,REP,14907,100
State Representative,30,Total,,,14907,
State Representative,32,Todd Hunter,TRUE,REP,7158,100
State Representative,32,Total,,,7158,
State Representative,33,Justin Holland,TRUE,REP,14264,100
State Representative,33,Total,,,14264,
State Representative,34,Chris Hale,FALSE,REP,3786,100
State Representative,34,Total,,,3786,
State Representative,41,Hilda Garza DeShazo,FALSE,REP,2486,100
State Representative,41,Total,,,2486,
State Representative,42,Luis De La Garza,FALSE,REP,883,100
State Representative,42,Total,,,883,
State Representative,43,J.M. Lozano,TRUE,REP,6841,100
State Representative,43,Total,,,6841,
State Representative,44,John Kuempel,TRUE,REP,14547,100
State Representative,44,Total,,,14547,
State Representative,45,Amy Akers,FALSE,REP,656,4.91
State Representative,45,Naomi Narvaiz,FALSE,REP,1226,9.17
State Representative,45,Amber Pearce,FALSE,REP,3259,24.39
State Representative,45,Ken Strange,FALSE,REP,7318,54.76
State Representative,45,Austin Talley,FALSE,REP,904,6.76
State Representative,45,Total,,,13363,
State Representative,46,Gabriel Nila,FALSE,REP,1609,100
State Representative,46,Total,,,1609,
State Representative,47,Patty Vredevelt,FALSE,REP,1421,9.28
State Representative,47,Jay Wiley,FALSE,REP,4780,31.21
State Representative,47,Paul D. Workman,TRUE,REP,9116,59.52
State Representative,47,Total,,,15317,
State Representative,49,Kyle Austin,FALSE,REP,2967,100
State Representative,49,Total,,,2967,
State Representative,52,Cynthia Flores,FALSE,REP,6078,60.85
State Representative,52,Jeremy Story,FALSE,REP,2237,22.39
State Representative,52,Christopher L. Ward,FALSE,REP,1674,16.76
State Representative,52,Total,,,9989,
State Representative,53,Andrew S. Murr,TRUE,REP,19923,100
State Representative,53,Total,,,19923,
State Representative,54,Brad Buckley,FALSE,REP,4184,41.55
State Representative,54,Scott Cosper,TRUE,REP,4492,44.6
State Representative,54,Larry S. Smith,FALSE,REP,1395,13.85
State Representative,54,Total,,,10071,
State Representative,55,CJ Grisham,FALSE,REP,2127,18.47
State Representative,55,Brandon Hall,FALSE,REP,2467,21.42
State Representative,55,Hugh D. Shine,TRUE,REP,6923,60.11
State Representative,55,Total,,,11517,
State Representative,56,"Charles ""Doc"" Anderson",TRUE,REP,12179,100
State Representative,56,Total,,,12179,
State Representative,57,Trent Ashby,TRUE,REP,17489,100
State Representative,57,Total,,,17489,
State Representative,58,DeWayne Burns,TRUE,REP,12614,100
State Representative,58,Total,,,12614,
State Representative,59,Chris Evans,FALSE,REP,8352,42.14
State Representative,59,J.D. Sheffield,TRUE,REP,11470,57.86
State Representative,59,Total,,,19822,
State Representative,60,Mike Lang,TRUE,REP,15900,58.38
State Representative,60,Jim Largent,FALSE,REP,10479,38.47
State Representative,60,Gregory Risse,FALSE,REP,858,3.15
State Representative,60,Total,,,27237,
State Representative,61,Phil King,TRUE,REP,20140,100
State Representative,61,Total,,,20140,
State Representative,62,Kevin Couch,FALSE,REP,3430,19.81
State Representative,62,Brent Lawson,FALSE,REP,5948,34.35
State Representative,62,Reggie Smith,FALSE,REP,7937,45.84
State Representative,62,Total,,,17315,
State Representative,63,Tan Parker,TRUE,REP,10919,100
State Representative,63,Total,,,10919,
State Representative,64,Mark Roy,FALSE,REP,4789,35.69
State Representative,64,Lynn Stucky,TRUE,REP,8629,64.31
State Representative,64,Total,,,13418,
State Representative,65,Kevin Simmons,FALSE,REP,1332,16.69
State Representative,65,Ron Simmons,TRUE,REP,6651,83.31
State Representative,65,Total,,,7983,
State Representative,66,Matt Shaheen,TRUE,REP,9406,100
State Representative,66,Total,,,9406,
State Representative,67,Jeff Leach,TRUE,REP,10586,100
State Representative,67,Total,,,10586,
State Representative,68,Drew Springer,TRUE,REP,16782,100
State Representative,68,Total,,,16782,
State Representative,69,James Frank,TRUE,REP,12635,100
State Representative,69,Total,,,12635,
State Representative,70,Scott Sanford,TRUE,REP,12085,100
State Representative,70,Total,,,12085,
State Representative,71,Stan Lambert,TRUE,REP,10660,100
State Representative,71,Total,,,10660,
State Representative,72,Drew Darby,TRUE,REP,11964,100
State Representative,72,Total,,,11964,
State Representative,73,Kyle Biedermann,TRUE,REP,17456,57.74
State Representative,73,Dave Campbell,FALSE,REP,12778,42.26
State Representative,73,Total,,,30234,
State Representative,78,Jeffrey Lane,FALSE,REP,3294,100
State Representative,78,Total,,,3294,
State Representative,81,Brooks Landgraf,TRUE,REP,10534,100
State Representative,81,Total,,,10534,
State Representative,82,Tom Craddick,TRUE,REP,13973,100
State Representative,82,Total,,,13973,
State Representative,83,Dustin Burrows,TRUE,REP,16495,100
State Representative,83,Total,,,16495,
State Representative,84,John Frullo,TRUE,REP,8585,100
State Representative,84,Total,,,8585,
State Representative,85,Phil Stephenson,TRUE,REP,10151,100
State Representative,85,Total,,,10151,
State Representative,86,John Smithee,TRUE,REP,19507,100
State Representative,86,Total,,,19507,
State Representative,87,Drew Brassfield,FALSE,REP,3084,21.57
State Representative,87,Four Price,TRUE,REP,11216,78.43
State Representative,87,Total,,,14300,
State Representative,88,Richard Beyea,FALSE,REP,3932,19.07
State Representative,88,Jason Huddleston,FALSE,REP,6283,30.48
State Representative,88,Ken King,TRUE,REP,10401,50.45
State Representative,88,Total,,,20616,
State Representative,89,Candy Noble,FALSE,REP,7932,54.23
State Representative,89,John Payton,FALSE,REP,6695,45.77
State Representative,89,Total,,,14627,
State Representative,91,Stephanie Klick,TRUE,REP,8223,100
State Representative,91,Total,,,8223,
State Representative,92,Jonathan Stickland,TRUE,REP,8361,100
State Representative,92,Total,,,8361,
State Representative,93,Matt Krause,TRUE,REP,6398,100
State Representative,93,Total,,,6398,
State Representative,94,Tony Tinderholt,TRUE,REP,9095,100
State Representative,94,Total,,,9095,
State Representative,95,Stephen A. West,FALSE,REP,2297,100
State Representative,95,Total,,,2297,
State Representative,96,Bill Zedler,TRUE,REP,7945,100
State Representative,96,Total,,,7945,
State Representative,97,Craig Goldman,TRUE,REP,9714,100
State Representative,97,Total,,,9714,
State Representative,98,Giovanni Capriglione,TRUE,REP,11785,62.71
State Representative,98,Armin Mizani,FALSE,REP,7009,37.29
State Representative,98,Total,,,18794,
State Representative,99,Bo French,FALSE,REP,6030,43.18
State Representative,99,Charlie Geren,TRUE,REP,7935,56.82
State Representative,99,Total,,,13965,
State Representative,102,Chad Carnahan,FALSE,REP,1369,15.04
State Representative,102,Scott Kilgore,FALSE,REP,1178,12.94
State Representative,102,Linda Koop,TRUE,REP,6557,72.02
State Representative,102,Total,,,9104,
State Representative,103,Jerry Fortenberry,FALSE,REP,1279,100
State Representative,103,Total,,,1279,
State Representative,105,Rodney Anderson,TRUE,REP,5310,93.6
State Representative,105,Dinesh Mali,FALSE,REP,363,6.4
State Representative,105,Total,,,5673,
State Representative,106,Clint Bedsole,FALSE,REP,6057,46.03
State Representative,106,Jared Patterson,FALSE,REP,7102,53.97
State Representative,106,Total,,,13159,
State Representative,107,Deanna Maria Metzger,FALSE,REP,3431,45.32
State Representative,107,Brad Perry,FALSE,REP,2069,27.33
State Representative,107,Joe Ruzicka,FALSE,REP,2070,27.34
State Representative,107,Total,,,7570,
State Representative,108,Morgan Meyer,TRUE,REP,6484,100
State Representative,108,Total,,,6484,
State Representative,112,Angie Chen Button,TRUE,REP,6384,100
State Representative,112,Total,,,6384,
State Representative,113,Jonathan Boos,FALSE,REP,4588,54.44
State Representative,113,Charlie Lauersdorf,FALSE,REP,2321,27.54
State Representative,113,Jim Phaup,FALSE,REP,1518,18.01
State Representative,113,Total,,,8427,
State Representative,114,Lisa Luby Ryan,FALSE,REP,6417,53.11
State Representative,114,Jason Villalba,TRUE,REP,5665,46.89
State Representative,114,Total,,,12082,
State Representative,115,Matt Rinaldi,TRUE,REP,5802,100
State Representative,115,Total,,,5802,
State Representative,116,Fernando Padron,FALSE,REP,3009,100
State Representative,116,Total,,,3009,
State Representative,117,Michael Berlanga,FALSE,REP,3378,72.15
State Representative,117,Carlos Antonio Raymond,FALSE,REP,1304,27.85
State Representative,117,Total,,,4682,
State Representative,118,John Lujan,FALSE,REP,3525,100
State Representative,118,Total,,,3525,
State Representative,120,Ronald Payne,FALSE,REP,3161,100
State Representative,120,Total,,,3161,
State Representative,121,Steve Allison,FALSE,REP,3910,26.34
State Representative,121,Matt Beebe,FALSE,REP,4388,29.56
State Representative,121,Carlton Soules,FALSE,REP,1952,13.15
State Representative,121,Adrian Spears,FALSE,REP,854,5.75
State Representative,121,Marc K. Whyte,FALSE,REP,1830,12.33
State Representative,121,Charlotte Williamson,FALSE,REP,1909,12.86
State Representative,121,Total,,,14843,
State Representative,122,Chris Fails,FALSE,REP,7433,40.52
State Representative,122,Lyle Larson,TRUE,REP,10913,59.48
State Representative,122,Total,,,18346,
State Representative,124,Johnny S. Arredondo,FALSE,REP,3200,100
State Representative,124,Total,,,3200,
State Representative,126,Kevin Fulton,FALSE,REP,3621,35.86
State Representative,126,E. Sam Harless,FALSE,REP,5110,50.61
State Representative,126,Gail Stanart,FALSE,REP,1366,13.53
State Representative,126,Total,,,10097,
State Representative,127,Reginald C. Grant Jr.,FALSE,REP,2314,17.14
State Representative,127,Dan Huberty,TRUE,REP,11183,82.86
State Representative,127,Total,,,13497,
State Representative,128,Briscoe Cain,TRUE,REP,7975,100
State Representative,128,Total,,,7975,
State Representative,129,Dennis Paul,TRUE,REP,9010,100
State Representative,129,Total,,,9010,
State Representative,130,Tom Oliverson,TRUE,REP,11233,100
State Representative,130,Total,,,11233,
State Representative,131,Syed S. Ali,FALSE,REP,1072,100
State Representative,131,Total,,,1072,
State Representative,132,Mike Schofield,TRUE,REP,6815,100
State Representative,132,Total,,,6815,
State Representative,133,Jim Murphy,TRUE,REP,11646,100
State Representative,133,Total,,,11646,
State Representative,134,Sarah Davis,TRUE,REP,8081,56.31
State Representative,134,Susanna Dokupil,FALSE,REP,6269,43.69
State Representative,134,Total,,,14350,
State Representative,135,Gary Elkins,TRUE,REP,5984,100
State Representative,135,Total,,,5984,
State Representative,136,Tony Dale,TRUE,REP,8039,100
State Representative,136,Total,,,8039,
State Representative,138,Dwayne Bohac,TRUE,REP,6568,100
State Representative,138,Total,,,6568,
State Representative,144,Gilbert Peña,FALSE,REP,812,37.89
State Representative,144,Ruben Villarreal,FALSE,REP,1331,62.11
State Representative,144,Total,,,2143,
State Representative,147,Thomas Wang,FALSE,REP,1634,100
State Representative,147,Total,,,1634,
State Representative,148,Ryan T. McConnico,FALSE,REP,2935,100
State Representative,148,Total,,,2935,
State Representative,150,Valoree Swanson,TRUE,REP,9643,80
State Representative,150,James Richard Wilson,FALSE,REP,2410,20
State Representative,150,Total,,,12053,
"Chief Justice, 2nd Court of Appeals District",,Bonnie Sudderth,TRUE,REP,156941,100
