county,precinct,office,district,candidate,party,early_voting,election day,votes
Foard,101,Ballots Cast,,,,,,63
Foard,101,U.S. Senate,,Stefano de Stefano,,0,0,0
Foard,101,U.S. Senate,,Geraldine Sam,,0,0,0
Foard,101,U.S. Senate,,"Bruce Jacobson, Jr.",,0,0,0
Foard,101,U.S. Senate,,Mary Miller,,0,0,0
Foard,101,U.S. Senate,,Ted Cruz,,0,0,0
Foard,101,U.S. Senate,,Over Votes,,0,0,0
Foard,101,U.S. Senate,,Under Votes,,0,0,0
Foard,101,U.S. House,13,Mac Thornberry,,0,0,0
Foard,101,U.S. House,13,Over Votes,,0,0,0
Foard,101,U.S. House,13,Under Votes,,0,0,0
Foard,101,Governor,,SECEDE Kilgore,,0,0,0
Foard,101,Governor,,Barbara Krueger,,0,0,0
Foard,101,Governor,,Greg Abbott,,0,0,0
Foard,101,Governor,,Over Votes,,0,0,0
Foard,101,Governor,,Under Votes,,0,0,0
Foard,101,Lieutenant Governor,,Scott Milder,,0,0,0
Foard,101,Lieutenant Governor,,Dan Patrick,,0,0,0
Foard,101,Lieutenant Governor,,Over Votes,,0,0,0
Foard,101,Lieutenant Governor,,Under Votes,,0,0,0
Foard,101,Attorney General,,Ken Paxton,,0,0,0
Foard,101,Attorney General,,Over Votes,,0,0,0
Foard,101,Attorney General,,Under Votes,,0,0,0
Foard,101,Comptroller of Public Accounts,,Glenn Hegar,,0,0,0
Foard,101,Comptroller of Public Accounts,,Over Votes,,0,0,0
Foard,101,Comptroller of Public Accounts,,Under Votes,,0,0,0
Foard,101,Ballots Cast,,,,,,63
Foard,101,Commissioner of the General Land Office,,Davey Edwards,,0,0,0
Foard,101,Commissioner of the General Land Office,,Jerry Patterson,,0,0,0
Foard,101,Commissioner of the General Land Office,,George P. Bush,,0,0,0
Foard,101,Commissioner of the General Land Office,,Rick Range,,0,0,0
Foard,101,Commissioner of the General Land Office,,Over Votes,,0,0,0
Foard,101,Commissioner of the General Land Office,,Under Votes,,0,0,0
Foard,101,Commissioner of Agriculture,,Sid Miller,,0,0,0
Foard,101,Commissioner of Agriculture,,Jim Hogan,,0,0,0
Foard,101,Commissioner of Agriculture,,Trey Blocker,,0,0,0
Foard,101,Commissioner of Agriculture,,Over Votes,,0,0,0
Foard,101,Commissioner of Agriculture,,Under Votes,,0,0,0
Foard,101,Railroad Commissioner,,Christi Craddick,,0,0,0
Foard,101,Railroad Commissioner,,Weston Martinez,,0,0,0
Foard,101,Railroad Commissioner,,Over Votes,,0,0,0
Foard,101,Railroad Commissioner,,Under Votes,,0,0,0
Foard,101,Ballots Cast,,,,,,63
Foard,101,State Representative,69,James Frank,,0,0,0
Foard,101,State Representative,69,Over Votes,,0,0,0
Foard,101,State Representative,69,Under Votes,,0,0,0
Foard,101,Ballots Cast,,,,,,63
Foard,101,U.S. Senate,,Sema Hernandez,,5,4,9
Foard,101,U.S. Senate,,Edward Kimbrough,,5,13,18
Foard,101,U.S. Senate,,Beto O'Rourke,,3,5,8
Foard,101,U.S. Senate,,Over Votes,,0,0,0
Foard,101,U.S. Senate,,Under Votes,,10,18,28
Foard,101,U.S. House,13,Greg Sagan,,11,21,32
Foard,101,U.S. House,13,Over Votes,,0,0,0
Foard,101,U.S. House,13,Under Votes,,12,19,31
Foard,101,Governor,,James Jolly Clark,,1,5,6
Foard,101,Governor,,"Cedric Davis, Sr.",,0,0,0
Foard,101,Governor,,Joe Mumbach,,0,0,0
Foard,101,Governor,,Adrian Ocegueda,,1,0,1
Foard,101,Governor,,Jeffrey Payne,,0,2,2
Foard,101,Governor,,Lupe Valdez,,3,2,5
Foard,101,Governor,,Tom Wakely,,0,0,0
Foard,101,Governor,,Andrew White,,2,8,10
Foard,101,Governor,,Grady Yarbrough,,2,4,6
Foard,101,Governor,,Over Votes,,0,0,0
Foard,101,Governor,,Under Votes,,14,19,33
Foard,101,Lieutenant Governor,,Mike Collier,,4,14,18
Foard,101,Lieutenant Governor,,Michael Cooper,,6,8,14
Foard,101,Lieutenant Governor,,Over Votes,,0,0,0
Foard,101,Lieutenant Governor,,Under Votes,,13,18,31
Foard,101,Ballots Cast,,,,,,63
Foard,101,Attorney General,,Justin Nelson,,10,20,30
Foard,101,Attorney General,,Over Votes,,0,0,0
Foard,101,Attorney General,,Under Votes,,13,20,33
Foard,101,Comptroller of Public Accounts,,Joi Chevalier,,2,7,9
Foard,101,Comptroller of Public Accounts,,Tim Mahoney,,5,13,18
Foard,101,Comptroller of Public Accounts,,Over Votes,,0,0,0
Foard,101,Comptroller of Public Accounts,,Under Votes,,16,20,36
Foard,101,Commissioner of the General Land Office,,Tex  Morgan,,7,16,23
Foard,101,Commissioner of the General Land Office,,Miguel Suazo,,4,3,7
Foard,101,Commissioner of the General Land Office,,Over Votes,,0,0,0
Foard,101,Commissioner of the General Land Office,,Under Votes,,12,21,33
Foard,101,Commissioner of Agriculture,,Kim Olson,,9,18,27
Foard,101,Commissioner of Agriculture,,Over Votes,,0,0,0
Foard,101,Commissioner of Agriculture,,Under Votes,,14,22,36
Foard,101,Railroad Commissioner,,Roman McAllen,,8,12,20
Foard,101,Railroad Commissioner,,Chris Spellmon,,3,6,9
Foard,101,Railroad Commissioner,,Over Votes,,0,0,0
Foard,101,Railroad Commissioner,,Under Votes,,12,22,34
Foard,101,Ballots Cast,,,,,,63
Foard,101,Ballots Cast,,,,,,63
Foard,101,Ballots Cast,,,,,,63
Foard,101,Ballots Cast,,,,,,63
Foard,101,Ballots Cast,,,,,,63
Foard,101,Ballots Cast,,,,,,63
Foard,101,Ballots Cast,,,,,,123
Foard,201,U.S. Senate,,Stefano de Stefano,,0,0,0
Foard,201,U.S. Senate,,Geraldine Sam,,0,0,0
Foard,201,U.S. Senate,,"Bruce Jacobson, Jr.",,0,0,0
Foard,201,U.S. Senate,,Mary Miller,,0,0,0
Foard,201,U.S. Senate,,Ted Cruz,,0,0,0
Foard,201,U.S. Senate,,Over Votes,,0,0,0
Foard,201,U.S. Senate,,Under Votes,,0,1,1
Foard,201,U.S. House,13,Mac Thornberry,,0,0,0
Foard,201,U.S. House,13,Over Votes,,0,0,0
Foard,201,U.S. House,13,Under Votes,,0,1,1
