county,precinct,precinct_name,office,district,party,candidate,votes,election_day,early_voting
Live Oak,1,Argenta,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,205,114,91
Live Oak,1,Argenta,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,31,14,17
Live Oak,10,West Three Rivers,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,205,86,119
Live Oak,10,West Three Rivers,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,26,17,9
Live Oak,11,Simmons,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,43,24,19
Live Oak,11,Simmons,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,1,0,1
Live Oak,12,Anna Rose,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,85,35,50
Live Oak,12,Anna Rose,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,8,4,4
Live Oak,13,Swinney Switch,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,273,151,122
Live Oak,13,Swinney Switch,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,35,26,9
Live Oak,14,South West George West,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,484,164,320
Live Oak,14,South West George West,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,78,30,48
Live Oak,2,Lagarto,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,382,222,160
Live Oak,2,Lagarto,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,81,47,34
Live Oak,3,East George West,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,207,71,136
Live Oak,3,East George West,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,150,52,98
Live Oak,4,West George West,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,395,121,274
Live Oak,4,West George West,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,71,28,43
Live Oak,5,Oakville,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,172,87,85
Live Oak,5,Oakville,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,17,8,9
Live Oak,6,Ray Point,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,118,76,42
Live Oak,6,Ray Point,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,11,5,6
Live Oak,7,Nell,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,15,3,12
Live Oak,7,Nell,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,5,1,4
Live Oak,8,Whitsett,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,69,41,28
Live Oak,8,Whitsett,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,8,5,3
Live Oak,9,East Three Rivers,"Justice, Supreme Court, Place 2",,REP,Jimmy  Blacklock,317,160,157
Live Oak,9,East Three Rivers,"Justice, Supreme Court, Place 2",,DEM,Steven  Kirkland,104,64,40
Live Oak,1,Argenta,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri)  Jackson,31,13,18
Live Oak,1,Argenta,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon  Keller,201,112,89
Live Oak,1,Argenta,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,4,3,1
Live Oak,10,West Three Rivers,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri)  Jackson,23,14,9
Live Oak,10,West Three Rivers,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon  Keller,204,87,117
Live Oak,10,West Three Rivers,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,4,2,2
Live Oak,11,Simmons,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri)  Jackson,2,1,1
Live Oak,11,Simmons,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon  Keller,42,23,19
Live Oak,11,Simmons,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,0,0,0
Live Oak,12,Anna Rose,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri)  Jackson,6,4,2
Live Oak,12,Anna Rose,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon  Keller,84,34,50
Live Oak,12,Anna Rose,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,3,1,2
Live Oak,13,Swinney Switch,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri)  Jackson,28,19,9
Live Oak,13,Swinney Switch,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon  Keller,275,155,120
Live Oak,13,Swinney Switch,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,5,3,2
Live Oak,14,South West George West,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri)  Jackson,72,29,43
Live Oak,14,South West George West,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon  Keller,483,161,322
Live Oak,14,South West George West,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,3,1,2
Live Oak,2,Lagarto,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri)  Jackson,78,46,32
Live Oak,2,Lagarto,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon  Keller,379,222,157
Live Oak,2,Lagarto,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,6,1,5
Live Oak,3,East George West,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri)  Jackson,143,49,94
Live Oak,3,East George West,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon  Keller,207,69,138
Live Oak,3,East George West,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,7,3,4
Live Oak,4,West George West,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri)  Jackson,66,27,39
Live Oak,4,West George West,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon  Keller,393,120,273
Live Oak,4,West George West,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,11,4,7
Live Oak,5,Oakville,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri)  Jackson,17,8,9
Live Oak,5,Oakville,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon  Keller,170,86,84
Live Oak,5,Oakville,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,1,1,0
Live Oak,6,Ray Point,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri)  Jackson,11,5,6
Live Oak,6,Ray Point,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon  Keller,118,77,41
Live Oak,6,Ray Point,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,1,0,1
Live Oak,7,Nell,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri)  Jackson,4,1,3
Live Oak,7,Nell,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon  Keller,16,3,13
Live Oak,7,Nell,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,0,0,0
Live Oak,8,Whitsett,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri)  Jackson,8,5,3
Live Oak,8,Whitsett,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon  Keller,69,41,28
Live Oak,8,Whitsett,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,0,0,0
Live Oak,9,East Three Rivers,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri)  Jackson,100,57,43
Live Oak,9,East Three Rivers,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon  Keller,310,160,150
Live Oak,9,East Three Rivers,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,10,6,4
Live Oak,1,Argenta,U. S. Senator,,DEM,Beto  O'Rourke,31,12,19
Live Oak,1,Argenta,U. S. Senator,,LIB,Neal M.  Dikeman,0,0,0
Live Oak,1,Argenta,U. S. Senator,,REP,Ted  Cruz,209,120,89
Live Oak,10,West Three Rivers,U. S. Senator,,DEM,Beto  O'Rourke,23,15,8
Live Oak,10,West Three Rivers,U. S. Senator,,LIB,Neal M.  Dikeman,2,2,0
Live Oak,10,West Three Rivers,U. S. Senator,,REP,Ted  Cruz,210,87,123
Live Oak,11,Simmons,U. S. Senator,,DEM,Beto  O'Rourke,1,0,1
Live Oak,11,Simmons,U. S. Senator,,LIB,Neal M.  Dikeman,0,0,0
Live Oak,11,Simmons,U. S. Senator,,REP,Ted  Cruz,43,24,19
Live Oak,12,Anna Rose,U. S. Senator,,DEM,Beto  O'Rourke,5,3,2
