county,precinct,precinct_name,office,district,party,candidate,votes,election_day,early_voting
Falls,301,PLEASANT GROVE HALL,State Representative,12,DEM,Marianne  Arnold,46,20,26
Falls,302,MARLIN HOUSING,State Representative,12,REP,Kyle  Kacal,112,34,78
Falls,302,MARLIN HOUSING,State Representative,12,DEM,Marianne  Arnold,44,16,28
Falls,303,WESTPHALIA HALL,State Representative,12,REP,Kyle  Kacal,333,171,162
Falls,303,WESTPHALIA HALL,State Representative,12,DEM,Marianne  Arnold,35,21,14
Falls,304,D BROWN LIBRARY,State Representative,12,REP,Kyle  Kacal,359,253,106
Falls,304,D BROWN LIBRARY,State Representative,12,DEM,Marianne  Arnold,125,86,39
Falls,403,CHILTON VOL DEPT,State Representative,12,REP,Kyle  Kacal,393,197,196
Falls,403,CHILTON VOL DEPT,State Representative,12,DEM,Marianne  Arnold,143,72,71
Falls,404,LOTT FIRE DEPT,State Representative,12,REP,Kyle  Kacal,350,257,93
Falls,404,LOTT FIRE DEPT,State Representative,12,DEM,Marianne  Arnold,87,66,21
Falls,405,GOLINDA CITY HALL,State Representative,12,REP,Kyle  Kacal,264,139,125
Falls,405,GOLINDA CITY HALL,State Representative,12,DEM,Marianne  Arnold,107,54,53
Falls,101,METHODIST CHURCH HALL,U.S. House,17,REP,Bill  Flores,166,60,106
Falls,101,METHODIST CHURCH HALL,U.S. House,17,LIB,Peter Churchman,2,1,1
Falls,101,METHODIST CHURCH HALL,U.S. House,17,DEM,Rick  Kennedy,123,57,66
Falls,104,OTTO COMMUNITY ,U.S. House,17,REP,Bill  Flores,355,166,189
Falls,104,OTTO COMMUNITY ,U.S. House,17,LIB,Peter Churchman,0,0,0
Falls,104,OTTO COMMUNITY ,U.S. House,17,DEM,Rick  Kennedy,56,26,30
Falls,105,CHURCH OF CHRIST ANNEX,U.S. House,17,REP,Bill  Flores,278,96,182
Falls,105,CHURCH OF CHRIST ANNEX,U.S. House,17,LIB,Peter Churchman,1,0,1
Falls,105,CHURCH OF CHRIST ANNEX,U.S. House,17,DEM,Rick  Kennedy,143,62,81
Falls,201,REAGAN BUILDING,U.S. House,17,REP,Bill  Flores,249,88,161
Falls,201,REAGAN BUILDING,U.S. House,17,LIB,Peter Churchman,1,0,1
Falls,201,REAGAN BUILDING,U.S. House,17,DEM,Rick  Kennedy,50,17,33
Falls,203,DAVIS CHAPEL CHURCH,U.S. House,17,REP,Bill  Flores,20,3,17
Falls,203,DAVIS CHAPEL CHURCH,U.S. House,17,LIB,Peter Churchman,0,0,0
Falls,203,DAVIS CHAPEL CHURCH,U.S. House,17,DEM,Rick  Kennedy,200,97,103
Falls,204,BTW ALUMNI,U.S. House,17,REP,Bill  Flores,79,29,50
Falls,204,BTW ALUMNI,U.S. House,17,LIB,Peter Churchman,2,0,2
Falls,204,BTW ALUMNI,U.S. House,17,DEM,Rick  Kennedy,243,95,148
Falls,301,PLEASANT GROVE HALL,U.S. House,17,REP,Bill  Flores,267,136,131
Falls,301,PLEASANT GROVE HALL,U.S. House,17,LIB,Peter Churchman,2,0,2
Falls,301,PLEASANT GROVE HALL,U.S. House,17,DEM,Rick  Kennedy,49,21,28
Falls,302,MARLIN HOUSING,U.S. House,17,REP,Bill  Flores,114,35,79
Falls,302,MARLIN HOUSING,U.S. House,17,LIB,Peter Churchman,1,0,1
Falls,302,MARLIN HOUSING,U.S. House,17,DEM,Rick  Kennedy,41,16,25
Falls,303,WESTPHALIA HALL,U.S. House,17,REP,Bill  Flores,335,170,165
Falls,303,WESTPHALIA HALL,U.S. House,17,LIB,Peter Churchman,3,1,2
Falls,303,WESTPHALIA HALL,U.S. House,17,DEM,Rick  Kennedy,34,22,12
Falls,304,D BROWN LIBRARY,U.S. House,17,REP,Bill  Flores,359,254,105
Falls,304,D BROWN LIBRARY,U.S. House,17,LIB,Peter Churchman,5,2,3
Falls,304,D BROWN LIBRARY,U.S. House,17,DEM,Rick  Kennedy,125,89,36
Falls,403,CHILTON VOL DEPT,U.S. House,17,REP,Bill  Flores,400,197,203
Falls,403,CHILTON VOL DEPT,U.S. House,17,LIB,Peter Churchman,3,1,2
Falls,403,CHILTON VOL DEPT,U.S. House,17,DEM,Rick  Kennedy,136,72,64
Falls,404,LOTT FIRE DEPT,U.S. House,17,REP,Bill  Flores,357,267,90
Falls,404,LOTT FIRE DEPT,U.S. House,17,LIB,Peter Churchman,5,2,3
Falls,404,LOTT FIRE DEPT,U.S. House,17,DEM,Rick  Kennedy,80,60,20
Falls,405,GOLINDA CITY HALL,U.S. House,17,REP,Bill  Flores,272,141,131
Falls,405,GOLINDA CITY HALL,U.S. House,17,LIB,Peter Churchman,5,4,1
Falls,405,GOLINDA CITY HALL,U.S. House,17,DEM,Rick  Kennedy,101,52,49
Falls,101,METHODIST CHURCH HALL,U.S. Senate,,DEM,Beto  O'Rourke,134,67,67
Falls,101,METHODIST CHURCH HALL,U.S. Senate,,LIB,Neal M.  Dikeman,1,1,0
Falls,101,METHODIST CHURCH HALL,U.S. Senate,,REP,Ted  Cruz,160,54,106
Falls,104,OTTO COMMUNITY ,U.S. Senate,,DEM,Beto  O'Rourke,58,27,31
Falls,104,OTTO COMMUNITY ,U.S. Senate,,LIB,Neal M.  Dikeman,1,1,0
Falls,104,OTTO COMMUNITY ,U.S. Senate,,REP,Ted  Cruz,352,166,186
Falls,105,CHURCH OF CHRIST ANNEX,U.S. Senate,,DEM,Beto  O'Rourke,154,67,87
Falls,105,CHURCH OF CHRIST ANNEX,U.S. Senate,,LIB,Neal M.  Dikeman,0,0,0
Falls,105,CHURCH OF CHRIST ANNEX,U.S. Senate,,REP,Ted  Cruz,272,93,179
Falls,201,REAGAN BUILDING,U.S. Senate,,DEM,Beto  O'Rourke,52,17,35
Falls,201,REAGAN BUILDING,U.S. Senate,,LIB,Neal M.  Dikeman,3,1,2
Falls,201,REAGAN BUILDING,U.S. Senate,,REP,Ted  Cruz,244,88,156
Falls,203,DAVIS CHAPEL CHURCH,U.S. Senate,,DEM,Beto  O'Rourke,197,97,100
Falls,203,DAVIS CHAPEL CHURCH,U.S. Senate,,LIB,Neal M.  Dikeman,1,0,1
Falls,203,DAVIS CHAPEL CHURCH,U.S. Senate,,REP,Ted  Cruz,19,2,17
Falls,204,BTW ALUMNI,U.S. Senate,,DEM,Beto  O'Rourke,248,97,151
Falls,204,BTW ALUMNI,U.S. Senate,,LIB,Neal M.  Dikeman,0,0,0
Falls,204,BTW ALUMNI,U.S. Senate,,REP,Ted  Cruz,74,27,47
Falls,301,PLEASANT GROVE HALL,U.S. Senate,,DEM,Beto  O'Rourke,50,21,29
Falls,301,PLEASANT GROVE HALL,U.S. Senate,,LIB,Neal M.  Dikeman,1,0,1
Falls,301,PLEASANT GROVE HALL,U.S. Senate,,REP,Ted  Cruz,270,138,132
Falls,302,MARLIN HOUSING,U.S. Senate,,DEM,Beto  O'Rourke,46,18,28
Falls,302,MARLIN HOUSING,U.S. Senate,,LIB,Neal M.  Dikeman,0,0,0
Falls,302,MARLIN HOUSING,U.S. Senate,,REP,Ted  Cruz,110,33,77
Falls,303,WESTPHALIA HALL,U.S. Senate,,DEM,Beto  O'Rourke,39,25,14
Falls,303,WESTPHALIA HALL,U.S. Senate,,LIB,Neal M.  Dikeman,2,0,2
Falls,303,WESTPHALIA HALL,U.S. Senate,,REP,Ted  Cruz,332,169,163
Falls,304,D BROWN LIBRARY,U.S. Senate,,DEM,Beto  O'Rourke,134,94,40
Falls,304,D BROWN LIBRARY,U.S. Senate,,LIB,Neal M.  Dikeman,4,2,2
Falls,304,D BROWN LIBRARY,U.S. Senate,,REP,Ted  Cruz,357,250,107
Falls,403,CHILTON VOL DEPT,U.S. Senate,,DEM,Beto  O'Rourke,142,76,66
Falls,403,CHILTON VOL DEPT,U.S. Senate,,LIB,Neal M.  Dikeman,1,1,0
Falls,403,CHILTON VOL DEPT,U.S. Senate,,REP,Ted  Cruz,398,194,204
Falls,404,LOTT FIRE DEPT,U.S. Senate,,DEM,Beto  O'Rourke,81,60,21
Falls,404,LOTT FIRE DEPT,U.S. Senate,,LIB,Neal M.  Dikeman,1,1,0
Falls,404,LOTT FIRE DEPT,U.S. Senate,,REP,Ted  Cruz,361,268,93
Falls,405,GOLINDA CITY HALL,U.S. Senate,,DEM,Beto  O'Rourke,110,55,55
Falls,405,GOLINDA CITY HALL,U.S. Senate,,LIB,Neal M.  Dikeman,5,3,2
Falls,405,GOLINDA CITY HALL,U.S. Senate,,REP,Ted  Cruz,266,141,125
