county,precinct,office,district,party,candidate,votes,election_day,early_voting
Castro,101,Registered Voters,,REP,,715,,
Castro,101,Ballots Cast,,REP,,225,162,63
Castro,101,Straight Party,,REP,Republican,56,41,15
Castro,101,Straight Party,,REP,Over Votes,0,0,0
Castro,101,Straight Party,,REP,Under Votes,83,60,23
Castro,101,Straight Party,,DEM,Democratic,86,61,25
Castro,101,Straight Party,,LIB,Libertarian,0,0,0
Castro,101,U.S. Senate,,REP,Ted Cruz,120,85,35
Castro,101,U.S. Senate,,REP,Over Votes,0,0,0
Castro,101,U.S. Senate,,REP,Under Votes,5,5,0
Castro,101,U.S. Senate,,DEM,Beto O'Rourke,99,72,27
Castro,101,U.S. Senate,,LIB,Neal M. Dikerman,1,0,1
Castro,101,U.S. House,19,REP,Jodey Arrington,111,78,33
Castro,101,U.S. House,19,REP,Over Votes,0,0,0
Castro,101,U.S. House,19,REP,Under Votes,8,5,3
Castro,101,U.S. House,19,DEM,Miguel Levario,106,79,27
Castro,101,Governor,,REP,Greg Abbott,119,84,35
Castro,101,Governor,,REP,Over Votes,0,0,0
Castro,101,Governor,,REP,Under Votes,3,3,0
Castro,101,Governor,,DEM,Lupe Valdez,102,75,27
Castro,101,Governor,,LIB,Mark Jay Tippetts,1,0,1
Castro,101,Lieutenant Governor,,REP,Dan Patrick,100,68,32
Castro,101,Lieutenant Governor,,REP,Over Votes,0,0,0
Castro,101,Lieutenant Governor,,REP,Under Votes,10,9,1
Castro,101,Lieutenant Governor,,DEM,Mike Collier,109,82,27
Castro,101,Lieutenant Governor,,LIB,Kerry Douglas McKennon,6,3,3
Castro,101,Attorney General,,REP,Ken Paxton,111,79,32
Castro,101,Attorney General,,REP,Over Votes,0,0,0
Castro,101,Attorney General,,REP,Under Votes,5,4,1
Castro,101,Attorney General,,DEM,Justin Nelson,108,79,29
Castro,101,Attorney General,,LIB,Michael Ray Harris,1,0,1
Castro,101,Comptroller of Public Accounts,,REP,Glenn Hegar,112,77,35
Castro,101,Comptroller of Public Accounts,,REP,Over Votes,0,0,0
Castro,101,Comptroller of Public Accounts,,REP,Under Votes,3,3,0
Castro,101,Comptroller of Public Accounts,,DEM,Joi Chevalier,106,78,28
Castro,101,Comptroller of Public Accounts,,LIB,Ben Sanders,4,4,0
Castro,101,Commissioner of the General Land Office,,REP,George P. Bush,110,78,32
Castro,101,Commissioner of the General Land Office,,REP,Over Votes,0,0,0
Castro,101,Commissioner of the General Land Office,,REP,Under Votes,10,6,4
Castro,101,Commissioner of the General Land Office,,DEM,Miguel Suazo,104,78,26
Castro,101,Commissioner of the General Land Office,,LIB,Matt Pina,1,0,1
Castro,101,Commissioner of Agriculture,,REP,Sid Miller,111,78,33
Castro,101,Commissioner of Agriculture,,REP,Over Votes,0,0,0
Castro,101,Commissioner of Agriculture,,REP,Under Votes,5,4,1
Castro,101,Commissioner of Agriculture,,DEM,Kim Olson,107,79,28
Castro,101,Commissioner of Agriculture,,LIB,Richard Carpenter,2,1,1
Castro,101,Railroad Commissioner,,REP,Christi Craddick,110,78,32
Castro,101,Railroad Commissioner,,REP,Over Votes,0,0,0
Castro,101,Railroad Commissioner,,REP,Under Votes,6,5,1
Castro,101,Railroad Commissioner,,DEM,Roman McAllen,107,78,29
Castro,101,Railroad Commissioner,,LIB,Mike Wright,2,1,1
Castro,101,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,108,75,33
Castro,101,"Justice, Supreme Court, Place 2",,REP,Over Votes,0,0,0
Castro,101,"Justice, Supreme Court, Place 2",,REP,Under Votes,7,5,2
Castro,101,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,110,82,28
Castro,101,"Justice, Supreme Court, Place 4",,REP,John Devine,108,77,31
Castro,101,"Justice, Supreme Court, Place 4",,REP,Over Votes,0,0,0
Castro,101,"Justice, Supreme Court, Place 4",,REP,Under Votes,9,5,4
Castro,101,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,108,80,28
Castro,101,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,108,75,33
Castro,101,"Justice, Supreme Court, Place 6",,REP,Over Votes,0,0,0
Castro,101,"Justice, Supreme Court, Place 6",,REP,Under Votes,6,4,2
Castro,101,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,111,83,28
Castro,101,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,105,76,29
Castro,101,"Presiding Judge, Court of Criminal Appeals",,REP,Over Votes,0,0,0
Castro,101,"Presiding Judge, Court of Criminal Appeals",,REP,Under Votes,8,4,4
Castro,101,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,110,80,30
Castro,101,"Presiding Judge, Court of Criminal Appeals",,LIB,"William Bryan Strange, III",2,2,0
Castro,101,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,107,77,30
Castro,101,"Judge, Court of Criminal Appeals, Place 7",,REP,Over Votes,0,0,0
Castro,101,"Judge, Court of Criminal Appeals, Place 7",,REP,Under Votes,7,4,3
Castro,101,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,111,81,30
Castro,101,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,121,84,37
Castro,101,"Judge, Court of Criminal Appeals, Place 8",,REP,Over Votes,0,0,0
Castro,101,"Judge, Court of Criminal Appeals, Place 8",,REP,Under Votes,80,60,20
Castro,101,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,24,18,6
Castro,101,State Senate,31,REP,Kel Seilger,121,88,33
Castro,101,State Senate,31,REP,Over Votes,0,0,0
Castro,101,State Senate,31,REP,Under Votes,81,59,22
Castro,101,State Senate,31,LIB,Jack B. Westbrook,23,15,8
Castro,101,State Representative,88,REP,Ken King,112,80,32
Castro,101,State Representative,88,REP,Over Votes,0,0,0
Castro,101,State Representative,88,REP,Under Votes,6,3,3
Castro,101,State Representative,88,DEM,Ezekiel Barron,107,79,28
Castro,101,"Justice, 7th Court of Appeals District, Place 2",,REP,Judy Parker,126,89,37
Castro,101,"Justice, 7th Court of Appeals District, Place 2",,REP,Over Votes,0,0,0
Castro,101,"Justice, 7th Court of Appeals District, Place 2",,REP,Under Votes,99,73,26
Castro,101,"Justice, 7th Court of Appeals District, Place 3",,REP,Pat Pirtle,127,90,37
Castro,101,"Justice, 7th Court of Appeals District, Place 3",,REP,Over Votes,0,0,0
Castro,101,"Justice, 7th Court of Appeals District, Place 3",,REP,Under Votes,98,72,26
Castro,101,"District Judge, 64th Judicial District",,REP,Danah Zirpoli,125,90,35
Castro,101,"District Judge, 64th Judicial District",,REP,Over Votes,0,0,0
Castro,101,"District Judge, 64th Judicial District",,REP,Under Votes,100,72,28
Castro,101,"District Judge, 242nd Judicial District",,REP,Lowell Kregg Hukill,127,89,38
Castro,101,"District Judge, 242nd Judicial District",,REP,Over Votes,0,0,0
Castro,101,"District Judge, 242nd Judicial District",,REP,Under Votes,98,73,25
Castro,101,County Judge,,REP,Carroll U. Gerber,131,91,40
Castro,101,County Judge,,REP,Over Votes,0,0,0
Castro,101,County Judge,,REP,Under Votes,94,71,23
Castro,101,District and County Clerk,,DEM,JoAnna Blanco,146,106,40
Castro,101,District and County Clerk,,DEM,Over Votes,0,0,0
Castro,101,District and County Clerk,,DEM,Under Votes,79,56,23
Castro,101,County Treasurer,,REP,Elaine D. Flynt,125,89,36
Castro,101,County Treasurer,,REP,Over Votes,0,0,0
Castro,101,County Treasurer,,REP,Under Votes,100,73,27
Castro,101,Justice of the Peace,,REP,Flip Taylor,98,71,27
Castro,101,Justice of the Peace,,REP,Over Votes,0,0,0
Castro,101,Justice of the Peace,,REP,Under Votes,7,3,4
Castro,101,Justice of the Peace,,DEM,Mary Ewing,120,88,32
Castro,105,Registered Voters,,REP,,68,,
Castro,105,Ballots Cast,,REP,,28,10,18
Castro,105,Straight Party,,REP,Republican,12,2,10
Castro,105,Straight Party,,REP,Over Votes,0,0,0
Castro,105,Straight Party,,REP,Under Votes,14,7,7
Castro,105,Straight Party,,DEM,Democratic,2,1,1
Castro,105,Straight Party,,LIB,Libertarian,0,0,0
Castro,105,U.S. Senate,,REP,Ted Cruz,23,7,16
Castro,105,U.S. Senate,,REP,Over Votes,0,0,0
Castro,105,U.S. Senate,,REP,Under Votes,0,0,0
