county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Lamar,1A3B,Registered Voters,,,Registered Voters,894,0,0,0
Lamar,1A5A,Registered Voters,,,Registered Voters,1792,0,0,0
Lamar,1B,Registered Voters,,,Registered Voters,198,0,0,0
Lamar,1C,Registered Voters,,,Registered Voters,295,0,0,0
Lamar,1D,Registered Voters,,,Registered Voters,564,0,0,0
Lamar,1E,Registered Voters,,,Registered Voters,789,0,0,0
Lamar,1E7C,Registered Voters,,,Registered Voters,1009,0,0,0
Lamar,1F,Registered Voters,,,Registered Voters,804,0,0,0
Lamar,1G,Registered Voters,,,Registered Voters,551,0,0,0
Lamar,1H,Registered Voters,,,Registered Voters,552,0,0,0
Lamar,1I,Registered Voters,,,Registered Voters,121,0,0,0
Lamar,2A1A,Registered Voters,,,Registered Voters,1321,0,0,0
Lamar,2B2A,Registered Voters,,,Registered Voters,1713,0,0,0
Lamar,2C3A,Registered Voters,,,Registered Voters,1688,0,0,0
Lamar,2D,Registered Voters,,,Registered Voters,673,0,0,0
Lamar,2E,Registered Voters,,,Registered Voters,592,0,0,0
Lamar,2F,Registered Voters,,,Registered Voters,209,0,0,0
Lamar,2G,Registered Voters,,,Registered Voters,671,0,0,0
Lamar,3C7G,Registered Voters,,,Registered Voters,2962,0,0,0
Lamar,3D,Registered Voters,,,Registered Voters,816,0,0,0
Lamar,3E,Registered Voters,,,Registered Voters,1141,0,0,0
Lamar,3F,Registered Voters,,,Registered Voters,529,0,0,0
Lamar,3G,Registered Voters,,,Registered Voters,541,0,0,0
Lamar,3H3C,Registered Voters,,,Registered Voters,851,0,0,0
Lamar,3I,Registered Voters,,,Registered Voters,1296,0,0,0
Lamar,4A6E,Registered Voters,,,Registered Voters,1382,0,0,0
Lamar,4B,Registered Voters,,,Registered Voters,1722,0,0,0
Lamar,4C,Registered Voters,,,Registered Voters,322,0,0,0
Lamar,4D,Registered Voters,,,Registered Voters,1479,0,0,0
Lamar,4E,Registered Voters,,,Registered Voters,675,0,0,0
Lamar,4F,Registered Voters,,,Registered Voters,1741,0,0,0
