county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Potter,121,Ballots Cast,,,,1226,304,802,120
Potter,121,Straight Party,,,Over Votes,0,0,0,0
Potter,121,Straight Party,,,Under Votes,402,107,258,37
Potter,121,Straight Party,,REP,Republican Party,684,160,454,70
Potter,121,Straight Party,,DEM,Democratic Party,135,35,87,13
Potter,121,Straight Party,,LIB,Libertarian Party,5,2,3,0
Potter,121,U.S. Senate,,,Over Votes,0,0,0,0
Potter,121,U.S. Senate,,,Under Votes,6,1,5,0
Potter,121,U.S. Senate,,REP,Ted Cruz,959,237,629,93
Potter,121,U.S. Senate,,DEM,Beto O'Rourke,253,62,164,27
Potter,121,U.S. Senate,,LIB,Neal M. Dikeman,8,4,4,0
Potter,121,U.S. House,13,,Over Votes,0,0,0,0
Potter,121,U.S. House,13,,Under Votes,6,0,5,1
Potter,121,U.S. House,13,REP,Mac Thornberry,994,255,643,96
Potter,121,U.S. House,13,DEM,Greg Sagan,203,44,139,20
Potter,121,U.S. House,13,LIB,Calvin DeWeese,23,5,15,3
Potter,121,Governor,,,Over Votes,0,0,0,0
Potter,121,Governor,,,Under Votes,7,0,6,1
Potter,121,Governor,,REP,Greg Abbott,996,256,643,97
Potter,121,Governor,,DEM,Lupe Valdez,209,46,141,22
Potter,121,Governor,,LIB,Mark Jay Tippetts,14,2,12,0
Potter,121,Lieutenant Governor,,,Over Votes,0,0,0,0
Potter,121,Lieutenant Governor,,,Under Votes,12,3,8,1
Potter,121,Lieutenant Governor,,REP,Dan Patrick,928,234,603,91
Potter,121,Lieutenant Governor,,DEM,Mike Collier,259,56,177,26
Potter,121,Lieutenant Governor,,LIB,Kerry Douglas McKennon,27,11,14,2
Potter,121,Attorney General,,,Over Votes,0,0,0,0
Potter,121,Attorney General,,,Under Votes,9,1,8,0
Potter,121,Attorney General,,REP,Ken Paxton,946,243,611,92
Potter,121,Attorney General,,DEM,Justin Nelson,249,53,170,26
Potter,121,Attorney General,,LIB,Michael Ray Harris,22,7,13,2
Potter,121,Comptroller of Public Accounts,,,Over Votes,0,0,0,0
Potter,121,Comptroller of Public Accounts,,,Under Votes,23,5,14,4
Potter,121,Comptroller of Public Accounts,,REP,Glenn Hegar,963,249,622,92
Potter,121,Comptroller of Public Accounts,,DEM,Joi Chevalier,211,43,147,21
Potter,121,Comptroller of Public Accounts,,LIB,Ben Sanders,29,7,19,3
Potter,121,Commissioner of the General Land Office,,,Over Votes,0,0,0,0
Potter,121,Commissioner of the General Land Office,,,Under Votes,14,3,7,4
Potter,121,Commissioner of the General Land Office,,REP,George P. Bush,965,250,624,91
Potter,121,Commissioner of the General Land Office,,DEM,Miguel Suazo,206,42,143,21
Potter,121,Commissioner of the General Land Office,,LIB,Matt Pina,41,9,28,4
Potter,121,Commissioner of Agriculture,,,Over Votes,0,0,0,0
Potter,121,Commissioner of Agriculture,,,Under Votes,23,6,13,4
Potter,121,Commissioner of Agriculture,,REP,Sid Miller,936,236,611,89
Potter,121,Commissioner of Agriculture,,DEM,Kim Olson,238,52,160,26
Potter,121,Commissioner of Agriculture,,LIB,Richard Carpenter,29,10,18,1
Potter,121,Railroad Commissioner,,,Over Votes,0,0,0,0
Potter,121,Railroad Commissioner,,,Under Votes,22,5,14,3
Potter,121,Railroad Commissioner,,REP,Christi Craddick,959,241,623,95
Potter,121,Railroad Commissioner,,DEM,Roman McAllen,214,49,144,21
Potter,121,Railroad Commissioner,,LIB,Mike Wright,31,9,21,1
Potter,121,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0,0
Potter,121,"Justice, Supreme Court, Place 2",,,Under Votes,13,3,9,1
Potter,121,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,969,242,632,95
Potter,121,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,244,59,161,24
Potter,121,"Justice, Supreme Court, Place 4",,,Over Votes,0,0,0,0
Potter,121,"Justice, Supreme Court, Place 4",,,Under Votes,13,3,9,1
Potter,121,"Justice, Supreme Court, Place 4",,REP,John Devine,970,244,632,94
Potter,121,"Justice, Supreme Court, Place 4",,DEM,R. K. Sandill,243,57,161,25
Potter,121,"Justice, Supreme Court, Place 6",,,Over Votes,0,0,0,0
Potter,121,"Justice, Supreme Court, Place 6",,,Under Votes,12,3,8,1
Potter,121,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,972,244,633,95
Potter,121,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,242,57,161,24
