county,precinct,office,district,party,candidate,votes,election_day,early_voting
Blanco,102,Registered Voters,,,,2015,,
Blanco,201,Registered Voters,,,,"2,051",,
Blanco,302,Registered Voters,,,,1190,,
Blanco,303,Registered Voters,,,,488,,
Blanco,304,Registered Voters,,,,263,,
Blanco,401,Registered Voters,,,,2.172,,
Blanco,Total,Registered Voters,,,,6009,,
Blanco,102,Ballots Cast,,REP,,438,293,145
Blanco,201,Ballots Cast,,REP,,591,260,331
Blanco,302,Ballots Cast,,REP,,241,128,113
Blanco,303,Ballots Cast,,REP,,126,60,66
Blanco,304,Ballots Cast,,REP,,48,30,18
Blanco,401,Ballots Cast,,REP,,444,293,151
Blanco,Total,Ballots Cast,,REP,,1888,1064,824
Blanco,102,Ballots Cast,,DEM,,118,75,43
Blanco,201,Ballots Cast,,DEM,,145,73,72
Blanco,302,Ballots Cast,,DEM,,99,51,48
Blanco,303,Ballots Cast,,DEM,,15,12,3
Blanco,304,Ballots Cast,,DEM,,23,8,15
Blanco,401,Ballots Cast,,DEM,,151,63,88
Blanco,Total,Ballots Cast,,DEM,,551,282,269
Blanco,102,U.S. Senate,,REP,Geraldine Sam,6,5,1
Blanco,201,U.S. Senate,,REP,Geraldine Sam,12,5,7
Blanco,302,U.S. Senate,,REP,Geraldine Sam,5,4,1
Blanco,303,U.S. Senate,,REP,Geraldine Sam,2,1,1
Blanco,304,U.S. Senate,,REP,Geraldine Sam,0,0,0
Blanco,401,U.S. Senate,,REP,Geraldine Sam,9,5,4
Blanco,Total,U.S. Senate,,REP,Geraldine Sam,34,20,14
Blanco,102,U.S. Senate,,REP,Stefano de Stefano,5,2,3
Blanco,201,U.S. Senate,,REP,Stefano de Stefano,12,6,6
Blanco,302,U.S. Senate,,REP,Stefano de Stefano,5,3,2
Blanco,303,U.S. Senate,,REP,Stefano de Stefano,1,0,1
Blanco,304,U.S. Senate,,REP,Stefano de Stefano,1,1,0
Blanco,401,U.S. Senate,,REP,Stefano de Stefano,10,4,6
Blanco,Total,U.S. Senate,,REP,Stefano de Stefano,34,16,18
Blanco,102,U.S. Senate,,REP,"Bruce Jacobson, Jr",23,19,4
Blanco,201,U.S. Senate,,REP,"Bruce Jacobson, Jr",3,2,1
Blanco,302,U.S. Senate,,REP,"Bruce Jacobson, Jr",27,14,13
