county,office,district,party,candidate,incumbent,votes,pct
HOPKINS,Prop 10 Right to a Fair Criminal Justice System,,,Total,,602,
HOPKINS,Prop 11 Immigrant Rights,,DEM,IN FAVOR,False,575,94.42
HOPKINS,Prop 11 Immigrant Rights,,DEM,AGAINST,False,34,5.58
HOPKINS,Prop 11 Immigrant Rights,,,Total,,609,
HOPKINS,Prop 12 Right to Fair Taxation,,DEM,IN FAVOR,False,594,98.51
HOPKINS,Prop 12 Right to Fair Taxation,,DEM,AGAINST,False,9,1.49
HOPKINS,Prop 12 Right to Fair Taxation,,,Total,,603,
HOUSTON,U. S. Senator,,DEM,Edward Kimbrough,False,161,36.34
HOUSTON,U. S. Senator,,DEM,Beto O'Rourke,False,153,34.54
HOUSTON,U. S. Senator,,DEM,Sema Hernandez,False,129,29.12
HOUSTON,U. S. Senator,,,Total,,443,
HOUSTON,U. S. Representative,8,DEM,Steven David,False,375,100.00
HOUSTON,U. S. Representative,8,,Total,,375,
HOUSTON,Governor,,DEM,James Jolly Clark,False,23,5.13
HOUSTON,Governor,,DEM,"Cedric Davis, Sr.",False,59,13.17
HOUSTON,Governor,,DEM,Joe Mumbach,False,9,2.01
HOUSTON,Governor,,DEM,Adrian Ocegueda,False,13,2.90
HOUSTON,Governor,,DEM,Jeffrey Payne,False,16,3.57
HOUSTON,Governor,,DEM,Lupe Valdez,False,85,18.97
HOUSTON,Governor,,DEM,Tom Wakely,False,6,1.34
HOUSTON,Governor,,DEM,Andrew White,False,167,37.28
HOUSTON,Governor,,DEM,Grady Yarbrough,False,70,15.63
HOUSTON,Governor,,,Total,,448,
HOUSTON,Lieutenant Governor,,DEM,Mike Collier,False,241,55.79
HOUSTON,Lieutenant Governor,,DEM,Michael Cooper,False,191,44.21
HOUSTON,Lieutenant Governor,,,Total,,432,
HOUSTON,Attorney General,,DEM,Justin Nelson,False,368,100.00
HOUSTON,Attorney General,,,Total,,368,
HOUSTON,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,189,44.79
HOUSTON,Comptroller of Public Accounts,,DEM,Tim Mahoney,False,233,55.21
HOUSTON,Comptroller of Public Accounts,,,Total,,422,
HOUSTON,Commissioner of the General Land Office,,DEM,Tex Morgan,False,176,41.61
HOUSTON,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,247,58.39
HOUSTON,Commissioner of the General Land Office,,,Total,,423,
HOUSTON,Commissioner of Agriculture,,DEM,Kim Olson,False,388,100.00
HOUSTON,Commissioner of Agriculture,,,Total,,388,
HOUSTON,Railroad Commissioner,,DEM,Roman McAllen,False,185,44.05
HOUSTON,Railroad Commissioner,,DEM,Chris Spellmon,False,235,55.95
HOUSTON,Railroad Commissioner,,,Total,,420,
HOUSTON,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,383,100.00
HOUSTON,"Justice, Supreme Court, Place 2",,,Total,,383,
HOUSTON,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,384,100.00
HOUSTON,"Justice, Supreme Court, Place 4",,,Total,,384,
HOUSTON,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,385,100.00
HOUSTON,"Justice, Supreme Court, Place 6",,,Total,,385,
HOUSTON,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,398,100.00
HOUSTON,"Presiding Judge, Court of Criminal Appeals",,,Total,,398,
HOUSTON,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,397,100.00
HOUSTON,Judge Court of Criminal Appeals,7,,Total,,397,
HOUSTON,State Senator,3,DEM,Shirley Layton,False,393,100.00
HOUSTON,State Senator,3,,Total,,393,
HOUSTON,State Representative,57,DEM,Jason Rogers,False,384,100.00
HOUSTON,State Representative,57,,Total,,384,
HOUSTON,Prop 1 Right to a 21st Century Public Education,,DEM,IN FAVOR,False,436,93.97
HOUSTON,Prop 1 Right to a 21st Century Public Education,,DEM,AGAINST,False,28,6.03
HOUSTON,Prop 1 Right to a 21st Century Public Education,,,Total,,464,
HOUSTON,Prop 2 Student Loan Debt,,DEM,IN FAVOR,False,430,92.47
HOUSTON,Prop 2 Student Loan Debt,,DEM,AGAINST,False,35,7.53
HOUSTON,Prop 2 Student Loan Debt,,,Total,,465,
HOUSTON,Prop 3 Right to Healthcare,,DEM,IN FAVOR,False,434,93.33
HOUSTON,Prop 3 Right to Healthcare,,DEM,AGAINST,False,31,6.67
HOUSTON,Prop 3 Right to Healthcare,,,Total,,465,
HOUSTON,Prop 4 Right to Economic Security,,DEM,IN FAVOR,False,448,95.93
HOUSTON,Prop 4 Right to Economic Security,,DEM,AGAINST,False,19,4.07
HOUSTON,Prop 4 Right to Economic Security,,,Total,,467,
HOUSTON,Prop 5 National Jobs Program,,DEM,IN FAVOR,False,412,92.38
HOUSTON,Prop 5 National Jobs Program,,DEM,AGAINST,False,34,7.62
HOUSTON,Prop 5 National Jobs Program,,,Total,,446,
HOUSTON,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,IN FAVOR,False,443,97.36
HOUSTON,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,AGAINST,False,12,2.64
HOUSTON,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,,Total,,455,
HOUSTON,Prop 7 Right to Dignity & Respect,,DEM,IN FAVOR,False,430,95.77
HOUSTON,Prop 7 Right to Dignity & Respect,,DEM,AGAINST,False,19,4.23
HOUSTON,Prop 7 Right to Dignity & Respect,,,Total,,449,
HOUSTON,Prop 8 Right to Housing,,DEM,IN FAVOR,False,409,91.09
HOUSTON,Prop 8 Right to Housing,,DEM,AGAINST,False,40,8.91
HOUSTON,Prop 8 Right to Housing,,,Total,,449,
HOUSTON,Prop 9 Right to Vote,,DEM,IN FAVOR,False,421,93.14
HOUSTON,Prop 9 Right to Vote,,DEM,AGAINST,False,31,6.86
HOUSTON,Prop 9 Right to Vote,,,Total,,452,
HOUSTON,Prop 10 Right to a Fair Criminal Justice System,,DEM,IN FAVOR,False,428,96.18
HOUSTON,Prop 10 Right to a Fair Criminal Justice System,,DEM,AGAINST,False,17,3.82
HOUSTON,Prop 10 Right to a Fair Criminal Justice System,,,Total,,445,
HOUSTON,Prop 11 Immigrant Rights,,DEM,IN FAVOR,False,414,92.83
HOUSTON,Prop 11 Immigrant Rights,,DEM,AGAINST,False,32,7.17
HOUSTON,Prop 11 Immigrant Rights,,,Total,,446,
HOUSTON,Prop 12 Right to Fair Taxation,,DEM,IN FAVOR,False,428,95.54
HOUSTON,Prop 12 Right to Fair Taxation,,DEM,AGAINST,False,20,4.46
HOUSTON,Prop 12 Right to Fair Taxation,,,Total,,448,
HOWARD,U. S. Senator,,DEM,Edward Kimbrough,False,56,15.38
HOWARD,U. S. Senator,,DEM,Beto O'Rourke,False,208,57.14
HOWARD,U. S. Senator,,DEM,Sema Hernandez,False,100,27.47
HOWARD,U. S. Senator,,,Total,,364,
HOWARD,U. S. Representative,19,DEM,Miguel Levario,False,323,100.00
HOWARD,U. S. Representative,19,,Total,,323,
HOWARD,Governor,,DEM,James Jolly Clark,False,8,2.23
HOWARD,Governor,,DEM,"Cedric Davis, Sr.",False,20,5.59
HOWARD,Governor,,DEM,Joe Mumbach,False,8,2.23
HOWARD,Governor,,DEM,Adrian Ocegueda,False,21,5.87
HOWARD,Governor,,DEM,Jeffrey Payne,False,13,3.63
HOWARD,Governor,,DEM,Lupe Valdez,False,142,39.66
HOWARD,Governor,,DEM,Tom Wakely,False,17,4.75
HOWARD,Governor,,DEM,Andrew White,False,106,29.61
HOWARD,Governor,,DEM,Grady Yarbrough,False,23,6.42
HOWARD,Governor,,,Total,,358,
HOWARD,Lieutenant Governor,,DEM,Mike Collier,False,183,52.59
HOWARD,Lieutenant Governor,,DEM,Michael Cooper,False,165,47.41
HOWARD,Lieutenant Governor,,,Total,,348,
HOWARD,Attorney General,,DEM,Justin Nelson,False,327,100.00
HOWARD,Attorney General,,,Total,,327,
HOWARD,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,149,43.19
HOWARD,Comptroller of Public Accounts,,DEM,Tim Mahoney,False,196,56.81
HOWARD,Comptroller of Public Accounts,,,Total,,345,
HOWARD,Commissioner of the General Land Office,,DEM,Tex Morgan,False,110,31.61
HOWARD,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,238,68.39
HOWARD,Commissioner of the General Land Office,,,Total,,348,
HOWARD,Commissioner of Agriculture,,DEM,Kim Olson,False,330,100.00
HOWARD,Commissioner of Agriculture,,,Total,,330,
HOWARD,Railroad Commissioner,,DEM,Roman McAllen,False,195,56.85
HOWARD,Railroad Commissioner,,DEM,Chris Spellmon,False,148,43.15
HOWARD,Railroad Commissioner,,,Total,,343,
HOWARD,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,330,100.00
HOWARD,"Justice, Supreme Court, Place 2",,,Total,,330,
HOWARD,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,320,100.00
HOWARD,"Justice, Supreme Court, Place 4",,,Total,,320,
HOWARD,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,326,100.00
HOWARD,"Justice, Supreme Court, Place 6",,,Total,,326,
HOWARD,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,324,100.00
HOWARD,"Presiding Judge, Court of Criminal Appeals",,,Total,,324,
HOWARD,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,322,100.00
HOWARD,Judge Court of Criminal Appeals,7,,Total,,322,
HOWARD,Prop 1 Right to a 21st Century Public Education,,DEM,IN FAVOR,False,341,94.72
HOWARD,Prop 1 Right to a 21st Century Public Education,,DEM,AGAINST,False,19,5.28
HOWARD,Prop 1 Right to a 21st Century Public Education,,,Total,,360,
HOWARD,Prop 2 Student Loan Debt,,DEM,IN FAVOR,False,335,92.29
HOWARD,Prop 2 Student Loan Debt,,DEM,AGAINST,False,28,7.71
HOWARD,Prop 2 Student Loan Debt,,,Total,,363,
HOWARD,Prop 3 Right to Healthcare,,DEM,IN FAVOR,False,343,93.97
HOWARD,Prop 3 Right to Healthcare,,DEM,AGAINST,False,22,6.03
HOWARD,Prop 3 Right to Healthcare,,,Total,,365,
HOWARD,Prop 4 Right to Economic Security,,DEM,IN FAVOR,False,351,96.43
HOWARD,Prop 4 Right to Economic Security,,DEM,AGAINST,False,13,3.57
HOWARD,Prop 4 Right to Economic Security,,,Total,,364,
HOWARD,Prop 5 National Jobs Program,,DEM,IN FAVOR,False,330,90.91
HOWARD,Prop 5 National Jobs Program,,DEM,AGAINST,False,33,9.09
HOWARD,Prop 5 National Jobs Program,,,Total,,363,
HOWARD,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,IN FAVOR,False,361,98.63
HOWARD,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,AGAINST,False,5,1.37
HOWARD,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,,Total,,366,
HOWARD,Prop 7 Right to Dignity & Respect,,DEM,IN FAVOR,False,359,97.55
HOWARD,Prop 7 Right to Dignity & Respect,,DEM,AGAINST,False,9,2.45
HOWARD,Prop 7 Right to Dignity & Respect,,,Total,,368,
HOWARD,Prop 8 Right to Housing,,DEM,IN FAVOR,False,325,89.78
HOWARD,Prop 8 Right to Housing,,DEM,AGAINST,False,37,10.22
HOWARD,Prop 8 Right to Housing,,,Total,,362,
HOWARD,Prop 9 Right to Vote,,DEM,IN FAVOR,False,351,96.69
HOWARD,Prop 9 Right to Vote,,DEM,AGAINST,False,12,3.31
HOWARD,Prop 9 Right to Vote,,,Total,,363,
HOWARD,Prop 10 Right to a Fair Criminal Justice System,,DEM,IN FAVOR,False,354,96.72
HOWARD,Prop 10 Right to a Fair Criminal Justice System,,DEM,AGAINST,False,12,3.28
HOWARD,Prop 10 Right to a Fair Criminal Justice System,,,Total,,366,
HOWARD,Prop 11 Immigrant Rights,,DEM,IN FAVOR,False,343,94.23
HOWARD,Prop 11 Immigrant Rights,,DEM,AGAINST,False,21,5.77
HOWARD,Prop 11 Immigrant Rights,,,Total,,364,
HOWARD,Prop 12 Right to Fair Taxation,,DEM,IN FAVOR,False,357,98.35
HOWARD,Prop 12 Right to Fair Taxation,,DEM,AGAINST,False,6,1.65
HOWARD,Prop 12 Right to Fair Taxation,,,Total,,363,
HUDSPETH,U. S. Senator,,DEM,Edward Kimbrough,False,85,18.97
HUDSPETH,U. S. Senator,,DEM,Beto O'Rourke,False,280,62.50
HUDSPETH,U. S. Senator,,DEM,Sema Hernandez,False,83,18.53
HUDSPETH,U. S. Senator,,,Total,,448,
HUDSPETH,U. S. Representative,23,DEM,Judy Canales,False,51,13.25
HUDSPETH,U. S. Representative,23,DEM,Jay Hulings,False,28,7.27
HUDSPETH,U. S. Representative,23,DEM,Gina Ortiz Jones,False,140,36.36
HUDSPETH,U. S. Representative,23,DEM,Rick Treviño,False,96,24.94
HUDSPETH,U. S. Representative,23,DEM,"Angela ""Angie"" Villescaz",False,70,18.18
HUDSPETH,U. S. Representative,23,,Total,,385,
HUDSPETH,Governor,,DEM,James Jolly Clark,False,19,5.16
HUDSPETH,Governor,,DEM,"Cedric Davis, Sr.",False,12,3.26
HUDSPETH,Governor,,DEM,Joe Mumbach,False,8,2.17
HUDSPETH,Governor,,DEM,Adrian Ocegueda,False,38,10.33
HUDSPETH,Governor,,DEM,Jeffrey Payne,False,23,6.25
HUDSPETH,Governor,,DEM,Lupe Valdez,False,159,43.21
HUDSPETH,Governor,,DEM,Tom Wakely,False,23,6.25
HUDSPETH,Governor,,DEM,Andrew White,False,27,7.34
HUDSPETH,Governor,,DEM,Grady Yarbrough,False,59,16.03
HUDSPETH,Governor,,,Total,,368,
HUDSPETH,Lieutenant Governor,,DEM,Mike Collier,False,177,50.86
HUDSPETH,Lieutenant Governor,,DEM,Michael Cooper,False,171,49.14
HUDSPETH,Lieutenant Governor,,,Total,,348,
HUDSPETH,Attorney General,,DEM,Justin Nelson,False,294,100.00
HUDSPETH,Attorney General,,,Total,,294,
HUDSPETH,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,141,58.51
HUDSPETH,Comptroller of Public Accounts,,DEM,Tim Mahoney,False,100,41.49
HUDSPETH,Comptroller of Public Accounts,,,Total,,241,
HUDSPETH,Commissioner of the General Land Office,,DEM,Tex Morgan,False,148,41.11
HUDSPETH,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,212,58.89
HUDSPETH,Commissioner of the General Land Office,,,Total,,360,
HUDSPETH,Commissioner of Agriculture,,DEM,Kim Olson,False,271,100.00
HUDSPETH,Commissioner of Agriculture,,,Total,,271,
HUDSPETH,Railroad Commissioner,,DEM,Roman McAllen,False,200,59.52
HUDSPETH,Railroad Commissioner,,DEM,Chris Spellmon,False,136,40.48
HUDSPETH,Railroad Commissioner,,,Total,,336,
HUDSPETH,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,287,100.00
HUDSPETH,"Justice, Supreme Court, Place 2",,,Total,,287,
HUDSPETH,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,270,100.00
HUDSPETH,"Justice, Supreme Court, Place 4",,,Total,,270,
HUDSPETH,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,270,100.00
HUDSPETH,"Justice, Supreme Court, Place 6",,,Total,,270,
HUDSPETH,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,273,100.00
HUDSPETH,"Presiding Judge, Court of Criminal Appeals",,,Total,,273,
HUDSPETH,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,280,100.00
HUDSPETH,Judge Court of Criminal Appeals,7,,Total,,280,
HUDSPETH,State Representative,74,DEM,Poncho Nevárez,True,298,100.00
HUDSPETH,State Representative,74,,Total,,298,
HUDSPETH,"Justice, 8th Court of Appeals District, Place 2",,DEM,Yvonne Rodriguez,True,279,100.00
HUDSPETH,"Justice, 8th Court of Appeals District, Place 2",,,Total,,279,
HUDSPETH,"Justice, 8th Court of Appeals District, Place 3",,DEM,Gina M. Palafox,True,274,100.00
HUDSPETH,"Justice, 8th Court of Appeals District, Place 3",,,Total,,274,
HUDSPETH,District Judge,205th Judicial District,DEM,Francisco X. Dominguez,True,294,100.00
HUDSPETH,District Judge,205th Judicial District,,Total,,294,
HUDSPETH,Prop 1 Right to a 21st Century Public Education,,DEM,IN FAVOR,False,408,84.65
HUDSPETH,Prop 1 Right to a 21st Century Public Education,,DEM,AGAINST,False,74,15.35
HUDSPETH,Prop 1 Right to a 21st Century Public Education,,,Total,,482,
HUDSPETH,Prop 2 Student Loan Debt,,DEM,IN FAVOR,False,293,78.34
HUDSPETH,Prop 2 Student Loan Debt,,DEM,AGAINST,False,81,21.66
HUDSPETH,Prop 2 Student Loan Debt,,,Total,,374,
HUDSPETH,Prop 3 Right to Healthcare,,DEM,IN FAVOR,False,374,74.65
HUDSPETH,Prop 3 Right to Healthcare,,DEM,AGAINST,False,127,25.35
HUDSPETH,Prop 3 Right to Healthcare,,,Total,,501,
HUDSPETH,Prop 4 Right to Economic Security,,DEM,IN FAVOR,False,401,85.50
HUDSPETH,Prop 4 Right to Economic Security,,DEM,AGAINST,False,68,14.50
HUDSPETH,Prop 4 Right to Economic Security,,,Total,,469,
HUDSPETH,Prop 5 National Jobs Program,,DEM,IN FAVOR,False,332,76.15
HUDSPETH,Prop 5 National Jobs Program,,DEM,AGAINST,False,104,23.85
HUDSPETH,Prop 5 National Jobs Program,,,Total,,436,
HUDSPETH,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,IN FAVOR,False,408,89.08
HUDSPETH,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,AGAINST,False,50,10.92
HUDSPETH,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,,Total,,458,
HUDSPETH,Prop 7 Right to Dignity & Respect,,DEM,IN FAVOR,False,382,85.08
HUDSPETH,Prop 7 Right to Dignity & Respect,,DEM,AGAINST,False,67,14.92
HUDSPETH,Prop 7 Right to Dignity & Respect,,,Total,,449,
HUDSPETH,Prop 8 Right to Housing,,DEM,IN FAVOR,False,328,75.58
HUDSPETH,Prop 8 Right to Housing,,DEM,AGAINST,False,106,24.42
HUDSPETH,Prop 8 Right to Housing,,,Total,,434,
HUDSPETH,Prop 9 Right to Vote,,DEM,IN FAVOR,False,339,77.93
HUDSPETH,Prop 9 Right to Vote,,DEM,AGAINST,False,96,22.07
HUDSPETH,Prop 9 Right to Vote,,,Total,,435,
HUDSPETH,Prop 10 Right to a Fair Criminal Justice System,,DEM,IN FAVOR,False,352,83.02
HUDSPETH,Prop 10 Right to a Fair Criminal Justice System,,DEM,AGAINST,False,72,16.98
HUDSPETH,Prop 10 Right to a Fair Criminal Justice System,,,Total,,424,
HUDSPETH,Prop 11 Immigrant Rights,,DEM,IN FAVOR,False,335,76.14
HUDSPETH,Prop 11 Immigrant Rights,,DEM,AGAINST,False,105,23.86
HUDSPETH,Prop 11 Immigrant Rights,,,Total,,440,
HUDSPETH,Prop 12 Right to Fair Taxation,,DEM,IN FAVOR,False,363,83.45
HUDSPETH,Prop 12 Right to Fair Taxation,,DEM,AGAINST,False,72,16.55
HUDSPETH,Prop 12 Right to Fair Taxation,,,Total,,435,
HUNT,U. S. Senator,,DEM,Edward Kimbrough,False,312,23.60
HUNT,U. S. Senator,,DEM,Beto O'Rourke,False,711,53.78
HUNT,U. S. Senator,,DEM,Sema Hernandez,False,299,22.62
HUNT,U. S. Senator,,,Total,,1322,
HUNT,U. S. Representative,4,DEM,Lander Bethel,False,316,25.90
HUNT,U. S. Representative,4,DEM,Catherine Krantz,False,904,74.10
HUNT,U. S. Representative,4,,Total,,1220,
HUNT,Governor,,DEM,James Jolly Clark,False,25,1.87
HUNT,Governor,,DEM,"Cedric Davis, Sr.",False,60,4.49
HUNT,Governor,,DEM,Joe Mumbach,False,8,0.60
HUNT,Governor,,DEM,Adrian Ocegueda,False,38,2.85
HUNT,Governor,,DEM,Jeffrey Payne,False,125,9.36
HUNT,Governor,,DEM,Lupe Valdez,False,679,50.86
HUNT,Governor,,DEM,Tom Wakely,False,38,2.85
HUNT,Governor,,DEM,Andrew White,False,309,23.15
HUNT,Governor,,DEM,Grady Yarbrough,False,53,3.97
HUNT,Governor,,,Total,,1335,
HUNT,Lieutenant Governor,,DEM,Mike Collier,False,702,57.07
HUNT,Lieutenant Governor,,DEM,Michael Cooper,False,528,42.93
HUNT,Lieutenant Governor,,,Total,,1230,
HUNT,Attorney General,,DEM,Justin Nelson,False,1089,100.00
HUNT,Attorney General,,,Total,,1089,
HUNT,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,592,49.92
HUNT,Comptroller of Public Accounts,,DEM,Tim Mahoney,False,594,50.08
HUNT,Comptroller of Public Accounts,,,Total,,1186,
HUNT,Commissioner of the General Land Office,,DEM,Tex Morgan,False,442,36.32
HUNT,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,775,63.68
HUNT,Commissioner of the General Land Office,,,Total,,1217,
HUNT,Commissioner of Agriculture,,DEM,Kim Olson,False,1096,100.00
HUNT,Commissioner of Agriculture,,,Total,,1096,
HUNT,Railroad Commissioner,,DEM,Roman McAllen,False,491,42.29
HUNT,Railroad Commissioner,,DEM,Chris Spellmon,False,670,57.71
HUNT,Railroad Commissioner,,,Total,,1161,
HUNT,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,1047,100.00
HUNT,"Justice, Supreme Court, Place 2",,,Total,,1047,
HUNT,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,1041,100.00
HUNT,"Justice, Supreme Court, Place 4",,,Total,,1041,
HUNT,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,1076,100.00
HUNT,"Justice, Supreme Court, Place 6",,,Total,,1076,
HUNT,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,1075,100.00
HUNT,"Presiding Judge, Court of Criminal Appeals",,,Total,,1075,
HUNT,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,1063,100.00
HUNT,Judge Court of Criminal Appeals,7,,Total,,1063,
HUNT,State Senator,2,DEM,Kendall Scudder,False,1061,100.00
HUNT,State Senator,2,,Total,,1061,
HUNT,State Representative,2,DEM,Bill Brannon,False,1047,100.00
HUNT,State Representative,2,,Total,,1047,
HUNT,"Chief Justice, 5th Court of Appeals District",,DEM,Robert Burns,False,1029,100.00
HUNT,"Chief Justice, 5th Court of Appeals District",,,Total,,1029,
HUNT,"Justice, 5th Court of Appeals District, Place 2",,DEM,Robbie PartidaKipness,False,1031,100.00
HUNT,"Justice, 5th Court of Appeals District, Place 2",,,Total,,1031,
HUNT,"Justice, 5th Court of Appeals District, Place 5",,DEM,Erin Nowell,False,1029,100.00
HUNT,"Justice, 5th Court of Appeals District, Place 5",,,Total,,1029,
HUNT,"Justice, 5th Court of Appeals District, Place 9",,DEM,Bill Pedersen,False,1015,100.00
HUNT,"Justice, 5th Court of Appeals District, Place 9",,,Total,,1015,
HUNT,"Justice, 5th Court of Appeals District, Place 10",,DEM,Amanda Reichek,False,1051,100.00
HUNT,"Justice, 5th Court of Appeals District, Place 10",,,Total,,1051,
HUNT,"Justice, 5th Court of Appeals District, Place 11",,DEM,Cory Carlyle,False,1019,100.00
HUNT,"Justice, 5th Court of Appeals District, Place 11",,,Total,,1019,
HUNT,"Justice, 5th Court of Appeals District, Place 12",,DEM,Ken Molberg,False,1013,100.00
HUNT,"Justice, 5th Court of Appeals District, Place 12",,,Total,,1013,
HUNT,"Justice, 5th Court of Appeals District, Place 13",,DEM,Leslie Lester Osborne,False,1028,100.00
HUNT,"Justice, 5th Court of Appeals District, Place 13",,,Total,,1028,
HUNT,Prop 1 Right to a 21st Century Public Education,,DEM,IN FAVOR,False,1326,94.51
HUNT,Prop 1 Right to a 21st Century Public Education,,DEM,AGAINST,False,77,5.49
HUNT,Prop 1 Right to a 21st Century Public Education,,,Total,,1403,
HUNT,Prop 2 Student Loan Debt,,DEM,IN FAVOR,False,1314,93.86
HUNT,Prop 2 Student Loan Debt,,DEM,AGAINST,False,86,6.14
HUNT,Prop 2 Student Loan Debt,,,Total,,1400,
HUNT,Prop 3 Right to Healthcare,,DEM,IN FAVOR,False,1315,93.73
HUNT,Prop 3 Right to Healthcare,,DEM,AGAINST,False,88,6.27
HUNT,Prop 3 Right to Healthcare,,,Total,,1403,
HUNT,Prop 4 Right to Economic Security,,DEM,IN FAVOR,False,1333,95.35
HUNT,Prop 4 Right to Economic Security,,DEM,AGAINST,False,65,4.65
HUNT,Prop 4 Right to Economic Security,,,Total,,1398,
HUNT,Prop 5 National Jobs Program,,DEM,IN FAVOR,False,1251,91.38
HUNT,Prop 5 National Jobs Program,,DEM,AGAINST,False,118,8.62
HUNT,Prop 5 National Jobs Program,,,Total,,1369,
HUNT,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,IN FAVOR,False,1372,98.42
HUNT,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,AGAINST,False,22,1.58
HUNT,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,,Total,,1394,
HUNT,Prop 7 Right to Dignity & Respect,,DEM,IN FAVOR,False,1336,96.39
HUNT,Prop 7 Right to Dignity & Respect,,DEM,AGAINST,False,50,3.61
HUNT,Prop 7 Right to Dignity & Respect,,,Total,,1386,
HUNT,Prop 8 Right to Housing,,DEM,IN FAVOR,False,1225,89.81
HUNT,Prop 8 Right to Housing,,DEM,AGAINST,False,139,10.19
HUNT,Prop 8 Right to Housing,,,Total,,1364,
HUNT,Prop 9 Right to Vote,,DEM,IN FAVOR,False,1284,92.98
HUNT,Prop 9 Right to Vote,,DEM,AGAINST,False,97,7.02
HUNT,Prop 9 Right to Vote,,,Total,,1381,
HUNT,Prop 10 Right to a Fair Criminal Justice System,,DEM,IN FAVOR,False,1319,95.30
HUNT,Prop 10 Right to a Fair Criminal Justice System,,DEM,AGAINST,False,65,4.70
HUNT,Prop 10 Right to a Fair Criminal Justice System,,,Total,,1384,
HUNT,Prop 11 Immigrant Rights,,DEM,IN FAVOR,False,1308,94.03
HUNT,Prop 11 Immigrant Rights,,DEM,AGAINST,False,83,5.97
HUNT,Prop 11 Immigrant Rights,,,Total,,1391,
HUNT,Prop 12 Right to Fair Taxation,,DEM,IN FAVOR,False,1307,95.54
HUNT,Prop 12 Right to Fair Taxation,,DEM,AGAINST,False,61,4.46
HUNT,Prop 12 Right to Fair Taxation,,,Total,,1368,
HUTCHINSON,U. S. Senator,,DEM,Edward Kimbrough,False,49,31.01
HUTCHINSON,U. S. Senator,,DEM,Beto O'Rourke,False,74,46.84
HUTCHINSON,U. S. Senator,,DEM,Sema Hernandez,False,35,22.15
HUTCHINSON,U. S. Senator,,,Total,,158,
HUTCHINSON,U. S. Representative,13,DEM,Greg Sagan,False,141,100.00
HUTCHINSON,U. S. Representative,13,,Total,,141,
HUTCHINSON,Governor,,DEM,James Jolly Clark,False,5,3.29
HUTCHINSON,Governor,,DEM,"Cedric Davis, Sr.",False,13,8.55
HUTCHINSON,Governor,,DEM,Joe Mumbach,False,4,2.63
HUTCHINSON,Governor,,DEM,Adrian Ocegueda,False,5,3.29
HUTCHINSON,Governor,,DEM,Jeffrey Payne,False,17,11.18
HUTCHINSON,Governor,,DEM,Lupe Valdez,False,29,19.08
HUTCHINSON,Governor,,DEM,Tom Wakely,False,6,3.95
HUTCHINSON,Governor,,DEM,Andrew White,False,22,14.47
HUTCHINSON,Governor,,DEM,Grady Yarbrough,False,51,33.55
HUTCHINSON,Governor,,,Total,,152,
HUTCHINSON,Lieutenant Governor,,DEM,Mike Collier,False,76,49.67
