county,precinct,office,district,party,candidate,votes,election_day,early_voting,mail,provisional,limited
Kleberg,0003 Precinct 13,Lieutenant Governor,,REP,Dan Patrick,295,98,173,22,2,0
Kleberg,0003 Precinct 13,Lieutenant Governor,,DEM,Mike Collier,386,128,219,38,1,0
Kleberg,0003 Precinct 13,Lieutenant Governor,,LIB,Kerry Douglas McKennon,12,4,8,0,0,0
Kleberg,0003 Precinct 13,Attorney General,,REP,Ken Paxton,287,98,168,19,2,0
Kleberg,0003 Precinct 13,Attorney General,,DEM,Justin Nelson,393,129,224,39,1,0
Kleberg,0003 Precinct 13,Attorney General,,LIB,Michael Ray Harris,14,5,9,0,0,0
Kleberg,0003 Precinct 13,Comptroller of Public Accounts,,REP,Glenn Hegar,275,96,159,18,2,0
Kleberg,0003 Precinct 13,Comptroller of Public Accounts,,DEM,Joi Chevalier,376,123,213,39,1,0
Kleberg,0003 Precinct 13,Commissioner of the General Land Office,,REP,George P. Bush,304,110,170,22,2,0
Kleberg,0003 Precinct 13,Commissioner of the General Land Office,,DEM,Miguel Suazo,368,111,218,38,1,0
Kleberg,0003 Precinct 13,Commissioner of the General Land Office,,LIB,Matt Pina,17,9,8,0,0,0
Kleberg,0003 Precinct 13,Commissioner of Agriculture,,REP,Sid Miller,263,94,149,19,1,0
Kleberg,0003 Precinct 13,Commissioner of Agriculture,,DEM,Kim Olson,409,131,238,39,1,0
Kleberg,0003 Precinct 13,Commissioner of Agriculture,,LIB,Richard Carpenter,12,4,8,0,0,0
Kleberg,0003 Precinct 13,Railroad Commissioner,,REP,Christi Craddick,269,98,153,17,1,0
Kleberg,0003 Precinct 13,Railroad Commissioner,,DEM,Roman McAllen,392,121,230,40,1,0
Kleberg,0003 Precinct 13,Railroad Commissioner,,LIB,Mike Wright,21,8,12,1,0,0
Kleberg,0003 Precinct 13,State Representative,43,REP,J.M. Lozano,357,119,210,27,1,0
Kleberg,0003 Precinct 13,State Representative,43,DEM,Dee Ann Torres Miller,352,116,201,34,1,0
Kleberg,0004 Precinct 14,,,,Registered Voters,487,,,,,
Kleberg,0004 Precinct 14,,,,Ballots Cast,224,76,124,24,0,0
Kleberg,0004 Precinct 14,Straight Party,,REP,Republican Party,32,8,22,2,0,0
Kleberg,0004 Precinct 14,Straight Party,,DEM,Democratic Party,51,21,23,7,0,0
Kleberg,0004 Precinct 14,Straight Party,,LIB,Libertarian Party,4,2,2,0,0,0
Kleberg,0004 Precinct 14,U.S. Senate,,REP,Ted Cruz,94,25,59,10,0,0
Kleberg,0004 Precinct 14,U.S. Senate,,DEM,Beto O'Rourke,122,47,61,14,0,0
Kleberg,0004 Precinct 14,U.S. Senate,,LIB,Neal M. Dikeman,1,0,1,0,0,0
Kleberg,0004 Precinct 14,U.S. House,34,REP,Rey Gonzalez,84,21,53,10,0,0
Kleberg,0004 Precinct 14,U.S. House,34,DEM,Filemon B. Vela,124,47,63,14,0,0
Kleberg,0004 Precinct 14,Governor,,REP,Greg Abbott,129,39,78,12,0,0
Kleberg,0004 Precinct 14,Governor,,DEM,Lupe Valdez,88,32,44,12,0,0
Kleberg,0004 Precinct 14,Governor,,LIB,Mark Jay Tippetts,3,1,2,0,0,0
Kleberg,0004 Precinct 14,Lieutenant Governor,,REP,Dan Patrick,92,22,60,10,0,0
Kleberg,0004 Precinct 14,Lieutenant Governor,,DEM,Mike Collier,115,46,55,14,0,0
Kleberg,0004 Precinct 14,Lieutenant Governor,,LIB,Kerry Douglas McKennon,4,0,4,0,0,0
Kleberg,0004 Precinct 14,Attorney General,,REP,Ken Paxton,92,25,55,12,0,0
Kleberg,0004 Precinct 14,Attorney General,,DEM,Justin Nelson,109,39,58,12,0,0
Kleberg,0004 Precinct 14,Attorney General,,LIB,Michael Ray Harris,7,4,3,0,0,0
Kleberg,0004 Precinct 14,Comptroller of Public Accounts,,REP,Glenn Hegar,78,17,53,8,0,0
Kleberg,0004 Precinct 14,Comptroller of Public Accounts,,DEM,Joi Chevalier,115,45,54,16,0,0
Kleberg,0004 Precinct 14,Commissioner of the General Land Office,,REP,George P. Bush,100,25,63,12,0,0
Kleberg,0004 Precinct 14,Commissioner of the General Land Office,,DEM,Miguel Suazo,104,41,51,12,0,0
Kleberg,0004 Precinct 14,Commissioner of the General Land Office,,LIB,Matt Pina,6,2,4,0,0,0
Kleberg,0004 Precinct 14,Commissioner of Agriculture,,REP,Sid Miller,76,16,51,9,0,0
Kleberg,0004 Precinct 14,Commissioner of Agriculture,,DEM,Kim Olson,121,46,60,15,0,0
Kleberg,0004 Precinct 14,Commissioner of Agriculture,,LIB,Richard Carpenter,8,3,5,0,0,0
Kleberg,0004 Precinct 14,Railroad Commissioner,,REP,Christi Craddick,87,21,55,11,0,0
Kleberg,0004 Precinct 14,Railroad Commissioner,,DEM,Roman McAllen,108,40,55,13,0,0
Kleberg,0004 Precinct 14,Railroad Commissioner,,LIB,Mike Wright,11,5,6,0,0,0
Kleberg,0004 Precinct 14,State Representative,43,REP,J.M. Lozano,127,39,76,12,0,0
Kleberg,0004 Precinct 14,State Representative,43,DEM,Dee Ann Torres Miller,94,35,47,12,0,0
Kleberg,0005 Precinct 21,,,,Registered Voters,441,,,,,
Kleberg,0005 Precinct 21,,,,Ballots Cast,137,54,71,12,0,0
Kleberg,0005 Precinct 21,Straight Party,,REP,Republican Party,15,10,4,1,0,0
Kleberg,0005 Precinct 21,Straight Party,,DEM,Democratic Party,48,19,24,5,0,0
Kleberg,0005 Precinct 21,Straight Party,,LIB,Libertarian Party,0,0,0,0,0,0
Kleberg,0005 Precinct 21,U.S. Senate,,REP,Ted Cruz,37,20,14,3,0,0
Kleberg,0005 Precinct 21,U.S. Senate,,DEM,Beto O'Rourke,98,33,56,9,0,0
Kleberg,0005 Precinct 21,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0,0,0,0
Kleberg,0005 Precinct 21,U.S. House,34,REP,Rey Gonzalez,34,20,12,2,0,0
Kleberg,0005 Precinct 21,U.S. House,34,DEM,Filemon B. Vela,97,33,54,10,0,0
Kleberg,0005 Precinct 21,Governor,,REP,Greg Abbott,51,28,19,4,0,0
Kleberg,0005 Precinct 21,Governor,,DEM,Lupe Valdez,84,25,51,8,0,0
Kleberg,0005 Precinct 21,Governor,,LIB,Mark Jay Tippetts,0,0,0,0,0,0
Kleberg,0005 Precinct 21,Lieutenant Governor,,REP,Dan Patrick,34,19,12,3,0,0
Kleberg,0005 Precinct 21,Lieutenant Governor,,DEM,Mike Collier,89,30,50,9,0,0
Kleberg,0005 Precinct 21,Lieutenant Governor,,LIB,Kerry Douglas McKennon,7,4,3,0,0,0
Kleberg,0005 Precinct 21,Attorney General,,REP,Ken Paxton,36,18,15,3,0,0
Kleberg,0005 Precinct 21,Attorney General,,DEM,Justin Nelson,96,34,54,8,0,0
Kleberg,0005 Precinct 21,Attorney General,,LIB,Michael Ray Harris,2,1,0,1,0,0
Kleberg,0005 Precinct 21,Comptroller of Public Accounts,,REP,Glenn Hegar,35,19,13,3,0,0
Kleberg,0005 Precinct 21,Comptroller of Public Accounts,,DEM,Joi Chevalier,90,32,49,9,0,0
Kleberg,0005 Precinct 21,Commissioner of the General Land Office,,REP,George P. Bush,41,22,16,3,0,0
Kleberg,0005 Precinct 21,Commissioner of the General Land Office,,DEM,Miguel Suazo,87,29,49,9,0,0
Kleberg,0005 Precinct 21,Commissioner of the General Land Office,,LIB,Matt Pina,4,2,2,0,0,0
Kleberg,0005 Precinct 21,Commissioner of Agriculture,,REP,Sid Miller,33,16,15,2,0,0
Kleberg,0005 Precinct 21,Commissioner of Agriculture,,DEM,Kim Olson,94,34,50,10,0,0
Kleberg,0005 Precinct 21,Commissioner of Agriculture,,LIB,Richard Carpenter,4,3,1,0,0,0
Kleberg,0005 Precinct 21,Railroad Commissioner,,REP,Christi Craddick,32,15,14,3,0,0
Kleberg,0005 Precinct 21,Railroad Commissioner,,DEM,Roman McAllen,95,36,50,9,0,0
Kleberg,0005 Precinct 21,Railroad Commissioner,,LIB,Mike Wright,4,1,3,0,0,0
Kleberg,0005 Precinct 21,State Representative,43,REP,J.M. Lozano,59,27,29,3,0,0
Kleberg,0005 Precinct 21,State Representative,43,DEM,Dee Ann Torres Miller,75,26,40,9,0,0
Kleberg,0006 Precinct 22,,,,Registered Voters,926,,,,,
Kleberg,0006 Precinct 22,,,,Ballots Cast,480,140,300,39,1,0
Kleberg,0006 Precinct 22,Straight Party,,REP,Republican Party,93,26,62,5,0,0
Kleberg,0006 Precinct 22,Straight Party,,DEM,Democratic Party,114,34,68,11,1,0
Kleberg,0006 Precinct 22,Straight Party,,LIB,Libertarian Party,6,2,4,0,0,0
Kleberg,0006 Precinct 22,U.S. Senate,,REP,Ted Cruz,216,66,133,17,0,0
Kleberg,0006 Precinct 22,U.S. Senate,,DEM,Beto O'Rourke,262,73,167,21,1,0
Kleberg,0006 Precinct 22,U.S. Senate,,LIB,Neal M. Dikeman,2,1,0,1,0,0
Kleberg,0006 Precinct 22,U.S. House,34,REP,Rey Gonzalez,217,71,129,17,0,0
Kleberg,0006 Precinct 22,U.S. House,34,DEM,Filemon B. Vela,253,67,163,22,1,0
Kleberg,0006 Precinct 22,Governor,,REP,Greg Abbott,247,79,149,19,0,0
Kleberg,0006 Precinct 22,Governor,,DEM,Lupe Valdez,221,57,146,17,1,0
Kleberg,0006 Precinct 22,Governor,,LIB,Mark Jay Tippetts,9,3,3,3,0,0
Kleberg,0006 Precinct 22,Lieutenant Governor,,REP,Dan Patrick,218,66,136,16,0,0
Kleberg,0006 Precinct 22,Lieutenant Governor,,DEM,Mike Collier,233,63,148,21,1,0
Kleberg,0006 Precinct 22,Lieutenant Governor,,LIB,Kerry Douglas McKennon,16,5,9,2,0,0
Kleberg,0006 Precinct 22,Attorney General,,REP,Ken Paxton,214,68,130,16,0,0
Kleberg,0006 Precinct 22,Attorney General,,DEM,Justin Nelson,236,59,155,21,1,0
Kleberg,0006 Precinct 22,Attorney General,,LIB,Michael Ray Harris,17,7,9,1,0,0
Kleberg,0006 Precinct 22,Comptroller of Public Accounts,,REP,Glenn Hegar,217,62,139,16,0,0
Kleberg,0006 Precinct 22,Comptroller of Public Accounts,,DEM,Joi Chevalier,211,53,136,21,1,0
Kleberg,0006 Precinct 22,Commissioner of the General Land Office,,REP,George P. Bush,223,65,140,18,0,0
Kleberg,0006 Precinct 22,Commissioner of the General Land Office,,DEM,Miguel Suazo,215,56,139,19,1,0
Kleberg,0006 Precinct 22,Commissioner of the General Land Office,,LIB,Matt Pina,26,13,11,2,0,0
Kleberg,0006 Precinct 22,Commissioner of Agriculture,,REP,Sid Miller,203,57,132,14,0,0
Kleberg,0006 Precinct 22,Commissioner of Agriculture,,DEM,Kim Olson,236,63,148,24,1,0
Kleberg,0006 Precinct 22,Commissioner of Agriculture,,LIB,Richard Carpenter,22,11,10,1,0,0
Kleberg,0006 Precinct 22,Railroad Commissioner,,REP,Christi Craddick,207,64,128,15,0,0
Kleberg,0006 Precinct 22,Railroad Commissioner,,DEM,Roman McAllen,235,62,149,23,1,0
Kleberg,0006 Precinct 22,Railroad Commissioner,,LIB,Mike Wright,20,7,12,1,0,0
Kleberg,0006 Precinct 22,State Representative,43,REP,J.M. Lozano,272,89,160,23,0,0
Kleberg,0006 Precinct 22,State Representative,43,DEM,Dee Ann Torres Miller,205,49,139,16,1,0
Kleberg,0007 Precinct 23,,,,Registered Voters,1273,,,,,
Kleberg,0007 Precinct 23,,,,Ballots Cast,552,198,315,38,1,0
Kleberg,0007 Precinct 23,Straight Party,,REP,Republican Party,87,40,43,4,0,0
Kleberg,0007 Precinct 23,Straight Party,,DEM,Democratic Party,166,57,99,10,0,0
Kleberg,0007 Precinct 23,Straight Party,,LIB,Libertarian Party,6,4,2,0,0,0
Kleberg,0007 Precinct 23,U.S. Senate,,REP,Ted Cruz,195,86,98,11,0,0
Kleberg,0007 Precinct 23,U.S. Senate,,DEM,Beto O'Rourke,344,109,211,23,1,0
Kleberg,0007 Precinct 23,U.S. Senate,,LIB,Neal M. Dikeman,4,2,1,1,0,0
Kleberg,0007 Precinct 23,U.S. House,34,REP,Rey Gonzalez,193,82,101,10,0,0
Kleberg,0007 Precinct 23,U.S. House,34,DEM,Filemon B. Vela,342,114,203,24,1,0
Kleberg,0007 Precinct 23,Governor,,REP,Greg Abbott,247,105,130,12,0,0
Kleberg,0007 Precinct 23,Governor,,DEM,Lupe Valdez,289,90,175,23,1,0
Kleberg,0007 Precinct 23,Governor,,LIB,Mark Jay Tippetts,5,2,3,0,0,0
Kleberg,0007 Precinct 23,Lieutenant Governor,,REP,Dan Patrick,198,91,95,12,0,0
Kleberg,0007 Precinct 23,Lieutenant Governor,,DEM,Mike Collier,322,99,200,22,1,0
Kleberg,0007 Precinct 23,Lieutenant Governor,,LIB,Kerry Douglas McKennon,10,4,6,0,0,0
Kleberg,0007 Precinct 23,Attorney General,,REP,Ken Paxton,197,88,98,11,0,0
Kleberg,0007 Precinct 23,Attorney General,,DEM,Justin Nelson,320,98,199,23,0,0
Kleberg,0007 Precinct 23,Attorney General,,LIB,Michael Ray Harris,14,8,5,0,1,0
Kleberg,0007 Precinct 23,Comptroller of Public Accounts,,REP,Glenn Hegar,192,84,97,11,0,0
Kleberg,0007 Precinct 23,Comptroller of Public Accounts,,DEM,Joi Chevalier,308,98,188,22,0,0
Kleberg,0007 Precinct 23,Commissioner of the General Land Office,,REP,George P. Bush,213,93,108,11,1,0
Kleberg,0007 Precinct 23,Commissioner of the General Land Office,,DEM,Miguel Suazo,305,95,186,24,0,0
Kleberg,0007 Precinct 23,Commissioner of the General Land Office,,LIB,Matt Pina,16,7,9,0,0,0
Kleberg,0007 Precinct 23,Commissioner of Agriculture,,REP,Sid Miller,189,85,93,11,0,0
Kleberg,0007 Precinct 23,Commissioner of Agriculture,,DEM,Kim Olson,329,103,201,24,1,0
Kleberg,0007 Precinct 23,Commissioner of Agriculture,,LIB,Richard Carpenter,12,7,5,0,0,0
Kleberg,0007 Precinct 23,Railroad Commissioner,,REP,Christi Craddick,194,87,97,10,0,0
Kleberg,0007 Precinct 23,Railroad Commissioner,,DEM,Roman McAllen,321,96,200,24,1,0
Kleberg,0007 Precinct 23,Railroad Commissioner,,LIB,Mike Wright,15,11,3,1,0,0
Kleberg,0007 Precinct 23,State Representative,43,REP,J.M. Lozano,261,110,135,15,1,0
Kleberg,0007 Precinct 23,State Representative,43,DEM,Dee Ann Torres Miller,273,84,170,19,0,0
Kleberg,0008 Precinct 24,,,,Registered Voters,1261,,,,,
Kleberg,0008 Precinct 24,,,,Ballots Cast,580,179,357,43,1,0
Kleberg,0008 Precinct 24,Straight Party,,REP,Republican Party,104,30,65,8,1,0
Kleberg,0008 Precinct 24,Straight Party,,DEM,Democratic Party,135,46,76,13,0,0
Kleberg,0008 Precinct 24,Straight Party,,LIB,Libertarian Party,6,4,2,0,0,0
Kleberg,0008 Precinct 24,U.S. Senate,,REP,Ted Cruz,270,80,173,16,1,0
Kleberg,0008 Precinct 24,U.S. Senate,,DEM,Beto O'Rourke,300,96,178,26,0,0
Kleberg,0008 Precinct 24,U.S. Senate,,LIB,Neal M. Dikeman,3,2,1,0,0,0
Kleberg,0008 Precinct 24,U.S. House,34,REP,Rey Gonzalez,268,81,170,16,1,0
Kleberg,0008 Precinct 24,U.S. House,34,DEM,Filemon B. Vela,294,93,174,27,0,0
Kleberg,0008 Precinct 24,Governor,,REP,Greg Abbott,318,105,192,20,1,0
Kleberg,0008 Precinct 24,Governor,,DEM,Lupe Valdez,249,73,153,23,0,0
Kleberg,0008 Precinct 24,Governor,,LIB,Mark Jay Tippetts,7,1,6,0,0,0
Kleberg,0008 Precinct 24,Lieutenant Governor,,REP,Dan Patrick,267,80,170,16,1,0
Kleberg,0008 Precinct 24,Lieutenant Governor,,DEM,Mike Collier,283,93,163,27,0,0
Kleberg,0008 Precinct 24,Lieutenant Governor,,LIB,Kerry Douglas McKennon,14,4,10,0,0,0
Kleberg,0008 Precinct 24,Attorney General,,REP,Ken Paxton,265,81,168,15,1,0
Kleberg,0008 Precinct 24,Attorney General,,DEM,Justin Nelson,280,92,161,27,0,0
Kleberg,0008 Precinct 24,Attorney General,,LIB,Michael Ray Harris,17,4,13,0,0,0
Kleberg,0008 Precinct 24,Comptroller of Public Accounts,,REP,Glenn Hegar,263,85,161,16,1,0
Kleberg,0008 Precinct 24,Comptroller of Public Accounts,,DEM,Joi Chevalier,262,76,161,25,0,0
Kleberg,0008 Precinct 24,Commissioner of the General Land Office,,REP,George P. Bush,287,90,179,17,1,0
Kleberg,0008 Precinct 24,Commissioner of the General Land Office,,DEM,Miguel Suazo,258,80,152,26,0,0
Kleberg,0008 Precinct 24,Commissioner of the General Land Office,,LIB,Matt Pina,13,3,10,0,0,0
Kleberg,0008 Precinct 24,Commissioner of Agriculture,,REP,Sid Miller,255,81,158,15,1,0
Kleberg,0008 Precinct 24,Commissioner of Agriculture,,DEM,Kim Olson,285,88,170,27,0,0
Kleberg,0008 Precinct 24,Commissioner of Agriculture,,LIB,Richard Carpenter,18,4,14,0,0,0
Kleberg,0008 Precinct 24,Railroad Commissioner,,REP,Christi Craddick,262,81,166,14,1,0
Kleberg,0008 Precinct 24,Railroad Commissioner,,DEM,Roman McAllen,274,87,159,28,0,0
Kleberg,0008 Precinct 24,Railroad Commissioner,,LIB,Mike Wright,22,5,16,1,0,0
Kleberg,0008 Precinct 24,State Representative,43,REP,J.M. Lozano,322,101,197,23,1,0
Kleberg,0008 Precinct 24,State Representative,43,DEM,Dee Ann Torres Miller,249,74,155,20,0,0
Kleberg,0009 Precinct 31,,,,Registered Voters,1346,,,,,
Kleberg,0009 Precinct 31,,,,Ballots Cast,702,215,446,40,1,0
Kleberg,0009 Precinct 31,Straight Party,,REP,Republican Party,164,52,101,11,0,0
Kleberg,0009 Precinct 31,Straight Party,,DEM,Democratic Party,113,36,70,7,0,0
Kleberg,0009 Precinct 31,Straight Party,,LIB,Libertarian Party,4,1,3,0,0,0
Kleberg,0009 Precinct 31,U.S. Senate,,REP,Ted Cruz,408,129,254,24,1,0
Kleberg,0009 Precinct 31,U.S. Senate,,DEM,Beto O'Rourke,288,84,188,16,0,0
Kleberg,0009 Precinct 31,U.S. Senate,,LIB,Neal M. Dikeman,2,0,2,0,0,0
Kleberg,0009 Precinct 31,U.S. House,34,REP,Rey Gonzalez,402,129,250,23,0,0
Kleberg,0009 Precinct 31,U.S. House,34,DEM,Filemon B. Vela,290,84,188,17,1,0
Kleberg,0009 Precinct 31,Governor,,REP,Greg Abbott,468,151,287,29,1,0
Kleberg,0009 Precinct 31,Governor,,DEM,Lupe Valdez,226,61,156,9,0,0
Kleberg,0009 Precinct 31,Governor,,LIB,Mark Jay Tippetts,3,1,1,1,0,0
Kleberg,0009 Precinct 31,Lieutenant Governor,,REP,Dan Patrick,408,127,255,26,0,0
Kleberg,0009 Precinct 31,Lieutenant Governor,,DEM,Mike Collier,264,77,174,12,1,0
Kleberg,0009 Precinct 31,Lieutenant Governor,,LIB,Kerry Douglas McKennon,20,9,10,1,0,0
Kleberg,0009 Precinct 31,Attorney General,,REP,Ken Paxton,396,122,250,24,0,0
Kleberg,0009 Precinct 31,Attorney General,,DEM,Justin Nelson,269,77,177,15,0,0
Kleberg,0009 Precinct 31,Attorney General,,LIB,Michael Ray Harris,21,10,10,0,1,0
Kleberg,0009 Precinct 31,Comptroller of Public Accounts,,REP,Glenn Hegar,403,125,256,22,0,0
Kleberg,0009 Precinct 31,Comptroller of Public Accounts,,DEM,Joi Chevalier,247,69,164,14,0,0
Kleberg,0009 Precinct 31,Commissioner of the General Land Office,,REP,George P. Bush,412,130,258,23,1,0
Kleberg,0009 Precinct 31,Commissioner of the General Land Office,,DEM,Miguel Suazo,250,70,165,15,0,0
Kleberg,0009 Precinct 31,Commissioner of the General Land Office,,LIB,Matt Pina,22,8,13,1,0,0
Kleberg,0009 Precinct 31,Commissioner of Agriculture,,REP,Sid Miller,381,113,244,23,1,0
Kleberg,0009 Precinct 31,Commissioner of Agriculture,,DEM,Kim Olson,271,82,174,15,0,0
Kleberg,0009 Precinct 31,Commissioner of Agriculture,,LIB,Richard Carpenter,21,11,9,1,0,0
