county,precinct,precinct_name,office,district,candidate,party,early_voting,election_day,votes
Bee,2-PTSD,Mineral Baptist ,Attorney General,,Michael Ray Harris,LIB,1,1,2
Bee,3,Drs. Building,Attorney General,,Justin  Nelson,DEM,181,96,277
Bee,3,Drs. Building,Attorney General,,Ken  Paxton,REP,280,125,405
Bee,3,Drs. Building,Attorney General,,Michael Ray Harris,LIB,15,6,21
Bee,3-STSD,Drs. Building,Attorney General,,Justin  Nelson,DEM,7,0,7
Bee,3-STSD,Drs. Building,Attorney General,,Ken  Paxton,REP,3,0,3
Bee,3-STSD,Drs. Building,Attorney General,,Michael Ray Harris,LIB,2,0,2
Bee,4,Skidmore Cath. Church,Attorney General,,Justin  Nelson,DEM,11,19,30
Bee,4,Skidmore Cath. Church,Attorney General,,Ken  Paxton,REP,58,79,137
Bee,4,Skidmore Cath. Church,Attorney General,,Michael Ray Harris,LIB,5,2,7
Bee,5,Pettus Comm. Ctr.,Attorney General,,Justin  Nelson,DEM,19,31,50
Bee,5,Pettus Comm. Ctr.,Attorney General,,Ken  Paxton,REP,52,63,115
Bee,5,Pettus Comm. Ctr.,Attorney General,,Michael Ray Harris,LIB,1,2,3
Bee,6,Skidmore Cath. Church,Attorney General,,Justin  Nelson,DEM,139,65,204
Bee,6,Skidmore Cath. Church,Attorney General,,Ken  Paxton,REP,206,156,362
Bee,6,Skidmore Cath. Church,Attorney General,,Michael Ray Harris,LIB,11,6,17
Bee,6-NS,Skidmore Cath. Church,Attorney General,,Justin  Nelson,DEM,5,2,7
Bee,6-NS,Skidmore Cath. Church,Attorney General,,Ken  Paxton,REP,1,5,6
Bee,6-NS,Skidmore Cath. Church,Attorney General,,Michael Ray Harris,LIB,1,0,1
Bee,8,Pettus Comm. Ctr.,Attorney General,,Justin  Nelson,DEM,3,1,4
Bee,8,Pettus Comm. Ctr.,Attorney General,,Ken  Paxton,REP,5,5,10
Bee,8,Pettus Comm. Ctr.,Attorney General,,Michael Ray Harris,LIB,0,0,0
Bee,8-PTSD,Pettus Comm. Ctr.,Attorney General,,Justin  Nelson,DEM,10,13,23
Bee,8-PTSD,Pettus Comm. Ctr.,Attorney General,,Ken  Paxton,REP,48,33,81
Bee,8-PTSD,Pettus Comm. Ctr.,Attorney General,,Michael Ray Harris,LIB,2,1,3
Bee,9,ST. James,Attorney General,,Justin  Nelson,DEM,138,89,227
Bee,9,ST. James,Attorney General,,Ken  Paxton,REP,59,29,88
Bee,9,ST. James,Attorney General,,Michael Ray Harris,LIB,4,4,8
Bee,1,Community Affairs,Commissioner of Agriculture,,Kim  Olson,DEM,267,130,397
Bee,1,Community Affairs,Commissioner of Agriculture,,Richard Carpenter,LIB,12,7,19
Bee,1,Community Affairs,Commissioner of Agriculture,,Sid  Miller,REP,436,120,556
Bee,1-PTSD,Comm. Affairs,Commissioner of Agriculture,,Kim  Olson,DEM,0,0,0
Bee,1-PTSD,Comm. Affairs,Commissioner of Agriculture,,Richard Carpenter,LIB,0,0,0
Bee,1-PTSD,Comm. Affairs,Commissioner of Agriculture,,Sid  Miller,REP,2,0,2
Bee,10,St. James,Commissioner of Agriculture,,Kim  Olson,DEM,166,141,307
Bee,10,St. James,Commissioner of Agriculture,,Richard Carpenter,LIB,10,6,16
Bee,10,St. James,Commissioner of Agriculture,,Sid  Miller,REP,123,64,187
Bee,11,Mineral Baptist ,Commissioner of Agriculture,,Kim  Olson,DEM,20,27,47
Bee,11,Mineral Baptist ,Commissioner of Agriculture,,Richard Carpenter,LIB,2,1,3
Bee,11,Mineral Baptist ,Commissioner of Agriculture,,Sid  Miller,REP,37,52,89
Bee,12,Pettus Comm. Ctr.,Commissioner of Agriculture,,Kim  Olson,DEM,25,28,53
Bee,12,Pettus Comm. Ctr.,Commissioner of Agriculture,,Richard Carpenter,LIB,1,3,4
Bee,12,Pettus Comm. Ctr.,Commissioner of Agriculture,,Sid  Miller,REP,62,53,115
Bee,13,Bee Co. Expo,Commissioner of Agriculture,,Kim  Olson,DEM,128,89,217
Bee,13,Bee Co. Expo,Commissioner of Agriculture,,Richard Carpenter,LIB,12,5,17
Bee,13,Bee Co. Expo,Commissioner of Agriculture,,Sid  Miller,REP,250,110,360
Bee,13-STSD,Bee Co. Expo,Commissioner of Agriculture,,Kim  Olson,DEM,1,5,6
Bee,13-STSD,Bee Co. Expo,Commissioner of Agriculture,,Richard Carpenter,LIB,1,0,1
Bee,13-STSD,Bee Co. Expo,Commissioner of Agriculture,,Sid  Miller,REP,36,17,53
Bee,14,Skidmore Cath. Church,Commissioner of Agriculture,,Kim  Olson,DEM,34,14,48
Bee,14,Skidmore Cath. Church,Commissioner of Agriculture,,Richard Carpenter,LIB,1,2,3
Bee,14,Skidmore Cath. Church,Commissioner of Agriculture,,Sid  Miller,REP,27,26,53
Bee,14-MISD,Skidmore Cath. Church,Commissioner of Agriculture,,Kim  Olson,DEM,1,2,3
Bee,14-MISD,Skidmore Cath. Church,Commissioner of Agriculture,,Richard Carpenter,LIB,0,0,0
Bee,14-MISD,Skidmore Cath. Church,Commissioner of Agriculture,,Sid  Miller,REP,13,15,28
Bee,16,Faith Lutheran,Commissioner of Agriculture,,Kim  Olson,DEM,140,62,202
Bee,16,Faith Lutheran,Commissioner of Agriculture,,Richard Carpenter,LIB,14,5,19
Bee,16,Faith Lutheran,Commissioner of Agriculture,,Sid  Miller,REP,220,66,286
Bee,17,Police Training Ctr,Commissioner of Agriculture,,Kim  Olson,DEM,170,73,243
Bee,17,Police Training Ctr,Commissioner of Agriculture,,Richard Carpenter,LIB,4,2,6
Bee,17,Police Training Ctr,Commissioner of Agriculture,,Sid  Miller,REP,185,65,250
Bee,18,Newman Catholic Stu Ctr,Commissioner of Agriculture,,Kim  Olson,DEM,183,65,248
Bee,18,Newman Catholic Stu Ctr,Commissioner of Agriculture,,Richard Carpenter,LIB,15,4,19
Bee,18,Newman Catholic Stu Ctr,Commissioner of Agriculture,,Sid  Miller,REP,520,157,677
Bee,18-PTSD,Newman Catholic Stu Ctr,Commissioner of Agriculture,,Kim  Olson,DEM,1,0,1
Bee,18-PTSD,Newman Catholic Stu Ctr,Commissioner of Agriculture,,Richard Carpenter,LIB,0,0,0
Bee,18-PTSD,Newman Catholic Stu Ctr,Commissioner of Agriculture,,Sid  Miller,REP,6,0,6
Bee,19,Police Training Ctr,Commissioner of Agriculture,,Kim  Olson,DEM,99,50,149
Bee,19,Police Training Ctr,Commissioner of Agriculture,,Richard Carpenter,LIB,3,4,7
Bee,19,Police Training Ctr,Commissioner of Agriculture,,Sid  Miller,REP,45,24,69
Bee,2,Mineral Baptist ,Commissioner of Agriculture,,Kim  Olson,DEM,4,2,6
Bee,2,Mineral Baptist ,Commissioner of Agriculture,,Richard Carpenter,LIB,0,0,0
Bee,2,Mineral Baptist ,Commissioner of Agriculture,,Sid  Miller,REP,43,32,75
Bee,2-PTSD,Mineral Baptist ,Commissioner of Agriculture,,Kim  Olson,DEM,4,2,6
Bee,2-PTSD,Mineral Baptist ,Commissioner of Agriculture,,Richard Carpenter,LIB,2,1,3
Bee,2-PTSD,Mineral Baptist ,Commissioner of Agriculture,,Sid  Miller,REP,41,37,78
Bee,3,Drs. Building,Commissioner of Agriculture,,Kim  Olson,DEM,181,95,276
Bee,3,Drs. Building,Commissioner of Agriculture,,Richard Carpenter,LIB,13,5,18
Bee,3,Drs. Building,Commissioner of Agriculture,,Sid  Miller,REP,275,123,398
Bee,3-STSD,Drs. Building,Commissioner of Agriculture,,Kim  Olson,DEM,7,0,7
Bee,3-STSD,Drs. Building,Commissioner of Agriculture,,Richard Carpenter,LIB,1,0,1
Bee,3-STSD,Drs. Building,Commissioner of Agriculture,,Sid  Miller,REP,4,0,4
Bee,4,Skidmore Cath. Church,Commissioner of Agriculture,,Kim  Olson,DEM,15,20,35
Bee,4,Skidmore Cath. Church,Commissioner of Agriculture,,Richard Carpenter,LIB,2,2,4
Bee,4,Skidmore Cath. Church,Commissioner of Agriculture,,Sid  Miller,REP,57,78,135
Bee,5,Pettus Comm. Ctr.,Commissioner of Agriculture,,Kim  Olson,DEM,13,32,45
Bee,5,Pettus Comm. Ctr.,Commissioner of Agriculture,,Richard Carpenter,LIB,1,0,1
Bee,5,Pettus Comm. Ctr.,Commissioner of Agriculture,,Sid  Miller,REP,58,64,122
Bee,6,Skidmore Cath. Church,Commissioner of Agriculture,,Kim  Olson,DEM,139,67,206
Bee,6,Skidmore Cath. Church,Commissioner of Agriculture,,Richard Carpenter,LIB,8,9,17
Bee,6,Skidmore Cath. Church,Commissioner of Agriculture,,Sid  Miller,REP,205,150,355
Bee,6-NS,Skidmore Cath. Church,Commissioner of Agriculture,,Kim  Olson,DEM,5,2,7
Bee,6-NS,Skidmore Cath. Church,Commissioner of Agriculture,,Richard Carpenter,LIB,1,0,1
Bee,6-NS,Skidmore Cath. Church,Commissioner of Agriculture,,Sid  Miller,REP,1,5,6
Bee,8,Pettus Comm. Ctr.,Commissioner of Agriculture,,Kim  Olson,DEM,3,1,4
Bee,8,Pettus Comm. Ctr.,Commissioner of Agriculture,,Richard Carpenter,LIB,0,0,0
Bee,8,Pettus Comm. Ctr.,Commissioner of Agriculture,,Sid  Miller,REP,5,5,10
Bee,8-PTSD,Pettus Comm. Ctr.,Commissioner of Agriculture,,Kim  Olson,DEM,12,14,26
Bee,8-PTSD,Pettus Comm. Ctr.,Commissioner of Agriculture,,Richard Carpenter,LIB,0,1,1
Bee,8-PTSD,Pettus Comm. Ctr.,Commissioner of Agriculture,,Sid  Miller,REP,48,32,80
Bee,9,ST. James,Commissioner of Agriculture,,Kim  Olson,DEM,140,88,228
Bee,9,ST. James,Commissioner of Agriculture,,Richard Carpenter,LIB,2,5,7
Bee,9,ST. James,Commissioner of Agriculture,,Sid  Miller,REP,57,31,88
Bee,1,Community Affairs,Commissioner of the General Land Office,,George P.  Bush,REP,465,149,614
Bee,1,Community Affairs,Commissioner of the General Land Office,,Matt Pina,LIB,20,9,29
Bee,1,Community Affairs,Commissioner of the General Land Office,,Miguel  Suazo,DEM,238,110,348
Bee,1-PTSD,Comm. Affairs,Commissioner of the General Land Office,,George P.  Bush,REP,2,0,2
Bee,1-PTSD,Comm. Affairs,Commissioner of the General Land Office,,Matt Pina,LIB,0,0,0
Bee,1-PTSD,Comm. Affairs,Commissioner of the General Land Office,,Miguel  Suazo,DEM,0,0,0
Bee,10,St. James,Commissioner of the General Land Office,,George P.  Bush,REP,149,92,241
Bee,10,St. James,Commissioner of the General Land Office,,Matt Pina,LIB,9,3,12
Bee,10,St. James,Commissioner of the General Land Office,,Miguel  Suazo,DEM,151,122,273
Bee,11,Mineral Baptist ,Commissioner of the General Land Office,,George P.  Bush,REP,42,58,100
Bee,11,Mineral Baptist ,Commissioner of the General Land Office,,Matt Pina,LIB,1,2,3
Bee,11,Mineral Baptist ,Commissioner of the General Land Office,,Miguel  Suazo,DEM,15,21,36
Bee,12,Pettus Comm. Ctr.,Commissioner of the General Land Office,,George P.  Bush,REP,60,56,116
Bee,12,Pettus Comm. Ctr.,Commissioner of the General Land Office,,Matt Pina,LIB,5,2,7
Bee,12,Pettus Comm. Ctr.,Commissioner of the General Land Office,,Miguel  Suazo,DEM,22,25,47
Bee,13,Bee Co. Expo,Commissioner of the General Land Office,,George P.  Bush,REP,250,127,377
Bee,13,Bee Co. Expo,Commissioner of the General Land Office,,Matt Pina,LIB,18,10,28
Bee,13,Bee Co. Expo,Commissioner of the General Land Office,,Miguel  Suazo,DEM,122,69,191
Bee,13-STSD,Bee Co. Expo,Commissioner of the General Land Office,,George P.  Bush,REP,33,19,52
Bee,13-STSD,Bee Co. Expo,Commissioner of the General Land Office,,Matt Pina,LIB,1,1,2
Bee,13-STSD,Bee Co. Expo,Commissioner of the General Land Office,,Miguel  Suazo,DEM,3,3,6
Bee,14,Skidmore Cath. Church,Commissioner of the General Land Office,,George P.  Bush,REP,27,29,56
Bee,14,Skidmore Cath. Church,Commissioner of the General Land Office,,Matt Pina,LIB,1,0,1
Bee,14,Skidmore Cath. Church,Commissioner of the General Land Office,,Miguel  Suazo,DEM,35,13,48
Bee,14-MISD,Skidmore Cath. Church,Commissioner of the General Land Office,,George P.  Bush,REP,12,16,28
Bee,14-MISD,Skidmore Cath. Church,Commissioner of the General Land Office,,Matt Pina,LIB,0,0,0
Bee,14-MISD,Skidmore Cath. Church,Commissioner of the General Land Office,,Miguel  Suazo,DEM,1,1,2
Bee,16,Faith Lutheran,Commissioner of the General Land Office,,George P.  Bush,REP,242,80,322
Bee,16,Faith Lutheran,Commissioner of the General Land Office,,Matt Pina,LIB,18,6,24
Bee,16,Faith Lutheran,Commissioner of the General Land Office,,Miguel  Suazo,DEM,121,52,173
Bee,17,Police Training Ctr,Commissioner of the General Land Office,,George P.  Bush,REP,207,72,279
Bee,17,Police Training Ctr,Commissioner of the General Land Office,,Matt Pina,LIB,6,2,8
Bee,17,Police Training Ctr,Commissioner of the General Land Office,,Miguel  Suazo,DEM,149,67,216
Bee,18,Newman Catholic Stu Ctr,Commissioner of the General Land Office,,George P.  Bush,REP,535,158,693
Bee,18,Newman Catholic Stu Ctr,Commissioner of the General Land Office,,Matt Pina,LIB,26,9,35
Bee,18,Newman Catholic Stu Ctr,Commissioner of the General Land Office,,Miguel  Suazo,DEM,160,59,219
Bee,18-PTSD,Newman Catholic Stu Ctr,Commissioner of the General Land Office,,George P.  Bush,REP,4,0,4
Bee,18-PTSD,Newman Catholic Stu Ctr,Commissioner of the General Land Office,,Matt Pina,LIB,1,0,1
Bee,18-PTSD,Newman Catholic Stu Ctr,Commissioner of the General Land Office,,Miguel  Suazo,DEM,2,0,2
Bee,19,Police Training Ctr,Commissioner of the General Land Office,,George P.  Bush,REP,49,30,79
Bee,19,Police Training Ctr,Commissioner of the General Land Office,,Matt Pina,LIB,5,4,9
Bee,19,Police Training Ctr,Commissioner of the General Land Office,,Miguel  Suazo,DEM,94,46,140
Bee,2,Mineral Baptist ,Commissioner of the General Land Office,,George P.  Bush,REP,40,31,71
Bee,2,Mineral Baptist ,Commissioner of the General Land Office,,Matt Pina,LIB,2,0,2
Bee,2,Mineral Baptist ,Commissioner of the General Land Office,,Miguel  Suazo,DEM,5,3,8
Bee,2-PTSD,Mineral Baptist ,Commissioner of the General Land Office,,George P.  Bush,REP,42,37,79
Bee,2-PTSD,Mineral Baptist ,Commissioner of the General Land Office,,Matt Pina,LIB,1,1,2
Bee,2-PTSD,Mineral Baptist ,Commissioner of the General Land Office,,Miguel  Suazo,DEM,3,1,4
Bee,3,Drs. Building,Commissioner of the General Land Office,,George P.  Bush,REP,295,135,430
Bee,3,Drs. Building,Commissioner of the General Land Office,,Matt Pina,LIB,13,9,22
Bee,3,Drs. Building,Commissioner of the General Land Office,,Miguel  Suazo,DEM,165,83,248
Bee,3-STSD,Drs. Building,Commissioner of the General Land Office,,George P.  Bush,REP,3,0,3
Bee,3-STSD,Drs. Building,Commissioner of the General Land Office,,Matt Pina,LIB,2,0,2
Bee,3-STSD,Drs. Building,Commissioner of the General Land Office,,Miguel  Suazo,DEM,7,0,7
Bee,4,Skidmore Cath. Church,Commissioner of the General Land Office,,George P.  Bush,REP,59,75,134
Bee,4,Skidmore Cath. Church,Commissioner of the General Land Office,,Miguel  Suazo,DEM,13,21,34
Bee,5,Pettus Comm. Ctr.,Commissioner of the General Land Office,,George P.  Bush,REP,56,70,126
Bee,5,Pettus Comm. Ctr.,Commissioner of the General Land Office,,Matt Pina,LIB,1,1,2
Bee,5,Pettus Comm. Ctr.,Commissioner of the General Land Office,,Miguel  Suazo,DEM,14,27,41
Bee,6,Skidmore Cath. Church,Commissioner of the General Land Office,,George P.  Bush,REP,211,166,377
Bee,6,Skidmore Cath. Church,Commissioner of the General Land Office,,Matt Pina,LIB,9,8,17
Bee,6,Skidmore Cath. Church,Commissioner of the General Land Office,,Miguel  Suazo,DEM,137,53,190
Bee,6-NS,Skidmore Cath. Church,Commissioner of the General Land Office,,George P.  Bush,REP,3,5,8
Bee,6-NS,Skidmore Cath. Church,Commissioner of the General Land Office,,Matt Pina,LIB,0,1,1
Bee,6-NS,Skidmore Cath. Church,Commissioner of the General Land Office,,Miguel  Suazo,DEM,4,1,5
Bee,8,Pettus Comm. Ctr.,Commissioner of the General Land Office,,George P.  Bush,REP,5,5,10
Bee,8,Pettus Comm. Ctr.,Commissioner of the General Land Office,,Matt Pina,LIB,1,0,1
Bee,8,Pettus Comm. Ctr.,Commissioner of the General Land Office,,Miguel  Suazo,DEM,3,1,4
Bee,8-PTSD,Pettus Comm. Ctr.,Commissioner of the General Land Office,,George P.  Bush,REP,49,36,85
Bee,8-PTSD,Pettus Comm. Ctr.,Commissioner of the General Land Office,,Matt Pina,LIB,1,1,2
Bee,8-PTSD,Pettus Comm. Ctr.,Commissioner of the General Land Office,,Miguel  Suazo,DEM,10,10,20
Bee,9,ST. James,Commissioner of the General Land Office,,George P.  Bush,REP,65,39,104
Bee,9,ST. James,Commissioner of the General Land Office,,Matt Pina,LIB,3,4,7
Bee,9,ST. James,Commissioner of the General Land Office,,Miguel  Suazo,DEM,133,85,218
Bee,1,Community Affairs,Comptroller of Public Accounts,,Ben Sanders,LIB,14,15,29
Bee,1,Community Affairs,Comptroller of Public Accounts,,Glenn  Hegar,REP,454,119,573
Bee,1,Community Affairs,Comptroller of Public Accounts,,Joi  Chevalier,DEM,243,122,365
Bee,1-PTSD,Comm. Affairs,Comptroller of Public Accounts,,Ben Sanders,LIB,0,0,0
Bee,1-PTSD,Comm. Affairs,Comptroller of Public Accounts,,Glenn  Hegar,REP,2,0,2
Bee,1-PTSD,Comm. Affairs,Comptroller of Public Accounts,,Joi  Chevalier,DEM,0,0,0
Bee,10,St. James,Comptroller of Public Accounts,,Ben Sanders,LIB,12,12,24
Bee,10,St. James,Comptroller of Public Accounts,,Glenn  Hegar,REP,127,62,189
Bee,10,St. James,Comptroller of Public Accounts,,Joi  Chevalier,DEM,159,136,295
Bee,11,Mineral Baptist ,Comptroller of Public Accounts,,Ben Sanders,LIB,3,1,4
Bee,11,Mineral Baptist ,Comptroller of Public Accounts,,Glenn  Hegar,REP,38,53,91
Bee,11,Mineral Baptist ,Comptroller of Public Accounts,,Joi  Chevalier,DEM,17,26,43
Bee,12,Pettus Comm. Ctr.,Comptroller of Public Accounts,,Ben Sanders,LIB,1,1,2
Bee,12,Pettus Comm. Ctr.,Comptroller of Public Accounts,,Glenn  Hegar,REP,64,53,117
Bee,12,Pettus Comm. Ctr.,Comptroller of Public Accounts,,Joi  Chevalier,DEM,23,28,51
Bee,13,Bee Co. Expo,Comptroller of Public Accounts,,Ben Sanders,LIB,14,9,23
Bee,13,Bee Co. Expo,Comptroller of Public Accounts,,Glenn  Hegar,REP,258,113,371
Bee,13,Bee Co. Expo,Comptroller of Public Accounts,,Joi  Chevalier,DEM,117,81,198
Bee,13-STSD,Bee Co. Expo,Comptroller of Public Accounts,,Ben Sanders,LIB,2,0,2
Bee,13-STSD,Bee Co. Expo,Comptroller of Public Accounts,,Glenn  Hegar,REP,33,16,49
Bee,13-STSD,Bee Co. Expo,Comptroller of Public Accounts,,Joi  Chevalier,DEM,3,6,9
Bee,14,Skidmore Cath. Church,Comptroller of Public Accounts,,Ben Sanders,LIB,0,1,1
Bee,14,Skidmore Cath. Church,Comptroller of Public Accounts,,Glenn  Hegar,REP,28,25,53
Bee,14,Skidmore Cath. Church,Comptroller of Public Accounts,,Joi  Chevalier,DEM,34,14,48
Bee,14-MISD,Skidmore Cath. Church,Comptroller of Public Accounts,,Ben Sanders,LIB,0,0,0
Bee,14-MISD,Skidmore Cath. Church,Comptroller of Public Accounts,,Ben Sanders,LIB,13,7,20
Bee,14-MISD,Skidmore Cath. Church,Comptroller of Public Accounts,,Glenn  Hegar,REP,1,16,17
Bee,14-MISD,Skidmore Cath. Church,Comptroller of Public Accounts,,Joi  Chevalier,DEM,23,1,24
Bee,16,Faith Lutheran,Comptroller of Public Accounts,,Glenn  Hegar,REP,223,70,293
Bee,16,Faith Lutheran,Comptroller of Public Accounts,,Joi  Chevalier,DEM,120,56,176
Bee,17,Police Training Ctr,Comptroller of Public Accounts,,Ben Sanders,LIB,8,7,15
Bee,17,Police Training Ctr,Comptroller of Public Accounts,,Glenn  Hegar,REP,186,63,249
Bee,17,Police Training Ctr,Comptroller of Public Accounts,,Joi  Chevalier,DEM,163,67,230
Bee,18,Newman Catholic Stu Ctr,Comptroller of Public Accounts,,Ben Sanders,LIB,17,10,27
Bee,18,Newman Catholic Stu Ctr,Comptroller of Public Accounts,,Glenn  Hegar,REP,539,154,693
Bee,18,Newman Catholic Stu Ctr,Comptroller of Public Accounts,,Joi  Chevalier,DEM,165,60,225
Bee,18-PTSD,Newman Catholic Stu Ctr,Comptroller of Public Accounts,,Ben Sanders,LIB,0,0,0
Bee,18-PTSD,Newman Catholic Stu Ctr,Comptroller of Public Accounts,,Glenn  Hegar,REP,6,0,6
Bee,18-PTSD,Newman Catholic Stu Ctr,Comptroller of Public Accounts,,Joi  Chevalier,DEM,1,0,1
Bee,19,Police Training Ctr,Comptroller of Public Accounts,,Ben Sanders,LIB,6,4,10
Bee,19,Police Training Ctr,Comptroller of Public Accounts,,Glenn  Hegar,REP,43,28,71
Bee,19,Police Training Ctr,Comptroller of Public Accounts,,Joi  Chevalier,DEM,99,48,147
Bee,2,Mineral Baptist ,Comptroller of Public Accounts,,Ben Sanders,LIB,0,1,1
Bee,2,Mineral Baptist ,Comptroller of Public Accounts,,Glenn  Hegar,REP,43,32,75
Bee,2,Mineral Baptist ,Comptroller of Public Accounts,,Joi  Chevalier,DEM,4,1,5
Bee,2-PTSD,Mineral Baptist ,Comptroller of Public Accounts,,Ben Sanders,LIB,2,1,3
Bee,2-PTSD,Mineral Baptist ,Comptroller of Public Accounts,,Glenn  Hegar,REP,41,38,79
Bee,2-PTSD,Mineral Baptist ,Comptroller of Public Accounts,,Joi  Chevalier,DEM,4,1,5
Bee,3,Drs. Building,Comptroller of Public Accounts,,Ben Sanders,LIB,18,15,33
Bee,3,Drs. Building,Comptroller of Public Accounts,,Glenn  Hegar,REP,285,124,409
Bee,3,Drs. Building,Comptroller of Public Accounts,,Joi  Chevalier,DEM,167,85,252
Bee,3-STSD,Drs. Building,Comptroller of Public Accounts,,Ben Sanders,LIB,2,0,2
Bee,3-STSD,Drs. Building,Comptroller of Public Accounts,,Glenn  Hegar,REP,4,0,4
Bee,3-STSD,Drs. Building,Comptroller of Public Accounts,,Joi  Chevalier,DEM,6,0,6
Bee,4,Skidmore Cath. Church,Comptroller of Public Accounts,,Ben Sanders,LIB,7,1,8
Bee,4,Skidmore Cath. Church,Comptroller of Public Accounts,,Glenn  Hegar,REP,58,77,135
Bee,4,Skidmore Cath. Church,Comptroller of Public Accounts,,Joi  Chevalier,DEM,10,20,30
Bee,5,Pettus Comm. Ctr.,Comptroller of Public Accounts,,Ben Sanders,LIB,1,2,3
Bee,5,Pettus Comm. Ctr.,Comptroller of Public Accounts,,Glenn  Hegar,REP,55,67,122
Bee,5,Pettus Comm. Ctr.,Comptroller of Public Accounts,,Joi  Chevalier,DEM,16,29,45
Bee,6,Skidmore Cath. Church,Comptroller of Public Accounts,,Ben Sanders,LIB,11,5,16
Bee,6,Skidmore Cath. Church,Comptroller of Public Accounts,,Glenn  Hegar,REP,198,156,354
Bee,6,Skidmore Cath. Church,Comptroller of Public Accounts,,Joi  Chevalier,DEM,134,64,198
Bee,6-NS,Skidmore Cath. Church,Comptroller of Public Accounts,,Ben Sanders,LIB,0,0,0
