county,precinct,office,district,party,candidate,votes,election_day,early_voting
Refugio,1,U.S. Senate,,REP,Stefano de Stefano,0,0,0
Refugio,1,U.S. Senate,,REP,"Bruce Jacobson, Jr.",0,0,0
Refugio,1,U.S. Senate,,REP,Mary Miller,1,0,1
Refugio,1,U.S. Senate,,REP,Over Votes,0,0,0
Refugio,1,U.S. Senate,,REP,Under Votes,0,0,0
Refugio,1,Ballots Cast,,REP,,63,26,37
Refugio,1,U.S. Senate,,REP,Geraldine Sam,0,0,0
Refugio,1,U.S. Senate,,REP,Over Votes,0,0,0
Refugio,1,U.S. Senate,,REP,Under Votes,0,0,0
Refugio,1,U.S. Senate,,REP,Ted Cruz,21,14,7
Refugio,1,U.S. House,27,REP,Jerry Hall,2,2,0
Refugio,1,U.S. House,27,REP,Over Votes,0,0,0
Refugio,1,U.S. House,27,REP,Under Votes,1,1,0
Refugio,1,U.S. House,27,REP,John Grundwald,0,0,0
Refugio,1,U.S. House,27,REP,Eddie Gassman,0,0,0
Refugio,1,U.S. House,27,REP,Bech Bruun,10,5,5
Refugio,1,U.S. House,27,REP,Michael Cloud,7,4,3
Refugio,1,U.S. House,27,REP,Christopher K. Mapp,2,2,0
Refugio,1,Governor,,REP,SECEDE Kilgore,0,0,0
Refugio,1,Governor,,REP,Barbara Krueger,1,1,0
Refugio,1,Governor,,REP,Greg Abbott,20,12,8
Refugio,1,Lieutenant Governor,,REP,Dan Patrick,18,10,8
Refugio,1,Lieutenant Governor,,REP,Scott Milder,3,3,0
Refugio,1,Lieutenant Governor,,REP,Over Votes,0,0,0
Refugio,1,Lieutenant Governor,,REP,Under Votes,1,1,0
Refugio,1,Attorney General,,REP,Ken Paxton,20,12,8
Refugio,1,Comptroller of Public Accounts,,REP,Glenn Hegar,19,12,7
Refugio,1,Comptroller of Public Accounts,,REP,Over Votes,0,0,0
Refugio,1,Comptroller of Public Accounts,,REP,Under Votes,3,2,1
Refugio,1,Commissioner of the General Land Office,,REP,George P. Bush,11,9,2
Refugio,1,Commissioner of the General Land Office,,REP,Rick Range,2,1,1
Refugio,1,Commissioner of the General Land Office,,REP,Jerry Patterson,6,2,4
Refugio,1,Commissioner of the General Land Office,,REP,Davey Edwards,2,1,1
Refugio,1,Commissioner of the General Land Office,,REP,Over Votes,0,0,0
Refugio,1,Commissioner of the General Land Office,,REP,Under Votes,1,1,0
Refugio,1,Commissioner of Agriculture,,REP,Sid Miller,13,8,5
Refugio,1,Commissioner of Agriculture,,REP,Trey Blocker,5,2,3
Refugio,1,Commissioner of Agriculture,,REP,Jim Hogan,1,1,0
Refugio,1,Railroad Commissioner,,REP,Weston Martinez,4,3,1
Refugio,1,Railroad Commissioner,,REP,Christi Craddick,15,8,7
Refugio,1,Railroad Commissioner,,REP,Over Votes,0,0,0
Refugio,1,Railroad Commissioner,,REP,Under Votes,3,3,0
Refugio,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,19,12,7
Refugio,1,"Justice, Supreme Court, Place 2",,REP,Over Votes,0,0,0
Refugio,1,"Justice, Supreme Court, Place 2",,REP,Under Votes,3,2,1
Refugio,1,"Justice, Supreme Court, Place 4",,REP,John Devine,19,12,7
Refugio,1,"Justice, Supreme Court, Place 4",,REP,Over Votes,0,0,0
Refugio,1,"Justice, Supreme Court, Place 4",,REP,Under Votes,3,2,1
Refugio,1,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,17,10,7
Refugio,1,"Justice, Supreme Court, Place 6",,REP,Over Votes,0,0,0
Refugio,1,"Justice, Supreme Court, Place 6",,REP,Under Votes,5,4,1
Refugio,1,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,11,7,4
Refugio,1,"Presiding Judge, Court of Criminal Appeals",,REP,Over Votes,0,0,0
Refugio,1,"Presiding Judge, Court of Criminal Appeals",,REP,Under Votes,4,4,0
Refugio,1,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,7,3,4
Refugio,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,16,9,7
Refugio,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Over Votes,0,0,0
Refugio,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Under Votes,6,5,1
Refugio,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Dib Waldrip,3,1,2
Refugio,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Over Votes,0,0,0
Refugio,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Under Votes,9,8,1
Refugio,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Jay Brandon,5,3,2
Refugio,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,5,2,3
Refugio,1,"Member, State Board of Education",2,REP,Eric Garza,3,1,2
Refugio,1,"Member, State Board of Education",2,REP,Over Votes,0,0,0
Refugio,1,"Member, State Board of Education",2,REP,Under Votes,5,5,0
Refugio,1,"Member, State Board of Education",2,REP,"Charles ""Tad"" Hasse",14,8,6
Refugio,1,State Representative,30,REP,Geanie W. Morrison,20,13,7
Refugio,1,State Representative,30,REP,Over Votes,0,0,0
Refugio,1,State Representative,30,REP,Under Votes,2,1,1
Refugio,1,"Chief Justice, 13th Court of Appeals District",,REP,Ernie Aliseda,15,8,7
Refugio,1,"Chief Justice, 13th Court of Appeals District",,REP,Over Votes,0,0,0
Refugio,1,"Chief Justice, 13th Court of Appeals District",,REP,Under Votes,7,6,1
Refugio,1,"Justice, 13th  Court of Appeals District, Place No. 2",,REP,Greg Perkes,17,10,7
Refugio,1,"Justice, 13th  Court of Appeals District, Place No. 2",,REP,Over Votes,0,0,0
Refugio,1,"Justice, 13th  Court of Appeals District, Place No. 2",,REP,Under Votes,5,4,1
Refugio,1,"Justice, 13th  Court of Appeals District, Place No. 4",,REP,Jaime Tijerina,16,9,7
Refugio,1,"Justice, 13th  Court of Appeals District, Place No. 4",,REP,Over Votes,0,0,0
Refugio,1,"Justice, 13th  Court of Appeals District, Place No. 4",,REP,Under Votes,6,5,1
Refugio,1,"Justice, 13th  Court of Appeals District, Place No. 5",,REP,Clarissa Silva,16,9,7
Refugio,1,"Justice, 13th  Court of Appeals District, Place No. 5",,REP,Over Votes,0,0,0
Refugio,1,"Justice, 13th  Court of Appeals District, Place No. 5",,REP,Under Votes,6,5,1
Refugio,1,"District Judge, 267th Judicial District",,REP,"Robert E. ""Bobby"" Bell",21,13,8
Refugio,1,"District Judge, 267th Judicial District",,REP,Over Votes,0,0,0
Refugio,1,"District Judge, 267th Judicial District",,REP,Under Votes,1,1,0
Refugio,1,County Judge,,REP,Bobby Blaschke,22,14,8
Refugio,1,County Judge,,REP,Over Votes,0,0,0
Refugio,1,County Judge,,REP,Under Votes,0,0,0
Refugio,1,"Justice of the Peace, No. 1",,REP,Lorraine Garcia,21,13,8
Refugio,1,"Justice of the Peace, No. 1",,REP,Over Votes,0,0,0
Refugio,1,"Justice of the Peace, No. 1",,REP,Under Votes,1,1,0
Refugio,1,County Chairman,,REP,Jeff Steele,20,13,7
Refugio,1,County Chairman,,REP,Over Votes,0,0,0
Refugio,1,County Chairman,,REP,Under Votes,2,1,1
Refugio,1,Proposition 1,,,YES,15,8,7
Refugio,1,Proposition 1,,,Over Votes,0,0,0
