county,precinct,precinct_name,office,district,party,candidate,votes,election_day,early_voting
Falls,101,METHODIST CHURCH,Attorney General,,DEM,Justin Adatto  Nelson,21,9,12
Falls,104,OTTO COMMUNITY CENTER,Attorney General,,DEM,Justin Adatto  Nelson,21,9,12
Falls,105,CHURCH OF CHRIST ANNEX,Attorney General,,DEM,Justin Adatto  Nelson,12,1,11
Falls,201,REAGAN HOMECOMING BUILDIN,Attorney General,,DEM,Justin Adatto  Nelson,18,10,8
Falls,203,DAVIS CHAPEL,Attorney General,,DEM,Justin Adatto  Nelson,62,34,28
Falls,204,BTW ALUMNI,Attorney General,,DEM,Justin Adatto  Nelson,64,26,38
Falls,301,PLEASANT GROVE,Attorney General,,DEM,Justin Adatto  Nelson,6,2,4
Falls,302,MARLIN HOUSING ,Attorney General,,DEM,Justin Adatto  Nelson,11,8,3
Falls,303,WESTPHALIA COMM CENTER,Attorney General,,DEM,Justin Adatto  Nelson,5,5,0
Falls,304,D BROWN LIBRARY,Attorney General,,DEM,Justin Adatto  Nelson,19,15,4
Falls,403,CHILTON VOL. FIRE DEPT,Attorney General,,DEM,Justin Adatto  Nelson,22,7,15
Falls,404,LOTT VOL. FIRE DEPT,Attorney General,,DEM,Justin Adatto  Nelson,21,14,7
Falls,405,GOLINDA CITY HALL,Attorney General,,DEM,Justin Adatto  Nelson,22,15,7
Falls,101,METHODIST CHURCH,Commissioner of the General Land Office,,DEM,Carl Allen Morgan,4,3,1
Falls,101,METHODIST CHURCH,Commissioner of the General Land Office,,DEM,Miguel Andrs Suazo,19,8,11
Falls,104,OTTO COMMUNITY CENTER,Commissioner of the General Land Office,,DEM,Carl Allen Morgan,15,5,10
Falls,104,OTTO COMMUNITY CENTER,Commissioner of the General Land Office,,DEM,Miguel Andrs Suazo,7,3,4
Falls,105,CHURCH OF CHRIST ANNEX,Commissioner of the General Land Office,,DEM,Carl Allen Morgan,7,1,6
Falls,105,CHURCH OF CHRIST ANNEX,Commissioner of the General Land Office,,DEM,Miguel Andrs Suazo,5,0,5
Falls,201,REAGAN HOMECOMING BUILDIN,Commissioner of the General Land Office,,DEM,Carl Allen Morgan,13,9,4
Falls,201,REAGAN HOMECOMING BUILDIN,Commissioner of the General Land Office,,DEM,Miguel Andrs Suazo,6,3,3
Falls,203,DAVIS CHAPEL,Commissioner of the General Land Office,,DEM,Carl Allen Morgan,34,17,17
Falls,203,DAVIS CHAPEL,Commissioner of the General Land Office,,DEM,Miguel Andrs Suazo,28,16,12
Falls,204,BTW ALUMNI,Commissioner of the General Land Office,,DEM,Carl Allen Morgan,30,12,18
Falls,204,BTW ALUMNI,Commissioner of the General Land Office,,DEM,Miguel Andrs Suazo,36,15,21
Falls,301,PLEASANT GROVE,Commissioner of the General Land Office,,DEM,Carl Allen Morgan,3,2,1
Falls,301,PLEASANT GROVE,Commissioner of the General Land Office,,DEM,Miguel Andrs Suazo,4,1,3
Falls,302,MARLIN HOUSING ,Commissioner of the General Land Office,,DEM,Carl Allen Morgan,8,6,2
Falls,302,MARLIN HOUSING ,Commissioner of the General Land Office,,DEM,Miguel Andrs Suazo,5,2,3
Falls,303,WESTPHALIA COMM CENTER,Commissioner of the General Land Office,,DEM,Carl Allen Morgan,2,2,0
