county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Liberty,1,U.S. Senate,,REP,"Bruce Jacobson, Jr.",7,6,1,
Liberty,1,U.S. Senate,,REP,Mary Miller,6,3,3,
Liberty,1,U.S. Senate,,REP,Stefano de Stefano,0,0,0,
Liberty,1,U.S. Senate,,REP,Ted Cruz,110,63,47,
Liberty,1,U.S. Senate,,REP,Geraldine Sam,1,0,1,
Liberty,1,U.S. Senate,,REP,Over Votes,0,0,0,
Liberty,1,U.S. Senate,,REP,Under Votes,7,4,3,
Liberty,1,U.S. House,36,REP,Brian Babin,98,56,42,
Liberty,1,U.S. House,36,REP,Over Votes,0,0,0,
Liberty,1,U.S. House,36,REP,Under Votes,33,20,13,
Liberty,1,Governor,,REP,Greg Abbott,116,70,46,
Liberty,1,Governor,,REP,Barbara Krueger,8,3,5,
Liberty,1,Governor,,REP,SECEDE Kilgore,0,0,0,
Liberty,1,Lieutenant Governor,,REP,Scott Milder,14,8,6,
Liberty,1,Lieutenant Governor,,REP,Over Votes,0,0,0,
Liberty,1,Lieutenant Governor,,REP,Under Votes,8,6,2,
Liberty,1,Lieutenant Governor,,REP,Dan Patrick,109,62,47,
Liberty,1,Attorney General,,REP,Ken Paxton,103,60,43,
Liberty,1,Comptroller of Public Accounts,,REP,Glenn Hegar,95,56,39,
Liberty,1,Comptroller of Public Accounts,,REP,Over Votes,0,0,0,
Liberty,1,Comptroller of Public Accounts,,REP,Under Votes,36,20,16,
Liberty,1,Commissioner of the General Land Office,,REP,Davey Edwards,11,3,8,
Liberty,1,Commissioner of the General Land Office,,REP,Over Votes,0,0,0,
Liberty,1,Commissioner of the General Land Office,,REP,Under Votes,14,7,7,
Liberty,1,Commissioner of the General Land Office,,REP,George P. Bush,70,42,28,
Liberty,1,Commissioner of the General Land Office,,REP,Rick Range,4,3,1,
Liberty,1,Commissioner of the General Land Office,,REP,Jerry Patterson,32,21,11,
Liberty,1,Commissioner of Agriculture,,REP,Jim Hogan,45,24,21,
Liberty,1,Commissioner of Agriculture,,REP,Sid Miller,36,22,14,
Liberty,1,Commissioner of Agriculture,,REP,Trey Blocker,24,16,8,
Liberty,1,Railroad Commissioner,,REP,Christi Craddick,83,53,30,
Liberty,1,Railroad Commissioner,,REP,Over Votes,0,0,0,
Liberty,1,Railroad Commissioner,,REP,Under Votes,26,11,15,
Liberty,1,Railroad Commissioner,,REP,Weston Martinez,22,12,10,
