county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Sterling,1,Straight Party,,REP,Republican Party,71,29,42,0
Sterling,2,Straight Party,,REP,Republican Party,47,24,23,0
Sterling,3,Straight Party,,REP,Republican Party,79,29,50,0
Sterling,4,Straight Party,,REP,Republican Party,75,25,50,0
Sterling,Total,Straight Party,,REP,Republican Party,272,107,165,0
Sterling,1,Straight Party,,DEM,Democratic Party,2,1,1,0
Sterling,2,Straight Party,,DEM,Democratic Party,6,0,6,0
Sterling,3,Straight Party,,DEM,Democratic Party,2,1,1,0
Sterling,4,Straight Party,,DEM,Democratic Party,8,7,1,0
Sterling,Total,Straight Party,,DEM,Democratic Party,18,9,9,0
Sterling,1,Straight Party,,LIB,Libertarian Party  ,0,0,0,0
Sterling,2,Straight Party,,LIB,Libertarian Party  ,0,0,0,0
Sterling,3,Straight Party,,LIB,Libertarian Party  ,0,0,0,0
Sterling,4,Straight Party,,LIB,Libertarian Party  ,0,0,0,0
Sterling,Total,Straight Party,,LIB,Libertarian Party  ,0,0,0,0
Sterling,1,Straight Party,,,Cast Votes,73,30,43,0
Sterling,2,Straight Party,,,Cast Votes,54,30,24,0
Sterling,3,Straight Party,,,Cast Votes,81,30,51,0
Sterling,4,Straight Party,,,Cast Votes,83,32,51,0
Sterling,Total,Straight Party,,,Cast Votes,291,122,169,0
Sterling,1,Straight Party,,,Undervotes,64,25,29,10
Sterling,2,Straight Party,,,Undervotes,44,12,27,5
Sterling,3,Straight Party,,,Undervotes,63,16,34,13
Sterling,4,Straight Party,,,Undervotes,30,9,17,4
Sterling,Total,Straight Party,,,Undervotes,201,62,107,32
Sterling,1,Straight Party,,REP,Overvotes,0,0,0,0
Sterling,2,Straight Party,,REP,Overvotes,11,0,11,0
Sterling,3,Straight Party,,REP,Overvotes,0,0,0,0
Sterling,4,Straight Party,,REP,Overvotes,0,0,0,0
Sterling,Total,Straight Party,,REP,Overvotes,11,0,11,0
Sterling,1,U.S. Senate,,DEM,Ted Cruz,125,50,66,9
Sterling,2,U.S. Senate,,DEM,Ted Cruz,81,34,42,5
Sterling,3,U.S. Senate,,DEM,Ted Cruz,135,43,80,12
Sterling,4,U.S. Senate,,DEM,Ted Cruz,101,33,65,3
Sterling,Total,U.S. Senate,,DEM,Ted Cruz,442,160,253,29
Sterling,1,U.S. Senate,,LIB,Beto O'Rourke,12,5,6,1
Sterling,2,U.S. Senate,,LIB,Beto O'Rourke,14,8,6,0
Sterling,3,U.S. Senate,,LIB,Beto O'Rourke,6,3,2,1
Sterling,4,U.S. Senate,,LIB,Beto O'Rourke,16,12,3,1
Sterling,Total,U.S. Senate,,LIB,Beto O'Rourke,48,28,17,3
Sterling,1,U.S. Senate,,,Neal M Dikeman,0,0,0,0
Sterling,2,U.S. Senate,,,Neal M Dikeman,0,0,0,0
Sterling,3,U.S. Senate,,,Neal M Dikeman,0,0,0,0
Sterling,4,U.S. Senate,,,Neal M Dikeman,0,0,0,0
Sterling,Total,U.S. Senate,,,Neal M Dikeman,0,0,0,0
Sterling,1,U.S. Senate,,,Cast Votes,131,55,72,10
Sterling,2,U.S. Senate,,,Cast Votes,95,42,48,5
Sterling,3,U.S. Senate,,,Cast Votes,141,46,82,13
Sterling,4,U.S. Senate,,,Cast Votes,113,41,68,4
Sterling,Total,U.S. Senate,,,Cast Votes,480,184,270,32
Sterling,1,U.S. Senate,,,Undervotes,0,0,0,0
Sterling,2,U.S. Senate,,,Undervotes,3,0,3,0
Sterling,3,U.S. Senate,,,Undervotes,3,0,3,0
Sterling,4,U.S. Senate,,,Undervotes,0,0,0,0
Sterling,Total,U.S. Senate,,,Undervotes,6,0,6,0
Sterling,1,U.S. Senate,,,Overvotes,0,0,0,0
Sterling,2,U.S. Senate,,,Overvotes,0,0,0,0
Sterling,3,U.S. Senate,,,Overvotes,0,0,0,0
Sterling,4,U.S. Senate,,,Overvotes,0,0,0,0
Sterling,Total,U.S. Senate,,,Overvotes,0,0,0,0
Sterling,1,U.S. House,1,REP,Mike Conaway,124,50,66,8
Sterling,2,U.S. House,1,REP,Mike Conaway,89,37,47,5
Sterling,3,U.S. House,1,REP,Mike Conaway,139,43,84,12
Sterling,4,U.S. House,1,REP,Mike Conaway,102,34,64,4
Sterling,Total,U.S. House,1,REP,Mike Conaway,454,164,261,29
Sterling,1,U.S. House,1,DEM,Jennie Lou Leeder,10,4,5,1
Sterling,2,U.S. House,1,DEM,Jennie Lou Leeder,7,4,3,0
Sterling,3,U.S. House,1,DEM,Jennie Lou Leeder,5,3,1,1
Sterling,4,U.S. House,1,DEM,Jennie Lou Leeder,8,6,2,0
Sterling,Total,U.S. House,1,DEM,Jennie Lou Leeder,30,17,11,2
Sterling,1,U.S. House,1,LIB,Rhett Rosenquest,1,1,0,0
Sterling,2,U.S. House,1,LIB,Rhett Rosenquest,0,0,0,0
Sterling,3,U.S. House,1,LIB,Rhett Rosenquest,0,0,0,0
Sterling,4,U.S. House,1,LIB,Rhett Rosenquest,0,0,2,0
Sterling,Total,U.S. House,1,LIB,Rhett Rosenquest,1,1,2,0
Sterling,1,U.S. House,1,,Cast Votes,135,55,71,9
Sterling,2,U.S. House,1,,Cast Votes,96,41,50,5
Sterling,3,U.S. House,1,,Cast Votes,144,46,85,13
Sterling,4,U.S. House,1,,Cast Votes,112,40,68,4
Sterling,Total,U.S. House,1,,Cast Votes,487,182,274,31
Sterling,1,U.S. House,1,,Undervotes,2,0,1,1
Sterling,2,U.S. House,1,,Undervotes,2,1,1,0
Sterling,3,U.S. House,1,,Undervotes,0,0,0,0
Sterling,4,U.S. House,1,,Undervotes,1,1,0,0
Sterling,Total,U.S. House,1,,Undervotes,5,2,2,1
Sterling,1,U.S. House,1,,Overvotes,0,0,0,0
Sterling,2,U.S. House,1,,Overvotes,0,0,0,0
Sterling,3,U.S. House,1,,Overvotes,0,0,0,0
Sterling,4,U.S. House,1,,Overvotes,0,0,0,0
Sterling,Total,U.S. House,1,,Overvotes,0,0,0,0
Sterling,1,Governor,,REP,Greg Abbott,124,51,65,8
Sterling,2,Governor,,REP,Greg Abbott,84,34,45,5
Sterling,3,Governor,,REP,Greg Abbott,134,41,81,12
Sterling,4,Governor,,REP,Greg Abbott,103,34,65,4
Sterling,Total,Governor,,REP,Greg Abbott,445,160,256,29
Sterling,1,Governor,,DEM,Lupe Valdez,10,4,5,1
Sterling,2,Governor,,DEM,Lupe Valdez,11,5,6,0
Sterling,3,Governor,,DEM,Lupe Valdez,9,5,3,1
Sterling,4,Governor,,DEM,Lupe Valdez,9,7,2,0
Sterling,Total,Governor,,DEM,Lupe Valdez,39,21,16,2
Sterling,1,Governor,,LIB,Mark Jay Tippetts,0,0,0,0
Sterling,2,Governor,,LIB,Mark Jay Tippetts,2,2,0,0
Sterling,3,Governor,,LIB,Mark Jay Tippetts,1,0,1,0
Sterling,4,Governor,,LIB,Mark Jay Tippetts,1,0,1,0
Sterling,Total,Governor,,LIB,Mark Jay Tippetts,4,2,2,0
Sterling,1,Governor,,,Cast Votes,134,55,70,9
Sterling,2,Governor,,,Cast Votes,97,41,51,5
Sterling,3,Governor,,,Cast Votes,144,46,85,13
Sterling,4,Governor,,,Cast Votes,113,41,68,4
Sterling,Total,Governor,,,Cast Votes,488,183,274,31
Sterling,1,Governor,,,Undervotes,3,0,2,1
Sterling,2,Governor,,,Undervotes,1,1,0,0
Sterling,3,Governor,,,Undervotes,0,0,0,0
Sterling,4,Governor,,,Undervotes,0,0,0,0
Sterling,Total,Governor,,,Undervotes,4,1,2,1
Sterling,1,Governor,,,Overvotes,0,0,0,0
Sterling,2,Governor,,,Overvotes,0,0,0,0
Sterling,3,Governor,,,Overvotes,0,0,0,0
Sterling,4,Governor,,,Overvotes,0,0,0,0
Sterling,Total,Governor,,,Overvotes,0,0,0,0
Sterling,1,Lieutenant Governor,,REP,Dan Patrick,100,43,52,5
Sterling,2,Lieutenant Governor,,REP,Dan Patrick,77,30,42,5
Sterling,3,Lieutenant Governor,,REP,Dan Patrick,116,34,70,12
Sterling,4,Lieutenant Governor,,REP,Dan Patrick,94,32,58,4
Sterling,Total,Lieutenant Governor,,REP,Dan Patrick,387,139,222,26
Sterling,1,Lieutenant Governor,,DEM,Mike Collier,28,12,13,3
Sterling,2,Lieutenant Governor,,DEM,Mike Collier,18,10,8,0
Sterling,3,Lieutenant Governor,,DEM,Mike Collier,23,11,11,1
Sterling,4,Lieutenant Governor,,DEM,Mike Collier,14,8,6,0
Sterling,Total,Lieutenant Governor,,DEM,Mike Collier,83,41,38,4
Sterling,1,Lieutenant Governor,,LIB,Kerry Douglas,2,0,2,0
Sterling,2,Lieutenant Governor,,LIB,Kerry Douglas,2,1,1,0
Sterling,3,Lieutenant Governor,,LIB,Kerry Douglas,1,0,1,0
Sterling,4,Lieutenant Governor,,LIB,Kerry Douglas,3,0,3,0
Sterling,Total,Lieutenant Governor,,LIB,Kerry Douglas,8,1,7,0
Sterling,1,Lieutenant Governor,,,Cast Votes,13,55,67,8
Sterling,2,Lieutenant Governor,,,Cast Votes,97,41,51,5
Sterling,3,Lieutenant Governor,,,Cast Votes,140,45,82,13
Sterling,4,Lieutenant Governor,,,Cast Votes,111,40,67,4
Sterling,Total,Lieutenant Governor,,,Cast Votes,361,181,267,30
Sterling,1,Lieutenant Governor,,,Undervotes,7,0,5,2
Sterling,2,Lieutenant Governor,,,Undervotes,1,1,0,0
Sterling,3,Lieutenant Governor,,,Undervotes,4,1,3,0
Sterling,4,Lieutenant Governor,,,Undervotes,0,0,0,0
Sterling,Total,Lieutenant Governor,,,Undervotes,12,2,8,2
Sterling,1,Lieutenant Governor,,,Overvotes,0,0,0,0
Sterling,2,Lieutenant Governor,,,Overvotes,0,0,0,0
Sterling,3,Lieutenant Governor,,,Overvotes,0,0,0,0
Sterling,4,Lieutenant Governor,,,Overvotes,0,0,0,0
Sterling,Total,Lieutenant Governor,,,Overvotes,0,0,0,0
Sterling,1,Attorney General,,REP,Ken Paxton,120,50,64,6
Sterling,2,Attorney General,,REP,Ken Paxton,81,32,44,5
Sterling,3,Attorney General,,REP,Ken Paxton,132,41,80,11
Sterling,4,Attorney General,,REP,Ken Paxton,99,32,63,4
Sterling,Total,Attorney General,,REP,Ken Paxton,432,155,251,26
Sterling,1,Attorney General,,DEM,Justin Nelson,12,5,6,1
Sterling,2,Attorney General,,DEM,Justin Nelson,14,7,7,0
Sterling,3,Attorney General,,DEM,Justin Nelson,10,4,4,2
Sterling,4,Attorney General,,DEM,Justin Nelson,10,8,2,0
Sterling,Total,Attorney General,,DEM,Justin Nelson,46,24,19,3
Sterling,1,Attorney General,,LIB,Michael Ray Harris,1,0,0,1
Sterling,2,Attorney General,,LIB,Michael Ray Harris,1,1,0,0
Sterling,3,Attorney General,,LIB,Michael Ray Harris,0,0,0,0
Sterling,4,Attorney General,,LIB,Michael Ray Harris,2,0,2,0
Sterling,Total,Attorney General,,LIB,Michael Ray Harris,4,1,2,1
Sterling,1,Attorney General,,,Cast Votes,133,55,70,8
Sterling,2,Attorney General,,,Cast Votes,96,40,51,5
Sterling,3,Attorney General,,,Cast Votes,142,45,84,13
Sterling,4,Attorney General,,,Cast Votes,111,40,67,4
Sterling,Total,Attorney General,,,Cast Votes,482,180,272,30
Sterling,1,Attorney General,,,Undervotes,4,2,0,2
Sterling,2,Attorney General,,,Undervotes,2,2,0,0
Sterling,3,Attorney General,,,Undervotes,0,0,0,0
Sterling,4,Attorney General,,,Undervotes,2,1,1,0
Sterling,Total,Attorney General,,,Undervotes,8,5,1,2
Sterling,1,Attorney General,,,Overvotes,0,0,0,0
Sterling,2,Attorney General,,,Overvotes,0,0,0,0
Sterling,3,Attorney General,,,Overvotes,0,0,0,0
Sterling,4,Attorney General,,,Overvotes,0,0,0,0
Sterling,Total,Attorney General,,,Overvotes,0,0,0,0
Sterling,1,Comptroller of Public Accounts,,REP,Glenn Hegar,118,49,63,6
Sterling,2,Comptroller of Public Accounts,,REP,Glenn Hegar,86,34,47,5
Sterling,3,Comptroller of Public Accounts,,REP,Glenn Hegar,137,42,83,12
Sterling,4,Comptroller of Public Accounts,,REP,Glenn Hegar,102,33,65,4
Sterling,Total,Comptroller of Public Accounts,,REP,Glenn Hegar,443,158,258,27
Sterling,1,Comptroller of Public Accounts,,DEM,to Joi Chevalier,10,4,5,1
Sterling,2,Comptroller of Public Accounts,,DEM,to Joi Chevalier,8,6,2,0
Sterling,3,Comptroller of Public Accounts,,DEM,Jo' Chevalier,5,3,1,1
Sterling,4,Comptroller of Public Accounts,,DEM,Joi Chevalier,8,6,2,0
Sterling,Total,Comptroller of Public Accounts,,DEM,Jai Chevalier,31,19,10,2
Sterling,1,Comptroller of Public Accounts,,LIB,Ben Sanders,2,1,1,0
Sterling,2,Comptroller of Public Accounts,,LIB,Ben Sanders,2,1,1,0
Sterling,3,Comptroller of Public Accounts,,LIB,Ben Sanders,1,0,1,0
Sterling,4,Comptroller of Public Accounts,,LIB,Ben Sanders,0,0,0,0
Sterling,Total,Comptroller of Public Accounts,,LIB,Ben Sanders,5,2,3,0
Sterling,1,Comptroller of Public Accounts,,,Cast Votes,130,54,69,7
Sterling,2,Comptroller of Public Accounts,,,Cast Votes,96,41,50,5
Sterling,3,Comptroller of Public Accounts,,,Cast Votes,3,45,85,13
Sterling,4,Comptroller of Public Accounts,,,Cast Votes,111,40,67,4
Sterling,Total,Comptroller of Public Accounts,,,Cast Votes,340,180,271,29
Sterling,1,Comptroller of Public Accounts,,,Undervotes,7,1,3,3
Sterling,2,Comptroller of Public Accounts,,,Undervotes,0,0,0,0
Sterling,3,Comptroller of Public Accounts,,,Undervotes,1,1,0,0
Sterling,4,Comptroller of Public Accounts,,,Undervotes,2,1,1,0
Sterling,Total,Comptroller of Public Accounts,,,Undervotes,10,3,4,3
Sterling,1,Comptroller of Public Accounts,,,Overvotes,0,0,0,0
Sterling,2,Comptroller of Public Accounts,,,Overvotes,0,0,0,0
Sterling,3,Comptroller of Public Accounts,,,Overvotes,0,0,0,0
Sterling,4,Comptroller of Public Accounts,,,Overvotes,0,0,0,0
Sterling,Total,Comptroller of Public Accounts,,,Overvotes,0,0,0,0
Sterling,1,Commissioner of the General Land Office,,REP,George P Bush,112,46,60,6
Sterling,2,Commissioner of the General Land Office,,REP,George P Bush,85,35,45,5
Sterling,3,Commissioner of the General Land Office,,REP,George P Bush,1,40,79,12
Sterling,4,Commissioner of the General Land Office,,REP,George P Bush,101,33,64,4
Sterling,Total,Commissioner of the General Land Office,,REP,George P Bush,299,154,248,27
Sterling,1,Commissioner of the General Land Office,,DEM,Miguel Suazo,13,5,7,1
Sterling,2,Commissioner of the General Land Office,,DEM,Miguel Suazo,7,5,2,0
Sterling,3,Commissioner of the General Land Office,,DEM,Miguel Suazo,8,5,2,1
Sterling,4,Commissioner of the General Land Office,,DEM,Miguel Suazo,9,7,2,0
Sterling,Total,Commissioner of the General Land Office,,DEM,Miguel Suazo,37,22,13,2
Sterling,1,Commissioner of the General Land Office,,LIB,Matt Piña,5,3,1,1
Sterling,2,Commissioner of the General Land Office,,LIB,Matt Piña,4,1,3,0
Sterling,3,Commissioner of the General Land Office,,LIB,Matt Piria,3,0,3,0
Sterling,4,Commissioner of the General Land Office,,LIB,Matt Pifia,1,0,1,0
Sterling,Total,Commissioner of the General Land Office,,LIB,Matt Pifia,13,4,8,1
Sterling,1,Commissioner of the General Land Office,,,Cast Votes,30,54,68,8
Sterling,2,Commissioner of the General Land Office,,,Cast Votes,96,41,50,5
Sterling,3,Commissioner of the General Land Office,,,Cast Votes,142,45,84,13
Sterling,4,Commissioner of the General Land Office,,,Cast Votes,111,40,67,4
Sterling,Total,Commissioner of the General Land Office,,,Cast Votes,379,180,269,30
Sterling,1,Commissioner of the General Land Office,,,Undervotes,7,1,4,2
Sterling,2,Commissioner of the General Land Office,,,Undervotes,0,0,0,0
Sterling,3,Commissioner of the General Land Office,,,Undervotes,2,1,1,0
Sterling,4,Commissioner of the General Land Office,,,Undervotes,0,0,0,0
Sterling,Total,Commissioner of the General Land Office,,,Undervotes,9,2,5,2
Sterling,1,Commissioner of the General Land Office,,,Overvotes,0,0,0,0
Sterling,2,Commissioner of the General Land Office,,,Overvotes,0,0,0,0
Sterling,3,Commissioner of the General Land Office,,,Overvotes,0,0,0,0
Sterling,4,Commissioner of the General Land Office,,,Overvotes,0,0,0,0
Sterling,Total,Commissioner of the General Land Office,,,Overvotes,0,0,0,0
Sterling,1,Commissioner of Agriculture,,REP,Sid Miller,119,50,65,4
Sterling,2,Commissioner of Agriculture,,REP,Sid Miller,84,33,46,5
Sterling,3,Commissioner of Agriculture,,REP,Sid Miller,135,42,82,11
Sterling,4,Commissioner of Agriculture,,REP,Sid Miller,102,33,65,4
Sterling,Total,Commissioner of Agriculture,,REP,Sid Miller,440,158,258,24
Sterling,1,Commissioner of Agriculture,,DEM,Kim Olson,13,4,6,3
Sterling,2,Commissioner of Agriculture,,DEM,Kim Olson,10,7,3,0
Sterling,3,Commissioner of Agriculture,,DEM,Kim Olson,7,3,3,1
Sterling,4,Commissioner of Agriculture,,DEM,Kim Olson,9,7,2,0
Sterling,Total,Commissioner of Agriculture,,DEM,Kim Olson,39,21,14,4
Sterling,1,Commissioner of Agriculture,,LIB,Richard Carpenter,1,1,0,0
Sterling,2,Commissioner of Agriculture,,LIB,Richard Carpenter,1,1,0,0
Sterling,3,Commissioner of Agriculture,,LIB,Richard Carpenter,1,0,0,1
Sterling,4,Commissioner of Agriculture,,LIB,Richard Carpenter,1,0,1,0
Sterling,Total,Commissioner of Agriculture,,LIB,Richard Carpenter,4,2,1,1
Sterling,1,Commissioner of Agriculture,,,Cast Votes,133,55,71,7
Sterling,2,Commissioner of Agriculture,,,Cast Votes,95,41,49,5
Sterling,3,Commissioner of Agriculture,,,Cast Votes,143,45,85,13
Sterling,4,Commissioner of Agriculture,,,Cast Votes,112,40,68,4
Sterling,Total,Commissioner of Agriculture,,,Cast Votes,483,181,273,29
Sterling,1,Commissioner of Agriculture,,,Undervotes,4,0,1,3
Sterling,2,Commissioner of Agriculture,,,Undervotes,3,1,2,0
Sterling,3,Commissioner of Agriculture,,,Undervotes,1,1,0,0
Sterling,4,Commissioner of Agriculture,,,Undervotes,1,1,0,0
Sterling,Total,Commissioner of Agriculture,,,Undervotes,9,3,3,3
Sterling,1,Commissioner of Agriculture,,,Overvotes,0,0,0,0
Sterling,2,Commissioner of Agriculture,,,Overvotes,0,0,0,0
Sterling,3,Commissioner of Agriculture,,,Overvotes,0,0,0,0
Sterling,4,Commissioner of Agriculture,,,Overvotes,0,0,0,0
Sterling,Total,Commissioner of Agriculture,,,Overvotes,0,0,0,0
Sterling,1,Railroad Commissioner,,REP,Christi Craddick,122,49,67,6
Sterling,2,Railroad Commissioner,,REP,Christi Craddick,83,33,45,5
Sterling,3,Railroad Commissioner,,REP,Christi Craddick,139,43,84,12
Sterling,4,Railroad Commissioner,,REP,Christi Craddick,102,33,65,4
Sterling,Total,Railroad Commissioner,,REP,Christi Craddick,446,158,261,27
Sterling,1,Railroad Commissioner,,DEM,Roman McAllen,8,4,4,0
Sterling,2,Railroad Commissioner,,DEM,Roman McAllen,10,7,3,0
Sterling,3,Railroad Commissioner,,DEM,Roman McAllen,4,2,1,1
Sterling,4,Railroad Commissioner,,DEM,Roman McAllen,9,7,2,0
Sterling,Total,Railroad Commissioner,,DEM,Roman McAllen,31,20,10,1
Sterling,1,Railroad Commissioner,,LIB,Mike Wright,2,1,0,1
Sterling,2,Railroad Commissioner,,LIB,Mike Wright,1,1,0,0
Sterling,3,Railroad Commissioner,,LIB,Mike Wright,0,0,0,0
