county,precinct,office,district,candidate,party,early_voting,election_day,votes
Uvalde,Precinct 1,Straight Party,,Republican Party,REP,112,32,144
Uvalde,Precinct 1,Straight Party,,Democratic Party,DEM,163,72,235
Uvalde,Precinct 1,Straight Party,,Libertarian Party,LIB,0,0,0
Uvalde,Precinct 1,Straight Party,,Over Votes,,0,0,0
Uvalde,Precinct 1,Straight Party,,Under Votes,,362,97,459
Uvalde,Precinct 1,U.S. Senate,,Ted Cruz,REP,341,67,408
Uvalde,Precinct 1,U.S. Senate,,Beto O'Rourke,DEM,288,129,417
Uvalde,Precinct 1,U.S. Senate,,Neal M. Dikeman,LIB,3,2,5
Uvalde,Precinct 1,U.S. Senate,,Over Votes,,0,0,0
Uvalde,Precinct 1,U.S. Senate,,Under Votes,,5,3,8
Uvalde,Precinct 1,U.S. House,23,Will Hurd,REP,351,75,426
Uvalde,Precinct 1,U.S. House,23,Gina Ortiz Jones,DEM,270,116,386
Uvalde,Precinct 1,U.S. House,23,Ruben Corvalan,LIB,10,8,18
Uvalde,Precinct 1,U.S. House,23,Over Votes,,0,0,0
Uvalde,Precinct 1,U.S. House,23,Under Votes,,6,2,8
Uvalde,Precinct 1,Governor,,Greg Abbott,REP,367,95,462
Uvalde,Precinct 1,Governor,,Lupe Valdez,DEM,260,103,363
Uvalde,Precinct 1,Governor,,Mark Jay Tippetts,LIB,5,1,6
Uvalde,Precinct 1,Governor,,Over Votes,,0,0,0
Uvalde,Precinct 1,Governor,,Under Votes,,5,2,7
Uvalde,Precinct 1,Lieutenant Governor,,Dan Patrick,REP,341,77,418
Uvalde,Precinct 1,Lieutenant Governor,,Mike Collier,DEM,276,116,392
Uvalde,Precinct 1,Lieutenant Governor,,Kerry Douglas McKennon,LIB,9,3,12
Uvalde,Precinct 1,Lieutenant Governor,,Over Votes,,1,0,1
Uvalde,Precinct 1,Lieutenant Governor,,Under Votes,,10,5,15
Uvalde,Precinct 1,Attorney General,,Ken Paxton,REP,317,73,390
Uvalde,Precinct 1,Attorney General,,Justin Nelson,DEM,287,121,408
Uvalde,Precinct 1,Attorney General,,Michael Ray Harris,LIB,15,2,17
Uvalde,Precinct 1,Attorney General,,Over Votes,,0,0,0
Uvalde,Precinct 1,Attorney General,,Under Votes,,18,5,23
Uvalde,Precinct 1,Comptroller of Public Accounts,,Glenn Hegar,REP,328,70,398
Uvalde,Precinct 1,Comptroller of Public Accounts,,Joi Chevalier,DEM,269,119,388
Uvalde,Precinct 1,Comptroller of Public Accounts,,Ben Sanders,LIB,20,7,27
Uvalde,Precinct 1,Comptroller of Public Accounts,,Over Votes,,0,0,0
Uvalde,Precinct 1,Comptroller of Public Accounts,,Under Votes,,20,5,25
Uvalde,Precinct 1,Commissioner of the General Land Office,,George P. Bush,REP,331,78,409
Uvalde,Precinct 1,Commissioner of the General Land Office,,Miguel Suazo,DEM,267,110,377
Uvalde,Precinct 1,Commissioner of the General Land Office,,Matt Pina,LIB,25,9,34
Uvalde,Precinct 1,Commissioner of the General Land Office,,Over Votes,,0,0,0
Uvalde,Precinct 1,Commissioner of the General Land Office,,Under Votes,,14,4,18
Uvalde,Precinct 1,Commissioner of Agriculture,,Sid Miller,REP,321,74,395
Uvalde,Precinct 1,Commissioner of Agriculture,,Kim Olson,DEM,293,112,405
Uvalde,Precinct 1,Commissioner of Agriculture,,Richard Carpenter,LIB,10,6,16
Uvalde,Precinct 1,Commissioner of Agriculture,,Over Votes,,0,0,0
Uvalde,Precinct 1,Commissioner of Agriculture,,Under Votes,,13,9,22
Uvalde,Precinct 1,Railroad Commissioner,,Christi Craddick,REP,330,68,398
Uvalde,Precinct 1,Railroad Commissioner,,Roman McAllen,DEM,272,117,389
Uvalde,Precinct 1,Railroad Commissioner,,Mike Wright,LIB,12,7,19
Uvalde,Precinct 1,Railroad Commissioner,,Over Votes,,0,0,0
Uvalde,Precinct 1,Railroad Commissioner,,Under Votes,,23,9,32
Uvalde,Precinct 1,"Justice, Supreme Court, Place 2",,Jimmy Blacklock,REP,327,70,397
Uvalde,Precinct 1,"Justice, Supreme Court, Place 2",,Steven Kirkland,DEM,289,121,410
Uvalde,Precinct 1,"Justice, Supreme Court, Place 2",,Over Votes,,0,0,0
Uvalde,Precinct 1,"Justice, Supreme Court, Place 2",,Under Votes,,21,10,31
Uvalde,Precinct 1,"Justice, Supreme Court, Place 4",,John Devine,REP,330,73,403
Uvalde,Precinct 1,"Justice, Supreme Court, Place 4",,R.K. Sandill,DEM,283,118,401
