county,precinct,precinct_name,office,district,party,candidate,votes,election_day,early_voting
Delta,3,DELTA CO CIVIC CENTER,Lieutenant Governor,,REP,Scott Milder,35,12,23
Delta,4,FIRST BAPTIST CHURCH,Lieutenant Governor,,REP,Dan Patrick,100,29,71
Delta,4,FIRST BAPTIST CHURCH,Lieutenant Governor,,REP,Scott Milder,63,17,46
Delta,5,KLONDIKE COMMUNITY CENTER,Lieutenant Governor,,REP,Dan Patrick,131,64,67
Delta,5,KLONDIKE COMMUNITY CENTER,Lieutenant Governor,,REP,Scott Milder,88,49,39
Delta,7,ENLOE COMMUNITY CENTER,Lieutenant Governor,,REP,Dan Patrick,52,35,17
Delta,7,ENLOE COMMUNITY CENTER,Lieutenant Governor,,REP,Scott Milder,34,18,16
Delta,9,EAST DELTA COMMUNITY CTR,Lieutenant Governor,,REP,Dan Patrick,56,35,21
Delta,9,EAST DELTA COMMUNITY CTR,Lieutenant Governor,,REP,Scott Milder,53,41,12
Delta,1,NEW LIFE BAPTIST CHURCH,State Senate,2,REP,Cindy Burkett,171,58,113
Delta,1,NEW LIFE BAPTIST CHURCH,State Senate,2,REP,Robert Hall,133,57,76
Delta,10,PECAN GAP COMMUNITY CTR,State Senate,2,REP,Cindy Burkett,52,33,19
Delta,10,PECAN GAP COMMUNITY CTR,State Senate,2,REP,Robert Hall,67,37,30
Delta,3,DELTA CO CIVIC CENTER,State Senate,2,REP,Cindy Burkett,51,13,38
Delta,3,DELTA CO CIVIC CENTER,State Senate,2,REP,Robert Hall,53,21,32
Delta,4,FIRST BAPTIST CHURCH,State Senate,2,REP,Cindy Burkett,85,28,57
Delta,4,FIRST BAPTIST CHURCH,State Senate,2,REP,Robert Hall,81,19,62
Delta,5,KLONDIKE COMMUNITY CENTER,State Senate,2,REP,Cindy Burkett,126,66,60
Delta,5,KLONDIKE COMMUNITY CENTER,State Senate,2,REP,Robert Hall,98,49,49
Delta,7,ENLOE COMMUNITY CENTER,State Senate,2,REP,Cindy Burkett,37,19,18
Delta,7,ENLOE COMMUNITY CENTER,State Senate,2,REP,Robert Hall,51,35,16
Delta,9,EAST DELTA COMMUNITY CTR,State Senate,2,REP,Cindy Burkett,64,46,18
Delta,9,EAST DELTA COMMUNITY CTR,State Senate,2,REP,Robert Hall,45,28,17
Delta,1,NEW LIFE BAPTIST CHURCH,Commissioner of the General Land Office,,REP,George Bush,180,74,106
Delta,1,NEW LIFE BAPTIST CHURCH,Commissioner of the General Land Office,,REP,Jerry Patterson,71,22,49
Delta,1,NEW LIFE BAPTIST CHURCH,Commissioner of the General Land Office,,REP,Richard Range,14,4,10
Delta,1,NEW LIFE BAPTIST CHURCH,Commissioner of the General Land Office,,REP,William Edwards,18,7,11
Delta,10,PECAN GAP COMMUNITY CTR,Commissioner of the General Land Office,,REP,George Bush,53,27,26
Delta,10,PECAN GAP COMMUNITY CTR,Commissioner of the General Land Office,,REP,Jerry Patterson,39,30,9
Delta,10,PECAN GAP COMMUNITY CTR,Commissioner of the General Land Office,,REP,Richard Range,5,3,2
Delta,10,PECAN GAP COMMUNITY CTR,Commissioner of the General Land Office,,REP,William Edwards,10,3,7
Delta,3,DELTA CO CIVIC CENTER,Commissioner of the General Land Office,,REP,George Bush,56,19,37
Delta,3,DELTA CO CIVIC CENTER,Commissioner of the General Land Office,,REP,Jerry Patterson,30,11,19
Delta,3,DELTA CO CIVIC CENTER,Commissioner of the General Land Office,,REP,Richard Range,7,3,4
Delta,3,DELTA CO CIVIC CENTER,Commissioner of the General Land Office,,REP,William Edwards,7,2,5
Delta,4,FIRST BAPTIST CHURCH,Commissioner of the General Land Office,,REP,George Bush,92,26,66
Delta,4,FIRST BAPTIST CHURCH,Commissioner of the General Land Office,,REP,Jerry Patterson,43,10,33
Delta,4,FIRST BAPTIST CHURCH,Commissioner of the General Land Office,,REP,Richard Range,10,1,9
Delta,4,FIRST BAPTIST CHURCH,Commissioner of the General Land Office,,REP,William Edwards,9,2,7
Delta,5,KLONDIKE COMMUNITY CENTER,Commissioner of the General Land Office,,REP,George Bush,110,62,48
Delta,5,KLONDIKE COMMUNITY CENTER,Commissioner of the General Land Office,,REP,Jerry Patterson,71,36,35
Delta,5,KLONDIKE COMMUNITY CENTER,Commissioner of the General Land Office,,REP,Richard Range,13,6,7
Delta,5,KLONDIKE COMMUNITY CENTER,Commissioner of the General Land Office,,REP,William Edwards,17,8,9
Delta,7,ENLOE COMMUNITY CENTER,Commissioner of the General Land Office,,REP,George Bush,41,19,22
Delta,7,ENLOE COMMUNITY CENTER,Commissioner of the General Land Office,,REP,Jerry Patterson,29,25,4
Delta,7,ENLOE COMMUNITY CENTER,Commissioner of the General Land Office,,REP,Richard Range,8,4,4
Delta,7,ENLOE COMMUNITY CENTER,Commissioner of the General Land Office,,REP,William Edwards,7,5,2
Delta,9,EAST DELTA COMMUNITY CTR,Commissioner of the General Land Office,,REP,George Bush,56,40,16
Delta,9,EAST DELTA COMMUNITY CTR,Commissioner of the General Land Office,,REP,Jerry Patterson,39,23,16
Delta,9,EAST DELTA COMMUNITY CTR,Commissioner of the General Land Office,,REP,Richard Range,3,3,0
Delta,9,EAST DELTA COMMUNITY CTR,Commissioner of the General Land Office,,REP,William Edwards,7,6,1
Delta,1,NEW LIFE BAPTIST CHURCH,State Representative,62,REP,Brent Lawson,99,44,55
Delta,1,NEW LIFE BAPTIST CHURCH,State Representative,62,REP,Kevin Couch,36,14,22
Delta,1,NEW LIFE BAPTIST CHURCH,State Representative,62,REP,"Reginald Smith, Jr.",144,43,101
Delta,10,PECAN GAP COMMUNITY CTR,State Representative,62,REP,Brent Lawson,38,24,14
Delta,10,PECAN GAP COMMUNITY CTR,State Representative,62,REP,Kevin Couch,23,11,12
Delta,10,PECAN GAP COMMUNITY CTR,State Representative,62,REP,"Reginald Smith, Jr.",52,29,23
Delta,3,DELTA CO CIVIC CENTER,State Representative,62,REP,Brent Lawson,31,10,21
Delta,3,DELTA CO CIVIC CENTER,State Representative,62,REP,Kevin Couch,18,10,8
Delta,3,DELTA CO CIVIC CENTER,State Representative,62,REP,"Reginald Smith, Jr.",52,15,37
Delta,4,FIRST BAPTIST CHURCH,State Representative,62,REP,Brent Lawson,54,14,40
Delta,4,FIRST BAPTIST CHURCH,State Representative,62,REP,Kevin Couch,19,5,14
Delta,4,FIRST BAPTIST CHURCH,State Representative,62,REP,"Reginald Smith, Jr.",83,22,61
Delta,5,KLONDIKE COMMUNITY CENTER,State Representative,62,REP,Brent Lawson,66,34,32
Delta,5,KLONDIKE COMMUNITY CENTER,State Representative,62,REP,Kevin Couch,44,28,16
Delta,5,KLONDIKE COMMUNITY CENTER,State Representative,62,REP,"Reginald Smith, Jr.",96,43,53
Delta,7,ENLOE COMMUNITY CENTER,State Representative,62,REP,Brent Lawson,25,16,9
Delta,7,ENLOE COMMUNITY CENTER,State Representative,62,REP,Kevin Couch,17,10,7
Delta,7,ENLOE COMMUNITY CENTER,State Representative,62,REP,"Reginald Smith, Jr.",45,27,18
Delta,9,EAST DELTA COMMUNITY CTR,State Representative,62,REP,Brent Lawson,19,12,7
Delta,9,EAST DELTA COMMUNITY CTR,State Representative,62,REP,Kevin Couch,15,8,7
Delta,9,EAST DELTA COMMUNITY CTR,State Representative,62,REP,"Reginald Smith, Jr.",65,47,18
Delta,1,NEW LIFE BAPTIST CHURCH,Attorney General,,REP,Warren Paxton,196,80,116
Delta,10,PECAN GAP COMMUNITY CTR,Attorney General,,REP,Warren Paxton,97,57,40
Delta,3,DELTA CO CIVIC CENTER,Attorney General,,REP,Warren Paxton,80,25,55
Delta,4,FIRST BAPTIST CHURCH,Attorney General,,REP,Warren Paxton,121,34,87
Delta,5,KLONDIKE COMMUNITY CENTER,Attorney General,,REP,Warren Paxton,176,91,85
Delta,7,ENLOE COMMUNITY CENTER,Attorney General,,REP,Warren Paxton,71,45,26
Delta,9,EAST DELTA COMMUNITY CTR,Attorney General,,REP,Warren Paxton,78,49,29
Delta,1,NEW LIFE BAPTIST CHURCH,Commissioner of Agriculture,,REP,Jimmie Hogan,60,31,29
Delta,1,NEW LIFE BAPTIST CHURCH,Commissioner of Agriculture,,REP,Sidney Miller,134,47,87
Delta,1,NEW LIFE BAPTIST CHURCH,Commissioner of Agriculture,,REP,Trey Blocker,56,21,35
Delta,10,PECAN GAP COMMUNITY CTR,Commissioner of Agriculture,,REP,Jimmie Hogan,30,15,15
Delta,10,PECAN GAP COMMUNITY CTR,Commissioner of Agriculture,,REP,Sidney Miller,56,35,21
Delta,10,PECAN GAP COMMUNITY CTR,Commissioner of Agriculture,,REP,Trey Blocker,22,14,8
Delta,3,DELTA CO CIVIC CENTER,Commissioner of Agriculture,,REP,Jimmie Hogan,28,9,19
Delta,3,DELTA CO CIVIC CENTER,Commissioner of Agriculture,,REP,Sidney Miller,43,16,27
Delta,3,DELTA CO CIVIC CENTER,Commissioner of Agriculture,,REP,Trey Blocker,16,7,9
Delta,4,FIRST BAPTIST CHURCH,Commissioner of Agriculture,,REP,Jimmie Hogan,42,10,32
Delta,4,FIRST BAPTIST CHURCH,Commissioner of Agriculture,,REP,Sidney Miller,67,20,47
Delta,4,FIRST BAPTIST CHURCH,Commissioner of Agriculture,,REP,Trey Blocker,24,5,19
Delta,5,KLONDIKE COMMUNITY CENTER,Commissioner of Agriculture,,REP,Jimmie Hogan,63,35,28
Delta,5,KLONDIKE COMMUNITY CENTER,Commissioner of Agriculture,,REP,Sidney Miller,100,53,47
Delta,5,KLONDIKE COMMUNITY CENTER,Commissioner of Agriculture,,REP,Trey Blocker,33,13,20
Delta,7,ENLOE COMMUNITY CENTER,Commissioner of Agriculture,,REP,Jimmie Hogan,19,9,10
Delta,7,ENLOE COMMUNITY CENTER,Commissioner of Agriculture,,REP,Sidney Miller,47,31,16
Delta,7,ENLOE COMMUNITY CENTER,Commissioner of Agriculture,,REP,Trey Blocker,16,10,6
Delta,9,EAST DELTA COMMUNITY CTR,Commissioner of Agriculture,,REP,Jimmie Hogan,21,15,6
Delta,9,EAST DELTA COMMUNITY CTR,Commissioner of Agriculture,,REP,Sidney Miller,46,29,17
Delta,9,EAST DELTA COMMUNITY CTR,Commissioner of Agriculture,,REP,Trey Blocker,26,18,8
Delta,1,NEW LIFE BAPTIST CHURCH,Railroad Commissioner,,REP,Christi Craddick,146,50,96
Delta,1,NEW LIFE BAPTIST CHURCH,Railroad Commissioner,,REP,Weston Martinez,84,39,45
Delta,10,PECAN GAP COMMUNITY CTR,Railroad Commissioner,,REP,Christi Craddick,84,46,38
Delta,10,PECAN GAP COMMUNITY CTR,Railroad Commissioner,,REP,Weston Martinez,21,15,6
Delta,3,DELTA CO CIVIC CENTER,Railroad Commissioner,,REP,Christi Craddick,56,21,35
Delta,3,DELTA CO CIVIC CENTER,Railroad Commissioner,,REP,Weston Martinez,26,11,15
Delta,4,FIRST BAPTIST CHURCH,Railroad Commissioner,,REP,Christi Craddick,86,21,65
Delta,4,FIRST BAPTIST CHURCH,Railroad Commissioner,,REP,Weston Martinez,40,11,29
Delta,5,KLONDIKE COMMUNITY CENTER,Railroad Commissioner,,REP,Christi Craddick,138,70,68
Delta,5,KLONDIKE COMMUNITY CENTER,Railroad Commissioner,,REP,Weston Martinez,55,31,24
Delta,7,ENLOE COMMUNITY CENTER,Railroad Commissioner,,REP,Christi Craddick,47,28,19
Delta,7,ENLOE COMMUNITY CENTER,Railroad Commissioner,,REP,Weston Martinez,31,23,8
Delta,9,EAST DELTA COMMUNITY CTR,Railroad Commissioner,,REP,Christi Craddick,60,40,20
Delta,9,EAST DELTA COMMUNITY CTR,Railroad Commissioner,,REP,Weston Martinez,27,19,8
Delta,1,NEW LIFE BAPTIST CHURCH,U.S. House,4,REP,John Ratcliffe,220,82,138
Delta,1,NEW LIFE BAPTIST CHURCH,U.S. House,4,REP,Johnny Cooper,40,16,24
Delta,10,PECAN GAP COMMUNITY CTR,U.S. House,4,REP,John Ratcliffe,87,53,34
Delta,10,PECAN GAP COMMUNITY CTR,U.S. House,4,REP,Johnny Cooper,29,15,14
Delta,3,DELTA CO CIVIC CENTER,U.S. House,4,REP,John Ratcliffe,80,27,53
Delta,3,DELTA CO CIVIC CENTER,U.S. House,4,REP,Johnny Cooper,15,6,9
Delta,4,FIRST BAPTIST CHURCH,U.S. House,4,REP,John Ratcliffe,116,34,82
Delta,4,FIRST BAPTIST CHURCH,U.S. House,4,REP,Johnny Cooper,29,6,23
Delta,5,KLONDIKE COMMUNITY CENTER,U.S. House,4,REP,John Ratcliffe,141,74,67
Delta,5,KLONDIKE COMMUNITY CENTER,U.S. House,4,REP,Johnny Cooper,70,39,31
Delta,7,ENLOE COMMUNITY CENTER,U.S. House,4,REP,John Ratcliffe,62,36,26
Delta,7,ENLOE COMMUNITY CENTER,U.S. House,4,REP,Johnny Cooper,22,17,5
Delta,9,EAST DELTA COMMUNITY CTR,U.S. House,4,REP,John Ratcliffe,77,48,29
Delta,9,EAST DELTA COMMUNITY CTR,U.S. House,4,REP,Johnny Cooper,19,18,1
Delta,1,NEW LIFE BAPTIST CHURCH,Governor,,REP,Barbara Krueger,23,7,16
Delta,1,NEW LIFE BAPTIST CHURCH,Governor,,REP,Gregory Abbott,219,89,130
Delta,1,NEW LIFE BAPTIST CHURCH,Governor,,REP,Larry Kilgore,1,0,1
Delta,10,PECAN GAP COMMUNITY CTR,Governor,,REP,Barbara Krueger,13,7,6
Delta,10,PECAN GAP COMMUNITY CTR,Governor,,REP,Gregory Abbott,104,62,42
Delta,10,PECAN GAP COMMUNITY CTR,Governor,,REP,Larry Kilgore,0,0,0
Delta,3,DELTA CO CIVIC CENTER,Governor,,REP,Barbara Krueger,10,3,7
Delta,3,DELTA CO CIVIC CENTER,Governor,,REP,Gregory Abbott,87,31,56
Delta,3,DELTA CO CIVIC CENTER,Governor,,REP,Larry Kilgore,0,0,0
Delta,4,FIRST BAPTIST CHURCH,Governor,,REP,Barbara Krueger,15,6,9
Delta,4,FIRST BAPTIST CHURCH,Governor,,REP,Gregory Abbott,137,37,100
Delta,4,FIRST BAPTIST CHURCH,Governor,,REP,Larry Kilgore,1,0,1
Delta,5,KLONDIKE COMMUNITY CENTER,Governor,,REP,Barbara Krueger,21,11,10
Delta,5,KLONDIKE COMMUNITY CENTER,Governor,,REP,Gregory Abbott,180,98,82
Delta,5,KLONDIKE COMMUNITY CENTER,Governor,,REP,Larry Kilgore,2,0,2
Delta,7,ENLOE COMMUNITY CENTER,Governor,,REP,Barbara Krueger,7,5,2
Delta,7,ENLOE COMMUNITY CENTER,Governor,,REP,Gregory Abbott,71,44,27
Delta,7,ENLOE COMMUNITY CENTER,Governor,,REP,Larry Kilgore,3,1,2
Delta,9,EAST DELTA COMMUNITY CTR,Governor,,REP,Barbara Krueger,2,2,0
Delta,9,EAST DELTA COMMUNITY CTR,Governor,,REP,Gregory Abbott,83,56,27
Delta,9,EAST DELTA COMMUNITY CTR,Governor,,REP,Larry Kilgore,1,1,0
Delta,1,NEW LIFE BAPTIST CHURCH,U.S. Senate,,DEM,Edward Wayne Kimbrough,5,3,2
Delta,1,NEW LIFE BAPTIST CHURCH,U.S. Senate,,DEM,Irasema Ramirez-Hernandez,7,3,4
Delta,1,NEW LIFE BAPTIST CHURCH,U.S. Senate,,DEM,Robert Francis O'Rourke,10,7,3
Delta,10,PECAN GAP COMMUNITY CTR,U.S. Senate,,DEM,Edward Wayne Kimbrough,6,2,4
Delta,10,PECAN GAP COMMUNITY CTR,U.S. Senate,,DEM,Irasema Ramirez-Hernandez,6,3,3
Delta,10,PECAN GAP COMMUNITY CTR,U.S. Senate,,DEM,Robert Francis O'Rourke,9,7,2
Delta,3,DELTA CO CIVIC CENTER,U.S. Senate,,DEM,Edward Wayne Kimbrough,7,4,3
Delta,3,DELTA CO CIVIC CENTER,U.S. Senate,,DEM,Irasema Ramirez-Hernandez,6,2,4
Delta,3,DELTA CO CIVIC CENTER,U.S. Senate,,DEM,Robert Francis O'Rourke,8,2,6
Delta,4,FIRST BAPTIST CHURCH,U.S. Senate,,DEM,Edward Wayne Kimbrough,3,3,0
Delta,4,FIRST BAPTIST CHURCH,U.S. Senate,,DEM,Irasema Ramirez-Hernandez,4,2,2
Delta,4,FIRST BAPTIST CHURCH,U.S. Senate,,DEM,Robert Francis O'Rourke,9,5,4
Delta,5,KLONDIKE COMMUNITY CENTER,U.S. Senate,,DEM,Edward Wayne Kimbrough,2,0,2
Delta,5,KLONDIKE COMMUNITY CENTER,U.S. Senate,,DEM,Irasema Ramirez-Hernandez,1,1,0
Delta,5,KLONDIKE COMMUNITY CENTER,U.S. Senate,,DEM,Robert Francis O'Rourke,7,6,1
Delta,7,ENLOE COMMUNITY CENTER,U.S. Senate,,DEM,Edward Wayne Kimbrough,3,2,1
Delta,7,ENLOE COMMUNITY CENTER,U.S. Senate,,DEM,Irasema Ramirez-Hernandez,3,2,1
Delta,7,ENLOE COMMUNITY CENTER,U.S. Senate,,DEM,Robert Francis O'Rourke,2,1,1
Delta,9,EAST DELTA COMMUNITY CTR,U.S. Senate,,DEM,Edward Wayne Kimbrough,0,0,0
Delta,9,EAST DELTA COMMUNITY CTR,U.S. Senate,,DEM,Irasema Ramirez-Hernandez,3,0,3
Delta,9,EAST DELTA COMMUNITY CTR,U.S. Senate,,DEM,Robert Francis O'Rourke,2,2,0
Delta,1,NEW LIFE BAPTIST CHURCH,U.S. House,4,DEM,Catherine Neal Krantz,17,11,6
Delta,1,NEW LIFE BAPTIST CHURCH,U.S. House,4,DEM,"Lander Louis Bethel, Jr.",4,2,2
Delta,10,PECAN GAP COMMUNITY CTR,U.S. House,4,DEM,Catherine Neal Krantz,13,6,7
Delta,10,PECAN GAP COMMUNITY CTR,U.S. House,4,DEM,"Lander Louis Bethel, Jr.",6,4,2
Delta,3,DELTA CO CIVIC CENTER,U.S. House,4,DEM,Catherine Neal Krantz,14,5,9
Delta,3,DELTA CO CIVIC CENTER,U.S. House,4,DEM,"Lander Louis Bethel, Jr.",8,3,5
Delta,4,FIRST BAPTIST CHURCH,U.S. House,4,DEM,Catherine Neal Krantz,13,7,6
Delta,4,FIRST BAPTIST CHURCH,U.S. House,4,DEM,"Lander Louis Bethel, Jr.",4,3,1
Delta,5,KLONDIKE COMMUNITY CENTER,U.S. House,4,DEM,Catherine Neal Krantz,9,5,4
Delta,5,KLONDIKE COMMUNITY CENTER,U.S. House,4,DEM,"Lander Louis Bethel, Jr.",1,1,0
Delta,7,ENLOE COMMUNITY CENTER,U.S. House,4,DEM,Catherine Neal Krantz,3,2,1
Delta,7,ENLOE COMMUNITY CENTER,U.S. House,4,DEM,"Lander Louis Bethel, Jr.",4,3,1
Delta,9,EAST DELTA COMMUNITY CTR,U.S. House,4,DEM,Catherine Neal Krantz,4,2,2
Delta,9,EAST DELTA COMMUNITY CTR,U.S. House,4,DEM,"Lander Louis Bethel, Jr.",0,0,0
Delta,1,NEW LIFE BAPTIST CHURCH,Comptroller of Public Accounts,,DEM,Joi Lynne Chevalier,9,5,4
Delta,1,NEW LIFE BAPTIST CHURCH,Comptroller of Public Accounts,,DEM,Timothy Raymond Mahoney,10,6,4
Delta,10,PECAN GAP COMMUNITY CTR,Comptroller of Public Accounts,,DEM,Joi Lynne Chevalier,6,2,4
Delta,10,PECAN GAP COMMUNITY CTR,Comptroller of Public Accounts,,DEM,Timothy Raymond Mahoney,14,9,5
Delta,3,DELTA CO CIVIC CENTER,Comptroller of Public Accounts,,DEM,Joi Lynne Chevalier,6,3,3
Delta,3,DELTA CO CIVIC CENTER,Comptroller of Public Accounts,,DEM,Timothy Raymond Mahoney,15,5,10
Delta,4,FIRST BAPTIST CHURCH,Comptroller of Public Accounts,,DEM,Joi Lynne Chevalier,4,3,1
Delta,4,FIRST BAPTIST CHURCH,Comptroller of Public Accounts,,DEM,Timothy Raymond Mahoney,13,7,6
Delta,5,KLONDIKE COMMUNITY CENTER,Comptroller of Public Accounts,,DEM,Joi Lynne Chevalier,4,4,0
Delta,5,KLONDIKE COMMUNITY CENTER,Comptroller of Public Accounts,,DEM,Timothy Raymond Mahoney,6,2,4
Delta,7,ENLOE COMMUNITY CENTER,Comptroller of Public Accounts,,DEM,Joi Lynne Chevalier,1,1,0
Delta,7,ENLOE COMMUNITY CENTER,Comptroller of Public Accounts,,DEM,Timothy Raymond Mahoney,8,4,4
Delta,9,EAST DELTA COMMUNITY CTR,Comptroller of Public Accounts,,DEM,Joi Lynne Chevalier,3,0,3
Delta,9,EAST DELTA COMMUNITY CTR,Comptroller of Public Accounts,,DEM,Timothy Raymond Mahoney,2,2,0
Delta,1,NEW LIFE BAPTIST CHURCH,Commissioner of the General Land Office,,DEM,Carl Allen Morgan,12,7,5
Delta,1,NEW LIFE BAPTIST CHURCH,Commissioner of the General Land Office,,DEM,Miguel Andrs Suazo,8,5,3
Delta,10,PECAN GAP COMMUNITY CTR,Commissioner of the General Land Office,,DEM,Carl Allen Morgan,11,7,4
Delta,10,PECAN GAP COMMUNITY CTR,Commissioner of the General Land Office,,DEM,Miguel Andrs Suazo,8,3,5
Delta,3,DELTA CO CIVIC CENTER,Commissioner of the General Land Office,,DEM,Carl Allen Morgan,10,4,6
Delta,3,DELTA CO CIVIC CENTER,Commissioner of the General Land Office,,DEM,Miguel Andrs Suazo,10,3,7
Delta,4,FIRST BAPTIST CHURCH,Commissioner of the General Land Office,,DEM,Carl Allen Morgan,8,3,5
Delta,4,FIRST BAPTIST CHURCH,Commissioner of the General Land Office,,DEM,Miguel Andrs Suazo,10,7,3
Delta,5,KLONDIKE COMMUNITY CENTER,Commissioner of the General Land Office,,DEM,Carl Allen Morgan,6,2,4
Delta,5,KLONDIKE COMMUNITY CENTER,Commissioner of the General Land Office,,DEM,Miguel Andrs Suazo,4,4,0
Delta,7,ENLOE COMMUNITY CENTER,Commissioner of the General Land Office,,DEM,Carl Allen Morgan,10,6,4
Delta,7,ENLOE COMMUNITY CENTER,Commissioner of the General Land Office,,DEM,Miguel Andrs Suazo,1,1,0
Delta,9,EAST DELTA COMMUNITY CTR,Commissioner of the General Land Office,,DEM,Carl Allen Morgan,1,1,0
Delta,9,EAST DELTA COMMUNITY CTR,Commissioner of the General Land Office,,DEM,Miguel Andrs Suazo,4,1,3
Delta,1,NEW LIFE BAPTIST CHURCH,Railroad Commissioner,,DEM,Christopher Cornell Spellmon,13,8,5
Delta,1,NEW LIFE BAPTIST CHURCH,Railroad Commissioner,,DEM,Roman James Alfred McAllen,7,4,3
Delta,10,PECAN GAP COMMUNITY CTR,Railroad Commissioner,,DEM,Christopher Cornell Spellmon,10,6,4
Delta,10,PECAN GAP COMMUNITY CTR,Railroad Commissioner,,DEM,Roman James Alfred McAllen,9,4,5
Delta,3,DELTA CO CIVIC CENTER,Railroad Commissioner,,DEM,Christopher Cornell Spellmon,15,5,10
