county,precinct,office,district,party,candidate,votes,election_day,early_voting,mail,provisional
Wilson,Box 103,County Treasurer,,REP,Debra Foster,84,48,28,8,0
Wilson,Box 103,County Treasurer,,REP,Jan Hartl,145,74,55,16,0
Wilson,Box 103,Justice Peace P1,,DEM,Johnny T. Villarreal,67,40,6,21,0
Wilson,Box 103,County Chairman,,REP,Ruby Manen,144,75,53,16,0
Wilson,Box 103,County Chairman,,DEM,Juan Mancias,67,40,6,21,0
Wilson,Box 103,Proposition 1,,REP,YES,154,82,55,17,0
Wilson,Box 103,Proposition 1,,REP,NO,60,32,22,6,0
Wilson,Box 103,Proposition 2,,REP,YES,213,120,73,20,0
Wilson,Box 103,Proposition 2,,REP,NO,13,3,7,3,0
Wilson,Box 103,Proposition 3,,REP,YES,190,105,64,21,0
Wilson,Box 103,Proposition 3,,REP,NO,30,14,14,2,0
Wilson,Box 103,Proposition 4,,REP,YES,199,108,69,22,0
Wilson,Box 103,Proposition 4,,REP,NO,24,12,11,1,0
Wilson,Box 103,Proposition 5,,REP,YES,189,109,62,18,0
Wilson,Box 103,Proposition 5,,REP,NO,32,12,15,5,0
Wilson,Box 103,Proposition 6,,REP,YES,206,115,71,20,0
Wilson,Box 103,Proposition 6,,REP,NO,17,6,9,2,0
Wilson,Box 103,Proposition 7,,REP,YES,153,85,51,17,0
Wilson,Box 103,Proposition 7,,REP,NO,68,36,26,6,0
Wilson,Box 103,Proposition 8,,REP,YES,214,118,75,21,0
Wilson,Box 103,Proposition 8,,REP,NO,9,2,5,2,0
Wilson,Box 103,Proposition 9,,REP,YES,188,108,65,15,0
Wilson,Box 103,Proposition 9,,REP,NO,29,10,11,8,0
Wilson,Box 103,Proposition 10,,REP,YES,217,118,77,22,0
Wilson,Box 103,Proposition 10,,REP,NO,7,3,3,1,0
Wilson,Box 103,Proposition 11,,REP,YES,204,115,70,19,0
Wilson,Box 103,Proposition 11,,REP,NO,22,9,9,4,0
Wilson,Box 103,Proposition 1,,DEM,FOR,75,47,6,22,0
Wilson,Box 103,Proposition 1,,DEM,AGAINST,1,0,1,0,0
Wilson,Box 103,Proposition 2,,DEM,FOR,70,44,6,20,0
Wilson,Box 103,Proposition 2,,DEM,AGAINST,6,3,1,2,0
Wilson,Box 103,Proposition 3,,DEM,FOR ,74,45,7,22,0
Wilson,Box 103,Proposition 3,,DEM,AGAINST,2,2,0,0,0
Wilson,Box 103,Proposition 4,,DEM,FOR,75,46,7,22,0
Wilson,Box 103,Proposition 4,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 103,Proposition 5,,DEM,FOR,69,43,7,19,0
Wilson,Box 103,Proposition 5,,DEM,AGAINST,4,2,0,2,0
Wilson,Box 103,Proposition 6,,DEM,FOR,70,43,7,20,0
Wilson,Box 103,Proposition 6,,DEM,AGAINST ,0,0,0,0,0
Wilson,Box 103,Proposition 7,,DEM,FOR ,70,43,7,20,0
Wilson,Box 103,Proposition 7,,DEM,AGAINST,4,3,0,1,0
Wilson,Box 103,Proposition 8,,DEM,FOR,70,44,6,20,0
Wilson,Box 103,Proposition 8,,DEM,AGAINST,3,1,1,1,0
Wilson,Box 103,Proposition 9,,DEM,FOR,72,43,7,22,0
Wilson,Box 103,Proposition 9,,DEM,AGAINST ,4,4,0,0,0
Wilson,Box 103,Proposition 10,,DEM,FOR,72,45,7,20,0
Wilson,Box 103,Proposition 10,,DEM,AGAINST,1,1,0,0,0
Wilson,Box 103,Proposition 11,,DEM,FOR ,74,45,7,22,0
Wilson,Box 103,Proposition 11,,DEM,AGAINST,2,2,0,0,0
Wilson,Box 103,Proposition 12,,DEM,FOR ,74,45,7,22,0
Wilson,Box 103,Proposition 12,,DEM,AGAINST,1,1,0,0,0
Wilson,Box 104,US Senator,,REP,Geraldine Sam,4,3,1,0,0
Wilson,Box 104,US Senator,,REP,Mary Miller,12,4,8,0,0
Wilson,Box 104,US Senator,,REP,"Bruce Jacobson, Jr.",4,2,2,0,0
Wilson,Box 104,US Senator,,REP,Stefano de Stefano,1,0,1,0,0
Wilson,Box 104,US Senator,,REP,Ted Cruz,130,90,35,5,0
Wilson,Box 104,US Senator,,DEM,Edward Kimbrough,5,2,1,2,0
Wilson,Box 104,US Senator,,DEM,Sema Hernandez,6,3,2,1,0
Wilson,Box 104,US Senator,,DEM,Beto O'Rourke,13,8,5,0,0
Wilson,Box 104,US Representative,28,DEM,Henry Cuellar,22,12,7,3,0
Wilson,Box 104,Governor,,REP,SECEDE Kilgore,4,3,0,1,0
Wilson,Box 104,Governor,,REP,Greg Abbott,142,95,43,4,0
Wilson,Box 104,Governor,,REP,Barbara Krueger,11,3,8,0,0
Wilson,Box 104,Governor,,DEM,Joe Mumbach,2,2,0,0,0
Wilson,Box 104,Governor,,DEM,Lupe Valdez,8,4,3,1,0
Wilson,Box 104,Governor,,DEM,Tom Wakely,1,1,0,0,0
Wilson,Box 104,Governor,,DEM,Grady Yarbrough,4,1,1,2,0
Wilson,Box 104,Governor,,DEM,"Cedric Davis, Sr.",1,0,1,0,0
Wilson,Box 104,Governor,,DEM,Jeffrey Payne,2,1,1,0,0
Wilson,Box 104,Governor,,DEM,Andrew White,6,4,2,0,0
Wilson,Box 104,Governor,,DEM,James Jolly Clark,0,0,0,0,0
Wilson,Box 104,Governor,,DEM,Adrian Ocegueda,0,0,0,0,0
Wilson,Box 104,Lt. Governor,,REP,Scott Milder,35,15,19,1,0
Wilson,Box 104,Lt. Governor,,REP,Dan Patrick,122,87,31,4,0
Wilson,Box 104,Lt. Governor,,DEM,Mike Collier,15,8,5,2,0
Wilson,Box 104,Lt. Governor,,DEM,Michael Cooper,9,5,3,1,0
Wilson,Box 104,Attorney General,,REP,Ken Paxton,138,90,43,5,0
Wilson,Box 104,Attorney General,,DEM,Justin Nelson,21,12,7,2,0
Wilson,Box 104,Comptroller Public Accts,,REP,Glenn Hegar,136,89,42,5,0
Wilson,Box 104,Comptroller Public Accts,,DEM,Tim Mahoney,14,7,4,3,0
Wilson,Box 104,Comptroller Public Accts,,DEM,Joi Chevalier,9,6,3,0,0
Wilson,Box 104,Commissioner Gen Land Office,,REP,Jerry Patterson,53,30,19,4,0
Wilson,Box 104,Commissioner Gen Land Office,,REP,Rick Range,6,2,3,1,0
Wilson,Box 104,Commissioner Gen Land Office,,REP,Davey Edwards,8,3,5,0,0
Wilson,Box 104,Commissioner Gen Land Office,,REP,George P. Bush,80,59,21,0,0
Wilson,Box 104,Commissioner Gen Land Office,,DEM,Miguel Suazo,17,10,5,2,0
Wilson,Box 104,Commissioner Gen Land Office,,DEM,Tex Morgan,7,3,3,1,0
Wilson,Box 104,Commissioner of Agriculture,,REP,Trey Blocker,45,31,14,0,0
Wilson,Box 104,Commissioner of Agriculture,,REP,Sid Miller,72,41,26,5,0
Wilson,Box 104,Commissioner of Agriculture,,REP,Jim Hogan,24,18,6,0,0
Wilson,Box 104,Commissioner of Agriculture,,DEM,Kim Olson,21,12,7,2,0
Wilson,Box 104,Railroad Commissioner,,REP,Christi Craddick,116,75,37,4,0
Wilson,Box 104,Railroad Commissioner,,REP,Weston Martinez,21,13,7,1,0
Wilson,Box 104,Railroad Commissioner,,DEM,Chris Spellmon,14,6,5,3,0
Wilson,Box 104,Railroad Commissioner,,DEM,Roman McAllen,10,7,3,0,0
Wilson,Box 104,Justice Supreme Ct P2,,REP,Jimmy Blacklock,130,85,41,4,0
Wilson,Box 104,Justice Supreme Ct P2,,DEM,Steven Kirkland,21,11,8,2,0
Wilson,Box 104,Justice Supreme Ct P4,,REP,John Devine,130,85,41,4,0
Wilson,Box 104,Justice Supreme Ct P4,,DEM,R.K. Sandill,21,11,8,2,0
Wilson,Box 104,Justice Supreme Ct P6,,REP,Jeff Brown,129,84,41,4,0
Wilson,Box 104,Justice Supreme Ct P6,,DEM,Kathy Cheng,21,11,8,2,0
Wilson,Box 104,Presiding Criminal Appeals,,REP,David Bridges,54,34,20,0,0
Wilson,Box 104,Presiding Criminal Appeals,,REP,Sharon Keller,78,49,24,5,0
Wilson,Box 104,Presiding Criminal Appeals,,DEM,Maria T. Jackson,20,11,8,1,0
Wilson,Box 104,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,125,83,38,4,0
Wilson,Box 104,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,21,11,8,2,0
Wilson,Box 104,Criminal Appeals Jdg P8,,REP,Dib Waldrip,25,15,10,0,0
Wilson,Box 104,Criminal Appeals Jdg P8,,REP,Jay Brandon,44,29,13,2,0
Wilson,Box 104,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,57,36,18,3,0
Wilson,Box 104,State Bd Ed D3,,DEM,Dan Arellano,3,3,0,0,0
Wilson,Box 104,State Bd Ed D3,,DEM,Marisa B. Perez,21,10,8,3,0
Wilson,Box 104,State Representative,44,REP,John Kuempel,138,88,45,5,0
Wilson,Box 104,State Representative,44,DEM,John D. Rodgers,21,11,8,2,0
Wilson,Box 104,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,128,84,40,4,0
Wilson,Box 104,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,21,11,8,2,0
Wilson,Box 104,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,130,84,42,4,0
Wilson,Box 104,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,21,11,8,2,0
Wilson,Box 104,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,127,84,39,4,0
Wilson,Box 104,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,21,11,8,2,0
Wilson,Box 104,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,129,85,40,4,0
Wilson,Box 104,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,21,11,8,2,0
Wilson,Box 104,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,127,83,40,4,0
Wilson,Box 104,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,21,11,8,2,0
Wilson,Box 104,District Judge D81,,REP,Lynn Ellison,134,86,43,5,0
Wilson,Box 104,District Judge D81,,DEM,Errlinda Castillo,20,11,7,2,0
Wilson,Box 104,District Judge D218,,REP,Russell Wilson,131,83,44,4,0
Wilson,Box 104,County Judge,,REP,Alena Berlanga,35,21,14,0,0
Wilson,Box 104,County Judge,,REP,Richard L. Jackson,115,73,37,5,0
Wilson,Box 104,District Clerk,,REP,Deborah Bryan,138,88,45,5,0
Wilson,Box 104,County Clerk,,DEM,Eva S. Martinez,21,11,8,2,0
Wilson,Box 104,County Treasurer,,REP,Debra Foster,46,24,20,2,0
Wilson,Box 104,County Treasurer,,REP,Jan Hartl,107,74,30,3,0
Wilson,Box 104,Justice Peace P1,,DEM,Johnny T. Villarreal,21,11,8,2,0
Wilson,Box 104,County Chairman,,REP,Ruby Manen,111,73,35,3,0
Wilson,Box 104,County Chairman,,DEM,Juan Mancias,21,11,8,2,0
Wilson,Box 104,Proposition 1,,REP,YES,102,66,31,5,0
Wilson,Box 104,Proposition 1,,REP,NO,43,26,17,0,0
Wilson,Box 104,Proposition 2,,REP,YES,136,88,44,4,0
Wilson,Box 104,Proposition 2,,REP,NO,17,10,6,1,0
Wilson,Box 104,Proposition 3,,REP,YES,128,82,42,4,0
Wilson,Box 104,Proposition 3,,REP,NO,22,13,8,1,0
Wilson,Box 104,Proposition 4,,REP,YES,140,90,45,5,0
Wilson,Box 104,Proposition 4,,REP,NO,9,4,5,0,0
Wilson,Box 104,Proposition 5,,REP,YES,125,85,37,3,0
Wilson,Box 104,Proposition 5,,REP,NO,23,9,12,2,0
Wilson,Box 104,Proposition 6,,REP,YES,148,97,46,5,0
Wilson,Box 104,Proposition 6,,REP,NO,7,2,5,0,0
Wilson,Box 104,Proposition 7,,REP,YES,94,64,28,2,0
Wilson,Box 104,Proposition 7,,REP,NO,56,34,19,3,0
Wilson,Box 104,Proposition 8,,REP,YES,148,95,48,5,0
Wilson,Box 104,Proposition 8,,REP,NO,4,1,3,0,0
Wilson,Box 104,Proposition 9,,REP,YES,147,97,45,5,0
Wilson,Box 104,Proposition 9,,REP,NO,11,5,6,0,0
Wilson,Box 104,Proposition 10,,REP,YES,139,90,44,5,0
Wilson,Box 104,Proposition 10,,REP,NO,10,5,5,0,0
Wilson,Box 104,Proposition 11,,REP,YES,138,92,42,4,0
Wilson,Box 104,Proposition 11,,REP,NO,16,6,9,1,0
Wilson,Box 104,Proposition 1,,DEM,FOR,23,12,8,3,0
Wilson,Box 104,Proposition 1,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 104,Proposition 2,,DEM,FOR,21,12,6,3,0
Wilson,Box 104,Proposition 2,,DEM,AGAINST,2,0,2,0,0
Wilson,Box 104,Proposition 3,,DEM,FOR ,22,11,8,3,0
Wilson,Box 104,Proposition 3,,DEM,AGAINST,1,1,0,0,0
Wilson,Box 104,Proposition 4,,DEM,FOR,22,12,7,3,0
Wilson,Box 104,Proposition 4,,DEM,AGAINST,1,0,1,0,0
Wilson,Box 104,Proposition 5,,DEM,FOR,22,11,8,3,0
Wilson,Box 104,Proposition 5,,DEM,AGAINST,1,1,0,0,0
Wilson,Box 104,Proposition 6,,DEM,FOR,22,12,8,2,0
Wilson,Box 104,Proposition 6,,DEM,AGAINST ,0,0,0,0,0
Wilson,Box 104,Proposition 7,,DEM,FOR ,23,12,8,3,0
Wilson,Box 104,Proposition 7,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 104,Proposition 8,,DEM,FOR,21,11,8,2,0
Wilson,Box 104,Proposition 8,,DEM,AGAINST,2,1,0,1,0
Wilson,Box 104,Proposition 9,,DEM,FOR,23,12,8,3,0
Wilson,Box 104,Proposition 9,,DEM,AGAINST ,0,0,0,0,0
Wilson,Box 104,Proposition 10,,DEM,FOR,22,11,8,3,0
Wilson,Box 104,Proposition 10,,DEM,AGAINST,1,1,0,0,0
Wilson,Box 104,Proposition 11,,DEM,FOR ,23,12,8,3,0
Wilson,Box 104,Proposition 11,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 104,Proposition 12,,DEM,FOR ,23,12,8,3,0
Wilson,Box 104,Proposition 12,,DEM,AGAINST,0,0,0,0,0
Wilson,Box 205,US Senator,,REP,Geraldine Sam,7,4,3,0,0
Wilson,Box 205,US Senator,,REP,Mary Miller,18,14,4,0,0
Wilson,Box 205,US Senator,,REP,"Bruce Jacobson, Jr.",16,11,3,2,0
Wilson,Box 205,US Senator,,REP,Stefano de Stefano,3,3,0,0,0
Wilson,Box 205,US Senator,,REP,Ted Cruz,266,193,54,19,0
Wilson,Box 205,US Senator,,DEM,Edward Kimbrough,13,8,2,3,0
Wilson,Box 205,US Senator,,DEM,Sema Hernandez,21,13,4,4,0
Wilson,Box 205,US Senator,,DEM,Beto O'Rourke,28,15,7,6,0
Wilson,Box 205,US Representative,28,DEM,Henry Cuellar,62,38,11,13,0
Wilson,Box 205,Governor,,REP,SECEDE Kilgore,5,2,3,0,0
Wilson,Box 205,Governor,,REP,Greg Abbott,290,213,56,21,0
Wilson,Box 205,Governor,,REP,Barbara Krueger,23,18,5,0,0
Wilson,Box 205,Governor,,DEM,Joe Mumbach,5,1,2,2,0
Wilson,Box 205,Governor,,DEM,Lupe Valdez,28,14,7,7,0
Wilson,Box 205,Governor,,DEM,Tom Wakely,3,3,0,0,0
Wilson,Box 205,Governor,,DEM,Grady Yarbrough,5,3,1,1,0
Wilson,Box 205,Governor,,DEM,"Cedric Davis, Sr.",4,4,0,0,0
Wilson,Box 205,Governor,,DEM,Jeffrey Payne,2,1,0,1,0
Wilson,Box 205,Governor,,DEM,Andrew White,12,8,3,1,0
Wilson,Box 205,Governor,,DEM,James Jolly Clark,0,0,0,0,0
Wilson,Box 205,Governor,,DEM,Adrian Ocegueda,2,1,0,1,0
Wilson,Box 205,Lt. Governor,,REP,Scott Milder,86,66,19,1,0
Wilson,Box 205,Lt. Governor,,REP,Dan Patrick,227,162,45,20,0
Wilson,Box 205,Lt. Governor,,DEM,Mike Collier,36,22,9,5,0
Wilson,Box 205,Lt. Governor,,DEM,Michael Cooper,23,11,4,8,0
Wilson,Box 205,Attorney General,,REP,Ken Paxton,268,199,49,20,0
Wilson,Box 205,Attorney General,,DEM,Justin Nelson,56,34,11,11,0
Wilson,Box 205,Comptroller Public Accts,,REP,Glenn Hegar,253,190,43,20,0
Wilson,Box 205,Comptroller Public Accts,,DEM,Tim Mahoney,32,17,6,9,0
Wilson,Box 205,Comptroller Public Accts,,DEM,Joi Chevalier,27,16,7,4,0
Wilson,Box 205,Commissioner Gen Land Office,,REP,Jerry Patterson,103,78,21,4,0
Wilson,Box 205,Commissioner Gen Land Office,,REP,Rick Range,12,7,4,1,0
Wilson,Box 205,Commissioner Gen Land Office,,REP,Davey Edwards,13,8,4,1,0
Wilson,Box 205,Commissioner Gen Land Office,,REP,George P. Bush,165,122,28,15,0
Wilson,Box 205,Commissioner Gen Land Office,,DEM,Miguel Suazo,45,24,10,11,0
Wilson,Box 205,Commissioner Gen Land Office,,DEM,Tex Morgan,15,10,3,2,0
Wilson,Box 205,Commissioner of Agriculture,,REP,Trey Blocker,90,70,14,6,0
Wilson,Box 205,Commissioner of Agriculture,,REP,Sid Miller,138,101,29,8,0
Wilson,Box 205,Commissioner of Agriculture,,REP,Jim Hogan,51,34,13,4,0
Wilson,Box 205,Commissioner of Agriculture,,DEM,Kim Olson,59,35,11,13,0
Wilson,Box 205,Railroad Commissioner,,REP,Christi Craddick,229,165,50,14,0
Wilson,Box 205,Railroad Commissioner,,REP,Weston Martinez,48,38,6,4,0
Wilson,Box 205,Railroad Commissioner,,DEM,Chris Spellmon,34,21,9,4,0
Wilson,Box 205,Railroad Commissioner,,DEM,Roman McAllen,26,13,4,9,0
Wilson,Box 205,Justice Supreme Ct P2,,REP,Jimmy Blacklock,249,189,45,15,0
Wilson,Box 205,Justice Supreme Ct P2,,DEM,Steven Kirkland,59,36,11,12,0
Wilson,Box 205,Justice Supreme Ct P4,,REP,John Devine,246,187,44,15,0
Wilson,Box 205,Justice Supreme Ct P4,,DEM,R.K. Sandill,58,35,10,13,0
Wilson,Box 205,Justice Supreme Ct P6,,REP,Jeff Brown,245,186,44,15,0
Wilson,Box 205,Justice Supreme Ct P6,,DEM,Kathy Cheng,57,35,10,12,0
Wilson,Box 205,Presiding Criminal Appeals,,REP,David Bridges,106,83,14,9,0
Wilson,Box 205,Presiding Criminal Appeals,,REP,Sharon Keller,157,110,37,10,0
Wilson,Box 205,Presiding Criminal Appeals,,DEM,Maria T. Jackson,56,34,10,12,0
Wilson,Box 205,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,234,180,39,15,0
Wilson,Box 205,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,58,36,10,12,0
Wilson,Box 205,Criminal Appeals Jdg P8,,REP,Dib Waldrip,48,36,10,2,0
Wilson,Box 205,Criminal Appeals Jdg P8,,REP,Jay Brandon,84,59,16,9,0
Wilson,Box 205,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,121,92,22,7,0
Wilson,Box 205,State Bd Ed D3,,DEM,Dan Arellano,22,15,3,4,0
Wilson,Box 205,State Bd Ed D3,,DEM,Marisa B. Perez,39,21,9,9,0
Wilson,Box 205,State Representative,44,REP,John Kuempel,276,205,50,21,0
Wilson,Box 205,State Representative,44,DEM,John D. Rodgers,59,36,10,13,0
Wilson,Box 205,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,236,181,40,15,0
Wilson,Box 205,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,58,35,10,13,0
Wilson,Box 205,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,238,179,44,15,0
Wilson,Box 205,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,56,34,10,12,0
Wilson,Box 205,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,229,175,40,14,0
Wilson,Box 205,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,59,37,10,12,0
Wilson,Box 205,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,234,178,41,15,0
Wilson,Box 205,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,60,37,10,13,0
Wilson,Box 205,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,237,179,43,15,0
Wilson,Box 205,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,60,38,10,12,0
Wilson,Box 205,District Judge D81,,REP,Lynn Ellison,247,185,48,14,0
Wilson,Box 205,District Judge D81,,DEM,Errlinda Castillo,59,37,10,12,0
Wilson,Box 205,District Judge D218,,REP,Russell Wilson,256,189,49,18,0
Wilson,Box 205,County Judge,,REP,Alena Berlanga,78,54,21,3,0
Wilson,Box 205,County Judge,,REP,Richard L. Jackson,238,176,44,18,0
Wilson,Box 205,District Clerk,,REP,Deborah Bryan,256,187,54,15,0
Wilson,Box 205,County Clerk,,DEM,Eva S. Martinez,63,38,11,14,0
Wilson,Box 205,County Treasurer,,REP,Debra Foster,141,103,29,9,0
Wilson,Box 205,County Treasurer,,REP,Jan Hartl,173,127,34,12,0
Wilson,Box 205,County Commissioner P2,,REP,Paul Pfeil,196,146,36,14,0
Wilson,Box 205,County Commissioner P2,,REP,Tiffany Ward,132,95,30,7,0
Wilson,Box 205,Justice Peace P2,,REP,Sara Canady,264,200,46,18,0
Wilson,Box 205,County Chairman,,REP,Ruby Manen,228,172,41,15,0
Wilson,Box 205,County Chairman,,DEM,Juan Mancias,59,36,10,13,0
Wilson,Box 205,Proposition 1,,REP,YES,194,142,34,18,0
Wilson,Box 205,Proposition 1,,REP,NO,91,65,23,3,0
Wilson,Box 205,Proposition 2,,REP,YES,290,212,58,20,0
Wilson,Box 205,Proposition 2,,REP,NO,16,11,4,1,0
Wilson,Box 205,Proposition 3,,REP,YES,258,186,51,21,0
Wilson,Box 205,Proposition 3,,REP,NO,37,27,10,0,0
Wilson,Box 205,Proposition 4,,REP,YES,282,203,60,19,0
Wilson,Box 205,Proposition 4,,REP,NO,23,18,3,2,0
Wilson,Box 205,Proposition 5,,REP,YES,243,177,47,19,0
Wilson,Box 205,Proposition 5,,REP,NO,61,44,16,1,0
Wilson,Box 205,Proposition 6,,REP,YES,291,209,61,21,0
Wilson,Box 205,Proposition 6,,REP,NO,16,14,2,0,0
Wilson,Box 205,Proposition 7,,REP,YES,228,169,41,18,0
Wilson,Box 205,Proposition 7,,REP,NO,73,50,20,3,0
Wilson,Box 205,Proposition 8,,REP,YES,303,221,61,21,0
Wilson,Box 205,Proposition 8,,REP,NO,8,6,2,0,0
Wilson,Box 205,Proposition 9,,REP,YES,274,198,58,18,0
Wilson,Box 205,Proposition 9,,REP,NO,34,26,5,3,0
Wilson,Box 205,Proposition 10,,REP,YES,284,206,57,21,0
Wilson,Box 205,Proposition 10,,REP,NO,18,15,3,0,0
Wilson,Box 205,Proposition 11,,REP,YES,282,201,63,18,0
Wilson,Box 205,Proposition 11,,REP,NO,29,26,0,3,0
Wilson,Box 205,Proposition 1,,DEM,FOR,57,35,11,11,0
Wilson,Box 205,Proposition 1,,DEM,AGAINST,4,2,0,2,0
Wilson,Box 205,Proposition 2,,DEM,FOR,51,31,9,11,0
Wilson,Box 205,Proposition 2,,DEM,AGAINST,9,5,2,2,0
Wilson,Box 205,Proposition 3,,DEM,FOR ,56,34,10,12,0
Wilson,Box 205,Proposition 3,,DEM,AGAINST,5,3,1,1,0
Wilson,Box 205,Proposition 4,,DEM,FOR,58,35,11,12,0
Wilson,Box 205,Proposition 4,,DEM,AGAINST,3,2,0,1,0
Wilson,Box 205,Proposition 5,,DEM,FOR,56,34,11,11,0
Wilson,Box 205,Proposition 5,,DEM,AGAINST,4,3,0,1,0
Wilson,Box 205,Proposition 6,,DEM,FOR,59,36,11,12,0
Wilson,Box 205,Proposition 6,,DEM,AGAINST ,0,0,0,0,0
Wilson,Box 205,Proposition 7,,DEM,FOR ,58,34,11,13,0
Wilson,Box 205,Proposition 7,,DEM,AGAINST,3,3,0,0,0
Wilson,Box 205,Proposition 8,,DEM,FOR,47,28,9,10,0
Wilson,Box 205,Proposition 8,,DEM,AGAINST,13,9,2,2,0
Wilson,Box 205,Proposition 9,,DEM,FOR,54,32,10,12,0
Wilson,Box 205,Proposition 9,,DEM,AGAINST ,6,5,1,0,0
Wilson,Box 205,Proposition 10,,DEM,FOR,59,37,11,11,0
Wilson,Box 205,Proposition 10,,DEM,AGAINST,1,0,0,1,0
Wilson,Box 205,Proposition 11,,DEM,FOR ,57,35,11,11,0
Wilson,Box 205,Proposition 11,,DEM,AGAINST,4,2,0,2,0
Wilson,Box 205,Proposition 12,,DEM,FOR ,58,36,11,11,0
Wilson,Box 205,Proposition 12,,DEM,AGAINST,1,1,0,0,0
Wilson,Box 206,US Senator,,REP,Geraldine Sam,7,3,4,0,0
Wilson,Box 206,US Senator,,REP,Mary Miller,30,11,19,0,0
Wilson,Box 206,US Senator,,REP,"Bruce Jacobson, Jr.",12,3,9,0,0
Wilson,Box 206,US Senator,,REP,Stefano de Stefano,2,1,1,0,0
Wilson,Box 206,US Senator,,REP,Ted Cruz,308,137,155,16,0
Wilson,Box 206,US Senator,,DEM,Edward Kimbrough,15,2,8,5,0
Wilson,Box 206,US Senator,,DEM,Sema Hernandez,27,13,10,4,0
Wilson,Box 206,US Senator,,DEM,Beto O'Rourke,34,12,14,8,0
Wilson,Box 206,US Representative,28,DEM,Henry Cuellar,70,23,28,19,0
Wilson,Box 206,Governor,,REP,SECEDE Kilgore,8,4,4,0,0
Wilson,Box 206,Governor,,REP,Greg Abbott,329,140,173,16,0
Wilson,Box 206,Governor,,REP,Barbara Krueger,35,14,21,0,0
Wilson,Box 206,Governor,,DEM,Joe Mumbach,3,0,1,2,0
Wilson,Box 206,Governor,,DEM,Lupe Valdez,31,17,10,4,0
Wilson,Box 206,Governor,,DEM,Tom Wakely,5,0,2,3,0
Wilson,Box 206,Governor,,DEM,Grady Yarbrough,12,4,5,3,0
Wilson,Box 206,Governor,,DEM,"Cedric Davis, Sr.",2,0,1,1,0
Wilson,Box 206,Governor,,DEM,Jeffrey Payne,5,4,1,0,0
Wilson,Box 206,Governor,,DEM,Andrew White,15,0,9,6,0
Wilson,Box 206,Governor,,DEM,James Jolly Clark,1,1,0,0,0
Wilson,Box 206,Governor,,DEM,Adrian Ocegueda,2,0,2,0,0
Wilson,Box 206,Lt. Governor,,REP,Scott Milder,100,39,59,2,0
Wilson,Box 206,Lt. Governor,,REP,Dan Patrick,262,115,133,14,0
Wilson,Box 206,Lt. Governor,,DEM,Mike Collier,41,12,17,12,0
Wilson,Box 206,Lt. Governor,,DEM,Michael Cooper,33,14,12,7,0
Wilson,Box 206,Attorney General,,REP,Ken Paxton,298,134,152,12,0
Wilson,Box 206,Attorney General,,DEM,Justin Nelson,69,23,30,16,0
Wilson,Box 206,Comptroller Public Accts,,REP,Glenn Hegar,290,127,151,12,0
Wilson,Box 206,Comptroller Public Accts,,DEM,Tim Mahoney,46,11,18,17,0
Wilson,Box 206,Comptroller Public Accts,,DEM,Joi Chevalier,25,14,11,0,0
Wilson,Box 206,Commissioner Gen Land Office,,REP,Jerry Patterson,127,55,66,6,0
Wilson,Box 206,Commissioner Gen Land Office,,REP,Rick Range,24,11,12,1,0
Wilson,Box 206,Commissioner Gen Land Office,,REP,Davey Edwards,10,5,5,0,0
Wilson,Box 206,Commissioner Gen Land Office,,REP,George P. Bush,194,80,105,9,0
Wilson,Box 206,Commissioner Gen Land Office,,DEM,Miguel Suazo,62,24,23,15,0
Wilson,Box 206,Commissioner Gen Land Office,,DEM,Tex Morgan,13,3,7,3,0
Wilson,Box 206,Commissioner of Agriculture,,REP,Trey Blocker,93,32,56,5,0
Wilson,Box 206,Commissioner of Agriculture,,REP,Sid Miller,155,70,80,5,0
