county,precinct,office,district,party,candidate,votes,early_votes,election_day
Atascosa,1,U.S. Senate,,REP,Stefano de Stefano,0,0,0
Atascosa,1,U.S. Senate,,REP,Over Votes,0,0,0
Atascosa,1,U.S. Senate,,REP,Under Votes,0,0,0
Atascosa,1,Registered Voters,,REP,,807,,
Atascosa,1,Ballots Cast,,REP,,169,65,2
Atascosa,1,U.S. Senate,,REP,Geraldine Sam,2,0,2
Atascosa,1,U.S. Senate,,REP,Ted Cruz,116,41,69
Atascosa,1,U.S. Senate,,REP,"Bruce Jacobson, Jr.",14,7,7
Atascosa,1,U.S. Senate,,REP,Mary Miller,4,3,1
Atascosa,1,Governor,,REP,Greg Abbott,124,46,72
Atascosa,1,Governor,,REP,SECEDE Kilgore,5,3,2
Atascosa,1,Governor,,REP,Barbara Krueger,9,4,5
Atascosa,1,Lieutenant Governor,,REP,Scott Milder,32,15,15
Atascosa,1,Lieutenant Governor,,REP,Dan Patrick,104,36,64
Atascosa,1,Attorney General,,REP,Ken Paxton,117,47,66
Atascosa,1,Comptroller of Public Accounts,,REP,Glenn Hegar,114,42,68
Atascosa,1,Commissioner of the General Land Office,,REP,Jerry Patterson,35,14,21
Atascosa,1,Commissioner of the General Land Office,,REP,Rick Range,10,3,5
Atascosa,1,Commissioner of the General Land Office,,REP,George P. Bush,80,31,45
Atascosa,1,Commissioner of the General Land Office,,REP,Davey Edwards,3,1,2
Atascosa,1,Commissioner of Agriculture,,REP,Sid Miller,77,31,42
Atascosa,1,Commissioner of Agriculture,,REP,Jim Hogan,31,10,21
Atascosa,1,Commissioner of Agriculture,,REP,Trey Blocker,17,6,11
Atascosa,1,Railroad Commissioner,,REP,Weston Martinez,29,10,19
Atascosa,1,Railroad Commissioner,,REP,Christi Craddick,98,38,56
Atascosa,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,110,41,65
Atascosa,1,"Justice, Supreme Court, Place 4",,REP,John Devine,110,41,65
Atascosa,1,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,107,40,63
Atascosa,1,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,56,20,36
Atascosa,1,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,64,25,35
Atascosa,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,110,40,66
Atascosa,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,57,25,31
Atascosa,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Dib Waldrip,20,6,14
Atascosa,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Jay Brandon,41,15,23
Atascosa,1,"Justice, 4th Court of Appeals District, Place No. 2",,REP,Marialyn Barnard,109,41,64
Atascosa,1,"Justice, 4th Court of Appeals District, Place No. 3",,REP,Jason Pulliam,105,41,60
