county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
San Jacinto,1,Registered Voters,,,,2789,,,
San Jacinto,1,U.S. Senate,,REP,"Bruce Jacobson, Jr.",32,9,21,2
San Jacinto,1,U.S. Senate,,REP,Mary Miller,32,11,20,1
San Jacinto,1,U.S. Senate,,REP,Geraldine Sam,5,0,5,0
San Jacinto,1,U.S. Senate,,REP,Ted Cruz,649,222,404,23
San Jacinto,1,U.S. Senate,,REP,Stefano de Stefano,11,6,5,0
San Jacinto,1,U.S. House,8,REP,Kevin Brady,660,226,408,26
San Jacinto,1,Governor,,REP,SECEDE Kilgore,16,9,7,0
San Jacinto,1,Governor,,REP,Barbara Krueger,45,13,29,3
San Jacinto,1,Governor,,REP,Greg Abbott,665,224,419,22
San Jacinto,1,Lieutenant Governor,,REP,Dan Patrick,589,200,364,25
San Jacinto,1,Lieutenant Governor,,REP,Scott Milder,125,41,82,2
San Jacinto,1,Attorney General,,REP,Ken Paxton,645,222,398,25
San Jacinto,1,Comptroller of Public Accounts,,REP,Glenn Hegar,625,213,388,24
San Jacinto,1,Commissioner of the General Land Office,,REP,Davey Edwards,57,16,39,2
San Jacinto,1,Commissioner of the General Land Office,,REP,Jerry Patterson,193,76,111,6
San Jacinto,1,Commissioner of the General Land Office,,REP,George P. Bush,422,137,268,17
San Jacinto,1,Commissioner of the General Land Office,,REP,Rick Range,25,7,18,0
San Jacinto,1,Commissioner of Agriculture,,REP,Trey Blocker,116,44,69,3
San Jacinto,1,Commissioner of Agriculture,,REP,Jim Hogan,202,72,122,8
San Jacinto,1,Commissioner of Agriculture,,REP,Sid Miller,304,96,197,11
San Jacinto,1,Railroad Commissioner,,REP,Christi Craddick,491,161,313,17
San Jacinto,1,Railroad Commissioner,,REP,Weston Martinez,136,57,75,4
San Jacinto,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,603,213,368,22
San Jacinto,1,"Justice, Supreme Court, Place 4",,REP,John Devine,600,211,367,22
San Jacinto,1,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,589,205,362,22
San Jacinto,1,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,304,94,202,8
San Jacinto,1,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,319,115,190,14
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,581,200,359,22
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Dib Waldrip,102,28,70,4
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Jay Brandon,233,93,132,8
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,271,89,172,10
San Jacinto,1,State Senator,3,REP,Robert Nichols,619,214,380,25
San Jacinto,1,State Representative,18,REP,Ernest Bailes,561,195,349,17
San Jacinto,1,State Representative,18,REP,Emily Kebodeaux Cook,177,54,113,10
San Jacinto,1,"Justice, 9th Court of Appeals District, Place No. 3",,REP,Leanne Johnson,583,200,360,23
San Jacinto,1,"Justice, 9th Court of Appeals District, Place No. 4",,REP,Hollis Horton,578,199,356,23
San Jacinto,1,"District Judge, 258th Judicial District",,REP,John Wells,254,81,165,8
San Jacinto,1,"District Judge, 258th Judicial District",,REP,Travis Kitchens,205,74,126,5
San Jacinto,1,"District Judge, 258th Judicial District",,REP,Shelly Bush Sitton,214,68,135,11
San Jacinto,1,Criminal District Attorney,,REP,Robert H. Trapp,682,229,430,23
San Jacinto,1,County Judge,,REP,Robert L. Reynolds,124,44,77,3
San Jacinto,1,County Judge,,REP,Fritz Faulkner,414,134,260,20
San Jacinto,1,County Judge,,REP,Steve Roberts,198,67,126,5
San Jacinto,1,District Clerk,,REP,Bill Cooke,185,66,116,3
San Jacinto,1,District Clerk,,REP,Tammy Currie,488,157,310,21
San Jacinto,1,County Clerk,,REP,Dawn Wright,529,174,333,22
San Jacinto,1,County Clerk,,REP,Silvia Haro,146,45,96,5
San Jacinto,1,County Tax Assessor-Collector (unexpired term),,REP,Betty Davis,419,138,264,17
San Jacinto,1,County Tax Assessor-Collector (unexpired term),,REP,Ray McCoppin,290,98,183,9
San Jacinto,1,County Treasurer,,REP,DeeDee Adams,460,156,286,18
San Jacinto,1,County Treasurer,,REP,Janice Chamblee,241,77,155,9
San Jacinto,1,"Justice of the Peace, Precinct No. 1",,REP,Tracy Shipley,160,41,115,4
San Jacinto,1,"Justice of the Peace, Precinct No. 1",,REP,Dianne Griffith,111,32,75,4
San Jacinto,1,"Justice of the Peace, Precinct No. 1",,REP,Cliff Love,43,20,20,3
San Jacinto,1,"Justice of the Peace, Precinct No. 1",,REP,Jodie Richey Jones,116,31,81,4
San Jacinto,1,"Justice of the Peace, Precinct No. 1",,REP,John Lovett,143,59,79,5
San Jacinto,1,"Justice of the Peace, Precinct No. 1",,REP,Christina McGee,122,49,69,4
San Jacinto,1,County Chairman,,REP,Dwayne Wright,588,200,365,23
San Jacinto,1,U.S. Senate,,DEM,Sema Hernandez,22,12,8,2
San Jacinto,1,U.S. Senate,,DEM,Beto O'Rourke,33,15,13,5
San Jacinto,1,U.S. Senate,,DEM,Edward Kimbrough,29,20,8,1
San Jacinto,1,U.S. House,8,DEM,Steven David,79,42,29,8
San Jacinto,1,Governor,,DEM,Adrian Ocegueda,10,6,3,1
San Jacinto,1,Governor,,DEM,Andrew White,42,21,17,4
San Jacinto,1,Governor,,DEM,Grady Yarbrough,8,6,2,0
San Jacinto,1,Governor,,DEM,Lupe Valdez,7,5,2,0
San Jacinto,1,Governor,,DEM,"Cedric Davis, Sr.",6,3,3,0
San Jacinto,1,Governor,,DEM,James Jolly Clark,1,0,1,0
San Jacinto,1,Governor,,DEM,Tom Wakely,1,0,1,0
San Jacinto,1,Governor,,DEM,Jeffrey Payne,4,2,1,1
San Jacinto,1,Governor,,DEM,Joe Mumbach,1,1,0,0
San Jacinto,1,Lieutenant Governor,,DEM,Michael Cooper,41,26,14,1
San Jacinto,1,Lieutenant Governor,,DEM,Mike Collier,36,18,13,5
San Jacinto,1,Attorney General,,DEM,Justin Nelson,83,44,31,8
San Jacinto,1,Comptroller of Public Accounts,,DEM,Tim Mahoney,55,36,16,3
San Jacinto,1,Comptroller of Public Accounts,,DEM,Joi Chevalier,24,8,12,4
San Jacinto,1,Commissioner of the General Land Office,,DEM,Miguel Suazo,40,20,15,5
San Jacinto,1,Commissioner of the General Land Office,,DEM,Tex Morgan,41,25,14,2
San Jacinto,1,Commissioner of Agriculture,,DEM,Kim Olson,79,44,29,6
San Jacinto,1,Railroad Commissioner,,DEM,Roman McAllen,41,21,15,5
San Jacinto,1,Railroad Commissioner,,DEM,Chris Spellmon,32,19,11,2
San Jacinto,1,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,78,42,29,7
San Jacinto,1,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,73,40,28,5
San Jacinto,1,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,74,39,28,7
San Jacinto,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,75,39,30,6
San Jacinto,1,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,76,41,29,6
San Jacinto,1,State Senator,3,DEM,Shirley Layton,73,38,29,6
San Jacinto,1,State Representative,18,DEM,Fred Lemond,77,40,29,8
San Jacinto,1,County Judge,,DEM,Earl Brown,81,45,28,8
San Jacinto,1,County Chairman,,DEM,Sunny Garbarino,74,39,29,6
San Jacinto,1,Proposition #1,,,Yes,83,45,31,7
San Jacinto,1,Proposition #1,,,No,4,4,0,0
San Jacinto,1,Proposition #2,,,Yes,80,43,31,6
San Jacinto,1,Proposition #2,,,No,4,3,0,1
San Jacinto,1,Proposition #3,,,Yes,84,44,32,8
San Jacinto,1,Proposition #3,,,No,4,4,0,0
San Jacinto,1,Proposition #4,,,Yes,84,47,30,7
San Jacinto,1,Proposition #4,,,No,4,3,1,0
San Jacinto,1,Proposition #5,,,Yes,80,41,31,8
San Jacinto,1,Proposition #5,,,No,7,6,1,0
San Jacinto,1,Proposition #6,,,Yes,88,48,32,8
San Jacinto,1,Proposition #6,,,No,1,1,0,0
San Jacinto,1,Proposition #7,,,Yes,85,46,32,7
San Jacinto,1,Proposition #7,,,No,3,3,0,0
San Jacinto,1,Proposition #8,,,Yes,81,46,29,6
San Jacinto,1,Proposition #8,,,No,10,5,3,2
San Jacinto,1,Proposition #9,,,Yes,81,43,31,7
San Jacinto,1,Proposition #9,,,No,7,5,1,1
San Jacinto,1,Proposition #10,,,Yes,85,45,32,8
San Jacinto,1,Proposition #10,,,No,3,3,0,0
San Jacinto,1,Proposition #11,,,Yes,81,41,32,8
San Jacinto,1,Proposition #11,,,No,6,6,0,0
San Jacinto,1,Proposition #12,,,Yes,85,46,32,7
San Jacinto,1,Proposition #12,,,No,2,1,0,1
San Jacinto,1,Proposition 1,,,YES,494,168,314,12
San Jacinto,1,Proposition 1,,,NO,201,70,125,6
San Jacinto,1,Proposition 2,,,YES,680,226,431,23
San Jacinto,1,Proposition 2,,,NO,39,20,16,3
San Jacinto,1,Proposition 3,,,YES,598,199,376,23
San Jacinto,1,Proposition 3,,,NO,109,39,67,3
San Jacinto,1,Proposition 4,,,YES,669,224,422,23
San Jacinto,1,Proposition 4,,,NO,53,23,29,1
San Jacinto,1,Proposition 5,,,YES,604,218,366,20
San Jacinto,1,Proposition 5,,,NO,116,30,82,4
San Jacinto,1,Proposition 6,,,YES,700,238,438,24
San Jacinto,1,Proposition 6,,,NO,33,12,18,3
San Jacinto,1,Proposition 7,,,YES,483,161,303,19
San Jacinto,1,Proposition 7,,,NO,225,82,135,8
San Jacinto,1,Proposition 8,,,YES,704,237,440,27
San Jacinto,1,Proposition 8,,,NO,26,12,14,0
San Jacinto,1,Proposition 9,,,YES,643,213,409,21
San Jacinto,1,Proposition 9,,,NO,82,33,43,6
San Jacinto,1,Proposition 10,,,YES,684,233,426,25
San Jacinto,1,Proposition 10,,,NO,36,10,24,2
San Jacinto,1,Proposition 11,,,YES,655,216,417,22
San Jacinto,1,Proposition 11,,,NO,77,31,42,4
San Jacinto,2,Registered Voters,,,,3943,,,
San Jacinto,2,U.S. Senate,,REP,"Bruce Jacobson, Jr.",33,12,19,2
San Jacinto,2,U.S. Senate,,REP,Mary Miller,31,15,16,0
San Jacinto,2,U.S. Senate,,REP,Geraldine Sam,4,3,1,0
San Jacinto,2,U.S. Senate,,REP,Ted Cruz,632,355,249,28
San Jacinto,2,U.S. Senate,,REP,Stefano de Stefano,2,2,0,0
San Jacinto,2,U.S. House,8,REP,Kevin Brady,658,362,267,29
San Jacinto,2,Governor,,REP,SECEDE Kilgore,20,9,9,2
San Jacinto,2,Governor,,REP,Barbara Krueger,35,15,18,2
San Jacinto,2,Governor,,REP,Greg Abbott,652,367,259,26
San Jacinto,2,Lieutenant Governor,,REP,Dan Patrick,537,315,199,23
San Jacinto,2,Lieutenant Governor,,REP,Scott Milder,153,65,83,5
San Jacinto,2,Attorney General,,REP,Ken Paxton,628,352,252,24
San Jacinto,2,Comptroller of Public Accounts,,REP,Glenn Hegar,601,336,240,25
San Jacinto,2,Commissioner of the General Land Office,,REP,Davey Edwards,63,36,20,7
San Jacinto,2,Commissioner of the General Land Office,,REP,Jerry Patterson,142,66,71,5
San Jacinto,2,Commissioner of the General Land Office,,REP,George P. Bush,427,255,160,12
San Jacinto,2,Commissioner of the General Land Office,,REP,Rick Range,28,16,11,1
San Jacinto,2,Commissioner of Agriculture,,REP,Trey Blocker,156,80,67,9
San Jacinto,2,Commissioner of Agriculture,,REP,Jim Hogan,190,110,74,6
San Jacinto,2,Commissioner of Agriculture,,REP,Sid Miller,254,148,99,7
San Jacinto,2,Railroad Commissioner,,REP,Christi Craddick,452,262,173,17
San Jacinto,2,Railroad Commissioner,,REP,Weston Martinez,148,81,62,5
San Jacinto,2,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,579,334,227,18
San Jacinto,2,"Justice, Supreme Court, Place 4",,REP,John Devine,573,329,227,17
San Jacinto,2,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,570,328,224,18
San Jacinto,2,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,262,144,110,8
San Jacinto,2,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,328,188,128,12
San Jacinto,2,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,558,316,224,18
San Jacinto,2,"Judge, Court of Criminal Appeals, Place 8",,REP,Dib Waldrip,108,61,44,3
San Jacinto,2,"Judge, Court of Criminal Appeals, Place 8",,REP,Jay Brandon,214,120,88,6
San Jacinto,2,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,241,137,93,11
San Jacinto,2,State Senator,3,REP,Robert Nichols,591,327,239,25
San Jacinto,2,State Representative,18,REP,Ernest Bailes,629,342,268,19
San Jacinto,2,State Representative,18,REP,Emily Kebodeaux Cook,95,58,28,9
San Jacinto,2,"Justice, 9th Court of Appeals District, Place No. 3",,REP,Leanne Johnson,560,319,225,16
San Jacinto,2,"Justice, 9th Court of Appeals District, Place No. 4",,REP,Hollis Horton,549,314,220,15
San Jacinto,2,"District Judge, 258th Judicial District",,REP,John Wells,316,174,129,13
San Jacinto,2,"District Judge, 258th Judicial District",,REP,Travis Kitchens,161,82,76,3
San Jacinto,2,"District Judge, 258th Judicial District",,REP,Shelly Bush Sitton,169,100,64,5
San Jacinto,2,Criminal District Attorney,,REP,Robert H. Trapp,630,343,269,18
San Jacinto,2,County Judge,,REP,Robert L. Reynolds,137,86,46,5
San Jacinto,2,County Judge,,REP,Fritz Faulkner,452,250,185,17
San Jacinto,2,County Judge,,REP,Steve Roberts,112,50,57,5
San Jacinto,2,District Clerk,,REP,Bill Cooke,209,125,78,6
San Jacinto,2,District Clerk,,REP,Tammy Currie,422,220,186,16
San Jacinto,2,County Clerk,,REP,Dawn Wright,455,251,192,12
San Jacinto,2,County Clerk,,REP,Silvia Haro,203,109,84,10
San Jacinto,2,County Tax Assessor-Collector (unexpired term),,REP,Betty Davis,471,258,200,13
San Jacinto,2,County Tax Assessor-Collector (unexpired term),,REP,Ray McCoppin,194,105,77,12
San Jacinto,2,County Treasurer,,REP,DeeDee Adams,235,143,83,9
San Jacinto,2,County Treasurer,,REP,Janice Chamblee,459,240,203,16
San Jacinto,2,"County Commissioner, Precinct No. 2",,REP,Donny Marrs,656,364,268,24
San Jacinto,2,"Justice of the Peace, Precinct No. 2",,REP,"Harris ""Red"" Blanchette",668,373,273,22
San Jacinto,2,County Chairman,,REP,Dwayne Wright,581,327,235,19
San Jacinto,2,U.S. Senate,,DEM,Sema Hernandez,39,27,6,6
San Jacinto,2,U.S. Senate,,DEM,Beto O'Rourke,22,14,7,1
San Jacinto,2,U.S. Senate,,DEM,Edward Kimbrough,34,25,5,4
San Jacinto,2,U.S. House,8,DEM,Steven David,87,60,16,11
San Jacinto,2,Governor,,DEM,Adrian Ocegueda,4,3,1,0
San Jacinto,2,Governor,,DEM,Andrew White,42,26,10,6
San Jacinto,2,Governor,,DEM,Grady Yarbrough,9,7,0,2
San Jacinto,2,Governor,,DEM,Lupe Valdez,18,14,2,2
San Jacinto,2,Governor,,DEM,"Cedric Davis, Sr.",9,6,3,0
San Jacinto,2,Governor,,DEM,James Jolly Clark,3,3,0,0
San Jacinto,2,Governor,,DEM,Tom Wakely,1,1,0,0
San Jacinto,2,Governor,,DEM,Jeffrey Payne,4,1,2,1
San Jacinto,2,Governor,,DEM,Joe Mumbach,1,1,0,0
San Jacinto,2,Lieutenant Governor,,DEM,Michael Cooper,52,34,11,7
San Jacinto,2,Lieutenant Governor,,DEM,Mike Collier,38,28,6,4
San Jacinto,2,Attorney General,,DEM,Justin Nelson,88,60,16,12
San Jacinto,2,Comptroller of Public Accounts,,DEM,Tim Mahoney,55,37,11,7
San Jacinto,2,Comptroller of Public Accounts,,DEM,Joi Chevalier,37,26,6,5
San Jacinto,2,Commissioner of the General Land Office,,DEM,Miguel Suazo,50,30,12,8
San Jacinto,2,Commissioner of the General Land Office,,DEM,Tex Morgan,42,34,5,3
San Jacinto,2,Commissioner of Agriculture,,DEM,Kim Olson,88,60,16,12
San Jacinto,2,Railroad Commissioner,,DEM,Roman McAllen,49,32,10,7
San Jacinto,2,Railroad Commissioner,,DEM,Chris Spellmon,41,30,6,5
San Jacinto,2,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,89,62,16,11
San Jacinto,2,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,86,60,15,11
