county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Aransas,1,U.S. Senate,,REP,Stefano de Stefano,15,8,6,1
Aransas,1A,U.S. Senate,,REP,Stefano de Stefano,2,0,1,1
Aransas,2,U.S. Senate,,REP,Stefano de Stefano,37,11,20,6
Aransas,3,U.S. Senate,,REP,Stefano de Stefano,30,13,13,4
Aransas,4,U.S. Senate,,REP,Stefano de Stefano,42,24,16,2
Aransas,4A,U.S. Senate,,REP,Stefano de Stefano,6,1,5,0
Aransas,Total,U.S. Senate,,REP,Stefano de Stefano,132,57,61,14
Aransas,1,U.S. Senate,,REP,Ted Cruz,311,132,167,12
Aransas,1A,U.S. Senate,,REP,Ted Cruz,128,66,53,9
Aransas,2,U.S. Senate,,REP,Ted Cruz,474,187,262,25
Aransas,3,U.S. Senate,,REP,Ted Cruz,803,264,460,79
Aransas,4,U.S. Senate,,REP,Ted Cruz,695,270,380,45
Aransas,4A,U.S. Senate,,REP,Ted Cruz,273,105,153,15
Aransas,Total,U.S. Senate,,REP,Ted Cruz,2684,1024,1475,185
Aransas,1,U.S. Senate,,REP,Mary Miller,31,13,16,2
Aransas,1A,U.S. Senate,,REP,Mary Miller,5,4,1,0
Aransas,2,U.S. Senate,,REP,Mary Miller,41,20,18,3
Aransas,3,U.S. Senate,,REP,Mary Miller,83,30,47,6
Aransas,4,U.S. Senate,,REP,Mary Miller,66,20,38,8
Aransas,4A,U.S. Senate,,REP,Mary Miller,20,7,13,0
Aransas,Total,U.S. Senate,,REP,Mary Miller,246,94,133,19
Aransas,1,U.S. Senate,,REP,"Bruce Jacobson, Jr.",14,4,9,1
Aransas,1A,U.S. Senate,,REP,"Bruce Jacobson, Jr.",1,0,1,0
Aransas,2,U.S. Senate,,REP,"Bruce Jacobson, Jr.",21,10,7,4
Aransas,3,U.S. Senate,,REP,"Bruce Jacobson, Jr.",39,11,22,6
Aransas,4,U.S. Senate,,REP,"Bruce Jacobson, Jr.",33,12,19,2
Aransas,4A,U.S. Senate,,REP,"Bruce Jacobson, Jr.",11,6,5,0
Aransas,Total,U.S. Senate,,REP,"Bruce Jacobson, Jr.",119,43,63,13
Aransas,1,U.S. Senate,,REP,Geraldine Sam,4,3,1,0
Aransas,1A,U.S. Senate,,REP,Geraldine Sam,1,1,0,0
Aransas,2,U.S. Senate,,REP,Geraldine Sam,12,4,8,0
Aransas,3,U.S. Senate,,REP,Geraldine Sam,16,6,9,1
Aransas,4,U.S. Senate,,REP,Geraldine Sam,9,2,7,0
Aransas,4A,U.S. Senate,,REP,Geraldine Sam,9,3,6,0
Aransas,Total,U.S. Senate,,REP,Geraldine Sam,51,19,31,1
Aransas,1,U.S. Senate,,REP,Undervotes,24,12,10,2
Aransas,1A,U.S. Senate,,REP,Undervotes,6,1,5,0
Aransas,2,U.S. Senate,,REP,Undervotes,38,15,22,1
Aransas,3,U.S. Senate,,REP,Undervotes,48,15,29,4
Aransas,4,U.S. Senate,,REP,Undervotes,37,17,18,2
Aransas,4A,U.S. Senate,,REP,Undervotes,13,4,9,0
Aransas,Total,U.S. Senate,,REP,Undervotes,166,64,93,9
Aransas,1,U.S. Senate,,REP,Overvotes,0,0,0,0
Aransas,1A,U.S. Senate,,REP,Overvotes,0,0,0,0
Aransas,2,U.S. Senate,,REP,Overvotes,0,0,0,0
Aransas,3,U.S. Senate,,REP,Overvotes,0,0,0,0
Aransas,4,U.S. Senate,,REP,Overvotes,0,0,0,0
Aransas,4A,U.S. Senate,,REP,Overvotes,0,0,0,0
Aransas,Total,U.S. Senate,,REP,Overvotes,0,0,0,0
Aransas,1,U.S. House,27,REP,Bech Bruun,156,63,89,4
Aransas,1A,U.S. House,27,REP,Bech Bruun,62,29,27,6
Aransas,2,U.S. House,27,REP,Bech Bruun,207,81,109,17
Aransas,3,U.S. House,27,REP,Bech Bruun,483,160,276,47
Aransas,4,U.S. House,27,REP,Bech Bruun,394,154,218,22
Aransas,4A,U.S. House,27,REP,Bech Bruun,149,66,76,7
Aransas,Total,U.S. House,27,REP,Bech Bruun,1451,553,795,103
Aransas,1,U.S. House,27,REP,Jerry Hall,43,21,20,2
Aransas,1A,U.S. House,27,REP,Jerry Hall,10,4,5,1
Aransas,2,U.S. House,27,REP,Jerry Hall,84,33,44,7
Aransas,3,U.S. House,27,REP,Jerry Hall,102,24,68,10
Aransas,4,U.S. House,27,REP,Jerry Hall,72,20,46,6
Aransas,4A,U.S. House,27,REP,Jerry Hall,19,6,13,0
Aransas,Total,U.S. House,27,REP,Jerry Hall,330,108,196,26
Aransas,1,U.S. House,27,REP,Christopher K. Mapp,56,29,25,2
Aransas,1A,U.S. House,27,REP,Christopher K. Mapp,14,6,8,0
Aransas,2,U.S. House,27,REP,Christopher K. Mapp,95,50,42,3
Aransas,3,U.S. House,27,REP,Christopher K. Mapp,90,34,53,3
Aransas,4,U.S. House,27,REP,Christopher K. Mapp,101,42,52,7
Aransas,4A,U.S. House,27,REP,Christopher K. Mapp,41,10,25,6
Aransas,Total,U.S. House,27,REP,Christopher K. Mapp,397,171,205,21
Aransas,1,U.S. House,27,REP,Michael Cloud,46,18,24,4
Aransas,1A,U.S. House,27,REP,Michael Cloud,25,18,6,1
Aransas,2,U.S. House,27,REP,Michael Cloud,85,27,52,6
Aransas,3,U.S. House,27,REP,Michael Cloud,154,55,82,17
Aransas,4,U.S. House,27,REP,Michael Cloud,135,55,70,10
Aransas,4A,U.S. House,27,REP,Michael Cloud,49,16,32,1
Aransas,Total,U.S. House,27,REP,Michael Cloud,494,189,266,39
Aransas,1,U.S. House,27,REP,Eddie Gassman,5,3,2,0
Aransas,1A,U.S. House,27,REP,Eddie Gassman,2,1,1,0
Aransas,2,U.S. House,27,REP,Eddie Gassman,9,3,6,0
Aransas,3,U.S. House,27,REP,Eddie Gassman,16,2,13,1
Aransas,4,U.S. House,27,REP,Eddie Gassman,19,6,12,1
Aransas,4A,U.S. House,27,REP,Eddie Gassman,12,8,4,0
Aransas,Total,U.S. House,27,REP,Eddie Gassman,63,23,38,2
Aransas,1,U.S. House,27,REP,John Grunwald,30,11,19,0
Aransas,1A,U.S. House,27,REP,John Grunwald,11,4,6,1
Aransas,2,U.S. House,27,REP,John Grunwald,45,16,27,2
Aransas,3,U.S. House,27,REP,John Grunwald,48,21,25,2
Aransas,4,U.S. House,27,REP,John Grunwald,46,17,28,1
Aransas,4A,U.S. House,27,REP,John Grunwald,19,6,13,0
Aransas,Total,U.S. House,27,REP,John Grunwald,199,75,118,6
Aransas,1,U.S. House,27,REP,Undervotes,63,27,30,6
Aransas,1A,U.S. House,27,REP,Undervotes,19,10,8,1
Aransas,2,U.S. House,27,REP,Undervotes,98,37,57,4
Aransas,3,U.S. House,27,REP,Undervotes,125,43,63,19
Aransas,4,U.S. House,27,REP,Undervotes,115,51,52,12
Aransas,4A,U.S. House,27,REP,Undervotes,43,14,28,1
Aransas,Total,U.S. House,27,REP,Undervotes,463,182,238,43
Aransas,1,U.S. House,27,REP,Overvotes,0,0,0,0
Aransas,1A,U.S. House,27,REP,Overvotes,0,0,0,0
Aransas,2,U.S. House,27,REP,Overvotes,0,0,0,0
Aransas,3,U.S. House,27,REP,Overvotes,1,0,0,1
Aransas,4,U.S. House,27,REP,Overvotes,0,0,0,0
Aransas,4A,U.S. House,27,REP,Overvotes,0,0,0,0
Aransas,Total,U.S. House,27,REP,Overvotes,1,0,0,1
Aransas,1,Governor,,REP,SECEDE Kilgore,3,1,2,0
Aransas,1A,Governor,,REP,SECEDE Kilgore,3,1,2,0
Aransas,2,Governor,,REP,SECEDE Kilgore,11,5,6,0
Aransas,3,Governor,,REP,SECEDE Kilgore,17,7,9,1
Aransas,4,Governor,,REP,SECEDE Kilgore,11,6,5,0
Aransas,4A,Governor,,REP,SECEDE Kilgore,6,3,3,0
Aransas,Total,Governor,,REP,SECEDE Kilgore,51,23,27,1
Aransas,1,Governor,,REP,Greg Abbott,347,149,182,16
Aransas,1A,Governor,,REP,Greg Abbott,134,68,56,10
Aransas,2,Governor,,REP,Greg Abbott,512,201,275,36
Aransas,3,Governor,,REP,Greg Abbott,903,295,513,95
Aransas,4,Governor,,REP,Greg Abbott,769,298,413,58
Aransas,4A,Governor,,REP,Greg Abbott,288,111,162,15
Aransas,Total,Governor,,REP,Greg Abbott,2953,1122,1601,230
Aransas,1,Governor,,REP,Barbara Krueger,31,15,14,2
Aransas,1A,Governor,,REP,Barbara Krueger,4,3,1,0
Aransas,2,Governor,,REP,Barbara Krueger,55,24,28,3
Aransas,3,Governor,,REP,Barbara Krueger,73,30,40,3
Aransas,4,Governor,,REP,Barbara Krueger,67,27,40,0
Aransas,4A,Governor,,REP,Barbara Krueger,27,7,20,0
Aransas,Total,Governor,,REP,Barbara Krueger,257,106,143,8
Aransas,1,Governor,,REP,Undervotes,18,7,11,0
Aransas,1A,Governor,,REP,Undervotes,2,0,2,0
Aransas,2,Governor,,REP,Undervotes,45,17,28,0
Aransas,3,Governor,,REP,Undervotes,26,7,18,1
Aransas,4,Governor,,REP,Undervotes,35,14,20,1
Aransas,4A,Governor,,REP,Undervotes,11,5,6,0
Aransas,Total,Governor,,REP,Undervotes,137,50,85,2
Aransas,1,Governor,,REP,Overvotes,0,0,0,0
Aransas,1A,Governor,,REP,Overvotes,0,0,0,0
Aransas,2,Governor,,REP,Overvotes,0,0,0,0
Aransas,3,Governor,,REP,Overvotes,0,0,0,0
Aransas,4,Governor,,REP,Overvotes,0,0,0,0
Aransas,4A,Governor,,REP,Overvotes,0,0,0,0
Aransas,Total,Governor,,REP,Overvotes,0,0,0,0
Aransas,1,Lieutenant Governor,,REP,Scott Milder,98,40,54,4
Aransas,1A,Lieutenant Governor,,REP,Scott Milder,18,5,11,2
Aransas,2,Lieutenant Governor,,REP,Scott Milder,136,61,69,6
Aransas,3,Lieutenant Governor,,REP,Scott Milder,257,86,143,28
Aransas,4,Lieutenant Governor,,REP,Scott Milder,212,89,115,8
Aransas,4A,Lieutenant Governor,,REP,Scott Milder,74,24,50,0
Aransas,Total,Lieutenant Governor,,REP,Scott Milder,795,305,442,48
Aransas,1,Lieutenant Governor,,REP,Dan Patrick,259,113,133,13
Aransas,1A,Lieutenant Governor,,REP,Dan Patrick,113,62,43,8
Aransas,2,Lieutenant Governor,,REP,Dan Patrick,405,157,219,29
Aransas,3,Lieutenant Governor,,REP,Dan Patrick,674,225,386,63
Aransas,4,Lieutenant Governor,,REP,Dan Patrick,595,225,324,46
Aransas,4A,Lieutenant Governor,,REP,Dan Patrick,223,90,121,12
Aransas,Total,Lieutenant Governor,,REP,Dan Patrick,2269,872,1226,171
Aransas,1,Lieutenant Governor,,REP,Undervotes,42,19,22,1
Aransas,1A,Lieutenant Governor,,REP,Undervotes,12,5,7,0
Aransas,2,Lieutenant Governor,,REP,Undervotes,82,29,49,4
Aransas,3,Lieutenant Governor,,REP,Undervotes,88,28,51,9
Aransas,4,Lieutenant Governor,,REP,Undervotes,75,31,39,5
Aransas,4A,Lieutenant Governor,,REP,Undervotes,35,12,20,3
Aransas,Total,Lieutenant Governor,,REP,Undervotes,334,124,188,22
Aransas,1,Lieutenant Governor,,REP,Overvotes,0,0,0,0
Aransas,1A,Lieutenant Governor,,REP,Overvotes,0,0,0,0
Aransas,2,Lieutenant Governor,,REP,Overvotes,0,0,0,0
Aransas,3,Lieutenant Governor,,REP,Overvotes,0,0,0,0
Aransas,4,Lieutenant Governor,,REP,Overvotes,0,0,0,0
Aransas,4A,Lieutenant Governor,,REP,Overvotes,0,0,0,0
Aransas,Total,Lieutenant Governor,,REP,Overvotes,0,0,0,0
Aransas,1,Attorney General,,REP,Ken Paxton,318,143,164,11
Aransas,1A,Attorney General,,REP,Ken Paxton,119,61,48,10
Aransas,2,Attorney General,,REP,Ken Paxton,473,191,252,30
Aransas,3,Attorney General,,REP,Ken Paxton,833,274,481,78
Aransas,4,Attorney General,,REP,Ken Paxton,702,272,381,49
Aransas,4A,Attorney General,,REP,Ken Paxton,267,104,151,12
Aransas,Total,Attorney General,,REP,Ken Paxton,2712,1045,1477,190
Aransas,1,Attorney General,,REP,Undervotes,81,29,45,7
Aransas,1A,Attorney General,,REP,Undervotes,24,11,13,0
Aransas,2,Attorney General,,REP,Undervotes,150,56,85,9
Aransas,3,Attorney General,,REP,Undervotes,186,65,99,22
Aransas,4,Attorney General,,REP,Undervotes,180,73,97,10
Aransas,4A,Attorney General,,REP,Undervotes,65,22,40,3
Aransas,Total,Attorney General,,REP,Undervotes,686,256,379,51
Aransas,1,Attorney General,,REP,Overvotes,0,0,0,0
Aransas,1A,Attorney General,,REP,Overvotes,0,0,0,0
Aransas,2,Attorney General,,REP,Overvotes,0,0,0,0
Aransas,3,Attorney General,,REP,Overvotes,0,0,0,0
Aransas,4,Attorney General,,REP,Overvotes,0,0,0,0
Aransas,4A,Attorney General,,REP,Overvotes,0,0,0,0
Aransas,Total,Attorney General,,REP,Overvotes,0,0,0,0
Aransas,1,Comptroller of Public Accounts,,REP,Glenn Hegar,307,138,157,12
Aransas,1A,Comptroller of Public Accounts,,REP,Glenn Hegar,112,55,48,9
Aransas,2,Comptroller of Public Accounts,,REP,Glenn Hegar,462,186,247,29
Aransas,3,Comptroller of Public Accounts,,REP,Glenn Hegar,819,267,474,78
Aransas,4,Comptroller of Public Accounts,,REP,Glenn Hegar,706,274,386,46
Aransas,4A,Comptroller of Public Accounts,,REP,Glenn Hegar,263,101,150,12
Aransas,Total,Comptroller of Public Accounts,,REP,Glenn Hegar,2669,1021,1462,186
Aransas,1,Comptroller of Public Accounts,,REP,Undervotes,92,34,52,6
Aransas,1A,Comptroller of Public Accounts,,REP,Undervotes,31,17,13,1
Aransas,2,Comptroller of Public Accounts,,REP,Undervotes,161,61,90,10
Aransas,3,Comptroller of Public Accounts,,REP,Undervotes,200,72,106,22
Aransas,4,Comptroller of Public Accounts,,REP,Undervotes,176,71,92,13
Aransas,4A,Comptroller of Public Accounts,,REP,Undervotes,69,25,41,3
Aransas,Total,Comptroller of Public Accounts,,REP,Undervotes,729,280,394,55
Aransas,1,Comptroller of Public Accounts,,REP,Overvotes,0,0,0,0
Aransas,1A,Comptroller of Public Accounts,,REP,Overvotes,0,0,0,0
Aransas,2,Comptroller of Public Accounts,,REP,Overvotes,0,0,0,0
Aransas,3,Comptroller of Public Accounts,,REP,Overvotes,0,0,0,0
Aransas,4,Comptroller of Public Accounts,,REP,Overvotes,0,0,0,0
Aransas,4A,Comptroller of Public Accounts,,REP,Overvotes,0,0,0,0
Aransas,Total,Comptroller of Public Accounts,,REP,Overvotes,0,0,0,0
Aransas,1,Commissioner of the General  Land Office,,REP,Jerry Patterson,111,44,62,5
Aransas,1A,Commissioner of the General  Land Office,,REP,Jerry Patterson,53,28,19,6
Aransas,2,Commissioner of the General  Land Office,,REP,Jerry Patterson,142,47,86,9
Aransas,3,Commissioner of the General  Land Office,,REP,Jerry Patterson,263,96,154,13
Aransas,4,Commissioner of the General  Land Office,,REP,Jerry Patterson,227,84,130,13
Aransas,4A,Commissioner of the General  Land Office,,REP,Jerry Patterson,94,37,52,5
Aransas,Total,Commissioner of the General  Land Office,,REP,Jerry Patterson,890,336,503,51
Aransas,1,Commissioner of the General  Land Office,,REP,Davey Edwards,22,11,10,1
Aransas,1A,Commissioner of the General  Land Office,,REP,Davey Edwards,10,2,8,0
