county,precinct,office,district,party,candidate,votes,election_day,early_voting
Lampasas,1,United States Senator ,,REP,"Bruce Jacobson, Jr.",11,7,4
Lampasas,1,United States Senator ,,REP,Ted Cruz,260,162,98
Lampasas,1,United States Senator ,,REP,Mary Miller,10,5,5
Lampasas,1,United States Senator ,,REP,Stefano de Stefano,3,1,2
Lampasas,1,United States Senator ,,REP,Geraldine Sam,4,2,2
Lampasas,1,United States Senator ,,REP,Over Votes,0,0,0
Lampasas,1,United States Senator ,,REP,Under Votes,11,6,5
Lampasas,1,U.S. House,25,REP,Roger Williams,254,160,94
Lampasas,1,U.S. House,25,REP,Over Votes,0,0,0
Lampasas,1,U.S. House,25,REP,Under Votes,44,23,21
Lampasas,1,Governor ,,REP,Barbara Krueger,13,8,5
Lampasas,1,Governor ,,REP,Greg Abbott,273,168,105
Lampasas,1,Governor ,,REP,SECEDE Kilgore,3,2,1
Lampasas,1,Lieutenant Governor ,,REP,Scott Milder,51,34,17
Lampasas,1,Lieutenant Governor ,,REP,Over Votes,0,0,0
Lampasas,1,Lieutenant Governor ,,REP,Under Votes,7,5,2
Lampasas,1,Lieutenant Governor ,,REP,Dan Patrick,241,144,97
Lampasas,1,Attorney General ,,REP,Ken Paxton,265,164,101
Lampasas,1,Comptroller of Public Accounts ,,REP,Glenn Hegar,260,160,100
Lampasas,1,Comptroller of Public Accounts ,,REP,Over Votes,0,0,0
Lampasas,1,Comptroller of Public Accounts ,,REP,Under Votes,38,23,15
Lampasas,1,Commissioner of the General Land Office ,,REP,Davey Edwards,30,19,11
Lampasas,1,Commissioner of the General Land Office ,,REP,Over Votes,0,0,0
Lampasas,1,Commissioner of the General Land Office ,,REP,Under Votes,14,9,5
Lampasas,1,Commissioner of the General Land Office ,,REP,Rick Range,17,10,7
Lampasas,1,Commissioner of the General Land Office ,,REP,George P. Bush,186,116,70
Lampasas,1,Commissioner of the General Land Office ,,REP,Jerry Patterson,51,29,22
Lampasas,1,Commissioner of Agriculture ,,REP,Trey Blocker,51,31,20
Lampasas,1,Commissioner of Agriculture ,,REP,Sid Miller,203,123,80
Lampasas,1,Commissioner of Agriculture ,,REP,Jim Hogan,27,17,10
Lampasas,1,Railroad Commissioner ,,REP,Weston Martinez,98,61,37
Lampasas,1,Railroad Commissioner ,,REP,Christi Craddick,175,108,67
Lampasas,1,Railroad Commissioner ,,REP,Over Votes,0,0,0
Lampasas,1,Railroad Commissioner ,,REP,Under Votes,25,14,11
Lampasas,1,"Justice, Supreme Court, Place 2 ",,REP,Jimmy Blacklock,256,159,97
Lampasas,1,"Justice, Supreme Court, Place 2 ",,REP,Over Votes,0,0,0
Lampasas,1,"Justice, Supreme Court, Place 2 ",,REP,Under Votes,41,24,17
Lampasas,1,"Justice, Supreme Court, Place 4 ",,REP,John Devine,250,156,94
Lampasas,1,"Justice, Supreme Court, Place 4 ",,REP,Over Votes,0,0,0
Lampasas,1,"Justice, Supreme Court, Place 4 ",,REP,Under Votes,47,27,20
Lampasas,1,"Justice, Supreme Court, Place 6 ",,REP,Jeff Brown,254,158,96
Lampasas,1,"Justice, Supreme Court, Place 6 ",,REP,Over Votes,0,0,0
Lampasas,1,"Justice, Supreme Court, Place 6 ",,REP,Under Votes,43,25,18
Lampasas,1,"Presiding Judge, Court of Criminal Appeals ",,REP,Sharon Keller,147,99,48
Lampasas,1,"Presiding Judge, Court of Criminal Appeals ",,REP,David Bridges,122,69,53
Lampasas,1,"Presiding Judge, Court of Criminal Appeals ",,REP,Over Votes,0,0,0
Lampasas,1,"Presiding Judge, Court of Criminal Appeals ",,REP,Under Votes,29,15,14
Lampasas,1,"Judge, Court of Criminal Appeals, Place 7 ",,REP,Barbara Parker Hervey,249,154,95
Lampasas,1,"Judge, Court of Criminal Appeals, Place 7 ",,REP,Over Votes,0,0,0
Lampasas,1,"Judge, Court of Criminal Appeals, Place 7 ",,REP,Under Votes,48,29,19
Lampasas,1,"Judge, Court of Criminal Appeals, Place 8 ",,REP,Michelle Slaughter,109,68,41
Lampasas,1,"Judge, Court of Criminal Appeals, Place 8 ",,REP,Jay Brandon,125,83,42
Lampasas,1,"Judge, Court of Criminal Appeals, Place 8 ",,REP,Dib Waldrip,30,15,15
Lampasas,1,"Judge, Court of Criminal Appeals, Place 8 ",,REP,Over Votes,0,0,0
Lampasas,1,"Judge, Court of Criminal Appeals, Place 8 ",,REP,Under Votes,34,17,17
Lampasas,1,State Representative,54,REP,Brad Buckley,95,72,23
Lampasas,1,State Representative,54,REP,Over Votes,0,0,0
Lampasas,1,State Representative,54,REP,Under Votes,9,5,4
Lampasas,1,State Representative,54,REP,Scott Cosper,148,85,63
Lampasas,1,State Representative,54,REP,Larry S. Smith,46,21,25
Lampasas,1,"Justice, 3rd Court of Appeals District, Place No. 2 ",,REP,Cindy Olson Bourland,252,157,95
