county,precinct,office,district,party,candidate,votes,election_day,early_voting
Bosque,1,Ballots Cast,,REP,,246,117,29
Bosque,2,Ballots Cast,,REP,,171,132,39
Bosque,3,Ballots Cast,,REP,,269,156,112
Bosque,4,Ballots Cast,,REP,,111,62,49
Bosque,5,Ballots Cast,,REP,,245,150,95
Bosque,6,Ballots Cast,,REP,,199,137,61
Bosque,7,Ballots Cast,,REP,,202,137,65
Bosque,8,Ballots Cast,,REP,,592,341,251
Bosque,9,Ballots Cast,,REP,,269,177,92
Bosque,10,Ballots Cast,,REP,,221,202,19
Bosque,11,Ballots Cast,,REP,,148,110,38
Bosque,Total,Ballots Cast,,REP,,2673,1721,850
Bosque,1,Ballots Cast,,DEM,,20,18,2
Bosque,2,Ballots Cast,,DEM,,40,27,13
Bosque,3,Ballots Cast,,DEM,,25,19,7
Bosque,4,Ballots Cast,,DEM,,9,8,1
Bosque,5,Ballots Cast,,DEM,,60,25,35
Bosque,6,Ballots Cast,,DEM,,42,31,11
Bosque,7,Ballots Cast,,DEM,,20,9,12
Bosque,8,Ballots Cast,,DEM,,73,47,26
Bosque,9,Ballots Cast,,DEM,,31,18,13
Bosque,10,Ballots Cast,,DEM,,43,33,10
Bosque,11,Ballots Cast,,DEM,,29,15,14
Bosque,Total,Ballots Cast,,DEM,,392,250,144
Bosque,1,U.S. Senate,,REP,Ted  Cruz,130,106,24
Bosque,2,U.S. Senate,,REP,Ted  Cruz,149,114,35
Bosque,3,U.S. Senate,,REP,Ted  Cruz,230,136,94
Bosque,4,U.S. Senate,,REP,Ted  Cruz,96,57,39
Bosque,5,U.S. Senate,,REP,Ted  Cruz,211,130,81
Bosque,6,U.S. Senate,,REP,Ted  Cruz,161,110,51
Bosque,7,U.S. Senate,,REP,Ted  Cruz,177,126,51
Bosque,8,U.S. Senate,,REP,Ted  Cruz,466,270,196
Bosque,9,U.S. Senate,,REP,Ted  Cruz,227,158,69
Bosque,10,U.S. Senate,,REP,Ted  Cruz,186,171,15
Bosque,11,U.S. Senate,,REP,Ted  Cruz,128,99,29
Bosque,Total,U.S. Senate,,REP,Ted  Cruz,2161,1477,684
Bosque,1,U.S. Senate,,REP,"Bruce  Jacobson,  Jr.",2,2,0
Bosque,2,U.S. Senate,,REP,"Bruce  Jacobson,  Jr.",3,2,1
Bosque,3,U.S. Senate,,REP,"Bruce  Jacobson,  Jr.",8,3,5
Bosque,4,U.S. Senate,,REP,"Bruce  Jacobson,  Jr.",8,3,5
Bosque,5,U.S. Senate,,REP,"Bruce  Jacobson,  Jr.",14,8,6
Bosque,6,U.S. Senate,,REP,"Bruce  Jacobson,  Jr.",7,5,2
Bosque,7,U.S. Senate,,REP,"Bruce  Jacobson,  Jr.",8,4,4
Bosque,8,U.S. Senate,,REP,"Bruce  Jacobson,  Jr.",35,22,13
Bosque,9,U.S. Senate,,REP,"Bruce  Jacobson,  Jr.",14,5,9
Bosque,10,U.S. Senate,,REP,"Bruce  Jacobson,  Jr.",13,12,1
Bosque,11,U.S. Senate,,REP,"Bruce  Jacobson,  Jr.",6,3,3
Bosque,Total,U.S. Senate,,REP,"Bruce  Jacobson,  Jr.",118,69,49
Bosque,1,U.S. Senate,,REP,Mary Miller,9,5,4
Bosque,2,U.S. Senate,,REP,Mary Miller,7,7,0
Bosque,3,U.S. Senate,,REP,Mary Miller,6,4,2
Bosque,4,U.S. Senate,,REP,Mary Miller,4,1,3
Bosque,5,U.S. Senate,,REP,Mary Miller,10,6,4
Bosque,6,U.S. Senate,,REP,Mary Miller,20,13,7
Bosque,7,U.S. Senate,,REP,Mary Miller,4,3,1
Bosque,8,U.S. Senate,,REP,Mary Miller,41,21,20
Bosque,9,U.S. Senate,,REP,Mary Miller,9,5,4
Bosque,10,U.S. Senate,,REP,Mary Miller,7,6,1
Bosque,11,U.S. Senate,,REP,Mary Miller,8,6,2
Bosque,Total,U.S. Senate,,REP,Mary Miller,125,77,48
Bosque,1,U.S. Senate,,REP,Stefano de  Stefano,0,0,0
Bosque,2,U.S. Senate,,REP,Stefano de  Stefano,1,1,0
Bosque,3,U.S. Senate,,REP,Stefano de  Stefano,4,1,3
Bosque,4,U.S. Senate,,REP,Stefano de  Stefano,0,0,0
Bosque,5,U.S. Senate,,REP,Stefano de  Stefano,7,3,4
Bosque,6,U.S. Senate,,REP,Stefano de  Stefano,5,5,0
Bosque,7,U.S. Senate,,REP,Stefano de  Stefano,2,0,2
Bosque,8,U.S. Senate,,REP,Stefano de  Stefano,6,4,2
Bosque,9,U.S. Senate,,REP,Stefano de  Stefano,4,2,2
Bosque,10,U.S. Senate,,REP,Stefano de  Stefano,5,3,2
Bosque,11,U.S. Senate,,REP,Stefano de  Stefano,1,0,1
Bosque,Total,U.S. Senate,,REP,Stefano de  Stefano,35,19,16
Bosque,1,U.S. Senate,,REP,Geraldine  Sam,0,0,0
Bosque,2,U.S. Senate,,REP,Geraldine  Sam,2,2,0
Bosque,3,U.S. Senate,,REP,Geraldine  Sam,4,3,1
Bosque,4,U.S. Senate,,REP,Geraldine  Sam,0,0,0
Bosque,5,U.S. Senate,,REP,Geraldine  Sam,0,0,0
Bosque,6,U.S. Senate,,REP,Geraldine  Sam,2,1,1
Bosque,7,U.S. Senate,,REP,Geraldine  Sam,1,0,1
Bosque,8,U.S. Senate,,REP,Geraldine  Sam,8,5,3
Bosque,9,U.S. Senate,,REP,Geraldine  Sam,3,1,2
Bosque,10,U.S. Senate,,REP,Geraldine  Sam,0,0,0
Bosque,11,U.S. Senate,,REP,Geraldine  Sam,1,1,0
Bosque,Total,U.S. Senate,,REP,Geraldine  Sam,21,13,8
Bosque,1,U.S. Senate,,REP,Over  Votes,0,0,0
Bosque,2,U.S. Senate,,REP,Over  Votes,0,0,0
Bosque,3,U.S. Senate,,REP,Over  Votes,0,0,0
Bosque,4,U.S. Senate,,REP,Over  Votes,0,0,0
Bosque,5,U.S. Senate,,REP,Over  Votes,0,0,0
Bosque,6,U.S. Senate,,REP,Over  Votes,0,0,0
Bosque,7,U.S. Senate,,REP,Over  Votes,1,0,1
Bosque,8,U.S. Senate,,REP,Over  Votes,0,0,0
Bosque,9,U.S. Senate,,REP,Over  Votes,0,0,0
Bosque,10,U.S. Senate,,REP,Over  Votes,0,0,0
Bosque,11,U.S. Senate,,REP,Over  Votes,0,0,0
Bosque,Total,U.S. Senate,,REP,Over  Votes,1,0,1
Bosque,1,U.S. Senate,,REP,Under  Votes,5,4,1
Bosque,2,U.S. Senate,,REP,Under  Votes,9,6,3
Bosque,3,U.S. Senate,,REP,Under  Votes,16,9,7
Bosque,4,U.S. Senate,,REP,Under  Votes,3,1,2
Bosque,5,U.S. Senate,,REP,Under  Votes,3,3,0
Bosque,6,U.S. Senate,,REP,Under  Votes,3,3,0
Bosque,7,U.S. Senate,,REP,Under  Votes,9,4,5
Bosque,8,U.S. Senate,,REP,Under  Votes,36,19,17
Bosque,9,U.S. Senate,,REP,Under  Votes,12,6,6
Bosque,10,U.S. Senate,,REP,Under  Votes,10,10,0
Bosque,11,U.S. Senate,,REP,Under  Votes,4,1,3
Bosque,Total,U.S. Senate,,REP,Under  Votes,110,66,44
Bosque,1,U.S. House,25,REP,Roger  Williams,113,91,22
Bosque,2,U.S. House,25,REP,Roger  Williams,137,100,37
Bosque,3,U.S. House,25,REP,Roger  Williams,204,121,83
Bosque,4,U.S. House,25,REP,Roger  Williams,99,55,33
Bosque,5,U.S. House,25,REP,Roger  Williams,197,120,77
Bosque,6,U.S. House,25,REP,Roger  Williams,163,111,52
Bosque,7,U.S. House,25,REP,Roger  Williams,158,109,49
Bosque,8,U.S. House,25,REP,Roger  Williams,460,266,194
Bosque,9,U.S. House,25,REP,Roger  Williams,209,133,76
Bosque,10,U.S. House,25,REP,Roger  Williams,168,154,14
Bosque,11,U.S. House,25,REP,Roger  Williams,110,83,27
Bosque,Total,U.S. House,25,REP,Roger  Williams,2018,1343,664
Bosque,1,U.S. House,25,REP,Over  Votes,0,,0
Bosque,2,U.S. House,25,REP,Over  Votes,0,0,0
Bosque,3,U.S. House,25,REP,Over  Votes,0,0,0
Bosque,4,U.S. House,25,REP,Over  Votes,0,0,0
Bosque,5,U.S. House,25,REP,Over  Votes,0,,0
Bosque,6,U.S. House,25,REP,Over  Votes,0,0,0
Bosque,7,U.S. House,25,REP,Over  Votes,0,0,0
Bosque,8,U.S. House,25,REP,Over  Votes,0,0,0
Bosque,9,U.S. House,25,REP,Over  Votes,0,0,0
Bosque,10,U.S. House,25,REP,Over  Votes,0,0,0
Bosque,11,U.S. House,25,REP,Over  Votes,0,0,0
Bosque,Total,U.S. House,25,REP,Over  Votes,0,0,0
Bosque,1,U.S. House,25,REP,Under  Votes,33,26,7
Bosque,2,U.S. House,25,REP,Under  Votes,34,32,2
Bosque,3,U.S. House,25,REP,Under  Votes,64,35,29
Bosque,4,U.S. House,25,REP,Under  Votes,23,7,16
Bosque,5,U.S. House,25,REP,Under  Votes,48,30,18
Bosque,6,U.S. House,25,REP,Under  Votes,35,26,9
Bosque,7,U.S. House,25,REP,Under  Votes,44,28,16
Bosque,8,U.S. House,25,REP,Under  Votes,132,75,57
Bosque,9,U.S. House,25,REP,Under  Votes,60,44,16
Bosque,10,U.S. House,25,REP,Under  Votes,53,48,5
Bosque,11,U.S. House,25,REP,Under  Votes,38,27,11
Bosque,Total,U.S. House,25,REP,Under  Votes,564,378,186
Bosque,1,Governor,,REP,Greg Abbott,123,101,22
Bosque,2,Governor,,REP,Greg Abbott,156,119,37
Bosque,3,Governor,,REP,Greg Abbott,241,140,101
Bosque,4,Governor,,REP,Greg Abbott,99,59,90
Bosque,5,Governor,,REP,Greg Abbott,225,136,89
Bosque,6,Governor,,REP,Greg Abbott,176,118,58
Bosque,7,Governor,,REP,Greg Abbott,180,122,59
Bosque,8,Governor,,REP,Greg Abbott,509,298,211
Bosque,9,Governor,,REP,Greg Abbott,237,161,76
Bosque,10,Governor,,REP,Greg Abbott,196,102,14
Bosque,11,Governor,,REP,Greg Abbott,130,102,28
Bosque,Total,Governor,,REP,Greg Abbott,2272,1458,785
Bosque,1,Governor,,REP,Barbara  Krueger,11,9,2
Bosque,2,Governor,,REP,Barbara  Krueger,5,5,0
Bosque,3,Governor,,REP,Barbara  Krueger,15,7,8
Bosque,4,Governor,,REP,Barbara  Krueger,9,2,7
Bosque,5,Governor,,REP,Barbara  Krueger,12,7,5
Bosque,6,Governor,,REP,Barbara  Krueger,15,12,3
Bosque,7,Governor,,REP,Barbara  Krueger,10,7,3
Bosque,8,Governor,,REP,Barbara  Krueger,45,21,24
Bosque,9,Governor,,REP,Barbara  Krueger,15,9,6
Bosque,10,Governor,,REP,Barbara  Krueger,16,11,5
Bosque,11,Governor,,REP,Barbara  Krueger,9,5,4
Bosque,Total,Governor,,REP,Barbara  Krueger,162,95,67
Bosque,1,Governor,,REP,SECEDE Kilgore,3,3,0
Bosque,2,Governor,,REP,SECEDE Kilgore,2,2,0
Bosque,3,Governor,,REP,SECEDE Kilgore,0,0,0
Bosque,4,Governor,,REP,SECEDE Kilgore,0,0,0
Bosque,5,Governor,,REP,SECEDE Kilgore,3,3,0
Bosque,6,Governor,,REP,SECEDE Kilgore,1,1,0
Bosque,7,Governor,,REP,SECEDE Kilgore,2,2,0
Bosque,8,Governor,,REP,SECEDE Kilgore,4,3,1
Bosque,9,Governor,,REP,SECEDE Kilgore,3,1,2
Bosque,10,Governor,,REP,SECEDE Kilgore,3,3,0
Bosque,11,Governor,,REP,SECEDE Kilgore,2,1,1
Bosque,Total,Governor,,REP,SECEDE Kilgore,23,19,4
Bosque,1,Governor,,REP,Over  Votes,0,0,0
Bosque,2,Governor,,REP,Over  Votes,0,0,0
Bosque,3,Governor,,REP,Over  Votes,0,0,0
Bosque,4,Governor,,REP,Over  Votes,0,0,0
Bosque,5,Governor,,REP,Over  Votes,0,0,0
Bosque,6,Governor,,REP,Over  Votes,0,0,0
Bosque,7,Governor,,REP,Over  Votes,0,0,0
Bosque,8,Governor,,REP,Over  Votes,0,0,0
Bosque,9,Governor,,REP,Over  Votes,0,0,0
Bosque,10,Governor,,REP,Over  Votes,0,0,0
Bosque,11,Governor,,REP,Over  Votes,0,0,0
Bosque,Total,Governor,,REP,Over  Votes,0,0,0
