county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Milam,101,U.S. Senate,,REP,Over Votes,0,0,0,0
Milam,101,U.S. Senate,,REP,Under Votes,64,38,21,5
Milam,101,Registered Voters,,,,2314,,,
Milam,101,Ballots Cast,,REP,,755,,,
Milam,101,Ballots Cast,,DEM,,89,,,
Milam,101,U.S. Senate,,REP,Stefano de Stefano,11,8,2,1
Milam,101,U.S. Senate,,REP,"Bruce Jacobson, Jr.",37,27,10,0
Milam,101,U.S. Senate,,REP,Geraldine Sam,8,6,2,0
Milam,101,U.S. Senate,,REP,Ted Cruz,574,323,201,50
Milam,101,U.S. Senate,,REP,Mary Miller,61,39,19,3
Milam,101,U.S. House,17,REP,Bill Flores,615,352,214,49
Milam,101,Governor,,REP,Barbara Krueger,60,39,19,2
Milam,101,Governor,,REP,Greg Abbott,626,358,215,53
Milam,101,Governor,,REP,SECEDE Kilgore,10,5,5,0
Milam,101,Lieutenant Governor,,REP,Scott Milder,216,128,80,8
Milam,101,Lieutenant Governor,,REP,Dan Patrick,461,259,154,48
Milam,101,Attorney General,,REP,Ken Paxton,576,323,202,51
Milam,101,Comptroller of Public Accounts,,REP,Glenn Hegar,557,310,197,50
Milam,101,Commissioner of the General Land Office,,REP,Rick Range,32,18,12,2
Milam,101,Commissioner of the General Land Office,,REP,George P. Bush,413,224,156,33
Milam,101,Commissioner of the General Land Office,,REP,Jerry Patterson,192,122,54,16
Milam,101,Commissioner of the General Land Office,,REP,Davey Edwards,22,15,6,1
Milam,101,Commissioner of Agriculture,,REP,Jim Hogan,160,87,61,12
Milam,101,Commissioner of Agriculture,,REP,Sid Miller,332,185,119,28
Milam,101,Commissioner of Agriculture,,REP,Trey Blocker,93,57,27,9
Milam,101,Railroad Commissioner,,REP,Weston Martinez,135,79,48,8
Milam,101,Railroad Commissioner,,REP,Christi Craddick,440,237,159,44
Milam,101,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,545,299,198,48
Milam,101,"Justice, Supreme Court, Place 4",,REP,John Devine,544,298,199,47
Milam,101,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,530,289,194,47
Milam,101,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,345,198,111,36
