county,office,district,candidate,party,precinct,early_voting,election_day,votes
Zavala,Attorney General,,Justin Adatto  Nelson,DEM,1,53,115,168
Zavala,Attorney General,,Justin Adatto  Nelson,DEM,1A,55,95,150
Zavala,Attorney General,,Justin Adatto  Nelson,DEM,2,171,335,506
Zavala,Attorney General,,Justin Adatto  Nelson,DEM,3,131,249,380
Zavala,Attorney General,,Justin Adatto  Nelson,DEM,4,83,188,271
Zavala,Attorney General,,Justin Adatto  Nelson,DEM,4A,41,88,129
Zavala,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,1,27,61,88
Zavala,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,1,34,76,110
Zavala,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,1A,24,44,68
Zavala,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,1A,43,67,110
Zavala,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,2,83,154,237
Zavala,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,2,128,259,387
Zavala,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,3,46,90,136
Zavala,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,3,122,216,338
Zavala,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,4,51,98,149
Zavala,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,4,58,153,211
Zavala,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,4A,21,45,66
Zavala,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,4A,31,73,104
Zavala,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,1,14,41,55
Zavala,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,1,46,103,149
Zavala,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,1A,9,21,30
Zavala,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,1A,64,99,163
Zavala,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,2,38,88,126
Zavala,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,2,185,361,546
Zavala,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,3,35,61,96
Zavala,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,3,144,262,406
Zavala,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,4,37,79,116
Zavala,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,4,79,191,270
Zavala,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,4A,14,26,40
Zavala,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,4A,43,95,138
Zavala,State Representative,80,Tracy Ogden King,DEM,1,75,170,245
Zavala,State Representative,80,Tracy Ogden King,DEM,1A,88,139,227
Zavala,State Representative,80,Tracy Ogden King,DEM,2,276,506,782
Zavala,State Representative,80,Tracy Ogden King,DEM,3,197,359,556
Zavala,State Representative,80,Tracy Ogden King,DEM,4,119,264,383
Zavala,State Representative,80,Tracy Ogden King,DEM,4A,59,126,185
Zavala,U.S. House,23,Angela Ann Villescaz,DEM,1,33,73,106
Zavala,U.S. House,23,Gina Maria Ortiz Jones,DEM,1,25,55,80
Zavala,U.S. House,23,Harry Jay Hulings,DEM,1,6,16,22
Zavala,U.S. House,23,Judith Ann Canales,DEM,1,29,56,85
Zavala,U.S. House,23,Ricardo Jose Trevio,DEM,1,7,22,29
Zavala,U.S. House,23,Angela Ann Villescaz,DEM,1A,2,4,6
Zavala,U.S. House,23,Gina Maria Ortiz Jones,DEM,1A,35,54,89
Zavala,U.S. House,23,Harry Jay Hulings,DEM,1A,21,29,50
Zavala,U.S. House,23,Judith Ann Canales,DEM,1A,29,44,73
Zavala,U.S. House,23,Ricardo Jose Trevio,DEM,1A,11,24,35
Zavala,U.S. House,23,Angela Ann Villescaz,DEM,2,30,50,80
Zavala,U.S. House,23,Gina Maria Ortiz Jones,DEM,2,88,190,278
Zavala,U.S. House,23,Harry Jay Hulings,DEM,2,70,122,192
Zavala,U.S. House,23,Judith Ann Canales,DEM,2,73,148,221
Zavala,U.S. House,23,Ricardo Jose Trevio,DEM,2,40,81,121
Zavala,U.S. House,23,Angela Ann Villescaz,DEM,3,16,34,50
Zavala,U.S. House,23,Gina Maria Ortiz Jones,DEM,3,70,139,209
Zavala,U.S. House,23,Harry Jay Hulings,DEM,3,43,89,132
Zavala,U.S. House,23,Judith Ann Canales,DEM,3,64,105,169
Zavala,U.S. House,23,Ricardo Jose Trevio,DEM,3,49,68,117
Zavala,U.S. House,23,Angela Ann Villescaz,DEM,4,27,54,81
Zavala,U.S. House,23,Gina Maria Ortiz Jones,DEM,4,38,114,152
Zavala,U.S. House,23,Harry Jay Hulings,DEM,4,10,24,34
Zavala,U.S. House,23,Judith Ann Canales,DEM,4,61,117,178
Zavala,U.S. House,23,Ricardo Jose Trevio,DEM,4,28,60,88
Zavala,U.S. House,23,Angela Ann Villescaz,DEM,4A,5,9,14
Zavala,U.S. House,23,Gina Maria Ortiz Jones,DEM,4A,18,41,59
Zavala,U.S. House,23,Harry Jay Hulings,DEM,4A,23,40,63
Zavala,U.S. House,23,Judith Ann Canales,DEM,4A,27,47,74
Zavala,U.S. House,23,Ricardo Jose Trevio,DEM,4A,14,31,45
Zavala,Governor,,Adrian Ocegueda,DEM,1,5,14,19
Zavala,Governor,,"Cedric Wayne Davis, Sr.",DEM,1,1,8,9
Zavala,Governor,,Grady Yarbrough,DEM,1,7,12,19
Zavala,Governor,,Guadalupe Valdez,DEM,1,47,88,135
Zavala,Governor,,James Jolly Clark,DEM,1,0,3,3
Zavala,Governor,,Jeffrey Alan Payne,DEM,1,2,5,7
Zavala,Governor,,Joseph William Mumbach,DEM,1,0,3,3
Zavala,Governor,,Robert Andrew  White,DEM,1,8,17,25
Zavala,Governor,,Thomas John Wakely,DEM,1,1,4,5
Zavala,Governor,,Adrian Ocegueda,DEM,1A,8,14,22
Zavala,Governor,,"Cedric Wayne Davis, Sr.",DEM,1A,1,4,5
Zavala,Governor,,Grady Yarbrough,DEM,1A,14,14,28
Zavala,Governor,,Guadalupe Valdez,DEM,1A,48,83,131
Zavala,Governor,,James Jolly Clark,DEM,1A,2,2,4
Zavala,Governor,,Jeffrey Alan Payne,DEM,1A,2,2,4
Zavala,Governor,,Joseph William Mumbach,DEM,1A,2,2,4
Zavala,Governor,,Robert Andrew  White,DEM,1A,10,16,26
Zavala,Governor,,Thomas John Wakely,DEM,1A,3,5,8
Zavala,Governor,,Adrian Ocegueda,DEM,2,21,45,66
Zavala,Governor,,"Cedric Wayne Davis, Sr.",DEM,2,7,15,22
Zavala,Governor,,Grady Yarbrough,DEM,2,16,34,50
Zavala,Governor,,Guadalupe Valdez,DEM,2,156,296,452
Zavala,Governor,,James Jolly Clark,DEM,2,5,18,23
Zavala,Governor,,Jeffrey Alan Payne,DEM,2,7,13,20
Zavala,Governor,,Joseph William Mumbach,DEM,2,2,14,16
Zavala,Governor,,Robert Andrew  White,DEM,2,23,50,73
Zavala,Governor,,Thomas John Wakely,DEM,2,5,8,13
Zavala,Governor,,Adrian Ocegueda,DEM,3,21,34,55
Zavala,Governor,,"Cedric Wayne Davis, Sr.",DEM,3,6,10,16
Zavala,Governor,,Grady Yarbrough,DEM,3,13,25,38
Zavala,Governor,,Guadalupe Valdez,DEM,3,123,220,343
Zavala,Governor,,James Jolly Clark,DEM,3,2,7,9
Zavala,Governor,,Jeffrey Alan Payne,DEM,3,7,9,16
Zavala,Governor,,Joseph William Mumbach,DEM,3,6,11,17
Zavala,Governor,,Robert Andrew  White,DEM,3,18,35,53
Zavala,Governor,,Thomas John Wakely,DEM,3,8,11,19
Zavala,Governor,,Adrian Ocegueda,DEM,4,14,43,57
Zavala,Governor,,"Cedric Wayne Davis, Sr.",DEM,4,7,13,20
Zavala,Governor,,Grady Yarbrough,DEM,4,10,20,30
Zavala,Governor,,Guadalupe Valdez,DEM,4,63,135,198
Zavala,Governor,,James Jolly Clark,DEM,4,3,7,10
Zavala,Governor,,Jeffrey Alan Payne,DEM,4,8,18,26
Zavala,Governor,,Joseph William Mumbach,DEM,4,2,9,11
Zavala,Governor,,Robert Andrew  White,DEM,4,21,43,64
Zavala,Governor,,Thomas John Wakely,DEM,4,6,9,15
Zavala,Governor,,Adrian Ocegueda,DEM,4A,9,13,22
Zavala,Governor,,"Cedric Wayne Davis, Sr.",DEM,4A,3,5,8
Zavala,Governor,,Grady Yarbrough,DEM,4A,12,13,25
Zavala,Governor,,Guadalupe Valdez,DEM,4A,36,76,112
Zavala,Governor,,James Jolly Clark,DEM,4A,7,8,15
Zavala,Governor,,Jeffrey Alan Payne,DEM,4A,2,6,8
Zavala,Governor,,Joseph William Mumbach,DEM,4A,0,2,2
Zavala,Governor,,Robert Andrew  White,DEM,4A,6,18,24
Zavala,Governor,,Thomas John Wakely,DEM,4A,0,3,3
Zavala,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,1,43,96,139
Zavala,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,1A,49,82,131
Zavala,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,2,150,309,459
Zavala,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,3,123,227,350
Zavala,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,4,72,168,240
Zavala,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,4A,35,77,112
