county,precinct,office,district,party,candidate,votes,election_day,early_voting,mail
Lee,102,Commissioner of Agriculture,,REP,Sid Miller,72,25,43,4
Lee,102,Commissioner of Agriculture,,DEM,Kim Olson,58,21,27,10
Lee,102,Commissioner of Agriculture,,LIB,Richard Carpenter,1,1,0,0
Lee,102,Railroad Commissioner,,REP,Christi Craddick,71,24,44,3
Lee,102,Railroad Commissioner,,DEM,Roman McAllen,56,21,25,10
Lee,102,Railroad Commissioner,,LIB,Mike Wright,3,2,1,0
Lee,102,"Justice, Supreme Court P2",,REP,Jimmy Blacklock,68,23,42,3
Lee,102,"Justice, Supreme Court P2",,DEM,Steven Kirkland,62,23,28,11
Lee,102,"Justice, Supreme Court P4",,REP,John Devine,69,23,43,3
Lee,102,"Justice, Supreme Court P4",,DEM,R.K. Sandill,60,23,27,10
Lee,102,"Justice, Supreme Court P6",,REP,Jeff Brown,72,24,44,4
Lee,102,"Justice, Supreme Court P6",,DEM,Kathy Cheng,60,23,27,10
Lee,102,Presiding Criminal Appeals,,REP,Sharon Keller,70,23,44,3
Lee,102,Presiding Criminal Appeals,,DEM,Maria T. Jackson,57,22,25,10
Lee,102,Presiding Criminal Appeals,,LIB,William Strange III,3,1,2,0
Lee,102,"Judge, Court of Criminal Appeals P7",,REP,B. Parker Hervey,69,23,43,3
Lee,102,"Judge, Court of Criminal Appeals P7",,DEM,Ramona Franklin,61,23,28,10
Lee,102,"Judge, Court of Criminal Appeals P8",,REP,Michelle Slaughter,74,25,46,3
Lee,102,"Judge, Court of Criminal Appeals P8",,LIB,Mark Ash,11,4,5,2
Lee,102,State Representative,17,REP,John P. Cyrier,74,26,45,3
Lee,102,State Representative,17,DEM,Michelle Ryan,58,21,27,10
Lee,102,Justice Court of Appeals D3 P2,,REP,C. Olson Bourland,68,23,43,2
Lee,102,Justice Court of Appeals D3 P2,,DEM,Edward Smith,60,23,28,9
Lee,102,Justice Court of Appeals D3 P3,,REP,Scott Field,70,24,44,2
Lee,102,Justice Court of Appeals D3 P3,,DEM,Chari Kelly,58,22,27,9
Lee,102,Justice Court of Appeals D3 P5,,REP,David Puryear,68,23,43,2
Lee,102,Justice Court of Appeals D3 P5,,DEM,Thomas J. Baker,60,23,28,9
Lee,102,Justice Court of Appeals D3 P6,,DEM,Gisela D. Triana,58,22,27,9
Lee,102,Justice Court of Appeals D3 P6,,NP,Kerry O'Brien,0,0,0,0
Lee,102,Justice Court of Appeals D3 P6,,NP,Write-in 30,0,0,0,0
Lee,102,County Judge,,REP,Paul E Fischer,94,36,54,4
Lee,102,District Clerk,,REP,Lisa Teinert,84,33,48,3
Lee,102,County Clerk,,REP,Sharon Blasig,92,35,52,5
Lee,102,County Treasurer,,REP,Melinda Krause,87,35,49,3
Lee,102,Justice Peace P2,,REP,Michael York,86,34,49,3
Lee,103,Straight Party,,REP,Republican,84,37,39,8
Lee,103,Straight Party,,DEM,Democratic,4,2,1,1
Lee,103,Straight Party,,LIB,Libertarian,0,0,0,0
Lee,103,U.S. Senate,,REP,Ted Cruz,124,54,60,10
Lee,103,U.S. Senate,,DEM,Beto O'Rourke,13,4,7,2
Lee,103,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0,0
Lee,103,U.S. House,10,REP,Michael T. McCaul,121,50,61,10
Lee,103,U.S. House,10,DEM,Mike Siegel,14,6,6,2
Lee,103,U.S. House,10,LIB,Mike Ryan,0,0,0,0
Lee,103,Governor,,REP,Greg Abbott,129,57,62,10
Lee,103,Governor,,DEM,Lupe Valdez,8,2,4,2
Lee,103,Governor,,LIB,Mark Jay Tippetts,1,0,1,0
Lee,103,Lt. Governor,,REP,Dan Patrick,118,51,57,10
Lee,103,Lt. Governor,,DEM,Mike Collier,18,6,10,2
Lee,103,Lt. Governor,,LIB,K. Douglas McKennon,0,0,0,0
Lee,103,Attorney General,,REP,Ken Paxton,118,50,58,10
Lee,103,Attorney General,,DEM,Justin Nelson,16,5,9,2
Lee,103,Attorney General,,LIB,Michael Ray Harris,1,1,0,0
Lee,103,Comptroller Public Accts,,REP,Glenn Hegar,120,52,59,9
Lee,103,Comptroller Public Accts,,DEM,Joi Chevalier,10,3,5,2
Lee,103,Comptroller Public Accts,,LIB,Ben Sanders,3,1,2,0
Lee,103,Commissioner Gen Land Office,,REP,George P. Bush,122,52,61,9
Lee,103,Commissioner Gen Land Office,,DEM,Miguel Suazo,9,2,5,2
Lee,103,Commissioner Gen Land Office,,LIB,Matt Pina,3,2,1,0
Lee,103,Commissioner of Agriculture,,REP,Sid Miller,116,48,59,9
Lee,103,Commissioner of Agriculture,,DEM,Kim Olson,15,5,8,2
Lee,103,Commissioner of Agriculture,,LIB,Richard Carpenter,2,2,0,0
Lee,103,Railroad Commissioner,,REP,Christi Craddick,116,49,58,9
Lee,103,Railroad Commissioner,,DEM,Roman McAllen,13,3,8,2
Lee,103,Railroad Commissioner,,LIB,Mike Wright,4,3,1,0
Lee,103,"Justice, Supreme Court P2",,REP,Jimmy Blacklock,119,51,59,9
Lee,103,"Justice, Supreme Court P2",,DEM,Steven Kirkland,12,4,6,2
Lee,103,"Justice, Supreme Court P4",,REP,John Devine,118,51,58,9
Lee,103,"Justice, Supreme Court P4",,DEM,R.K. Sandill,12,4,6,2
Lee,103,"Justice, Supreme Court P6",,REP,Jeff Brown,118,51,58,9
Lee,103,"Justice, Supreme Court P6",,DEM,Kathy Cheng,14,4,8,2
Lee,103,Presiding Criminal Appeals,,REP,Sharon Keller,122,53,60,9
Lee,103,Presiding Criminal Appeals,,DEM,Maria T. Jackson,9,2,4,3
Lee,103,Presiding Criminal Appeals,,LIB,William Strange III,3,0,3,0
Lee,103,"Judge, Court of Criminal Appeals P7",,REP,B. Parker Hervey,121,51,61,9
Lee,103,"Judge, Court of Criminal Appeals P7",,DEM,Ramona Franklin,12,4,6,2
Lee,103,"Judge, Court of Criminal Appeals P8",,REP,Michelle Slaughter,121,52,59,10
Lee,103,"Judge, Court of Criminal Appeals P8",,LIB,Mark Ash,8,2,6,0
Lee,103,State Representative,17,REP,John P. Cyrier,120,50,60,10
Lee,103,State Representative,17,DEM,Michelle Ryan,14,5,7,2
Lee,103,Justice Court of Appeals D3 P2,,REP,C. Olson Bourland,120,51,60,9
Lee,103,Justice Court of Appeals D3 P2,,DEM,Edward Smith,11,3,6,2
Lee,103,Justice Court of Appeals D3 P3,,REP,Scott Field,118,52,57,9
Lee,103,Justice Court of Appeals D3 P3,,DEM,Chari Kelly,11,2,7,2
Lee,103,Justice Court of Appeals D3 P5,,REP,David Puryear,118,52,57,9
Lee,103,Justice Court of Appeals D3 P5,,DEM,Thomas J. Baker,12,3,7,2
Lee,103,Justice Court of Appeals D3 P6,,DEM,Gisela D. Triana,12,2,8,2
Lee,103,Justice Court of Appeals D3 P6,,NP,Kerry O'Brien,0,0,0,0
Lee,103,Justice Court of Appeals D3 P6,,NP,Write-in 30,0,0,0,0
Lee,103,County Judge,,REP,Paul E Fischer,129,57,61,11
Lee,103,District Clerk,,REP,Lisa Teinert,127,54,62,11
Lee,103,County Clerk,,REP,Sharon Blasig,129,56,62,11
Lee,103,County Treasurer,,REP,Melinda Krause,125,52,62,11
Lee,103,Justice Peace P4,,REP,Danita Smith,129,55,63,11
Lee,201,Straight Party,,REP,Republican,177,72,94,11
Lee,201,Straight Party,,DEM,Democratic,12,5,6,1
Lee,201,Straight Party,,LIB,Libertarian,0,0,0,0
Lee,201,U.S. Senate,,REP,Ted Cruz,349,170,168,11
Lee,201,U.S. Senate,,DEM,Beto O'Rourke,27,12,13,2
Lee,201,U.S. Senate,,LIB,Neal M. Dikeman,1,0,1,0
Lee,201,U.S. House,10,REP,Michael T. McCaul,350,169,170,11
Lee,201,U.S. House,10,DEM,Mike Siegel,26,12,12,2
Lee,201,U.S. House,10,LIB,Mike Ryan,0,0,0,0
Lee,201,Governor,,REP,Greg Abbott,355,174,169,12
Lee,201,Governor,,DEM,Lupe Valdez,22,8,13,1
Lee,201,Governor,,LIB,Mark Jay Tippetts,1,0,1,0
Lee,201,Lt. Governor,,REP,Dan Patrick,337,166,160,11
Lee,201,Lt. Governor,,DEM,Mike Collier,35,15,18,2
Lee,201,Lt. Governor,,LIB,K. Douglas McKennon,5,1,4,0
Lee,201,Attorney General,,REP,Ken Paxton,342,166,164,12
Lee,201,Attorney General,,DEM,Justin Nelson,31,14,16,1
Lee,201,Attorney General,,LIB,Michael Ray Harris,2,0,2,0
Lee,201,Comptroller Public Accts,,REP,Glenn Hegar,344,168,164,12
Lee,201,Comptroller Public Accts,,DEM,Joi Chevalier,26,11,14,1
Lee,201,Comptroller Public Accts,,LIB,Ben Sanders,3,1,2,0
Lee,201,Commissioner Gen Land Office,,REP,George P. Bush,347,168,167,12
Lee,201,Commissioner Gen Land Office,,DEM,Miguel Suazo,24,10,13,1
Lee,201,Commissioner Gen Land Office,,LIB,Matt Pina,4,2,2,0
Lee,201,Commissioner of Agriculture,,REP,Sid Miller,335,161,162,12
Lee,201,Commissioner of Agriculture,,DEM,Kim Olson,36,16,19,1
Lee,201,Commissioner of Agriculture,,LIB,Richard Carpenter,2,2,0,0
Lee,201,Railroad Commissioner,,REP,Christi Craddick,339,163,165,11
Lee,201,Railroad Commissioner,,DEM,Roman McAllen,29,11,16,2
Lee,201,Railroad Commissioner,,LIB,Mike Wright,5,3,2,0
Lee,201,"Justice, Supreme Court P2",,REP,Jimmy Blacklock,348,167,170,11
Lee,201,"Justice, Supreme Court P2",,DEM,Steven Kirkland,24,10,12,2
Lee,201,"Justice, Supreme Court P4",,REP,John Devine,347,166,169,12
Lee,201,"Justice, Supreme Court P4",,DEM,R.K. Sandill,24,11,12,1
Lee,201,"Justice, Supreme Court P6",,REP,Jeff Brown,344,166,166,12
Lee,201,"Justice, Supreme Court P6",,DEM,Kathy Cheng,26,10,15,1
Lee,201,Presiding Criminal Appeals,,REP,Sharon Keller,342,161,170,11
Lee,201,Presiding Criminal Appeals,,DEM,Maria T. Jackson,26,12,12,2
Lee,201,Presiding Criminal Appeals,,LIB,William Strange III,2,2,0,0
Lee,201,"Judge, Court of Criminal Appeals P7",,REP,B. Parker Hervey,342,163,168,11
Lee,201,"Judge, Court of Criminal Appeals P7",,DEM,Ramona Franklin,27,12,13,2
Lee,201,"Judge, Court of Criminal Appeals P8",,REP,Michelle Slaughter,347,164,171,12
Lee,201,"Judge, Court of Criminal Appeals P8",,LIB,Mark Ash,10,7,3,0
Lee,201,State Representative,17,REP,John P. Cyrier,354,171,172,11
Lee,201,State Representative,17,DEM,Michelle Ryan,22,9,11,2
Lee,201,Justice Court of Appeals D3 P2,,REP,C. Olson Bourland,340,163,166,11
Lee,201,Justice Court of Appeals D3 P2,,DEM,Edward Smith,32,15,15,2
Lee,201,Justice Court of Appeals D3 P3,,REP,Scott Field,346,167,168,11
Lee,201,Justice Court of Appeals D3 P3,,DEM,Chari Kelly,28,12,14,2
Lee,201,Justice Court of Appeals D3 P5,,REP,David Puryear,343,163,169,11
Lee,201,Justice Court of Appeals D3 P5,,DEM,Thomas J. Baker,28,14,12,2
Lee,201,Justice Court of Appeals D3 P6,,DEM,Gisela D. Triana,27,14,12,1
Lee,201,Justice Court of Appeals D3 P6,,NP,Kerry O'Brien,0,0,0,0
Lee,201,Justice Court of Appeals D3 P6,,NP,Write-in 30,0,0,0,0
Lee,201,County Judge,,REP,Paul E Fischer,352,168,172,12
Lee,201,District Clerk,,REP,Lisa Teinert,358,173,173,12
Lee,201,County Clerk,,REP,Sharon Blasig,357,173,172,12
Lee,201,County Treasurer,,REP,Melinda Krause,347,166,169,12
Lee,201,County Commissioner Pct 2,,REP,Richard Wagner,363,175,176,12
Lee,201,Justice Peace P2,,REP,Michael York,361,173,176,12
Lee,202,Straight Party,,REP,Republican,457,145,281,31
Lee,202,Straight Party,,DEM,Democratic,79,31,38,10
Lee,202,Straight Party,,LIB,Libertarian,1,1,0,0
Lee,202,U.S. Senate,,REP,Ted Cruz,784,256,482,46
Lee,202,U.S. Senate,,DEM,Beto O'Rourke,154,53,85,16
Lee,202,U.S. Senate,,LIB,Neal M. Dikeman,6,1,4,1
Lee,202,U.S. House,10,REP,Michael T. McCaul,778,249,485,44
Lee,202,U.S. House,10,DEM,Mike Siegel,142,51,78,13
Lee,202,U.S. House,10,LIB,Mike Ryan,13,7,6,0
Lee,202,Governor,,REP,Greg Abbott,803,265,491,47
Lee,202,Governor,,DEM,Lupe Valdez,130,44,71,15
Lee,202,Governor,,LIB,Mark Jay Tippetts,6,1,4,1
Lee,202,Lt. Governor,,REP,Dan Patrick,723,240,440,43
Lee,202,Lt. Governor,,DEM,Mike Collier,204,64,120,20
Lee,202,Lt. Governor,,LIB,K. Douglas McKennon,10,5,5,0
Lee,202,Attorney General,,REP,Ken Paxton,747,246,456,45
Lee,202,Attorney General,,DEM,Justin Nelson,172,57,97,18
Lee,202,Attorney General,,LIB,Michael Ray Harris,19,6,13,0
Lee,202,Comptroller Public Accts,,REP,Glenn Hegar,780,251,484,45
Lee,202,Comptroller Public Accts,,DEM,Joi Chevalier,135,47,71,17
Lee,202,Comptroller Public Accts,,LIB,Ben Sanders,15,6,8,1
Lee,202,Commissioner Gen Land Office,,REP,George P. Bush,781,256,480,45
Lee,202,Commissioner Gen Land Office,,DEM,Miguel Suazo,130,46,68,16
Lee,202,Commissioner Gen Land Office,,LIB,Matt Pina,21,5,14,2
Lee,202,Commissioner of Agriculture,,REP,Sid Miller,754,245,467,42
Lee,202,Commissioner of Agriculture,,DEM,Kim Olson,160,51,91,18
Lee,202,Commissioner of Agriculture,,LIB,Richard Carpenter,15,9,5,1
Lee,202,Railroad Commissioner,,REP,Christi Craddick,763,246,474,43
Lee,202,Railroad Commissioner,,DEM,Roman McAllen,139,48,73,18
Lee,202,Railroad Commissioner,,LIB,Mike Wright,23,11,11,1
Lee,202,"Justice, Supreme Court P2",,REP,Jimmy Blacklock,770,249,478,43
Lee,202,"Justice, Supreme Court P2",,DEM,Steven Kirkland,152,56,78,18
Lee,202,"Justice, Supreme Court P4",,REP,John Devine,777,254,478,45
Lee,202,"Justice, Supreme Court P4",,DEM,R.K. Sandill,145,50,78,17
Lee,202,"Justice, Supreme Court P6",,REP,Jeff Brown,770,248,477,45
Lee,202,"Justice, Supreme Court P6",,DEM,Kathy Cheng,147,53,77,17
Lee,202,Presiding Criminal Appeals,,REP,Sharon Keller,774,250,479,45
Lee,202,Presiding Criminal Appeals,,DEM,Maria T. Jackson,142,51,74,17
Lee,202,Presiding Criminal Appeals,,LIB,William Strange III,10,4,6,0
Lee,202,"Judge, Court of Criminal Appeals P7",,REP,B. Parker Hervey,776,255,477,44
Lee,202,"Judge, Court of Criminal Appeals P7",,DEM,Ramona Franklin,143,50,76,17
Lee,202,"Judge, Court of Criminal Appeals P8",,REP,Michelle Slaughter,799,269,487,43
Lee,202,"Judge, Court of Criminal Appeals P8",,LIB,Mark Ash,61,13,43,5
Lee,202,State Representative,17,REP,John P. Cyrier,789,257,490,42
Lee,202,State Representative,17,DEM,Michelle Ryan,139,49,75,15
Lee,202,Justice Court of Appeals D3 P2,,REP,C. Olson Bourland,778,254,480,44
Lee,202,Justice Court of Appeals D3 P2,,DEM,Edward Smith,139,48,76,15
Lee,202,Justice Court of Appeals D3 P3,,REP,Scott Field,778,253,481,44
Lee,202,Justice Court of Appeals D3 P3,,DEM,Chari Kelly,142,52,75,15
Lee,202,Justice Court of Appeals D3 P5,,REP,David Puryear,773,254,476,43
Lee,202,Justice Court of Appeals D3 P5,,DEM,Thomas J. Baker,148,50,82,16
Lee,202,Justice Court of Appeals D3 P6,,DEM,Gisela D. Triana,145,49,81,15
Lee,202,Justice Court of Appeals D3 P6,,NP,Kerry O'Brien,0,0,0,0
Lee,202,Justice Court of Appeals D3 P6,,NP,Write-in 30,2,0,1,1
Lee,202,County Judge,,REP,Paul E Fischer,838,282,512,44
Lee,202,District Clerk,,REP,Lisa Teinert,845,282,519,44
Lee,202,County Clerk,,REP,Sharon Blasig,840,283,513,44
Lee,202,County Treasurer,,REP,Melinda Krause,811,276,492,43
Lee,202,County Commissioner Pct 2,,REP,Richard Wagner,839,279,517,43
Lee,202,Justice Peace P2,,REP,Michael York,836,283,511,42
Lee,203,Straight Party,,REP,Republican,128,42,82,4
Lee,203,Straight Party,,DEM,Democratic,11,4,7,0
Lee,203,Straight Party,,LIB,Libertarian,0,0,0,0
Lee,203,U.S. Senate,,REP,Ted Cruz,201,63,131,7
Lee,203,U.S. Senate,,DEM,Beto O'Rourke,30,13,15,2
Lee,203,U.S. Senate,,LIB,Neal M. Dikeman,2,0,2,0
Lee,203,U.S. House,10,REP,Michael T. McCaul,202,61,134,7
Lee,203,U.S. House,10,DEM,Mike Siegel,29,13,14,2
Lee,203,U.S. House,10,LIB,Mike Ryan,1,1,0,0
Lee,203,Governor,,REP,Greg Abbott,210,68,135,7
Lee,203,Governor,,DEM,Lupe Valdez,21,7,12,2
Lee,203,Governor,,LIB,Mark Jay Tippetts,1,1,0,0
Lee,203,Lt. Governor,,REP,Dan Patrick,191,57,127,7
Lee,203,Lt. Governor,,DEM,Mike Collier,39,19,18,2
Lee,203,Lt. Governor,,LIB,K. Douglas McKennon,2,0,2,0
Lee,203,Attorney General,,REP,Ken Paxton,192,57,129,6
Lee,203,Attorney General,,DEM,Justin Nelson,32,12,17,3
Lee,203,Attorney General,,LIB,Michael Ray Harris,5,4,1,0
Lee,203,Comptroller Public Accts,,REP,Glenn Hegar,200,60,133,7
Lee,203,Comptroller Public Accts,,DEM,Joi Chevalier,23,8,13,2
Lee,203,Comptroller Public Accts,,LIB,Ben Sanders,5,3,2,0
Lee,203,Commissioner Gen Land Office,,REP,George P. Bush,199,60,132,7
Lee,203,Commissioner Gen Land Office,,DEM,Miguel Suazo,27,11,14,2
Lee,203,Commissioner Gen Land Office,,LIB,Matt Pina,3,2,1,0
Lee,203,Commissioner of Agriculture,,REP,Sid Miller,189,55,127,7
Lee,203,Commissioner of Agriculture,,DEM,Kim Olson,34,15,17,2
Lee,203,Commissioner of Agriculture,,LIB,Richard Carpenter,1,1,0,0
Lee,203,Railroad Commissioner,,REP,Christi Craddick,190,57,127,6
Lee,203,Railroad Commissioner,,DEM,Roman McAllen,29,12,14,3
Lee,203,Railroad Commissioner,,LIB,Mike Wright,4,1,3,0
Lee,203,"Justice, Supreme Court P2",,REP,Jimmy Blacklock,188,55,127,6
Lee,203,"Justice, Supreme Court P2",,DEM,Steven Kirkland,32,15,15,2
Lee,203,"Justice, Supreme Court P4",,REP,John Devine,192,56,129,7
Lee,203,"Justice, Supreme Court P4",,DEM,R.K. Sandill,29,13,14,2
Lee,203,"Justice, Supreme Court P6",,REP,Jeff Brown,191,57,128,6
Lee,203,"Justice, Supreme Court P6",,DEM,Kathy Cheng,29,11,15,3
Lee,203,Presiding Criminal Appeals,,REP,Sharon Keller,190,55,129,6
Lee,203,Presiding Criminal Appeals,,DEM,Maria T. Jackson,28,11,14,3
Lee,203,Presiding Criminal Appeals,,LIB,William Strange III,4,3,1,0
Lee,203,"Judge, Court of Criminal Appeals P7",,REP,B. Parker Hervey,195,59,130,6
Lee,203,"Judge, Court of Criminal Appeals P7",,DEM,Ramona Franklin,25,10,13,2
Lee,203,"Judge, Court of Criminal Appeals P8",,REP,Michelle Slaughter,196,61,128,7
Lee,203,"Judge, Court of Criminal Appeals P8",,LIB,Mark Ash,15,4,10,1
Lee,203,State Representative,17,REP,John P. Cyrier,196,58,131,7
Lee,203,State Representative,17,DEM,Michelle Ryan,29,12,15,2
Lee,203,Justice Court of Appeals D3 P2,,REP,C. Olson Bourland,191,56,129,6
Lee,203,Justice Court of Appeals D3 P2,,DEM,Edward Smith,27,12,13,2
Lee,203,Justice Court of Appeals D3 P3,,REP,Scott Field,191,57,128,6
Lee,203,Justice Court of Appeals D3 P3,,DEM,Chari Kelly,28,11,15,2
Lee,203,Justice Court of Appeals D3 P5,,REP,David Puryear,192,57,129,6
Lee,203,Justice Court of Appeals D3 P5,,DEM,Thomas J. Baker,28,12,14,2
Lee,203,Justice Court of Appeals D3 P6,,DEM,Gisela D. Triana,28,11,15,2
Lee,203,Justice Court of Appeals D3 P6,,NP,Kerry O'Brien,0,0,0,0
Lee,203,Justice Court of Appeals D3 P6,,NP,Write-in 30,1,0,0,1
Lee,203,County Judge,,REP,Paul E Fischer,207,66,134,7
Lee,203,District Clerk,,REP,Lisa Teinert,206,66,133,7
Lee,203,County Clerk,,REP,Sharon Blasig,207,67,133,7
Lee,203,County Treasurer,,REP,Melinda Krause,204,66,131,7
Lee,203,County Commissioner Pct 2,,REP,Richard Wagner,205,64,134,7
Lee,203,Justice Peace P2,,REP,Michael York,209,68,133,8
Lee,301,Straight Party,,REP,Republican,36,24,9,3
Lee,301,Straight Party,,DEM,Democratic,5,2,1,2
Lee,301,Straight Party,,LIB,Libertarian,0,0,0,0
Lee,301,U.S. Senate,,REP,Ted Cruz,64,48,13,3
Lee,301,U.S. Senate,,DEM,Beto O'Rourke,8,3,3,2
Lee,301,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0,0
Lee,301,U.S. House,17,REP,Bill Flores,62,46,13,3
Lee,301,U.S. House,17,DEM,Rick Kennedy,9,5,2,2
Lee,301,U.S. House,17,LIB,Peter Churchman,1,0,1,0
Lee,301,Governor,,REP,Greg Abbott,66,49,14,3
Lee,301,Governor,,DEM,Lupe Valdez,5,2,1,2
Lee,301,Governor,,LIB,Mark Jay Tippetts,1,0,1,0
Lee,301,Lt. Governor,,REP,Dan Patrick,59,43,13,3
Lee,301,Lt. Governor,,DEM,Mike Collier,12,8,2,2
