county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Red River,3,Comptroller of Public Accounts,,DEM,Joi Chevalier,243,111,123,9
Red River,3,Comptroller of Public Accounts,,LIB,Ben Sanders,12,7,4,1
Red River,3,Commissioner of the General Land Office,,REP,George P. Bush,303,90,194,19
Red River,3,Commissioner of the General Land Office,,DEM,Miguel Suazo,244,112,122,10
Red River,3,Commissioner of the General Land Office,,LIB,Matt Pina,12,4,8,0
Red River,3,Commissioner of Agriculture,,REP,Sid Miller,291,87,187,17
Red River,3,Commissioner of Agriculture,,DEM,Kim Olson,262,115,136,11
Red River,3,Commissioner of Agriculture,,LIB,Richard Carpenter,7,4,2,1
Red River,3,Railroad Commissioner,,REP,Christi Craddick,300,89,195,16
Red River,3,Railroad Commissioner,,DEM,Roman McAllen,249,114,124,11
Red River,3,Railroad Commissioner,,LIB,Mike Wright,9,2,5,2
Red River,3,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,303,92,193,18
Red River,3,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,259,114,134,11
Red River,3,"Justice, Supreme Court, Place 4",,REP,John Devine,305,93,194,18
Red River,3,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,255,113,131,11
Red River,3,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,303,92,192,19
Red River,3,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,257,114,133,10
Red River,3,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,295,89,189,17
Red River,3,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,260,114,135,11
Red River,3,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,5,2,2,1
Red River,3,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,302,92,193,17
Red River,3,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,255,112,131,12
Red River,3,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,308,91,201,16
Red River,3,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,102,46,50,6
Red River,3,State Representative,1,REP,Gary Van Deaver,368,116,232,20
Red River,3,"Justice, 6th Court of Appeals District, Place No. 2",,REP,Scott Stevens,345,111,215,19
Red River,3,"District Judge, 102nd Judicial District",,REP,Jeff M. Addison,342,109,214,19
Red River,3,County Judge,,REP,L. D. Williamson,364,115,227,22
Red River,3,District Clerk,,DEM,Janice Bivins Gentry,330,154,163,13
Red River,3,County Clerk,,REP,Shawn Sargent Weemes,360,115,223,22
Red River,3,County Treasurer,,REP,Sandra Storey Embrey,354,113,221,20
Red River,3,Justice of the Peace ,,REP,Shelley Benton,364,119,225,20
Red River,4,Straight Party,,REP,Republican Party    REP,215,40,162,13
Red River,4,Straight Party,,DEM,Democratic Party   DEM,127,44,76,7
Red River,4,Straight Party,,LIB,Libertarian Party    LIB,0,0,0,0
Red River,4,U.S. Senate,,REP,Ted Cruz,301,67,215,19
Red River,4,U.S. Senate,,DEM,Beto O'Rourke,178,67,101,10
Red River,4,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0,0
Red River,4,U.S. House,4,REP,John Ratcliffe,302,66,217,19
Red River,4,U.S. House,4,DEM,Catherine Krantz,171,62,99,10
Red River,4,U.S. House,4,LIB,Ken Ashby,5,5,0,0
Red River,4,Governor,,REP,Greg Abbott,311,70,221,20
Red River,4,Governor,,DEM,Lupe Valdez,164,60,95,9
Red River,4,Governor,,LIB,Mark Jay Tippetts,5,4,1,0
Red River,4,Lieutenant Governor,,REP,Dan Patrick,293,65,211,17
Red River,4,Lieutenant Governor,,DEM,Mike Collier,180,64,104,12
Red River,4,Lieutenant Governor,,LIB,Kerry Douglas McKennon,5,5,0,0
Red River,4,Attorney General,,REP,Ken Paxton,287,56,214,17
Red River,4,Attorney General,,DEM,Justin Nelson,185,72,101,12
Red River,4,Attorney General,,LIB,Michael Ray Harris,6,6,0,0
Red River,4,Comptroller of Public Accounts,,REP,Glenn Hegar,297,63,216,18
Red River,4,Comptroller of Public Accounts,,DEM,Joi Chevalier,175,68,96,11
Red River,4,Comptroller of Public Accounts,,LIB,Ben Sanders,4,3,1,0
Red River,4,Commissioner of the General Land Office,,REP,George P. Bush,303,66,219,18
Red River,4,Commissioner of the General Land Office,,DEM,Miguel Suazo,161,60,92,9
Red River,4,Commissioner of the General Land Office,,LIB,Matt Pina,14,8,4,2
Red River,4,Commissioner of Agriculture,,REP,Sid Miller,295,64,214,17
Red River,4,Commissioner of Agriculture,,DEM,Kim Olson,174,66,96,12
Red River,4,Commissioner of Agriculture,,LIB,Richard Carpenter,5,4,1,0
Red River,4,Railroad Commissioner,,REP,Christi Craddick,300,65,217,18
Red River,4,Railroad Commissioner,,DEM,Roman McAllen,167,62,94,11
Red River,4,Railroad Commissioner,,LIB,Mike Wright,8,7,1,0
Red River,4,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,300,67,216,17
Red River,4,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,171,65,95,11
Red River,4,"Justice, Supreme Court, Place 4",,REP,John Devine,301,70,214,17
Red River,4,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,170,63,96,11
Red River,4,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,296,66,213,17
Red River,4,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,177,67,99,11
Red River,4,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,297,64,216,17
Red River,4,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,167,63,93,11
Red River,4,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,9,6,3,0
Red River,4,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,301,68,217,16
Red River,4,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,167,62,94,11
Red River,4,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,318,72,229,17
Red River,4,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,48,20,21,7
Red River,4,State Representative,1,REP,Gary Van Deaver,362,90,245,27
Red River,4,"Justice, 6th Court of Appeals District, Place No. 2",,REP,Scott Stevens,342,88,231,23
Red River,4,"District Judge, 102nd Judicial District",,REP,Jeff M. Addison,340,88,229,23
Red River,4,County Judge,,REP,L. D. Williamson,362,90,248,24
Red River,4,District Clerk,,DEM,Janice Bivins Gentry,262,94,153,15
Red River,4,County Clerk,,REP,Shawn Sargent Weemes,362,91,246,25
Red River,4,County Treasurer,,REP,Sandra Storey Embrey,355,89,242,24
Red River,4,"County Commissioner, Precinct No. 4",,REP,Dan (Danny) Halley,343,86,232,25
Red River,4,Justice of the Peace ,,REP,Shelley Benton,358,91,243,24
Red River,5,Straight Party,,REP,Republican Party    REP,325,196,118,11
Red River,5,Straight Party,,DEM,Democratic Party   DEM,42,25,11,6
Red River,5,Straight Party,,LIB,Libertarian Party    LIB,2,2,0,0
Red River,5,U.S. Senate,,REP,Ted Cruz,494,304,171,19
Red River,5,U.S. Senate,,DEM,Beto O'Rourke,64,35,20,9
Red River,5,U.S. Senate,,LIB,Neal M. Dikeman,1,1,0,0
Red River,5,U.S. House,4,REP,John Ratcliffe,491,303,169,19
Red River,5,U.S. House,4,DEM,Catherine Krantz,58,31,18,9
Red River,5,U.S. House,4,LIB,Ken Ashby,7,5,2,0
Red River,5,Governor,,REP,Greg Abbott,491,300,172,19
Red River,5,Governor,,DEM,Lupe Valdez,61,34,18,9
Red River,5,Governor,,LIB,Mark Jay Tippetts,5,5,0,0
Red River,5,Lieutenant Governor,,REP,Dan Patrick,470,287,165,18
Red River,5,Lieutenant Governor,,DEM,Mike Collier,81,47,24,10
Red River,5,Lieutenant Governor,,LIB,Kerry Douglas McKennon,7,6,1,0
Red River,5,Attorney General,,REP,Ken Paxton,479,296,166,17
Red River,5,Attorney General,,DEM,Justin Nelson,70,36,23,11
Red River,5,Attorney General,,LIB,Michael Ray Harris,6,5,1,0
Red River,5,Comptroller of Public Accounts,,REP,Glenn Hegar,479,293,166,20
Red River,5,Comptroller of Public Accounts,,DEM,Joi Chevalier,58,31,19,8
Red River,5,Comptroller of Public Accounts,,LIB,Ben Sanders,10,9,1,0
Red River,5,Commissioner of the General Land Office,,REP,George P. Bush,485,299,168,18
Red River,5,Commissioner of the General Land Office,,DEM,Miguel Suazo,57,30,18,9
Red River,5,Commissioner of the General Land Office,,LIB,Matt Pina,9,7,2,0
Red River,5,Commissioner of Agriculture,,REP,Sid Miller,482,297,167,18
Red River,5,Commissioner of Agriculture,,DEM,Kim Olson,62,33,20,9
Red River,5,Commissioner of Agriculture,,LIB,Richard Carpenter,7,7,0,0
Red River,5,Railroad Commissioner,,REP,Christi Craddick,478,294,166,18
Red River,5,Railroad Commissioner,,DEM,Roman McAllen,59,32,18,9
Red River,5,Railroad Commissioner,,LIB,Mike Wright,9,8,1,0
Red River,5,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,487,302,167,18
Red River,5,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,61,33,19,9
Red River,5,"Justice, Supreme Court, Place 4",,REP,John Devine,482,298,166,18
Red River,5,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,65,36,20,9
Red River,5,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,484,300,166,18
Red River,5,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,62,33,20,9
Red River,5,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,476,293,165,18
Red River,5,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,62,32,21,9
Red River,5,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,8,8,0,0
Red River,5,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,481,300,163,18
Red River,5,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,62,32,21,9
Red River,5,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,479,296,165,18
Red River,5,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,37,21,12,4
Red River,5,State Representative,1,REP,Gary Van Deaver,504,312,172,20
Red River,5,"Justice, 6th Court of Appeals District, Place No. 2",,REP,Scott Stevens,494,308,169,17
Red River,5,"District Judge, 102nd Judicial District",,REP,Jeff M. Addison,493,309,167,17
Red River,5,County Judge,,REP,L. D. Williamson,493,308,166,19
Red River,5,District Clerk,,DEM,Janice Bivins Gentry,262,168,80,14
Red River,5,County Clerk,,REP,Shawn Sargent Weemes,505,311,172,22
Red River,5,County Treasurer,,REP,Sandra Storey Embrey,495,308,167,20
Red River,5,Justice of the Peace ,,REP,Shelley Benton,498,309,169,20
Red River,7,Straight Party,,REP,Republican Party    REP,82,45,33,4
Red River,7,Straight Party,,DEM,Democratic Party   DEM,19,11,8,0
Red River,7,Straight Party,,LIB,Libertarian Party    LIB,1,0,0,1
Red River,7,U.S. Senate,,REP,Ted Cruz,124,71,44,9
Red River,7,U.S. Senate,,DEM,Beto O'Rourke,26,16,10,0
Red River,7,U.S. Senate,,LIB,Neal M. Dikeman,1,0,0,1
Red River,7,U.S. House,4,REP,John Ratcliffe,125,73,44,8
Red River,7,U.S. House,4,DEM,Catherine Krantz,24,13,10,1
Red River,7,U.S. House,4,LIB,Ken Ashby,1,0,0,1
Red River,7,Governor,,REP,Greg Abbott,127,74,44,9
Red River,7,Governor,,DEM,Lupe Valdez,23,13,10,0
Red River,7,Governor,,LIB,Mark Jay Tippetts,1,0,0,1
Red River,7,Lieutenant Governor,,REP,Dan Patrick,114,65,41,8
Red River,7,Lieutenant Governor,,DEM,Mike Collier,34,20,13,1
Red River,7,Lieutenant Governor,,LIB,Kerry Douglas McKennon,1,0,0,1
Red River,7,Attorney General,,REP,Ken Paxton,120,71,42,7
Red River,7,Attorney General,,DEM,Justin Nelson,28,16,10,2
Red River,7,Attorney General,,LIB,Michael Ray Harris,3,0,2,1
Red River,7,Comptroller of Public Accounts,,REP,Glenn Hegar,122,70,44,8
Red River,7,Comptroller of Public Accounts,,DEM,Joi Chevalier,24,13,10,1
Red River,7,Comptroller of Public Accounts,,LIB,Ben Sanders,3,2,0,1
Red River,7,Commissioner of the General Land Office,,REP,George P. Bush,121,70,43,8
Red River,7,Commissioner of the General Land Office,,DEM,Miguel Suazo,24,14,10,0
Red River,7,Commissioner of the General Land Office,,LIB,Matt Pina,3,1,1,1
Red River,7,Commissioner of Agriculture,,REP,Sid Miller,123,71,44,8
Red River,7,Commissioner of Agriculture,,DEM,Kim Olson,23,12,10,1
Red River,7,Commissioner of Agriculture,,LIB,Richard Carpenter,3,2,0,1
Red River,7,Railroad Commissioner,,REP,Christi Craddick,123,71,44,8
Red River,7,Railroad Commissioner,,DEM,Roman McAllen,26,15,10,1
Red River,7,Railroad Commissioner,,LIB,Mike Wright,1,0,0,1
Red River,7,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,122,70,44,8
Red River,7,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,27,16,10,1
Red River,7,"Justice, Supreme Court, Place 4",,REP,John Devine,123,71,44,8
Red River,7,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,25,14,10,1
Red River,7,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,124,72,44,8
Red River,7,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,25,14,10,1
Red River,7,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,124,72,44,8
Red River,7,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,25,14,10,1
Red River,7,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,1,0,0,1
Red River,7,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,124,72,44,8
Red River,7,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,24,13,10,1
Red River,7,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,125,73,44,8
Red River,7,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,10,5,3,2
Red River,7,State Representative,1,REP,Gary Van Deaver,128,75,47,6
Red River,7,"Justice, 6th Court of Appeals District, Place No. 2",,REP,Scott Stevens,130,75,47,8
Red River,7,"District Judge, 102nd Judicial District",,REP,Jeff M. Addison,129,75,46,8
Red River,7,County Judge,,REP,L. D. Williamson,124,72,46,6
Red River,7,District Clerk,,DEM,Janice Bivins Gentry,69,41,22,6
Red River,7,County Clerk,,REP,Shawn Sargent Weemes,132,75,48,9
Red River,7,County Treasurer,,REP,Sandra Storey Embrey,130,76,46,8
Red River,7,Justice of the Peace ,,REP,Shelley Benton,131,75,47,9
Red River,9,Straight Party,,REP,Republican Party    REP,123,64,51,8
Red River,9,Straight Party,,DEM,Democratic Party   DEM,6,4,2,0
Red River,9,Straight Party,,LIB,Libertarian Party    LIB,0,0,0,0
Red River,9,U.S. Senate,,REP,Ted Cruz,171,94,68,9
Red River,9,U.S. Senate,,DEM,Beto O'Rourke,8,4,3,1
Red River,9,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0,0
Red River,9,U.S. House,4,REP,John Ratcliffe,169,91,69,9
Red River,9,U.S. House,4,DEM,Catherine Krantz,8,5,2,1
Red River,9,U.S. House,4,LIB,Ken Ashby,0,0,0,0
Red River,9,Governor,,REP,Greg Abbott,171,94,69,8
Red River,9,Governor,,DEM,Lupe Valdez,7,4,2,1
Red River,9,Governor,,LIB,Mark Jay Tippetts,0,0,0,0
Red River,9,Lieutenant Governor,,REP,Dan Patrick,158,85,65,8
Red River,9,Lieutenant Governor,,DEM,Mike Collier,16,11,4,1
Red River,9,Lieutenant Governor,,LIB,Kerry Douglas McKennon,2,0,2,0
Red River,9,Attorney General,,REP,Ken Paxton,166,90,68,8
Red River,9,Attorney General,,DEM,Justin Nelson,9,5,3,1
Red River,9,Attorney General,,LIB,Michael Ray Harris,1,1,0,0
Red River,9,Comptroller of Public Accounts,,REP,Glenn Hegar,164,89,67,8
Red River,9,Comptroller of Public Accounts,,DEM,Joi Chevalier,11,7,3,1
Red River,9,Comptroller of Public Accounts,,LIB,Ben Sanders,0,0,0,0
Red River,9,Commissioner of the General Land Office,,REP,George P. Bush,168,91,68,9
Red River,9,Commissioner of the General Land Office,,DEM,Miguel Suazo,7,5,1,1
Red River,9,Commissioner of the General Land Office,,LIB,Matt Pina,1,0,1,0
Red River,9,Commissioner of Agriculture,,REP,Sid Miller,163,89,65,9
Red River,9,Commissioner of Agriculture,,DEM,Kim Olson,12,8,3,1
Red River,9,Commissioner of Agriculture,,LIB,Richard Carpenter,0,0,0,0
Red River,9,Railroad Commissioner,,REP,Christi Craddick,163,90,65,8
Red River,9,Railroad Commissioner,,DEM,Roman McAllen,11,6,4,1
Red River,9,Railroad Commissioner,,LIB,Mike Wright,0,0,0,0
Red River,9,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,164,90,66,8
Red River,9,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,11,6,4,1
Red River,9,"Justice, Supreme Court, Place 4",,REP,John Devine,164,89,67,8
Red River,9,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,11,7,3,1
Red River,9,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,163,87,67,9
Red River,9,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,11,7,3,1
Red River,9,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,163,89,66,8
Red River,9,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,11,6,4,1
Red River,9,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,1,1,0,0
Red River,9,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,166,90,67,9
Red River,9,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,10,6,3,1
Red River,9,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,166,91,67,8
Red River,9,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,5,2,2,1
Red River,9,State Representative,1,REP,Gary Van Deaver,169,91,69,9
Red River,9,"Justice, 6th Court of Appeals District, Place No. 2",,REP,Scott Stevens,168,91,68,9
Red River,9,"District Judge, 102nd Judicial District",,REP,Jeff M. Addison,166,90,67,9
Red River,9,County Judge,,REP,L. D. Williamson,164,90,65,9
Red River,9,District Clerk,,DEM,Janice Bivins Gentry,74,40,32,2
Red River,9,County Clerk,,REP,Shawn Sargent Weemes,167,91,67,9
Red River,9,County Treasurer,,REP,Sandra Storey Embrey,165,90,66,9
Red River,9,Justice of the Peace ,,REP,Shelley Benton,165,90,66,9
Red River,10,Straight Party,,REP,Republican Party    REP,84,52,27,5
Red River,10,Straight Party,,DEM,Democratic Party   DEM,5,3,2,0
Red River,10,Straight Party,,LIB,Libertarian Party    LIB,0,0,0,0
Red River,10,U.S. Senate,,REP,Ted Cruz,117,68,38,11
Red River,10,U.S. Senate,,DEM,Beto O'Rourke,6,3,3,0
Red River,10,U.S. Senate,,LIB,Neal M. Dikeman,1,1,0,0
Red River,10,U.S. House,4,REP,John Ratcliffe,116,68,37,11
Red River,10,U.S. House,4,DEM,Catherine Krantz,7,3,4,0
Red River,10,U.S. House,4,LIB,Ken Ashby,0,0,0,0
Red River,10,Governor,,REP,Greg Abbott,117,69,37,11
Red River,10,Governor,,DEM,Lupe Valdez,6,3,3,0
Red River,10,Governor,,LIB,Mark Jay Tippetts,0,0,0,0
Red River,10,Lieutenant Governor,,REP,Dan Patrick,113,65,37,11
Red River,10,Lieutenant Governor,,DEM,Mike Collier,9,5,4,0
Red River,10,Lieutenant Governor,,LIB,Kerry Douglas McKennon,2,2,0,0
Red River,10,Attorney General,,REP,Ken Paxton,112,63,38,11
Red River,10,Attorney General,,DEM,Justin Nelson,7,4,3,0
Red River,10,Attorney General,,LIB,Michael Ray Harris,3,3,0,0
Red River,10,Comptroller of Public Accounts,,REP,Glenn Hegar,112,64,37,11
Red River,10,Comptroller of Public Accounts,,DEM,Joi Chevalier,6,3,3,0
Red River,10,Comptroller of Public Accounts,,LIB,Ben Sanders,3,3,0,0
Red River,10,Commissioner of the General Land Office,,REP,George P. Bush,105,59,35,11
Red River,10,Commissioner of the General Land Office,,DEM,Miguel Suazo,11,8,3,0
Red River,10,Commissioner of the General Land Office,,LIB,Matt Pina,7,4,3,0
Red River,10,Commissioner of Agriculture,,REP,Sid Miller,113,65,37,11
Red River,10,Commissioner of Agriculture,,DEM,Kim Olson,8,5,3,0
Red River,10,Commissioner of Agriculture,,LIB,Richard Carpenter,0,0,0,0
Red River,10,Railroad Commissioner,,REP,Christi Craddick,111,63,37,11
Red River,10,Railroad Commissioner,,DEM,Roman McAllen,6,4,2,0
Red River,10,Railroad Commissioner,,LIB,Mike Wright,2,0,2,0
Red River,10,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,113,65,37,11
Red River,10,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,7,4,3,0
Red River,10,"Justice, Supreme Court, Place 4",,REP,John Devine,113,64,38,11
Red River,10,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,7,4,3,0
Red River,10,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,115,66,38,11
Red River,10,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,6,3,3,0
Red River,10,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,112,63,38,11
Red River,10,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,5,3,2,0
Red River,10,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,2,2,0,0
Red River,10,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,112,64,37,11
Red River,10,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,8,5,3,0
Red River,10,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,111,63,37,11
Red River,10,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,4,3,1,0
Red River,10,State Representative,1,REP,Gary Van Deaver,116,70,37,9
