county,office,candidate,party,precinct,precinct_name,early_voting,election_day,votes,
Hardin,Governor,Joseph William Mumbach,DEM,10,st johns episcopal church,1,0,1,st johns episcopal church
Hardin,Governor,Robert Andrew  White,DEM,10,st johns episcopal church,7,10,17,st johns episcopal church
Hardin,Governor,Thomas John Wakely,DEM,10,st johns episcopal church,0,1,1,st johns episcopal church
Hardin,Governor,Adrian Ocegueda,DEM,11,wiley mae church,0,0,0,wiley mae church
Hardin,Governor,"Cedric Wayne Davis, Sr.",DEM,11,wiley mae church,0,1,1,wiley mae church
Hardin,Governor,Grady Yarbrough,DEM,11,wiley mae church,0,0,0,wiley mae church
Hardin,Governor,Guadalupe Valdez,DEM,11,wiley mae church,2,0,2,wiley mae church
Hardin,Governor,James Jolly Clark,DEM,11,wiley mae church,0,1,1,wiley mae church
Hardin,Governor,Jeffrey Alan Payne,DEM,11,wiley mae church,0,1,1,wiley mae church
Hardin,Governor,Joseph William Mumbach,DEM,11,wiley mae church,0,0,0,wiley mae church
Hardin,Governor,Robert Andrew  White,DEM,11,wiley mae church,1,7,8,wiley mae church
Hardin,Governor,Thomas John Wakely,DEM,11,wiley mae church,0,0,0,wiley mae church
Hardin,Governor,Adrian Ocegueda,DEM,12,church of christ kountze,0,1,1,church of christ kountze
Hardin,Governor,"Cedric Wayne Davis, Sr.",DEM,12,church of christ kountze,0,2,2,church of christ kountze
Hardin,Governor,Grady Yarbrough,DEM,12,church of christ kountze,1,3,4,church of christ kountze
Hardin,Governor,Guadalupe Valdez,DEM,12,church of christ kountze,0,0,0,church of christ kountze
Hardin,Governor,James Jolly Clark,DEM,12,church of christ kountze,0,0,0,church of christ kountze
Hardin,Governor,Jeffrey Alan Payne,DEM,12,church of christ kountze,1,2,3,church of christ kountze
Hardin,Governor,Joseph William Mumbach,DEM,12,church of christ kountze,0,0,0,church of christ kountze
Hardin,Governor,Robert Andrew  White,DEM,12,church of christ kountze,5,2,7,church of christ kountze
Hardin,Governor,Thomas John Wakely,DEM,12,church of christ kountze,0,0,0,church of christ kountze
Hardin,Governor,Adrian Ocegueda,DEM,13,pete trest,2,1,3,pete trest
Hardin,Governor,"Cedric Wayne Davis, Sr.",DEM,13,pete trest,0,0,0,pete trest
Hardin,Governor,Grady Yarbrough,DEM,13,pete trest,1,2,3,pete trest
Hardin,Governor,Guadalupe Valdez,DEM,13,pete trest,0,2,2,pete trest
Hardin,Governor,James Jolly Clark,DEM,13,pete trest,0,0,0,pete trest
Hardin,Governor,Jeffrey Alan Payne,DEM,13,pete trest,1,1,2,pete trest
Hardin,Governor,Joseph William Mumbach,DEM,13,pete trest,0,0,0,pete trest
Hardin,Governor,Robert Andrew  White,DEM,13,pete trest,4,4,8,pete trest
Hardin,Governor,Thomas John Wakely,DEM,13,pete trest,0,0,0,pete trest
Hardin,Governor,Adrian Ocegueda,DEM,14,pinewood fire station,0,0,0,pinewood fire station
Hardin,Governor,"Cedric Wayne Davis, Sr.",DEM,14,pinewood fire station,0,0,0,pinewood fire station
Hardin,Governor,Grady Yarbrough,DEM,14,pinewood fire station,0,2,2,pinewood fire station
Hardin,Governor,Guadalupe Valdez,DEM,14,pinewood fire station,0,1,1,pinewood fire station
Hardin,Governor,James Jolly Clark,DEM,14,pinewood fire station,0,0,0,pinewood fire station
Hardin,Governor,Jeffrey Alan Payne,DEM,14,pinewood fire station,0,0,0,pinewood fire station
Hardin,Governor,Joseph William Mumbach,DEM,14,pinewood fire station,0,0,0,pinewood fire station
Hardin,Governor,Robert Andrew  White,DEM,14,pinewood fire station,1,0,1,pinewood fire station
Hardin,Governor,Thomas John Wakely,DEM,14,pinewood fire station,1,0,1,pinewood fire station
Hardin,Governor,Adrian Ocegueda,DEM,15,sour lake community cente,0,2,2,sour lake community cente
Hardin,Governor,"Cedric Wayne Davis, Sr.",DEM,15,sour lake community cente,0,0,0,sour lake community cente
Hardin,Governor,Grady Yarbrough,DEM,15,sour lake community cente,0,7,7,sour lake community cente
Hardin,Governor,Guadalupe Valdez,DEM,15,sour lake community cente,1,3,4,sour lake community cente
Hardin,Governor,James Jolly Clark,DEM,15,sour lake community cente,0,3,3,sour lake community cente
Hardin,Governor,Jeffrey Alan Payne,DEM,15,sour lake community cente,0,1,1,sour lake community cente
Hardin,Governor,Joseph William Mumbach,DEM,15,sour lake community cente,0,0,0,sour lake community cente
Hardin,Governor,Robert Andrew  White,DEM,15,sour lake community cente,2,3,5,sour lake community cente
Hardin,Governor,Thomas John Wakely,DEM,15,sour lake community cente,0,1,1,sour lake community cente
Hardin,Governor,Adrian Ocegueda,DEM,16,parkway church,0,1,1,parkway church
Hardin,Governor,"Cedric Wayne Davis, Sr.",DEM,16,parkway church,0,1,1,parkway church
Hardin,Governor,Grady Yarbrough,DEM,16,parkway church,0,0,0,parkway church
Hardin,Governor,Guadalupe Valdez,DEM,16,parkway church,3,6,9,parkway church
Hardin,Governor,James Jolly Clark,DEM,16,parkway church,0,1,1,parkway church
Hardin,Governor,Jeffrey Alan Payne,DEM,16,parkway church,0,0,0,parkway church
Hardin,Governor,Joseph William Mumbach,DEM,16,parkway church,0,0,0,parkway church
Hardin,Governor,Robert Andrew  White,DEM,16,parkway church,2,6,8,parkway church
Hardin,Governor,Thomas John Wakely,DEM,16,parkway church,1,0,1,parkway church
Hardin,Governor,Adrian Ocegueda,DEM,17,pineridge church,0,0,0,pineridge church
Hardin,Governor,"Cedric Wayne Davis, Sr.",DEM,17,pineridge church,0,0,0,pineridge church
Hardin,Governor,Grady Yarbrough,DEM,17,pineridge church,1,0,1,pineridge church
Hardin,Governor,Guadalupe Valdez,DEM,17,pineridge church,1,3,4,pineridge church
Hardin,Governor,James Jolly Clark,DEM,17,pineridge church,0,0,0,pineridge church
Hardin,Governor,Jeffrey Alan Payne,DEM,17,pineridge church,0,0,0,pineridge church
Hardin,Governor,Joseph William Mumbach,DEM,17,pineridge church,0,0,0,pineridge church
Hardin,Governor,Robert Andrew  White,DEM,17,pineridge church,3,2,5,pineridge church
Hardin,Governor,Thomas John Wakely,DEM,17,pineridge church,0,1,1,pineridge church
Hardin,Governor,Adrian Ocegueda,DEM,18,church of christ lumberto,2,0,2,church of christ lumberto
Hardin,Governor,"Cedric Wayne Davis, Sr.",DEM,18,church of christ lumberto,0,1,1,church of christ lumberto
Hardin,Governor,Grady Yarbrough,DEM,18,church of christ lumberto,5,0,5,church of christ lumberto
Hardin,Governor,Guadalupe Valdez,DEM,18,church of christ lumberto,9,10,19,church of christ lumberto
Hardin,Governor,James Jolly Clark,DEM,18,church of christ lumberto,0,0,0,church of christ lumberto
Hardin,Governor,Jeffrey Alan Payne,DEM,18,church of christ lumberto,1,2,3,church of christ lumberto
Hardin,Governor,Joseph William Mumbach,DEM,18,church of christ lumberto,1,1,2,church of christ lumberto
Hardin,Governor,Robert Andrew  White,DEM,18,church of christ lumberto,15,15,30,church of christ lumberto
Hardin,Governor,Thomas John Wakely,DEM,18,church of christ lumberto,1,1,2,church of christ lumberto
Hardin,Governor,Adrian Ocegueda,DEM,19,keith road fire station,0,0,0,keith road fire station
Hardin,Governor,"Cedric Wayne Davis, Sr.",DEM,19,keith road fire station,0,3,3,keith road fire station
Hardin,Governor,Grady Yarbrough,DEM,19,keith road fire station,0,1,1,keith road fire station
Hardin,Governor,Guadalupe Valdez,DEM,19,keith road fire station,0,3,3,keith road fire station
Hardin,Governor,James Jolly Clark,DEM,19,keith road fire station,0,0,0,keith road fire station
Hardin,Governor,Jeffrey Alan Payne,DEM,19,keith road fire station,0,0,0,keith road fire station
Hardin,Governor,Joseph William Mumbach,DEM,19,keith road fire station,0,0,0,keith road fire station
Hardin,Governor,Robert Andrew  White,DEM,19,keith road fire station,6,5,11,keith road fire station
Hardin,Governor,Thomas John Wakely,DEM,19,keith road fire station,0,0,0,keith road fire station
Hardin,Governor,Adrian Ocegueda,DEM,2,yyafa,1,1,2,yyafa
Hardin,Governor,"Cedric Wayne Davis, Sr.",DEM,2,yyafa,4,0,4,yyafa
Hardin,Governor,Grady Yarbrough,DEM,2,yyafa,5,6,11,yyafa
Hardin,Governor,Guadalupe Valdez,DEM,2,yyafa,6,4,10,yyafa
Hardin,Governor,James Jolly Clark,DEM,2,yyafa,1,1,2,yyafa
Hardin,Governor,Jeffrey Alan Payne,DEM,2,yyafa,1,1,2,yyafa
Hardin,Governor,Joseph William Mumbach,DEM,2,yyafa,0,0,0,yyafa
Hardin,Governor,Robert Andrew  White,DEM,2,yyafa,4,16,20,yyafa
Hardin,Governor,Thomas John Wakely,DEM,2,yyafa,3,0,3,yyafa
Hardin,Governor,Adrian Ocegueda,DEM,3,saratoga fire station,0,0,0,saratoga fire station
Hardin,Governor,"Cedric Wayne Davis, Sr.",DEM,3,saratoga fire station,0,0,0,saratoga fire station
Hardin,Governor,Grady Yarbrough,DEM,3,saratoga fire station,0,0,0,saratoga fire station
Hardin,Governor,Guadalupe Valdez,DEM,3,saratoga fire station,1,1,2,saratoga fire station
Hardin,Governor,James Jolly Clark,DEM,3,saratoga fire station,0,0,0,saratoga fire station
Hardin,Governor,Jeffrey Alan Payne,DEM,3,saratoga fire station,0,0,0,saratoga fire station
Hardin,Governor,Joseph William Mumbach,DEM,3,saratoga fire station,0,0,0,saratoga fire station
Hardin,Governor,Robert Andrew  White,DEM,3,saratoga fire station,0,0,0,saratoga fire station
Hardin,Governor,Thomas John Wakely,DEM,3,saratoga fire station,0,0,0,saratoga fire station
Hardin,Governor,Adrian Ocegueda,DEM,4,first baptist batson,0,0,0,first baptist batson
Hardin,Governor,"Cedric Wayne Davis, Sr.",DEM,4,first baptist batson,0,1,1,first baptist batson
Hardin,Governor,Grady Yarbrough,DEM,4,first baptist batson,0,0,0,first baptist batson
Hardin,Governor,Guadalupe Valdez,DEM,4,first baptist batson,0,0,0,first baptist batson
Hardin,Governor,James Jolly Clark,DEM,4,first baptist batson,0,0,0,first baptist batson
Hardin,Governor,Jeffrey Alan Payne,DEM,4,first baptist batson,0,0,0,first baptist batson
Hardin,Governor,Joseph William Mumbach,DEM,4,first baptist batson,0,0,0,first baptist batson
Hardin,Governor,Robert Andrew  White,DEM,4,first baptist batson,0,2,2,first baptist batson
Hardin,Governor,Thomas John Wakely,DEM,4,first baptist batson,0,0,0,first baptist batson
Hardin,Governor,Adrian Ocegueda,DEM,5,thicket fire station,0,0,0,thicket fire station
Hardin,Governor,"Cedric Wayne Davis, Sr.",DEM,5,thicket fire station,0,0,0,thicket fire station
Hardin,Governor,Grady Yarbrough,DEM,5,thicket fire station,0,1,1,thicket fire station
Hardin,Governor,Guadalupe Valdez,DEM,5,thicket fire station,0,1,1,thicket fire station
Hardin,Governor,James Jolly Clark,DEM,5,thicket fire station,0,0,0,thicket fire station
Hardin,Governor,Jeffrey Alan Payne,DEM,5,thicket fire station,0,1,1,thicket fire station
Hardin,Governor,Joseph William Mumbach,DEM,5,thicket fire station,0,0,0,thicket fire station
Hardin,Governor,Robert Andrew  White,DEM,5,thicket fire station,0,1,1,thicket fire station
Hardin,Governor,Thomas John Wakely,DEM,5,thicket fire station,0,1,1,thicket fire station
Hardin,Governor,Adrian Ocegueda,DEM,6,crestwood baptist church,0,0,0,crestwood baptist church
Hardin,Governor,"Cedric Wayne Davis, Sr.",DEM,6,crestwood baptist church,0,0,0,crestwood baptist church
Hardin,Governor,Grady Yarbrough,DEM,6,crestwood baptist church,5,10,15,crestwood baptist church
Hardin,Governor,Guadalupe Valdez,DEM,6,crestwood baptist church,5,5,10,crestwood baptist church
Hardin,Governor,James Jolly Clark,DEM,6,crestwood baptist church,0,2,2,crestwood baptist church
Hardin,Governor,Jeffrey Alan Payne,DEM,6,crestwood baptist church,1,6,7,crestwood baptist church
Hardin,Governor,Joseph William Mumbach,DEM,6,crestwood baptist church,0,0,0,crestwood baptist church
Hardin,Governor,Robert Andrew  White,DEM,6,crestwood baptist church,9,10,19,crestwood baptist church
Hardin,Governor,Thomas John Wakely,DEM,6,crestwood baptist church,2,1,3,crestwood baptist church
Hardin,Governor,Adrian Ocegueda,DEM,7,assembly of god honey isl,0,0,0,assembly of god honey isl
Hardin,Governor,"Cedric Wayne Davis, Sr.",DEM,7,assembly of god honey isl,0,0,0,assembly of god honey isl
Hardin,Governor,Grady Yarbrough,DEM,7,assembly of god honey isl,0,0,0,assembly of god honey isl
Hardin,Governor,Guadalupe Valdez,DEM,7,assembly of god honey isl,0,0,0,assembly of god honey isl
Hardin,Governor,James Jolly Clark,DEM,7,assembly of god honey isl,0,0,0,assembly of god honey isl
Hardin,Governor,Jeffrey Alan Payne,DEM,7,assembly of god honey isl,0,0,0,assembly of god honey isl
Hardin,Governor,Joseph William Mumbach,DEM,7,assembly of god honey isl,0,0,0,assembly of god honey isl
Hardin,Governor,Robert Andrew  White,DEM,7,assembly of god honey isl,0,0,0,assembly of god honey isl
Hardin,Governor,Thomas John Wakely,DEM,7,assembly of god honey isl,0,0,0,assembly of god honey isl
Hardin,Governor,Adrian Ocegueda,DEM,8,vfw hall village mills,0,1,1,vfw hall village mills
Hardin,Governor,"Cedric Wayne Davis, Sr.",DEM,8,vfw hall village mills,0,0,0,vfw hall village mills
Hardin,Governor,Grady Yarbrough,DEM,8,vfw hall village mills,3,0,3,vfw hall village mills
Hardin,Governor,Guadalupe Valdez,DEM,8,vfw hall village mills,1,0,1,vfw hall village mills
Hardin,Governor,James Jolly Clark,DEM,8,vfw hall village mills,0,0,0,vfw hall village mills
Hardin,Governor,Jeffrey Alan Payne,DEM,8,vfw hall village mills,0,2,2,vfw hall village mills
Hardin,Governor,Joseph William Mumbach,DEM,8,vfw hall village mills,0,0,0,vfw hall village mills
Hardin,Governor,Robert Andrew  White,DEM,8,vfw hall village mills,1,3,4,vfw hall village mills
Hardin,Governor,Thomas John Wakely,DEM,8,vfw hall village mills,0,0,0,vfw hall village mills
Hardin,Governor,Adrian Ocegueda,DEM,9,assembly of god silsbee,1,0,1,assembly of god silsbee
Hardin,Governor,"Cedric Wayne Davis, Sr.",DEM,9,assembly of god silsbee,0,1,1,assembly of god silsbee
Hardin,Governor,Grady Yarbrough,DEM,9,assembly of god silsbee,4,3,7,assembly of god silsbee
Hardin,Governor,Guadalupe Valdez,DEM,9,assembly of god silsbee,3,6,9,assembly of god silsbee
Hardin,Governor,James Jolly Clark,DEM,9,assembly of god silsbee,0,3,3,assembly of god silsbee
Hardin,Governor,Jeffrey Alan Payne,DEM,9,assembly of god silsbee,0,2,2,assembly of god silsbee
Hardin,Governor,Joseph William Mumbach,DEM,9,assembly of god silsbee,0,2,2,assembly of god silsbee
Hardin,Governor,Robert Andrew  White,DEM,9,assembly of god silsbee,10,11,21,assembly of god silsbee
Hardin,Governor,Thomas John Wakely,DEM,9,assembly of god silsbee,0,1,1,assembly of god silsbee
Hardin,Governor,Barbara Krueger,REP,1,courthouse,2,10,12,courthouse
Hardin,Governor,Gregory Abbott,REP,1,courthouse,71,66,137,courthouse
Hardin,Governor,Larry Kilgore,REP,1,courthouse,0,1,1,courthouse
Hardin,Governor,Barbara Krueger,REP,10,st johns episcopal church,0,0,0,st johns episcopal church
Hardin,Governor,Gregory Abbott,REP,10,st johns episcopal church,17,60,77,st johns episcopal church
Hardin,Governor,Larry Kilgore,REP,10,st johns episcopal church,0,0,0,st johns episcopal church
Hardin,Governor,Barbara Krueger,REP,11,wiley mae church,0,2,2,wiley mae church
Hardin,Governor,Gregory Abbott,REP,11,wiley mae church,28,58,86,wiley mae church
Hardin,Governor,Larry Kilgore,REP,11,wiley mae church,0,0,0,
Hardin,Governor,Barbara Krueger,REP,12,church of christ kountze,3,3,6,church of christ kountze
Hardin,Governor,Gregory Abbott,REP,12,church of christ kountze,55,52,107,church of christ kountze
Hardin,Governor,Larry Kilgore,REP,12,church of christ kountze,0,0,0,church of christ kountze
Hardin,Governor,Barbara Krueger,REP,13,pete trest building,5,4,9,pete trest building
Hardin,Governor,Gregory Abbott,REP,13,pete trest building,112,133,245,pete trest building
Hardin,Governor,Larry Kilgore,REP,13,pete trest building,0,1,1,pete trest building
Hardin,Governor,Barbara Krueger,REP,14,pinewood fire station,1,5,6,pinewood fire station
Hardin,Governor,Gregory Abbott,REP,14,pinewood fire station,17,92,109,pinewood fire station
Hardin,Governor,Larry Kilgore,REP,14,pinewood fire station,0,0,0,pinewood fire station
Hardin,Governor,Barbara Krueger,REP,15,sour lake community cente,2,3,5,sour lake community cente
Hardin,Governor,Gregory Abbott,REP,15,sour lake community cente,42,144,186,sour lake community cente
Hardin,Governor,Larry Kilgore,REP,15,sour lake community cente,0,1,1,sour lake community cente
Hardin,Governor,Barbara Krueger,REP,16,parkway life,1,2,3,parkway life
Hardin,Governor,Gregory Abbott,REP,16,parkway life,83,125,208,parkway life
Hardin,Governor,Larry Kilgore,REP,16,parkway life,1,0,1,parkway life
Hardin,Governor,Barbara Krueger,REP,17,pineridge church,1,3,4,pineridge church
Hardin,Governor,Gregory Abbott,REP,17,pineridge church,21,70,91,pineridge church
Hardin,Governor,Larry Kilgore,REP,17,pineridge church,0,0,0,pineridge church
Hardin,Governor,Barbara Krueger,REP,18,church of christ lumberto,10,11,21,church of christ lumberto
Hardin,Governor,Gregory Abbott,REP,18,church of christ lumberto,234,353,587,church of christ lumberto
Hardin,Governor,Larry Kilgore,REP,18,church of christ lumberto,1,1,2,church of christ lumberto
Hardin,Governor,Barbara Krueger,REP,19,keith road fire station,1,2,3,keith road fire station
Hardin,Governor,Gregory Abbott,REP,19,keith road fire station,19,56,75,keith road fire station
Hardin,Governor,Larry Kilgore,REP,19,keith road fire station,0,2,2,keith road fire station
Hardin,Governor,Barbara Krueger,REP,2,yyafa,3,4,7,yyafa
Hardin,Governor,Gregory Abbott,REP,2,yyafa,140,266,406,yyafa
Hardin,Governor,Larry Kilgore,REP,2,yyafa,1,0,1,yyafa
Hardin,Governor,Barbara Krueger,REP,3,saratoga fire station,0,6,6,saratoga fire station
Hardin,Governor,Gregory Abbott,REP,3,saratoga fire station,26,105,131,saratoga fire station
Hardin,Governor,Larry Kilgore,REP,3,saratoga fire station,1,4,5,saratoga fire station
Hardin,Governor,Barbara Krueger,REP,4,batson baptist church,0,10,10,batson baptist church
Hardin,Governor,Gregory Abbott,REP,4,batson baptist church,29,209,238,batson baptist church
Hardin,Governor,Larry Kilgore,REP,4,batson baptist church,0,1,1,batson baptist church
Hardin,Governor,Barbara Krueger,REP,5,thicket fire station,0,1,1,thicket fire station
Hardin,Governor,Gregory Abbott,REP,5,thicket fire station,19,111,130,thicket fire station
Hardin,Governor,Larry Kilgore,REP,5,thicket fire station,0,0,0,thicket fire station
Hardin,Governor,Barbara Krueger,REP,6,woodcrest baptist church,7,8,15,woodcrest baptist church
Hardin,Governor,Gregory Abbott,REP,6,woodcrest baptist church,131,200,331,woodcrest baptist church
Hardin,Governor,Larry Kilgore,REP,6,woodcrest baptist church,0,6,6,woodcrest baptist church
Hardin,Governor,Barbara Krueger,REP,7,honey island assembly god,3,4,7,honey island assembly god
Hardin,Governor,Gregory Abbott,REP,7,honey island assembly god,47,78,125,honey island assembly god
Hardin,Governor,Larry Kilgore,REP,7,honey island assembly god,0,1,1,honey island assembly god
Hardin,Governor,Barbara Krueger,REP,8,vfw hall,3,4,7,vfw hall
Hardin,Governor,Gregory Abbott,REP,8,vfw hall,31,66,97,vfw hall
Hardin,Governor,Larry Kilgore,REP,8,vfw hall,1,0,1,vfw hall
Hardin,Governor,Barbara Krueger,REP,9,first assembly church,2,9,11,first assembly church
Hardin,Governor,Gregory Abbott,REP,9,first assembly church,49,210,259,first assembly church
Hardin,Governor,Larry Kilgore,REP,9,first assembly church,0,1,1,first assembly church
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
