county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional
Bell,102,Ballots Cast,,,,1802,389,1271,140,2
Bell,103,Ballots Cast,,,,2525,684,1682,151,8
Bell,104,Ballots Cast,,,,4363,1115,2980,262,6
Bell,105,Ballots Cast,,,,873,445,388,39,1
Bell,106,Ballots Cast,,,,2118,722,1285,111,0
Bell,107,Ballots Cast,,,,279,198,67,14,0
Bell,108,Ballots Cast,,,,935,550,335,50,0
Bell,109,Ballots Cast,,,,982,284,602,93,3
Bell,110,Ballots Cast,,,,361,142,145,74,0
Bell,111,Ballots Cast,,,,2758,875,1713,161,9
Bell,113,Ballots Cast,,,,166,36,112,18,0
Bell,201,Ballots Cast,,,,1525,463,963,97,2
Bell,202,Ballots Cast,,,,3094,727,2142,221,4
Bell,203,Ballots Cast,,,,4540,879,3403,252,6
Bell,204,Ballots Cast,,,,986,302,593,88,3
Bell,205,Ballots Cast,,,,1980,569,1239,164,8
Bell,206,Ballots Cast,,,,888,302,529,56,1
Bell,207,Ballots Cast,,,,1416,494,832,87,3
Bell,208,Ballots Cast,,,,3040,957,1915,164,4
Bell,209,Ballots Cast,,,,3756,960,2562,229,5
Bell,210,Ballots Cast,,,,2816,993,1681,141,1
Bell,301,Ballots Cast,,,,1972,908,953,110,1
Bell,302,Ballots Cast,,,,2119,657,1279,179,4
Bell,303,Ballots Cast,,,,2346,660,1509,172,5
Bell,304,Ballots Cast,,,,438,130,269,38,1
Bell,305,Ballots Cast,,,,1623,443,1007,167,6
Bell,306,Ballots Cast,,,,906,286,480,137,3
Bell,307,Ballots Cast,,,,1068,338,622,101,7
Bell,308,Ballots Cast,,,,940,312,560,63,5
Bell,309,Ballots Cast,,,,474,242,209,23,0
Bell,310,Ballots Cast,,,,308,164,136,8,0
Bell,311,Ballots Cast,,,,1670,669,863,135,3
Bell,312,Ballots Cast,,,,1013,469,497,47,0
Bell,313,Ballots Cast,,,,1691,416,1083,187,5
Bell,314,Ballots Cast,,,,1313,410,788,110,5
Bell,315,Ballots Cast,,,,3511,1119,2221,162,9
Bell,317,Ballots Cast,,,,4211,1167,2615,414,15
Bell,401,Ballots Cast,,,,689,359,274,55,1
Bell,402,Ballots Cast,,,,1474,567,799,107,1
Bell,404,Ballots Cast,,,,1925,693,1070,143,19
Bell,405,Ballots Cast,,,,1988,781,1106,94,7
Bell,406,Ballots Cast,,,,1073,324,646,98,5
Bell,408,Ballots Cast,,,,2557,843,1569,142,3
Bell,409,Ballots Cast,,,,923,312,566,44,1
Bell,410,Ballots Cast,,,,731,312,382,35,2
Bell,412,Ballots Cast,,,,2163,784,1257,118,4
Bell,413,Ballots Cast,,,,2758,1203,1446,106,3
Bell,101,Blank Ballots Cast,,,,1,0,1,0,0
Bell,102,Blank Ballots Cast,,,,1,0,1,0,0
Bell,103,Blank Ballots Cast,,,,1,1,0,0,0
Bell,104,Blank Ballots Cast,,,,0,0,0,0,0
Bell,105,Blank Ballots Cast,,,,0,0,0,0,0
Bell,106,Blank Ballots Cast,,,,3,0,3,0,0
Bell,107,Blank Ballots Cast,,,,0,0,0,0,0
Bell,108,Blank Ballots Cast,,,,0,0,0,0,0
Bell,109,Blank Ballots Cast,,,,1,0,1,0,0
Bell,110,Blank Ballots Cast,,,,0,0,0,0,0
Bell,111,Blank Ballots Cast,,,,1,1,0,0,0
Bell,113,Blank Ballots Cast,,,,1,0,1,0,0
Bell,201,Blank Ballots Cast,,,,1,0,1,0,0
Bell,202,Blank Ballots Cast,,,,1,0,1,0,0
Bell,203,Blank Ballots Cast,,,,1,0,1,0,0
Bell,204,Blank Ballots Cast,,,,2,1,1,0,0
Bell,205,Blank Ballots Cast,,,,1,0,1,0,0
Bell,206,Blank Ballots Cast,,,,1,0,1,0,0
Bell,207,Blank Ballots Cast,,,,0,0,0,0,0
Bell,208,Blank Ballots Cast,,,,1,0,1,0,0
Bell,209,Blank Ballots Cast,,,,3,1,2,0,0
Bell,210,Blank Ballots Cast,,,,0,0,0,0,0
Bell,301,Blank Ballots Cast,,,,0,0,0,0,0
Bell,302,Blank Ballots Cast,,,,0,0,0,0,0
Bell,303,Blank Ballots Cast,,,,2,0,2,0,0
Bell,304,Blank Ballots Cast,,,,0,0,0,0,0
Bell,305,Blank Ballots Cast,,,,1,0,1,0,0
Bell,306,Blank Ballots Cast,,,,0,0,0,0,0
Bell,307,Blank Ballots Cast,,,,0,0,0,0,0
Bell,308,Blank Ballots Cast,,,,1,0,1,0,0
Bell,309,Blank Ballots Cast,,,,0,0,0,0,0
Bell,310,Blank Ballots Cast,,,,0,0,0,0,0
Bell,311,Blank Ballots Cast,,,,0,0,0,0,0
Bell,312,Blank Ballots Cast,,,,1,0,1,0,0
Bell,313,Blank Ballots Cast,,,,0,0,0,0,0
Bell,314,Blank Ballots Cast,,,,0,0,0,0,0
Bell,315,Blank Ballots Cast,,,,0,0,0,0,0
Bell,317,Blank Ballots Cast,,,,1,0,1,0,0
Bell,401,Blank Ballots Cast,,,,1,1,0,0,0
Bell,402,Blank Ballots Cast,,,,0,0,0,0,0
Bell,404,Blank Ballots Cast,,,,1,0,1,0,0
Bell,405,Blank Ballots Cast,,,,1,0,1,0,0
Bell,406,Blank Ballots Cast,,,,0,0,0,0,0
Bell,408,Blank Ballots Cast,,,,2,0,2,0,0
Bell,409,Blank Ballots Cast,,,,0,0,0,0,0
Bell,410,Blank Ballots Cast,,,,1,0,1,0,0
Bell,412,Blank Ballots Cast,,,,0,0,0,0,0
Bell,413,Blank Ballots Cast,,,,1,0,1,0,0
Bell,101,Straight Party,,REP,Republican Party,1907,448,1308,148,3
Bell,102,Straight Party,,REP,Republican Party,883,201,625,57,0
Bell,103,Straight Party,,REP,Republican Party,1189,292,832,59,6
Bell,104,Straight Party,,REP,Republican Party,2240,569,1539,128,4
Bell,105,Straight Party,,REP,Republican Party,516,262,226,28,0
Bell,106,Straight Party,,REP,Republican Party,473,165,287,21,0
Bell,107,Straight Party,,REP,Republican Party,127,88,33,6,0
Bell,108,Straight Party,,REP,Republican Party,496,262,207,27,0
Bell,109,Straight Party,,REP,Republican Party,272,72,175,23,2
Bell,110,Straight Party,,REP,Republican Party,128,47,54,27,0
Bell,111,Straight Party,,REP,Republican Party,1190,347,765,74,4
Bell,113,Straight Party,,REP,Republican Party,96,25,62,9,0
Bell,201,Straight Party,,REP,Republican Party,557,152,362,42,1
Bell,202,Straight Party,,REP,Republican Party,1306,252,946,106,2
Bell,203,Straight Party,,REP,Republican Party,2542,513,1894,130,5
Bell,204,Straight Party,,REP,Republican Party,300,81,182,37,0
Bell,205,Straight Party,,REP,Republican Party,467,139,278,48,2
Bell,206,Straight Party,,REP,Republican Party,238,90,122,26,0
Bell,207,Straight Party,,REP,Republican Party,298,90,185,22,1
Bell,208,Straight Party,,REP,Republican Party,700,236,415,49,0
Bell,209,Straight Party,,REP,Republican Party,1228,318,834,75,1
Bell,210,Straight Party,,REP,Republican Party,775,303,420,52,0
Bell,301,Straight Party,,REP,Republican Party,1154,520,563,71,0
Bell,302,Straight Party,,REP,Republican Party,868,238,534,95,1
Bell,303,Straight Party,,REP,Republican Party,866,222,552,90,2
Bell,304,Straight Party,,REP,Republican Party,245,79,151,15,0
Bell,305,Straight Party,,REP,Republican Party,755,192,482,77,4
Bell,306,Straight Party,,REP,Republican Party,252,68,136,48,0
Bell,307,Straight Party,,REP,Republican Party,206,67,125,12,2
Bell,308,Straight Party,,REP,Republican Party,317,114,187,16,0
Bell,309,Straight Party,,REP,Republican Party,252,118,120,14,0
Bell,310,Straight Party,,REP,Republican Party,176,88,85,3,0
Bell,311,Straight Party,,REP,Republican Party,981,404,497,79,1
Bell,312,Straight Party,,REP,Republican Party,576,255,296,25,0
Bell,313,Straight Party,,REP,Republican Party,873,209,566,95,3
Bell,314,Straight Party,,REP,Republican Party,497,150,299,47,1
Bell,315,Straight Party,,REP,Republican Party,1568,495,998,72,3
Bell,317,Straight Party,,REP,Republican Party,1988,529,1240,209,10
Bell,401,Straight Party,,REP,Republican Party,330,180,127,23,0
Bell,402,Straight Party,,REP,Republican Party,684,286,350,47,1
Bell,404,Straight Party,,REP,Republican Party,438,160,250,26,2
Bell,405,Straight Party,,REP,Republican Party,354,141,193,20,0
Bell,406,Straight Party,,REP,Republican Party,360,111,214,35,0
Bell,408,Straight Party,,REP,Republican Party,608,196,383,28,1
Bell,409,Straight Party,,REP,Republican Party,319,122,183,14,0
Bell,410,Straight Party,,REP,Republican Party,186,75,105,5,1
Bell,412,Straight Party,,REP,Republican Party,344,108,207,28,1
Bell,413,Straight Party,,REP,Republican Party,588,253,303,32,0
Bell,101,Straight Party,,DEM,Democratic Party,506,135,330,40,1
Bell,102,Straight Party,,DEM,Democratic Party,269,63,173,33,0
Bell,103,Straight Party,,DEM,Democratic Party,511,192,283,36,0
Bell,104,Straight Party,,DEM,Democratic Party,573,165,359,48,1
Bell,105,Straight Party,,DEM,Democratic Party,72,24,42,6,0
Bell,106,Straight Party,,DEM,Democratic Party,993,325,621,47,0
Bell,107,Straight Party,,DEM,Democratic Party,55,42,9,4,0
Bell,108,Straight Party,,DEM,Democratic Party,78,41,27,10,0
Bell,109,Straight Party,,DEM,Democratic Party,420,139,243,37,1
Bell,110,Straight Party,,DEM,Democratic Party,98,45,44,9,0
Bell,111,Straight Party,,DEM,Democratic Party,596,175,392,29,0
Bell,113,Straight Party,,DEM,Democratic Party,18,1,16,1,0
Bell,201,Straight Party,,DEM,Democratic Party,485,165,300,19,1
Bell,202,Straight Party,,DEM,Democratic Party,763,217,497,48,1
Bell,203,Straight Party,,DEM,Democratic Party,443,77,325,41,0
Bell,204,Straight Party,,DEM,Democratic Party,400,149,225,23,3
Bell,205,Straight Party,,DEM,Democratic Party,895,252,563,77,3
Bell,206,Straight Party,,DEM,Democratic Party,379,129,243,7,0
Bell,207,Straight Party,,DEM,Democratic Party,685,265,383,35,2
Bell,208,Straight Party,,DEM,Democratic Party,1396,410,909,73,4
Bell,209,Straight Party,,DEM,Democratic Party,1343,345,940,54,4
Bell,210,Straight Party,,DEM,Democratic Party,1139,341,764,34,0
Bell,301,Straight Party,,DEM,Democratic Party,171,74,85,11,1
Bell,302,Straight Party,,DEM,Democratic Party,529,178,308,41,2
Bell,303,Straight Party,,DEM,Democratic Party,683,208,430,42,3
Bell,304,Straight Party,,DEM,Democratic Party,78,14,54,9,1
Bell,305,Straight Party,,DEM,Democratic Party,287,87,158,40,2
Bell,306,Straight Party,,DEM,Democratic Party,401,121,230,49,1
Bell,307,Straight Party,,DEM,Democratic Party,586,180,339,64,3
Bell,308,Straight Party,,DEM,Democratic Party,335,112,201,20,2
Bell,309,Straight Party,,DEM,Democratic Party,25,12,10,3,0
Bell,310,Straight Party,,DEM,Democratic Party,18,6,11,1,0
Bell,311,Straight Party,,DEM,Democratic Party,173,68,94,10,1
Bell,312,Straight Party,,DEM,Democratic Party,108,55,44,9,0
Bell,313,Straight Party,,DEM,Democratic Party,276,63,171,42,0
Bell,314,Straight Party,,DEM,Democratic Party,375,119,228,25,3
Bell,315,Straight Party,,DEM,Democratic Party,702,224,444,31,3
Bell,317,Straight Party,,DEM,Democratic Party,810,211,510,86,3
Bell,401,Straight Party,,DEM,Democratic Party,106,38,51,17,0
Bell,402,Straight Party,,DEM,Democratic Party,275,75,180,20,0
Bell,404,Straight Party,,DEM,Democratic Party,930,337,516,66,11
Bell,405,Straight Party,,DEM,Democratic Party,1008,404,565,35,4
Bell,406,Straight Party,,DEM,Democratic Party,397,145,225,25,2
Bell,408,Straight Party,,DEM,Democratic Party,1173,378,730,64,1
Bell,409,Straight Party,,DEM,Democratic Party,298,87,202,9,0
Bell,410,Straight Party,,DEM,Democratic Party,358,167,165,25,1
Bell,412,Straight Party,,DEM,Democratic Party,1185,447,691,45,2
Bell,413,Straight Party,,DEM,Democratic Party,1332,561,730,41,0
Bell,101,Straight Party,,LIB,Libertarian Party,15,7,8,0,0
Bell,102,Straight Party,,LIB,Libertarian Party,7,5,1,1,0
Bell,103,Straight Party,,LIB,Libertarian Party,10,4,6,0,0
Bell,104,Straight Party,,LIB,Libertarian Party,17,8,8,1,0
Bell,105,Straight Party,,LIB,Libertarian Party,3,3,0,0,0
Bell,106,Straight Party,,LIB,Libertarian Party,15,7,8,0,0
Bell,107,Straight Party,,LIB,Libertarian Party,0,0,0,0,0
Bell,108,Straight Party,,LIB,Libertarian Party,4,3,1,0,0
Bell,109,Straight Party,,LIB,Libertarian Party,8,2,6,0,0
Bell,110,Straight Party,,LIB,Libertarian Party,2,1,1,0,0
Bell,111,Straight Party,,LIB,Libertarian Party,14,7,6,1,0
Bell,113,Straight Party,,LIB,Libertarian Party,1,1,0,0,0
Bell,201,Straight Party,,LIB,Libertarian Party,12,4,8,0,0
Bell,202,Straight Party,,LIB,Libertarian Party,22,12,10,0,0
Bell,203,Straight Party,,LIB,Libertarian Party,24,9,15,0,0
Bell,204,Straight Party,,LIB,Libertarian Party,8,2,6,0,0
Bell,205,Straight Party,,LIB,Libertarian Party,16,9,7,0,0
Bell,206,Straight Party,,LIB,Libertarian Party,5,5,0,0,0
Bell,207,Straight Party,,LIB,Libertarian Party,14,8,6,0,0
Bell,208,Straight Party,,LIB,Libertarian Party,27,9,15,3,0
Bell,209,Straight Party,,LIB,Libertarian Party,22,10,12,0,0
Bell,210,Straight Party,,LIB,Libertarian Party,19,5,12,2,0
Bell,301,Straight Party,,LIB,Libertarian Party,14,10,4,0,0
Bell,302,Straight Party,,LIB,Libertarian Party,11,4,7,0,0
Bell,303,Straight Party,,LIB,Libertarian Party,14,5,9,0,0
Bell,304,Straight Party,,LIB,Libertarian Party,1,1,0,0,0
Bell,305,Straight Party,,LIB,Libertarian Party,11,3,7,1,0
Bell,306,Straight Party,,LIB,Libertarian Party,10,6,4,0,0
Bell,307,Straight Party,,LIB,Libertarian Party,6,2,4,0,0
Bell,308,Straight Party,,LIB,Libertarian Party,7,3,4,0,0
Bell,309,Straight Party,,LIB,Libertarian Party,1,0,1,0,0
Bell,310,Straight Party,,LIB,Libertarian Party,1,0,1,0,0
Bell,311,Straight Party,,LIB,Libertarian Party,6,3,3,0,0
Bell,312,Straight Party,,LIB,Libertarian Party,0,0,0,0,0
Bell,313,Straight Party,,LIB,Libertarian Party,3,2,1,0,0
Bell,314,Straight Party,,LIB,Libertarian Party,5,4,1,0,0
Bell,315,Straight Party,,LIB,Libertarian Party,24,10,14,0,0
Bell,317,Straight Party,,LIB,Libertarian Party,16,7,9,0,0
Bell,401,Straight Party,,LIB,Libertarian Party,5,1,4,0,0
Bell,402,Straight Party,,LIB,Libertarian Party,5,4,1,0,0
Bell,404,Straight Party,,LIB,Libertarian Party,13,3,9,1,0
Bell,405,Straight Party,,LIB,Libertarian Party,20,14,6,0,0
Bell,406,Straight Party,,LIB,Libertarian Party,9,3,5,1,0
Bell,408,Straight Party,,LIB,Libertarian Party,15,12,3,0,0
Bell,409,Straight Party,,LIB,Libertarian Party,7,3,4,0,0
Bell,410,Straight Party,,LIB,Libertarian Party,7,4,3,0,0
Bell,412,Straight Party,,LIB,Libertarian Party,15,5,10,0,0
Bell,413,Straight Party,,LIB,Libertarian Party,21,11,10,0,0
Bell,101,Straight Party,,,Over Votes,0,0,0,0,0
Bell,102,Straight Party,,,Over Votes,0,0,0,0,0
Bell,103,Straight Party,,,Over Votes,0,0,0,0,0
Bell,104,Straight Party,,,Over Votes,1,1,0,0,0
Bell,105,Straight Party,,,Over Votes,0,0,0,0,0
Bell,106,Straight Party,,,Over Votes,0,0,0,0,0
Bell,107,Straight Party,,,Over Votes,0,0,0,0,0
Bell,108,Straight Party,,,Over Votes,0,0,0,0,0
Bell,109,Straight Party,,,Over Votes,0,0,0,0,0
Bell,110,Straight Party,,,Over Votes,0,0,0,0,0
Bell,111,Straight Party,,,Over Votes,0,0,0,0,0
Bell,113,Straight Party,,,Over Votes,0,0,0,0,0
Bell,201,Straight Party,,,Over Votes,0,0,0,0,0
Bell,202,Straight Party,,,Over Votes,0,0,0,0,0
Bell,203,Straight Party,,,Over Votes,1,1,0,0,0
Bell,204,Straight Party,,,Over Votes,0,0,0,0,0
Bell,205,Straight Party,,,Over Votes,1,0,1,0,0
Bell,206,Straight Party,,,Over Votes,1,1,0,0,0
Bell,207,Straight Party,,,Over Votes,1,0,1,0,0
Bell,208,Straight Party,,,Over Votes,0,0,0,0,0
Bell,209,Straight Party,,,Over Votes,3,1,2,0,0
Bell,210,Straight Party,,,Over Votes,1,0,1,0,0
Bell,301,Straight Party,,,Over Votes,0,0,0,0,0
Bell,302,Straight Party,,,Over Votes,1,1,0,0,0
Bell,303,Straight Party,,,Over Votes,1,1,0,0,0
Bell,304,Straight Party,,,Over Votes,1,0,1,0,0
Bell,305,Straight Party,,,Over Votes,0,0,0,0,0
Bell,306,Straight Party,,,Over Votes,0,0,0,0,0
Bell,307,Straight Party,,,Over Votes,0,0,0,0,0
Bell,308,Straight Party,,,Over Votes,0,0,0,0,0
Bell,309,Straight Party,,,Over Votes,0,0,0,0,0
Bell,310,Straight Party,,,Over Votes,0,0,0,0,0
Bell,311,Straight Party,,,Over Votes,0,0,0,0,0
Bell,312,Straight Party,,,Over Votes,0,0,0,0,0
Bell,313,Straight Party,,,Over Votes,0,0,0,0,0
Bell,314,Straight Party,,,Over Votes,0,0,0,0,0
Bell,315,Straight Party,,,Over Votes,0,0,0,0,0
Bell,317,Straight Party,,,Over Votes,0,0,0,0,0
Bell,401,Straight Party,,,Over Votes,0,0,0,0,0
Bell,402,Straight Party,,,Over Votes,0,0,0,0,0
Bell,404,Straight Party,,,Over Votes,0,0,0,0,0
Bell,405,Straight Party,,,Over Votes,0,0,0,0,0
Bell,406,Straight Party,,,Over Votes,0,0,0,0,0
Bell,408,Straight Party,,,Over Votes,0,0,0,0,0
Bell,409,Straight Party,,,Over Votes,0,0,0,0,0
Bell,410,Straight Party,,,Over Votes,0,0,0,0,0
Bell,412,Straight Party,,,Over Votes,1,0,1,0,0
Bell,413,Straight Party,,,Over Votes,0,0,0,0,0
Bell,101,Straight Party,,,Under Votes,1390,279,992,119,0
Bell,102,Straight Party,,,Under Votes,643,120,472,49,2
Bell,103,Straight Party,,,Under Votes,815,196,561,56,2
Bell,104,Straight Party,,,Under Votes,1532,372,1074,85,1
Bell,105,Straight Party,,,Under Votes,282,156,120,5,1
Bell,106,Straight Party,,,Under Votes,637,225,369,43,0
Bell,107,Straight Party,,,Under Votes,97,68,25,4,0
Bell,108,Straight Party,,,Under Votes,357,244,100,13,0
Bell,109,Straight Party,,,Under Votes,282,71,178,33,0
Bell,110,Straight Party,,,Under Votes,133,49,46,38,0
Bell,111,Straight Party,,,Under Votes,958,346,550,57,5
Bell,113,Straight Party,,,Under Votes,51,9,34,8,0
Bell,201,Straight Party,,,Under Votes,471,142,293,36,0
Bell,202,Straight Party,,,Under Votes,1003,246,689,67,1
Bell,203,Straight Party,,,Under Votes,1530,279,1169,81,1
Bell,204,Straight Party,,,Under Votes,278,70,180,28,0
Bell,205,Straight Party,,,Under Votes,601,169,390,39,3
Bell,206,Straight Party,,,Under Votes,265,77,164,23,1
Bell,207,Straight Party,,,Under Votes,418,131,257,30,0
Bell,208,Straight Party,,,Under Votes,917,302,576,39,0
Bell,209,Straight Party,,,Under Votes,1160,286,774,100,0
Bell,210,Straight Party,,,Under Votes,882,344,484,53,1
Bell,301,Straight Party,,,Under Votes,633,304,301,28,0
Bell,302,Straight Party,,,Under Votes,710,236,430,43,1
Bell,303,Straight Party,,,Under Votes,782,224,518,40,0
Bell,304,Straight Party,,,Under Votes,113,36,63,14,0
Bell,305,Straight Party,,,Under Votes,570,161,360,49,0
Bell,306,Straight Party,,,Under Votes,243,91,110,40,2
Bell,307,Straight Party,,,Under Votes,270,89,154,25,2
Bell,308,Straight Party,,,Under Votes,281,83,168,27,3
Bell,309,Straight Party,,,Under Votes,196,112,78,6,0
Bell,310,Straight Party,,,Under Votes,113,70,39,4,0
Bell,311,Straight Party,,,Under Votes,510,194,269,46,1
Bell,312,Straight Party,,,Under Votes,329,159,157,13,0
Bell,313,Straight Party,,,Under Votes,539,142,345,50,2
Bell,314,Straight Party,,,Under Votes,436,137,260,38,1
Bell,315,Straight Party,,,Under Votes,1217,390,765,59,3
Bell,317,Straight Party,,,Under Votes,1397,420,856,119,2
Bell,401,Straight Party,,,Under Votes,248,140,92,15,1
Bell,402,Straight Party,,,Under Votes,510,202,268,40,0
Bell,404,Straight Party,,,Under Votes,544,193,295,50,6
Bell,405,Straight Party,,,Under Votes,606,222,342,39,3
Bell,406,Straight Party,,,Under Votes,307,65,202,37,3
Bell,408,Straight Party,,,Under Votes,761,257,453,50,1
Bell,409,Straight Party,,,Under Votes,299,100,177,21,1
Bell,410,Straight Party,,,Under Votes,180,66,109,5,0
Bell,412,Straight Party,,,Under Votes,618,224,348,45,1
Bell,413,Straight Party,,,Under Votes,817,378,403,33,3
Bell,101,U.S. Senate,,REP,Ted Cruz,2702,608,1886,205,3
Bell,102,U.S. Senate,,REP,Ted Cruz,1256,269,905,80,2
Bell,103,U.S. Senate,,REP,Ted Cruz,1669,400,1169,92,8
Bell,104,U.S. Senate,,REP,Ted Cruz,3192,787,2234,167,4
Bell,105,U.S. Senate,,REP,Ted Cruz,720,383,306,31,0
Bell,106,U.S. Senate,,REP,Ted Cruz,683,237,415,31,0
Bell,107,U.S. Senate,,REP,Ted Cruz,184,126,50,8,0
Bell,108,U.S. Senate,,REP,Ted Cruz,767,451,284,32,0
Bell,109,U.S. Senate,,REP,Ted Cruz,381,97,249,33,2
Bell,110,U.S. Senate,,REP,Ted Cruz,182,70,66,46,0
Bell,111,U.S. Senate,,REP,Ted Cruz,1660,521,1029,104,6
Bell,113,U.S. Senate,,REP,Ted Cruz,125,28,84,13,0
Bell,201,U.S. Senate,,REP,Ted Cruz,760,212,489,58,1
Bell,202,U.S. Senate,,REP,Ted Cruz,1790,373,1278,136,3
Bell,203,U.S. Senate,,REP,Ted Cruz,3559,708,2671,175,5
Bell,204,U.S. Senate,,REP,Ted Cruz,413,113,250,50,0
Bell,205,U.S. Senate,,REP,Ted Cruz,639,182,399,56,2
Bell,206,U.S. Senate,,REP,Ted Cruz,316,113,170,33,0
Bell,207,U.S. Senate,,REP,Ted Cruz,413,133,245,34,1
Bell,208,U.S. Senate,,REP,Ted Cruz,953,314,575,64,0
Bell,209,U.S. Senate,,REP,Ted Cruz,1691,439,1143,108,1
Bell,210,U.S. Senate,,REP,Ted Cruz,1044,425,551,68,0
Bell,301,U.S. Senate,,REP,Ted Cruz,1626,751,788,87,0
Bell,302,U.S. Senate,,REP,Ted Cruz,1245,369,764,110,2
Bell,303,U.S. Senate,,REP,Ted Cruz,1233,338,783,110,2
Bell,304,U.S. Senate,,REP,Ted Cruz,334,107,202,25,0
Bell,305,U.S. Senate,,REP,Ted Cruz,1090,296,689,101,4
Bell,306,U.S. Senate,,REP,Ted Cruz,350,110,175,64,1
Bell,307,U.S. Senate,,REP,Ted Cruz,283,92,170,20,1
Bell,308,U.S. Senate,,REP,Ted Cruz,437,151,256,29,1
Bell,309,U.S. Senate,,REP,Ted Cruz,414,213,186,15,0
Bell,310,U.S. Senate,,REP,Ted Cruz,264,147,112,5,0
Bell,311,U.S. Senate,,REP,Ted Cruz,1367,558,701,106,2
Bell,312,U.S. Senate,,REP,Ted Cruz,841,382,429,30,0
Bell,313,U.S. Senate,,REP,Ted Cruz,1183,298,763,118,4
Bell,314,U.S. Senate,,REP,Ted Cruz,724,223,430,70,1
Bell,315,U.S. Senate,,REP,Ted Cruz,2192,698,1392,97,5
Bell,317,U.S. Senate,,REP,Ted Cruz,2781,760,1739,270,12
Bell,401,U.S. Senate,,REP,Ted Cruz,505,276,192,36,1
Bell,402,U.S. Senate,,REP,Ted Cruz,988,421,491,75,1
Bell,404,U.S. Senate,,REP,Ted Cruz,616,220,343,48,5
Bell,405,U.S. Senate,,REP,Ted Cruz,508,208,264,33,3
Bell,406,U.S. Senate,,REP,Ted Cruz,494,143,304,47,0
Bell,408,U.S. Senate,,REP,Ted Cruz,864,280,537,45,2
Bell,409,U.S. Senate,,REP,Ted Cruz,439,169,247,23,0
Bell,410,U.S. Senate,,REP,Ted Cruz,254,101,146,6,1
Bell,412,U.S. Senate,,REP,Ted Cruz,493,170,285,37,1
Bell,413,U.S. Senate,,REP,Ted Cruz,813,372,396,44,1
Bell,101,U.S. Senate,,DEM,Beto O'Rourke,1063,244,719,99,1
Bell,102,U.S. Senate,,DEM,Beto O'Rourke,521,112,351,58,0
Bell,103,U.S. Senate,,DEM,Beto O'Rourke,827,274,497,56,0
Bell,104,U.S. Senate,,DEM,Beto O'Rourke,1119,307,722,88,2
Bell,105,U.S. Senate,,DEM,Beto O'Rourke,141,55,77,8,1
Bell,106,U.S. Senate,,DEM,Beto O'Rourke,1407,473,855,79,0
Bell,107,U.S. Senate,,DEM,Beto O'Rourke,91,69,17,5,0
Bell,108,U.S. Senate,,DEM,Beto O'Rourke,159,91,51,17,0
Bell,109,U.S. Senate,,DEM,Beto O'Rourke,581,181,340,59,1
Bell,110,U.S. Senate,,DEM,Beto O'Rourke,175,70,77,28,0
Bell,111,U.S. Senate,,DEM,Beto O'Rourke,1067,336,676,53,2
Bell,113,U.S. Senate,,DEM,Beto O'Rourke,38,8,25,5,0
Bell,201,U.S. Senate,,DEM,Beto O'Rourke,750,246,464,39,1
