county,precinct_number,office,district,candidate,party,early_voting,election_day,votes
Bee,1,Proposition 7,,YES,REP,63,91,154
Bee,1,Proposition 7,,NO,REP,38,19,57
Bee,2,Proposition 7,,YES,REP,9,33,42
Bee,2,Proposition 7,,NO,REP,3,14,17
Bee,3,Proposition 7,,YES,REP,59,44,103
Bee,3,Proposition 7,,NO,REP,19,15,34
Bee,4,Proposition 7,,YES,REP,11,13,24
Bee,4,Proposition 7,,NO,REP,5,6,11
Bee,5,Proposition 7,,YES,REP,4,41,45
Bee,5,Proposition 7,,NO,REP,3,12,15
Bee,6,Proposition 7,,YES,REP,24,53,77
Bee,6,Proposition 7,,NO,REP,7,13,20
Bee,8,Proposition 7,,YES,REP,9,17,26
Bee,8,Proposition 7,,NO,REP,7,5,12
Bee,9,Proposition 7,,YES,REP,8,7,15
Bee,9,Proposition 7,,NO,REP,7,3,10
Bee,10,Proposition 7,,YES,REP,15,8,23
Bee,10,Proposition 7,,NO,REP,9,5,14
Bee,11,Proposition 7,,YES,REP,3,18,21
Bee,11,Proposition 7,,NO,REP,3,3,6
Bee,12,Proposition 7,,YES,REP,8,22,30
Bee,12,Proposition 7,,NO,REP,4,8,12
Bee,13,Proposition 7,,YES,REP,31,59,90
Bee,13,Proposition 7,,NO,REP,15,39,54
Bee,14,Proposition 7,,YES,REP,3,12,15
Bee,14,Proposition 7,,NO,REP,2,5,7
Bee,16,Proposition 7,,YES,REP,29,36,65
Bee,16,Proposition 7,,NO,REP,27,23,50
Bee,17,Proposition 7,,YES,REP,35,31,66
Bee,17,Proposition 7,,NO,REP,14,12,26
Bee,18,Proposition 7,,YES,REP,101,72,173
Bee,18,Proposition 7,,NO,REP,49,37,86
Bee,19,Proposition 7,,YES,REP,1,1,2
Bee,19,Proposition 7,,NO,REP,1,3,4
Bee,1,Proposition 8,,YES,REP,99,111,210
Bee,1,Proposition 8,,NO,REP,4,0,4
Bee,2,Proposition 8,,YES,REP,11,50,61
Bee,2,Proposition 8,,NO,REP,2,0,2
Bee,3,Proposition 8,,YES,REP,79,59,138
Bee,3,Proposition 8,,NO,REP,2,3,5
Bee,4,Proposition 8,,YES,REP,14,20,34
Bee,4,Proposition 8,,NO,REP,2,1,3
Bee,5,Proposition 8,,YES,REP,8,52,60
Bee,5,Proposition 8,,NO,REP,0,1,1
Bee,6,Proposition 8,,YES,REP,30,64,94
Bee,6,Proposition 8,,NO,REP,1,2,3
Bee,8,Proposition 8,,YES,REP,16,20,36
Bee,8,Proposition 8,,NO,REP,0,1,1
Bee,9,Proposition 8,,YES,REP,14,10,24
Bee,9,Proposition 8,,NO,REP,1,0,1
Bee,10,Proposition 8,,YES,REP,25,15,40
Bee,10,Proposition 8,,NO,REP,0,0,0
Bee,11,Proposition 8,,YES,REP,6,23,29
Bee,11,Proposition 8,,NO,REP,0,0,0
Bee,12,Proposition 8,,YES,REP,11,35,46
Bee,12,Proposition 8,,NO,REP,1,1,2
Bee,13,Proposition 8,,YES,REP,50,94,144
Bee,13,Proposition 8,,NO,REP,0,7,7
Bee,14,Proposition 8,,YES,REP,6,17,23
Bee,14,Proposition 8,,NO,REP,0,0,0
Bee,16,Proposition 8,,YES,REP,58,59,117
Bee,16,Proposition 8,,NO,REP,1,2,3
Bee,17,Proposition 8,,YES,REP,48,40,88
Bee,17,Proposition 8,,NO,REP,1,2,3
Bee,18,Proposition 8,,YES,REP,153,112,265
Bee,18,Proposition 8,,NO,REP,4,2,6
Bee,19,Proposition 8,,YES,REP,4,4,8
Bee,19,Proposition 8,,NO,REP,0,0,0
Bee,1,Proposition 9,,YES,REP,86,103,189
Bee,1,Proposition 9,,NO,REP,14,7,21
Bee,2,Proposition 9,,YES,REP,12,48,60
Bee,2,Proposition 9,,NO,REP,1,2,3
Bee,3,Proposition 9,,YES,REP,70,57,127
Bee,3,Proposition 9,,NO,REP,10,5,15
Bee,4,Proposition 9,,YES,REP,14,19,33
Bee,4,Proposition 9,,NO,REP,2,2,4
Bee,5,Proposition 9,,YES,REP,8,49,57
Bee,5,Proposition 9,,NO,REP,0,5,5
Bee,6,Proposition 9,,YES,REP,29,64,93
Bee,6,Proposition 9,,NO,REP,2,2,4
Bee,8,Proposition 9,,YES,REP,15,19,34
Bee,8,Proposition 9,,NO,REP,1,2,3
Bee,9,Proposition 9,,YES,REP,12,10,22
Bee,9,Proposition 9,,NO,REP,3,0,3
Bee,10,Proposition 9,,YES,REP,22,13,35
Bee,10,Proposition 9,,NO,REP,3,1,4
Bee,11,Proposition 9,,YES,REP,6,23,29
Bee,11,Proposition 9,,NO,REP,0,0,0
Bee,12,Proposition 9,,YES,REP,8,32,40
Bee,12,Proposition 9,,NO,REP,4,3,7
Bee,13,Proposition 9,,YES,REP,42,96,138
Bee,13,Proposition 9,,NO,REP,7,5,12
Bee,14,Proposition 9,,YES,REP,6,16,22
Bee,14,Proposition 9,,NO,REP,0,1,1
Bee,16,Proposition 9,,YES,REP,45,56,101
Bee,16,Proposition 9,,NO,REP,11,5,16
Bee,17,Proposition 9,,YES,REP,45,38,83
Bee,17,Proposition 9,,NO,REP,5,7,12
Bee,18,Proposition 9,,YES,REP,142,103,245
Bee,18,Proposition 9,,NO,REP,13,10,23
Bee,19,Proposition 9,,YES,REP,4,3,7
Bee,19,Proposition 9,,NO,REP,0,1,1
Bee,1,Railroad Commissioner,,Roman McAllen,DEM,15,27,42
Bee,1,Railroad Commissioner,,Chris Spellmon,DEM,22,14,36
Bee,1,Railroad Commissioner,,Christi Craddick,REP,71,83,154
Bee,1,Railroad Commissioner,,Weston Martinez,REP,18,20,38
Bee,2,Railroad Commissioner,,Roman McAllen,DEM,0,0,0
Bee,2,Railroad Commissioner,,Chris Spellmon,DEM,0,1,1
Bee,2,Railroad Commissioner,,Christi Craddick,REP,10,30,40
Bee,2,Railroad Commissioner,,Weston Martinez,REP,3,10,13
Bee,3,Railroad Commissioner,,Roman McAllen,DEM,23,17,40
Bee,3,Railroad Commissioner,,Chris Spellmon,DEM,17,10,27
Bee,3,Railroad Commissioner,,Christi Craddick,REP,58,38,96
Bee,3,Railroad Commissioner,,Weston Martinez,REP,13,19,32
Bee,4,Railroad Commissioner,,Roman McAllen,DEM,4,4,8
Bee,4,Railroad Commissioner,,Chris Spellmon,DEM,0,3,3
Bee,4,Railroad Commissioner,,Christi Craddick,REP,13,18,31
Bee,4,Railroad Commissioner,,Weston Martinez,REP,2,2,4
Bee,5,Railroad Commissioner,,Roman McAllen,DEM,0,1,1
Bee,5,Railroad Commissioner,,Chris Spellmon,DEM,0,1,1
Bee,5,Railroad Commissioner,,Christi Craddick,REP,7,39,46
Bee,5,Railroad Commissioner,,Weston Martinez,REP,2,11,13
Bee,6,Railroad Commissioner,,Roman McAllen,DEM,33,44,77
Bee,6,Railroad Commissioner,,Chris Spellmon,DEM,18,17,35
Bee,6,Railroad Commissioner,,Christi Craddick,REP,24,53,77
Bee,6,Railroad Commissioner,,Weston Martinez,REP,5,8,13
Bee,8,Railroad Commissioner,,Roman McAllen,DEM,1,0,1
Bee,8,Railroad Commissioner,,Chris Spellmon,DEM,2,2,4
Bee,8,Railroad Commissioner,,Christi Craddick,REP,8,15,23
Bee,8,Railroad Commissioner,,Weston Martinez,REP,3,3,6
Bee,9,Railroad Commissioner,,Roman McAllen,DEM,22,23,45
Bee,9,Railroad Commissioner,,Chris Spellmon,DEM,12,8,20
Bee,9,Railroad Commissioner,,Christi Craddick,REP,11,1,12
Bee,9,Railroad Commissioner,,Weston Martinez,REP,3,8,11
Bee,10,Railroad Commissioner,,Roman McAllen,DEM,20,9,29
Bee,10,Railroad Commissioner,,Chris Spellmon,DEM,11,10,21
Bee,10,Railroad Commissioner,,Christi Craddick,REP,12,7,19
Bee,10,Railroad Commissioner,,Weston Martinez,REP,11,5,16
Bee,11,Railroad Commissioner,,Roman McAllen,DEM,2,6,8
Bee,11,Railroad Commissioner,,Chris Spellmon,DEM,0,0,0
Bee,11,Railroad Commissioner,,Christi Craddick,REP,4,15,19
Bee,11,Railroad Commissioner,,Weston Martinez,REP,1,2,3
Bee,12,Railroad Commissioner,,Roman McAllen,DEM,1,1,2
Bee,12,Railroad Commissioner,,Chris Spellmon,DEM,1,1,2
Bee,12,Railroad Commissioner,,Christi Craddick,REP,7,31,38
Bee,12,Railroad Commissioner,,Weston Martinez,REP,5,2,7
Bee,13,Railroad Commissioner,,Roman McAllen,DEM,22,15,37
Bee,13,Railroad Commissioner,,Chris Spellmon,DEM,5,15,20
Bee,13,Railroad Commissioner,,Christi Craddick,REP,35,74,109
Bee,13,Railroad Commissioner,,Weston Martinez,REP,9,22,31
Bee,14,Railroad Commissioner,,Roman McAllen,DEM,9,5,14
Bee,14,Railroad Commissioner,,Chris Spellmon,DEM,4,3,7
Bee,14,Railroad Commissioner,,Christi Craddick,REP,4,16,20
Bee,14,Railroad Commissioner,,Weston Martinez,REP,1,3,4
Bee,16,Railroad Commissioner,,Roman McAllen,DEM,6,7,13
Bee,16,Railroad Commissioner,,Chris Spellmon,DEM,5,8,13
Bee,16,Railroad Commissioner,,Christi Craddick,REP,38,37,75
Bee,16,Railroad Commissioner,,Weston Martinez,REP,18,12,30
Bee,17,Railroad Commissioner,,Roman McAllen,DEM,22,20,42
Bee,17,Railroad Commissioner,,Chris Spellmon,DEM,10,10,20
Bee,17,Railroad Commissioner,,Christi Craddick,REP,39,31,70
Bee,17,Railroad Commissioner,,Weston Martinez,REP,9,6,15
Bee,18,Railroad Commissioner,,Roman McAllen,DEM,8,16,24
Bee,18,Railroad Commissioner,,Chris Spellmon,DEM,9,9,18
Bee,18,Railroad Commissioner,,Christi Craddick,REP,121,85,206
Bee,18,Railroad Commissioner,,Weston Martinez,REP,17,14,31
Bee,19,Railroad Commissioner,,Roman McAllen,DEM,10,3,13
Bee,19,Railroad Commissioner,,Chris Spellmon,DEM,10,4,14
Bee,19,Railroad Commissioner,,Christi Craddick,REP,2,3,5
Bee,19,Railroad Commissioner,,Weston Martinez,REP,1,0,1
Bee,1,Registered Voters,,,,,,2147
Bee,2,Registered Voters,,,,,,274
Bee,3,Registered Voters,,,,,,1710
Bee,4,Registered Voters,,,,,,348
Bee,5,Registered Voters,,,,,,391
Bee,6,Registered Voters,,,,,,1257
Bee,8,Registered Voters,,,,,,248
Bee,9,Registered Voters,,,,,,780
Bee,10,Registered Voters,,,,,,1625
Bee,11,Registered Voters,,,,,,268
Bee,12,Registered Voters,,,,,,290
Bee,13,Registered Voters,,,,,,1436
Bee,14,Registered Voters,,,,,,250
Bee,16,Registered Voters,,,,,,986
Bee,17,Registered Voters,,,,,,1197
Bee,18,Registered Voters,,,,,,1594
Bee,19,Registered Voters,,,,,,648
Bee,1,State Representative,43,Dee Ann Torres Miller,DEM,34,36,70
Bee,1,State Representative,43,J.M. Lozano,REP,87,99,186
Bee,2,State Representative,43,Dee Ann Torres Miller,DEM,0,0,0
Bee,2,State Representative,43,J.M. Lozano,REP,9,39,48
Bee,3,State Representative,43,Dee Ann Torres Miller,DEM,36,25,61
Bee,3,State Representative,43,J.M. Lozano,REP,69,54,123
Bee,4,State Representative,43,Dee Ann Torres Miller,DEM,4,7,11
Bee,4,State Representative,43,J.M. Lozano,REP,14,18,32
Bee,5,State Representative,43,Dee Ann Torres Miller,DEM,0,3,3
Bee,5,State Representative,43,J.M. Lozano,REP,6,43,49
Bee,6,State Representative,43,Dee Ann Torres Miller,DEM,46,51,97
Bee,6,State Representative,43,J.M. Lozano,REP,23,55,78
Bee,8,State Representative,43,Dee Ann Torres Miller,DEM,3,2,5
Bee,8,State Representative,43,J.M. Lozano,REP,18,15,33
Bee,9,State Representative,43,Dee Ann Torres Miller,DEM,30,29,59
Bee,9,State Representative,43,J.M. Lozano,REP,13,10,23
Bee,10,State Representative,43,Dee Ann Torres Miller,DEM,29,18,47
Bee,10,State Representative,43,J.M. Lozano,REP,24,14,38
Bee,11,State Representative,43,Dee Ann Torres Miller,DEM,3,6,9
Bee,11,State Representative,43,J.M. Lozano,REP,5,18,23
Bee,12,State Representative,43,Dee Ann Torres Miller,DEM,1,2,3
Bee,12,State Representative,43,J.M. Lozano,REP,12,29,41
Bee,13,State Representative,43,Dee Ann Torres Miller,DEM,25,26,51
Bee,13,State Representative,43,J.M. Lozano,REP,46,89,135
Bee,14,State Representative,43,Dee Ann Torres Miller,DEM,14,9,23
Bee,14,State Representative,43,J.M. Lozano,REP,6,12,18
Bee,16,State Representative,43,Dee Ann Torres Miller,DEM,11,15,26
Bee,16,State Representative,43,J.M. Lozano,REP,55,53,108
Bee,17,State Representative,43,Dee Ann Torres Miller,DEM,33,24,57
Bee,17,State Representative,43,J.M. Lozano,REP,46,32,78
Bee,18,State Representative,43,Dee Ann Torres Miller,DEM,20,23,43
Bee,18,State Representative,43,J.M. Lozano,REP,132,99,231
Bee,19,State Representative,43,Dee Ann Torres Miller,DEM,18,7,25
Bee,19,State Representative,43,J.M. Lozano,REP,3,3,6
Bee,1,U.S. House,34,Filemon B. Vela,DEM,36,41,77
Bee,1,U.S. House,34,Rey Gonzalez,REP,78,91,169
Bee,2,U.S. House,34,Filemon B. Vela,DEM,0,0,0
Bee,2,U.S. House,34,Rey Gonzalez,REP,9,34,43
Bee,3,U.S. House,34,Filemon B. Vela,DEM,39,27,66
Bee,3,U.S. House,34,Rey Gonzalez,REP,60,52,112
Bee,4,U.S. House,34,Filemon B. Vela,DEM,5,7,12
Bee,4,U.S. House,34,Rey Gonzalez,REP,13,16,29
Bee,5,U.S. House,34,Filemon B. Vela,DEM,0,3,3
Bee,5,U.S. House,34,Rey Gonzalez,REP,7,38,45
Bee,6,U.S. House,34,Filemon B. Vela,DEM,53,56,109
Bee,6,U.S. House,34,Rey Gonzalez,REP,21,49,70
Bee,8,U.S. House,34,Filemon B. Vela,DEM,3,2,5
Bee,8,U.S. House,34,Rey Gonzalez,REP,14,17,31
Bee,9,U.S. House,34,Filemon B. Vela,DEM,32,33,65
Bee,9,U.S. House,34,Rey Gonzalez,REP,12,9,21
Bee,10,U.S. House,34,Filemon B. Vela,DEM,32,20,52
Bee,10,U.S. House,34,Rey Gonzalez,REP,19,12,31
Bee,11,U.S. House,34,Filemon B. Vela,DEM,3,6,9
Bee,11,U.S. House,34,Rey Gonzalez,REP,6,13,19
Bee,12,U.S. House,34,Filemon B. Vela,DEM,4,2,6
Bee,12,U.S. House,34,Rey Gonzalez,REP,10,29,39
Bee,13,U.S. House,34,Filemon B. Vela,DEM,29,30,59
Bee,13,U.S. House,34,Rey Gonzalez,REP,41,77,118
Bee,14,U.S. House,34,Filemon B. Vela,DEM,14,8,22
Bee,14,U.S. House,34,Rey Gonzalez,REP,6,12,18
Bee,16,U.S. House,34,Filemon B. Vela,DEM,12,15,27
Bee,16,U.S. House,34,Rey Gonzalez,REP,47,44,91
Bee,17,U.S. House,34,Filemon B. Vela,DEM,37,33,70
Bee,17,U.S. House,34,Rey Gonzalez,REP,41,31,72
Bee,18,U.S. House,34,Filemon B. Vela,DEM,22,22,44
Bee,18,U.S. House,34,Rey Gonzalez,REP,114,90,204
Bee,19,U.S. House,34,Filemon B. Vela,DEM,22,7,29
Bee,19,U.S. House,34,Rey Gonzalez,REP,2,2,4
Bee,1,U.S. Senate,,Edward Kimbrough,DEM,8,3,11
Bee,1,U.S. Senate,,Beto O'Rourke,DEM,19,19,38
Bee,1,U.S. Senate,,Sema Hernandez,DEM,13,22,35
Bee,1,U.S. Senate,,Mary Miller,REP,7,10,17
Bee,1,U.S. Senate,,"Bruce Jacobson, Jr.",REP,3,6,9
Bee,1,U.S. Senate,,Stefano de Stefano,REP,4,2,6
Bee,1,U.S. Senate,,Geraldine Sam,REP,1,0,1
Bee,1,U.S. Senate,,Ted Cruz,REP,86,93,179
Bee,2,U.S. Senate,,Edward Kimbrough,DEM,0,1,1
Bee,2,U.S. Senate,,Beto O'Rourke,DEM,0,1,1
Bee,2,U.S. Senate,,Sema Hernandez,DEM,0,0,0
Bee,2,U.S. Senate,,Mary Miller,REP,2,4,6
Bee,2,U.S. Senate,,"Bruce Jacobson, Jr.",REP,0,4,4
Bee,2,U.S. Senate,,Stefano de Stefano,REP,0,0,0
Bee,2,U.S. Senate,,Geraldine Sam,REP,0,0,0
Bee,2,U.S. Senate,,Ted Cruz,REP,11,41,52
Bee,3,U.S. Senate,,Edward Kimbrough,DEM,15,6,21
Bee,3,U.S. Senate,,Beto O'Rourke,DEM,13,14,27
Bee,3,U.S. Senate,,Sema Hernandez,DEM,12,9,21
Bee,3,U.S. Senate,,Mary Miller,REP,1,6,7
Bee,3,U.S. Senate,,"Bruce Jacobson, Jr.",REP,3,2,5
Bee,3,U.S. Senate,,Stefano de Stefano,REP,1,1,2
Bee,3,U.S. Senate,,Geraldine Sam,REP,1,0,1
Bee,3,U.S. Senate,,Ted Cruz,REP,72,52,124
Bee,4,U.S. Senate,,Edward Kimbrough,DEM,1,2,3
Bee,4,U.S. Senate,,Beto O'Rourke,DEM,3,5,8
Bee,4,U.S. Senate,,Sema Hernandez,DEM,2,0,2
Bee,4,U.S. Senate,,Mary Miller,REP,2,2,4
Bee,4,U.S. Senate,,"Bruce Jacobson, Jr.",REP,0,1,1
Bee,4,U.S. Senate,,Stefano de Stefano,REP,0,0,0
Bee,4,U.S. Senate,,Geraldine Sam,REP,0,0,0
Bee,4,U.S. Senate,,Ted Cruz,REP,14,19,33
Bee,5,U.S. Senate,,Edward Kimbrough,DEM,0,2,2
Bee,5,U.S. Senate,,Beto O'Rourke,DEM,0,1,1
Bee,5,U.S. Senate,,Sema Hernandez,DEM,0,0,0
Bee,5,U.S. Senate,,Mary Miller,REP,0,3,3
Bee,5,U.S. Senate,,"Bruce Jacobson, Jr.",REP,0,1,1
Bee,5,U.S. Senate,,Stefano de Stefano,REP,0,0,0
Bee,5,U.S. Senate,,Geraldine Sam,REP,0,2,2
Bee,5,U.S. Senate,,Ted Cruz,REP,9,46,55
Bee,6,U.S. Senate,,Edward Kimbrough,DEM,17,15,32
Bee,6,U.S. Senate,,Beto O'Rourke,DEM,11,12,23
Bee,6,U.S. Senate,,Sema Hernandez,DEM,32,39,71
Bee,6,U.S. Senate,,Mary Miller,REP,1,5,6
Bee,6,U.S. Senate,,"Bruce Jacobson, Jr.",REP,2,2,4
Bee,6,U.S. Senate,,Stefano de Stefano,REP,0,1,1
Bee,6,U.S. Senate,,Geraldine Sam,REP,0,0,0
Bee,6,U.S. Senate,,Ted Cruz,REP,28,59,87
Bee,8,U.S. Senate,,Edward Kimbrough,DEM,2,1,3
Bee,8,U.S. Senate,,Beto O'Rourke,DEM,0,1,1
Bee,8,U.S. Senate,,Sema Hernandez,DEM,1,0,1
Bee,8,U.S. Senate,,Mary Miller,REP,0,3,3
Bee,8,U.S. Senate,,"Bruce Jacobson, Jr.",REP,0,0,0
Bee,8,U.S. Senate,,Stefano de Stefano,REP,0,0,0
Bee,8,U.S. Senate,,Geraldine Sam,REP,0,0,0
Bee,8,U.S. Senate,,Ted Cruz,REP,17,18,35
Bee,9,U.S. Senate,,Edward Kimbrough,DEM,9,4,13
Bee,9,U.S. Senate,,Beto O'Rourke,DEM,6,14,20
Bee,9,U.S. Senate,,Sema Hernandez,DEM,20,20,40
Bee,9,U.S. Senate,,Mary Miller,REP,1,0,1
Bee,9,U.S. Senate,,"Bruce Jacobson, Jr.",REP,1,0,1
Bee,9,U.S. Senate,,Stefano de Stefano,REP,1,1,2
Bee,9,U.S. Senate,,Geraldine Sam,REP,1,0,1
Bee,9,U.S. Senate,,Ted Cruz,REP,11,9,20
Bee,10,U.S. Senate,,Edward Kimbrough,DEM,5,4,9
Bee,10,U.S. Senate,,Beto O'Rourke,DEM,13,4,17
Bee,10,U.S. Senate,,Sema Hernandez,DEM,19,15,34
Bee,10,U.S. Senate,,Mary Miller,REP,2,2,4
Bee,10,U.S. Senate,,"Bruce Jacobson, Jr.",REP,2,1,3
Bee,10,U.S. Senate,,Stefano de Stefano,REP,1,1,2
Bee,10,U.S. Senate,,Geraldine Sam,REP,0,0,0
Bee,10,U.S. Senate,,Ted Cruz,REP,18,12,30
Bee,11,U.S. Senate,,Edward Kimbrough,DEM,1,0,1
Bee,11,U.S. Senate,,Beto O'Rourke,DEM,1,6,7
Bee,11,U.S. Senate,,Sema Hernandez,DEM,1,0,1
Bee,11,U.S. Senate,,Mary Miller,REP,0,0,0
Bee,11,U.S. Senate,,"Bruce Jacobson, Jr.",REP,0,0,0
Bee,11,U.S. Senate,,Stefano de Stefano,REP,0,0,0
Bee,11,U.S. Senate,,Geraldine Sam,REP,0,0,0
Bee,11,U.S. Senate,,Ted Cruz,REP,6,22,28
Bee,12,U.S. Senate,,Edward Kimbrough,DEM,1,0,1
Bee,12,U.S. Senate,,Beto O'Rourke,DEM,3,0,3
Bee,12,U.S. Senate,,Sema Hernandez,DEM,0,2,2
Bee,12,U.S. Senate,,Mary Miller,REP,2,2,4
Bee,12,U.S. Senate,,"Bruce Jacobson, Jr.",REP,0,2,2
Bee,12,U.S. Senate,,Stefano de Stefano,REP,1,0,1
Bee,12,U.S. Senate,,Geraldine Sam,REP,1,0,1
Bee,12,U.S. Senate,,Ted Cruz,REP,8,32,40
Bee,13,U.S. Senate,,Edward Kimbrough,DEM,7,9,16
Bee,13,U.S. Senate,,Beto O'Rourke,DEM,11,13,24
Bee,13,U.S. Senate,,Sema Hernandez,DEM,12,8,20
Bee,13,U.S. Senate,,Mary Miller,REP,1,3,4
Bee,13,U.S. Senate,,"Bruce Jacobson, Jr.",REP,7,3,10
Bee,13,U.S. Senate,,Stefano de Stefano,REP,1,0,1
Bee,13,U.S. Senate,,Geraldine Sam,REP,0,1,1
Bee,13,U.S. Senate,,Ted Cruz,REP,41,95,136
Bee,14,U.S. Senate,,Edward Kimbrough,DEM,2,0,2
Bee,14,U.S. Senate,,Beto O'Rourke,DEM,1,3,4
Bee,14,U.S. Senate,,Sema Hernandez,DEM,12,10,22
Bee,14,U.S. Senate,,Mary Miller,REP,0,1,1
Bee,14,U.S. Senate,,"Bruce Jacobson, Jr.",REP,0,0,0
Bee,14,U.S. Senate,,Stefano de Stefano,REP,0,1,1
Bee,14,U.S. Senate,,Geraldine Sam,REP,0,0,0
Bee,14,U.S. Senate,,Ted Cruz,REP,6,17,23
Bee,16,U.S. Senate,,Edward Kimbrough,DEM,5,4,9
Bee,16,U.S. Senate,,Beto O'Rourke,DEM,4,7,11
Bee,16,U.S. Senate,,Sema Hernandez,DEM,5,6,11
Bee,16,U.S. Senate,,Mary Miller,REP,4,3,7
Bee,16,U.S. Senate,,"Bruce Jacobson, Jr.",REP,1,5,6
Bee,16,U.S. Senate,,Stefano de Stefano,REP,2,2,4
Bee,16,U.S. Senate,,Geraldine Sam,REP,1,1,2
Bee,16,U.S. Senate,,Ted Cruz,REP,48,50,98
Bee,17,U.S. Senate,,Edward Kimbrough,DEM,7,4,11
Bee,17,U.S. Senate,,Beto O'Rourke,DEM,12,15,27
Bee,17,U.S. Senate,,Sema Hernandez,DEM,16,12,28
Bee,17,U.S. Senate,,Mary Miller,REP,1,3,4
Bee,17,U.S. Senate,,"Bruce Jacobson, Jr.",REP,1,3,4
Bee,17,U.S. Senate,,Stefano de Stefano,REP,2,0,2
Bee,17,U.S. Senate,,Geraldine Sam,REP,0,1,1
Bee,17,U.S. Senate,,Ted Cruz,REP,45,33,78
Bee,18,U.S. Senate,,Edward Kimbrough,DEM,3,4,7
Bee,18,U.S. Senate,,Beto O'Rourke,DEM,10,12,22
Bee,18,U.S. Senate,,Sema Hernandez,DEM,8,9,17
Bee,18,U.S. Senate,,Mary Miller,REP,6,8,14
Bee,18,U.S. Senate,,"Bruce Jacobson, Jr.",REP,5,4,9
Bee,18,U.S. Senate,,Stefano de Stefano,REP,1,4,5
Bee,18,U.S. Senate,,Geraldine Sam,REP,3,0,3
Bee,18,U.S. Senate,,Ted Cruz,REP,142,100,242
Bee,19,U.S. Senate,,Edward Kimbrough,DEM,1,1,2
Bee,19,U.S. Senate,,Beto O'Rourke,DEM,8,2,10
Bee,19,U.S. Senate,,Sema Hernandez,DEM,14,4,18
Bee,19,U.S. Senate,,Mary Miller,REP,0,0,0
Bee,19,U.S. Senate,,"Bruce Jacobson, Jr.",REP,0,0,0
Bee,19,U.S. Senate,,Stefano de Stefano,REP,0,0,0
Bee,19,U.S. Senate,,Geraldine Sam,REP,0,0,0
Bee,19,U.S. Senate,,Ted Cruz,REP,4,3,7
