county,precinct,office,district,party,candidate,votes,election_day,early_voting
Wilbarger,Precinct 1,Candidate for:,,REP,Republican Party,176,76,100
Wilbarger,Precinct 1,Candidate for:,,DEM,Democratic Party,59,28,31
Wilbarger,Precinct 1,Candidate for:,,LIB,Libertarian Party,4,2,2
Wilbarger,Precinct 1,Registered Voters,,,,1352,,
Wilbarger,Precinct 1,U.S. Senate,,REP,Ted Cruz,430,142,288
Wilbarger,Precinct 1,U.S. Senate,,DEM,Beto O'Rourke,95,44,51
Wilbarger,Precinct 1,U.S. Senate,,LIB,Neal M. Dikeman,6,3,3
Wilbarger,Precinct 1,U.S. House,13,REP,Mac Thornberry,448,153,295
Wilbarger,Precinct 1,U.S. House,13,DEM,Greg Sagan,87,37,50
Wilbarger,Precinct 1,Governor,,REP,Greg Abbott,438,150,288
Wilbarger,Precinct 1,Governor,,DEM,Lupe Valdez,84,35,49
Wilbarger,Precinct 1,Governor,,LIB,Mark Jay Tippetts,13,5,8
Wilbarger,Precinct 1,Lieutenant Governor,,REP,Dan Patrick,403,140,263
Wilbarger,Precinct 1,Lieutenant Governor,,DEM,Mike Collier,112,40,72
Wilbarger,Precinct 1,Lieutenant Governor,,LIB,Kerry Douglas McKennon,14,7,7
Wilbarger,Precinct 1,Attorney General,,REP,Ken Paxton,411,145,266
Wilbarger,Precinct 1,Attorney General,,DEM,Justin Nelson,107,37,70
Wilbarger,Precinct 1,Attorney General,,LIB,Michael Ray Harris,13,6,7
Wilbarger,Precinct 1,Comptroller of Public Accounts,,REP,Glenn Hegar,421,142,279
Wilbarger,Precinct 1,Comptroller of Public Accounts,,DEM,Joi Chevalier,87,38,49
Wilbarger,Precinct 1,Comptroller of Public Accounts,,LIB,Ben Sanders,14,7,7
Wilbarger,Precinct 1,Commissioner of the General Land Office,,REP,George P. Bush,411,146,265
Wilbarger,Precinct 1,Commissioner of the General Land Office,,DEM,Miguel Suazo,91,34,57
Wilbarger,Precinct 1,Commissioner of the General Land Office,,LIB,Matt Pina,25,8,17
Wilbarger,Precinct 1,Commissioner of Agriculture,,REP,Sid Miller,414,140,274
Wilbarger,Precinct 1,Commissioner of Agriculture,,DEM,Kim Olson,97,39,58
Wilbarger,Precinct 1,Commissioner of Agriculture,,LIB,Richard Carpenter,14,6,8
Wilbarger,Precinct 1,Railroad Commissioner,,REP,Christi Craddick,420,142,278
Wilbarger,Precinct 1,Railroad Commissioner,,DEM,Roman McAllen,89,37,52
Wilbarger,Precinct 1,Railroad Commissioner,,LIB,Mike Wright,17,8,9
Wilbarger,Precinct 1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,425,145,280
Wilbarger,Precinct 1,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,98,43,55
Wilbarger,Precinct 1,"Justice, Supreme Court, Place 4",,REP,John Devine,421,146,275
Wilbarger,Precinct 1,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,91,39,52
Wilbarger,Precinct 1,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,420,145,275
Wilbarger,Precinct 1,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,94,41,53
Wilbarger,Precinct 1,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,415,142,273
Wilbarger,Precinct 1,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,94,38,56
Wilbarger,Precinct 1,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,8,5,3
Wilbarger,Precinct 1,"Judge, Court of Criminal Appeals Place 7",,REP,Barbara Parker Hervey,421,145,276
Wilbarger,Precinct 1,"Judge, Court of Criminal Appeals Place 7",,DEM,Ramona Franklin,94,41,53
Wilbarger,Precinct 1,"Judge, Court of Criminal Appeals Place 8",,REP,MIchelle Slaughter,434,149,285
Wilbarger,Precinct 1,"Judge, Court of Criminal Appeals Place 8",,LIB,Mark Ash,39,20,19
Wilbarger,Precinct 1,State Representative District 68,,REP,Drew Springer,452,159,293
