county,precinct,office,district,party,candidate,votes,election_day,early_voting
Stonewall,1,U. S. Senator,,DEM,Beto  O'Rourke,19,6,13
Stonewall,1,U. S. Senator,,LIB,Neal M.  Dikeman,2,1,1
Stonewall,1,U. S. Senator,,REP,Ted  Cruz,133,58,75
Stonewall,2,U. S. Senator,,DEM,Beto  O'Rourke,32,6,26
Stonewall,2,U. S. Senator,,LIB,Neal M.  Dikeman,0,0,0
Stonewall,2,U. S. Senator,,REP,Ted  Cruz,133,57,76
Stonewall,3,U. S. Senator,,DEM,Beto  O'Rourke,20,5,15
Stonewall,3,U. S. Senator,,LIB,Neal M.  Dikeman,0,0,0
Stonewall,3,U. S. Senator,,REP,Ted  Cruz,127,40,87
Stonewall,4,U. S. Senator,,DEM,Beto  O'Rourke,41,18,23
Stonewall,4,U. S. Senator,,LIB,Neal M.  Dikeman,3,2,1
Stonewall,4,U. S. Senator,,REP,Ted  Cruz,104,38,66
Stonewall,1,Lieutenant Governor,,REP,Dan  Patrick,116,53,63
Stonewall,1,Lieutenant Governor,,LIB,Kerry Douglas McKennon,2,2,0
Stonewall,1,Lieutenant Governor,,DEM,Mike  Collier,36,12,24
Stonewall,2,Lieutenant Governor,,REP,Dan  Patrick,119,50,69
Stonewall,2,Lieutenant Governor,,LIB,Kerry Douglas McKennon,1,1,0
Stonewall,2,Lieutenant Governor,,DEM,Mike  Collier,41,10,31
Stonewall,3,Lieutenant Governor,,REP,Dan  Patrick,115,35,80
Stonewall,3,Lieutenant Governor,,LIB,Kerry Douglas McKennon,3,1,2
Stonewall,3,Lieutenant Governor,,DEM,Mike  Collier,31,11,20
Stonewall,4,Lieutenant Governor,,REP,Dan  Patrick,91,32,59
Stonewall,4,Lieutenant Governor,,LIB,Kerry Douglas McKennon,5,3,2
Stonewall,4,Lieutenant Governor,,DEM,Mike  Collier,43,19,24
Stonewall,1,Comptroller of Public Accounts,,LIB,Ben Sanders,2,1,1
Stonewall,1,Comptroller of Public Accounts,,REP,Glenn  Hegar,131,59,72
Stonewall,1,Comptroller of Public Accounts,,DEM,Joi  Chevalier,16,4,12
Stonewall,2,Comptroller of Public Accounts,,LIB,Ben Sanders,2,0,2
Stonewall,2,Comptroller of Public Accounts,,REP,Glenn  Hegar,121,53,68
Stonewall,2,Comptroller of Public Accounts,,DEM,Joi  Chevalier,32,5,27
Stonewall,3,Comptroller of Public Accounts,,LIB,Ben Sanders,3,0,3
Stonewall,3,Comptroller of Public Accounts,,REP,Glenn  Hegar,119,39,80
Stonewall,3,Comptroller of Public Accounts,,DEM,Joi  Chevalier,20,7,13
Stonewall,4,Comptroller of Public Accounts,,LIB,Ben Sanders,6,6,0
Stonewall,4,Comptroller of Public Accounts,,REP,Glenn  Hegar,99,33,66
Stonewall,4,Comptroller of Public Accounts,,DEM,Joi  Chevalier,33,14,19
Stonewall,1,Commissioner of Agriculture,,DEM,Kim  Olson,18,5,13
Stonewall,1,Commissioner of Agriculture,,LIB,Richard Carpenter,3,1,2
Stonewall,1,Commissioner of Agriculture,,REP,Sid  Miller,130,59,71
Stonewall,2,Commissioner of Agriculture,,DEM,Kim  Olson,36,6,30
Stonewall,2,Commissioner of Agriculture,,LIB,Richard Carpenter,0,0,0
Stonewall,2,Commissioner of Agriculture,,REP,Sid  Miller,124,54,70
Stonewall,3,Commissioner of Agriculture,,DEM,Kim  Olson,20,7,13
Stonewall,3,Commissioner of Agriculture,,LIB,Richard Carpenter,2,0,2
Stonewall,3,Commissioner of Agriculture,,REP,Sid  Miller,125,40,85
Stonewall,4,Commissioner of Agriculture,,DEM,Kim  Olson,36,16,20
Stonewall,4,Commissioner of Agriculture,,LIB,Richard Carpenter,1,1,0
Stonewall,4,Commissioner of Agriculture,,REP,Sid  Miller,105,37,68
Stonewall,1,State Representative,68,REP,Drew  Springer,142,63,79
Stonewall,2,State Representative,68,REP,Drew  Springer,129,54,75
Stonewall,3,State Representative,68,REP,Drew  Springer,123,40,83
Stonewall,4,State Representative,68,REP,Drew  Springer,112,39,73
Stonewall,1,"Chief Justice, 11th Court of Appeals District",,REP,John  Bailey,143,65,78
Stonewall,2,"Chief Justice, 11th Court of Appeals District",,REP,John  Bailey,126,52,74
Stonewall,3,"Chief Justice, 11th Court of Appeals District",,REP,John  Bailey,123,40,83
Stonewall,4,"Chief Justice, 11th Court of Appeals District",,REP,John  Bailey,109,38,71
Stonewall,1,Commissioner of the General Land Office,,REP,George P.  Bush,127,56,71
Stonewall,1,Commissioner of the General Land Office,,LIB,Matt Pina,8,5,3
Stonewall,1,Commissioner of the General Land Office,,DEM,Miguel  Suazo,13,2,11
Stonewall,2,Commissioner of the General Land Office,,REP,George P.  Bush,123,53,70
Stonewall,2,Commissioner of the General Land Office,,LIB,Matt Pina,2,1,1
Stonewall,2,Commissioner of the General Land Office,,DEM,Miguel  Suazo,31,5,26
Stonewall,3,Commissioner of the General Land Office,,REP,George P.  Bush,115,36,79
Stonewall,3,Commissioner of the General Land Office,,LIB,Matt Pina,6,1,5
Stonewall,3,Commissioner of the General Land Office,,DEM,Miguel  Suazo,18,6,12
Stonewall,4,Commissioner of the General Land Office,,REP,George P.  Bush,97,35,62
Stonewall,4,Commissioner of the General Land Office,,LIB,Matt Pina,7,6,1
Stonewall,4,Commissioner of the General Land Office,,DEM,Miguel  Suazo,33,13,20
Stonewall,1,"Justice, Supreme Court, Place 6",,REP,Jeff  Brown,129,60,69
Stonewall,1,"Justice, Supreme Court, Place 6",,DEM,Kathy  Cheng,17,4,13
Stonewall,2,"Justice, Supreme Court, Place 6",,REP,Jeff  Brown,119,52,67
Stonewall,2,"Justice, Supreme Court, Place 6",,DEM,Kathy  Cheng,33,5,28
Stonewall,3,"Justice, Supreme Court, Place 6",,REP,Jeff  Brown,118,37,81
Stonewall,3,"Justice, Supreme Court, Place 6",,DEM,Kathy  Cheng,21,8,13
Stonewall,4,"Justice, Supreme Court, Place 6",,REP,Jeff  Brown,102,35,67
Stonewall,4,"Justice, Supreme Court, Place 6",,DEM,Kathy  Cheng,34,16,18
Stonewall,1,"Justice, Supreme Court, Place 4",,REP,John  Devine,129,60,69
Stonewall,1,"Justice, Supreme Court, Place 4",,DEM,R.K.  Sandill,19,4,15
Stonewall,2,"Justice, Supreme Court, Place 4",,REP,John  Devine,115,51,64
Stonewall,2,"Justice, Supreme Court, Place 4",,DEM,R.K.  Sandill,37,7,30
Stonewall,3,"Justice, Supreme Court, Place 4",,REP,John  Devine,119,38,81
Stonewall,3,"Justice, Supreme Court, Place 4",,DEM,R.K.  Sandill,21,8,13
Stonewall,4,"Justice, Supreme Court, Place 4",,REP,John  Devine,102,36,66
Stonewall,4,"Justice, Supreme Court, Place 4",,DEM,R.K.  Sandill,34,15,19
Stonewall,1,U.S. House,19,REP,Jodey  Arrington,136,62,74
Stonewall,1,U.S. House,19,DEM,Miguel  Levario,15,2,13
Stonewall,2,U.S. House,19,REP,Jodey  Arrington,131,57,74
Stonewall,2,U.S. House,19,DEM,Miguel  Levario,28,5,23
Stonewall,3,U.S. House,19,REP,Jodey  Arrington,131,42,89
Stonewall,3,U.S. House,19,DEM,Miguel  Levario,18,6,12
Stonewall,4,U.S. House,19,REP,Jodey  Arrington,113,42,71
Stonewall,4,U.S. House,19,DEM,Miguel  Levario,31,14,17
Stonewall,1,Attorney General,,DEM,Justin  Nelson,25,4,21
Stonewall,1,Attorney General,,REP,Ken  Paxton,125,59,66
Stonewall,1,Attorney General,,LIB,Michael Ray Harris,2,2,0
Stonewall,2,Attorney General,,DEM,Justin  Nelson,35,6,29
Stonewall,2,Attorney General,,REP,Ken  Paxton,123,53,70
Stonewall,2,Attorney General,,LIB,Michael Ray Harris,1,1,0
Stonewall,3,Attorney General,,DEM,Justin  Nelson,24,8,16
Stonewall,3,Attorney General,,REP,Ken  Paxton,124,40,84
Stonewall,3,Attorney General,,LIB,Michael Ray Harris,0,0,0
Stonewall,4,Attorney General,,DEM,Justin  Nelson,38,16,22
Stonewall,4,Attorney General,,REP,Ken  Paxton,99,35,64
Stonewall,4,Attorney General,,LIB,Michael Ray Harris,5,3,2
Stonewall,1,Governor,,REP,Greg  Abbott,133,58,75
Stonewall,1,Governor,,DEM,Lupe  Valdez,15,5,10
Stonewall,1,Governor,,LIB,Mark Jay Tippetts,3,1,2
Stonewall,2,Governor,,REP,Greg  Abbott,134,58,76
Stonewall,2,Governor,,DEM,Lupe  Valdez,28,5,23
Stonewall,2,Governor,,LIB,Mark Jay Tippetts,2,0,2
Stonewall,3,Governor,,REP,Greg  Abbott,130,40,90
Stonewall,3,Governor,,DEM,Lupe  Valdez,15,7,8
