county,precinct,office,district,party,candidate,votes,election_day,early_voting
Tyler,10,Ballots Cast,,,,726,306,420
Tyler,10,Straight Party,,REP,,319,117,202
Tyler,10,Straight Party,,DEM,,30,13,17
Tyler,10,Straight Party,,LIB,,2,1,1
Tyler,10,U.S. Senate,,REP,Ted Cruz,629,265,364
Tyler,10,U.S. Senate,,DEM,Beto O'Rourke,88,35,53
Tyler,10,U.S. Senate,,LIB,Neal M. Dikeman,7,5,2
Tyler,10,U.S. House,36,REP,Brian Babin,645,271,374
Tyler,10,U.S. House,36,DEM,Dayna Steele,75,30,45
Tyler,10,Governor,,REP,Greg Abbott,646,268,379
Tyler,10,Governor,,DEM,Lupe Valdez,68,32,36
Tyler,10,Governor,,LIB,Mark Jay Tippetts,8,4,3
Tyler,10,Lieutenant Governor,,REP,Dan Patrick,592,238,354
Tyler,10,Lieutenant Governor,,DEM,Mike Collier,110,50,60
Tyler,10,Lieutenant Governor,,LIB,Kerry Douglas McKennon,11,7,4
Tyler,10,Attorney General,,REP,Ken Paxton,614,252,362
Tyler,10,Attorney General,,DEM,Justin Nelson,89,39,50
Tyler,10,Attorney General,,LIB,Michael Ray Harris,10,6,4
Tyler,10,Comptroller of Public Accounts,,REP,Glenn Hegar,611,248,363
Tyler,10,Comptroller of Public Accounts,,DEM,Joi Chevalier,75,33,42
Tyler,10,Comptroller of Public Accounts,,LIB,Ben Sanders,18,10,8
Tyler,10,Commissioner of the General Land Office,,REP,George P. Bush,583,240,343
Tyler,10,Commissioner of the General Land Office,,DEM,Miguel Suazo,87,40,47
Tyler,10,Commissioner of the General Land Office,,LIB,Matt Pina,39,17,22
Tyler,16,Ballots Cast,,,,293,145,148
Tyler,16,Straight Party,,REP,,154,68,86
Tyler,16,Straight Party,,DEM,,12,6,6
Tyler,16,Straight Party,,LIB,,1,1,0
Tyler,16,U.S. Senate,,REP,Ted Cruz,258,120,138
Tyler,16,U.S. Senate,,DEM,Beto O'Rourke,33,23,10
Tyler,16,U.S. Senate,,LIB,Neal M. Dikeman,1,1,0
Tyler,16,U.S. House,36,REP,Brian Babin,260,125,135
Tyler,16,U.S. House,36,DEM,Dayna Steele,31,19,12
Tyler,16,Governor,,REP,Greg Abbott,263,127,136
Tyler,16,Governor,,DEM,Lupe Valdez,24,15,9
Tyler,16,Governor,,LIB,Mark Jay Tippetts,3,3,0
Tyler,16,Lieutenant Governor,,REP,Dan Patrick,251,118,133
Tyler,16,Lieutenant Governor,,DEM,Mike Collier,34,23,11
Tyler,16,Lieutenant Governor,,LIB,Kerry Douglas McKennon,4,3,1
Tyler,16,Attorney General,,REP,Ken Paxton,251,118,133
Tyler,16,Attorney General,,DEM,Justin Nelson,34,22,12
Tyler,16,Attorney General,,LIB,Michael Ray Harris,6,4,2
Tyler,16,Comptroller of Public Accounts,,REP,Glenn Hegar,251,115,136
Tyler,16,Comptroller of Public Accounts,,DEM,Joi Chevalier,30,21,9
Tyler,16,Comptroller of Public Accounts,,LIB,Ben Sanders,6,5,1
Tyler,16,Commissioner of the General Land Office,,REP,George P. Bush,253,120,133
Tyler,16,Commissioner of the General Land Office,,DEM,Miguel Suazo,25,15,10
Tyler,16,Commissioner of the General Land Office,,LIB,Matt Pina,9,6,3
Tyler,8,Ballots Cast,,,,126,59,67
Tyler,8,Straight Party,,REP,,67,25,42
Tyler,8,Straight Party,,DEM,,7,4,3
Tyler,8,Straight Party,,LIB,,0,0,0
Tyler,8,U.S. Senate,,REP,Ted Cruz,110,50,60
Tyler,8,U.S. Senate,,DEM,Beto O'Rourke,12,7,5
Tyler,8,U.S. Senate,,LIB,Neal M. Dikeman,2,2,0
Tyler,8,U.S. House,36,REP,Brian Babin,112,53,59
Tyler,8,U.S. House,36,DEM,Dayna Steele,11,6,5
Tyler,8,Governor,,REP,Greg Abbott,112,53,60
Tyler,8,Governor,,DEM,Lupe Valdez,9,4,6
Tyler,8,Governor,,LIB,Mark Jay Tippetts,2,2,0
Tyler,8,Lieutenant Governor,,REP,Dan Patrick,107,49,58
Tyler,8,Lieutenant Governor,,DEM,Mike Collier,14,9,5
Tyler,8,Lieutenant Governor,,LIB,Kerry Douglas McKennon,2,1,1
Tyler,8,Attorney General,,REP,Ken Paxton,108,50,58
Tyler,8,Attorney General,,DEM,Justin Nelson,14,8,6
Tyler,8,Attorney General,,LIB,Michael Ray Harris,1,1,0
Tyler,8,Comptroller of Public Accounts,,REP,Glenn Hegar,106,50,56
Tyler,8,Comptroller of Public Accounts,,DEM,Joi Chevalier,12,6,6
Tyler,8,Comptroller of Public Accounts,,LIB,Ben Sanders,3,3,0
Tyler,8,Commissioner of the General Land Office,,REP,George P. Bush,103,50,53
Tyler,8,Commissioner of the General Land Office,,DEM,Miguel Suazo,13,7,6
Tyler,8,Commissioner of the General Land Office,,LIB,Matt Pina,4,2,2
Tyler,1,Ballots Cast,,,,406,109,297
Tyler,1,Straight Party,,REP,,171,49,122
Tyler,1,Straight Party,,DEM,,30,7,23
Tyler,1,Straight Party,,LIB,,1,1,0
Tyler,1,U.S. Senate,,REP,Ted Cruz,330,83,247
Tyler,1,U.S. Senate,,DEM,Beto O'Rourke,72,25,47
Tyler,1,U.S. Senate,,LIB,Neal M. Dikeman,2,1,1
Tyler,1,U.S. House,36,REP,Brian Babin,338,86,252
Tyler,1,U.S. House,36,DEM,Dayna Steele,63,20,43
Tyler,1,Governor,,REP,Greg Abbott,336,86,250
Tyler,1,Governor,,DEM,Lupe Valdez,63,22,41
Tyler,1,Governor,,LIB,Mark Jay Tippetts,5,1,4
Tyler,1,Lieutenant Governor,,REP,Dan Patrick,305,78,227
Tyler,1,Lieutenant Governor,,DEM,Mike Collier,85,27,58
Tyler,1,Lieutenant Governor,,LIB,Kerry Douglas McKennon,5,3,2
Tyler,1,Attorney General,,REP,Ken Paxton,315,80,235
Tyler,1,Attorney General,,DEM,Justin Nelson,76,26,50
Tyler,1,Attorney General,,LIB,Michael Ray Harris,3,1,2
Tyler,1,Comptroller of Public Accounts,,REP,Glenn Hegar,315,81,234
Tyler,1,Comptroller of Public Accounts,,DEM,Joi Chevalier,62,21,41
Tyler,1,Comptroller of Public Accounts,,LIB,Ben Sanders,7,3,4
Tyler,1,Commissioner of the General Land Office,,REP,George P. Bush,321,85,236
Tyler,1,Commissioner of the General Land Office,,DEM,Miguel Suazo,63,19,44
Tyler,1,Commissioner of the General Land Office,,LIB,Matt Pina,10,3,7
Tyler,1,Commissioner of Agriculture,,REP,Sid Miller,315,83,232
Tyler,1,Commissioner of Agriculture,,DEM,Kim Olson,74,23,51
Tyler,1,Commissioner of Agriculture,,LIB,Richard Carpenter,4,1,3
Tyler,1,Railroad Commissioner,,REP,Christi Craddick,322,81,241
Tyler,1,Railroad Commissioner,,DEM,Roman McAllen,64,22,42
Tyler,1,Railroad Commissioner,,LIB,Mike Wright,5,3,2
Tyler,1,State Senate,3,REP,Robert Nichols,323,81,242
Tyler,1,State Senate,3,DEM,Shirley Layton,63,21,42
Tyler,1,State Senate,3,LIB,Bruce Quarles,2,0,2
Tyler,1,U.S. House,19,REP,James White,340,90,250
Tyler,1,U.S. House,19,DEM,Sherry Williams ,60,15,45
Tyler,2,Ballots Cast,,,,457,164,293
Tyler,2,Straight Party,,REP,,150,26,124
Tyler,2,Straight Party,,DEM,,95,54,41
Tyler,2,Straight Party,,LIB,,2,0,2
Tyler,2,U.S. Senate,,REP,Ted Cruz,269,69,200
Tyler,2,U.S. Senate,,DEM,Beto O'Rourke,183,94,89
Tyler,2,U.S. Senate,,LIB,Neal M. Dikeman,4,1,3
Tyler,2,U.S. House,36,REP,Brian Babin,293,83,210
Tyler,2,U.S. House,36,DEM,Dayna Steele,162,81,81
Tyler,2,Governor,,REP,Greg Abbott,293,81,212
Tyler,2,Governor,,DEM,Lupe Valdez,158,82,76
Tyler,2,Governor,,LIB,Mark Jay Tippetts,5,1,4
Tyler,2,Lieutenant Governor,,REP,Dan Patrick,262,66,196
Tyler,2,Lieutenant Governor,,DEM,Mike Collier,183,96,87
Tyler,2,Lieutenant Governor,,LIB,Kerry Douglas McKennon,6,0,6
Tyler,2,Attorney General,,REP,Ken Paxton,258,66,192
Tyler,2,Attorney General,,DEM,Justin Nelson,182,93,89
Tyler,2,Attorney General,,LIB,Michael Ray Harris,7,1,6
Tyler,2,Comptroller of Public Accounts,,REP,Glenn Hegar,253,65,188
Tyler,2,Comptroller of Public Accounts,,DEM,Joi Chevalier,173,89,84
Tyler,2,Comptroller of Public Accounts,,LIB,Ben Sanders,15,5,10
Tyler,2,Commissioner of the General Land Office,,REP,George P. Bush,263,71,192
Tyler,2,Commissioner of the General Land Office,,DEM,Miguel Suazo,170,84,86
Tyler,2,Commissioner of the General Land Office,,LIB,Matt Pina,13,7,6
Tyler,2,Commissioner of Agriculture,,REP,Sid Miller,252,64,188
Tyler,2,Commissioner of Agriculture,,DEM,Kim Olson,186,97,89
Tyler,2,Commissioner of Agriculture,,LIB,Richard Carpenter,8,0,8
Tyler,2,Railroad Commissioner,,REP,Christi Craddick,254,66,188
Tyler,2,Railroad Commissioner,,DEM,Roman McAllen,174,88,86
Tyler,2,Railroad Commissioner,,LIB,Mike Wright,15,4,11
Tyler,2,State Senate,3,REP,Robert Nichols,254,64,190
Tyler,2,State Senate,3,DEM,Shirley Layton,184,93,91
Tyler,2,State Senate,3,LIB,Bruce Quarles,3,0,3
Tyler,2,U.S. House,19,REP,James White,305,84,221
Tyler,2,U.S. House,19,DEM,Sherry Williams ,147,77,70
Tyler,3,Ballots Cast,,,,817,283,534
Tyler,3,Straight Party,,REP,,351,113,238
Tyler,3,Straight Party,,DEM,,95,40,55
Tyler,3,Straight Party,,LIB,,3,2,1
Tyler,3,U.S. Senate,,REP,Ted Cruz,617,201,416
Tyler,3,U.S. Senate,,DEM,Beto O'Rourke,182,76,106
Tyler,3,U.S. Senate,,LIB,Neal M. Dikeman,8,3,5
Tyler,3,U.S. House,36,REP,Brian Babin,630,204,426
Tyler,3,U.S. House,36,DEM,Dayna Steele,171,71,100
Tyler,3,Governor,,REP,Greg Abbott,629,214,415
Tyler,3,Governor,,DEM,Lupe Valdez,162,60,102
Tyler,3,Governor,,LIB,Mark Jay Tippetts,12,5,7
Tyler,3,Lieutenant Governor,,REP,Dan Patrick,583,192,391
Tyler,3,Lieutenant Governor,,DEM,Mike Collier,193,76,117
Tyler,3,Lieutenant Governor,,LIB,Kerry Douglas McKennon,19,8,11
Tyler,3,Attorney General,,REP,Ken Paxton,583,199,384
Tyler,3,Attorney General,,DEM,Justin Nelson,187,72,115
Tyler,3,Attorney General,,LIB,Michael Ray Harris,24,7,17
Tyler,3,Comptroller of Public Accounts,,REP,Glenn Hegar,582,193,389
Tyler,3,Comptroller of Public Accounts,,DEM,Joi Chevalier,175,70,105
Tyler,3,Comptroller of Public Accounts,,LIB,Ben Sanders,32,13,19
Tyler,3,Commissioner of the General Land Office,,REP,George P. Bush,598,199,399
Tyler,3,Commissioner of the General Land Office,,DEM,Miguel Suazo,167,65,102
Tyler,3,Commissioner of the General Land Office,,LIB,Matt Pina,29,12,17
Tyler,3,Commissioner of Agriculture,,REP,Sid Miller,578,195,383
Tyler,3,Commissioner of Agriculture,,DEM,Kim Olson,189,77,112
Tyler,3,Commissioner of Agriculture,,LIB,Richard Carpenter,23,5,18
Tyler,3,Railroad Commissioner,,REP,Christi Craddick,589,191,398
Tyler,3,Railroad Commissioner,,DEM,Roman McAllen,177,72,105
Tyler,3,Railroad Commissioner,,LIB,Mike Wright,26,13,13
Tyler,3,State Senate,3,REP,Robert Nichols,590,194,396
Tyler,3,State Senate,3,DEM,Shirley Layton,189,76,113
Tyler,3,State Senate,3,LIB,Bruce Quarles,15,7,8
Tyler,3,U.S. House,19,REP,James White,646,213,433
Tyler,3,U.S. House,19,DEM,Sherry Williams ,158,67,91
Tyler,4,Ballots Cast,,,,651,293,358
Tyler,4,Straight Party,,REP,,335,150,185
Tyler,4,Straight Party,,DEM,,45,19,26
Tyler,4,Straight Party,,LIB,,0,0,0
Tyler,4,U.S. Senate,,REP,Ted Cruz,557,251,306
Tyler,4,U.S. Senate,,DEM,Beto O'Rourke,92,41,51
Tyler,4,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0
Tyler,4,U.S. House,36,REP,Brian Babin,565,254,311
Tyler,4,U.S. House,36,DEM,Dayna Steele,81,36,45
