county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Hale,101,Straight Party,,REP,Republican,87,29,52,6
Hale,101,Straight Party,,DEM,Democratic,26,12,13,1
Hale,101,Straight Party,,LIB,Libertarian,2,0,2,0
Hale,101,U.S. Senate,,REP,Ted Cruz,126,47,70,9
Hale,101,U.S. Senate,,DEM,Beto O'Rourke,46,20,20,6
Hale,101,U.S. Senate,,LIB,Neal M. Dikeman,3,1,2,0
Hale,101,U.S. House,19,REP,Jodey Arrington,134,50,74,10
Hale,101,U.S. House,19,DEM,Miguel Levario,39,18,16,5
Hale,101,Governor,,REP,Greg Abbott,131,46,75,10
Hale,101,Governor,,DEM,Lupe Valdez,35,19,12,4
Hale,101,Governor,,LIB,Mark Jay Tippetts,7,2,4,1
Hale,101,Lieutenant Governor,,REP,Dan Patrick,126,46,71,9
Hale,101,Lieutenant Governor,,DEM,Mike Collier,39,17,16,6
Hale,101,Lieutenant Governor,,LIB,Kerry Douglas McKennon,7,3,4,0
Hale,101,Attorney General,,REP,Ken Paxton,123,45,69,9
Hale,101,Attorney General,,DEM,Justin Nelson,44,20,18,6
Hale,101,Attorney General,,LIB,Michael Ray Harris,5,1,4,0
Hale,101,Comptroller of Public Accounts,,REP,Glenn Hegar,123,42,72,9
Hale,101,Comptroller of Public Accounts,,DEM,Joi Chevalier,40,18,16,6
Hale,101,Comptroller of Public Accounts,,LIB,Ben Sanders,8,5,3,0
Hale,101,Commissioner of the General Land Office,,REP,George P. Bush,124,46,69,9
Hale,101,Commissioner of the General Land Office,,DEM,Miguel Suazo,38,17,16,5
Hale,101,Commissioner of the General Land Office,,LIB,Matt Pia,7,3,4,0
Hale,101,Commissioner of Agriculture,,REP,Sid Miller,123,43,69,11
Hale,101,Commissioner of Agriculture,,DEM,Kim Olson,43,21,18,4
Hale,101,Commissioner of Agriculture,,LIB,Richard Carpenter,4,1,3,0
Hale,101,Railroad Commissioner,,REP,Christi Craddick,125,45,69,11
Hale,101,Railroad Commissioner,,DEM,Roman McAllen,37,17,16,4
Hale,101,Railroad Commissioner,,LIB,Mike Wright,10,5,5,0
Hale,101,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,128,46,73,9
Hale,101,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,44,20,18,6
Hale,101,"Justice, Supreme Court, Place 4",,REP,John Devine,129,47,72,10
Hale,101,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,43,19,19,5
Hale,101,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,131,47,74,10
Hale,101,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,41,18,18,5
Hale,101,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,125,45,71,9
Hale,101,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,42,18,18,6
Hale,101,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,5,3,2,0
Hale,101,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,128,45,73,10
Hale,101,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,43,20,18,5
Hale,101,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,134,49,76,9
Hale,101,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,24,11,10,3
Hale,101,State Representative,88,REP,Ken King,131,47,74,10
Hale,101,State Representative,88,DEM,Ezekiel Barron,41,20,16,5
Hale,101,"Justice, 7th Court of Appeals District, Place No. 2",,REP,Judy Parker,147,56,79,12
Hale,101,"Justice, 7th Court of Appeals District, Place No. 3",,REP,Pat Pirtle,146,55,79,12
Hale,101,"District Judge, 64th Judicial District",,REP,Danah Zirpoli,148,54,81,13
Hale,101,"District Judge, 242nd Judicial District",,REP,Lowell Kregg Hukill,149,55,81,13
Hale,101,County Judge,,REP,David B. Mull,145,55,78,12
Hale,101,District Clerk,,REP,Carla Cannon,147,54,81,12
Hale,101,County Clerk,,DEM,Latrice Kemp,97,36,53,8
Hale,101,Sheriff - Unexpired Term,,REP,David Cochran,144,54,80,10
Hale,101,County Treasurer,,REP,Ida A. Tyler,142,54,78,10
Hale,101,County Surveyor,,DEM,Carl Joe Williams,96,37,51,8
Hale,101,"Justice of the Peace, Precinct No. 1",,REP,Sheron Collins,149,56,82,11
Hale,101,"Constable, Precinct No. 1 - Unexpired Term",,REP,Brent Hackett,148,54,81,13
Hale,102,Straight Party,,REP,Republican,26,9,15,2
Hale,102,Straight Party,,DEM,Democratic,12,8,2,2
Hale,102,Straight Party,,LIB,Libertarian,0,0,0,0
Hale,102,U.S. Senate,,REP,Ted Cruz,34,11,19,4
Hale,102,U.S. Senate,,DEM,Beto O'Rourke,16,8,6,2
Hale,102,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0,0
Hale,102,U.S. House,19,REP,Jodey Arrington,35,11,20,4
Hale,102,U.S. House,19,DEM,Miguel Levario,15,8,5,2
Hale,102,Governor,,REP,Greg Abbott,35,12,19,4
Hale,102,Governor,,DEM,Lupe Valdez,13,7,4,2
Hale,102,Governor,,LIB,Mark Jay Tippetts,2,0,2,0
Hale,102,Lieutenant Governor,,REP,Dan Patrick,34,11,19,4
Hale,102,Lieutenant Governor,,DEM,Mike Collier,14,8,4,2
Hale,102,Lieutenant Governor,,LIB,Kerry Douglas McKennon,2,0,2,0
Hale,102,Attorney General,,REP,Ken Paxton,35,12,19,4
Hale,102,Attorney General,,DEM,Justin Nelson,14,7,5,2
Hale,102,Attorney General,,LIB,Michael Ray Harris,1,0,1,0
Hale,102,Comptroller of Public Accounts,,REP,Glenn Hegar,35,12,19,4
Hale,102,Comptroller of Public Accounts,,DEM,Joi Chevalier,13,7,4,2
Hale,102,Comptroller of Public Accounts,,LIB,Ben Sanders,2,0,2,0
Hale,102,Commissioner of the General Land Office,,REP,George P. Bush,35,12,19,4
Hale,102,Commissioner of the General Land Office,,DEM,Miguel Suazo,13,7,4,2
Hale,102,Commissioner of the General Land Office,,LIB,Matt Pia,2,0,2,0
Hale,102,Commissioner of Agriculture,,REP,Sid Miller,31,11,18,2
Hale,102,Commissioner of Agriculture,,DEM,Kim Olson,17,8,5,4
Hale,102,Commissioner of Agriculture,,LIB,Richard Carpenter,2,0,2,0
Hale,102,Railroad Commissioner,,REP,Christi Craddick,34,12,18,4
Hale,102,Railroad Commissioner,,DEM,Roman McAllen,14,7,5,2
Hale,102,Railroad Commissioner,,LIB,Mike Wright,2,0,2,0
Hale,102,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,33,11,18,4
Hale,102,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,16,8,6,2
Hale,102,"Justice, Supreme Court, Place 4",,REP,John Devine,35,11,20,4
Hale,102,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,15,8,5,2
Hale,102,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,34,11,19,4
Hale,102,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,15,8,5,2
Hale,102,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,35,12,19,4
Hale,102,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,15,7,6,2
Hale,102,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,0,0,0,0
Hale,102,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,35,11,20,4
Hale,102,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,15,8,5,2
Hale,102,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,36,12,20,4
Hale,102,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,5,1,4,0
Hale,102,State Representative,88,REP,Ken King,32,11,19,2
Hale,102,State Representative,88,DEM,Ezekiel Barron,18,8,6,4
Hale,102,"Justice, 7th Court of Appeals District, Place No. 2",,REP,Judy Parker,40,13,23,4
Hale,102,"Justice, 7th Court of Appeals District, Place No. 3",,REP,Pat Pirtle,38,12,22,4
Hale,102,"District Judge, 64th Judicial District",,REP,Danah Zirpoli,38,12,22,4
Hale,102,"District Judge, 242nd Judicial District",,REP,Lowell Kregg Hukill,38,12,22,4
Hale,102,County Judge,,REP,David B. Mull,37,11,22,4
Hale,102,District Clerk,,REP,Carla Cannon,39,12,23,4
Hale,102,County Clerk,,DEM,Latrice Kemp,29,12,13,4
Hale,102,Sheriff - Unexpired Term,,REP,David Cochran,37,11,22,4
Hale,102,County Treasurer,,REP,Ida A. Tyler,35,10,21,4
Hale,102,County Surveyor,,DEM,Carl Joe Williams,26,13,11,2
Hale,102,"Justice of the Peace, Precinct No. 1",,REP,Sheron Collins,39,12,23,4
Hale,102,"Constable, Precinct No. 1 - Unexpired Term",,REP,Brent Hackett,38,12,22,4
Hale,103,Straight Party,,REP,Republican,49,17,29,3
Hale,103,Straight Party,,DEM,Democratic,70,36,32,2
Hale,103,Straight Party,,LIB,Libertarian,2,0,1,1
Hale,103,U.S. Senate,,REP,Ted Cruz,65,20,41,4
Hale,103,U.S. Senate,,DEM,Beto O'Rourke,89,52,34,3
Hale,103,U.S. Senate,,LIB,Neal M. Dikeman,2,1,1,0
Hale,103,U.S. House,19,REP,Jodey Arrington,75,29,42,4
Hale,103,U.S. House,19,DEM,Miguel Levario,81,44,34,3
Hale,103,Governor,,REP,Greg Abbott,73,27,42,4
Hale,103,Governor,,DEM,Lupe Valdez,82,46,33,3
Hale,103,Governor,,LIB,Mark Jay Tippetts,1,0,1,0
Hale,103,Lieutenant Governor,,REP,Dan Patrick,70,27,39,4
Hale,103,Lieutenant Governor,,DEM,Mike Collier,80,43,35,2
Hale,103,Lieutenant Governor,,LIB,Kerry Douglas McKennon,5,2,2,1
