county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Bandera,101,U.S. Senate,,DEM,Beto O'Rourke,35,12,21,2
Bandera,101,U.S. Senate,,DEM,Edward Kimbrough,4,0,3,1
Bandera,101,U.S. Senate,,DEM,Sema Hernandez,5,3,2,0
Bandera,101,U.S. Senate,,DEM,Over Votes,0,0,0,0
Bandera,101,U.S. Senate,,DEM,Under Votes,0,0,0,0
Bandera,101,U.S. House,21,DEM,Mary Street Wilson,17,5,11,1
Bandera,101,U.S. House,21,DEM,Derrick Crowe,5,2,2,1
Bandera,101,U.S. House,21,DEM,Elliott McFadden,1,0,1,0
Bandera,101,U.S. House,21,DEM,Joseph Kopser,19,8,10,1
Bandera,101,U.S. House,21,DEM,Over Votes,0,0,0,0
Bandera,101,U.S. House,21,DEM,Under Votes,2,0,2,0
Bandera,101,Governor,,DEM,Lupe Valdez,10,4,5,1
Bandera,101,Governor,,DEM,Adrian Ocegueda,0,0,0,0
Bandera,101,Governor,,DEM,Jeffrey Payne,8,4,4,0
Bandera,101,Governor,,DEM,Grady Yarbrough,1,0,1,0
Bandera,101,Governor,,DEM,Andrew White,17,4,12,1
Bandera,101,Governor,,DEM,James Jolly Clark,0,0,0,0
Bandera,101,Governor,,DEM,Tom Wakely,4,2,2,0
Bandera,101,Governor,,DEM,"Cedric Davis, Sr.",3,1,1,1
Bandera,101,Governor,,DEM,Joe Mumbach,0,0,0,0
Bandera,101,Governor,,DEM,Over Votes,0,0,0,0
Bandera,101,Governor,,DEM,Under Votes,1,0,1,0
Bandera,101,Lieutenant Governor,,DEM,Michael Cooper,10,2,7,1
Bandera,101,Lieutenant Governor,,DEM,Mike Collier,33,13,19,1
Bandera,101,Lieutenant Governor,,DEM,Over Votes,0,0,0,0
Bandera,101,Lieutenant Governor,,DEM,Under Votes,1,0,0,1
Bandera,101,Attorney General,,DEM,Justin Nelson,42,15,24,3
Bandera,101,Attorney General,,DEM,Over Votes,0,0,0,0
Bandera,101,Attorney General,,DEM,Under Votes,2,0,2,0
Bandera,101,Comptroller of Public Accounts,,DEM,Tim Mahoney,19,6,13,0
Bandera,101,Comptroller of Public Accounts,,DEM,Joi Chevalier,23,8,12,3
Bandera,101,Comptroller of Public Accounts,,DEM,Over Votes,0,0,0,0
Bandera,101,Comptroller of Public Accounts,,DEM,Under Votes,2,1,1,0
Bandera,101,Commissioner of the General Land Office,,DEM,Miguel Suazo,22,9,12,1
Bandera,101,Commissioner of the General Land Office,,DEM,Tex Morgan,19,4,13,2
Bandera,101,Commissioner of the General Land Office,,DEM,Over Votes,0,0,0,0
Bandera,101,Commissioner of the General Land Office,,DEM,Under Votes,3,2,1,0
Bandera,101,Commissioner of Agriculture,,DEM,Kim Olson,41,15,23,3
Bandera,101,Commissioner of Agriculture,,DEM,Over Votes,0,0,0,0
Bandera,101,Commissioner of Agriculture,,DEM,Under Votes,3,0,3,0
Bandera,101,Railroad Commissioner,,DEM,Chris Spellmon,20,7,12,1
Bandera,101,Railroad Commissioner,,DEM,Roman McAllen,21,6,13,2
Bandera,101,Railroad Commissioner,,DEM,Over Votes,0,0,0,0
Bandera,101,Railroad Commissioner,,DEM,Under Votes,3,2,1,0
Bandera,101,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,40,15,22,3
Bandera,101,"Justice, Supreme Court, Place 2",,DEM,Over Votes,0,0,0,0
Bandera,101,"Justice, Supreme Court, Place 2",,DEM,Under Votes,4,0,4,0
Bandera,101,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,40,15,22,3
Bandera,101,"Justice, Supreme Court, Place 4",,DEM,Over Votes,0,0,0,0
Bandera,101,"Justice, Supreme Court, Place 4",,DEM,Under Votes,4,0,4,0
Bandera,101,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,40,15,22,3
Bandera,101,"Justice, Supreme Court, Place 6",,DEM,Over Votes,0,0,0,0
Bandera,101,"Justice, Supreme Court, Place 6",,DEM,Under Votes,4,0,4,0
Bandera,101,"Presiding Judge, Court of Criminal Appeals",,DEM,Over Votes,0,0,0,0
Bandera,101,"Presiding Judge, Court of Criminal Appeals",,DEM,Under Votes,3,0,3,0
Bandera,101,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,41,15,23,3
Bandera,101,"Judge, Court of Criminal Appeals, Place 7",,DEM,Over Votes,0,0,0,0
Bandera,101,"Judge, Court of Criminal Appeals, Place 7",,DEM,Under Votes,3,0,3,0
Bandera,101,State Representative,53,DEM,Joe P. Herrera,11,5,6,0
Bandera,101,State Representative,53,DEM,Stephanie Lochte Ertel,29,9,17,3
Bandera,101,State Representative,53,DEM,Over Votes,0,0,0,0
Bandera,101,State Representative,53,DEM,Under Votes,4,1,3,0
