county,precinct,office,district,party,candidate,votes,election_day,early_voting
Coke,1,U.S. Senate,,REP,Mary Miller,5,4,1
Coke,1,U.S. Senate,,REP,Ted Cruz,146,80,66
Coke,1,U.S. Senate,,REP,Over Votes,0,0,0
Coke,1,U.S. Senate,,REP,Under Votes,5,3,2
Coke,1,Registered Voters,,REP,,1146,,
Coke,1,Ballots Cast,,REP,,169,1,74
Coke,1,U.S. Senate,,REP,Geraldine Sam,2,1,1
Coke,1,U.S. Senate,,REP,"Bruce Jacobson, Jr.",6,3,3
Coke,1,U.S. Senate,,REP,Stefano de Stefano,1,0,1
Coke,1,U.S. House,11,REP,Mike Conaway,134,72,62
Coke,1,U.S. House,11,REP,Paul Myers,24,13,11
Coke,1,Governor,,REP,Barbara Krueger,11,6,5
Coke,1,Governor,,REP,Greg Abbott,144,78,66
Coke,1,Governor,,REP,SECEDE Kilgore,2,1,1
Coke,1,Lieutenant Governor,,REP,Dan Patrick,89,46,43
Coke,1,Lieutenant Governor,,REP,Scott Milder,59,32,27
Coke,1,Attorney General,,REP,Ken Paxton,126,67,59
Coke,1,Comptroller of Public Accounts,,REP,Glenn Hegar,122,63,59
Coke,1,Commissioner of the General Land Office,,REP,Davey Edwards,11,8,3
Coke,1,Commissioner of the General Land Office,,REP,George P. Bush,96,46,50
Coke,1,Commissioner of the General Land Office,,REP,Jerry Patterson,30,21,9
Coke,1,Commissioner of the General Land Office,,REP,Rick Range,9,3,6
Coke,1,Commissioner of Agriculture,,REP,Sid Miller,85,46,39
Coke,1,Commissioner of Agriculture,,REP,Jim Hogan,26,12,14
Coke,1,Commissioner of Agriculture,,REP,Trey Blocker,29,17,12
Coke,1,Railroad Commissioner,,REP,Weston Martinez,38,18,20
Coke,1,Railroad Commissioner,,REP,Christi Craddick,88,51,37
Coke,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,114,59,55
Coke,1,"Justice, Supreme Court, Place 4",,REP,John Devine,112,57,55
Coke,1,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,109,53,56
Coke,1,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,47,25,22
Coke,1,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,72,37,35
Coke,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,103,52,51
Coke,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Jay Brandon,51,25,26
Coke,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Dib Waldrip,28,15,13
Coke,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,35,21,14
Coke,1,State Representative,72,REP,Drew Darby,128,65,63
Coke,1,"Justice, 3rd Court of Appeals District, Place No. 2",,REP,Cindy Olson Bourland,103,51,52
Coke,1,"Justice, 3rd Court of Appeals District, Place No. 3",,REP,Scott Field,107,53,54
Coke,1,"Justice, 3rd Court of Appeals District, Place No. 5",,REP,David Puryear,104,51,53
Coke,1,"Justice, 3rd Court of Appeals District, Place No. 6",,REP,Jennifer S. Freel,20,10,10
Coke,1,"Justice, 3rd Court of Appeals District, Place No. 6",,REP,Kristofer Monson,20,10,10
Coke,1,"Justice, 3rd Court of Appeals District, Place No. 6",,REP,Donna Davidson,26,10,16
Coke,1,"Justice, 3rd Court of Appeals District, Place No. 6",,REP,"Michael ""Mike"" Toth",45,28,17
Coke,1,County Judge,,REP,Hal Spain,145,81,64
Coke,1,County Judge,,REP,Sherry Davidson,19,9,10
Coke,1,District and County Clerk,,REP,Monica Reyes,134,70,64
Coke,1,County Treasurer,,REP,Therese Emert,133,69,64
Coke,1,Justice of the Peace,,REP,Russell Johnson,54,30,24
Coke,1,Justice of the Peace,,REP,Jackie Walker,104,58,46
Coke,1,U.S. Senate,,DEM,Over Votes,0,0,0
Coke,1,U.S. Senate,,DEM,Under Votes,0,0,0
Coke,1,Registered Voters,,DEM,,1146,,
Coke,1,Ballots Cast,,DEM,,169,2,74
Coke,1,U.S. Senate,,DEM,Beto O'Rourke,2,2,0
Coke,1,U.S. Senate,,DEM,Sema Hernandez,2,2,0
Coke,1,U.S. Senate,,DEM,Edward Kimbrough,0,0,0
Coke,1,U.S. House,11,DEM,Jennie Lou Leeder,1,1,0
Coke,1,U.S. House,11,DEM,Eric Pfalzgraf,1,1,0
Coke,1,Governor,,DEM,Joe Mumbach,0,0,0
Coke,1,Governor,,DEM,Lupe Valdez,1,1,0
Coke,1,Governor,,DEM,Jeffrey Payne,0,0,0
Coke,1,Governor,,DEM,"Cedric Davis, Sr.",0,0,0
Coke,1,Governor,,DEM,Grady Yarbrough,1,1,0
Coke,1,Governor,,DEM,Tom Wakely,0,0,0
Coke,1,Governor,,DEM,Andrew White,1,1,0
Coke,1,Governor,,DEM,James Jolly Clark,0,0,0
Coke,1,Governor,,DEM,Adrian Ocegueda,0,0,0
Coke,1,Lieutenant Governor,,DEM,Michael Cooper,2,2,0
Coke,1,Lieutenant Governor,,DEM,Mike Collier,1,1,0
Coke,1,Attorney General,,DEM,Justin Nelson,3,3,0
Coke,1,Comptroller of Public Accounts,,DEM,Tim Mahoney,1,1,0
Coke,1,Comptroller of Public Accounts,,DEM,Joi Chevalier,1,1,0
Coke,1,Commissioner of the General Land Office,,DEM,Miguel Suazo,3,3,0
Coke,1,Commissioner of the General Land Office,,DEM,Tex Morgan,0,0,0
Coke,1,Commissioner of Agriculture,,DEM,Kim Olson,2,2,0
Coke,1,Railroad Commissioner,,DEM,Chris Spellmon,2,2,0
Coke,1,Railroad Commissioner,,DEM,Roman McAllen,0,0,0
Coke,1,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,2,2,0
Coke,1,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,1,1,0
Coke,1,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,1,1,0
Coke,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,2,2,0
Coke,1,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,2,2,0
Coke,1,"Justice, 3rd Court of Appeals District, Place No. 2",,DEM,Edward Smith,2,2,0
Coke,1,"Justice, 3rd Court of Appeals District, Place No. 3",,DEM,Chari Kelly,1,1,0
Coke,1,"Justice, 3rd Court of Appeals District, Place No. 5",,DEM,Thomas J. Baker,2,2,0
Coke,1,"Justice, 3rd Court of Appeals District, Place No. 6",,DEM,Gisela D. Triana,2,2,0
Coke,1,Proposition #1 Right to a 21st Century Public Education:,,,Yes,3,3,0
Coke,1,Proposition #1 Right to a 21st Century Public Education:,,,No,0,0,0
Coke,1,Proposition #2 Student Loan Debt:,,,Yes,3,3,0
Coke,1,Proposition #2 Student Loan Debt:,,,No,0,0,0
Coke,1,Proposition #3 Right to Healthcare:,,,Yes,3,3,0
Coke,1,Proposition #3 Right to Healthcare:,,,No,0,0,0
Coke,1,Proposition #4 Right to Economic Security:,,,Yes,3,3,0
Coke,1,Proposition #4 Right to Economic Security:,,,No,0,0,0
Coke,1,Proposition #5 National Jobs Program:,,,Yes,3,3,0
Coke,1,Proposition #5 National Jobs Program:,,,No,0,0,0
Coke,1,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:",,,Yes,3,3,0
Coke,1,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:",,,No,0,0,0
Coke,1,Proposition #7 Right to Dignity & Respect:,,,Yes,3,3,0
Coke,1,Proposition #7 Right to Dignity & Respect:,,,No,0,0,0
Coke,1,Proposition #8 Right to Housing:,,,Yes,3,3,0
Coke,1,Proposition #8 Right to Housing:,,,No,0,0,0
Coke,1,Proposition #9 Right to Vote:,,,Yes,2,2,0
Coke,1,Proposition #9 Right to Vote:,,,No,0,0,0
Coke,1,Proposition #10 Right to a Fair Criminal Justice System:,,,Yes,3,3,0
Coke,1,Proposition #10 Right to a Fair Criminal Justice System:,,,No,0,0,0
Coke,1,Proposition #11 Immigrant Rights:,,,Yes,3,3,0
