county,precinct,office,district,party,candidate,votes,election_day,early_voting,mail,provisional
Wilson,Box 206,Straight Party,,DEM,Democratic,278,97,147,34,0
Wilson,Box 206,Straight Party,,LIB,Libertarian,4,2,2,0,0
Wilson,Box 206,U.S. Senate,,REP,Ted Cruz,787,230,513,44,0
Wilson,Box 206,U.S. Senate,,DEM,Beto O'Rourke,501,168,277,56,0
Wilson,Box 206,U.S. Senate,,LIB,Neal M. Dikeman,10,4,5,1,0
Wilson,Box 206,U.S. House,28,DEM,Henry Cuellar,745,241,438,66,0
Wilson,Box 206,U.S. House,28,LIB,Arthur Thomas IV,191,52,130,9,0
Wilson,Box 206,Governor,,REP,Greg Abbott,858,262,543,53,0
Wilson,Box 206,Governor,,DEM,Lupe Valdez,423,134,245,44,0
Wilson,Box 206,Governor,,LIB,Mark Jay Tippetts,15,6,7,2,0
Wilson,Box 206,Lt. Governor,,REP,Dan Patrick,774,234,494,46,0
Wilson,Box 206,Lt. Governor,,DEM,Mike Collier,484,154,278,52,0
Wilson,Box 206,Lt. Governor,,LIB,K. Douglas McKennon,30,9,20,1,0
Wilson,Box 206,Attorney General,,REP,Ken Paxton,748,229,475,44,0
Wilson,Box 206,Attorney General,,DEM,Justin Nelson,519,161,302,56,0
Wilson,Box 206,Attorney General,,LIB,Michael Ray Harris,20,6,14,0,0
Wilson,Box 206,Comptroller Public Accts,,REP,Glenn Hegar,778,224,512,42,0
Wilson,Box 206,Comptroller Public Accts,,DEM,Joi Chevalier,439,142,242,55,0
Wilson,Box 206,Comptroller Public Accts,,LIB,Ben Sanders,46,16,30,0,0
Wilson,Box 206,Commissioner Gen Land Office,,REP,George P. Bush,744,221,482,41,0
Wilson,Box 206,Commissioner Gen Land Office,,DEM,Miguel Suazo,463,148,261,54,0
Wilson,Box 206,Commissioner Gen Land Office,,LIB,Matt Pina,65,18,44,3,0
Wilson,Box 206,Commissioner of Agriculture,,REP,Sid Miller,746,219,484,43,0
Wilson,Box 206,Commissioner of Agriculture,,DEM,Kim Olson,484,155,275,54,0
Wilson,Box 206,Commissioner of Agriculture,,LIB,Richard Carpenter,40,11,28,1,0
Wilson,Box 206,Railroad Commissioner,,REP,Christi Craddick,771,224,502,45,0
Wilson,Box 206,Railroad Commissioner,,DEM,Roman McAllen,462,155,253,54,0
Wilson,Box 206,Railroad Commissioner,,LIB,Mike Wright,39,9,30,0,0
Wilson,Box 206,Justice Supreme Ct P2,,REP,Jimmy Blacklock,768,224,502,42,0
Wilson,Box 206,Justice Supreme Ct P2,,DEM,Steven Kirkland,498,162,280,56,0
Wilson,Box 206,Justice Supreme Ct P4,,REP,John Devine,779,228,509,42,0
Wilson,Box 206,Justice Supreme Ct P4,,DEM,R.K. Sandill,482,158,268,56,0
Wilson,Box 206,Justice Supreme Ct P6,,REP,Jeff Brown,784,231,510,43,0
Wilson,Box 206,Justice Supreme Ct P6,,DEM,Kathy Cheng,480,154,270,56,0
Wilson,Box 206,Presiding Criminal Appeals,,REP,Sharon Keller,768,230,495,43,0
Wilson,Box 206,Presiding Criminal Appeals,,DEM,Maria T. Jackson,468,148,265,55,0
Wilson,Box 206,Presiding Criminal Appeals,,LIB,William Strange III,35,10,25,0,0
Wilson,Box 206,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,789,232,514,43,0
Wilson,Box 206,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,476,153,267,56,0
Wilson,Box 206,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,854,251,549,54,0
Wilson,Box 206,Criminal Appeals Jdg P8,,LIB,Mark Ash,198,70,115,13,0
Wilson,Box 206,State Bd Ed D3,,DEM,Marisa B. Perez,702,229,410,63,0
Wilson,Box 206,State Representative,44,REP,John Kuempel,813,239,526,48,0
Wilson,Box 206,State Representative,44,DEM,John D. Rodgers,465,155,259,51,0
Wilson,Box 206,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,779,229,508,42,0
Wilson,Box 206,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,486,158,271,57,0
Wilson,Box 206,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,782,229,509,44,0
Wilson,Box 206,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,490,161,273,56,0
Wilson,Box 206,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,769,225,498,46,0
Wilson,Box 206,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,494,160,281,53,0
Wilson,Box 206,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,776,226,504,46,0
Wilson,Box 206,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,490,158,278,54,0
Wilson,Box 206,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,766,221,499,46,0
Wilson,Box 206,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,507,166,287,54,0
Wilson,Box 206,District Judge D81,,REP,Lynn Ellison,798,239,512,47,0
Wilson,Box 206,District Judge D81,,DEM,Errlinda Castillo,484,156,275,53,0
Wilson,Box 206,District Judge D218,,REP,Russell Wilson,952,302,598,52,0
Wilson,Box 206,County Judge,,REP,Richard L. Jackson,943,300,591,52,0
Wilson,Box 206,District Clerk,,REP,Deborah Bryan,964,311,599,54,0
Wilson,Box 206,County Clerk,,DEM,Eva S. Martinez,862,277,513,72,0
Wilson,Box 206,County Treasurer,,REP,Jan Hartl,961,311,597,53,0
Wilson,Box 206,County Commissioner P2,,REP,Paul Pfeil,947,308,585,54,0
Wilson,Box 206,Justice Peace P2,,REP,Sara Canady,949,303,591,55,0
Wilson,Box 207,Straight Party,,REP,Republican,435,97,305,33,0
Wilson,Box 207,Straight Party,,DEM,Democratic,188,58,112,18,0
Wilson,Box 207,Straight Party,,LIB,Libertarian,5,3,2,0,0
Wilson,Box 207,U.S. Senate,,REP,Ted Cruz,868,206,612,50,0
Wilson,Box 207,U.S. Senate,,DEM,Beto O'Rourke,338,107,210,21,0
Wilson,Box 207,U.S. Senate,,LIB,Neal M. Dikeman,4,3,1,0,0
Wilson,Box 207,U.S. House,28,DEM,Henry Cuellar,564,182,349,33,0
Wilson,Box 207,U.S. House,28,LIB,Arthur Thomas IV,231,45,179,7,0
Wilson,Box 207,Governor,,REP,Greg Abbott,910,228,632,50,0
Wilson,Box 207,Governor,,DEM,Lupe Valdez,287,81,185,21,0
Wilson,Box 207,Governor,,LIB,Mark Jay Tippetts,13,7,6,0,0
Wilson,Box 207,Lt. Governor,,REP,Dan Patrick,859,212,597,50,0
Wilson,Box 207,Lt. Governor,,DEM,Mike Collier,331,98,212,21,0
Wilson,Box 207,Lt. Governor,,LIB,K. Douglas McKennon,17,5,12,0,0
Wilson,Box 207,Attorney General,,REP,Ken Paxton,834,199,585,50,0
Wilson,Box 207,Attorney General,,DEM,Justin Nelson,344,105,218,21,0
Wilson,Box 207,Attorney General,,LIB,Michael Ray Harris,26,7,19,0,0
Wilson,Box 207,Comptroller Public Accts,,REP,Glenn Hegar,846,202,594,50,0
Wilson,Box 207,Comptroller Public Accts,,DEM,Joi Chevalier,314,92,201,21,0
Wilson,Box 207,Comptroller Public Accts,,LIB,Ben Sanders,35,15,20,0,0
Wilson,Box 207,Commissioner Gen Land Office,,REP,George P. Bush,843,209,589,45,0
Wilson,Box 207,Commissioner Gen Land Office,,DEM,Miguel Suazo,302,89,192,21,0
Wilson,Box 207,Commissioner Gen Land Office,,LIB,Matt Pina,50,12,35,3,0
Wilson,Box 207,Commissioner of Agriculture,,REP,Sid Miller,826,197,580,49,0
Wilson,Box 207,Commissioner of Agriculture,,DEM,Kim Olson,338,101,216,21,0
Wilson,Box 207,Commissioner of Agriculture,,LIB,Richard Carpenter,32,11,21,0,0
Wilson,Box 207,Railroad Commissioner,,REP,Christi Craddick,856,204,603,49,0
Wilson,Box 207,Railroad Commissioner,,DEM,Roman McAllen,308,92,195,21,0
Wilson,Box 207,Railroad Commissioner,,LIB,Mike Wright,33,13,20,0,0
Wilson,Box 207,Justice Supreme Ct P2,,REP,Jimmy Blacklock,854,206,599,49,0
Wilson,Box 207,Justice Supreme Ct P2,,DEM,Steven Kirkland,334,102,211,21,0
Wilson,Box 207,Justice Supreme Ct P4,,REP,John Devine,868,212,608,48,0
Wilson,Box 207,Justice Supreme Ct P4,,DEM,R.K. Sandill,320,97,202,21,0
Wilson,Box 207,Justice Supreme Ct P6,,REP,Jeff Brown,860,207,604,49,0
Wilson,Box 207,Justice Supreme Ct P6,,DEM,Kathy Cheng,326,101,204,21,0
Wilson,Box 207,Presiding Criminal Appeals,,REP,Sharon Keller,835,200,586,49,0
Wilson,Box 207,Presiding Criminal Appeals,,DEM,Maria T. Jackson,323,99,204,20,0
Wilson,Box 207,Presiding Criminal Appeals,,LIB,William Strange III,33,12,20,1,0
Wilson,Box 207,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,865,212,604,49,0
Wilson,Box 207,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,321,97,203,21,0
Wilson,Box 207,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,894,221,622,51,0
Wilson,Box 207,Criminal Appeals Jdg P8,,LIB,Mark Ash,147,42,100,5,0
Wilson,Box 207,State Bd Ed D3,,DEM,Marisa B. Perez,532,171,336,25,0
Wilson,Box 207,State Representative,44,REP,John Kuempel,876,214,613,49,0
Wilson,Box 207,State Representative,44,DEM,John D. Rodgers,319,96,202,21,0
Wilson,Box 207,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,858,209,600,49,0
Wilson,Box 207,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,328,98,209,21,0
Wilson,Box 207,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,860,209,602,49,0
Wilson,Box 207,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,335,102,212,21,0
Wilson,Box 207,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,852,209,594,49,0
Wilson,Box 207,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,343,103,219,21,0
Wilson,Box 207,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,859,206,604,49,0
Wilson,Box 207,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,336,105,210,21,0
Wilson,Box 207,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,855,204,602,49,0
Wilson,Box 207,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,342,109,212,21,0
Wilson,Box 207,District Judge D81,,REP,Lynn Ellison,855,209,598,48,0
Wilson,Box 207,District Judge D81,,DEM,Errlinda Castillo,340,104,214,22,0
Wilson,Box 207,District Judge D218,,REP,Russell Wilson,951,245,655,51,0
Wilson,Box 207,County Judge,,REP,Richard L. Jackson,937,234,653,50,0
Wilson,Box 207,District Clerk,,REP,Deborah Bryan,955,246,660,49,0
Wilson,Box 207,County Clerk,,DEM,Eva S. Martinez,637,200,401,36,0
Wilson,Box 207,County Treasurer,,REP,Jan Hartl,953,242,661,50,0
Wilson,Box 207,County Commissioner P2,,REP,Paul Pfeil,930,229,653,48,0
Wilson,Box 207,Justice Peace P2,,REP,Sara Canady,937,238,649,50,0
Wilson,Box 208,Straight Party,,REP,Republican,128,76,49,3,0
Wilson,Box 208,Straight Party,,DEM,Democratic,18,15,3,0,0
Wilson,Box 208,Straight Party,,LIB,Libertarian,0,0,0,0,0
Wilson,Box 208,U.S. Senate,,REP,Ted Cruz,313,191,115,7,0
Wilson,Box 208,U.S. Senate,,DEM,Beto O'Rourke,46,29,17,0,0
Wilson,Box 208,U.S. Senate,,LIB,Neal M. Dikeman,1,1,0,0,0
Wilson,Box 208,U.S. House,28,DEM,Henry Cuellar,174,111,59,4,0
Wilson,Box 208,U.S. House,28,LIB,Arthur Thomas IV,63,33,30,0,0
Wilson,Box 208,Governor,,REP,Greg Abbott,328,201,119,8,0
Wilson,Box 208,Governor,,DEM,Lupe Valdez,29,18,11,0,0
Wilson,Box 208,Governor,,LIB,Mark Jay Tippetts,3,1,2,0,0
Wilson,Box 208,Lt. Governor,,REP,Dan Patrick,306,185,113,8,0
Wilson,Box 208,Lt. Governor,,DEM,Mike Collier,48,30,18,0,0
Wilson,Box 208,Lt. Governor,,LIB,K. Douglas McKennon,5,4,1,0,0
Wilson,Box 208,Attorney General,,REP,Ken Paxton,288,173,108,7,0
Wilson,Box 208,Attorney General,,DEM,Justin Nelson,60,37,22,1,0
Wilson,Box 208,Attorney General,,LIB,Michael Ray Harris,7,5,2,0,0
Wilson,Box 208,Comptroller Public Accts,,REP,Glenn Hegar,304,183,113,8,0
Wilson,Box 208,Comptroller Public Accts,,DEM,Joi Chevalier,43,29,14,0,0
Wilson,Box 208,Comptroller Public Accts,,LIB,Ben Sanders,9,4,5,0,0
Wilson,Box 208,Commissioner Gen Land Office,,REP,George P. Bush,289,176,106,7,0
Wilson,Box 208,Commissioner Gen Land Office,,DEM,Miguel Suazo,51,34,16,1,0
Wilson,Box 208,Commissioner Gen Land Office,,LIB,Matt Pina,16,8,8,0,0
Wilson,Box 208,Commissioner of Agriculture,,REP,Sid Miller,292,180,105,7,0
Wilson,Box 208,Commissioner of Agriculture,,DEM,Kim Olson,55,33,21,1,0
Wilson,Box 208,Commissioner of Agriculture,,LIB,Richard Carpenter,6,2,4,0,0
Wilson,Box 208,Railroad Commissioner,,REP,Christi Craddick,305,184,114,7,0
Wilson,Box 208,Railroad Commissioner,,DEM,Roman McAllen,42,29,13,0,0
Wilson,Box 208,Railroad Commissioner,,LIB,Mike Wright,11,6,5,0,0
Wilson,Box 208,Justice Supreme Ct P2,,REP,Jimmy Blacklock,301,180,113,8,0
Wilson,Box 208,Justice Supreme Ct P2,,DEM,Steven Kirkland,53,38,15,0,0
Wilson,Box 208,Justice Supreme Ct P4,,REP,John Devine,307,185,114,8,0
Wilson,Box 208,Justice Supreme Ct P4,,DEM,R.K. Sandill,48,33,15,0,0
Wilson,Box 208,Justice Supreme Ct P6,,REP,Jeff Brown,313,189,117,7,0
Wilson,Box 208,Justice Supreme Ct P6,,DEM,Kathy Cheng,42,29,12,1,0
Wilson,Box 208,Presiding Criminal Appeals,,REP,Sharon Keller,306,184,114,8,0
Wilson,Box 208,Presiding Criminal Appeals,,DEM,Maria T. Jackson,42,30,12,0,0
Wilson,Box 208,Presiding Criminal Appeals,,LIB,William Strange III,6,3,3,0,0
Wilson,Box 208,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,314,189,117,8,0
Wilson,Box 208,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,42,29,13,0,0
Wilson,Box 208,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,311,187,116,8,0
Wilson,Box 208,Criminal Appeals Jdg P8,,LIB,Mark Ash,25,15,10,0,0
Wilson,Box 208,State Bd Ed D3,,DEM,Marisa B. Perez,143,92,47,4,0
Wilson,Box 208,State Representative,44,REP,John Kuempel,320,193,119,8,0
Wilson,Box 208,State Representative,44,DEM,John D. Rodgers,39,27,12,0,0
Wilson,Box 208,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,307,186,113,8,0
Wilson,Box 208,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,48,31,17,0,0
Wilson,Box 208,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,310,189,113,8,0
Wilson,Box 208,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,46,30,16,0,0
Wilson,Box 208,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,308,186,114,8,0
Wilson,Box 208,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,46,32,14,0,0
Wilson,Box 208,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,309,186,115,8,0
Wilson,Box 208,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,46,32,14,0,0
Wilson,Box 208,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,314,190,116,8,0
Wilson,Box 208,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,47,32,15,0,0
Wilson,Box 208,District Judge D81,,REP,Lynn Ellison,314,190,116,8,0
Wilson,Box 208,District Judge D81,,DEM,Errlinda Castillo,44,30,14,0,0
Wilson,Box 208,District Judge D218,,REP,Russell Wilson,322,197,117,8,0
Wilson,Box 208,County Judge,,REP,Richard L. Jackson,320,195,118,7,0
Wilson,Box 208,District Clerk,,REP,Deborah Bryan,322,196,118,8,0
Wilson,Box 208,County Clerk,,DEM,Eva S. Martinez,191,117,69,5,0
Wilson,Box 208,County Treasurer,,REP,Jan Hartl,321,197,117,7,0
Wilson,Box 208,County Commissioner P2,,REP,Paul Pfeil,306,181,118,7,0
Wilson,Box 208,Justice Peace P2,,REP,Sara Canady,313,188,117,8,0
Wilson,Box 209,Straight Party,,REP,Republican,137,105,27,5,0
Wilson,Box 209,Straight Party,,DEM,Democratic,3,1,2,0,0
Wilson,Box 209,Straight Party,,LIB,Libertarian,1,1,0,0,0
Wilson,Box 209,U.S. Senate,,REP,Ted Cruz,270,214,48,8,0
Wilson,Box 209,U.S. Senate,,DEM,Beto O'Rourke,22,15,6,1,0
Wilson,Box 209,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0,0,0
Wilson,Box 209,U.S. House,15,REP,Tim Westley,259,205,46,8,0
Wilson,Box 209,U.S. House,15,DEM,Vicente Gonzalez,24,16,7,1,0
Wilson,Box 209,U.S. House,15,LIB,Anthony Cristo,2,2,0,0,0
Wilson,Box 209,Governor,,REP,Greg Abbott,275,217,49,9,0
Wilson,Box 209,Governor,,DEM,Lupe Valdez,14,10,4,0,0
Wilson,Box 209,Governor,,LIB,Mark Jay Tippetts,1,0,1,0,0
Wilson,Box 209,Lt. Governor,,REP,Dan Patrick,251,202,43,6,0
Wilson,Box 209,Lt. Governor,,DEM,Mike Collier,37,23,11,3,0
Wilson,Box 209,Lt. Governor,,LIB,K. Douglas McKennon,0,0,0,0,0
Wilson,Box 209,Attorney General,,REP,Ken Paxton,261,206,47,8,0
Wilson,Box 209,Attorney General,,DEM,Justin Nelson,26,18,7,1,0
Wilson,Box 209,Attorney General,,LIB,Michael Ray Harris,2,2,0,0,0
Wilson,Box 209,Comptroller Public Accts,,REP,Glenn Hegar,258,206,46,6,0
Wilson,Box 209,Comptroller Public Accts,,DEM,Joi Chevalier,26,16,7,3,0
Wilson,Box 209,Comptroller Public Accts,,LIB,Ben Sanders,4,4,0,0,0
Wilson,Box 209,Commissioner Gen Land Office,,REP,George P. Bush,256,201,47,8,0
Wilson,Box 209,Commissioner Gen Land Office,,DEM,Miguel Suazo,23,17,5,1,0
Wilson,Box 209,Commissioner Gen Land Office,,LIB,Matt Pina,10,8,2,0,0
Wilson,Box 209,Commissioner of Agriculture,,REP,Sid Miller,258,204,46,8,0
Wilson,Box 209,Commissioner of Agriculture,,DEM,Kim Olson,22,15,6,1,0
Wilson,Box 209,Commissioner of Agriculture,,LIB,Richard Carpenter,5,4,1,0,0
Wilson,Box 209,Railroad Commissioner,,REP,Christi Craddick,268,214,46,8,0
Wilson,Box 209,Railroad Commissioner,,DEM,Roman McAllen,17,10,6,1,0
Wilson,Box 209,Railroad Commissioner,,LIB,Mike Wright,4,4,0,0,0
Wilson,Box 209,Justice Supreme Ct P2,,REP,Jimmy Blacklock,256,207,43,6,0
Wilson,Box 209,Justice Supreme Ct P2,,DEM,Steven Kirkland,29,17,9,3,0
Wilson,Box 209,Justice Supreme Ct P4,,REP,John Devine,261,209,44,8,0
Wilson,Box 209,Justice Supreme Ct P4,,DEM,R.K. Sandill,23,15,7,1,0
Wilson,Box 209,Justice Supreme Ct P6,,REP,Jeff Brown,266,214,44,8,0
Wilson,Box 209,Justice Supreme Ct P6,,DEM,Kathy Cheng,20,12,7,1,0
Wilson,Box 209,Presiding Criminal Appeals,,REP,Sharon Keller,266,212,46,8,0
Wilson,Box 209,Presiding Criminal Appeals,,DEM,Maria T. Jackson,17,10,6,1,0
Wilson,Box 209,Presiding Criminal Appeals,,LIB,William Strange III,3,3,0,0,0
Wilson,Box 209,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,263,209,46,8,0
Wilson,Box 209,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,22,15,6,1,0
Wilson,Box 209,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,266,212,45,9,0
Wilson,Box 209,Criminal Appeals Jdg P8,,LIB,Mark Ash,13,10,3,0,0
Wilson,Box 209,State Bd Ed D3,,DEM,Marisa B. Perez,95,71,20,4,0
Wilson,Box 209,State Representative,44,REP,John Kuempel,266,213,45,8,0
Wilson,Box 209,State Representative,44,DEM,John D. Rodgers,24,15,8,1,0
Wilson,Box 209,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,261,211,44,6,0
Wilson,Box 209,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,23,13,7,3,0
Wilson,Box 209,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,263,210,45,8,0
Wilson,Box 209,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,22,14,7,1,0
Wilson,Box 209,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,262,209,45,8,0
Wilson,Box 209,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,19,12,6,1,0
Wilson,Box 209,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,265,211,45,9,0
Wilson,Box 209,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,18,12,6,0,0
Wilson,Box 209,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,271,218,44,9,0
Wilson,Box 209,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,16,8,8,0,0
Wilson,Box 209,District Judge D81,,REP,Lynn Ellison,268,215,45,8,0
Wilson,Box 209,District Judge D81,,DEM,Errlinda Castillo,18,11,6,1,0
Wilson,Box 209,District Judge D218,,REP,Russell Wilson,265,210,46,9,0
Wilson,Box 209,County Judge,,REP,Richard L. Jackson,266,212,45,9,0
Wilson,Box 209,District Clerk,,REP,Deborah Bryan,267,211,47,9,0
Wilson,Box 209,County Clerk,,DEM,Eva S. Martinez,133,101,28,4,0
Wilson,Box 209,County Treasurer,,REP,Jan Hartl,268,212,47,9,0
Wilson,Box 209,County Commissioner P2,,REP,Paul Pfeil,242,192,41,9,0
Wilson,Box 209,Justice Peace P2,,REP,Sara Canady,262,209,44,9,0
Wilson,Box 310,Straight Party,,REP,Republican,189,83,86,20,0
Wilson,Box 310,Straight Party,,DEM,Democratic,26,11,14,1,0
Wilson,Box 310,Straight Party,,LIB,Libertarian,0,0,0,0,0
Wilson,Box 310,U.S. Senate,,REP,Ted Cruz,346,152,167,27,0
Wilson,Box 310,U.S. Senate,,DEM,Beto O'Rourke,57,31,23,3,0
Wilson,Box 310,U.S. Senate,,LIB,Neal M. Dikeman,6,4,2,0,0
Wilson,Box 310,U.S. House,28,DEM,Henry Cuellar,126,58,60,8,0
Wilson,Box 310,U.S. House,28,LIB,Arthur Thomas IV,93,53,39,1,0
Wilson,Box 310,Governor,,REP,Greg Abbott,366,166,171,29,0
Wilson,Box 310,Governor,,DEM,Lupe Valdez,37,19,17,1,0
Wilson,Box 310,Governor,,LIB,Mark Jay Tippetts,6,2,4,0,0
Wilson,Box 310,Lt. Governor,,REP,Dan Patrick,341,146,166,29,0
Wilson,Box 310,Lt. Governor,,DEM,Mike Collier,59,35,23,1,0
Wilson,Box 310,Lt. Governor,,LIB,K. Douglas McKennon,5,3,2,0,0
Wilson,Box 310,Attorney General,,REP,Ken Paxton,335,145,164,26,0
Wilson,Box 310,Attorney General,,DEM,Justin Nelson,63,36,24,3,0
Wilson,Box 310,Attorney General,,LIB,Michael Ray Harris,6,5,1,0,0
Wilson,Box 310,Comptroller Public Accts,,REP,Glenn Hegar,343,149,166,28,0
Wilson,Box 310,Comptroller Public Accts,,DEM,Joi Chevalier,44,25,18,1,0
Wilson,Box 310,Comptroller Public Accts,,LIB,Ben Sanders,11,6,5,0,0
Wilson,Box 310,Commissioner Gen Land Office,,REP,George P. Bush,338,147,162,29,0
Wilson,Box 310,Commissioner Gen Land Office,,DEM,Miguel Suazo,47,24,22,1,0
Wilson,Box 310,Commissioner Gen Land Office,,LIB,Matt Pina,18,11,7,0,0
Wilson,Box 310,Commissioner of Agriculture,,REP,Sid Miller,336,147,161,28,0
Wilson,Box 310,Commissioner of Agriculture,,DEM,Kim Olson,60,30,28,2,0
Wilson,Box 310,Commissioner of Agriculture,,LIB,Richard Carpenter,4,3,1,0,0
Wilson,Box 310,Railroad Commissioner,,REP,Christi Craddick,339,147,164,28,0
Wilson,Box 310,Railroad Commissioner,,DEM,Roman McAllen,48,27,20,1,0
Wilson,Box 310,Railroad Commissioner,,LIB,Mike Wright,7,4,3,0,0
Wilson,Box 310,Justice Supreme Ct P2,,REP,Jimmy Blacklock,345,152,165,28,0
Wilson,Box 310,Justice Supreme Ct P2,,DEM,Steven Kirkland,49,26,21,2,0
Wilson,Box 310,Justice Supreme Ct P4,,REP,John Devine,345,155,162,28,0
Wilson,Box 310,Justice Supreme Ct P4,,DEM,R.K. Sandill,47,23,23,1,0
Wilson,Box 310,Justice Supreme Ct P6,,REP,Jeff Brown,343,151,165,27,0
Wilson,Box 310,Justice Supreme Ct P6,,DEM,Kathy Cheng,49,27,20,2,0
Wilson,Box 310,Presiding Criminal Appeals,,REP,Sharon Keller,343,154,161,28,0
Wilson,Box 310,Presiding Criminal Appeals,,DEM,Maria T. Jackson,47,25,21,1,0
Wilson,Box 310,Presiding Criminal Appeals,,LIB,William Strange III,7,2,5,0,0
Wilson,Box 310,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,348,156,164,28,0
Wilson,Box 310,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,46,23,22,1,0
Wilson,Box 310,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,349,155,166,28,0
Wilson,Box 310,Criminal Appeals Jdg P8,,LIB,Mark Ash,25,13,12,0,0
Wilson,Box 310,State Bd Ed D3,,DEM,Marisa B. Perez,123,64,53,6,0
Wilson,Box 310,State Representative,44,REP,John Kuempel,352,157,167,28,0
Wilson,Box 310,State Representative,44,DEM,John D. Rodgers,50,26,23,1,0
Wilson,Box 310,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,343,152,163,28,0
Wilson,Box 310,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,51,27,22,2,0
Wilson,Box 310,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,344,151,165,28,0
Wilson,Box 310,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,50,29,20,1,0
Wilson,Box 310,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,345,151,166,28,0
Wilson,Box 310,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,49,28,20,1,0
Wilson,Box 310,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,348,153,167,28,0
Wilson,Box 310,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,48,28,19,1,0
Wilson,Box 310,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,350,155,167,28,0
Wilson,Box 310,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,50,27,22,1,0
Wilson,Box 310,District Judge D81,,REP,Lynn Ellison,352,157,167,28,0
Wilson,Box 310,District Judge D81,,DEM,Errlinda Castillo,43,23,19,1,0
Wilson,Box 310,District Judge D218,,REP,Russell Wilson,366,169,170,27,0
Wilson,Box 310,County Judge,,REP,Richard L. Jackson,367,169,172,26,0
Wilson,Box 310,District Clerk,,REP,Deborah Bryan,367,170,170,27,0
Wilson,Box 310,County Clerk,,DEM,Eva S. Martinez,171,85,79,7,0
Wilson,Box 310,County Treasurer,,REP,Jan Hartl,361,165,169,27,0
