county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Shackelford,101,Straight Party,,REP,Over Votes,1,0,1,0
Shackelford,101,Straight Party,,REP,Under Votes,115,30,85,0
Shackelford,101,Registered Voters,,REP,,314,,,
Shackelford,101,Ballots Cast,,REP,,314,73,241,0
Shackelford,101,Straight Party,,REP,Republican Party,182,40,142,
Shackelford,101,Straight Party,,REP,Over Votes,1,0,1,
Shackelford,101,Straight Party,,REP,Under Votes,115,30,85,
Shackelford,101,Straight Party,,DEM,Democratic Party,14,2,12,
Shackelford,101,Straight Party,,LIB,Libertarian Party,2,1,1,
Shackelford,101,U.S. Senate,,REP,Over Votes,0,0,0,0
Shackelford,101,U.S. Senate,,REP,Under Votes,1,1,0,0
Shackelford,101,Registered Voters,,REP,,314,,,
Shackelford,101,Ballots Cast,,REP,,314,73,241,0
Shackelford,101,U.S. Senate,,REP,Ted Cruz,283,62,221,
Shackelford,101,U.S. Senate,,REP,Over Votes,0,0,0,
Shackelford,101,U.S. Senate,,REP,Under Votes,1,1,0,
Shackelford,101,U.S. Senate,,DEM,Beto O'Rourke,29,10,19,
Shackelford,101,U.S. Senate,,LIB,Neal M. Dikeman,1,0,1,
Shackelford,101,U.S. House,19,REP,Over Votes,0,0,0,0
Shackelford,101,U.S. House,19,REP,Under Votes,1,1,0,0
Shackelford,101,Registered Voters,,REP,,314,,,
Shackelford,101,Ballots Cast,,REP,,314,73,241,0
Shackelford,101,U.S. House,19,REP,Jodey Arrington,283,63,220,
Shackelford,101,U.S. House,19,REP,Over Votes,0,0,0,
Shackelford,101,U.S. House,19,REP,Under Votes,1,1,0,
Shackelford,101,U.S. House,19,DEM,Miguel Levario,30,9,21,
Shackelford,101,Governor,,REP,Over Votes,0,0,0,0
Shackelford,101,Governor,,REP,Under Votes,1,0,1,0
Shackelford,101,Registered Voters,,REP,,314,,,
Shackelford,101,Ballots Cast,,REP,,314,73,241,0
Shackelford,101,Governor,,REP,Greg Abbott,284,63,221,
Shackelford,101,Governor,,REP,Over Votes,0,0,0,
Shackelford,101,Governor,,REP,Under Votes,1,0,1,
Shackelford,101,Governor,,DEM,Lupe Valdez,27,9,18,
Shackelford,101,Governor,,LIB,Mark Jay Tippetts,2,1,1,
Shackelford,101,Lieutenant Governor,,REP,Over Votes,0,0,0,0
Shackelford,101,Lieutenant Governor,,REP,Under Votes,3,0,3,0
Shackelford,101,Registered Voters,,REP,,314,,,
Shackelford,101,Ballots Cast,,REP,,314,73,241,0
Shackelford,101,Lieutenant Governor,,REP,Dan Patrick,262,59,203,
Shackelford,101,Lieutenant Governor,,REP,Over Votes,0,0,0,
Shackelford,101,Lieutenant Governor,,REP,Under Votes,3,0,3,
Shackelford,101,Lieutenant Governor,,DEM,Mike Collier,43,13,30,
Shackelford,101,Lieutenant Governor,,LIB,Kerry Douglas McKennon,6,1,5,
Shackelford,101,Attorney General,,REP,Over Votes,0,0,0,0
Shackelford,101,Attorney General,,REP,Under Votes,3,1,2,0
Shackelford,101,Registered Voters,,REP,,314,,,
Shackelford,101,Ballots Cast,,REP,,314,73,241,0
Shackelford,101,Attorney General,,REP,Ken Paxton,273,61,212,
Shackelford,101,Attorney General,,REP,Over Votes,0,0,0,
Shackelford,101,Attorney General,,REP,Under Votes,3,1,2,
Shackelford,101,Attorney General,,DEM,Justin Nelson,34,9,25,
Shackelford,101,Attorney General,,LIB,Michael Ray Harris,4,2,2,
Shackelford,101,Comptroller of Public Accounts,,REP,Over Votes,0,0,0,0
