county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Goliad,11,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1036,0,0,0
Goliad,12,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,401,0,0,0
Goliad,21,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1012,0,0,0
Goliad,22,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,278,0,0,0
Goliad,31,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,818,0,0,0
Goliad,32,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,600,0,0,0
Goliad,41,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,365,0,0,0
Goliad,42,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,568,0,0,0
Goliad,43,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,401,0,0,0
Goliad,11,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,195,116,79,0
Goliad,12,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,80,27,53,0
Goliad,21,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,271,154,117,0
Goliad,22,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,64,14,50,0
Goliad,31,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,231,141,90,0
Goliad,32,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,192,76,116,0
Goliad,41,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,143,58,85,0
Goliad,42,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,134,28,106,0
Goliad,43,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,111,57,54,0
Goliad,11,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,124,78,46,0
Goliad,12,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,77,25,52,0
Goliad,21,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,187,109,78,0
Goliad,22,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,48,10,38,0
Goliad,31,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,202,123,79,0
