county,precinct,office,district,party,candidate,votes,election_day,early_voting,mail,provisional
Wharton,Precinct 402,U.S. House,27,LIB,Daniel Tinus,6,4,2,0,0
Wharton,Precinct 402,U.S. House,27,IND,James Duerr,3,0,3,0,0
Wharton,Precinct 402,Governor,,REP,Greg Abbott,493,107,364,22,0
Wharton,Precinct 402,Governor,,DEM,Lupe Valdez,146,59,79,8,0
Wharton,Precinct 402,Governor,,LIB,Mark Jay Tippetts,6,3,3,0,0
Wharton,Precinct 402,Lieutenant Governor,,REP,Dan Patrick,475,103,351,21,0
Wharton,Precinct 402,Lieutenant Governor,,DEM,Mike Collier,162,61,92,9,0
Wharton,Precinct 402,Lieutenant Governor,,LIB,Kerry Douglas McKennon,6,3,3,0,0
Wharton,Precinct 402,Attorney General,,REP,Ken Paxton,464,101,343,20,0
Wharton,Precinct 402,Attorney General,,DEM,Justin Nelson,168,66,92,10,0
Wharton,Precinct 402,Attorney General,,LIB,Michael Ray Harris,10,2,8,0,0
Wharton,Precinct 402,Comptroller of Public Accounts,,REP,Glenn Hegar,485,105,359,21,0
Wharton,Precinct 402,Comptroller of Public Accounts,,DEM,Joi Chevalier,147,56,82,9,0
Wharton,Precinct 402,Comptroller of Public Accounts,,LIB,Ben Sanders,10,6,4,0,0
Wharton,Precinct 402,Commissioner of the General Land Office,,REP,George P. Bush,477,100,356,21,0
Wharton,Precinct 402,Commissioner of the General Land Office,,DEM,Miguel Suazo,154,61,84,9,0
Wharton,Precinct 402,Commissioner of the General Land Office,,LIB,Matt Pina,11,5,6,0,0
Wharton,Precinct 402,Railroad Commissioner,,REP,Christi Craddick,474,99,354,21,0
Wharton,Precinct 402,Railroad Commissioner,,DEM,Roman McAllen,152,60,83,9,0
Wharton,Precinct 402,Railroad Commissioner,,LIB,Mike Wright,11,7,4,0,0
Wharton,Precinct 402,State Representative,85,REP,Phil Stephenson,479,104,356,19,0
Wharton,Precinct 402,State Representative,85,DEM,Jennifer Cantu,167,66,90,11,0
Wharton,Precinct 403,Registered Voters,,,,794,,,,
Wharton,Precinct 403,Ballots Cast,,,,330,79,228,23,0
Wharton,Precinct 403,Straight Party,,REP,,146,34,102,10,0
Wharton,Precinct 403,Straight Party,,DEM,,91,25,57,9,0
Wharton,Precinct 403,Straight Party,,LIB,,3,2,1,0,0
Wharton,Precinct 403,U.S. Senate,,REP,Ted Cruz,205,41,152,12,0
Wharton,Precinct 403,U.S. Senate,,DEM,Beto O'Rourke,122,35,76,11,0
Wharton,Precinct 403,U.S. Senate,,LIB,Neal M Dikeman,3,3,0,0,0
Wharton,Precinct 403,U.S. House,27,REP,Michael Cloud,206,45,148,13,0
Wharton,Precinct 403,U.S. House,27,DEM,Eric Holguin,114,30,74,10,0
Wharton,Precinct 403,U.S. House,27,LIB,Daniel Tinus,4,2,2,0,0
Wharton,Precinct 403,U.S. House,27,IND,James Duerr,3,0,3,0,0
Wharton,Precinct 403,Governor,,REP,Greg Abbott,209,47,150,12,0
Wharton,Precinct 403,Governor,,DEM,Lupe Valdez,113,29,74,10,0
Wharton,Precinct 403,Governor,,LIB,Mark Jay Tippetts,6,2,3,1,0
Wharton,Precinct 403,Lieutenant Governor,,REP,Dan Patrick,202,42,147,13,0
Wharton,Precinct 403,Lieutenant Governor,,DEM,Mike Collier,120,33,77,10,0
Wharton,Precinct 403,Lieutenant Governor,,LIB,Kerry Douglas McKennon,7,3,4,0,0
Wharton,Precinct 403,Attorney General,,REP,Ken Paxton,201,42,148,11,0
Wharton,Precinct 403,Attorney General,,DEM,Justin Nelson,118,32,75,11,0
Wharton,Precinct 403,Attorney General,,LIB,Michael Ray Harris,9,4,5,0,0
Wharton,Precinct 403,Comptroller of Public Accounts,,REP,Glenn Hegar,204,41,150,13,0
Wharton,Precinct 403,Comptroller of Public Accounts,,DEM,Joi Chevalier,109,31,68,10,0
Wharton,Precinct 403,Comptroller of Public Accounts,,LIB,Ben Sanders,14,5,9,0,0
Wharton,Precinct 403,Commissioner of the General Land Office,,REP,George P. Bush,202,44,146,12,0
Wharton,Precinct 403,Commissioner of the General Land Office,,DEM,Miguel Suazo,112,30,71,11,0
Wharton,Precinct 403,Commissioner of the General Land Office,,LIB,Matt Pina,13,3,10,0,0
Wharton,Precinct 403,Railroad Commissioner,,REP,Christi Craddick,202,42,148,12,0
Wharton,Precinct 403,Railroad Commissioner,,DEM,Roman McAllen,116,31,74,11,0
Wharton,Precinct 403,Railroad Commissioner,,LIB,Mike Wright,8,4,4,0,0
Wharton,Precinct 403,State Representative,85,REP,Phil Stephenson,207,46,148,13,0
Wharton,Precinct 403,State Representative,85,DEM,Jennifer Cantu,118,30,78,10,0
Wharton,Precinct 101,Commissioner of Agriculture,,REP,Sid Miller,732,152,540,40,0
Wharton,Precinct 101,Commissioner of Agriculture,,DEM,Kim Olson,454,132,280,42,0
Wharton,Precinct 101,Commissioner of Agriculture,,LIB,Richard Carpenter,11,3,7,1,0
Wharton,Precinct 102,Commissioner of Agriculture,,REP,Sid Miller,1078,170,844,64,0
Wharton,Precinct 102,Commissioner of Agriculture,,DEM,Kim Olson,351,78,246,26,1
Wharton,Precinct 102,Commissioner of Agriculture,,LIB,Richard Carpenter,21,6,15,0,0
Wharton,Precinct 103,Commissioner of Agriculture,,REP,Sid Miller,748,292,424,32,0
Wharton,Precinct 103,Commissioner of Agriculture,,DEM,Kim Olson,228,82,122,24,0
Wharton,Precinct 103,Commissioner of Agriculture,,LIB,Richard Carpenter,10,4,5,1,0
Wharton,Precinct 201,Commissioner of Agriculture,,REP,Sid Miller,1321,741,512,68,0
Wharton,Precinct 201,Commissioner of Agriculture,,DEM,Kim Olson,215,115,61,39,0
Wharton,Precinct 201,Commissioner of Agriculture,,LIB,Richard Carpenter,30,21,8,1,0
Wharton,Precinct 202,Commissioner of Agriculture,,REP,Sid Miller,133,16,106,11,0
Wharton,Precinct 202,Commissioner of Agriculture,,DEM,Kim Olson,300,67,200,32,1
Wharton,Precinct 202,Commissioner of Agriculture,,LIB,Richard Carpenter,3,1,2,0,0
Wharton,Precinct 203,Commissioner of Agriculture,,REP,Sid Miller,537,145,359,33,0
Wharton,Precinct 203,Commissioner of Agriculture,,DEM,Kim Olson,893,267,500,126,0
Wharton,Precinct 203,Commissioner of Agriculture,,LIB,Richard Carpenter,19,7,9,3,0
Wharton,Precinct 301,Commissioner of Agriculture,,REP,Sid Miller,1209,196,942,71,0
Wharton,Precinct 301,Commissioner of Agriculture,,DEM,Kim Olson,207,44,141,22,0
Wharton,Precinct 301,Commissioner of Agriculture,,LIB,Richard Carpenter,23,6,16,1,0
Wharton,Precinct 302,Commissioner of Agriculture,,REP,Sid Miller,851,141,667,43,0
Wharton,Precinct 302,Commissioner of Agriculture,,DEM,Kim Olson,272,80,171,21,0
Wharton,Precinct 302,Commissioner of Agriculture,,LIB,Richard Carpenter,14,7,7,0,0
Wharton,Precinct 303,Commissioner of Agriculture,,REP,Sid Miller,1011,263,692,56,0
Wharton,Precinct 303,Commissioner of Agriculture,,DEM,Kim Olson,136,52,71,13,0
Wharton,Precinct 303,Commissioner of Agriculture,,LIB,Richard Carpenter,13,5,7,1,0
Wharton,Precinct 401,Commissioner of Agriculture,,REP,Sid Miller,547,147,373,27,0
Wharton,Precinct 401,Commissioner of Agriculture,,DEM,Kim Olson,451,186,232,33,0
Wharton,Precinct 401,Commissioner of Agriculture,,LIB,Richard Carpenter,14,7,7,0,0
Wharton,Precinct 402,Commissioner of Agriculture,,REP,Sid Miller,461,98,343,20,0
Wharton,Precinct 402,Commissioner of Agriculture,,DEM,Kim Olson,169,65,94,10,0
Wharton,Precinct 402,Commissioner of Agriculture,,LIB,Richard Carpenter,10,4,6,0,0
Wharton,Precinct 403,Commissioner of Agriculture,,REP,Sid Miller,200,42,145,13,0
Wharton,Precinct 403,Commissioner of Agriculture,,DEM,Kim Olson,116,32,74,10,0
Wharton,Precinct 403,Commissioner of Agriculture,,LIB,Richard Carpenter,10,3,7,0,0
