county,precinct,office,district,party,candidate,votes,election_day,early_voting
Brazoria,1,Registered Voters - Total,,,,4367,,
Brazoria,1,U.S. Senate,,DEM,Sema Hernandez,49,18,31
Brazoria,1,U.S. Senate,,DEM,Beto O'Rourke,51,21,30
Brazoria,1,U.S. Senate,,DEM,Edward Kimbrough,29,11,18
Brazoria,1,U.S. House,14,DEM,Adrienne Bell,106,42,64
Brazoria,1,U.S. House,14,DEM,"Levy Q. Barnes, Jr.",21,10,11
Brazoria,1,Governor,,DEM,"Cedric Davis, Sr.",13,5,8
Brazoria,1,Governor,,DEM,Grady Yarbrough,9,4,5
Brazoria,1,Governor,,DEM,Joe Mumbach,0,0,0
Brazoria,1,Governor,,DEM,James Jolly Clark,2,1,1
Brazoria,1,Governor,,DEM,Andrew White,58,22,36
Brazoria,1,Governor,,DEM,Lupe Valdez,25,8,17
Brazoria,1,Governor,,DEM,Tom Wakely,4,1,3
Brazoria,1,Governor,,DEM,Jeffrey Payne,11,6,5
Brazoria,1,Governor,,DEM,Adrian Ocegueda,5,2,3
Brazoria,1,Lieutenant Governor,,DEM,Mike Collier,75,29,46
Brazoria,1,Lieutenant Governor,,DEM,Michael Cooper,49,19,30
Brazoria,1,Attorney General,,DEM,Justin Nelson,119,45,74
Brazoria,1,Comptroller of Public Accounts,,DEM,Tim Mahoney,66,26,40
Brazoria,1,Comptroller of Public Accounts,,DEM,Joi Chevalier,56,21,35
Brazoria,1,Commissioner of the General Land Office,,DEM,Miguel Suazo,82,27,55
Brazoria,1,Commissioner of the General Land Office,,DEM,Tex Morgan,43,22,21
Brazoria,1,Commissioner of Agriculture,,DEM,Kim Olson,120,46,74
Brazoria,1,Railroad Commissioner,,DEM,Roman McAllen,64,26,38
Brazoria,1,Railroad Commissioner,,DEM,Chris Spellmon,56,21,35
Brazoria,1,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,118,46,72
Brazoria,1,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,115,44,71
Brazoria,1,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,115,45,70
Brazoria,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,120,46,74
