county,office,district,party,candidate,incumbent,votes,pct
COLLIN,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,True,195082,56.50
COLLIN,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,150216,43.50
COLLIN,"Justice, Supreme Court, Place 2",,,Total,,345298,
COLLIN,"Justice, Supreme Court, Place 4",,REP,John Devine,True,196782,57.13
COLLIN,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,147668,42.87
COLLIN,"Justice, Supreme Court, Place 4",,,Total,,344450,
COLLIN,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,True,196264,56.93
COLLIN,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,148453,43.07
COLLIN,"Justice, Supreme Court, Place 6",,,Total,,344717,
COLLIN,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,True,192175,55.62
COLLIN,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,145507,42.12
COLLIN,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,False,7811,2.26
COLLIN,"Presiding Judge, Court of Criminal Appeals",,,Total,,345493,
COLLIN,Judge Court of Criminal Appeals,7,REP,Barbara Parker Hervey,True,197592,57.42
COLLIN,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,146528,42.58
COLLIN,Judge Court of Criminal Appeals,7,,Total,,344120,
COLLIN,Judge Court of Criminal Appeals,8,REP,Michelle Slaughter,False,208892,74.75
COLLIN,Judge Court of Criminal Appeals,8,LIB,Mark Ash,False,70568,25.25
COLLIN,Judge Court of Criminal Appeals,8,,Total,,279460,
COLLIN,Member State Board of Education,12,REP,Pam Little,False,187806,54.43
COLLIN,Member State Board of Education,12,,DEM,,148345,42.99
COLLIN,Member State Board of Education,12,LIB,Rachel Wester,False,8885,2.58
COLLIN,Member State Board of Education,12,,Total,,345036,
COLLIN,State Senator,8,REP,Angela Paxton,False,150564,52.25
COLLIN,State Senator,8,DEM,Mark Phariss,False,137592,47.75
COLLIN,State Senator,8,,Total,,288156,
COLLIN,State Senator,30,REP,Pat Fallon,False,40765,70.73
COLLIN,State Senator,30,DEM,Kevin Lopez,False,16867,29.27
COLLIN,State Senator,30,,Total,,57632,
COLLIN,State Representative,33,REP,Justin Holland,True,26174,58.55
COLLIN,State Representative,33,DEM,Laura Gunn,False,18526,41.45
COLLIN,State Representative,33,,Total,,44700,
COLLIN,State Representative,66,REP,Matt Shaheen,True,34382,50.29
COLLIN,State Representative,66,DEM,Sharon Hirsch,False,33991,49.71
COLLIN,State Representative,66,,Total,,68373,
COLLIN,State Representative,67,REP,Jeff Leach,True,37268,51.15
COLLIN,State Representative,67,DEM,Sarah Depew,False,35596,48.85
COLLIN,State Representative,67,,Total,,72864,
COLLIN,State Representative,70,REP,Scott Sanford,True,52526,61.75
COLLIN,State Representative,70,DEM,Julie Luton,False,32543,38.25
COLLIN,State Representative,70,,Total,,85069,
COLLIN,State Representative,89,REP,Candy Noble,False,44445,59.54
COLLIN,State Representative,89,DEM,Ray Ash,False,30203,40.46
COLLIN,State Representative,89,,Total,,74648,
COLLIN,"Chief Justice, 5th Court of Appeals District",,REP,Douglas S. Lang,False,196206,57.31
COLLIN,"Chief Justice, 5th Court of Appeals District",,DEM,Robert Burns,False,146162,42.69
COLLIN,"Chief Justice, 5th Court of Appeals District",,,Total,,342368,
COLLIN,"Justice, 5th Court of Appeals District, Place 2",,REP,David Evans,True,197885,57.87
COLLIN,"Justice, 5th Court of Appeals District, Place 2",,DEM,Robbie PartidaKipness,False,144076,42.13
COLLIN,"Justice, 5th Court of Appeals District, Place 2",,,Total,,341961,
COLLIN,"Justice, 5th Court of Appeals District, Place 5",,REP,Craig Stoddart,True,195321,57.11
COLLIN,"Justice, 5th Court of Appeals District, Place 5",,DEM,Erin Nowell,False,146705,42.89
COLLIN,"Justice, 5th Court of Appeals District, Place 5",,,Total,,342026,
COLLIN,"Justice, 5th Court of Appeals District, Place 9",,REP,Jason Boatright,True,195859,57.26
COLLIN,"Justice, 5th Court of Appeals District, Place 9",,DEM,Bill Pedersen,False,146197,42.74
COLLIN,"Justice, 5th Court of Appeals District, Place 9",,,Total,,342056,
COLLIN,"Justice, 5th Court of Appeals District, Place 10",,REP,Molly Francis,True,195858,57.39
COLLIN,"Justice, 5th Court of Appeals District, Place 10",,DEM,Amanda Reichek,False,145397,42.61
COLLIN,"Justice, 5th Court of Appeals District, Place 10",,,Total,,341255,
COLLIN,"Justice, 5th Court of Appeals District, Place 11",,REP,John Browning,False,195292,57.30
COLLIN,"Justice, 5th Court of Appeals District, Place 11",,DEM,Cory Carlyle,False,145526,42.70
COLLIN,"Justice, 5th Court of Appeals District, Place 11",,,Total,,340818,
COLLIN,"Justice, 5th Court of Appeals District, Place 12",,REP,Jim Pikl,False,193823,56.84
COLLIN,"Justice, 5th Court of Appeals District, Place 12",,DEM,Ken Molberg,False,147189,43.16
COLLIN,"Justice, 5th Court of Appeals District, Place 12",,,Total,,341012,
COLLIN,"Justice, 5th Court of Appeals District, Place 13",,REP,Elizabeth Lang Miers,True,195896,57.46
COLLIN,"Justice, 5th Court of Appeals District, Place 13",,DEM,Leslie Lester Osborne,False,145024,42.54
COLLIN,"Justice, 5th Court of Appeals District, Place 13",,,Total,,340920,
COLLIN,District Judge,219th Judicial District,REP,Jennifer Edgeworth,False,214085,100.00
COLLIN,District Judge,219th Judicial District,,Total,,214085,
COLLIN,District Judge,296th Judicial District,REP,"John R. Roach, Jr.",True,213613,100.00
COLLIN,District Judge,296th Judicial District,,Total,,213613,
COLLIN,District Judge,366th Judicial District,REP,Ray Wheless,True,212516,100.00
COLLIN,District Judge,366th Judicial District,,Total,,212516,
COLLIN,District Judge,417th Judicial District,REP,Cyndi McCrann Wheless,True,213188,100.00
COLLIN,District Judge,417th Judicial District,,Total,,213188,
COLLIN,District Judge,429th Judicial District,REP,Jill Willis,True,212697,100.00
COLLIN,District Judge,429th Judicial District,,Total,,212697,
COLLIN,Criminal,Attorney Collin County,REP,Greg Willis,True,212982,100.00
COLLIN,Criminal,Attorney Collin County,,Total,,212982,
COLLINGSWORTH,U. S. Senator,,REP,Ted Cruz,True,810,87.28
COLLINGSWORTH,U. S. Senator,,DEM,Beto O'Rourke,False,113,12.18
COLLINGSWORTH,U. S. Senator,,LIB,Neal M. Dikeman,False,5,0.54
COLLINGSWORTH,U. S. Senator,,,Total,,928,
COLLINGSWORTH,U. S. Representative,13,REP,Mac Thornberry,True,832,89.17
COLLINGSWORTH,U. S. Representative,13,DEM,Greg Sagan,False,91,9.75
COLLINGSWORTH,U. S. Representative,13,LIB,Calvin DeWeese,False,10,1.07
COLLINGSWORTH,U. S. Representative,13,,Total,,933,
COLLINGSWORTH,Governor,,REP,Greg Abbott,True,827,88.07
COLLINGSWORTH,Governor,,DEM,Lupe Valdez,False,101,10.76
COLLINGSWORTH,Governor,,LIB,Mark Jay Tippetts,False,11,1.17
COLLINGSWORTH,Governor,,,Total,,939,
COLLINGSWORTH,Lieutenant Governor,,REP,Dan Patrick,True,735,79.55
COLLINGSWORTH,Lieutenant Governor,,DEM,Mike Collier,False,172,18.61
COLLINGSWORTH,Lieutenant Governor,,LIB,Kerry Douglas McKennon,False,17,1.84
COLLINGSWORTH,Lieutenant Governor,,,Total,,924,
COLLINGSWORTH,Attorney General,,REP,Ken Paxton,True,788,85.47
COLLINGSWORTH,Attorney General,,DEM,Justin Nelson,False,121,13.12
COLLINGSWORTH,Attorney General,,LIB,Michael Ray Harris,False,13,1.41
COLLINGSWORTH,Attorney General,,,Total,,922,
COLLINGSWORTH,Comptroller of Public Accounts,,REP,Glenn Hegar,True,759,85.28
COLLINGSWORTH,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,109,12.25
COLLINGSWORTH,Comptroller of Public Accounts,,LIB,Ben Sanders,False,22,2.47
COLLINGSWORTH,Comptroller of Public Accounts,,,Total,,890,
COLLINGSWORTH,Commissioner of the General Land Office,,REP,George P. Bush,True,766,84.92
COLLINGSWORTH,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,109,12.08
COLLINGSWORTH,Commissioner of the General Land Office,,LIB,Matt Pina,False,27,2.99
COLLINGSWORTH,Commissioner of the General Land Office,,,Total,,902,
COLLINGSWORTH,Commissioner of Agriculture,,REP,Sid Miller,True,762,84.20
COLLINGSWORTH,Commissioner of Agriculture,,DEM,Kim Olson,False,120,13.26
COLLINGSWORTH,Commissioner of Agriculture,,LIB,Richard Carpenter,False,23,2.54
COLLINGSWORTH,Commissioner of Agriculture,,,Total,,905,
COLLINGSWORTH,Railroad Commissioner,,REP,Christi Craddick,True,768,86.00
COLLINGSWORTH,Railroad Commissioner,,DEM,Roman McAllen,False,105,11.76
COLLINGSWORTH,Railroad Commissioner,,LIB,Mike Wright,False,20,2.24
COLLINGSWORTH,Railroad Commissioner,,,Total,,893,
COLLINGSWORTH,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,True,762,86.39
COLLINGSWORTH,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,120,13.61
COLLINGSWORTH,"Justice, Supreme Court, Place 2",,,Total,,882,
COLLINGSWORTH,"Justice, Supreme Court, Place 4",,REP,John Devine,True,753,86.55
COLLINGSWORTH,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,117,13.45
COLLINGSWORTH,"Justice, Supreme Court, Place 4",,,Total,,870,
COLLINGSWORTH,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,True,759,87.75
COLLINGSWORTH,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,106,12.25
COLLINGSWORTH,"Justice, Supreme Court, Place 6",,,Total,,865,
COLLINGSWORTH,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,True,753,85.37
COLLINGSWORTH,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,110,12.47
COLLINGSWORTH,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,False,19,2.15
COLLINGSWORTH,"Presiding Judge, Court of Criminal Appeals",,,Total,,882,
COLLINGSWORTH,Judge Court of Criminal Appeals,7,REP,Barbara Parker Hervey,True,761,87.17
COLLINGSWORTH,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,112,12.83
COLLINGSWORTH,Judge Court of Criminal Appeals,7,,Total,,873,
COLLINGSWORTH,Judge Court of Criminal Appeals,8,REP,Michelle Slaughter,False,781,93.65
COLLINGSWORTH,Judge Court of Criminal Appeals,8,LIB,Mark Ash,False,53,6.35
COLLINGSWORTH,Judge Court of Criminal Appeals,8,,Total,,834,
COLLINGSWORTH,State Senator,31,REP,Kel Seliger,True,818,93.49
COLLINGSWORTH,State Senator,31,LIB,Jack B. Westbrook,False,57,6.51
COLLINGSWORTH,State Senator,31,,Total,,875,
COLLINGSWORTH,State Representative,68,REP,Drew Springer,True,802,100.00
COLLINGSWORTH,State Representative,68,,Total,,802,
COLLINGSWORTH,"Justice, 7th Court of Appeals District, Place 2",,REP,Judy Parker,True,791,100.00
COLLINGSWORTH,"Justice, 7th Court of Appeals District, Place 2",,,Total,,791,
COLLINGSWORTH,"Justice, 7th Court of Appeals District, Place 3",,REP,Pat Pirtle,True,780,100.00
COLLINGSWORTH,"Justice, 7th Court of Appeals District, Place 3",,,Total,,780,
COLORADO,U. S. Senator,,REP,Ted Cruz,True,5779,75.67
COLORADO,U. S. Senator,,DEM,Beto O'Rourke,False,1825,23.90
COLORADO,U. S. Senator,,LIB,Neal M. Dikeman,False,33,0.43
COLORADO,U. S. Senator,,,Total,,7637,
COLORADO,U. S. Representative,10,REP,Michael T. McCaul,True,5704,75.61
COLORADO,U. S. Representative,10,DEM,Mike Siegel,False,1730,22.93
COLORADO,U. S. Representative,10,LIB,Mike Ryan,False,110,1.46
COLORADO,U. S. Representative,10,,Total,,7544,
COLORADO,Governor,,REP,Greg Abbott,True,5992,78.71
COLORADO,Governor,,DEM,Lupe Valdez,False,1558,20.46
COLORADO,Governor,,LIB,Mark Jay Tippetts,False,63,0.83
COLORADO,Governor,,,Total,,7613,
COLORADO,Lieutenant Governor,,REP,Dan Patrick,True,5661,74.50
COLORADO,Lieutenant Governor,,DEM,Mike Collier,False,1850,24.35
COLORADO,Lieutenant Governor,,LIB,Kerry Douglas McKennon,False,88,1.16
COLORADO,Lieutenant Governor,,,Total,,7599,
COLORADO,Attorney General,,REP,Ken Paxton,True,5587,73.82
COLORADO,Attorney General,,DEM,Justin Nelson,False,1848,24.42
COLORADO,Attorney General,,LIB,Michael Ray Harris,False,133,1.76
COLORADO,Attorney General,,,Total,,7568,
COLORADO,Comptroller of Public Accounts,,REP,Glenn Hegar,True,5816,77.20
COLORADO,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,1565,20.77
COLORADO,Comptroller of Public Accounts,,LIB,Ben Sanders,False,153,2.03
COLORADO,Comptroller of Public Accounts,,,Total,,7534,
COLORADO,Commissioner of the General Land Office,,REP,George P. Bush,True,5714,75.74
COLORADO,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,1645,21.81
COLORADO,Commissioner of the General Land Office,,LIB,Matt Pina,False,185,2.45
COLORADO,Commissioner of the General Land Office,,,Total,,7544,
COLORADO,Commissioner of Agriculture,,REP,Sid Miller,True,5585,74.39
COLORADO,Commissioner of Agriculture,,DEM,Kim Olson,False,1802,24.00
COLORADO,Commissioner of Agriculture,,LIB,Richard Carpenter,False,121,1.61
COLORADO,Commissioner of Agriculture,,,Total,,7508,
COLORADO,Railroad Commissioner,,REP,Christi Craddick,True,5745,76.52
COLORADO,Railroad Commissioner,,DEM,Roman McAllen,False,1619,21.56
COLORADO,Railroad Commissioner,,LIB,Mike Wright,False,144,1.92
COLORADO,Railroad Commissioner,,,Total,,7508,
COLORADO,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,True,5660,75.99
COLORADO,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,1788,24.01
COLORADO,"Justice, Supreme Court, Place 2",,,Total,,7448,
COLORADO,"Justice, Supreme Court, Place 4",,REP,John Devine,True,5697,76.88
COLORADO,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,1713,23.12
COLORADO,"Justice, Supreme Court, Place 4",,,Total,,7410,
COLORADO,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,True,5705,76.85
COLORADO,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,1719,23.15
COLORADO,"Justice, Supreme Court, Place 6",,,Total,,7424,
COLORADO,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,True,5652,75.92
COLORADO,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,1685,22.63
COLORADO,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,False,108,1.45
COLORADO,"Presiding Judge, Court of Criminal Appeals",,,Total,,7445,
COLORADO,Judge Court of Criminal Appeals,7,REP,Barbara Parker Hervey,True,5757,77.59
COLORADO,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,1663,22.41
COLORADO,Judge Court of Criminal Appeals,7,,Total,,7420,
COLORADO,Judge Court of Criminal Appeals,8,REP,Michelle Slaughter,False,5906,89.69
COLORADO,Judge Court of Criminal Appeals,8,LIB,Mark Ash,False,679,10.31
COLORADO,Judge Court of Criminal Appeals,8,,Total,,6585,
COLORADO,Member State Board of Education,2,REP,"Charles ""Tad"" Hasse",False,5675,76.44
COLORADO,Member State Board of Education,2,DEM,"Ruben Cortez, Jr.",True,1749,23.56
COLORADO,Member State Board of Education,2,,Total,,7424,
COLORADO,State Representative,13,REP,Ben Leman,False,5743,77.06
COLORADO,State Representative,13,DEM,"Cecil Ray Webster, Sr.",False,1710,22.94
COLORADO,State Representative,13,,Total,,7453,
COLORADO,"Justice, 1st Court of Appeals District, Place 2",,REP,Jane Bland,True,5689,77.04
COLORADO,"Justice, 1st Court of Appeals District, Place 2",,DEM,Gordon Goodman,False,1695,22.96
COLORADO,"Justice, 1st Court of Appeals District, Place 2",,,Total,,7384,
COLORADO,"Justice, 1st Court of Appeals District, Place 6",,REP,Harvey Brown,True,5643,76.38
COLORADO,"Justice, 1st Court of Appeals District, Place 6",,DEM,Sarah Beth Landau,False,1745,23.62
COLORADO,"Justice, 1st Court of Appeals District, Place 6",,,Total,,7388,
COLORADO,"Justice, 1st Court of Appeals District, Place 7",,REP,Terry Yates,False,5675,76.75
COLORADO,"Justice, 1st Court of Appeals District, Place 7",,DEM,Julie Countiss,False,1719,23.25
COLORADO,"Justice, 1st Court of Appeals District, Place 7",,,Total,,7394,
COLORADO,"Justice, 1st Court of Appeals District, Place 8",,REP,Michael Massengale,False,5614,76.01
COLORADO,"Justice, 1st Court of Appeals District, Place 8",,DEM,Richard Hightower,False,1772,23.99
COLORADO,"Justice, 1st Court of Appeals District, Place 8",,,Total,,7386,
COLORADO,"Justice, 1st Court of Appeals District, Place 9",,REP,Jennifer Caughey,True,5691,77.12
COLORADO,"Justice, 1st Court of Appeals District, Place 9",,DEM,Peter Kelly,False,1688,22.88
COLORADO,"Justice, 1st Court of Appeals District, Place 9",,,Total,,7379,
COLORADO,"Justice, 14th Court of Appeals District, Place 3",,REP,Brett Busby,True,5676,76.93
COLORADO,"Justice, 14th Court of Appeals District, Place 3",,DEM,Jerry Zimmerer,False,1702,23.07
COLORADO,"Justice, 14th Court of Appeals District, Place 3",,,Total,,7378,
COLORADO,"Justice, 14th Court of Appeals District, Place 4",,REP,Marc Brown,True,5704,77.35
COLORADO,"Justice, 14th Court of Appeals District, Place 4",,DEM,Charles Spain,False,1670,22.65
COLORADO,"Justice, 14th Court of Appeals District, Place 4",,,Total,,7374,
COLORADO,"Justice, 14th Court of Appeals District, Place 5",,REP,Martha Hill Jamison,True,5723,77.42
COLORADO,"Justice, 14th Court of Appeals District, Place 5",,DEM,Frances Bourliot,False,1669,22.58
COLORADO,"Justice, 14th Court of Appeals District, Place 5",,,Total,,7392,
COLORADO,"Justice, 14th Court of Appeals District, Place 6",,REP,Bill Boyce,True,5618,76.20
COLORADO,"Justice, 14th Court of Appeals District, Place 6",,DEM,Meagan Hassan,False,1755,23.80
COLORADO,"Justice, 14th Court of Appeals District, Place 6",,,Total,,7373,
COLORADO,"Justice, 14th Court of Appeals District, Place 8",,REP,John Donovan,True,5647,76.62
COLORADO,"Justice, 14th Court of Appeals District, Place 8",,DEM,"Margaret ""Meg"" Poissant",False,1723,23.38
COLORADO,"Justice, 14th Court of Appeals District, Place 8",,,Total,,7370,
COMAL,U. S. Senator,,REP,Ted Cruz,True,44079,71.68
COMAL,U. S. Senator,,DEM,Beto O'Rourke,False,16830,27.37
COMAL,U. S. Senator,,LIB,Neal M. Dikeman,False,586,0.95
COMAL,U. S. Senator,,,Total,,61495,
COMAL,U. S. Representative,21,REP,Chip Roy,False,37514,74.76
COMAL,U. S. Representative,21,DEM,Joseph Kopser,False,11855,23.63
COMAL,U. S. Representative,21,LIB,Lee Santos,False,807,1.61
COMAL,U. S. Representative,21,,Total,,50176,
COMAL,U. S. Representative,35,REP,David Smalling,False,6401,57.32
COMAL,U. S. Representative,35,DEM,Lloyd Doggett,True,4471,40.04
COMAL,U. S. Representative,35,LIB,Clark Patterson,False,295,2.64
COMAL,U. S. Representative,35,,Total,,11167,
COMAL,Governor,,REP,Greg Abbott,True,46635,75.47
COMAL,Governor,,DEM,Lupe Valdez,False,14145,22.89
COMAL,Governor,,LIB,Mark Jay Tippetts,False,1015,1.64
COMAL,Governor,,,Total,,61795,
COMAL,Lieutenant Governor,,REP,Dan Patrick,True,44397,71.95
COMAL,Lieutenant Governor,,DEM,Mike Collier,False,15896,25.76
COMAL,Lieutenant Governor,,LIB,Kerry Douglas McKennon,False,1410,2.29
COMAL,Lieutenant Governor,,,Total,,61703,
COMAL,Attorney General,,REP,Ken Paxton,True,43682,70.96
COMAL,Attorney General,,DEM,Justin Nelson,False,16372,26.60
COMAL,Attorney General,,LIB,Michael Ray Harris,False,1505,2.44
COMAL,Attorney General,,,Total,,61559,
COMAL,Comptroller of Public Accounts,,REP,Glenn Hegar,True,45011,73.47
COMAL,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,14304,23.35
COMAL,Comptroller of Public Accounts,,LIB,Ben Sanders,False,1946,3.18
COMAL,Comptroller of Public Accounts,,,Total,,61261,
COMAL,Commissioner of the General Land Office,,REP,George P. Bush,True,44955,73.10
COMAL,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,14110,22.95
COMAL,Commissioner of the General Land Office,,LIB,Matt Pina,False,2429,3.95
COMAL,Commissioner of the General Land Office,,,Total,,61494,
COMAL,Commissioner of Agriculture,,REP,Sid Miller,True,43994,71.81
COMAL,Commissioner of Agriculture,,DEM,Kim Olson,False,15844,25.86
COMAL,Commissioner of Agriculture,,LIB,Richard Carpenter,False,1425,2.33
COMAL,Commissioner of Agriculture,,,Total,,61263,
COMAL,Railroad Commissioner,,REP,Christi Craddick,True,45100,73.68
COMAL,Railroad Commissioner,,DEM,Roman McAllen,False,14346,23.44
COMAL,Railroad Commissioner,,LIB,Mike Wright,False,1763,2.88
COMAL,Railroad Commissioner,,,Total,,61209,
COMAL,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,True,45025,74.10
COMAL,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,15740,25.90
COMAL,"Justice, Supreme Court, Place 2",,,Total,,60765,
COMAL,"Justice, Supreme Court, Place 4",,REP,John Devine,True,45309,74.67
COMAL,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,15371,25.33
COMAL,"Justice, Supreme Court, Place 4",,,Total,,60680,
COMAL,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,True,45196,74.41
COMAL,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,15540,25.59
COMAL,"Justice, Supreme Court, Place 6",,,Total,,60736,
COMAL,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,True,44399,72.86
COMAL,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,15068,24.73
COMAL,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,False,1469,2.41
COMAL,"Presiding Judge, Court of Criminal Appeals",,,Total,,60936,
COMAL,Judge Court of Criminal Appeals,7,REP,Barbara Parker Hervey,True,45464,74.98
COMAL,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,15170,25.02
COMAL,Judge Court of Criminal Appeals,7,,Total,,60634,
COMAL,Judge Court of Criminal Appeals,8,REP,Michelle Slaughter,False,46633,87.49
COMAL,Judge Court of Criminal Appeals,8,LIB,Mark Ash,False,6666,12.51
COMAL,Judge Court of Criminal Appeals,8,,Total,,53299,
COMAL,State Senator,25,REP,Donna Campbell,True,45269,73.95
COMAL,State Senator,25,DEM,Steven Kling,False,15945,26.05
COMAL,State Senator,25,,Total,,61214,
COMAL,State Representative,73,REP,Kyle Biedermann,True,44759,73.39
COMAL,State Representative,73,DEM,Stephanie Phillips,False,16225,26.61
COMAL,State Representative,73,,Total,,60984,
COMAL,"Justice, 3rd Court of Appeals District, Place 2",,REP,Cindy Olson Bourland,True,45710,75.36
COMAL,"Justice, 3rd Court of Appeals District, Place 2",,DEM,Edward Smith,False,14946,24.64
COMAL,"Justice, 3rd Court of Appeals District, Place 2",,,Total,,60656,
COMAL,"Justice, 3rd Court of Appeals District, Place 3",,REP,Scott Field,True,45062,74.27
COMAL,"Justice, 3rd Court of Appeals District, Place 3",,DEM,Chari Kelly,False,15613,25.73
COMAL,"Justice, 3rd Court of Appeals District, Place 3",,,Total,,60675,
COMAL,"Justice, 3rd Court of Appeals District, Place 5",,REP,David Puryear,True,45257,74.59
COMAL,"Justice, 3rd Court of Appeals District, Place 5",,DEM,Thomas J. Baker,False,15421,25.41
COMAL,"Justice, 3rd Court of Appeals District, Place 5",,,Total,,60678,
COMAL,"Justice, 3rd Court of Appeals District, Place 6",,,REP,,45200,74.62
COMAL,"Justice, 3rd Court of Appeals District, Place 6",,DEM,Gisela D. Triana,False,15331,25.31
COMAL,"Justice, 3rd Court of Appeals District, Place 6",,WI,Kerry O'Brien,False,44,0.07
COMAL,"Justice, 3rd Court of Appeals District, Place 6",,,Total,,60575,
COMAL,District Judge,207th Judicial District,REP,Jack Robison,True,48459,100.00
COMAL,District Judge,207th Judicial District,,Total,,48459,
COMAL,District Judge,274th Judicial District,REP,Gary L. Steel,True,48582,100.00
COMAL,District Judge,274th Judicial District,,Total,,48582,
COMAL,Criminal,Attorney Comal County,REP,Jennifer Anne Owens Tharp,True,48148,100.00
COMAL,Criminal,Attorney Comal County,,Total,,48148,
COMANCHE,U. S. Senator,,REP,Ted Cruz,True,3799,82.41
COMANCHE,U. S. Senator,,DEM,Beto O'Rourke,False,781,16.94
COMANCHE,U. S. Senator,,LIB,Neal M. Dikeman,False,30,0.65
COMANCHE,U. S. Senator,,,Total,,4610,
COMANCHE,U. S. Representative,11,REP,Mike Conaway,True,3867,84.27
COMANCHE,U. S. Representative,11,DEM,Jennie Lou Leeder,False,671,14.62
COMANCHE,U. S. Representative,11,LIB,Rhett Rosenquest Smith,False,51,1.11
COMANCHE,U. S. Representative,11,,Total,,4589,
COMANCHE,Governor,,REP,Greg Abbott,True,3906,84.67
COMANCHE,Governor,,DEM,Lupe Valdez,False,657,14.24
COMANCHE,Governor,,LIB,Mark Jay Tippetts,False,50,1.08
COMANCHE,Governor,,,Total,,4613,
COMANCHE,Lieutenant Governor,,REP,Dan Patrick,True,3591,77.83
COMANCHE,Lieutenant Governor,,DEM,Mike Collier,False,937,20.31
COMANCHE,Lieutenant Governor,,LIB,Kerry Douglas McKennon,False,86,1.86
COMANCHE,Lieutenant Governor,,,Total,,4614,
COMANCHE,Attorney General,,REP,Ken Paxton,True,3676,80.05
COMANCHE,Attorney General,,DEM,Justin Nelson,False,827,18.01
COMANCHE,Attorney General,,LIB,Michael Ray Harris,False,89,1.94
COMANCHE,Attorney General,,,Total,,4592,
COMANCHE,Comptroller of Public Accounts,,REP,Glenn Hegar,True,3801,83.58
COMANCHE,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,647,14.23
COMANCHE,Comptroller of Public Accounts,,LIB,Ben Sanders,False,100,2.20
COMANCHE,Comptroller of Public Accounts,,,Total,,4548,
COMANCHE,Commissioner of the General Land Office,,REP,George P. Bush,True,3757,82.05
COMANCHE,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,690,15.07
COMANCHE,Commissioner of the General Land Office,,LIB,Matt Pina,False,132,2.88
COMANCHE,Commissioner of the General Land Office,,,Total,,4579,
COMANCHE,Commissioner of Agriculture,,REP,Sid Miller,True,3698,80.18
COMANCHE,Commissioner of Agriculture,,DEM,Kim Olson,False,805,17.45
COMANCHE,Commissioner of Agriculture,,LIB,Richard Carpenter,False,109,2.36
COMANCHE,Commissioner of Agriculture,,,Total,,4612,
COMANCHE,Railroad Commissioner,,REP,Christi Craddick,True,3792,83.10
COMANCHE,Railroad Commissioner,,DEM,Roman McAllen,False,676,14.81
COMANCHE,Railroad Commissioner,,LIB,Mike Wright,False,95,2.08
COMANCHE,Railroad Commissioner,,,Total,,4563,
COMANCHE,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,True,3777,83.40
COMANCHE,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,752,16.60
COMANCHE,"Justice, Supreme Court, Place 2",,,Total,,4529,
COMANCHE,"Justice, Supreme Court, Place 4",,REP,John Devine,True,3807,84.32
COMANCHE,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,708,15.68
COMANCHE,"Justice, Supreme Court, Place 4",,,Total,,4515,
