county,precinct,office,district,party,candidate,votes,election_day,early_voting
Hutchinson,11,U.S. Senate,,REP,Ted Cruz,906,381,525
Hutchinson,11,U.S. House,13,REP,Mac Thornberry,912,391,521
Hutchinson,11,Governor,,REP,Greg Abbott,907,385,522
Hutchinson,11,Lieutenant Governor,,REP,Dan Patrick,854,353,501
Hutchinson,11,Attorney General,,REP,Ken Paxton,886,379,507
Hutchinson,11,Comptroller of Public Accounts,,REP,Glenn Hegar,894,379,515
Hutchinson,11,Commissioner of the General Land Office,,REP,George P. Bush,892,380,512
Hutchinson,11,Commissioner of Agriculture,,REP,Sid Miller,881,378,503
Hutchinson,11,Railroad Commissioner,,REP,Christi Craddick,891,379,512
Hutchinson,11,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,911,388,523
Hutchinson,11,"Justice, Supreme Court, Place 4",,REP,John Devine,912,390,522
Hutchinson,11,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,913,391,522
Hutchinson,11,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,888,377,511
Hutchinson,11,"Judge, Court of Criminal Appeals, Pl 7",,REP,Barbara Parker Hervey,909,390,519
Hutchinson,11,"Judge, Court of Criminal Appeals, Pl 8",,REP,Michelle Slaughter,905,385,520
Hutchinson,11,State Senate,31,REP,Kel Seliger,912,386,526
Hutchinson,11,State Representative,87,REP,Four Price,942,407,535
Hutchinson,11,"Justice, 7th Court of Appeals District, PL 2",,REP,Judy Parker,935,406,529
Hutchinson,11,"Justice, 7th Court of Appeals District, PL 3",,REP,Pat Pirtle,931,406,525
Hutchinson,11,"Family District Judge, 316th Judicial Dist",,REP,James Mosley,940,409,531
Hutchinson,11,County Judge,,REP,Cindy Irwin,943,406,537
Hutchinson,11,District Clerk,,REP,Robin Stroud,942,407,535
Hutchinson,11,County Clerk,,REP,Jan Barnes,947,411,536
Hutchinson,11,County Treasurer,,REP,Kathy Sargent,943,408,535
Hutchinson,11,"Justice of the Peace, Precinct No. 2 PRECINCT 2",,REP,Yadi Rodriguez,944,407,537
Hutchinson,11,U.S. Senate,,DEM,Beto O'Rourke,95,47,48
Hutchinson,11,U.S. House,13,DEM,Greg Sagan,76,34,42
Hutchinson,11,Governor,,DEM,Lupe Valdez,82,37,45
Hutchinson,11,Lieutenant Governor,,DEM,Mike Collier,116,60,56
Hutchinson,11,Attorney General,,DEM,Justin Nelson,91,39,52
Hutchinson,11,Comptroller of Public Accounts,,DEM,Joi Chevalier,82,37,45
Hutchinson,11,Commissioner of the General Land Office,,DEM,Miguel Suazo,79,39,40
Hutchinson,11,Commissioner of Agriculture,,DEM,Kim Olson,89,38,51
Hutchinson,11,Railroad Commissioner,,DEM,Roman McAllen,80,37,43
Hutchinson,11,"Justice, Supreme Court, PL 2",,DEM,Steven Kirkland,83,38,45
Hutchinson,11,"Justice, Supreme Court, PL 4",,DEM,R.K. Sandill,81,36,45
Hutchinson,11,"Justice, Supreme Court, PL 6",,DEM,Kathy Cheng,81,35,46
Hutchinson,11,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,77,36,41
Hutchinson,11,"Judge, Court of Criminal Appeals, PL 7 ",,DEM,Ramona Franklin,83,36,47
Hutchinson,11,U.S. Senate,,LIB,Neal M. Dikeman,4,3,1
Hutchinson,11,U.S. House,13,LIB,Calvin DeWeese,14,5,9
Hutchinson,11,Governor,,LIB,Mark Jay Tippetts,16,9,7
Hutchinson,11,Lieutenant Governor,,LIB,Kerry Douglas McKennon,34,17,17
Hutchinson,11,Attorney General,,LIB,Michael Ray Harris,24,13,11
Hutchinson,11,Comptroller of Public Accounts,,LIB,Ben Sanders,19,11,8
Hutchinson,11,Commissioner of the General Land Office,,LIB,Matt Pina,29,9,20
Hutchinson,11,Commissioner of Agriculture,,LIB,Richard Carpenter,25,12,13
Hutchinson,11,Railroad Commissioner,,LIB,Mike Wright,25,12,13
Hutchinson,11,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III ,28,14,14
Hutchinson,11,"Judge, Court of Criminal Appeals, Pl 8",,LIB,Mark Ash,57,31,26
Hutchinson,11,State Senate,31,LIB,Jack B. Westbrook,59,31,28
Hutchinson,14,U.S. Senate,,REP,Ted Cruz,997,418,579
Hutchinson,14,U.S. House,13,REP,Mac Thornberry,1016,435,581
Hutchinson,14,Governor,,REP,Greg Abbott,1009,430,579
Hutchinson,14,Lieutenant Governor,,REP,Dan Patrick,957,404,553
Hutchinson,14,Attorney General,,REP,Ken Paxton,984,417,567
Hutchinson,14,Comptroller of Public Accounts,,REP,Glenn Hegar,992,420,572
Hutchinson,14,Commissioner of the General Land Office,,REP,George P. Bush,983,417,566
Hutchinson,14,Commissioner of Agriculture,,REP,Sid Miller,974,410,564
Hutchinson,14,Railroad Commissioner,,REP,Christi Craddick,997,422,575
Hutchinson,14,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,994,422,572
Hutchinson,14,"Justice, Supreme Court, Place 4",,REP,John Devine,996,422,574
Hutchinson,14,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,999,422,577
Hutchinson,14,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,985,419,566
Hutchinson,14,"Judge, Court of Criminal Appeals, Pl 7",,REP,Barbara Parker Hervey,1004,427,577
Hutchinson,14,"Judge, Court of Criminal Appeals, Pl 8",,REP,Michelle Slaughter,1013,432,581
Hutchinson,14,State Senate,31,REP,Kel Seliger,1027,436,591
Hutchinson,14,State Representative,87,REP,Four Price,1058,446,612
Hutchinson,14,"Justice, 7th Court of Appeals District, PL 2",,REP,Judy Parker,1049,442,607
Hutchinson,14,"Justice, 7th Court of Appeals District, PL 3",,REP,Pat Pirtle,1041,438,603
Hutchinson,14,"Family District Judge, 316th Judicial Dist",,REP,James Mosley,1049,441,608
Hutchinson,14,County Judge,,REP,Cindy Irwin,1053,446,607
Hutchinson,14,District Clerk,,REP,Robin Stroud,1045,438,607
