county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Madison,101,Straight Party,,REP,Republican Party    REP,493,136,314,43
Madison,101,Straight Party,,DEM,Democratic Party   DEM,111,54,48,9
Madison,101,Straight Party,,LIB,Libertarian Party    LIB,2,1,1,0
Madison,101,U.S. Senate,,REP,Ted Cruz,678,186,443,49
Madison,101,U.S. Senate,,DEM,Beto O'Rourke,190,86,92,12
Madison,101,U.S. Senate,,LIB,Neal M. Dikeman,4,1,3,0
Madison,101,U.S. House,8,REP,Kevin Brady,686,187,451,48
Madison,101,U.S. House,8,DEM,Steven David,172,77,82,13
Madison,101,U.S. House,8,LIB,Chris Duncan,12,6,6,0
Madison,101,Governor,,REP,Greg Abbott,689,186,454,49
Madison,101,Governor,,DEM,Lupe Valdez,178,81,85,12
Madison,101,Governor,,LIB,Mark Jay Tippetts,8,6,2,0
Madison,101,Lieutenant Governor,,REP,Dan Patrick,609,167,393,49
Madison,101,Lieutenant Governor,,DEM,Mike Collier,251,101,138,12
Madison,101,Lieutenant Governor,,LIB,Kerry Douglas McKennon,14,6,8,0
Madison,101,Attorney General,,REP,Ken Paxton,668,186,435,47
Madison,101,Attorney General,,DEM,Justin Nelson,192,83,96,13
Madison,101,Attorney General,,LIB,Michael Ray Harris,11,3,7,1
Madison,101,Comptroller of Public Accounts,,REP,Glenn Hegar,683,185,451,47
Madison,101,Comptroller of Public Accounts,,DEM,Joi Chevalier,164,76,75,13
Madison,101,Comptroller of Public Accounts,,LIB,Ben Sanders,24,10,13,1
Madison,101,Commissioner of the General Land Office,,REP,George P. Bush,668,184,437,47
Madison,101,Commissioner of the General Land Office,,DEM,Miguel Suazo,171,77,81,13
Madison,101,Commissioner of the General Land Office,,LIB,Matt Pina,27,10,16,1
Madison,101,Commissioner of Agriculture,,REP,Sid Miller,672,186,438,48
Madison,101,Commissioner of Agriculture,,DEM,Kim Olson,185,78,94,13
Madison,101,Commissioner of Agriculture,,LIB,Richard Carpenter,13,6,7,0
Madison,101,Railroad Commissioner,,REP,Christi Craddick,684,189,448,47
Madison,101,Railroad Commissioner,,DEM,Roman McAllen,169,75,81,13
Madison,101,Railroad Commissioner,,LIB,Mike Wright,15,6,8,1
Madison,101,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,677,185,445,47
Madison,101,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,185,83,89,13
Madison,101,"Justice, Supreme Court, Place 4",,REP,John Devine,684,188,448,48
Madison,101,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,178,80,85,13
Madison,101,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,686,190,448,48
Madison,101,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,178,80,85,13
Madison,101,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,681,188,446,47
Madison,101,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,168,76,79,13
Madison,101,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,16,6,9,1
Madison,101,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,686,190,449,47
Madison,101,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,176,80,82,14
Madison,101,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,702,194,461,47
Madison,101,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,85,40,41,4
Madison,101,State Senate,5,REP,Charles Schwertner,674,185,441,48
Madison,101,State Senate,5,DEM,Meg Walsh,181,76,92,13
Madison,101,State Senate,5,LIB,Amy Lyons,13,9,4,0
Madison,101,State Representative,57,REP,Trent Ashby,701,190,463,48
Madison,101,State Representative,57,DEM,Jason Rogers,169,80,76,13
Madison,101,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,742,217,477,48
Madison,101,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,742,214,479,49
Madison,101,Criminal District Attorney Madison County,,REP,Brian L. Risinger,747,219,478,50
Madison,101,County Judge,,REP,Tony Leago,740,215,477,48
Madison,101,District Clerk,,REP,Rhonda Cook Savage,758,221,487,50
Madison,101,County Clerk,,REP,Susanne Morris,754,218,487,49
Madison,101,County Treasurer,,REP,Judi Williams Delesandri,753,218,485,50
Madison,101,"Justice of the Peace, Precinct No. 1",,REP,Jon Stevens,752,220,483,49
Madison,202,Straight Party,,REP,Republican Party    REP,567,185,349,33
Madison,202,Straight Party,,DEM,Democratic Party   DEM,145,68,63,14
Madison,202,Straight Party,,LIB,Libertarian Party    LIB,1,0,1,0
Madison,202,U.S. Senate,,REP,Ted Cruz,804,258,480,66
Madison,202,U.S. Senate,,DEM,Beto O'Rourke,202,86,93,23
Madison,202,U.S. Senate,,LIB,Neal M. Dikeman,6,4,2,0
Madison,202,U.S. House,8,REP,Kevin Brady,803,257,482,64
Madison,202,U.S. House,8,DEM,Steven David,196,85,89,22
Madison,202,U.S. House,8,LIB,Chris Duncan,3,1,1,1
Madison,202,Governor,,REP,Greg Abbott,806,258,484,64
Madison,202,Governor,,DEM,Lupe Valdez,195,84,87,24
Madison,202,Governor,,LIB,Mark Jay Tippetts,8,4,3,1
Madison,202,Lieutenant Governor,,REP,Dan Patrick,739,237,444,58
Madison,202,Lieutenant Governor,,DEM,Mike Collier,256,101,127,28
Madison,202,Lieutenant Governor,,LIB,Kerry Douglas McKennon,15,8,5,2
Madison,202,Attorney General,,REP,Ken Paxton,772,245,466,61
Madison,202,Attorney General,,DEM,Justin Nelson,220,93,101,26
Madison,202,Attorney General,,LIB,Michael Ray Harris,10,4,5,1
Madison,202,Comptroller of Public Accounts,,REP,Glenn Hegar,784,249,474,61
Madison,202,Comptroller of Public Accounts,,DEM,Joi Chevalier,195,82,89,24
Madison,202,Comptroller of Public Accounts,,LIB,Ben Sanders,15,8,6,1
Madison,202,Commissioner of the General Land Office,,REP,George P. Bush,770,249,459,62
Madison,202,Commissioner of the General Land Office,,DEM,Miguel Suazo,210,86,100,24
Madison,202,Commissioner of the General Land Office,,LIB,Matt Pina,20,9,11,0
Madison,202,Commissioner of Agriculture,,REP,Sid Miller,781,252,472,57
Madison,202,Commissioner of Agriculture,,DEM,Kim Olson,211,88,96,27
Madison,202,Commissioner of Agriculture,,LIB,Richard Carpenter,9,3,5,1
Madison,202,Railroad Commissioner,,REP,Christi Craddick,792,250,479,63
Madison,202,Railroad Commissioner,,DEM,Roman McAllen,198,87,89,22
Madison,202,Railroad Commissioner,,LIB,Mike Wright,12,5,5,2
Madison,202,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,787,251,476,60
Madison,202,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,209,90,95,24
Madison,202,"Justice, Supreme Court, Place 4",,REP,John Devine,788,253,476,59
Madison,202,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,206,88,94,24
Madison,202,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,789,252,478,59
Madison,202,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,205,87,94,24
Madison,202,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,782,248,476,58
Madison,202,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,199,85,90,24
Madison,202,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,13,5,6,2
Madison,202,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,796,255,480,61
Madison,202,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,204,86,93,25
Madison,202,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,816,264,487,65
Madison,202,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,86,31,48,7
Madison,202,State Senate,5,REP,Charles Schwertner,777,250,468,59
Madison,202,State Senate,5,DEM,Meg Walsh,212,87,100,25
Madison,202,State Senate,5,LIB,Amy Lyons,11,5,4,2
Madison,202,State Representative,57,REP,Trent Ashby,810,258,488,64
Madison,202,State Representative,57,DEM,Jason Rogers,195,86,86,23
Madison,202,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,841,277,496,68
Madison,202,"District Judge, 278th Judicial District",,REP,Hal R. Ridley,839,274,499,66
Madison,202,Criminal District Attorney Madison County,,REP,Brian L. Risinger,843,283,492,68
Madison,202,County Judge,,REP,Tony Leago,840,280,490,70
Madison,202,District Clerk,,REP,Rhonda Cook Savage,861,290,501,70
Madison,202,County Clerk,,REP,Susanne Morris,859,287,501,71
Madison,202,County Treasurer,,REP,Judi Williams Delesandri,862,289,503,70
Madison,202,"County Commissioner, Precinct No. 2",,REP,Carl Wiseman,864,291,502,71
Madison,202,"Justice of the Peace, Precinct No. 1",,REP,Jon Stevens,859,287,502,70
Madison,303,Straight Party,,REP,Republican Party    REP,362,126,200,36
Madison,303,Straight Party,,DEM,Democratic Party   DEM,210,86,105,19
